"GeneID","geneSymbol","neg_n_sig","neg_event_types","neg_n_SE","neg_n_microexon","neg_n_inclusion","neg_n_exclusion","neg_mean_dPSI","neg_mean_abs_dPSI","pos_n_sig","pos_event_types","pos_n_SE","pos_n_microexon","pos_n_inclusion","pos_n_exclusion","pos_mean_dPSI","pos_mean_abs_dPSI"
"ENSMUSG00000097039","Pvt1",7,"A5SS,MXE,SE",4,0,2,5,-0.0727,0.1439,7,"MXE,SE",4,0,2,5,-0.0564,0.1416
"ENSMUSG00000097080","1700086O06Rik",4,"SE",4,0,4,0,0.3618,0.3618,3,"SE",3,0,3,0,0.2727,0.2727
"ENSMUSG00000013973","Dedd",3,"SE",3,0,3,0,0.1687,0.1687,2,"SE",2,0,2,0,0.166,0.166
"ENSMUSG00000020385","Clk4",3,"SE",3,0,1,2,-0.099,0.191,2,"SE",2,0,1,1,-0.019,0.205
"ENSMUSG00000021268","Meg3",5,"A3SS,MXE,SE",3,0,2,3,0.0268,0.3012,1,"SE",1,0,0,1,-0.331,0.331
"ENSMUSG00000022948","Setd4",4,"A5SS,SE",3,0,2,2,-0.013,0.1885,2,"A5SS,SE",1,0,1,1,-0.0345,0.1545
"ENSMUSG00000022973","Synj1",3,"SE",3,0,3,0,0.2253,0.2253,3,"MXE,SE",2,0,3,0,0.2457,0.2457
"ENSMUSG00000023206","Il15ra",3,"SE",3,0,2,1,0.1003,0.187,3,"SE",3,0,2,1,0.045,0.2143
"ENSMUSG00000024330","Col11a2",3,"SE",3,0,3,0,0.3367,0.3367,0,"",0,0,0,0,NA,NA
"ENSMUSG00000024921","Smarca2",3,"SE",3,0,1,2,-0.0367,0.14,0,"",0,0,0,0,NA,NA
"ENSMUSG00000025404","R3hdm2",3,"SE",3,0,3,0,0.144,0.144,2,"SE",2,0,2,0,0.144,0.144
"ENSMUSG00000026527","Rgs7",3,"SE",3,0,2,1,0.0847,0.2093,2,"SE",2,0,2,0,0.206,0.206
"ENSMUSG00000028078","Dclk2",3,"SE",3,2,3,0,0.1243,0.1243,0,"",0,0,0,0,NA,NA
"ENSMUSG00000028184","Adgrl2",4,"A5SS,SE",3,2,2,2,-0.0855,0.258,3,"A3SS,SE",2,1,1,2,-0.0603,0.135
"ENSMUSG00000028524","Sgip1",3,"SE",3,2,3,0,0.2543,0.2543,1,"SE",1,0,1,0,0.128,0.128
"ENSMUSG00000029267","Mtf2",3,"SE",3,0,0,3,-0.136,0.136,6,"SE",6,0,1,5,-0.1128,0.1908
"ENSMUSG00000032624","Eml4",3,"SE",3,0,3,0,0.1713,0.1713,3,"SE",3,0,3,0,0.2163,0.2163
"ENSMUSG00000033102","Cdc14b",3,"SE",3,0,2,1,0.2203,0.3397,2,"SE",2,0,1,1,0.2085,0.3265
"ENSMUSG00000033287","Kctd17",3,"SE",3,0,0,3,-0.109,0.109,0,"",0,0,0,0,NA,NA
"ENSMUSG00000034211","Mrps17",4,"RI,SE",3,0,0,4,-0.1182,0.1182,6,"RI,SE",5,0,0,6,-0.1337,0.1337
"ENSMUSG00000036817","Sun1",3,"SE",3,0,3,0,0.1423,0.1423,4,"A3SS,SE",3,0,4,0,0.1298,0.1298
"ENSMUSG00000037697","Ddhd1",3,"SE",3,1,3,0,0.1813,0.1813,3,"MXE,SE",2,0,2,1,0.1013,0.186
"ENSMUSG00000039126","Prune2",3,"SE",3,0,3,0,0.1157,0.1157,1,"MXE",0,0,1,0,0.104,0.104
"ENSMUSG00000048029","Eno4",4,"A3SS,SE",3,0,1,3,-0.1035,0.1725,0,"",0,0,0,0,NA,NA
"ENSMUSG00000056486","Chn1",3,"SE",3,1,0,3,-0.1557,0.1557,2,"SE",2,0,0,2,-0.1575,0.1575
"ENSMUSG00000057230","Aak1",3,"SE",3,0,3,0,0.259,0.259,3,"MXE,SE",2,0,2,1,0.1277,0.2037
"ENSMUSG00000064302","Clasp1",3,"SE",3,0,3,0,0.184,0.184,2,"SE",2,0,2,0,0.1325,0.1325
"ENSMUSG00000070047","Fat1",4,"MXE,SE",3,0,4,0,0.2512,0.2512,1,"SE",1,0,0,1,-0.138,0.138
"ENSMUSG00000086453","Gm11457",3,"SE",3,0,2,1,0.0377,0.3237,2,"SE",2,0,1,1,-0.178,0.362
"ENSMUSG00000000386","Mx1",2,"SE",2,0,1,1,-0.0245,0.1975,1,"SE",1,0,0,1,-0.312,0.312
"ENSMUSG00000000631","Myo18a",2,"SE",2,0,2,0,0.177,0.177,2,"SE",2,0,0,2,-0.282,0.282
"ENSMUSG00000001036","Epn2",2,"SE",2,0,1,1,0.0015,0.1205,1,"SE",1,0,0,1,-0.11,0.11
"ENSMUSG00000001143","Lman2l",2,"SE",2,0,2,0,0.216,0.216,1,"SE",1,0,1,0,0.157,0.157
"ENSMUSG00000005501","Usp40",2,"SE",2,0,1,1,0.0335,0.2305,3,"SE",3,0,3,0,0.2863,0.2863
"ENSMUSG00000010086","Rnf112",2,"SE",2,0,0,2,-0.278,0.278,2,"SE",2,0,0,2,-0.2875,0.2875
"ENSMUSG00000013523","Bcas1",2,"SE",2,0,2,0,0.145,0.145,0,"",0,0,0,0,NA,NA
"ENSMUSG00000020131","Pcsk4",3,"MXE,SE",2,0,2,1,-0.0033,0.2053,2,"MXE,SE",1,0,2,0,0.1515,0.1515
"ENSMUSG00000020300","Cpeb4",3,"MXE,SE",2,2,2,1,0.0547,0.1233,0,"",0,0,0,0,NA,NA
"ENSMUSG00000020792","Exoc7",3,"MXE,SE",2,0,3,0,0.1603,0.1603,3,"MXE,SE",2,0,3,0,0.1983,0.1983
"ENSMUSG00000020863","Luc7l3",2,"SE",2,0,0,2,-0.2695,0.2695,2,"SE",2,0,0,2,-0.249,0.249
"ENSMUSG00000021068","Nin",2,"SE",2,0,2,0,0.294,0.294,0,"",0,0,0,0,NA,NA
"ENSMUSG00000021071","Trim9",2,"SE",2,0,2,0,0.1625,0.1625,3,"A3SS,SE",2,1,3,0,0.2827,0.2827
"ENSMUSG00000021103","Mnat1",2,"SE",2,0,1,1,0.171,0.486,0,"",0,0,0,0,NA,NA
"ENSMUSG00000021288","Klc1",2,"SE",2,0,2,0,0.115,0.115,4,"A5SS,SE",3,0,4,0,0.1802,0.1802
"ENSMUSG00000021709","Erbin",4,"MXE,SE",2,0,0,4,-0.2092,0.2092,4,"MXE,SE",2,0,0,4,-0.238,0.238
"ENSMUSG00000021820","Camk2g",3,"MXE,SE",2,0,2,1,0.0587,0.13,1,"SE",1,0,1,0,0.192,0.192
"ENSMUSG00000022139","Mbnl2",2,"SE",2,0,2,0,0.129,0.129,0,"",0,0,0,0,NA,NA
"ENSMUSG00000022607","Ptk2",2,"SE",2,0,0,2,-0.219,0.219,2,"SE",2,0,0,2,-0.1335,0.1335
"ENSMUSG00000022708","Zbtb20",4,"MXE,SE",2,0,3,1,0.1578,0.2112,1,"MXE",0,0,0,1,-0.209,0.209
"ENSMUSG00000022770","Dlg1",2,"SE",2,1,1,1,0.0175,0.1215,1,"A5SS",0,0,1,0,0.153,0.153
"ENSMUSG00000022838","Eaf2",2,"SE",2,0,0,2,-0.2205,0.2205,0,"",0,0,0,0,NA,NA
"ENSMUSG00000024044","Epb41l3",3,"MXE,SE",2,0,2,1,0.064,0.178,3,"SE",3,0,2,1,0.0167,0.1313
"ENSMUSG00000024293","Esco1",2,"SE",2,0,0,2,-0.1155,0.1155,0,"",0,0,0,0,NA,NA
"ENSMUSG00000024381","Bin1",2,"SE",2,2,2,0,0.149,0.149,1,"SE",1,0,0,1,-0.168,0.168
"ENSMUSG00000024726","Carnmt1",2,"SE",2,0,1,1,0.016,0.203,0,"",0,0,0,0,NA,NA
"ENSMUSG00000024887","Asah2",2,"SE",2,0,0,2,-0.18,0.18,0,"",0,0,0,0,NA,NA
"ENSMUSG00000024983","Vti1a",2,"SE",2,2,2,0,0.214,0.214,1,"SE",1,1,1,0,0.171,0.171
"ENSMUSG00000025019","Lcor",2,"SE",2,0,1,1,-0.038,0.252,1,"SE",1,0,1,0,0.187,0.187
"ENSMUSG00000025138","Sirt7",4,"RI,SE",2,0,0,4,-0.1988,0.1988,3,"RI,SE",2,0,0,3,-0.2653,0.2653
"ENSMUSG00000025217","Btrc",2,"SE",2,0,1,1,-0.0615,0.2135,3,"SE",3,0,1,2,-0.1383,0.2397
"ENSMUSG00000025816","Sec61a2",2,"SE",2,0,1,1,-0.019,0.12,1,"MXE",0,0,0,1,-0.102,0.102
"ENSMUSG00000026113","Inpp4a",3,"A5SS,SE",2,1,2,1,0.1007,0.1733,3,"A5SS,SE",2,0,2,1,0.0747,0.166
"ENSMUSG00000026648","Dclre1c",2,"SE",2,0,0,2,-0.205,0.205,3,"A3SS,SE",2,0,1,2,-0.1027,0.2767
"ENSMUSG00000026672","Optn",2,"SE",2,0,0,2,-0.1165,0.1165,1,"SE",1,0,0,1,-0.104,0.104
"ENSMUSG00000029095","Ablim2",2,"SE",2,0,2,0,0.202,0.202,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029462","Vps29",2,"SE",2,2,2,0,0.1375,0.1375,0,"",0,0,0,0,NA,NA
"ENSMUSG00000029761","Cald1",2,"SE",2,0,0,2,-0.104,0.104,2,"SE",2,0,0,2,-0.154,0.154
"ENSMUSG00000029823","Luc7l2",2,"SE",2,0,1,1,0.032,0.148,4,"MXE,SE",2,0,0,4,-0.238,0.238
"ENSMUSG00000030089","Slc41a3",3,"MXE,SE",2,0,2,1,0.0393,0.222,1,"SE",1,0,1,0,0.139,0.139
"ENSMUSG00000030172","Erc1",2,"SE",2,1,2,0,0.1455,0.1455,0,"",0,0,0,0,NA,NA
"ENSMUSG00000030231","Plekha5",2,"SE",2,0,1,1,0.0045,0.1255,2,"A3SS,SE",1,0,0,2,-0.2525,0.2525
"ENSMUSG00000031012","Cask",2,"SE",2,1,2,0,0.1385,0.1385,2,"MXE,SE",1,0,2,0,0.135,0.135
"ENSMUSG00000031256","Cstf2",4,"RI,SE",2,0,4,0,0.148,0.148,4,"A3SS,RI,SE",2,0,1,3,-0.103,0.1895
"ENSMUSG00000031561","Tenm3",2,"SE",2,2,2,0,0.1975,0.1975,1,"SE",1,1,0,1,-0.107,0.107
"ENSMUSG00000031671","Setd6",2,"SE",2,0,0,2,-0.192,0.192,4,"SE",4,0,0,4,-0.2158,0.2158
"ENSMUSG00000031865","Dctn1",4,"MXE,SE",2,4,3,1,0.129,0.1975,1,"SE",1,1,0,1,-0.117,0.117
"ENSMUSG00000032076","Cadm1",2,"SE",2,0,2,0,0.1245,0.1245,0,"",0,0,0,0,NA,NA
"ENSMUSG00000032413","Rasa2",2,"SE",2,0,0,2,-0.1675,0.1675,0,"",0,0,0,0,NA,NA
"ENSMUSG00000032534","Cep63",2,"SE",2,0,1,1,0.092,0.456,3,"MXE,SE",2,0,1,2,-0.0403,0.2323
"ENSMUSG00000032599","Ip6k2",3,"MXE,SE",2,0,3,0,0.1863,0.1863,1,"SE",1,0,1,0,0.131,0.131
"ENSMUSG00000032826","Ank2",2,"SE",2,1,2,0,0.165,0.165,1,"A3SS",0,0,0,1,-0.118,0.118
"ENSMUSG00000033419","Snap91",3,"MXE,SE",2,1,3,0,0.192,0.192,1,"MXE",0,0,0,1,-0.145,0.145
"ENSMUSG00000033486","Catsper2",2,"SE",2,0,1,1,0.0025,0.1305,2,"SE",2,0,0,2,-0.2095,0.2095
"ENSMUSG00000034518","Hmgxb4",3,"MXE,SE",2,0,2,1,0.063,0.1343,2,"SE",2,0,1,1,0.072,0.182
"ENSMUSG00000034842","Art3",2,"SE",2,0,0,2,-0.124,0.124,0,"",0,0,0,0,NA,NA
"ENSMUSG00000034908","Sidt2",2,"SE",2,1,2,0,0.136,0.136,0,"",0,0,0,0,NA,NA
"ENSMUSG00000035133","Arhgap5",2,"SE",2,0,0,2,-0.136,0.136,0,"",0,0,0,0,NA,NA
"ENSMUSG00000035227","Spcs2",2,"SE",2,0,1,1,-0.0095,0.2815,0,"",0,0,0,0,NA,NA
"ENSMUSG00000035284","Vps13c",2,"SE",2,0,2,0,0.195,0.195,0,"",0,0,0,0,NA,NA
"ENSMUSG00000035640","Cbarp",2,"SE",2,0,0,2,-0.1495,0.1495,3,"SE",3,0,0,3,-0.2297,0.2297
"ENSMUSG00000036644","Tbc1d9b",2,"SE",2,0,2,0,0.1965,0.1965,0,"",0,0,0,0,NA,NA
"ENSMUSG00000037426","Depdc5",2,"SE",2,0,2,0,0.132,0.132,1,"A3SS",0,0,1,0,0.191,0.191
"ENSMUSG00000037533","Rapgef6",2,"SE",2,1,1,1,0.014,0.197,0,"",0,0,0,0,NA,NA
"ENSMUSG00000037994","Slc9b2",2,"SE",2,0,2,0,0.1255,0.1255,4,"SE",4,0,4,0,0.1498,0.1498
"ENSMUSG00000038485","Socs7",2,"SE",2,0,2,0,0.146,0.146,0,"",0,0,0,0,NA,NA
"ENSMUSG00000038495","Otud7b",3,"MXE,SE",2,0,2,1,0.0353,0.168,2,"MXE,SE",1,0,1,1,-0.05,0.151
"ENSMUSG00000038618","Rassf7",2,"SE",2,0,0,2,-0.116,0.116,0,"",0,0,0,0,NA,NA
"ENSMUSG00000038831","Ralgps1",4,"A3SS,SE",2,0,3,1,0.082,0.141,0,"",0,0,0,0,NA,NA
"ENSMUSG00000039844","Rapgef1",5,"A3SS,MXE,SE",2,0,5,0,0.152,0.152,1,"MXE",0,0,1,0,0.127,0.127
"ENSMUSG00000040225","Prrc2c",2,"SE",2,0,0,2,-0.153,0.153,2,"SE",2,0,0,2,-0.179,0.179
"ENSMUSG00000040481","Bptf",3,"MXE,SE",2,0,0,3,-0.12,0.12,4,"SE",4,0,0,4,-0.1175,0.1175
"ENSMUSG00000041264","Uspl1",2,"SE",2,0,0,2,-0.162,0.162,2,"SE",2,0,0,2,-0.1585,0.1585
"ENSMUSG00000041609","Bicdl1",2,"SE",2,1,2,0,0.1625,0.1625,2,"SE",2,0,1,1,-0.0035,0.1055
"ENSMUSG00000041936","Agrn",4,"A5SS,RI,SE",2,1,2,2,-0.0225,0.249,1,"RI",0,0,0,1,-0.154,0.154
"ENSMUSG00000042138","Msantd2",2,"SE",2,0,1,1,-0.0195,0.1975,3,"SE",3,0,1,2,-0.0577,0.1823
"ENSMUSG00000042870","Tom1",3,"MXE,SE",2,0,3,0,0.185,0.185,1,"SE",1,0,1,0,0.214,0.214
"ENSMUSG00000043019","Edem3",2,"SE",2,1,2,0,0.11,0.11,0,"",0,0,0,0,NA,NA
"ENSMUSG00000043323","Fbrsl1",2,"SE",2,0,0,2,-0.136,0.136,2,"MXE,SE",1,1,2,0,0.1775,0.1775
"ENSMUSG00000045031","Cetn4",2,"SE",2,0,0,2,-0.249,0.249,2,"SE",2,0,0,2,-0.2755,0.2755
"ENSMUSG00000045095","Magi1",2,"SE",2,0,2,0,0.1635,0.1635,2,"MXE,SE",1,0,2,0,0.1915,0.1915
"ENSMUSG00000045349","Sh2d5",2,"SE",2,0,2,0,0.2,0.2,2,"SE",2,0,1,1,0.1165,0.4635
"ENSMUSG00000045482","Trrap",2,"SE",2,1,2,0,0.287,0.287,0,"",0,0,0,0,NA,NA
"ENSMUSG00000045679","Pqlc3",3,"A3SS,SE",2,0,0,3,-0.1697,0.1697,1,"SE",1,0,0,1,-0.291,0.291
"ENSMUSG00000047021","Cfap65",3,"MXE,SE",2,0,2,1,0.0273,0.158,2,"MXE,SE",1,0,1,1,0.0085,0.1855
"ENSMUSG00000048078","Tenm4",2,"SE",2,1,2,0,0.1475,0.1475,0,"",0,0,0,0,NA,NA
"ENSMUSG00000048652","Samd13",2,"SE",2,0,1,1,0.137,0.24,0,"",0,0,0,0,NA,NA
"ENSMUSG00000048677","Tpcn2",2,"SE",2,0,1,1,-0.001,0.123,1,"SE",1,0,1,0,0.122,0.122
"ENSMUSG00000051048","P4ha3",2,"SE",2,0,2,0,0.2365,0.2365,0,"",0,0,0,0,NA,NA
"ENSMUSG00000051510","Mafg",2,"SE",2,0,2,0,0.179,0.179,1,"SE",1,0,1,0,0.103,0.103
"ENSMUSG00000053617","Sh3pxd2a",2,"SE",2,0,2,0,0.145,0.145,0,"",0,0,0,0,NA,NA
"ENSMUSG00000055762","Eef1d",2,"SE",2,0,2,0,0.1425,0.1425,0,"",0,0,0,0,NA,NA
"ENSMUSG00000055923","Aasdh",2,"SE",2,0,2,0,0.197,0.197,0,"",0,0,0,0,NA,NA
"ENSMUSG00000056917","Sipa1",2,"SE",2,1,2,0,0.2805,0.2805,0,"",0,0,0,0,NA,NA
"ENSMUSG00000057335","Cep170",4,"A5SS,MXE,SE",2,0,1,3,-0.0583,0.1098,5,"A5SS,MXE,RI,SE",2,0,1,4,-0.0946,0.1418
"ENSMUSG00000060450","Rnf14",2,"SE",2,0,0,2,-0.264,0.264,3,"SE",3,0,0,3,-0.2343,0.2343
"ENSMUSG00000061306","Slc38a10",3,"MXE,SE",2,2,2,1,0.131,0.203,0,"",0,0,0,0,NA,NA
"ENSMUSG00000061613","U2af1",2,"SE",2,0,2,0,0.1495,0.1495,3,"SE",3,0,3,0,0.1687,0.1687
"ENSMUSG00000062604","Srpk2",3,"A3SS,SE",2,0,2,1,0.0813,0.2287,0,"",0,0,0,0,NA,NA
"ENSMUSG00000062785","Kcnc3",2,"SE",2,2,2,0,0.2385,0.2385,2,"SE",2,2,2,0,0.207,0.207
"ENSMUSG00000062991","Nrg1",3,"MXE,SE",2,1,0,3,-0.198,0.198,2,"SE",2,0,0,2,-0.176,0.176
"ENSMUSG00000063142","Kcnma1",2,"SE",2,0,0,2,-0.101,0.101,1,"SE",1,0,0,1,-0.121,0.121
"ENSMUSG00000063659","Zbtb18",2,"SE",2,0,0,2,-0.181,0.181,3,"SE",3,0,1,2,-0.1487,0.2767
"ENSMUSG00000066235","Pomgnt2",2,"SE",2,0,2,0,0.3395,0.3395,3,"MXE,SE",2,0,3,0,0.2153,0.2153
"ENSMUSG00000067367","Lyar",2,"SE",2,0,0,2,-0.171,0.171,0,"",0,0,0,0,NA,NA
"ENSMUSG00000069631","Strada",3,"A5SS,SE",2,1,3,0,0.135,0.135,3,"MXE,SE",2,3,1,2,-0.0473,0.1627
"ENSMUSG00000073016","Uprt",2,"SE",2,0,0,2,-0.1535,0.1535,2,"SE",2,0,0,2,-0.1455,0.1455
"ENSMUSG00000073427","Gm4924",2,"SE",2,0,2,0,0.2745,0.2745,1,"SE",1,0,1,0,0.426,0.426
"ENSMUSG00000073779","Lrp8os2",2,"SE",2,0,2,0,0.55,0.55,0,"",0,0,0,0,NA,NA
"ENSMUSG00000074513","Arfip1",2,"SE",2,0,0,2,-0.199,0.199,0,"",0,0,0,0,NA,NA
"ENSMUSG00000087380","2210408F21Rik",5,"A3SS,MXE,RI,SE",2,0,0,5,-0.2266,0.2266,17,"A3SS,A5SS,MXE,RI,SE",10,0,7,10,-0.0636,0.1971
"ENSMUSG00000092165","Gm5624",2,"SE",2,0,2,0,0.115,0.115,0,"",0,0,0,0,NA,NA
"ENSMUSG00000097068","Gm26760",2,"SE",2,0,0,2,-0.167,0.167,4,"SE",4,0,1,3,-0.1282,0.2403
"ENSMUSG00000097755","2010110K18Rik",3,"RI,SE",2,0,0,3,-0.1777,0.1777,0,"",0,0,0,0,NA,NA
"ENSMUSG00000097910","Hdnr",2,"SE",2,0,1,1,0.0305,0.2055,2,"SE",2,0,2,0,0.2335,0.2335
"ENSMUSG00000113204","Gm46430",2,"SE",2,0,0,2,-0.4065,0.4065,1,"SE",1,0,0,1,-0.324,0.324
"ENSMUSG00000119993","Gm32085",3,"A5SS,SE",2,0,2,1,0.0053,0.3247,0,"",0,0,0,0,NA,NA
"ENSMUSG00000000538","Tom1l2",1,"SE",1,0,0,1,-0.151,0.151,2,"SE",2,0,0,2,-0.2345,0.2345
"ENSMUSG00000000568","Hnrnpd",1,"SE",1,0,1,0,0.202,0.202,1,"SE",1,0,1,0,0.258,0.258
"ENSMUSG00000000827","Tpd52l2",1,"SE",1,1,1,0,0.106,0.106,0,"",0,0,0,0,NA,NA
"ENSMUSG00000001053","N4bp3",1,"SE",1,0,1,0,0.176,0.176,2,"SE",2,0,1,1,0.0205,0.3795
"ENSMUSG00000001120","Pcbp3",1,"SE",1,0,1,0,0.179,0.179,2,"SE",2,0,1,1,0.0215,0.1415
"ENSMUSG00000001248","Gramd1a",1,"SE",1,1,1,0,0.183,0.183,0,"",0,0,0,0,NA,NA
"ENSMUSG00000001419","Mef2d",1,"SE",1,0,0,1,-0.326,0.326,0,"",0,0,0,0,NA,NA
"ENSMUSG00000001576","Ergic1",1,"SE",1,0,0,1,-0.156,0.156,1,"SE",1,0,0,1,-0.2,0.2
"ENSMUSG00000001995","Sipa1l2",1,"SE",1,0,1,0,0.123,0.123,1,"SE",1,0,1,0,0.157,0.157
"ENSMUSG00000002031","Ift46",1,"SE",1,0,1,0,0.103,0.103,3,"SE",3,0,2,1,0.346,0.526
"ENSMUSG00000002265","Peg3",1,"SE",1,0,1,0,0.146,0.146,0,"",0,0,0,0,NA,NA
"ENSMUSG00000002428","Hltf",1,"SE",1,0,0,1,-0.134,0.134,0,"",0,0,0,0,NA,NA
"ENSMUSG00000002524","Puf60",1,"SE",1,0,1,0,0.103,0.103,1,"SE",1,0,1,0,0.168,0.168
"ENSMUSG00000002608","Ccdc97",1,"SE",1,0,0,1,-0.394,0.394,0,"",0,0,0,0,NA,NA
"ENSMUSG00000002845","Tmem39a",1,"SE",1,0,1,0,0.13,0.13,0,"",0,0,0,0,NA,NA
"ENSMUSG00000002885","Adgre5",2,"MXE,SE",1,0,1,1,0.04,0.172,2,"SE",2,0,2,0,0.1925,0.1925
"ENSMUSG00000003119","Cdk12",1,"SE",1,0,1,0,0.185,0.185,0,"",0,0,0,0,NA,NA
"ENSMUSG00000003131","Pafah1b2",1,"SE",1,0,0,1,-0.491,0.491,1,"SE",1,0,0,1,-0.418,0.418
"ENSMUSG00000003341","Atp8b3",1,"SE",1,0,0,1,-0.173,0.173,2,"SE",2,0,0,2,-0.2505,0.2505
"ENSMUSG00000003810","Mast2",1,"SE",1,1,1,0,0.248,0.248,0,"",0,0,0,0,NA,NA
"ENSMUSG00000003813","Rad23a",1,"SE",1,0,0,1,-0.209,0.209,0,"",0,0,0,0,NA,NA
"ENSMUSG00000003847","Nfat5",1,"SE",1,0,1,0,0.165,0.165,1,"SE",1,0,1,0,0.181,0.181
"ENSMUSG00000003863","Ppfia3",1,"SE",1,1,1,0,0.239,0.239,0,"",0,0,0,0,NA,NA
"ENSMUSG00000004285","Atp6v1f",1,"SE",1,0,1,0,0.307,0.307,1,"SE",1,0,1,0,0.2,0.2
"ENSMUSG00000004319","Clcn3",1,"SE",1,0,0,1,-0.103,0.103,2,"SE",2,0,0,2,-0.135,0.135
"ENSMUSG00000004561","Mettl17",3,"A5SS,RI,SE",1,0,0,3,-0.1973,0.1973,2,"A5SS,SE",1,0,0,2,-0.251,0.251
"ENSMUSG00000004562","Arhgef40",2,"A3SS,SE",1,1,0,2,-0.163,0.163,3,"A3SS,SE",1,1,0,3,-0.1637,0.1637
"ENSMUSG00000004631","Sgce",1,"SE",1,0,0,1,-0.315,0.315,2,"SE",2,0,0,2,-0.216,0.216
"ENSMUSG00000004698","Hdac9",2,"A3SS,SE",1,0,1,1,0.0305,0.1435,1,"A3SS",0,0,1,0,0.128,0.128
"ENSMUSG00000004771","Rab11a",1,"SE",1,0,0,1,-0.167,0.167,0,"",0,0,0,0,NA,NA
"ENSMUSG00000004980","Hnrnpa2b1",1,"SE",1,1,0,1,-0.167,0.167,2,"SE",2,1,0,2,-0.14,0.14
"ENSMUSG00000004994","Ccdc130",1,"SE",1,0,0,1,-0.115,0.115,1,"SE",1,0,0,1,-0.116,0.116
"ENSMUSG00000005881","Ergic3",1,"SE",1,1,1,0,0.169,0.169,0,"",0,0,0,0,NA,NA
"ENSMUSG00000005899","Smpd4",2,"RI,SE",1,0,1,1,0.0045,0.1255,2,"A3SS,RI",0,0,0,2,-0.158,0.158
"ENSMUSG00000006281","Tep1",1,"SE",1,0,0,1,-0.126,0.126,1,"SE",1,0,0,1,-0.123,0.123
"ENSMUSG00000006315","Tmem147",1,"SE",1,0,1,0,0.195,0.195,0,"",0,0,0,0,NA,NA
"ENSMUSG00000006362","Cbfa2t3",1,"SE",1,0,0,1,-0.124,0.124,0,"",0,0,0,0,NA,NA
"ENSMUSG00000006476","Nsmf",2,"MXE,SE",1,1,1,1,0.01,0.131,1,"SE",1,0,0,1,-0.114,0.114
"ENSMUSG00000006649","Nphs1",1,"SE",1,0,0,1,-0.291,0.291,3,"MXE,SE",2,0,2,1,0.0853,0.304
"ENSMUSG00000006958","Chrd",1,"SE",1,0,0,1,-0.358,0.358,4,"RI,SE",3,0,0,4,-0.331,0.331
