ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
55	"ENSMUSG00000025066"	"Sfr1"	chr19	+	47721068	47721427	47721068	47721143	47721384	47721427
56	"ENSMUSG00000025036"	"Sfxn2"	chr19	+	46576373	46578640	46576373	46576449	46578579	46578640
57	"ENSMUSG00000025225"	"Nfkb2"	chr19	+	46294721	46294965	46294721	46294803	46294924	46294965
58	"ENSMUSG00000025225"	"Nfkb2"	chr19	+	46297303	46297735	46297303	46297513	46297593	46297735
59	"ENSMUSG00000118087"	"4833438C02Rik"	chr19	-	46292019	46294075	46292019	46293289	46293546	46294075
60	"ENSMUSG00000118087"	"4833438C02Rik"	chr19	-	46293546	46294075	46293546	46293630	46293800	46294075
61	"ENSMUSG00000025220"	"Oga"	chr19	-	45765325	45767123	45765325	45765456	45767025	45767123
62	"ENSMUSG00000097683"	"Gm26644"	chr19	-	44674844	44676082	44674844	44675350	44675792	44676082
63	"ENSMUSG00000025159"	"Mms19"	chr19	-	41934171	41935542	41934171	41934254	41935355	41935542
64	"ENSMUSG00000025159"	"Mms19"	chr19	-	41937893	41938276	41937893	41938020	41938207	41938276
65	"ENSMUSG00000036502"	"Tmem255a"	chrX	-	37313457	37314002	37313457	37313546	37313930	37314002
66	"ENSMUSG00000120254"	"Gm32960"	chr19	+	38337531	38338203	38337531	38337603	38337698	38338203
67	"ENSMUSG00000120254"	"Gm32960"	chr19	+	38337531	38338203	38337531	38337603	38338086	38338203
68	"ENSMUSG00000024798"	"Htr7"	chr19	-	35946708	35947464	35946708	35947115	35947263	35947464
69	"ENSMUSG00000056078"	"Lipm"	chr19	+	34089308	34090394	34089308	34089507	34090284	34090394
70	"ENSMUSG00000117914"	"Gm29863"	chr19	+	33076986	33078269	33076986	33077085	33078132	33078269
71	"ENSMUSG00000024924"	"Vldlr"	chr19	+	27194419	27195096	27194419	27194532	27194942	27195096
72	"ENSMUSG00000024924"	"Vldlr"	chr19	+	27222934	27224490	27222934	27223081	27224409	27224490
73	"ENSMUSG00000100417"	"Gm28578"	chr19	-	45326193	45326560	45326193	45326287	45326369	45326560
74	"ENSMUSG00000054526"	"Or9q1"	chr19	-	13804245	13806217	13804245	13805637	13806084	13806217
75	"ENSMUSG00000054526"	"Or9q1"	chr19	-	13804245	13806217	13804245	13805934	13806084	13806217
76	"ENSMUSG00000024695"	"Zfp91"	chr19	-	12753358	12753826	12753358	12753437	12753775	12753826
77	"ENSMUSG00000046650"	"Or5an6"	chr19	+	12371608	12372697	12371608	12371996	12372614	12372697
78	"ENSMUSG00000046650"	"Or5an6"	chr19	+	12371608	12378948	12371608	12372697	12373773	12378948
79	"ENSMUSG00000044994"	"Or4d10c"	chr19	-	12064109	12066979	12064109	12066314	12066808	12066979
80	"ENSMUSG00000044994"	"Or4d10c"	chr19	-	12064109	12066979	12064109	12066310	12066855	12066979
81	"ENSMUSG00000044994"	"Or4d10c"	chr19	-	12064109	12066979	12064109	12066314	12066855	12066979
82	"ENSMUSG00000024740"	"Ddb1"	chr19	+	10604489	10605228	10604489	10604599	10605125	10605228
83	"ENSMUSG00000036098"	"Myrf"	chr19	-	10193105	10193513	10193105	10193174	10193424	10193513
84	"ENSMUSG00000036372"	"Tmem258"	chr19	+	10183787	10184664	10183787	10183897	10184527	10184664
85	"ENSMUSG00000024660"	"Incenp"	chr19	-	9855040	9855612	9855040	9855160	9855491	9855612
86	"ENSMUSG00000071646"	"Mta2"	chr19	+	8923630	8924114	8923630	8923748	8924011	8924114
87	"ENSMUSG00000071647"	"Eml3"	chr19	+	8916391	8916649	8916391	8916480	8916551	8916649
88	"ENSMUSG00000071653"	"1810009A15Rik"	chr19	+	8866487	8867091	8866487	8866612	8867000	8867091
89	"ENSMUSG00000071655"	"Ubxn1"	chr19	+	8849371	8849651	8849371	8849478	8849581	8849651
90	"ENSMUSG00000071657"	"Bscl2"	chr19	+	8817898	8820454	8817898	8818788	8820372	8820454
91	"ENSMUSG00000071657"	"Bscl2"	chr19	+	8822534	8823688	8822534	8822678	8823553	8823688
92	"ENSMUSG00000071657"	"Bscl2"	chr19	+	8822534	8823688	8822534	8822678	8823612	8823688
93	"ENSMUSG00000071657"	"Bscl2"	chr19	+	8825030	8825346	8825030	8825097	8825277	8825346
94	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8713350	8713661	8713350	8713457	8713539	8713661
95	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8715017	8715618	8715017	8715093	8715516	8715618
96	"ENSMUSG00000024759"	"Atl3"	chr19	+	7507884	7509812	7507884	7507956	7509380	7509812
97	"ENSMUSG00000053080"	"Zfta"	chr19	+	7398619	7399009	7398619	7398834	7398957	7399009
98	"ENSMUSG00000024764"	"Naa40"	chr19	-	7207086	7207648	7207086	7207170	7207552	7207648
99	"ENSMUSG00000024764"	"Naa40"	chr19	-	7211468	7212523	7211468	7211521	7212427	7212523
100	"ENSMUSG00000024960"	"Plcb3"	chr19	-	6931748	6932130	6931748	6931835	6932072	6932130
101	"ENSMUSG00000024960"	"Plcb3"	chr19	-	6932574	6933274	6932574	6932725	6933081	6933274
102	"ENSMUSG00000038812"	"Trmt112"	chr19	+	6887951	6888396	6887951	6888041	6888119	6888396
103	"ENSMUSG00000024953"	"Prdx5"	chr19	-	6884609	6885484	6884609	6884648	6885349	6885484
104	"ENSMUSG00000024787"	"Snx15"	chr19	-	6173859	6174218	6173859	6173980	6174182	6174218
105	"ENSMUSG00000024807"	"Syvn1"	chr19	+	6098304	6098637	6098304	6098397	6098484	6098637
106	"ENSMUSG00000024807"	"Syvn1"	chr19	+	6098484	6098773	6098484	6098637	6098724	6098773
107	"ENSMUSG00000024807"	"Syvn1"	chr19	+	6099179	6099927	6099179	6099283	6099800	6099927
108	"ENSMUSG00000024807"	"Syvn1"	chr19	+	6099179	6100121	6099179	6099927	6100021	6100121
109	"ENSMUSG00000024807"	"Syvn1"	chr19	+	6100551	6101099	6100551	6100715	6100970	6101099
110	"ENSMUSG00000024807"	"Syvn1"	chr19	+	6100551	6101340	6100551	6101099	6101184	6101340
111	"ENSMUSG00000024668"	"Sdhaf2"	chr19	-	10494343	10494750	10494343	10494453	10494532	10494750
112	"ENSMUSG00000024668"	"Sdhaf2"	chr19	-	10494343	10494750	10494343	10494453	10494683	10494750
113	"ENSMUSG00000024818"	"Slc25a45"	chr19	+	5934372	5935794	5934372	5934631	5934750	5935794
114	"ENSMUSG00000024941"	"Scyl1"	chr19	-	5808827	5809174	5808827	5808888	5808967	5809174
115	"ENSMUSG00000024941"	"Scyl1"	chr19	-	5820230	5820580	5820230	5820380	5820520	5820580
116	"ENSMUSG00000024944"	"Arl2"	chr19	-	6186008	6187670	6186008	6186089	6187507	6187670
117	"ENSMUSG00000024926"	"Kat5"	chr19	-	5653041	5653743	5653041	5653580	5653661	5653743
118	"ENSMUSG00000024906"	"Mus81"	chr19	-	5533482	5533693	5533482	5533586	5533662	5533693
119	"ENSMUSG00000024906"	"Mus81"	chr19	-	5535515	5536142	5535515	5535653	5536056	5536142
120	"ENSMUSG00000024910"	"Ctsw"	chr19	-	5516047	5516339	5516047	5516173	5516258	5516339
121	"ENSMUSG00000024910"	"Ctsw"	chr19	-	5516258	5516513	5516258	5516339	5516416	5516513
122	"ENSMUSG00000024910"	"Ctsw"	chr19	-	5516608	5517164	5516608	5516763	5517050	5517164
123	"ENSMUSG00000024914"	"Drap1"	chr19	-	5473358	5473681	5473358	5473447	5473587	5473681
124	"ENSMUSG00000024914"	"Drap1"	chr19	-	5474209	5474461	5474209	5474303	5474388	5474461
125	"ENSMUSG00000024855"	"Pacs1"	chr19	-	5192271	5192698	5192271	5192382	5192543	5192698
126	"ENSMUSG00000024883"	"Rin1"	chr19	+	5101228	5101496	5101228	5101282	5101381	5101496
127	"ENSMUSG00000080268"	"Brms1"	chr19	+	5096677	5096939	5096677	5096757	5096842	5096939
128	"ENSMUSG00000045903"	"Npas4"	chr19	-	5037342	5038376	5037342	5037478	5038102	5038376
129	"ENSMUSG00000083282"	"Ctsf"	chr19	+	4906097	4906336	4906097	4906182	4906274	4906336
130	"ENSMUSG00000083282"	"Ctsf"	chr19	+	4908619	4909550	4908619	4908700	4909430	4909550
131	"ENSMUSG00000024858"	"Grk2"	chr19	-	4337585	4338013	4337585	4337722	4337850	4338013
132	"ENSMUSG00000024858"	"Grk2"	chr19	-	4341266	4341669	4341266	4341358	4341617	4341669
133	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4314341	4315177	4314341	4314488	4315130	4315177
134	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4316402	4316665	4316402	4316474	4316549	4316665
135	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4317774	4318610	4317774	4318006	4318572	4318610
136	"ENSMUSG00000031310"	"Zmym3"	chrX	-	100459366	100460067	100459366	100459544	100459772	100460067
137	"ENSMUSG00000040663"	"Clcf1"	chr19	+	4270231	4273544	4270231	4270398	4272127	4273544
138	"ENSMUSG00000024824"	"Rad9a"	chr19	-	4247337	4247585	4247337	4247402	4247475	4247585
139	"ENSMUSG00000024824"	"Rad9a"	chr19	-	4247337	4247779	4247337	4247585	4247669	4247779
140	"ENSMUSG00000075289"	"Carns1"	chr19	-	4220994	4221898	4220994	4221169	4221410	4221898
141	"ENSMUSG00000024842"	"Cabp4"	chr19	-	4187105	4188691	4187105	4187215	4188547	4188691
142	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4177548	4177835	4177548	4177638	4177758	4177835
143	"ENSMUSG00000060803"	"Gstp1"	chr19	-	4087103	4087396	4087103	4087191	4087289	4087396
144	"ENSMUSG00000024871"	"Doc2g"	chr19	+	4054322	4054648	4054322	4054432	4054512	4054648
145	"ENSMUSG00000056162"	"Cndp1"	chr18	-	84654171	84656089	84654171	84654334	84655939	84656089
146	"ENSMUSG00000034006"	"Slc66a2"	chr18	+	80299521	80300333	80299521	80299618	80299996	80300333
147	"ENSMUSG00000024560"	"Cxxc1"	chr18	+	74352201	74352638	74352201	74352309	74352453	74352638
148	"ENSMUSG00000044906"	"4930503L19Rik"	chr18	-	70600405	70601588	70600405	70600556	70600829	70601588
149	"ENSMUSG00000044906"	"4930503L19Rik"	chr18	-	70600405	70601588	70600405	70600556	70601124	70601588
150	"ENSMUSG00000044906"	"4930503L19Rik"	chr18	-	70600405	70601588	70600405	70600556	70601291	70601588
151	"ENSMUSG00000046415"	"B430212C06Rik"	chr18	-	67456865	67457789	67456865	67456949	67457560	67457789
152	"ENSMUSG00000062526"	"Mppe1"	chr18	-	67361083	67362075	67361083	67361192	67362000	67362075
153	"ENSMUSG00000024587"	"Nars"	chr18	-	64634373	64634946	64634373	64634505	64634814	64634946
154	"ENSMUSG00000041482"	"Piezo2"	chr18	-	63154214	63155616	63154214	63154403	63155468	63155616
155	"ENSMUSG00000024610"	"Cd74"	chr18	+	60945223	60945718	60945223	60945437	60945494	60945718
156	"ENSMUSG00000050875"	"Minar2"	chr18	+	59198906	59200061	59198906	59198957	59199888	59200061
157	"ENSMUSG00000050875"	"Minar2"	chr18	+	59198906	59200061	59198906	59198957	59199981	59200061
158	"ENSMUSG00000050875"	"Minar2"	chr18	+	59198906	59200061	59198906	59198957	59200000	59200061
159	"ENSMUSG00000024866"	"Acy3"	chr19	+	4038137	4038505	4038137	4038231	4038397	4038505
160	"ENSMUSG00000038791"	"Scgb3a2"	chr18	+	43899768	43900464	43899768	43899965	43900295	43900464
161	"ENSMUSG00000038791"	"Scgb3a2"	chr18	+	43899768	43900464	43899768	43900031	43900295	43900464
162	"ENSMUSG00000024451"	"Arap3"	chr18	-	38107417	38107734	38107417	38107555	38107670	38107734
163	"ENSMUSG00000024454"	"Hdac3"	chr18	-	38074005	38074819	38074005	38074163	38074431	38074819
164	"ENSMUSG00000024454"	"Hdac3"	chr18	-	38074005	38074819	38074005	38074163	38074760	38074819
165	"ENSMUSG00000024454"	"Hdac3"	chr18	-	38074431	38074819	38074431	38074511	38074760	38074819
166	"ENSMUSG00000024454"	"Hdac3"	chr18	-	38074431	38074819	38074431	38074606	38074760	38074819
167	"ENSMUSG00000024454"	"Hdac3"	chr18	-	38076730	38077262	38076730	38076804	38077181	38077262
168	"ENSMUSG00000044595"	"Dnd1"	chr18	-	36898148	36899063	36898148	36898610	36898945	36899063
169	"ENSMUSG00000024485"	"Slc4a9"	chr18	+	36663766	36664579	36663766	36663921	36664152	36664579
170	"ENSMUSG00000024485"	"Slc4a9"	chr18	+	36664152	36664579	36664152	36664269	36664404	36664579
171	"ENSMUSG00000024485"	"Slc4a9"	chr18	+	36664152	36664579	36664152	36664269	36664486	36664579
172	"ENSMUSG00000024485"	"Slc4a9"	chr18	+	36664486	36665285	36664486	36664579	36665022	36665285
173	"ENSMUSG00000038773"	"Kdm3b"	chr18	+	34927502	34928833	34927502	34927616	34928727	34928833
174	"ENSMUSG00000097755"	"2010110K18Rik"	chr18	+	34887728	34889445	34887728	34887833	34889342	34889445
175	"ENSMUSG00000044201"	"Cdc25c"	chr18	-	34883790	34884264	34883790	34884016	34884166	34884264
176	"ENSMUSG00000024370"	"Cdc23"	chr18	-	34769755	34770231	34769755	34769831	34770111	34770231
177	"ENSMUSG00000003778"	"Brd8"	chr18	-	34741470	34743002	34741470	34741680	34742857	34743002
178	"ENSMUSG00000036501"	"Fam13b"	chr18	-	34576953	34578493	34576953	34577055	34578329	34578493
179	"ENSMUSG00000014504"	"Srp19"	chr18	+	34464802	34467417	34464802	34464878	34467345	34467417
180	"ENSMUSG00000024382"	"Ercc3"	chr18	+	32378541	32378972	32378541	32378677	32378804	32378972
181	"ENSMUSG00000040446"	"Rprd1a"	chr18	-	24640161	24641148	24640161	24640288	24641050	24641148
182	"ENSMUSG00000024404"	"Riok3"	chr18	+	12268908	12269895	12268908	12269024	12269749	12269895
183	"ENSMUSG00000024404"	"Riok3"	chr18	+	12268908	12270092	12268908	12269895	12269984	12270092
184	"ENSMUSG00000024234"	"Mtpap"	chr18	+	4386952	4387179	4386952	4387007	4387127	4387179
185	"ENSMUSG00000053375"	"Atp6v1e2"	chr17	-	87253067	87253355	87253067	87253125	87253214	87253355
186	"ENSMUSG00000093460"	"Six3os1"	chr17	-	85922075	85923171	85922075	85922120	85923021	85923171
187	"ENSMUSG00000093460"	"Six3os1"	chr17	-	85922075	85923171	85922075	85922155	85923021	85923171
188	"ENSMUSG00000093460"	"Six3os1"	chr17	-	85923021	85925062	85923021	85923171	85924709	85925062
189	"ENSMUSG00000037916"	"Ndufv1"	chr19	-	4061101	4061424	4061101	4061272	4061345	4061424
190	"ENSMUSG00000117485"	"Gm19696"	chr17	-	84441440	84442980	84441440	84442012	84442779	84442980
191	"ENSMUSG00000117485"	"Gm19696"	chr17	-	84442264	84442980	84442264	84442430	84442779	84442980
192	"ENSMUSG00000117485"	"Gm19696"	chr17	-	84443762	84444379	84443762	84444019	84444306	84444379
193	"ENSMUSG00000117485"	"Gm19696"	chr17	-	84443762	84444379	84443762	84444052	84444306	84444379
194	"ENSMUSG00000117485"	"Gm19696"	chr17	-	84443762	84444379	84443762	84444074	84444306	84444379
195	"ENSMUSG00000117485"	"Gm19696"	chr17	-	84443762	84444379	84443762	84444103	84444306	84444379
196	"ENSMUSG00000117485"	"Gm19696"	chr17	-	84443762	84444668	84443762	84444103	84444477	84444668
197	"ENSMUSG00000059811"	"Atl2"	chr17	-	80158315	80160385	80158315	80158330	80159953	80160385
198	"ENSMUSG00000024073"	"Birc6"	chr17	+	74868145	74869096	74868145	74868257	74869013	74869096
199	"ENSMUSG00000024073"	"Birc6"	chr17	+	74925430	74926833	74925430	74925558	74926701	74926833
200	"ENSMUSG00000085492"	"Trmt61b"	chr17	-	71904930	71905764	71904930	71905029	71905144	71905764
201	"ENSMUSG00000024054"	"Smchd1"	chr17	-	71665131	71665452	71665131	71665202	71665342	71665452
202	"ENSMUSG00000024052"	"Lpin2"	chr17	+	71550282	71551919	71550282	71550431	71551766	71551919
203	"ENSMUSG00000024048"	"Myl12a"	chr17	-	71303104	71303890	71303104	71303266	71303691	71303890
204	"ENSMUSG00000054874"	"Pcnx3"	chr19	-	5736654	5737246	5736654	5736694	5737146	5737246
205	"ENSMUSG00000005823"	"Gpr108"	chr17	-	57544205	57544497	57544205	57544323	57544423	57544497
206	"ENSMUSG00000079414"	"Gm11110"	chr17	-	57410349	57410484	57410349	57410460	57410461	57410484
207	"ENSMUSG00000007670"	"Khsrp"	chr17	-	57330504	57330936	57330504	57330593	57330826	57330936
208	"ENSMUSG00000007603"	"Dus3l"	chr17	+	57075033	57075902	57075033	57075150	57075347	57075902
209	"ENSMUSG00000007603"	"Dus3l"	chr17	+	57075033	57075902	57075033	57075150	57075805	57075902
210	"ENSMUSG00000007603"	"Dus3l"	chr17	+	57075347	57075902	57075347	57075413	57075805	57075902
211	"ENSMUSG00000042625"	"Safb2"	chr17	-	56869938	56870431	56869938	56870243	56870361	56870431
212	"ENSMUSG00000013236"	"Ptprs"	chr17	-	56735851	56736157	56735851	56735966	56736098	56736157
213	"ENSMUSG00000001229"	"Dpp9"	chr17	-	56512452	56512870	56512452	56512621	56512696	56512870
214	"ENSMUSG00000002831"	"Plin4"	chr17	-	56410416	56414374	56410416	56412501	56413095	56414374
215	"ENSMUSG00000002831"	"Plin4"	chr17	-	56410416	56414374	56410416	56412522	56413116	56414374
216	"ENSMUSG00000019578"	"Ubxn6"	chr17	-	56376690	56377985	56376690	56376775	56377887	56377985
217	"ENSMUSG00000002835"	"Chaf1a"	chr17	+	56370327	56372425	56370327	56370420	56371973	56372425
218	"ENSMUSG00000003199"	"Mpnd"	chr17	+	56319270	56319492	56319270	56319343	56319415	56319492
219	"ENSMUSG00000038781"	"Stap2"	chr17	-	56306742	56307015	56306742	56306808	56306912	56307015
220	"ENSMUSG00000038781"	"Stap2"	chr17	-	56306742	56307156	56306742	56306808	56307086	56307156
221	"ENSMUSG00000038781"	"Stap2"	chr17	-	56306742	56307156	56306742	56307015	56307086	56307156
222	"ENSMUSG00000038781"	"Stap2"	chr17	-	56307479	56308001	56307479	56307614	56307900	56308001
223	"ENSMUSG00000091504"	"Vmn2r118"	chr17	-	55917205	55918012	55917205	55917496	55917849	55918012
224	"ENSMUSG00000023993"	"Treml1"	chr17	+	48666946	48667495	48666946	48667010	48667162	48667495
225	"ENSMUSG00000023977"	"Ubr2"	chr17	-	47291245	47292368	47291245	47291344	47292279	47292368
226	"ENSMUSG00000002769"	"Gnmt"	chr17	-	47036986	47037337	47036986	47037108	47037194	47037337
227	"ENSMUSG00000040327"	"Cul9"	chr17	-	46811530	46811856	46811530	46811801	46811831	46811856
228	"ENSMUSG00000040327"	"Cul9"	chr17	-	46832261	46832910	46832261	46832441	46832776	46832910
229	"ENSMUSG00000071074"	"Yipf3"	chr17	+	46562039	46562413	46562039	46562153	46562289	46562413
230	"ENSMUSG00000023952"	"Gtpbp2"	chr17	+	46475119	46475759	46475119	46475304	46475650	46475759
231	"ENSMUSG00000023952"	"Gtpbp2"	chr17	+	46476703	46477372	46476703	46476923	46477236	46477372
232	"ENSMUSG00000023942"	"Slc29a1"	chr17	-	45900339	45900746	45900339	45900474	45900606	45900746
233	"ENSMUSG00000023944"	"Hsp90ab1"	chr17	-	45879783	45880313	45879783	45880052	45880165	45880313
234	"ENSMUSG00000023944"	"Hsp90ab1"	chr17	-	45882338	45882545	45882338	45882407	45882444	45882545
235	"ENSMUSG00000023944"	"Hsp90ab1"	chr17	-	45882338	45882837	45882338	45882545	45882690	45882837
236	"ENSMUSG00000023947"	"Nfkbie"	chr17	+	45869420	45870356	45869420	45869523	45870133	45870356
237	"ENSMUSG00000023960"	"Enpp5"	chr17	+	44391537	44392401	44391537	44391665	44391828	44392401
238	"ENSMUSG00000023960"	"Enpp5"	chr17	+	44393634	44397458	44393634	44393811	44396095	44397458
239	"ENSMUSG00000040140"	"Tdrd6"	chr17	-	43934997	43941157	43934997	43938867	43939446	43941157
240	"ENSMUSG00000056492"	"Adgrf5"	chr17	+	43750566	43751051	43750566	43750686	43750841	43751051
241	"ENSMUSG00000083947"	"Or10al6"	chr17	+	38082542	38084640	38082542	38082818	38083305	38084640
242	"ENSMUSG00000067212"	"H2-T23"	chr17	-	36341713	36342805	36341713	36341989	36342529	36342805
243	"ENSMUSG00000038762"	"Abcf1"	chr17	-	36274017	36274284	36274017	36274128	36274212	36274284
244	"ENSMUSG00000001524"	"Gtf2h4"	chr17	-	35981548	35981854	35981548	35981637	35981757	35981854
245	"ENSMUSG00000060550"	"H2-Q7"	chr17	+	35661653	35661770	35661653	35661703	35661707	35661770
246	"ENSMUSG00000024403"	"Atp6v1g2"	chr17	+	35456092	35457743	35456092	35456193	35456600	35457743
247	"ENSMUSG00000007029"	"Vars"	chr17	+	35223747	35224037	35223747	35223869	35223952	35224037
248	"ENSMUSG00000007029"	"Vars"	chr17	+	35230575	35230874	35230575	35230670	35230783	35230874
249	"ENSMUSG00000007029"	"Vars"	chr17	+	35232097	35232366	35232097	35232168	35232240	35232366
250	"ENSMUSG00000007029"	"Vars"	chr17	+	35232618	35232872	35232618	35232723	35232803	35232872
251	"ENSMUSG00000040482"	"Dxo"	chr17	+	35057523	35057659	35057523	35057550	35057603	35057659
252	"ENSMUSG00000040482"	"Dxo"	chr17	+	35057523	35057883	35057523	35057659	35057788	35057883
253	"ENSMUSG00000040482"	"Dxo"	chr17	+	35057788	35058113	35057788	35057883	35057962	35058113
254	"ENSMUSG00000015451"	"C4a"	chr17	-	35034002	35034211	35034002	35034132	35034134	35034211
255	"ENSMUSG00000015467"	"Egfl8"	chr17	-	34832750	34832904	34832750	34832781	34832871	34832904
