ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1269	"ENSMUSG00000030281"	"Il17rc"	chr6	+	113455824	113456262	113455824	113455879	113456211	113456262
1279	"ENSMUSG00000035851"	"Ythdc1"	chr5	+	86975813	86979559	86975813	86975980	86979522	86979559
1280	"ENSMUSG00000035851"	"Ythdc1"	chr5	+	86975813	86979559	86975813	86977338	86979522	86979559
1321	"ENSMUSG00000092569"	"Gm20544"	chr18	-	75497177	75498306	75497177	75497447	75498145	75498306
1356	"ENSMUSG00000068328"	"Aup1"	chr6	+	83032109	83032671	83032109	83032260	83032371	83032671
1363	"ENSMUSG00000028991"	"Mtor"	chr4	+	148536713	148538447	148536713	148536889	148538214	148538447
1367	"ENSMUSG00000042558"	"Adprs"	chr4	-	126211095	126211984	126211095	126211196	126211776	126211984
1396	"ENSMUSG00000029703"	"Lrwd1"	chr5	-	136161159	136162904	136161159	136161282	136162787	136162904
1431	"ENSMUSG00000021868"	"Ppif"	chr14	+	25696427	25698765	25696427	25696516	25698689	25698765
1457	"ENSMUSG00000028716"	"Pdzk1ip1"	chr4	+	114945904	114946409	114945904	114945973	114946235	114946409
1490	"ENSMUSG00000028245"	"Nsmaf"	chr4	-	6418471	6421136	6418471	6418523	6420049	6421136
1500	"ENSMUSG00000039382"	"Wdr45"	chrX	+	7589553	7589992	7589553	7589596	7589803	7589992
1548	"ENSMUSG00000036281"	"Snapc4"	chr2	-	26263330	26264197	26263330	26263457	26264032	26264197
1574	"ENSMUSG00000024940"	"Ltbp3"	chr19	+	5798602	5798996	5798602	5798619	5798897	5798996
1587	"ENSMUSG00000035086"	"Becn1"	chr11	-	101184826	101185990	101184826	101185054	101185791	101185990
1589	"ENSMUSG00000035086"	"Becn1"	chr11	-	101184826	101185990	101184826	101185054	101185795	101185990
1590	"ENSMUSG00000035086"	"Becn1"	chr11	-	101184826	101185990	101184826	101184973	101185860	101185990
1599	"ENSMUSG00000028700"	"Pomgnt1"	chr4	+	116011738	116012343	116011738	116011809	116012259	116012343
1603	"ENSMUSG00000038518"	"Jarid2"	chr13	+	45064012	45066762	45064012	45064083	45066656	45066762
1612	"ENSMUSG00000024104"	"Washc2"	chr6	+	116231050	116232129	116231050	116231179	116232009	116232129
1651	"ENSMUSG00000009108"	"Gnat2"	chr3	+	108002754	108003823	108002754	108002978	108003665	108003823
1661	"ENSMUSG00000028621"	"Cyb5rl"	chr4	+	106925808	106927744	106925808	106926020	106927312	106927744
1682	"ENSMUSG00000017756"	"Slc12a7"	chr13	+	73936683	73938899	73936683	73936830	73938768	73938899
1685	"ENSMUSG00000074923"	"Pak6"	chr2	+	118524347	118525121	118524347	118524481	118524995	118525121
1700	"ENSMUSG00000005625"	"Psmd4"	chr3	-	94942252	94943235	94942252	94942321	94943120	94943235
1734	"ENSMUSG00000039205"	"Ciz1"	chr2	+	32253209	32253668	32253209	32253310	32253634	32253668
1753	"ENSMUSG00000062132"	"Arhgap33os"	chr7	+	30220725	30221618	30220725	30220887	30221414	30221618
1795	"ENSMUSG00000039041"	"Adrm1"	chr2	+	179815702	179816739	179815702	179815826	179816657	179816739
1801	"ENSMUSG00000029054"	"Gabrd"	chr4	-	155470391	155471748	155470391	155470603	155471610	155471748
1810	"ENSMUSG00000038777"	"Sema6c"	chr3	+	95074316	95076017	95074316	95074431	95075897	95076017
1830	"ENSMUSG00000073433"	"Arhgdig"	chr17	-	26418725	26419344	26418725	26418802	26419164	26419344
1834	"ENSMUSG00000006215"	"Zbtb17"	chr4	+	141192834	141193418	141192834	141192951	141193287	141193418
1838	"ENSMUSG00000027569"	"Mrgbp"	chr2	+	180225193	180226664	180225193	180225315	180226486	180226664
1840	"ENSMUSG00000027569"	"Mrgbp"	chr2	+	180225193	180226664	180225193	180225315	180226589	180226664
1862	"ENSMUSG00000022721"	"Trmt2a"	chr16	+	18068683	18069524	18068683	18068865	18069222	18069524
1872	"ENSMUSG00000068039"	"Tcp1"	chr17	+	13136929	13138812	13136929	13137058	13138701	13138812
1878	"ENSMUSG00000062729"	"Ppox"	chr1	-	171107003	171107575	171107003	171107167	171107442	171107575
1879	"ENSMUSG00000062729"	"Ppox"	chr1	-	171107003	171108096	171107003	171107148	171107961	171108096
1880	"ENSMUSG00000062729"	"Ppox"	chr1	-	171107003	171108096	171107003	171107167	171107961	171108096
1881	"ENSMUSG00000062729"	"Ppox"	chr1	-	171107003	171108096	171107003	171107575	171107961	171108096
1933	"ENSMUSG00000026848"	"Tor1b"	chr2	+	30843763	30845965	30843763	30844020	30845789	30845965
1952	"ENSMUSG00000041774"	"Ydjc"	chr16	+	16965461	16966710	16965461	16965561	16966019	16966710
1977	"ENSMUSG00000026234"	"Ncl"	chr1	-	86279919	86281002	86279919	86280041	86280847	86281002
1991	"ENSMUSG00000097195"	"Snhg5"	chr9	-	88403702	88404944	88403702	88403769	88404903	88404944
2017	"ENSMUSG00000015790"	"Surf1"	chr2	-	26805607	26806018	26805607	26805796	26805966	26806018
2064	"ENSMUSG00000000915"	"Hip1r"	chr5	+	124138774	124139374	124138774	124138837	124139268	124139374
2082	"ENSMUSG00000029860"	"Zyx"	chr6	+	42333095	42334367	42333095	42333265	42334246	42334367
2129	"ENSMUSG00000024287"	"Thoc1"	chr18	+	9986288	9986761	9986288	9986355	9986690	9986761
2146	"ENSMUSG00000120204"	"Gm56850"	chr8	-	89772259	89774421	89772259	89772404	89774360	89774421
2156	"ENSMUSG00000020282"	"Rhbdf1"	chr11	-	32163259	32164304	32163259	32163517	32164181	32164304
2168	"ENSMUSG00000033379"	"Atp6v0b"	chr4	-	117742825	117743342	117742825	117742877	117743264	117743342
2198	"ENSMUSG00000053332"	"Gas5"	chr1	+	160862735	160863584	160862735	160862846	160863552	160863584
2230	"ENSMUSG00000027893"	"Ahcyl1"	chr3	-	107580751	107582470	107580751	107580854	107582326	107582470
2236	"ENSMUSG00000046295"	"Ankle1"	chr8	+	71859322	71860393	71859322	71859428	71859856	71860393
2245	"ENSMUSG00000031878"	"Nae1"	chr8	-	105254009	105256748	105254009	105254081	105256687	105256748
2281	"ENSMUSG00000053483"	"Usp21"	chr1	-	171112150	171112948	171112150	171112309	171112827	171112948
2309	"ENSMUSG00000047446"	"Arl4a"	chr12	-	40056698	40059819	40056698	40056792	40059700	40059819
2330	"ENSMUSG00000027298"	"Tyro3"	chr2	+	119642540	119643780	119642540	119642662	119643643	119643780
2360	"ENSMUSG00000085385"	"Snhg17"	chr2	-	158199117	158202519	158199117	158199183	158202383	158202519
2363	"ENSMUSG00000085385"	"Snhg17"	chr2	-	158201101	158202519	158201101	158201251	158202393	158202519
2367	"ENSMUSG00000085385"	"Snhg17"	chr2	-	158199117	158202519	158199117	158199183	158202456	158202519
2383	"ENSMUSG00000027944"	"Hax1"	chr3	-	89904693	89905310	89904693	89904872	89905108	89905310
2384	"ENSMUSG00000027944"	"Hax1"	chr3	-	89904693	89905310	89904693	89904881	89905108	89905310
2385	"ENSMUSG00000026754"	"Golga1"	chr2	-	38937034	38937778	38937034	38937146	38937597	38937778
2397	"ENSMUSG00000036023"	"Parp2"	chr14	+	51052326	51053756	51052326	51052412	51053653	51053756
2398	"ENSMUSG00000036023"	"Parp2"	chr14	+	51052326	51053756	51052326	51052423	51053653	51053756
2443	"ENSMUSG00000006299"	"Aamp"	chr1	-	74320894	74321709	74320894	74320978	74321569	74321709
2446	"ENSMUSG00000003352"	"Cacnb3"	chr15	+	98539280	98539971	98539280	98539339	98539819	98539971
2471	"ENSMUSG00000006301"	"Tmbim1"	chr1	-	74330853	74332047	74330853	74330893	74331993	74332047
2478	"ENSMUSG00000019822"	"Smpd2"	chr10	-	41363667	41365347	41363667	41363821	41364172	41365347
2483	"ENSMUSG00000030815"	"Phkg2"	chr7	+	127176706	127177201	127176706	127176860	127177146	127177201
2487	"ENSMUSG00000049123"	"Catsperg2"	chr7	-	29399729	29400141	29399729	29399819	29400014	29400141
2587	"ENSMUSG00000026349"	"Ccnt2"	chr1	+	127719341	127723537	127719341	127719470	127722991	127723537
2593	"ENSMUSG00000028540"	"Dph2"	chr4	-	117746951	117748315	117746951	117747128	117748091	117748315
2633	"ENSMUSG00000037552"	"Plekhg2"	chr7	-	28069662	28070467	28069662	28069919	28070302	28070467
2650	"ENSMUSG00000037376"	"Trmt6"	chr2	-	132646126	132648919	132646126	132647532	132648816	132648919
2671	"ENSMUSG00000038900"	"Rpl12"	chr2	+	32852996	32853865	32852996	32853078	32853752	32853865
2686	"ENSMUSG00000035215"	"Lsm7"	chr10	-	80690451	80691027	80690451	80690545	80690847	80691027
2691	"ENSMUSG00000068329"	"Htra2"	chr6	-	83029678	83030051	83029678	83029707	83029981	83030051
2692	"ENSMUSG00000068329"	"Htra2"	chr6	-	83029678	83030051	83029678	83029784	83029981	83030051
2735	"ENSMUSG00000096351"	"Samd11"	chr4	-	156332793	156333730	156332793	156332915	156333651	156333730
2753	"ENSMUSG00000027575"	"Arfgap1"	chr2	+	180614487	180615949	180614487	180614588	180615852	180615949
2811	"ENSMUSG00000021392"	"Nol8"	chr13	+	49828861	49830310	49828861	49828988	49830230	49830310
2823	"ENSMUSG00000026878"	"Rab14"	chr2	-	35070216	35073843	35070216	35072459	35073755	35073843
2830	"ENSMUSG00000018507"	"Trpv2"	chr11	+	62480476	62481831	62480476	62480650	62481732	62481831
2832	"ENSMUSG00000031171"	"Ftsj1"	chrX	-	8112574	8113019	8112574	8112658	8112965	8113019
2878	"ENSMUSG00000028041"	"Adam15"	chr3	-	89251424	89252161	89251424	89251517	89252012	89252161
2888	"ENSMUSG00000074796"	"Slc4a11"	chr2	-	130532752	130534250	130532752	130532876	130534085	130534250
2889	"ENSMUSG00000040260"	"Daam2"	chr17	-	49780313	49783583	49780313	49780420	49783475	49783583
2904	"ENSMUSG00000039048"	"Foxred1"	chr9	-	35120333	35121461	35120333	35120452	35121240	35121461
2924	"ENSMUSG00000027291"	"Vps39"	chr2	-	120153513	120154770	120153513	120153642	120154671	120154770
2931	"ENSMUSG00000027238"	"Frmd5"	chr2	-	121376009	121378504	121376009	121378129	121378452	121378504
2957	"ENSMUSG00000020898"	"Ctc1"	chr11	+	68911855	68913440	68911855	68911941	68913218	68913440
2976	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89070565	89071446	89070565	89070630	89071350	89071446
3019	"ENSMUSG00000061689"	"Dlgap4"	chr2	+	156589942	156590340	156589942	156590022	156590251	156590340
3028	"ENSMUSG00000070315"	"4930581F22Rik"	chr9	+	35028664	35029642	35028664	35028728	35029494	35029642
3029	"ENSMUSG00000023367"	"Tmem176a"	chr6	+	48819137	48820775	48819137	48819335	48820718	48820775
3044	"ENSMUSG00000022996"	"Wnt10b"	chr15	-	98672004	98672378	98672004	98672065	98672292	98672378
3051	"ENSMUSG00000001034"	"Mapk7"	chr11	-	61383729	61385092	61383729	61384011	61384331	61385092
3056	"ENSMUSG00000001034"	"Mapk7"	chr11	-	61383729	61385092	61383729	61384011	61384472	61385092
3065	"ENSMUSG00000029071"	"Dvl1"	chr4	+	155939022	155939637	155939022	155939116	155939560	155939637
3087	"ENSMUSG00000056941"	"Commd7"	chr2	-	153460753	153463739	153460753	153461432	153463689	153463739
3088	"ENSMUSG00000049676"	"Catsperg1"	chr7	-	28884103	28884515	28884103	28884193	28884388	28884515
3093	"ENSMUSG00000049676"	"Catsperg1"	chr7	-	28889371	28890214	28889371	28889452	28890151	28890214
3094	"ENSMUSG00000049676"	"Catsperg1"	chr7	-	28889637	28890214	28889637	28889756	28890151	28890214
3121	"ENSMUSG00000034171"	"Faah"	chr4	-	115858300	115860299	115858300	115858400	115860173	115860299
3130	"ENSMUSG00000038990"	"Cables2"	chr2	-	179902869	179904948	179902869	179902973	179904870	179904948
3200	"ENSMUSG00000084845"	"Tmem240"	chr4	+	155819854	155825021	155819854	155819961	155824302	155825021
3217	"ENSMUSG00000053819"	"Camk2d"	chr3	+	126564433	126565495	126564433	126564506	126565422	126565495
3230	"ENSMUSG00000108414"	"Snhg1"	chr19	+	8701504	8702085	8701504	8701553	8702035	8702085
3234	"ENSMUSG00000108414"	"Snhg1"	chr19	+	8701766	8702887	8701766	8702085	8702848	8702887
3235	"ENSMUSG00000108414"	"Snhg1"	chr19	+	8702377	8702887	8702377	8702410	8702848	8702887
3238	"ENSMUSG00000108414"	"Snhg1"	chr19	+	8702848	8703466	8702848	8702887	8703430	8703466
3264	"ENSMUSG00000006471"	"Ndor1"	chr2	-	25137971	25138497	25137971	25138066	25138347	25138497
3268	"ENSMUSG00000031711"	"Zfp330"	chr8	-	83491483	83493402	83491483	83491601	83493297	83493402
3278	"ENSMUSG00000001416"	"Cct3"	chr3	+	88206648	88208298	88206648	88206710	88208235	88208298
3293	"ENSMUSG00000027936"	"Crtc2"	chr3	+	90165771	90166799	90165771	90165833	90166692	90166799
3307	"ENSMUSG00000091625"	"Lsm5"	chr6	-	56679990	56680394	56679990	56680018	56680302	56680394
3357	"ENSMUSG00000056167"	"Cnot10"	chr9	-	114426546	114427903	114426546	114426674	114427772	114427903
3361	"ENSMUSG00000005917"	"Otx1"	chr11	-	21948369	21951189	21948369	21948521	21951121	21951189
3375	"ENSMUSG00000037266"	"Rsrp1"	chr4	+	134652603	134654129	134652603	134652743	134653336	134654129
3392	"ENSMUSG00000022199"	"Slc22a17"	chr14	-	55144975	55145823	55144975	55145087	55145717	55145823
3479	"ENSMUSG00000032409"	"Atr"	chr9	+	95747020	95749738	95747020	95747898	95749546	95749738
3492	"ENSMUSG00000006740"	"Kif5b"	chr18	-	6210699	6211252	6210699	6210804	6211191	6211252
3524	"ENSMUSG00000040029"	"Ipo8"	chr6	-	148701224	148703101	148701224	148701390	148702984	148703101
3593	"ENSMUSG00000025410"	"Dctn2"	chr10	+	127113563	127114091	127113563	127113641	127113988	127114091
3600	"ENSMUSG00000003549"	"Ercc1"	chr7	+	19089025	19089286	19089025	19089104	19089217	19089286
3611	"ENSMUSG00000022211"	"Carmil3"	chr14	+	55738915	55739890	55738915	55739050	55739681	55739890
3644	"ENSMUSG00000057836"	"Xlr3a"	chrX	-	72134464	72136910	72134464	72134564	72136875	72136910
3665	"ENSMUSG00000078765"	"U2af1l4"	chr7	+	30263627	30264032	30263627	30263819	30263898	30264032
3772	"ENSMUSG00000005575"	"Ube2m"	chr7	-	12769164	12770242	12769164	12769681	12770138	12770242
3801	"ENSMUSG00000044433"	"Camsap3"	chr8	+	3652185	3652627	3652185	3652279	3652553	3652627
3826	"ENSMUSG00000022558"	"Mroh1"	chr15	+	76311711	76312585	76311711	76311856	76312443	76312585
3852	"ENSMUSG00000036948"	"Trappc14"	chr5	-	138260431	138261006	138260431	138260579	138260919	138261006
3871	"ENSMUSG00000030741"	"Spns1"	chr7	-	125972941	125974375	125972941	125973008	125974238	125974375
3874	"ENSMUSG00000032508"	"Myd88"	chr9	-	119166819	119167776	119166819	119166911	119167641	119167776
3914	"ENSMUSG00000046711"	"Hmga1"	chr17	+	27775641	27776040	27775641	27775723	27775925	27776040
3917	"ENSMUSG00000121503"	"H2-K2"	chr17	-	34196844	34197497	34196844	34197020	34197096	34197497
3934	"ENSMUSG00000004933"	"Matk"	chr10	+	81097464	81097990	81097464	81097549	81097794	81097990
3935	"ENSMUSG00000004933"	"Matk"	chr10	+	81097464	81098368	81097464	81097549	81098281	81098368
3938	"ENSMUSG00000025487"	"Psmd13"	chr7	+	140466300	140466758	140466300	140466335	140466714	140466758
3957	"ENSMUSG00000008206"	"Cers4"	chr8	+	4569462	4570682	4569462	4569513	4570553	4570682
3963	"ENSMUSG00000018076"	"Med13l"	chr5	+	118897166	118901981	118897166	118897328	118900765	118901981
4011	"ENSMUSG00000027297"	"Ltk"	chr2	-	119582546	119583079	119582546	119582637	119582977	119583079
4027	"ENSMUSG00000040272"	"Accs"	chr2	-	93669492	93671731	93669492	93669582	93671653	93671731
4028	"ENSMUSG00000031578"	"Mak16"	chr8	-	31656089	31656660	31656089	31656241	31656550	31656660
4029	"ENSMUSG00000031578"	"Mak16"	chr8	-	31656401	31656787	31656401	31656466	31656737	31656787
4048	"ENSMUSG00000038102"	"Trappc11"	chr8	-	47966317	47966994	47966317	47966463	47966915	47966994
4084	"ENSMUSG00000019261"	"Map1s"	chr8	+	71363588	71365297	71363588	71363693	71365156	71365297
4088	"ENSMUSG00000031708"	"Tecr"	chr8	-	84299469	84299952	84299469	84299575	84299848	84299952
4094	"ENSMUSG00000041064"	"Pif1"	chr9	+	65496286	65496886	65496286	65496419	65496732	65496886
4111	"ENSMUSG00000028582"	"Cc2d1b"	chr4	+	108483177	108483787	108483177	108483350	108483676	108483787
4113	"ENSMUSG00000005150"	"Wdr83"	chr8	-	85802652	85802913	85802652	85802736	85802845	85802913
4115	"ENSMUSG00000005150"	"Wdr83"	chr8	-	85806209	85806854	85806209	85806320	85806417	85806854
4119	"ENSMUSG00000005150"	"Wdr83"	chr8	-	85806417	85806854	85806417	85806466	85806689	85806854
4120	"ENSMUSG00000005150"	"Wdr83"	chr8	-	85806209	85806854	85806209	85806336	85806748	85806854
4123	"ENSMUSG00000037321"	"Tap1"	chr17	+	34408151	34409742	34408151	34408266	34409536	34409742
4224	"ENSMUSG00000047193"	"Dync2h1"	chr9	-	7168458	7169709	7168458	7168572	7169476	7169709
4278	"ENSMUSG00000030330"	"Ing4"	chr6	+	125024444	125025200	125024444	125024550	125025138	125025200
4344	"ENSMUSG00000039637"	"Coro7"	chr16	-	4452162	4452771	4452162	4452294	4452625	4452771
4380	"ENSMUSG00000021235"	"Coq6"	chr12	+	84417029	84418332	84417029	84417805	84418224	84418332
4426	"ENSMUSG00000019039"	"Dalrd3"	chr9	+	108448980	108449496	108448980	108449063	108449385	108449496
4432	"ENSMUSG00000073889"	"Il11ra1"	chr4	+	41763824	41765121	41763824	41763885	41765006	41765121
4483	"ENSMUSG00000019802"	"Sec63"	chr10	+	42672201	42674851	42672201	42672260	42674742	42674851
4513	"ENSMUSG00000020284"	"Cfap410"	chr10	+	77815586	77818875	77815586	77815605	77818703	77818875
4514	"ENSMUSG00000020284"	"Cfap410"	chr10	+	77815586	77818875	77815586	77816381	77818703	77818875
4527	"ENSMUSG00000013858"	"Tmem259"	chr10	-	79813796	79814439	79813796	79814154	79814381	79814439
4531	"ENSMUSG00000004667"	"Polr2e"	chr10	-	79872597	79874447	79872597	79872807	79874272	79874447
4544	"ENSMUSG00000055862"	"Izumo4"	chr10	+	80540251	80541207	80540251	80540269	80540897	80541207
4548	"ENSMUSG00000121500"	"ENSMUSG00000121500"	chr11	+	3079764	3081947	3079764	3079911	3080792	3081947
4554	"ENSMUSG00000020235"	"Fzr1"	chr10	-	81204356	81205870	81204356	81204590	81205804	81205870
4591	"ENSMUSG00000026958"	"Dpp7"	chr2	-	25243164	25244305	25243164	25243229	25244244	25244305
4593	"ENSMUSG00000026958"	"Dpp7"	chr2	-	25244904	25245965	25244904	25245040	25245825	25245965
4606	"ENSMUSG00000019467"	"Arhgef25"	chr10	-	127020951	127021547	127020951	127021041	127021443	127021547
4611	"ENSMUSG00000023764"	"Sfi1"	chr11	-	3083071	3085542	3083071	3083207	3084625	3085542
4612	"ENSMUSG00000023764"	"Sfi1"	chr11	-	3083071	3085542	3083071	3083207	3085282	3085542
4618	"ENSMUSG00000005687"	"Bcas2"	chr3	+	103081655	103084735	103081655	103081817	103084654	103084735
