ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
203	"ENSMUSG00000031381"	"Piga"	chrX	+	163211535	163211668	163208505	163211060	163211806	163212013
204	"ENSMUSG00000031380"	"Vegfd"	chrX	+	163168799	163169025	163156373	163156915	163174597	163174788
205	"ENSMUSG00000031379"	"Pir"	chrX	+	163054598	163054727	163052366	163052471	163063124	163063217
206	"ENSMUSG00000031379"	"Pir"	chrX	+	163054598	163054727	163052426	163052673	163063124	163063217
207	"ENSMUSG00000031379"	"Pir"	chrX	+	163063124	163063217	163054598	163054727	163078910	163078994
208	"ENSMUSG00000031379"	"Pir"	chrX	+	163063124	163063217	163054598	163054727	163083219	163083426
209	"ENSMUSG00000031379"	"Pir"	chrX	+	163078910	163078994	163054598	163054727	163083219	163083426
210	"ENSMUSG00000031379"	"Pir"	chrX	+	163078910	163078994	163063124	163063217	163083219	163083426
211	"ENSMUSG00000031379"	"Pir"	chrX	+	163090199	163090317	163083219	163083426	163113010	163113095
212	"ENSMUSG00000031379"	"Pir"	chrX	+	163113010	163113095	163083219	163083426	163125469	163125514
213	"ENSMUSG00000031379"	"Pir"	chrX	+	163113010	163113095	163083219	163083426	163141143	163141226
214	"ENSMUSG00000031379"	"Pir"	chrX	+	163125469	163125514	163083219	163083426	163141143	163141226
215	"ENSMUSG00000031379"	"Pir"	chrX	+	163125469	163125514	163113010	163113095	163141143	163141226
216	"ENSMUSG00000031379"	"Pir"	chrX	+	163141143	163141226	163125469	163125514	163152041	163152108
218	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162722301	162722411	162718438	162719961	162723114	162723170
219	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162722301	162722411	162718438	162719961	162726095	162726309
220	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162723114	162723170	162718438	162719961	162726095	162726309
221	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162723114	162723170	162722060	162722411	162726095	162726309
222	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642294	161642442	161640052	161641004	161646055	161646204
223	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642868	161642927	161642294	161642442	161646055	161646204
224	"ENSMUSG00000031357"	"Syap1"	chrX	-	161646055	161646204	161640052	161641004	161655510	161655650
225	"ENSMUSG00000031357"	"Syap1"	chrX	-	161646055	161646204	161642868	161642927	161655510	161655650
226	"ENSMUSG00000031357"	"Syap1"	chrX	-	161655510	161655650	161640052	161641004	161661326	161661400
227	"ENSMUSG00000031357"	"Syap1"	chrX	-	161661326	161661400	161655510	161655650	161665675	161665742
228	"ENSMUSG00000031357"	"Syap1"	chrX	-	161661326	161661400	161655510	161655650	161665963	161666082
229	"ENSMUSG00000031357"	"Syap1"	chrX	-	161665675	161665742	161655510	161655650	161665963	161666082
230	"ENSMUSG00000031357"	"Syap1"	chrX	-	161665675	161665742	161661326	161661400	161665963	161666082
231	"ENSMUSG00000031357"	"Syap1"	chrX	-	161665963	161666082	161661326	161661400	161671064	161671443
232	"ENSMUSG00000040855"	"Reps2"	chrX	-	161286766	161286903	161254790	161254852	161290602	161290648
233	"ENSMUSG00000040855"	"Reps2"	chrX	-	161290602	161290648	161254790	161254852	161295674	161295728
234	"ENSMUSG00000040855"	"Reps2"	chrX	-	161295674	161295728	161254790	161254852	161297274	161297344
236	"ENSMUSG00000031295"	"Phka2"	chrX	+	159285742	159285900	159285161	159285288	159306267	159306426
237	"ENSMUSG00000031295"	"Phka2"	chrX	+	159285748	159285900	159285167	159285288	159306267	159306426
239	"ENSMUSG00000031295"	"Phka2"	chrX	+	159314103	159314184	159312910	159312993	159315974	159316073
241	"ENSMUSG00000031295"	"Phka2"	chrX	+	159326629	159326683	159324364	159324511	159327207	159327330
242	"ENSMUSG00000031295"	"Phka2"	chrX	+	159335708	159335816	159332170	159332266	159337296	159337375
244	"ENSMUSG00000031295"	"Phka2"	chrX	+	159371960	159372014	159369774	159369945	159373163	159373364
245	"ENSMUSG00000031295"	"Phka2"	chrX	+	159373161	159373364	159371960	159372014	159373934	159374137
246	"ENSMUSG00000031295"	"Phka2"	chrX	+	159373163	159373364	159371960	159372014	159373934	159374137
247	"ENSMUSG00000087505"	"Gm15241"	chrX	-	159279767	159279799	159277533	159277561	159282196	159282284
248	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158331234	158331311	158315663	158315831	158334746	158334835
249	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158331234	158331311	158315663	158315831	158336239	158336890
250	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158334746	158335370	158315663	158315831	158336239	158336890
251	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158334746	158335370	158331234	158331311	158336239	158336890
252	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158338470	158338646	158336239	158336890	158340438	158340553
253	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158340438	158340553	158336239	158336890	158341330	158341394
255	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158357940	158358093	158350533	158351010	158375066	158375198
259	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156338592	156338687	156337878	156338074	156341880	156342061
260	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156338592	156338687	156337878	156338074	156344378	156344497
261	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156341880	156342061	156337878	156338074	156344378	156344497
262	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156341880	156342061	156338592	156338687	156344378	156344497
263	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156341880	156342061	156338592	156338687	156355854	156355982
264	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156344378	156344497	156338592	156338687	156355854	156355982
265	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156344378	156344497	156341880	156342061	156355854	156355982
266	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156351136	156351812	156344378	156344497	156351929	156352001
267	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156351136	156351812	156344378	156344497	156355854	156355982
268	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156374349	156374551	156359079	156359183	156381491	156381675
270	"ENSMUSG00000071708"	"Sms"	chrX	-	156237829	156237909	156230350	156230466	156243322	156243412
272	"ENSMUSG00000071708"	"Sms"	chrX	-	156248819	156248884	156244956	156245132	156252983	156253104
273	"ENSMUSG00000071708"	"Sms"	chrX	-	156249393	156249487	156248819	156248884	156252983	156253104
275	"ENSMUSG00000025287"	"Acot9"	chrX	+	154056387	154056425	154055967	154056138	154064606	154064690
276	"ENSMUSG00000025287"	"Acot9"	chrX	+	154076904	154076972	154069284	154069361	154078158	154078270
277	"ENSMUSG00000025287"	"Acot9"	chrX	+	154078417	154078508	154078158	154078270	154078678	154078764
278	"ENSMUSG00000025287"	"Acot9"	chrX	+	154079320	154079408	154078678	154078764	154079576	154079727
279	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996933	153996127	153996663	153997028	153997130
280	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996933	153996127	153996663	153998596	153998680
281	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996954	153996310	153996663	153997028	153997130
282	"ENSMUSG00000025283"	"Sat1"	chrX	-	153997028	153997130	153996127	153996663	153998596	153998680
283	"ENSMUSG00000025283"	"Sat1"	chrX	-	153997028	153997130	153996892	153996933	153998596	153998680
285	"ENSMUSG00000025283"	"Sat1"	chrX	-	153998780	153998832	153998115	153998680	153999098	153999328
287	"ENSMUSG00000086316"	"Nbdy"	chrX	+	152508700	152508837	152506585	152506933	152524035	152524916
288	"ENSMUSG00000086316"	"Nbdy"	chrX	+	152508700	152508837	152506588	152507121	152524035	152524916
293	"ENSMUSG00000041649"	"Klf8"	chrX	+	152142837	152142960	152142608	152142705	152143291	152143479
294	"ENSMUSG00000041649"	"Klf8"	chrX	+	152143291	152143479	152020946	152021088	152153840	152153914
295	"ENSMUSG00000041649"	"Klf8"	chrX	+	152153840	152153914	152091847	152091920	152165504	152166066
296	"ENSMUSG00000041649"	"Klf8"	chrX	+	152153840	152153914	152143291	152143479	152165504	152166066
298	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150949929	150949959	150927192	150928175	150963992	150964088
299	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150949929	150949959	150927192	150928175	150985903	150986165
300	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150949929	150949959	150927192	150928175	150991765	150992661
301	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150963992	150964088	150927309	150928175	150985903	150986165
302	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150963992	150964088	150927309	150928175	150991765	150992661
303	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150963992	150964088	150949929	150949959	150976861	150977597
304	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150963992	150964088	150949929	150949959	150985903	150986165
305	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150963992	150964088	150949929	150949959	150991765	150992661
308	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150963992	150964088	150961959	150962086	150991765	150992661
309	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150985903	150986165	150961959	150962086	150986927	150987000
310	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150986927	150987329	150961959	150962086	150991765	150992661
311	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150995017	150995140	150994205	150994367	150996282	150996449
312	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150999336	150999435	150998496	150998636	151001872	151001972
313	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150999336	150999462	150998496	150998636	151001872	151001972
315	"ENSMUSG00000041133"	"Smc1a"	chrX	+	150805741	150805930	150799423	150799636	150806034	150806147
316	"ENSMUSG00000041133"	"Smc1a"	chrX	+	150806034	150806147	150799423	150799636	150809233	150809437
317	"ENSMUSG00000041133"	"Smc1a"	chrX	+	150816694	150816880	150812186	150812394	150816975	150817155
318	"ENSMUSG00000041133"	"Smc1a"	chrX	+	150816975	150817155	150812186	150812394	150819097	150819208
319	"ENSMUSG00000041133"	"Smc1a"	chrX	+	150841774	150841931	150830853	150830964	150842353	150842508
320	"ENSMUSG00000041133"	"Smc1a"	chrX	+	150842623	150842775	150842353	150842508	150843971	150844041
321	"ENSMUSG00000025260"	"Hsd17b10"	chrX	+	150785273	150785438	150784840	150784930	150786356	150786521
322	"ENSMUSG00000025260"	"Hsd17b10"	chrX	+	150786618	150786777	150786356	150786521	150786857	150786966
323	"ENSMUSG00000025260"	"Hsd17b10"	chrX	+	150786648	150786777	150786356	150786521	150786857	150786966
324	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150584149	150584362	150583878	150583942	150586171	150586345
325	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150586171	150586345	150583878	150583942	150589271	150589403
326	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150586171	150586345	150584149	150584362	150587441	150587507
327	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150586171	150586345	150584149	150584362	150589271	150589403
328	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150586464	150586565	150586171	150586345	150589271	150589403
331	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150587441	150587536	150586256	150586565	150589271	150589403
332	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150587441	150587536	150586256	150586565	150589715	150589856
333	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150587441	150587536	150586256	150586565	150618219	150618272
335	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150587441	150587536	150586653	150586798	150589271	150589403
336	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150587441	150587536	150586653	150586798	150589715	150589856
337	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589267	150589403	150583878	150583942	150589715	150589856
338	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589267	150589403	150584309	150584362	150589715	150589856
340	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589267	150589403	150586657	150586798	150589715	150589856
341	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589267	150589403	150587441	150587536	150589715	150589856
342	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589271	150589403	150583878	150583942	150589715	150589856
343	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589271	150589403	150584309	150584362	150589715	150589856
344	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589271	150589403	150586464	150586565	150589715	150589856
345	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589271	150589403	150586657	150586798	150589715	150589856
346	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589271	150589403	150587441	150587536	150589715	150589856
347	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589715	150589856	150584309	150584362	150618219	150618272
348	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589715	150589856	150586238	150586565	150618219	150618272
349	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589715	150589856	150586238	150586565	150623051	150623104
350	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589715	150589856	150587441	150587536	150618219	150618272
351	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150618219	150618288	150586238	150586565	150623051	150623150
352	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150618219	150618288	150589715	150589856	150623051	150623150
354	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150635470	150635548	150633712	150633775	150636394	150636442
355	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150636394	150636442	150635470	150635548	150636519	150636588
357	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150657528	150657774	150654475	150654652	150659808	150659903
358	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150659290	150659424	150657528	150657774	150659808	150659903
359	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150674735	150675094	150674012	150674172	150676818	150677014
360	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150689260	150689359	150688351	150688427	150689946	150690080
361	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150689260	150689359	150688351	150688427	150691723	150691952
362	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150689946	150690080	150688351	150688427	150691723	150691952
363	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150689946	150690080	150688351	150688427	150691726	150691952
364	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150689946	150690080	150689260	150689359	150691723	150691952
365	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150690271	150690440	150689946	150690080	150691723	150691952
366	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150690271	150690440	150689946	150690080	150691726	150691952
367	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150704041	150704157	150702571	150703181	150704257	150704414
368	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150710626	150710785	150707657	150707757	150711148	150711394
369	"ENSMUSG00000041229"	"Phf8"	chrX	+	150348367	150348455	150338968	150339131	150348954	150349061
371	"ENSMUSG00000041229"	"Phf8"	chrX	+	150381498	150381632	150380895	150380981	150382269	150382580
372	"ENSMUSG00000041229"	"Phf8"	chrX	+	150408187	150408297	150403859	150403955	150413145	150413482
373	"ENSMUSG00000025262"	"Fam120c"	chrX	+	150182670	150182799	150164906	150164989	150211912	150212012
374	"ENSMUSG00000025262"	"Fam120c"	chrX	+	150211912	150212012	150182670	150182799	150212832	150212909
375	"ENSMUSG00000025262"	"Fam120c"	chrX	+	150246964	150247174	150240717	150240832	150248278	150248480
376	"ENSMUSG00000025262"	"Fam120c"	chrX	+	150250794	150250852	150250295	150250434	150252471	150254838
377	"ENSMUSG00000041245"	"Wnk3"	chrX	+	150049263	150049328	150019872	150020032	150057913	150058061
378	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149873591	149873777	149870090	149873410	149874671	149874763
379	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149873600	149873777	149870089	149873410	149874671	149874763
380	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149874671	149874763	149870089	149873410	149879160	149879251
381	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149874671	149874763	149870089	149873410	149879424	149879539
382	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149879160	149879251	149872687	149873410	149879424	149879519
384	"ENSMUSG00000025265"	"Fgd1"	chrX	+	149850008	149850447	149849705	149849883	149851872	149851962
385	"ENSMUSG00000025265"	"Fgd1"	chrX	+	149869515	149869641	149869105	149869211	149869815	149869977
386	"ENSMUSG00000025265"	"Fgd1"	chrX	+	149870963	149871107	149869815	149869977	149871598	149872517
387	"ENSMUSG00000025271"	"Pfkfb1"	chrX	+	149372791	149373080	149371940	149372040	149391581	149391707
388	"ENSMUSG00000025271"	"Pfkfb1"	chrX	+	149372948	149373080	149371940	149372040	149391581	149391707
391	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141115187	141115379	141111843	141111958	141116665	141116740
392	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141116665	141116740	141111843	141111958	141121879	141122052
393	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141116665	141116740	141115187	141115379	141143382	141143432
394	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141124330	141124402	141122945	141123085	141126069	141126193
395	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141126302	141126453	141126069	141126193	141128423	141128562
396	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141131997	141132107	141128423	141128562	141133955	141134133
397	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141134374	141134611	141133955	141134133	141143382	141143432
398	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141134374	141134614	141133955	141134133	141143382	141143432
399	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141134374	141134904	141133955	141134133	141143382	141143432
400	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141143382	141143432	141134374	141134614	141173300	141173500
401	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141143382	141143432	141134374	141134904	141173300	141173500
402	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141143382	141143480	141134374	141134904	141173300	141173340
403	"ENSMUSG00000042271"	"Nxt2"	chrX	+	141012519	141012606	141011172	141011377	141019779	141019924
404	"ENSMUSG00000000266"	"Mid2"	chrX	+	139593815	139593911	139578776	139579460	139637183	139637291
405	"ENSMUSG00000031433"	"Rbm41"	chrX	-	138868944	138869348	138855655	138855803	138894046	138894251
409	"ENSMUSG00000042473"	"Tbc1d8b"	chrX	+	138601747	138601858	138585744	138586059	138605350	138605469
410	"ENSMUSG00000042473"	"Tbc1d8b"	chrX	+	138607865	138608106	138606704	138606930	138613002	138613210
413	"ENSMUSG00000031428"	"Zcchc18"	chrX	+	135894455	135894510	135893907	135894153	135894679	135894819
417	"ENSMUSG00000087368"	"BC065397"	chrX	+	135661166	135661324	135660604	135660667	135662739	135662837
418	"ENSMUSG00000087368"	"BC065397"	chrX	+	135661166	135661324	135660604	135660667	135689269	135689366
419	"ENSMUSG00000087368"	"BC065397"	chrX	+	135662739	135662837	135660604	135660667	135689269	135689366
420	"ENSMUSG00000087368"	"BC065397"	chrX	+	135662739	135662837	135661166	135661324	135689269	135689366
422	"ENSMUSG00000031422"	"Morf4l2"	chrX	-	135636294	135636371	135633690	135635250	135641958	135642101
423	"ENSMUSG00000031422"	"Morf4l2"	chrX	-	135636294	135636371	135633690	135635250	135643572	135643667
424	"ENSMUSG00000031422"	"Morf4l2"	chrX	-	135640553	135640643	135633701	135635250	135641958	135642098
426	"ENSMUSG00000031422"	"Morf4l2"	chrX	-	135640553	135640643	135636294	135636371	135641958	135642098
427	"ENSMUSG00000031422"	"Morf4l2"	chrX	-	135640553	135640643	135636294	135636371	135643572	135643638
430	"ENSMUSG00000046432"	"Bex3"	chrX	+	135171558	135171631	135171001	135171150	135172057	135172713
431	"ENSMUSG00000042712"	"Tceal9"	chrX	+	135146449	135146515	135145827	135145976	135147084	135147888
434	"ENSMUSG00000042750"	"Bex2"	chrX	-	134968348	134968421	134967312	134967956	134968799	134968985
437	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134645247	134645324	134643481	134643727	134649404	134649531
438	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134652693	134652766	134649404	134649531	134662477	134662739
439	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134652693	134652766	134649404	134649531	134699139	134699222
440	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134698301	134698378	134652693	134652766	134698536	134698613
441	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134698301	134698378	134697697	134697786	134698536	134698613
442	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134698301	134698378	134697697	134697786	134698771	134698843
443	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134698536	134698613	134697697	134697786	134698771	134698843
444	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134698536	134698613	134698301	134698378	134698771	134698843
454	"ENSMUSG00000033460"	"Armcx1"	chrX	+	133620143	133620252	133619668	133619741	133620375	133620474
457	"ENSMUSG00000000223"	"Drp2"	chrX	+	133331223	133331380	133329062	133329226	133332279	133332400
458	"ENSMUSG00000000223"	"Drp2"	chrX	+	133347710	133347776	133347376	133347442	133348596	133348740
460	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132961392	132961471	132959935	132960171	132962442	132962579
461	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132961693	132961863	132960082	132960171	132962442	132962579
462	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132961693	132961863	132961392	132961471	132962442	132962579
463	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132961693	132961863	132961392	132961471	132963116	132963236
464	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132962442	132962579	132961392	132961471	132963116	132963236
465	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132962442	132962579	132961693	132961863	132963116	132963236
466	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132963116	132963236	132962442	132962579	132967009	132967133
467	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132963346	132963484	132963116	132963236	132967009	132967133
468	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132973163	132973223	132970593	132970656	132973426	132973513
470	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132973163	132973223	132970593	132970656	132973962	132974026
471	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132973426	132973513	132970593	132970656	132973884	132974026
472	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132973426	132973513	132970593	132970656	132973962	132974026
473	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132973426	132973513	132973163	132973223	132973884	132974026
474	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132973426	132973513	132973163	132973223	132973962	132974026
488	"ENSMUSG00000025531"	"Chm"	chrX	-	112049032	112049157	112025712	112026127	112050410	112050483
489	"ENSMUSG00000025531"	"Chm"	chrX	-	112049032	112049157	112025985	112026123	112050410	112050483
490	"ENSMUSG00000025531"	"Chm"	chrX	-	112050410	112050483	112025712	112026127	112069200	112069267
491	"ENSMUSG00000025531"	"Chm"	chrX	-	112050410	112050483	112025712	112026127	112095137	112095206
492	"ENSMUSG00000025531"	"Chm"	chrX	-	112050410	112050483	112025985	112026123	112069200	112069267
493	"ENSMUSG00000025531"	"Chm"	chrX	-	112069200	112069267	112025712	112026127	112095137	112095206
494	"ENSMUSG00000025531"	"Chm"	chrX	-	112069200	112069267	112050410	112050483	112095137	112095206
496	"ENSMUSG00000025665"	"Rps6ka6"	chrX	-	110355927	110355987	110348849	110348966	110372546	110372802
498	"ENSMUSG00000025665"	"Rps6ka6"	chrX	-	110372546	110372795	110348953	110348966	110396365	110396497
500	"ENSMUSG00000025665"	"Rps6ka6"	chrX	-	110372546	110372798	110348849	110348966	110396365	110396497
502	"ENSMUSG00000031246"	"Sh3bgrl"	chrX	+	108172906	108173016	108139114	108139243	108193520	108193706
503	"ENSMUSG00000031246"	"Sh3bgrl"	chrX	+	108172906	108173016	108157577	108157609	108193520	108193706
504	"ENSMUSG00000031246"	"Sh3bgrl"	chrX	+	108197911	108197992	108193520	108193706	108203735	108206077
505	"ENSMUSG00000063663"	"Brwd3"	chrX	-	107792888	107793047	107780621	107787376	107793836	107793934
506	"ENSMUSG00000063663"	"Brwd3"	chrX	-	107803476	107803538	107803211	107803367	107803904	107804016
513	"ENSMUSG00000087620"	"5330434G04Rik"	chrX	-	104421621	104421726	104394575	104394805	104426358	104426555
515	"ENSMUSG00000087620"	"5330434G04Rik"	chrX	-	104426358	104426555	104391887	104394805	104431487	104431542
518	"ENSMUSG00000031226"	"Pbdc1"	chrX	+	104125543	104125684	104124976	104125036	104126299	104126411
519	"ENSMUSG00000033906"	"Zdhhc15"	chrX	-	103609307	103609440	103607426	103607553	103676189	103676216
520	"ENSMUSG00000033906"	"Zdhhc15"	chrX	-	103631906	103632027	103617774	103617844	103641697	103641792
521	"ENSMUSG00000033906"	"Zdhhc15"	chrX	-	103631906	103632027	103617774	103617844	103676189	103676216
