ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
27	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150963992	150964088	150986927	150987329	150961959	150962086	150991765	150992661
28	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150587441	150587536	150589715	150589856	150586653	150586798	150618219	150618272
29	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589715	150589856	150618219	150618288	150586322	150586565	150623051	150623150
30	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150635470	150635548	150636394	150636442	150633712	150633775	150636519	150636588
31	"ENSMUSG00000025262"	"Fam120c"	chrX	+	150182670	150182799	150211912	150212012	150164906	150164989	150212832	150212909
32	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141134374	141134614	141143382	141143432	141133955	141134133	141173300	141173500
33	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141134374	141134904	141143382	141143480	141133955	141134133	141173300	141173340
34	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141134374	141134904	141143382	141143432	141133955	141134133	141173300	141173531
35	"ENSMUSG00000087368"	"BC065397"	chrX	+	135661166	135661324	135662739	135662837	135660604	135660667	135689269	135689366
36	"ENSMUSG00000031422"	"Morf4l2"	chrX	-	135636294	135636371	135640553	135640643	135633701	135635250	135641958	135642101
38	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134698301	134698378	134698536	134698613	134652693	134652766	134698771	134698843
39	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134698301	134698378	134698536	134698613	134697697	134697786	134698771	134698843
40	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132961392	132961471	132962442	132962579	132959935	132960171	132963116	132963236
41	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132961693	132961863	132962442	132962579	132960082	132960171	132963116	132963236
42	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132961693	132961863	132962442	132962579	132961392	132961471	132963116	132963236
43	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132973163	132973223	132973426	132973513	132970593	132970656	132973962	132974026
45	"ENSMUSG00000025531"	"Chm"	chrX	-	112050410	112050483	112069200	112069267	112025985	112026123	112095137	112095206
46	"ENSMUSG00000033906"	"Zdhhc15"	chrX	-	103631906	103632027	103641697	103641792	103617774	103617844	103676189	103676216
47	"ENSMUSG00000033906"	"Zdhhc15"	chrX	-	103631906	103632027	103676189	103676216	103617774	103617844	103714269	103714670
48	"ENSMUSG00000033906"	"Zdhhc15"	chrX	-	103641697	103641792	103676189	103676216	103631906	103632027	103714269	103714670
49	"ENSMUSG00000031207"	"Msn"	chrX	+	95185470	95185554	95194225	95194321	95139647	95139849	95196129	95196404
50	"ENSMUSG00000025151"	"Maged1"	chrX	-	93583460	93584153	93584856	93584930	93582212	93582887	93585497	93585596
51	"ENSMUSG00000035476"	"Tab3"	chrX	+	84619155	84619216	84637257	84637360	84617755	84617771	84652998	84653190
52	"ENSMUSG00000031197"	"Vbp1"	chrX	+	74564968	74565035	74566865	74566964	74560694	74560819	74574690	74574829
53	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73350450	73350550	73350708	73350843	73350184	73350292	73351277	73351476
54	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73353568	73353740	73353995	73354140	73352681	73352781	73354243	73354298
55	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73353568	73353740	73354243	73354298	73352681	73352781	73354392	73355468
56	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73353995	73354140	73354243	73354298	73352681	73353740	73354392	73355466
57	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73354085	73354140	73354243	73354298	73353568	73353740	73354392	73354762
59	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	73345967	73346206	73346827	73346875	73345541	73345627	73346963	73347192
60	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73327537	73327623	73331624	73331705	73327253	73327299	73331783	73331825
61	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73332267	73332320	73332589	73332625	73332053	73332119	73332710	73332788
64	"ENSMUSG00000031392"	"Irak1"	chrX	-	73063505	73063571	73063933	73064141	73061735	73061972	73064548	73064667
65	"ENSMUSG00000031392"	"Irak1"	chrX	-	73065454	73065569	73065790	73065855	73064548	73064667	73066078	73066270
66	"ENSMUSG00000031392"	"Irak1"	chrX	-	73065454	73065569	73065790	73065855	73064548	73064667	73066454	73066558
67	"ENSMUSG00000031392"	"Irak1"	chrX	-	73065790	73065855	73066078	73066267	73065454	73065569	73066454	73066558
68	"ENSMUSG00000031392"	"Irak1"	chrX	-	73065790	73065855	73066078	73066270	73065454	73065569	73066454	73066558
69	"ENSMUSG00000031392"	"Irak1"	chrX	-	73066078	73066267	73066454	73066671	73065843	73065855	73066971	73067139
70	"ENSMUSG00000031387"	"Renbp"	chrX	-	72969821	72969953	72971418	72971594	72965956	72966044	72971884	72971966
71	"ENSMUSG00000002006"	"Pdzd4"	chrX	-	72840435	72840498	72841799	72841898	72839981	72840083	72842363	72842454
72	"ENSMUSG00000002006"	"Pdzd4"	chrX	-	72840435	72840498	72841799	72841898	72839981	72840083	72867887	72868575
73	"ENSMUSG00000002006"	"Pdzd4"	chrX	-	72841799	72841898	72842363	72842454	72840435	72840498	72843439	72843693
74	"ENSMUSG00000002006"	"Pdzd4"	chrX	-	72841799	72841898	72843439	72843693	72840435	72840498	72867887	72868575
75	"ENSMUSG00000002006"	"Pdzd4"	chrX	-	72842363	72842454	72843439	72843693	72841799	72841898	72867887	72868575
76	"ENSMUSG00000002014"	"Ssr4"	chrX	+	72832440	72832559	72833405	72833480	72830633	72830912	72833636	72833726
77	"ENSMUSG00000002014"	"Ssr4"	chrX	+	72832443	72832559	72833405	72833480	72830667	72830912	72833636	72833726
78	"ENSMUSG00000002014"	"Ssr4"	chrX	+	72833405	72833480	72833636	72833726	72830829	72832559	72833964	72834030
79	"ENSMUSG00000002014"	"Ssr4"	chrX	+	72833636	72833726	72833964	72834030	72833405	72833480	72834259	72834417
80	"ENSMUSG00000019558"	"Slc6a8"	chrX	+	72722241	72722376	72722471	72722575	72720664	72721059	72722669	72722794
83	"ENSMUSG00000031125"	"3830403N18Rik"	chrX	+	55184104	55184139	55192435	55192553	55183770	55183834	55193247	55193347
85	"ENSMUSG00000095698"	"Rhox2d"	chrX	+	36675331	36675743	36677299	36677345	36675080	36675168	36679137	36679276
87	"ENSMUSG00000001127"	"Araf"	chrX	+	20724980	20725112	20725923	20726058	20724632	20724751	20726217	20726736
88	"ENSMUSG00000001127"	"Araf"	chrX	+	20725004	20725112	20725923	20726058	20724632	20724751	20726217	20726447
89	"ENSMUSG00000031060"	"Rbm10"	chrX	+	20501969	20502153	20503664	20503895	20486212	20486353	20505671	20505741
91	"ENSMUSG00000031012"	"Cask"	chrX	-	13453082	13453204	13466595	13466695	13437272	13437350	13474972	13475056
92	"ENSMUSG00000031012"	"Cask"	chrX	-	13486888	13487064	13492433	13492536	13480708	13480831	13543823	13543833
93	"ENSMUSG00000064127"	"Med14"	chrX	-	12585829	12585989	12590021	12590100	12583100	12583295	12594252	12594378
94	"ENSMUSG00000064127"	"Med14"	chrX	-	12610955	12611067	12611984	12612135	12594252	12594378	12612863	12612996
95	"ENSMUSG00000031176"	"Dynlt3"	chrX	-	9523279	9523403	9527218	9527260	9522514	9522696	9529107	9529242
96	"ENSMUSG00000031169"	"Porcn"	chrX	-	8067682	8067808	8067896	8067911	8067414	8067515	8069264	8069282
97	"ENSMUSG00000031169"	"Porcn"	chrX	-	8067682	8067808	8067896	8067911	8067414	8067515	8069397	8069528
99	"ENSMUSG00000031169"	"Porcn"	chrX	-	8067896	8067911	8070030	8070074	8067682	8067808	8071803	8071972
100	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8009485	8009568	8010086	8010186	8008599	8009194	8010811	8010918
101	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8009485	8009571	8010086	8010186	8008606	8009194	8010811	8010918
102	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8009489	8009568	8010086	8010186	8008597	8009194	8010811	8010918
103	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8009489	8009571	8010086	8010186	8008606	8009194	8010811	8010918
104	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8010086	8010186	8010811	8010918	8009896	8009990	8011193	8011311
105	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8010413	8010684	8010811	8010918	8010086	8010186	8011193	8011311
106	"ENSMUSG00000031153"	"Gripap1"	chrX	+	7658514	7658576	7661230	7661338	7658308	7658375	7665528	7665667
107	"ENSMUSG00000031153"	"Gripap1"	chrX	+	7660498	7660525	7661230	7661338	7658514	7658576	7665528	7665667
108	"ENSMUSG00000031144"	"Syp"	chrX	+	7506096	7506162	7507335	7507460	7504709	7504967	7510339	7510538
109	"ENSMUSG00000024991"	"Eif3a"	chr19	-	60751502	60751702	60752469	60752671	60749554	60750742	60754771	60755433
110	"ENSMUSG00000041362"	"Shtn1"	chr19	-	59016586	59016681	59020604	59020686	59010607	59010754	59023475	59023573
111	"ENSMUSG00000031146"	"Plp2"	chrX	-	7535165	7535256	7535653	7535749	7534179	7534745	7535841	7535997
112	"ENSMUSG00000024975"	"Pdcd4"	chr19	+	53895879	53895986	53897542	53897845	53891729	53891919	53899358	53899453
113	"ENSMUSG00000024975"	"Pdcd4"	chr19	+	53914965	53915076	53915624	53915764	53914636	53914744	53917513	53917623
114	"ENSMUSG00000025220"	"Oga"	chr19	-	45746787	45746873	45749542	45749647	45746343	45746536	45750623	45750709
115	"ENSMUSG00000025220"	"Oga"	chr19	-	45749542	45749647	45750623	45750709	45746787	45746873	45753888	45754063
116	"ENSMUSG00000025220"	"Oga"	chr19	-	45762100	45762199	45765325	45765456	45760120	45760405	45767025	45767123
117	"ENSMUSG00000025217"	"Btrc"	chr19	+	45394983	45395025	45459453	45459543	45352190	45352325	45491370	45491602
118	"ENSMUSG00000025217"	"Btrc"	chr19	+	45411571	45411679	45459453	45459543	45352189	45352325	45491370	45491602
119	"ENSMUSG00000025217"	"Btrc"	chr19	+	45411571	45411679	45444971	45445049	45394983	45395025	45459453	45459543
120	"ENSMUSG00000025217"	"Btrc"	chr19	+	45411571	45411679	45459453	45459543	45394983	45395025	45491370	45491602
121	"ENSMUSG00000025217"	"Btrc"	chr19	+	45444971	45445049	45459453	45459543	45352271	45352325	45491370	45491602
122	"ENSMUSG00000025217"	"Btrc"	chr19	+	45444971	45445049	45459453	45459543	45411571	45411679	45491370	45491602
123	"ENSMUSG00000036097"	"Slf2"	chr19	+	44937410	44937578	44940507	44940610	44936368	44936491	44947443	44947519
124	"ENSMUSG00000036097"	"Slf2"	chr19	+	44940507	44940610	44947443	44947519	44937410	44937578	44949172	44949314
125	"ENSMUSG00000025193"	"Cutc"	chr19	+	43751311	43751445	43753398	43753426	43749127	43749163	43755639	43755745
126	"ENSMUSG00000025193"	"Cutc"	chr19	+	43751341	43751445	43753398	43753426	43749127	43749163	43755639	43755745
127	"ENSMUSG00000025159"	"Mms19"	chr19	-	41951238	41951300	41951388	41951473	41946296	41946383	41951839	41951909
128	"ENSMUSG00000025159"	"Mms19"	chr19	-	41951238	41951300	41951388	41951517	41946296	41946383	41951839	41951909
129	"ENSMUSG00000025154"	"Arhgap19"	chr19	-	41770769	41770835	41772764	41772851	41769596	41769743	41773210	41773437
130	"ENSMUSG00000025154"	"Arhgap19"	chr19	-	41773210	41773437	41776744	41776825	41772764	41772851	41780185	41780451
131	"ENSMUSG00000025154"	"Arhgap19"	chr19	-	41776744	41776825	41780185	41780451	41774996	41775206	41790410	41790486
132	"ENSMUSG00000025019"	"Lcor"	chr19	+	41516459	41516525	41534313	41534446	41471965	41472039	41540887	41541175
133	"ENSMUSG00000025019"	"Lcor"	chr19	+	41516459	41516525	41544046	41544140	41471965	41472039	41546749	41547607
134	"ENSMUSG00000025019"	"Lcor"	chr19	+	41516459	41516525	41544046	41544140	41471965	41472039	41570216	41574975
135	"ENSMUSG00000025019"	"Lcor"	chr19	+	41516999	41517079	41534313	41534446	41516459	41516525	41540887	41541175
136	"ENSMUSG00000025019"	"Lcor"	chr19	+	41516999	41517079	41540887	41541175	41516459	41516525	41544046	41544140
137	"ENSMUSG00000025019"	"Lcor"	chr19	+	41534313	41534446	41540887	41541175	41516999	41517079	41544046	41544140
138	"ENSMUSG00000025019"	"Lcor"	chr19	+	41534313	41534446	41544046	41544140	41516999	41517079	41570216	41574975
139	"ENSMUSG00000025016"	"Tm9sf3"	chr19	-	41223119	41223214	41227116	41227283	41220781	41220912	41229015	41229147
140	"ENSMUSG00000025016"	"Tm9sf3"	chr19	-	41227116	41227283	41229015	41229147	41223119	41223214	41233882	41233960
141	"ENSMUSG00000025016"	"Tm9sf3"	chr19	-	41236344	41236467	41244583	41244779	41235081	41235242	41252197	41252419
143	"ENSMUSG00000048720"	"Tbc1d12"	chr19	+	38854059	38854183	38871102	38871218	38825022	38825890	38884430	38884513
144	"ENSMUSG00000048720"	"Tbc1d12"	chr19	+	38871102	38871218	38884430	38884513	38854059	38854183	38896215	38896296
145	"ENSMUSG00000048720"	"Tbc1d12"	chr19	+	38887312	38887430	38889752	38889859	38884430	38884513	38896215	38896296
146	"ENSMUSG00000054237"	"Fra10ac1"	chr19	-	38208079	38208175	38210284	38210361	38207905	38207951	38212409	38212586
147	"ENSMUSG00000054237"	"Fra10ac1"	chr19	-	38208079	38208175	38210284	38210398	38207905	38207951	38212409	38212604
148	"ENSMUSG00000040565"	"Btaf1"	chr19	+	36958386	36958529	36960848	36961052	36957976	36958126	36963854	36964281
149	"ENSMUSG00000040565"	"Btaf1"	chr19	+	36960848	36961052	36963854	36964281	36959046	36959221	36965380	36965571
150	"ENSMUSG00000024811"	"Tnks2"	chr19	+	36851196	36851416	36853584	36853773	36849822	36849988	36856634	36856887
151	"ENSMUSG00000041180"	"Hectd2"	chr19	+	36572608	36572654	36574476	36574586	36564765	36564830	36576286	36576435
152	"ENSMUSG00000024800"	"Rpp30"	chr19	+	36062465	36062521	36064358	36064415	36061115	36061218	36064723	36064798
154	"ENSMUSG00000040451"	"Sgms1"	chr19	-	32102625	32102792	32106940	32107094	32100126	32101924	32120145	32120263
155	"ENSMUSG00000040451"	"Sgms1"	chr19	-	32106940	32107094	32120145	32120263	32102625	32102792	32136923	32137763
156	"ENSMUSG00000040451"	"Sgms1"	chr19	-	32120145	32120263	32136923	32137763	32106940	32107094	32188227	32188413
157	"ENSMUSG00000040451"	"Sgms1"	chr19	-	32120145	32120263	32136923	32137763	32106940	32107094	32200908	32200990
158	"ENSMUSG00000040451"	"Sgms1"	chr19	-	32225393	32225436	32237375	32237497	32200908	32200990	32266940	32267031
159	"ENSMUSG00000040451"	"Sgms1"	chr19	-	32225393	32225436	32266940	32267031	32200908	32200990	32329344	32329423
160	"ENSMUSG00000024868"	"Dkk1"	chr19	-	30524962	30525112	30526177	30526346	30523262	30524838	30526533	30527065
161	"ENSMUSG00000038658"	"Ric1"	chr19	+	29561574	29561613	29561866	29561977	29557164	29557368	29563180	29563270
162	"ENSMUSG00000024789"	"Jak2"	chr19	+	29265300	29265487	29268566	29268701	29263700	29263812	29272255	29272343
163	"ENSMUSG00000024785"	"Rcl1"	chr19	+	29108049	29108206	29111799	29111903	29105398	29105524	29120541	29121243
164	"ENSMUSG00000024780"	"Cdc37l1"	chr19	+	28972440	28972722	28984371	28984487	28967751	28968069	28984972	28985095
165	"ENSMUSG00000024780"	"Cdc37l1"	chr19	+	28990187	28990310	28991210	28991353	28989297	28989453	28993405	28993592
166	"ENSMUSG00000100417"	"Gm28578"	chr19	-	45291305	45291389	45298355	45298442	45289581	45289799	45299410	45299529
167	"ENSMUSG00000024878"	"Cbwd1"	chr19	-	24909027	24909084	24915759	24915804	24905690	24905739	24918112	24918199
168	"ENSMUSG00000024812"	"Tjp2"	chr19	-	24076816	24076927	24078065	24078278	24075364	24075679	24079260	24079361
169	"ENSMUSG00000035171"	"1110059E24Rik"	chr19	-	21587969	21588026	21592766	21592809	21576189	21576232	21596472	21596579
170	"ENSMUSG00000039126"	"Prune2"	chr19	+	17170619	17170793	17176476	17176579	17156153	17156354	17177144	17177276
171	"ENSMUSG00000039126"	"Prune2"	chr19	+	17189041	17189077	17189655	17189694	17185594	17185693	17193689	17193737
172	"ENSMUSG00000039126"	"Prune2"	chr19	+	17189041	17189077	17193689	17193737	17185594	17185693	17198147	17201296
173	"ENSMUSG00000039126"	"Prune2"	chr19	+	17189655	17189694	17193689	17193737	17185594	17185693	17198147	17199173
174	"ENSMUSG00000039126"	"Prune2"	chr19	+	17189655	17189694	17193689	17193737	17189041	17189077	17198147	17201296
175	"ENSMUSG00000046230"	"Vps13a"	chr19	-	16655608	16655767	16657373	16657475	16655217	16655473	16659233	16659590
176	"ENSMUSG00000046230"	"Vps13a"	chr19	-	16727485	16727545	16729482	16729542	16727210	16727291	16731615	16731725
177	"ENSMUSG00000046230"	"Vps13a"	chr19	-	16737304	16737400	16739512	16739555	16736950	16737052	16743860	16743904
178	"ENSMUSG00000024695"	"Zfp91"	chr19	-	12755987	12756024	12756256	12756463	12755305	12755410	12767623	12767652
179	"ENSMUSG00000024695"	"Zfp91"	chr19	-	12756256	12756463	12767623	12767652	12755987	12756024	12772347	12773490
180	"ENSMUSG00000041488"	"Stx3"	chr19	-	11758930	11759044	11760389	11760500	11754848	11756537	11762753	11762888
185	"ENSMUSG00000024735"	"Prpf19"	chr19	+	10878053	10878129	10880065	10880135	10877687	10877762	10880331	10880417
186	"ENSMUSG00000034445"	"Cyb561a3"	chr19	+	10559661	10559860	10562545	10562754	10557826	10557926	10564054	10564209
187	"ENSMUSG00000024743"	"Syt7"	chr19	+	10399120	10399252	10399758	10399881	10395326	10395406	10400148	10400376
188	"ENSMUSG00000024743"	"Syt7"	chr19	+	10399120	10399252	10399758	10399881	10395326	10395406	10403662	10404031
191	"ENSMUSG00000024743"	"Syt7"	chr19	+	10399120	10399252	10403662	10404031	10395326	10395406	10412913	10413049
192	"ENSMUSG00000024743"	"Syt7"	chr19	+	10399758	10399881	10400148	10400376	10395326	10395406	10403662	10404031
195	"ENSMUSG00000024743"	"Syt7"	chr19	+	10400148	10400376	10403662	10404031	10395326	10395406	10412913	10413049
196	"ENSMUSG00000024743"	"Syt7"	chr19	+	10400148	10400376	10403662	10404031	10399120	10399252	10412913	10413049
197	"ENSMUSG00000024743"	"Syt7"	chr19	+	10403662	10404031	10407701	10407824	10400148	10400376	10412913	10413049
198	"ENSMUSG00000071645"	"Tut1"	chr19	+	8937106	8937207	8939707	8940186	8936450	8936766	8941383	8941493
199	"ENSMUSG00000071647"	"Eml3"	chr19	+	8914725	8914851	8914926	8915058	8914492	8914644	8915825	8915893
200	"ENSMUSG00000071647"	"Eml3"	chr19	+	8914926	8915058	8915825	8915893	8914725	8914851	8916391	8916480
201	"ENSMUSG00000071647"	"Eml3"	chr19	+	8915825	8915893	8916391	8916480	8914926	8915058	8916551	8916649
202	"ENSMUSG00000071647"	"Eml3"	chr19	+	8916780	8916868	8917942	8918041	8916551	8916649	8918266	8918397
203	"ENSMUSG00000071647"	"Eml3"	chr19	+	8917942	8918041	8918266	8918397	8916780	8916868	8918493	8918946
204	"ENSMUSG00000071649"	"B3gat3"	chr19	+	8899169	8899344	8902901	8903262	8897737	8898012	8903445	8903736
205	"ENSMUSG00000071649"	"B3gat3"	chr19	+	8899169	8899344	8903067	8903262	8897847	8898012	8903445	8903736
206	"ENSMUSG00000071657"	"Bscl2"	chr19	+	8824769	8824911	8825030	8825097	8823829	8823927	8825277	8825346
207	"ENSMUSG00000071659"	"Hnrnpul2"	chr19	+	8800167	8800303	8800593	8800670	8797373	8798177	8800893	8801033
208	"ENSMUSG00000071659"	"Hnrnpul2"	chr19	+	8802223	8802487	8802634	8802757	8801769	8801882	8803335	8803464
209	"ENSMUSG00000071659"	"Hnrnpul2"	chr19	+	8802634	8802757	8803335	8803464	8802223	8802487	8804007	8804176
210	"ENSMUSG00000071662"	"Polr2g"	chr19	-	8771843	8771894	8774599	8774759	8771665	8771731	8775587	8775697
211	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8713350	8713661	8715017	8715093	8713208	8713269	8715211	8715358
212	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8713350	8713661	8715211	8715358	8713208	8713269	8715516	8715618
213	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8713539	8713661	8715017	8715093	8713245	8713269	8715211	8715358
214	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8713539	8713661	8715211	8715358	8713245	8713269	8715516	8715618
215	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8713539	8713661	8715017	8715093	8713350	8713457	8715211	8715226
216	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8715017	8715093	8715211	8715358	8713350	8713661	8715516	8715618
217	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8715017	8715093	8715211	8715226	8713539	8713661	8715516	8715618
218	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8715211	8715226	8715516	8715618	8715017	8715093	8716629	8716730
219	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8715211	8715358	8715516	8715618	8715017	8715093	8716629	8716730
220	"ENSMUSG00000024969"	"Mark2"	chr19	-	7258362	7258620	7260090	7260188	7255406	7255451	7260397	7260570
221	"ENSMUSG00000024969"	"Mark2"	chr19	-	7259162	7259324	7260090	7260188	7258362	7258620	7260397	7260570
222	"ENSMUSG00000024969"	"Mark2"	chr19	-	7267967	7268147	7318532	7318619	7267701	7267734	7318863	7319007
223	"ENSMUSG00000024764"	"Naa40"	chr19	-	7207086	7207648	7211468	7211521	7205716	7205794	7212427	7212523
224	"ENSMUSG00000024764"	"Naa40"	chr19	-	7211468	7211521	7212427	7212523	7207086	7207648	7218302	7218419
225	"ENSMUSG00000024767"	"Otub1"	chr19	-	7177307	7177426	7181422	7181521	7177027	7177112	7181754	7181816
226	"ENSMUSG00000024767"	"Otub1"	chr19	-	7181422	7181521	7181754	7181816	7177307	7177426	7183566	7183681
227	"ENSMUSG00000024966"	"Stip1"	chr19	-	7009848	7010017	7011530	7011672	7006475	7006602	7012014	7012156
228	"ENSMUSG00000024966"	"Stip1"	chr19	-	7011530	7011672	7012014	7012156	7009848	7010017	7012863	7013073
229	"ENSMUSG00000024963"	"Dnajc4"	chr19	-	6968085	6968179	6969526	6969689	6966761	6967233	6969916	6969940
230	"ENSMUSG00000056629"	"Fkbp2"	chr19	-	6955757	6955804	6955925	6956038	6955378	6955414	6956340	6956509
231	"ENSMUSG00000024960"	"Plcb3"	chr19	-	6943753	6943822	6943999	6944077	6943510	6943651	6946752	6946881
232	"ENSMUSG00000024960"	"Plcb3"	chr19	-	6943999	6944077	6946752	6946881	6943753	6943822	6951562	6951719
233	"ENSMUSG00000118668"	"Rps6ka4"	chr19	-	6814694	6814845	6814947	6815051	6812468	6812633	6815123	6815204
234	"ENSMUSG00000024949"	"Sf1"	chr19	+	6424554	6424638	6424748	6424928	6424039	6424313	6426325	6426542
235	"ENSMUSG00000024949"	"Sf1"	chr19	+	6424578	6424638	6424748	6424928	6424039	6424313	6425687	6425892
236	"ENSMUSG00000024949"	"Sf1"	chr19	+	6424578	6424638	6424748	6424928	6424039	6424313	6426325	6426542
237	"ENSMUSG00000024949"	"Sf1"	chr19	+	6424583	6424638	6424748	6424928	6424158	6424313	6425687	6425810
238	"ENSMUSG00000024772"	"Ehd1"	chr19	+	6331247	6331345	6344243	6344656	6326754	6327408	6347562	6347727
239	"ENSMUSG00000024777"	"Ppp2r5b"	chr19	-	6280415	6280466	6280531	6280585	6280185	6280305	6280936	6281045
240	"ENSMUSG00000024944"	"Arl2"	chr19	-	6186008	6186089	6187507	6187670	6184412	6184831	6187759	6187870
241	"ENSMUSG00000056917"	"Sipa1"	chr19	-	5709623	5709751	5710341	5711139	5709361	5709538	5713631	5713664
242	"ENSMUSG00000056917"	"Sipa1"	chr19	-	5709623	5709751	5710341	5711109	5709361	5709538	5713631	5713680
243	"ENSMUSG00000056917"	"Sipa1"	chr19	-	5709623	5709751	5710341	5710426	5709361	5709538	5713631	5713688
244	"ENSMUSG00000024926"	"Kat5"	chr19	-	5657743	5657992	5658282	5658357	5657578	5657668	5658665	5658740
245	"ENSMUSG00000024875"	"Yif1a"	chr19	+	5139799	5139904	5140031	5140110	5139446	5139658	5141395	5141453
247	"ENSMUSG00000024883"	"Rin1"	chr19	+	5101585	5101658	5101801	5101860	5101381	5101496	5102003	5102078
248	"ENSMUSG00000024891"	"Slc29a2"	chr19	+	5074538	5074620	5076055	5076216	5073887	5074305	5076385	5076525
249	"ENSMUSG00000024891"	"Slc29a2"	chr19	+	5074538	5074620	5076055	5076216	5074141	5074310	5076385	5076525
250	"ENSMUSG00000034108"	"Ccs"	chr19	-	4882860	4882921	4883368	4883546	4875971	4876049	4884200	4884338
