"event_id","GeneID","geneSymbol","chr","exonStart_0base","exonEnd","exon_length","size_category","dPSI","FDR","direction"
"ENSMUSG00000055923_chr5_77052805_77052859","ENSMUSG00000055923","Aasdh","chr5",77052805,77052859,54,"Regular (>50bp)",0.268,0.0430143432113624,"Inclusion"
"ENSMUSG00000085562_chr4_125815665_125815761","ENSMUSG00000085562","2610028E06Rik","chr4",125815665,125815761,96,"Regular (>50bp)",-0.124,0.0024434731451566,"Exclusion"
"ENSMUSG00000025006_chr19_40329128_40329194","ENSMUSG00000025006","Sorbs1","chr19",40329128,40329194,66,"Regular (>50bp)",0.184,0.00212376547718423,"Inclusion"
"ENSMUSG00000025006_chr19_40365088_40365247","ENSMUSG00000025006","Sorbs1","chr19",40365088,40365247,159,"Regular (>50bp)",0.126,0.000149434302068747,"Inclusion"
"ENSMUSG00000025006_chr19_40371199_40371226","ENSMUSG00000025006","Sorbs1","chr19",40371199,40371226,27,"Microexon (0-30bp)",0.149,0.0343502534780225,"Inclusion"
"ENSMUSG00000045251_chr7_127019181_127019277","ENSMUSG00000045251","Zfp688","chr7",127019181,127019277,96,"Regular (>50bp)",-0.101,0.000156625548282831,"Exclusion"
"ENSMUSG00000003810_chr4_116190609_116190630","ENSMUSG00000003810","Mast2","chr4",116190609,116190630,21,"Microexon (0-30bp)",0.248,0,"Inclusion"
"ENSMUSG00000032413_chr9_96448068_96448175","ENSMUSG00000032413","Rasa2","chr9",96448068,96448175,107,"Regular (>50bp)",-0.198,4.69237267447185e-08,"Exclusion"
"ENSMUSG00000032413_chr9_96450416_96450540","ENSMUSG00000032413","Rasa2","chr9",96450416,96450540,124,"Regular (>50bp)",-0.137,8.3645898467828e-08,"Exclusion"
"ENSMUSG00000073779_chr4_107667959_107668143","ENSMUSG00000073779","Lrp8os2","chr4",107667959,107668143,184,"Regular (>50bp)",0.463,0.0054495911586332,"Inclusion"
"ENSMUSG00000073779_chr4_107673123_107673264","ENSMUSG00000073779","Lrp8os2","chr4",107673123,107673264,141,"Regular (>50bp)",0.637,0.00489419159100366,"Inclusion"
"ENSMUSG00000061887_chr4_106884413_106884494","ENSMUSG00000061887","Ssbp3","chr4",106884413,106884494,81,"Regular (>50bp)",0.101,1.90927258199199e-05,"Inclusion"
"ENSMUSG00000062646_chr2_120274618_120274720","ENSMUSG00000062646","Ganc","chr2",120274618,120274720,102,"Regular (>50bp)",-0.13,0.00167682594581168,"Exclusion"
"ENSMUSG00000028524_chr4_102757722_102757734","ENSMUSG00000028524","Sgip1","chr4",102757722,102757734,12,"Microexon (0-30bp)",0.461,0.00482199685480026,"Inclusion"
"ENSMUSG00000028524_chr4_102762761_102762773","ENSMUSG00000028524","Sgip1","chr4",102762761,102762773,12,"Microexon (0-30bp)",0.167,0.012020875500013,"Inclusion"
"ENSMUSG00000028565_chr4_97969961_97970053","ENSMUSG00000028565","Nfia","chr4",97969961,97970053,92,"Regular (>50bp)",0.238,0.000552253548699556,"Inclusion"
"ENSMUSG00000024603_chr18_60678428_60678449","ENSMUSG00000024603","Dctn4","chr18",60678428,60678449,21,"Microexon (0-30bp)",0.164,2.36488905850054e-07,"Inclusion"
"ENSMUSG00000037997_chr6_127448510_127448631","ENSMUSG00000037997","Parp11","chr6",127448510,127448631,121,"Regular (>50bp)",0.298,0.00106953072186993,"Inclusion"
"ENSMUSG00000024050_chr17_32581766_32581937","ENSMUSG00000024050","Wiz","chr17",32581766,32581937,171,"Regular (>50bp)",-0.17,0.00333909935749162,"Exclusion"
"ENSMUSG00000052407_chr4_83539061_83539200","ENSMUSG00000052407","Ccdc171","chr4",83539061,83539200,139,"Regular (>50bp)",0.201,0.000559375073688631,"Inclusion"
"ENSMUSG00000061306_chr11_119999292_119999316","ENSMUSG00000061306","Slc38a10","chr11",119999292,119999316,24,"Microexon (0-30bp)",0.174,0,"Inclusion"
"ENSMUSG00000061306_chr11_119999292_119999379","ENSMUSG00000061306","Slc38a10","chr11",119999292,119999379,87,"Regular (>50bp)",0.327,0,"Inclusion"
"ENSMUSG00000078716_chr4_43681045_43681314","ENSMUSG00000078716","Tmem8b","chr4",43681045,43681314,269,"Regular (>50bp)",0.15,0.00215412087797802,"Inclusion"
"ENSMUSG00000020166_chr10_116342945_116343093","ENSMUSG00000020166","Cnot2","chr10",116342945,116343093,148,"Regular (>50bp)",-0.146,0.00404923577228385,"Exclusion"
"ENSMUSG00000020166_chr10_116342945_116343093","ENSMUSG00000020166","Cnot2","chr10",116342945,116343093,148,"Regular (>50bp)",-0.176,5.07816002564625e-05,"Exclusion"
"ENSMUSG00000020166_chr10_116353221_116353288","ENSMUSG00000020166","Cnot2","chr10",116353221,116353288,67,"Regular (>50bp)",-0.219,5.00565407746177e-05,"Exclusion"
"ENSMUSG00000028433_chr4_41245455_41245492","ENSMUSG00000028433","Ubap2","chr4",41245455,41245492,37,"Small (30-50bp)",0.109,0,"Inclusion"
"ENSMUSG00000022307_chr15_41712065_41712146","ENSMUSG00000022307","Oxr1","chr15",41712065,41712146,81,"Regular (>50bp)",0.246,0.0046610905054062,"Inclusion"
"ENSMUSG00000009073_chr11_4730577_4730622","ENSMUSG00000009073","Nf2","chr11",4730577,4730622,45,"Small (30-50bp)",0.174,1.62465065210454e-10,"Inclusion"
"ENSMUSG00000029208_chr5_69720425_69720565","ENSMUSG00000029208","Guf1","chr5",69720425,69720565,140,"Regular (>50bp)",0.123,0.00937281362651569,"Inclusion"
"ENSMUSG00000040537_chr5_8136593_8136623","ENSMUSG00000040537","Adam22","chr5",8136593,8136623,30,"Microexon (0-30bp)",0.13,0.00900364149579749,"Inclusion"
"ENSMUSG00000050549_chr3_127681603_127681634","ENSMUSG00000050549","Fam241a","chr3",127681603,127681634,31,"Small (30-50bp)",0.154,0.000166478503906857,"Inclusion"
"ENSMUSG00000037736_chr5_67150485_67150521","ENSMUSG00000037736","Limch1","chr5",67150485,67150521,36,"Small (30-50bp)",-0.131,0.0015000099963555,"Exclusion"
"ENSMUSG00000028184_chr3_148532847_148532874","ENSMUSG00000028184","Adgrl2","chr3",148532847,148532874,27,"Microexon (0-30bp)",0.203,0.000209883033950081,"Inclusion"
"ENSMUSG00000036745_chr3_146647573_146647648","ENSMUSG00000036745","Ttll7","chr3",146647573,146647648,75,"Regular (>50bp)",0.158,7.11283720357769e-06,"Inclusion"
"ENSMUSG00000089862_chr6_8401076_8401154","ENSMUSG00000089862","Umad1","chr6",8401076,8401154,78,"Regular (>50bp)",0.173,0.00871396253698632,"Inclusion"
"ENSMUSG00000028256_chr3_144832783_144832912","ENSMUSG00000028256","Odf2l","chr3",144832783,144832912,129,"Regular (>50bp)",0.141,1.59770158945174e-05,"Inclusion"
"ENSMUSG00000090290_chr8_127189921_127189974","ENSMUSG00000090290","Tarbp1","chr8",127189921,127189974,53,"Regular (>50bp)",0.107,5.95577614460032e-07,"Inclusion"
"ENSMUSG00000042133_chr2_69561834_69561924","ENSMUSG00000042133","Ppig","chr2",69561834,69561924,90,"Regular (>50bp)",-0.251,0.0365275811240257,"Exclusion"
"ENSMUSG00000002608_chr7_25417569_25417704","ENSMUSG00000002608","Ccdc97","chr7",25417569,25417704,135,"Regular (>50bp)",-0.394,0.00938056998262256,"Exclusion"
"ENSMUSG00000001036_chr11_61425403_61425439","ENSMUSG00000001036","Epn2","chr11",61425403,61425439,36,"Small (30-50bp)",0.122,7.70019309919651e-05,"Inclusion"
"ENSMUSG00000052727_chr13_99578141_99578282","ENSMUSG00000052727","Map1b","chr13",99578141,99578282,141,"Regular (>50bp)",-0.146,0.00750360027238407,"Exclusion"
"ENSMUSG00000070047_chr8_45498769_45498822","ENSMUSG00000070047","Fat1","chr8",45498769,45498822,53,"Regular (>50bp)",0.239,0.0120987580619089,"Inclusion"
"ENSMUSG00000037822_chr5_65608054_65608160","ENSMUSG00000037822","Smim14","chr5",65608054,65608160,106,"Regular (>50bp)",-0.122,0.011583997547782,"Exclusion"
