"event_id","GeneID","geneSymbol","chr","exonStart_0base","exonEnd","exon_length","size_category","Neg_dPSI","Neg_FDR","Neg_significant","Neg_direction","Pos_dPSI","Pos_FDR","Pos_significant","Pos_direction","KO_dPSI","KO_FDR","KO_significant","KO_direction","pattern"
"ENSMUSG00000000631_chr11_77702834_77703545","ENSMUSG00000000631","Myo18a","chr11",77702834,77703545,711,"Regular (>50bp)",0.017,1,FALSE,"Inclusion",-0.444,0.0158665579843822,TRUE,"Exclusion",0.004,1,FALSE,"Inclusion","Inc/Exc/Inc"
"ENSMUSG00000000631_chr11_77702834_77703545","ENSMUSG00000000631","Myo18a","chr11",77702834,77703545,711,"Regular (>50bp)",0.017,1,FALSE,"Inclusion",-0.444,0.0158665579843822,TRUE,"Exclusion",-0.325,0.169322689005995,FALSE,"Exclusion","Inc/Exc/Exc"
"ENSMUSG00000000631_chr11_77702834_77703545","ENSMUSG00000000631","Myo18a","chr11",77702834,77703545,711,"Regular (>50bp)",0.004,1,FALSE,"Inclusion",-0.444,0.0158665579843822,TRUE,"Exclusion",-0.116,1,FALSE,"Exclusion","Inc/Exc/Exc"
"ENSMUSG00000000631_chr11_77702834_77703545","ENSMUSG00000000631","Myo18a","chr11",77702834,77703545,711,"Regular (>50bp)",0.004,1,FALSE,"Inclusion",-0.444,0.0158665579843822,TRUE,"Exclusion",0.002,1,FALSE,"Inclusion","Inc/Exc/Inc"
"ENSMUSG00000000631_chr11_77702834_77703545","ENSMUSG00000000631","Myo18a","chr11",77702834,77703545,711,"Regular (>50bp)",0.004,1,FALSE,"Inclusion",-0.444,0.0158665579843822,TRUE,"Exclusion",0.004,1,FALSE,"Inclusion","Inc/Exc/Inc"
"ENSMUSG00000000631_chr11_77702834_77703545","ENSMUSG00000000631","Myo18a","chr11",77702834,77703545,711,"Regular (>50bp)",0.004,1,FALSE,"Inclusion",-0.444,0.0158665579843822,TRUE,"Exclusion",-0.325,0.169322689005995,FALSE,"Exclusion","Inc/Exc/Exc"
"ENSMUSG00000000631_chr11_77702834_77703545","ENSMUSG00000000631","Myo18a","chr11",77702834,77703545,711,"Regular (>50bp)",-0.39,0.0721708081119286,FALSE,"Exclusion",-0.444,0.0158665579843822,TRUE,"Exclusion",-0.116,1,FALSE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000631_chr11_77702834_77703545","ENSMUSG00000000631","Myo18a","chr11",77702834,77703545,711,"Regular (>50bp)",-0.39,0.0721708081119286,FALSE,"Exclusion",-0.444,0.0158665579843822,TRUE,"Exclusion",0.002,1,FALSE,"Inclusion","Exc/Exc/Inc"
"ENSMUSG00000000631_chr11_77702834_77703545","ENSMUSG00000000631","Myo18a","chr11",77702834,77703545,711,"Regular (>50bp)",-0.39,0.0721708081119286,FALSE,"Exclusion",-0.444,0.0158665579843822,TRUE,"Exclusion",0.004,1,FALSE,"Inclusion","Exc/Exc/Inc"
"ENSMUSG00000000631_chr11_77702834_77703545","ENSMUSG00000000631","Myo18a","chr11",77702834,77703545,711,"Regular (>50bp)",-0.39,0.0721708081119286,FALSE,"Exclusion",-0.444,0.0158665579843822,TRUE,"Exclusion",-0.325,0.169322689005995,FALSE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000631_chr11_77702834_77703545","ENSMUSG00000000631","Myo18a","chr11",77702834,77703545,711,"Regular (>50bp)",0.004,1,FALSE,"Inclusion",-0.444,0.0158665579843822,TRUE,"Exclusion",-0.116,1,FALSE,"Exclusion","Inc/Exc/Exc"
"ENSMUSG00000000631_chr11_77702834_77703545","ENSMUSG00000000631","Myo18a","chr11",77702834,77703545,711,"Regular (>50bp)",0.004,1,FALSE,"Inclusion",-0.444,0.0158665579843822,TRUE,"Exclusion",0.002,1,FALSE,"Inclusion","Inc/Exc/Inc"
"ENSMUSG00000000631_chr11_77702834_77703545","ENSMUSG00000000631","Myo18a","chr11",77702834,77703545,711,"Regular (>50bp)",0.004,1,FALSE,"Inclusion",-0.444,0.0158665579843822,TRUE,"Exclusion",0.004,1,FALSE,"Inclusion","Inc/Exc/Inc"
"ENSMUSG00000000631_chr11_77702834_77703545","ENSMUSG00000000631","Myo18a","chr11",77702834,77703545,711,"Regular (>50bp)",0.004,1,FALSE,"Inclusion",-0.444,0.0158665579843822,TRUE,"Exclusion",-0.325,0.169322689005995,FALSE,"Exclusion","Inc/Exc/Exc"
"ENSMUSG00000000631_chr11_77706681_77706717","ENSMUSG00000000631","Myo18a","chr11",77706681,77706717,36,"Small (30-50bp)",0.169,0.000733043013247745,TRUE,"Inclusion",0.024,1,FALSE,"Inclusion",-0.054,1,FALSE,"Exclusion","Inc/Inc/Exc"
"ENSMUSG00000000631_chr11_77706681_77706717","ENSMUSG00000000631","Myo18a","chr11",77706681,77706717,36,"Small (30-50bp)",0.169,0.000733043013247745,TRUE,"Inclusion",0.024,1,FALSE,"Inclusion",-0.042,1,FALSE,"Exclusion","Inc/Inc/Exc"
"ENSMUSG00000000631_chr11_77706681_77706717","ENSMUSG00000000631","Myo18a","chr11",77706681,77706717,36,"Small (30-50bp)",0.169,0.000733043013247745,TRUE,"Inclusion",-0.113,0.16448200605518,FALSE,"Exclusion",-0.054,1,FALSE,"Exclusion","Inc/Exc/Exc"
"ENSMUSG00000000631_chr11_77706681_77706717","ENSMUSG00000000631","Myo18a","chr11",77706681,77706717,36,"Small (30-50bp)",0.169,0.000733043013247745,TRUE,"Inclusion",-0.113,0.16448200605518,FALSE,"Exclusion",-0.042,1,FALSE,"Exclusion","Inc/Exc/Exc"
"ENSMUSG00000000631_chr11_77706681_77706825","ENSMUSG00000000631","Myo18a","chr11",77706681,77706825,144,"Regular (>50bp)",0.185,7.64290750052284e-07,TRUE,"Inclusion",-0.02,1,FALSE,"Exclusion",-0.054,0.488063093077536,FALSE,"Exclusion","Inc/Exc/Exc"
"ENSMUSG00000000631_chr11_77706681_77706825","ENSMUSG00000000631","Myo18a","chr11",77706681,77706825,144,"Regular (>50bp)",0.185,7.64290750052284e-07,TRUE,"Inclusion",0.046,1,FALSE,"Inclusion",-0.054,0.488063093077536,FALSE,"Exclusion","Inc/Inc/Exc"
"ENSMUSG00000000631_chr11_77745503_77745548","ENSMUSG00000000631","Myo18a","chr11",77745503,77745548,45,"Small (30-50bp)",0.019,1,FALSE,"Inclusion",-0.12,0.000131915200960212,TRUE,"Exclusion",0.047,0.626266004148811,FALSE,"Inclusion","Inc/Exc/Inc"
"ENSMUSG00000000631_chr11_77745503_77745548","ENSMUSG00000000631","Myo18a","chr11",77745503,77745548,45,"Small (30-50bp)",-0.089,0.0110463760226019,FALSE,"Exclusion",-0.12,0.000131915200960212,TRUE,"Exclusion",0.047,0.626266004148811,FALSE,"Inclusion","Exc/Exc/Inc"
"ENSMUSG00000000751_chr11_75232969_75233020","ENSMUSG00000000751","Rpa1","chr11",75232969,75233020,51,"Regular (>50bp)",0,1,FALSE,"Exclusion",-0.144,0.000640439286395643,TRUE,"Exclusion",0,1,FALSE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000827_chr2_181152296_181152323","ENSMUSG00000000827","Tpd52l2","chr2",181152296,181152323,27,"Microexon (0-30bp)",0.106,0.000429899112835956,TRUE,"Inclusion",0.027,1,FALSE,"Inclusion",-0.066,0.095396599778653,FALSE,"Exclusion","Inc/Inc/Exc"
"ENSMUSG00000000881_chrX_99853467_99853513","ENSMUSG00000000881","Dlg3","chrX",99853467,99853513,46,"Small (30-50bp)",0.091,0.502305414309528,FALSE,"Inclusion",0.134,7.81094895861366e-09,TRUE,"Inclusion",0.044,0.740278843164968,FALSE,"Inclusion","Inc/Inc/Inc"
"ENSMUSG00000000881_chrX_99853467_99853513","ENSMUSG00000000881","Dlg3","chrX",99853467,99853513,46,"Small (30-50bp)",0.085,7.79195327993499e-05,FALSE,"Inclusion",0.134,7.81094895861366e-09,TRUE,"Inclusion",0.044,0.740278843164968,FALSE,"Inclusion","Inc/Inc/Inc"
"ENSMUSG00000000884_chr16_18359721_18359847","ENSMUSG00000000884","Gnb1l","chr16",18359721,18359847,126,"Regular (>50bp)",0.008,1,FALSE,"Inclusion",-0.089,0.397838517698896,FALSE,"Exclusion",0.368,0.0260330115257014,TRUE,"Inclusion","Inc/Exc/Inc"
"ENSMUSG00000000884_chr16_18359721_18359847","ENSMUSG00000000884","Gnb1l","chr16",18359721,18359847,126,"Regular (>50bp)",-0.013,1,FALSE,"Exclusion",-0.089,0.397838517698896,FALSE,"Exclusion",0.368,0.0260330115257014,TRUE,"Inclusion","Exc/Exc/Inc"
"ENSMUSG00000000884_chr16_18359721_18359847","ENSMUSG00000000884","Gnb1l","chr16",18359721,18359847,126,"Regular (>50bp)",-0.013,1,FALSE,"Exclusion",-0.038,0.945571904340328,FALSE,"Exclusion",0.368,0.0260330115257014,TRUE,"Inclusion","Exc/Exc/Inc"
"ENSMUSG00000000884_chr16_18359721_18359847","ENSMUSG00000000884","Gnb1l","chr16",18359721,18359847,126,"Regular (>50bp)",-0.013,1,FALSE,"Exclusion",-0.031,1,FALSE,"Exclusion",0.368,0.0260330115257014,TRUE,"Inclusion","Exc/Exc/Inc"
"ENSMUSG00000000884_chr16_18359721_18359847","ENSMUSG00000000884","Gnb1l","chr16",18359721,18359847,126,"Regular (>50bp)",0.058,0.0507930039251298,FALSE,"Inclusion",-0.031,1,FALSE,"Exclusion",0.368,0.0260330115257014,TRUE,"Inclusion","Inc/Exc/Inc"
"ENSMUSG00000000884_chr16_18359721_18359847","ENSMUSG00000000884","Gnb1l","chr16",18359721,18359847,126,"Regular (>50bp)",0.058,0.0507930039251298,FALSE,"Inclusion",-0.089,0.397838517698896,FALSE,"Exclusion",0.368,0.0260330115257014,TRUE,"Inclusion","Inc/Exc/Inc"
"ENSMUSG00000000884_chr16_18359721_18359847","ENSMUSG00000000884","Gnb1l","chr16",18359721,18359847,126,"Regular (>50bp)",0.008,1,FALSE,"Inclusion",-0.038,0.945571904340328,FALSE,"Exclusion",0.368,0.0260330115257014,TRUE,"Inclusion","Inc/Exc/Inc"
"ENSMUSG00000000884_chr16_18359721_18359847","ENSMUSG00000000884","Gnb1l","chr16",18359721,18359847,126,"Regular (>50bp)",0.008,1,FALSE,"Inclusion",-0.031,1,FALSE,"Exclusion",0.368,0.0260330115257014,TRUE,"Inclusion","Inc/Exc/Inc"
"ENSMUSG00000000884_chr16_18359721_18359847","ENSMUSG00000000884","Gnb1l","chr16",18359721,18359847,126,"Regular (>50bp)",0.058,0.0507930039251298,FALSE,"Inclusion",-0.038,0.945571904340328,FALSE,"Exclusion",0.368,0.0260330115257014,TRUE,"Inclusion","Inc/Exc/Inc"
"ENSMUSG00000000884_chr16_18362860_18363023","ENSMUSG00000000884","Gnb1l","chr16",18362860,18363023,163,"Regular (>50bp)",-0.002,1,FALSE,"Exclusion",0.029,1,FALSE,"Inclusion",0.112,0.0368397402264482,TRUE,"Inclusion","Exc/Inc/Inc"
"ENSMUSG00000000884_chr16_18362860_18363023","ENSMUSG00000000884","Gnb1l","chr16",18362860,18363023,163,"Regular (>50bp)",-0.035,1,FALSE,"Exclusion",0.006,1,FALSE,"Inclusion",0.112,0.0368397402264482,TRUE,"Inclusion","Exc/Inc/Inc"
"ENSMUSG00000000884_chr16_18362860_18363023","ENSMUSG00000000884","Gnb1l","chr16",18362860,18363023,163,"Regular (>50bp)",-0.002,1,FALSE,"Exclusion",0.006,1,FALSE,"Inclusion",0.112,0.0368397402264482,TRUE,"Inclusion","Exc/Inc/Inc"
"ENSMUSG00000000884_chr16_18362860_18363023","ENSMUSG00000000884","Gnb1l","chr16",18362860,18363023,163,"Regular (>50bp)",-0.035,1,FALSE,"Exclusion",0.029,1,FALSE,"Inclusion",0.112,0.0368397402264482,TRUE,"Inclusion","Exc/Inc/Inc"
"ENSMUSG00000000884_chr16_18362864_18363023","ENSMUSG00000000884","Gnb1l","chr16",18362864,18363023,159,"Regular (>50bp)",0.009,1,FALSE,"Inclusion",0.03,1,FALSE,"Inclusion",0.117,0.0378555245029507,TRUE,"Inclusion","Inc/Inc/Inc"
"ENSMUSG00000000884_chr16_18362864_18363023","ENSMUSG00000000884","Gnb1l","chr16",18362864,18363023,159,"Regular (>50bp)",0.009,1,FALSE,"Inclusion",0.023,1,FALSE,"Inclusion",0.117,0.0378555245029507,TRUE,"Inclusion","Inc/Inc/Inc"
"ENSMUSG00000000884_chr16_18362864_18363023","ENSMUSG00000000884","Gnb1l","chr16",18362864,18363023,159,"Regular (>50bp)",-0.027,1,FALSE,"Exclusion",0.03,1,FALSE,"Inclusion",0.117,0.0378555245029507,TRUE,"Inclusion","Exc/Inc/Inc"
"ENSMUSG00000000884_chr16_18362864_18363023","ENSMUSG00000000884","Gnb1l","chr16",18362864,18363023,159,"Regular (>50bp)",-0.027,1,FALSE,"Exclusion",0.023,1,FALSE,"Inclusion",0.117,0.0378555245029507,TRUE,"Inclusion","Exc/Inc/Inc"
"ENSMUSG00000000889_chr2_27060323_27060581","ENSMUSG00000000889","Dbh","chr2",27060323,27060581,258,"Regular (>50bp)",NA,NA,NA,NA,-0.146,0.0114783170626558,TRUE,"Exclusion",-0.034,1,FALSE,"Exclusion","NS/Exc/Exc"
"ENSMUSG00000000958_chr14_54612004_54612128","ENSMUSG00000000958","Slc7a7","chr14",54612004,54612128,124,"Regular (>50bp)",0.075,0.515930143955789,FALSE,"Inclusion",0.011,1,FALSE,"Inclusion",0.146,0.0006545800703738,TRUE,"Inclusion","Inc/Inc/Inc"
"ENSMUSG00000000958_chr14_54612004_54612128","ENSMUSG00000000958","Slc7a7","chr14",54612004,54612128,124,"Regular (>50bp)",-0.002,1,FALSE,"Exclusion",0.036,1,FALSE,"Inclusion",0.146,0.0006545800703738,TRUE,"Inclusion","Exc/Inc/Inc"
"ENSMUSG00000000958_chr14_54612004_54612128","ENSMUSG00000000958","Slc7a7","chr14",54612004,54612128,124,"Regular (>50bp)",0.075,0.515930143955789,FALSE,"Inclusion",0.036,1,FALSE,"Inclusion",0.146,0.0006545800703738,TRUE,"Inclusion","Inc/Inc/Inc"
"ENSMUSG00000000958_chr14_54612004_54612128","ENSMUSG00000000958","Slc7a7","chr14",54612004,54612128,124,"Regular (>50bp)",-0.002,1,FALSE,"Exclusion",0.011,1,FALSE,"Inclusion",0.146,0.0006545800703738,TRUE,"Inclusion","Exc/Inc/Inc"
"ENSMUSG00000001017_chr3_90409422_90409560","ENSMUSG00000001017","Chtop","chr3",90409422,90409560,138,"Regular (>50bp)",-0.052,0.0198302412288694,FALSE,"Exclusion",-0.103,4.04967711294638e-08,TRUE,"Exclusion",-0.034,0.259470375033632,FALSE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000001036_chr11_61425403_61425439","ENSMUSG00000001036","Epn2","chr11",61425403,61425439,36,"Small (30-50bp)",0.122,7.70019309919651e-05,TRUE,"Inclusion",0.077,0.0550720388381234,FALSE,"Inclusion",0.003,1,FALSE,"Inclusion","Inc/Inc/Inc"
"ENSMUSG00000001036_chr11_61444335_61444405","ENSMUSG00000001036","Epn2","chr11",61444335,61444405,70,"Regular (>50bp)",-0.119,0.00167767497948593,TRUE,"Exclusion",0.002,1,FALSE,"Inclusion",0.038,0.120290165679207,FALSE,"Inclusion","Exc/Inc/Inc"
"ENSMUSG00000001036_chr11_61444335_61444405","ENSMUSG00000001036","Epn2","chr11",61444335,61444405,70,"Regular (>50bp)",-0.119,0.00167767497948593,TRUE,"Exclusion",0.002,1,FALSE,"Inclusion",0.103,1,FALSE,"Inclusion","Exc/Inc/Inc"
"ENSMUSG00000001036_chr11_61444335_61444405","ENSMUSG00000001036","Epn2","chr11",61444335,61444405,70,"Regular (>50bp)",-0.119,0.00167767497948593,TRUE,"Exclusion",0.002,1,FALSE,"Inclusion",-0.096,0.0438004420675029,FALSE,"Exclusion","Exc/Inc/Exc"
"ENSMUSG00000001036_chr11_61444335_61444405","ENSMUSG00000001036","Epn2","chr11",61444335,61444405,70,"Regular (>50bp)",-0.119,0.00167767497948593,TRUE,"Exclusion",0.002,1,FALSE,"Inclusion",0.02,1,FALSE,"Inclusion","Exc/Inc/Inc"
"ENSMUSG00000001036_chr11_61444335_61444405","ENSMUSG00000001036","Epn2","chr11",61444335,61444405,70,"Regular (>50bp)",-0.119,0.00167767497948593,TRUE,"Exclusion",0.002,1,FALSE,"Inclusion",-0.048,1,FALSE,"Exclusion","Exc/Inc/Exc"
"ENSMUSG00000001036_chr11_61444335_61444405","ENSMUSG00000001036","Epn2","chr11",61444335,61444405,70,"Regular (>50bp)",-0.119,0.00167767497948593,TRUE,"Exclusion",0.096,1,FALSE,"Inclusion",0.038,0.120290165679207,FALSE,"Inclusion","Exc/Inc/Inc"
