"event_id","GeneID","geneSymbol","chr","exonStart_0base","exonEnd","exon_length","size_category","dPSI","FDR","direction"
"ENSMUSG00000064147_chr17_29355240_29355336","ENSMUSG00000064147","Rab44","chr17",29355240,29355336,96,"Regular (>50bp)",-0.126,0.000624453833887834,"Exclusion"
"ENSMUSG00000073430_chr17_27562274_27562556","ENSMUSG00000073430","Gm10505","chr17",27562274,27562556,282,"Regular (>50bp)",-0.239,0.00187057145295122,"Exclusion"
"ENSMUSG00000057789_chr17_27240636_27240656","ENSMUSG00000057789","Bak1","chr17",27240636,27240656,20,"Microexon (0-30bp)",-0.298,0,"Exclusion"
"ENSMUSG00000048731_chr17_27241224_27241314","ENSMUSG00000048731","Ggnbp1","chr17",27241224,27241314,90,"Regular (>50bp)",0.301,0.00745152073852607,"Inclusion"
"ENSMUSG00000037326_chr17_26179038_26179205","ENSMUSG00000037326","Capn15","chr17",26179038,26179205,167,"Regular (>50bp)",-0.262,0.000279005037004893,"Exclusion"
"ENSMUSG00000025728_chr17_26150435_26150547","ENSMUSG00000025728","Pigq","chr17",26150435,26150547,112,"Regular (>50bp)",-0.158,2.52250847565998e-12,"Exclusion"
"ENSMUSG00000025728_chr17_26150435_26150647","ENSMUSG00000025728","Pigq","chr17",26150435,26150647,212,"Regular (>50bp)",-0.172,8.23979773301535e-12,"Exclusion"
"ENSMUSG00000025728_chr17_26150647_26151205","ENSMUSG00000025728","Pigq","chr17",26150647,26151205,558,"Regular (>50bp)",-0.253,2.58657996923983e-05,"Exclusion"
"ENSMUSG00000067931_chr17_21789310_21789389","ENSMUSG00000067931","Zfp948","chr17",21789310,21789389,79,"Regular (>50bp)",0.128,9.00811004318081e-08,"Inclusion"
"ENSMUSG00000080316_chr17_18051335_18051524","ENSMUSG00000080316","Spaca6","chr17",18051335,18051524,189,"Regular (>50bp)",-0.21,0.000482402194760032,"Exclusion"
"ENSMUSG00000116953_chr17_15206035_15206172","ENSMUSG00000116953","9030025P20Rik","chr17",15206035,15206172,137,"Regular (>50bp)",-0.144,0.000971842292938529,"Exclusion"
"ENSMUSG00000034377_chr17_6172102_6172619","ENSMUSG00000034377","Tulp4","chr17",6172102,6172619,517,"Regular (>50bp)",-0.497,0.000230168188191636,"Exclusion"
"ENSMUSG00000051297_chr16_92275500_92275856","ENSMUSG00000051297","2410124H12Rik","chr16",92275500,92275856,356,"Regular (>50bp)",-0.137,0.00527934160890402,"Exclusion"
"ENSMUSG00000051297_chr16_92288901_92289063","ENSMUSG00000051297","2410124H12Rik","chr16",92288901,92289063,162,"Regular (>50bp)",-0.151,0.00263253452481482,"Exclusion"
"ENSMUSG00000051297_chr16_92288901_92289063","ENSMUSG00000051297","2410124H12Rik","chr16",92288901,92289063,162,"Regular (>50bp)",-0.209,6.47204161820732e-05,"Exclusion"
"ENSMUSG00000051827_chrX_36511141_36511190","ENSMUSG00000051827","Rhox2a","chrX",36511141,36511190,49,"Small (30-50bp)",-0.265,0.0194447861296908,"Exclusion"
"ENSMUSG00000055447_chr16_49728416_49728441","ENSMUSG00000055447","Cd47","chr16",49728416,49728441,25,"Microexon (0-30bp)",-0.137,1.9594570408698e-08,"Exclusion"
"ENSMUSG00000055447_chr16_49729065_49729098","ENSMUSG00000055447","Cd47","chr16",49729065,49729098,33,"Small (30-50bp)",-0.186,7.70420377242862e-05,"Exclusion"
"ENSMUSG00000068284_chr16_44019475_44019530","ENSMUSG00000068284","Usf3","chr16",44019475,44019530,55,"Regular (>50bp)",-0.103,0.00284959375323349,"Exclusion"
"ENSMUSG00000022791_chr16_32484703_32484774","ENSMUSG00000022791","Tnk2","chr16",32484703,32484774,71,"Regular (>50bp)",0.327,3.73231324444531e-05,"Inclusion"
"ENSMUSG00000116570_chr16_30609387_30609532","ENSMUSG00000116570","Gm49754","chr16",30609387,30609532,145,"Regular (>50bp)",-0.252,0.0105944547275268,"Exclusion"
"ENSMUSG00000022884_chr16_22931100_22931207","ENSMUSG00000022884","Eif4a2","chr16",22931100,22931207,107,"Regular (>50bp)",0.111,2.25506611343497e-10,"Inclusion"
"ENSMUSG00000097290_chr16_21625720_21625869","ENSMUSG00000097290","1300002E11Rik","chr16",21625720,21625869,149,"Regular (>50bp)",-0.102,0.00479052707319818,"Exclusion"
"ENSMUSG00000046613_chr16_20409104_20409281","ENSMUSG00000046613","Vwa5b2","chr16",20409104,20409281,177,"Regular (>50bp)",-0.172,0.0287741506516248,"Exclusion"
"ENSMUSG00000046613_chr16_20414924_20415080","ENSMUSG00000046613","Vwa5b2","chr16",20414924,20415080,156,"Regular (>50bp)",-0.141,8.13939243889258e-06,"Exclusion"
"ENSMUSG00000062901_chr16_19920741_19920804","ENSMUSG00000062901","Klhl24","chr16",19920741,19920804,63,"Regular (>50bp)",0.104,0.0103725740400822,"Inclusion"
"ENSMUSG00000022702_chr16_18714652_18714796","ENSMUSG00000022702","Hira","chr16",18714652,18714796,144,"Regular (>50bp)",-0.109,3.14369242366577e-05,"Exclusion"
"ENSMUSG00000022773_chr16_16895638_16895918","ENSMUSG00000022773","Ypel1","chr16",16895638,16895918,280,"Regular (>50bp)",-0.122,0.000330424867935669,"Exclusion"
"ENSMUSG00000022788_chr16_16308286_16308470","ENSMUSG00000022788","Fgd4","chr16",16308286,16308470,184,"Regular (>50bp)",0.128,0.0225210687912237,"Inclusion"
"ENSMUSG00000050908_chr16_10245921_10245975","ENSMUSG00000050908","Tvp23a","chr16",10245921,10245975,54,"Regular (>50bp)",0.105,0.0172732859767411,"Inclusion"
"ENSMUSG00000009575_chr15_103123448_103123548","ENSMUSG00000009575","Cbx5","chr15",103123448,103123548,100,"Regular (>50bp)",0.311,0.00128737049294719,"Inclusion"
"ENSMUSG00000009575_chr15_103123448_103123552","ENSMUSG00000009575","Cbx5","chr15",103123448,103123552,104,"Regular (>50bp)",0.321,0.0014298572307188,"Inclusion"
"ENSMUSG00000037475_chrX_40986668_40986727","ENSMUSG00000037475","Thoc2","chrX",40986668,40986727,59,"Regular (>50bp)",-0.231,0.0097359286925878,"Exclusion"
"ENSMUSG00000023050_chr15_102417724_102417813","ENSMUSG00000023050","Map3k12","chr15",102417724,102417813,89,"Regular (>50bp)",0.115,0.0216014315515601,"Inclusion"
"ENSMUSG00000023050_chr15_102418353_102418440","ENSMUSG00000023050","Map3k12","chr15",102418353,102418440,87,"Regular (>50bp)",0.171,0.0185884838429135,"Inclusion"
"ENSMUSG00000023044_chr15_102097321_102097397","ENSMUSG00000023044","Csad","chr15",102097321,102097397,76,"Regular (>50bp)",0.143,0.0037533753006842,"Inclusion"
"ENSMUSG00000023044_chr15_102097321_102097397","ENSMUSG00000023044","Csad","chr15",102097321,102097397,76,"Regular (>50bp)",0.135,0.0216734952991413,"Inclusion"
"ENSMUSG00000022475_chr15_97706540_97706651","ENSMUSG00000022475","Hdac7","chr15",97706540,97706651,111,"Regular (>50bp)",-0.378,9.60064946502414e-10,"Exclusion"
"ENSMUSG00000097727_chr17_46090184_46090317","ENSMUSG00000097727","F630040K05Rik","chr17",46090184,46090317,133,"Regular (>50bp)",0.389,3.59910046937619e-06,"Inclusion"
"ENSMUSG00000062906_chr15_89010832_89010909","ENSMUSG00000062906","Hdac10","chr15",89010832,89010909,77,"Regular (>50bp)",-0.108,2.82998662966219e-05,"Exclusion"
"ENSMUSG00000073468_chr17_8537675_8537762","ENSMUSG00000073468","Sft2d1","chr17",8537675,8537762,87,"Regular (>50bp)",0.266,0.0251027115933998,"Inclusion"
"ENSMUSG00000004187_chr15_76545679_76545818","ENSMUSG00000004187","Kifc2","chr15",76545679,76545818,139,"Regular (>50bp)",-0.114,5.4355347062181e-06,"Exclusion"
"ENSMUSG00000004187_chr15_76550428_76550550","ENSMUSG00000004187","Kifc2","chr15",76550428,76550550,122,"Regular (>50bp)",-0.102,0.00324266393104662,"Exclusion"
"ENSMUSG00000022564_chr15_76132648_76132849","ENSMUSG00000022564","Grina","chr15",76132648,76132849,201,"Regular (>50bp)",-0.271,0.00279019966061005,"Exclusion"
"ENSMUSG00000022377_chr15_64025692_64025701","ENSMUSG00000022377","Asap1","chr15",64025692,64025701,9,"Microexon (0-30bp)",-0.105,3.36458407431524e-12,"Exclusion"
"ENSMUSG00000022377_chr15_64025692_64025701","ENSMUSG00000022377","Asap1","chr15",64025692,64025701,9,"Microexon (0-30bp)",-0.223,1.06657471876529e-08,"Exclusion"
"ENSMUSG00000050891_chr15_58781421_58781498","ENSMUSG00000050891","Tatdn1","chr15",58781421,58781498,77,"Regular (>50bp)",-0.109,0.0278656225029362,"Exclusion"
"ENSMUSG00000022364_chr15_57786352_57786531","ENSMUSG00000022364","Tbc1d31","chr15",57786352,57786531,179,"Regular (>50bp)",0.285,0.000181330356383035,"Inclusion"
"ENSMUSG00000037386_chr15_39398233_39398413","ENSMUSG00000037386","Rims2","chr15",39398233,39398413,180,"Regular (>50bp)",0.12,0.000735927263056296,"Inclusion"
"ENSMUSG00000039065_chr15_31606056_31606334","ENSMUSG00000039065","Atpsckmt","chr15",31606056,31606334,278,"Regular (>50bp)",0.191,0.000141988828635254,"Inclusion"
"ENSMUSG00000022263_chr15_27748006_27748228","ENSMUSG00000022263","Trio","chr15",27748006,27748228,222,"Regular (>50bp)",0.112,2.42694366486411e-05,"Inclusion"
"ENSMUSG00000079105_chr15_5061368_5061615","ENSMUSG00000079105","C7","chr15",5061368,5061615,247,"Regular (>50bp)",-0.153,0.00420360995311163,"Exclusion"
"ENSMUSG00000022012_chr14_77506246_77506317","ENSMUSG00000022012","Enox1","chr14",77506246,77506317,71,"Regular (>50bp)",0.115,0.000352031808409297,"Inclusion"
"ENSMUSG00000022362_chr15_57895379_57895475","ENSMUSG00000022362","Gm29394","chr15",57895379,57895475,96,"Regular (>50bp)",0.125,3.79658950090483e-11,"Inclusion"
"ENSMUSG00000033730_chr14_70315472_70315525","ENSMUSG00000033730","Egr3","chr14",70315472,70315525,53,"Regular (>50bp)",0.126,0.000400727200939585,"Inclusion"
"ENSMUSG00000022044_chr14_66596127_66596180","ENSMUSG00000022044","Stmn4","chr14",66596127,66596180,53,"Regular (>50bp)",0.11,6.8547636495382e-05,"Inclusion"
"ENSMUSG00000021978_chr14_65317828_65317964","ENSMUSG00000021978","Extl3","chr14",65317828,65317964,136,"Regular (>50bp)",-0.177,0.00569017633956203,"Exclusion"
"ENSMUSG00000031389_chrX_72949762_72949825","ENSMUSG00000031389","Arhgap4","chrX",72949762,72949825,63,"Regular (>50bp)",-0.256,0.00549118627373868,"Exclusion"
"ENSMUSG00000022185_chr14_54890670_54890735","ENSMUSG00000022185","Acin1","chr14",54890670,54890735,65,"Regular (>50bp)",0.106,2.27821930614206e-06,"Inclusion"
"ENSMUSG00000022185_chr14_54890670_54890774","ENSMUSG00000022185","Acin1","chr14",54890670,54890774,104,"Regular (>50bp)",0.125,5.79776064955045e-07,"Inclusion"
"ENSMUSG00000053754_chr14_52439600_52439780","ENSMUSG00000053754","Chd8","chr14",52439600,52439780,180,"Regular (>50bp)",-0.146,3.5459543347679e-12,"Exclusion"
"ENSMUSG00000049295_chr14_52252404_52252509","ENSMUSG00000049295","Zfp219","chr14",52252404,52252509,105,"Regular (>50bp)",-0.138,0.00457183343929406,"Exclusion"
"ENSMUSG00000022515_chr16_4775831_4776030","ENSMUSG00000022515","Anks3","chr16",4775831,4776030,199,"Regular (>50bp)",-0.109,0.00367992813426096,"Exclusion"
"ENSMUSG00000022515_chr16_4778260_4778432","ENSMUSG00000022515","Anks3","chr16",4778260,4778432,172,"Regular (>50bp)",-0.107,0.0014191973992394,"Exclusion"
"ENSMUSG00000090799_chr14_51129831_51130756","ENSMUSG00000090799","Klhl33","chr14",51129831,51130756,925,"Regular (>50bp)",-0.217,0.0280012225533749,"Exclusion"
"ENSMUSG00000054051_chr14_32238903_32239335","ENSMUSG00000054051","Ercc6","chr14",32238903,32239335,432,"Regular (>50bp)",-0.136,0.000684350234777259,"Exclusion"
"ENSMUSG00000048279_chr14_61436051_61436078","ENSMUSG00000048279","Sacs","chr14",61436051,61436078,27,"Microexon (0-30bp)",0.166,0.0455419660223283,"Inclusion"
"ENSMUSG00000025290_chr14_24544119_24544137","ENSMUSG00000025290","Rps24","chr14",24544119,24544137,18,"Microexon (0-30bp)",-0.36,0,"Exclusion"
"ENSMUSG00000034235_chr14_20631524_20631695","ENSMUSG00000034235","Usp54","chr14",20631524,20631695,171,"Regular (>50bp)",-0.221,0.00163920755991979,"Exclusion"
"ENSMUSG00000039599_chr14_20427842_20428067","ENSMUSG00000039599","Fam149b","chr14",20427842,20428067,225,"Regular (>50bp)",-0.112,0.000602324603802264,"Exclusion"
"ENSMUSG00000051984_chr19_44514654_44514754","ENSMUSG00000051984","Sec31b","chr19",44514654,44514754,100,"Regular (>50bp)",-0.138,0.0177730572840249,"Exclusion"
"ENSMUSG00000062822_chr13_119601100_119601226","ENSMUSG00000062822","4833420G17Rik","chr13",119601100,119601226,126,"Regular (>50bp)",0.145,2.3949052893392e-09,"Inclusion"
"ENSMUSG00000062822_chr13_119601100_119601226","ENSMUSG00000062822","4833420G17Rik","chr13",119601100,119601226,126,"Regular (>50bp)",0.154,0.00220369590099262,"Inclusion"
"ENSMUSG00000021694_chr13_108312338_108312440","ENSMUSG00000021694","Ercc8","chr13",108312338,108312440,102,"Regular (>50bp)",-0.143,0.0280012225533749,"Exclusion"
"ENSMUSG00000046169_chr13_104489265_104489371","ENSMUSG00000046169","Adamts6","chr13",104489265,104489371,106,"Regular (>50bp)",-0.234,0.000566033838924518,"Exclusion"
"ENSMUSG00000021711_chr13_104288672_104288690","ENSMUSG00000021711","Trappc13","chr13",104288672,104288690,18,"Microexon (0-30bp)",-0.113,0.000914081619341403,"Exclusion"
"ENSMUSG00000024985_chr19_55914408_55914481","ENSMUSG00000024985","Tcf7l2","chr19",55914408,55914481,73,"Regular (>50bp)",0.198,0.00900541194774358,"Inclusion"
"ENSMUSG00000024985_chr19_55914408_55914481","ENSMUSG00000024985","Tcf7l2","chr19",55914408,55914481,73,"Regular (>50bp)",0.168,0.02138329801425,"Inclusion"
"ENSMUSG00000021614_chr13_89851036_89853916","ENSMUSG00000021614","Vcan","chr13",89851036,89853916,2880,"Regular (>50bp)",0.46,0.000385729549511172,"Inclusion"
"ENSMUSG00000033102_chr13_64353311_64353397","ENSMUSG00000033102","Cdc14b","chr13",64353311,64353397,86,"Regular (>50bp)",-0.118,0.0368972728992684,"Exclusion"
"ENSMUSG00000023007_chr15_99199667_99199865","ENSMUSG00000023007","Prpf40b","chr15",99199667,99199865,198,"Regular (>50bp)",-0.121,0.0058226609798991,"Exclusion"
"ENSMUSG00000035248_chr13_59926565_59926629","ENSMUSG00000035248","Tut7","chr13",59926565,59926629,64,"Regular (>50bp)",0.2,1.23554903789364e-08,"Inclusion"
"ENSMUSG00000035248_chr13_59926950_59927015","ENSMUSG00000035248","Tut7","chr13",59926950,59927015,65,"Regular (>50bp)",-0.106,0.00052135241728138,"Exclusion"
"ENSMUSG00000059288_chr13_36042058_36042231","ENSMUSG00000059288","Cdyl","chr13",36042058,36042231,173,"Regular (>50bp)",-0.187,0.000250423747500242,"Exclusion"
"ENSMUSG00000006958_chr16_20553611_20553712","ENSMUSG00000006958","Chrd","chr16",20553611,20553712,101,"Regular (>50bp)",-0.387,0.000129799836426995,"Exclusion"
"ENSMUSG00000006958_chr16_20553655_20553719","ENSMUSG00000006958","Chrd","chr16",20553655,20553719,64,"Regular (>50bp)",-0.354,0.0105224860836707,"Exclusion"
"ENSMUSG00000021340_chr13_25159581_25159768","ENSMUSG00000021340","Gpld1","chr13",25159581,25159768,187,"Regular (>50bp)",-0.154,0.0322791458371147,"Exclusion"
"ENSMUSG00000022228_chr13_21632336_21632654","ENSMUSG00000022228","Zscan26","chr13",21632336,21632654,318,"Regular (>50bp)",-0.104,3.26082655539263e-06,"Exclusion"
"ENSMUSG00000022228_chr13_21632336_21632654","ENSMUSG00000022228","Zscan26","chr13",21632336,21632654,318,"Regular (>50bp)",-0.21,1.74233608451325e-13,"Exclusion"
"ENSMUSG00000002799_chr12_112879224_112879338","ENSMUSG00000002799","Jag2","chr12",112879224,112879338,114,"Regular (>50bp)",-0.174,0,"Exclusion"
"ENSMUSG00000021280_chr12_111395090_111395243","ENSMUSG00000021280","Exoc3l4","chr12",111395090,111395243,153,"Regular (>50bp)",-0.13,0.0424106193960655,"Exclusion"
"ENSMUSG00000021262_chr12_108649606_108649669","ENSMUSG00000021262","Evl","chr12",108649606,108649669,63,"Regular (>50bp)",-0.176,0,"Exclusion"
"ENSMUSG00000021115_chr12_106039877_106039937","ENSMUSG00000021115","Vrk1","chr12",106039877,106039937,60,"Regular (>50bp)",-0.105,0.000726008732839152,"Exclusion"
"ENSMUSG00000057440_chr18_7430394_7430415","ENSMUSG00000057440","Mpp7","chr18",7430394,7430415,21,"Microexon (0-30bp)",0.16,0.00103723031333238,"Inclusion"
"ENSMUSG00000051166_chr12_98787858_98787873","ENSMUSG00000051166","Eml5","chr12",98787858,98787873,15,"Microexon (0-30bp)",-0.19,3.03047940772426e-08,"Exclusion"
"ENSMUSG00000021040_chr12_87494333_87494368","ENSMUSG00000021040","Slirp","chr12",87494333,87494368,35,"Small (30-50bp)",-0.161,0.0374274977182473,"Exclusion"
"ENSMUSG00000058240_chr16_91509082_91509155","ENSMUSG00000058240","Cryzl1","chr16",91509082,91509155,73,"Regular (>50bp)",0.116,0.0102863556746876,"Inclusion"
"ENSMUSG00000021254_chr12_86311955_86312023","ENSMUSG00000021254","Gpatch2l","chr12",86311955,86312023,68,"Regular (>50bp)",-0.22,0.000105191820377065,"Exclusion"
"ENSMUSG00000021254_chr12_86313917_86313957","ENSMUSG00000021254","Gpatch2l","chr12",86313917,86313957,40,"Small (30-50bp)",0.121,2.84323455273592e-05,"Inclusion"
"ENSMUSG00000021254_chr12_86315749_86315835","ENSMUSG00000021254","Gpatch2l","chr12",86315749,86315835,86,"Regular (>50bp)",0.118,1.52022685824105e-06,"Inclusion"
"ENSMUSG00000021140_chr12_81975015_81975148","ENSMUSG00000021140","Pcnx","chr12",81975015,81975148,133,"Regular (>50bp)",0.164,0.00873957281480054,"Inclusion"
"ENSMUSG00000036185_chr17_35246419_35246560","ENSMUSG00000036185","Sapcd1","chr17",35246419,35246560,141,"Regular (>50bp)",-0.192,3.13897056497055e-14,"Exclusion"
"ENSMUSG00000036185_chr17_35246419_35246564","ENSMUSG00000036185","Sapcd1","chr17",35246419,35246564,145,"Regular (>50bp)",-0.17,2.91428635610159e-12,"Exclusion"
"ENSMUSG00000034574_chr12_72005520_72005547","ENSMUSG00000034574","Daam1","chr12",72005520,72005547,27,"Microexon (0-30bp)",-0.117,0.027536144667863,"Exclusion"
"ENSMUSG00000034883_chr12_69221165_69221887","ENSMUSG00000034883","Lrr1","chr12",69221165,69221887,722,"Regular (>50bp)",-0.117,8.94819663314711e-14,"Exclusion"
"ENSMUSG00000021027_chr12_55658857_55658888","ENSMUSG00000021027","Ralgapa1","chr12",55658857,55658888,31,"Small (30-50bp)",-0.14,4.34727521021452e-07,"Exclusion"
"ENSMUSG00000020598_chr12_44631617_44631770","ENSMUSG00000020598","Nrcam","chr12",44631617,44631770,153,"Regular (>50bp)",-0.142,0.00900167674083383,"Exclusion"
"ENSMUSG00000036333_chr12_25097892_25097925","ENSMUSG00000036333","Kidins220","chr12",25097892,25097925,33,"Small (30-50bp)",-0.128,7.03298940818431e-07,"Exclusion"
"ENSMUSG00000052632_chr12_21264362_21264371","ENSMUSG00000052632","Asap2","chr12",21264362,21264371,9,"Microexon (0-30bp)",-0.196,0,"Exclusion"
"ENSMUSG00000079179_chr12_3288833_3289009","ENSMUSG00000079179","Rab10os","chr12",3288833,3289009,176,"Regular (>50bp)",-0.121,6.73394999766936e-10,"Exclusion"
"ENSMUSG00000025137_chr11_120503855_120503909","ENSMUSG00000025137","Pcyt2","chr11",120503855,120503909,54,"Regular (>50bp)",-0.132,1.90477869399475e-07,"Exclusion"
"ENSMUSG00000039963_chr11_119136660_119137176","ENSMUSG00000039963","Ccdc40","chr11",119136660,119137176,516,"Regular (>50bp)",0.11,0.00992353840785147,"Inclusion"
"ENSMUSG00000017718_chr11_117718904_117718995","ENSMUSG00000017718","Afmid","chr11",117718904,117718995,91,"Regular (>50bp)",-0.257,0.00328488530829696,"Exclusion"
"ENSMUSG00000020814_chr11_116701605_116701693","ENSMUSG00000020814","Mxra7","chr11",116701605,116701693,88,"Regular (>50bp)",-0.104,0.000399471461342716,"Exclusion"
"ENSMUSG00000034427_chr11_115764582_115764746","ENSMUSG00000034427","Myo15b","chr11",115764582,115764746,164,"Regular (>50bp)",-0.477,0.031108274300264,"Exclusion"
"ENSMUSG00000018411_chr11_104177948_104178035","ENSMUSG00000018411","Mapt","chr11",104177948,104178035,87,"Regular (>50bp)",0.108,1.71917323588273e-05,"Inclusion"
