"event_id","GeneID","geneSymbol","chr","exonStart_0base","exonEnd","exon_length","size_category","dPSI","FDR","direction"
"ENSMUSG00000022708_chr16_42967259_42967306","ENSMUSG00000022708","Zbtb20","chr16",42967259,42967306,47,"Small (30-50bp)",-0.127,0.0341293851240422,"Exclusion"
"ENSMUSG00000022708_chr16_43053121_43053183","ENSMUSG00000022708","Zbtb20","chr16",43053121,43053183,62,"Regular (>50bp)",0.335,0.0284895631568352,"Inclusion"
"ENSMUSG00000022708_chr16_43053121_43053183","ENSMUSG00000022708","Zbtb20","chr16",43053121,43053183,62,"Regular (>50bp)",0.396,0.0321972080489472,"Inclusion"
"ENSMUSG00000022837_chr16_36649365_36649635","ENSMUSG00000022837","Iqcb1","chr16",36649365,36649635,270,"Regular (>50bp)",-0.134,0.0323923535790141,"Exclusion"
"ENSMUSG00000022906_chr16_35763738_35763772","ENSMUSG00000022906","Parp9","chr16",35763738,35763772,34,"Small (30-50bp)",-0.102,0.00141775774359879,"Exclusion"
"ENSMUSG00000022906_chr16_35763738_35763880","ENSMUSG00000022906","Parp9","chr16",35763738,35763880,142,"Regular (>50bp)",-0.132,0.00104738931037367,"Exclusion"
"ENSMUSG00000022791_chr16_32499717_32499813","ENSMUSG00000022791","Tnk2","chr16",32499717,32499813,96,"Regular (>50bp)",-0.105,0,"Exclusion"
"ENSMUSG00000000884_chr16_18359721_18359847","ENSMUSG00000000884","Gnb1l","chr16",18359721,18359847,126,"Regular (>50bp)",0.368,0.0260330115257014,"Inclusion"
"ENSMUSG00000000884_chr16_18362860_18363023","ENSMUSG00000000884","Gnb1l","chr16",18362860,18363023,163,"Regular (>50bp)",0.112,0.0368397402264482,"Inclusion"
"ENSMUSG00000000884_chr16_18362864_18363023","ENSMUSG00000000884","Gnb1l","chr16",18362864,18363023,159,"Regular (>50bp)",0.117,0.0378555245029507,"Inclusion"
"ENSMUSG00000032688_chr18_65589827_65589906","ENSMUSG00000032688","Malt1","chr18",65589827,65589906,79,"Regular (>50bp)",-0.447,0.0006545800703738,"Exclusion"
"ENSMUSG00000037965_chr16_10969729_10969794","ENSMUSG00000037965","Zc3h7a","chr16",10969729,10969794,65,"Regular (>50bp)",0.129,0.0418278079578815,"Inclusion"
"ENSMUSG00000050908_chr16_10245921_10246001","ENSMUSG00000050908","Tvp23a","chr16",10245921,10246001,80,"Regular (>50bp)",0.128,0.0466264348335802,"Inclusion"
"ENSMUSG00000023143_chr16_5015418_5015482","ENSMUSG00000023143","Nagpa","chr16",5015418,5015482,64,"Regular (>50bp)",-0.134,0.0401291114644664,"Exclusion"
"ENSMUSG00000024592_chr18_57105876_57106015","ENSMUSG00000024592","C330018D20Rik","chr18",57105876,57106015,139,"Regular (>50bp)",0.356,0.000156906897602068,"Inclusion"
"ENSMUSG00000046897_chr15_102113663_102113740","ENSMUSG00000046897","Zfp740","chr15",102113663,102113740,77,"Regular (>50bp)",-0.149,0.00197405356670682,"Exclusion"
"ENSMUSG00000023044_chr15_102111571_102111695","ENSMUSG00000023044","Csad","chr15",102111571,102111695,124,"Regular (>50bp)",-0.341,5.71285112020654e-05,"Exclusion"
"ENSMUSG00000116504_chr15_100629055_100629363","ENSMUSG00000116504","I730030J21Rik","chr15",100629055,100629363,308,"Regular (>50bp)",-0.231,0.00753666334583115,"Exclusion"
"ENSMUSG00000036529_chr15_89180154_89180232","ENSMUSG00000036529","Sbf1","chr15",89180154,89180232,78,"Regular (>50bp)",0.106,0.0240738652530769,"Inclusion"
"ENSMUSG00000022477_chr15_81779370_81779629","ENSMUSG00000022477","Aco2","chr15",81779370,81779629,259,"Regular (>50bp)",-0.262,0.000124712052720811,"Exclusion"
"ENSMUSG00000063765_chr15_81577187_81577354","ENSMUSG00000063765","Chadl","chr15",81577187,81577354,167,"Regular (>50bp)",0.26,0.0171101245796303,"Inclusion"
"ENSMUSG00000009035_chr15_79247857_79247878","ENSMUSG00000009035","Tmem184b","chr15",79247857,79247878,21,"Microexon (0-30bp)",-0.142,5.23319635343233e-06,"Exclusion"
"ENSMUSG00000037458_chr15_38507430_38507590","ENSMUSG00000037458","Azin1","chr15",38507430,38507590,160,"Regular (>50bp)",-0.111,2.2074843603236e-11,"Exclusion"
"ENSMUSG00000038879_chr15_34600160_34600257","ENSMUSG00000038879","Nipal2","chr15",34600160,34600257,97,"Regular (>50bp)",-0.312,1.45414710842873e-05,"Exclusion"
"ENSMUSG00000038879_chr15_34609318_34609440","ENSMUSG00000038879","Nipal2","chr15",34609318,34609440,122,"Regular (>50bp)",-0.201,0.0262315334998424,"Exclusion"
"ENSMUSG00000038879_chr15_34625117_34625177","ENSMUSG00000038879","Nipal2","chr15",34625117,34625177,60,"Regular (>50bp)",-0.181,3.79172984141327e-05,"Exclusion"
"ENSMUSG00000022142_chr15_8173259_8173403","ENSMUSG00000022142","Nup155","chr15",8173259,8173403,144,"Regular (>50bp)",-0.147,0.00118080113205882,"Exclusion"
"ENSMUSG00000041594_chr14_123217282_123217486","ENSMUSG00000041594","Tmtc4","chr14",123217282,123217486,204,"Regular (>50bp)",0.196,0.0248520106626846,"Inclusion"
"ENSMUSG00000033083_chr14_101698134_101698137","ENSMUSG00000033083","Tbc1d4","chr14",101698134,101698137,3,"Microexon (0-30bp)",-0.29,8.50099271685382e-06,"Exclusion"
"ENSMUSG00000033166_chr14_99336554_99336622","ENSMUSG00000033166","Dis3","chr14",99336554,99336622,68,"Regular (>50bp)",-0.219,1.35049985129328e-07,"Exclusion"
"ENSMUSG00000022012_chr14_77870002_77870059","ENSMUSG00000022012","Enox1","chr14",77870002,77870059,57,"Regular (>50bp)",0.102,0.00238854641047428,"Inclusion"
"ENSMUSG00000034327_chr14_67971589_67971739","ENSMUSG00000034327","Kctd9","chr14",67971589,67971739,150,"Regular (>50bp)",-0.127,0.000156936457596239,"Exclusion"
"ENSMUSG00000023045_chr15_102069024_102069122","ENSMUSG00000023045","Soat2","chr15",102069024,102069122,98,"Regular (>50bp)",-0.114,7.65343172274502e-05,"Exclusion"
"ENSMUSG00000021981_chr14_59716492_59716633","ENSMUSG00000021981","Cab39l","chr14",59716492,59716633,141,"Regular (>50bp)",0.243,0.00245149020642702,"Inclusion"
"ENSMUSG00000000958_chr14_54612004_54612128","ENSMUSG00000000958","Slc7a7","chr14",54612004,54612128,124,"Regular (>50bp)",0.146,0.0006545800703738,"Inclusion"
"ENSMUSG00000021952_chr14_57839945_57840123","ENSMUSG00000021952","Xpo4","chr14",57839945,57840123,178,"Regular (>50bp)",-0.116,1.36912286710113e-05,"Exclusion"
"ENSMUSG00000022487_chr15_103338285_103338421","ENSMUSG00000022487","Gtsf1","chr15",103338285,103338421,136,"Regular (>50bp)",0.188,0.000467656536837754,"Inclusion"
"ENSMUSG00000021916_chr14_30726651_30726747","ENSMUSG00000021916","Glt8d1","chr14",30726651,30726747,96,"Regular (>50bp)",0.112,3.2981015727655e-07,"Inclusion"
"ENSMUSG00000006527_chr14_30460495_30460587","ENSMUSG00000006527","Sfmbt1","chr14",30460495,30460587,92,"Regular (>50bp)",0.659,5.56687500957937e-09,"Inclusion"
"ENSMUSG00000039599_chr14_20409822_20409984","ENSMUSG00000039599","Fam149b","chr14",20409822,20409984,162,"Regular (>50bp)",-0.101,0.0020771240332951,"Exclusion"
"ENSMUSG00000024985_chr19_55915115_55915188","ENSMUSG00000024985","Tcf7l2","chr19",55915115,55915188,73,"Regular (>50bp)",0.116,0.021370133527105,"Inclusion"
"ENSMUSG00000024726_chr19_18680724_18680828","ENSMUSG00000024726","Carnmt1","chr19",18680724,18680828,104,"Regular (>50bp)",0.239,0.00112163464644698,"Inclusion"
"ENSMUSG00000021461_chr13_63545896_63545991","ENSMUSG00000021461","Fancc","chr13",63545896,63545991,95,"Regular (>50bp)",0.109,0.00406288359107288,"Inclusion"
"ENSMUSG00000074863_chr13_62871911_62872031","ENSMUSG00000074863","Platr25","chr13",62871911,62872031,120,"Regular (>50bp)",-0.404,0.000169588367967088,"Exclusion"
"ENSMUSG00000074863_chr13_62871911_62872031","ENSMUSG00000074863","Platr25","chr13",62871911,62872031,120,"Regular (>50bp)",-0.189,0.000716317988080448,"Exclusion"
"ENSMUSG00000074863_chr13_62894415_62894645","ENSMUSG00000074863","Platr25","chr13",62894415,62894645,230,"Regular (>50bp)",-0.19,0.0248520106626846,"Exclusion"
"ENSMUSG00000024613_chr18_60965237_60965381","ENSMUSG00000024613","Tcof1","chr18",60965237,60965381,144,"Regular (>50bp)",-0.121,4.94417825986167e-08,"Exclusion"
"ENSMUSG00000039233_chr13_14178117_14178281","ENSMUSG00000039233","Tbce","chr13",14178117,14178281,164,"Regular (>50bp)",-0.195,7.684636393911e-11,"Exclusion"
"ENSMUSG00000039233_chr13_14178127_14178281","ENSMUSG00000039233","Tbce","chr13",14178127,14178281,154,"Regular (>50bp)",-0.166,3.21986359143672e-12,"Exclusion"
"ENSMUSG00000021288_chr12_111761981_111762112","ENSMUSG00000021288","Klc1","chr12",111761981,111762112,131,"Regular (>50bp)",-0.127,4.29391318495155e-09,"Exclusion"
"ENSMUSG00000040877_chr12_108862817_108862985","ENSMUSG00000040877","Wdr25","chr12",108862817,108862985,168,"Regular (>50bp)",-0.31,0.0338863525086321,"Exclusion"
"ENSMUSG00000040877_chr12_108958732_108958863","ENSMUSG00000040877","Wdr25","chr12",108958732,108958863,131,"Regular (>50bp)",0.116,0.0265836349580679,"Inclusion"
"ENSMUSG00000097917_chr12_99585054_99585234","ENSMUSG00000097917","Gm26839","chr12",99585054,99585234,180,"Regular (>50bp)",0.255,0.0332812000832768,"Inclusion"
"ENSMUSG00000021223_chr12_83822622_83822688","ENSMUSG00000021223","Papln","chr12",83822622,83822688,66,"Regular (>50bp)",0.21,0.0122415103439994,"Inclusion"
"ENSMUSG00000044712_chr12_73376753_73376832","ENSMUSG00000044712","Slc38a6","chr12",73376753,73376832,79,"Regular (>50bp)",0.207,0.00884538041484008,"Inclusion"
"ENSMUSG00000024155_chr17_25038845_25038918","ENSMUSG00000024155","Meiob","chr17",25038845,25038918,73,"Regular (>50bp)",-0.207,0.0403225146862875,"Exclusion"
"ENSMUSG00000047022_chr12_57350130_57350337","ENSMUSG00000047022","Mipol1","chr12",57350130,57350337,207,"Regular (>50bp)",0.103,0.0129037492010284,"Inclusion"
"ENSMUSG00000062198_chr12_55104026_55104137","ENSMUSG00000062198","2700097O09Rik","chr12",55104026,55104137,111,"Regular (>50bp)",-0.14,9.99404477480686e-05,"Exclusion"
"ENSMUSG00000121319_chr12_20964759_20964842","ENSMUSG00000121319","ENSMUSG00000121319","chr12",20964759,20964842,83,"Regular (>50bp)",0.219,0.00665736981337668,"Inclusion"
"ENSMUSG00000085419_chr11_117419791_117419929","ENSMUSG00000085419","Gm11734","chr11",117419791,117419929,138,"Regular (>50bp)",-0.123,1.41625874771715e-05,"Exclusion"
"ENSMUSG00000085419_chr11_117419791_117419929","ENSMUSG00000085419","Gm11734","chr11",117419791,117419929,138,"Regular (>50bp)",-0.194,6.35295260131096e-05,"Exclusion"
"ENSMUSG00000070332_chr11_115337231_115337394","ENSMUSG00000070332","Trim80","chr11",115337231,115337394,163,"Regular (>50bp)",0.267,0.00175919644178548,"Inclusion"
"ENSMUSG00000041654_chr11_113482607_113482758","ENSMUSG00000041654","Slc39a11","chr11",113482607,113482758,151,"Regular (>50bp)",-0.117,0.00731097426291809,"Exclusion"
"ENSMUSG00000040838_chr11_104935710_104935815","ENSMUSG00000040838","Gm11639","chr11",104935710,104935815,105,"Regular (>50bp)",-0.103,0.0167325797423916,"Exclusion"
"ENSMUSG00000017830_chr11_100594726_100594895","ENSMUSG00000017830","Dhx58","chr11",100594726,100594895,169,"Regular (>50bp)",-0.119,0.0465993647497221,"Exclusion"
"ENSMUSG00000020882_chr11_97901452_97901472","ENSMUSG00000020882","Cacnb1","chr11",97901452,97901472,20,"Microexon (0-30bp)",-0.341,0.0495735485107121,"Exclusion"
"ENSMUSG00000059474_chr11_93782164_93782214","ENSMUSG00000059474","Mbtd1","chr11",93782164,93782214,50,"Small (30-50bp)",-0.288,0.00165103499742698,"Exclusion"
"ENSMUSG00000063146_chr5_134533587_134533692","ENSMUSG00000063146","Clip2","chr5",134533587,134533692,105,"Regular (>50bp)",-0.113,0.00647448499785788,"Exclusion"
"ENSMUSG00000041147_chr5_150468359_150468455","ENSMUSG00000041147","Brca2","chr5",150468359,150468455,96,"Regular (>50bp)",0.102,0.000130596732297921,"Inclusion"
"ENSMUSG00000107271_chr5_149295984_149299533","ENSMUSG00000107271","BC028471","chr5",149295984,149299533,3549,"Regular (>50bp)",0.132,0.000397637172028747,"Inclusion"
"ENSMUSG00000107271_chr5_149299292_149299533","ENSMUSG00000107271","BC028471","chr5",149299292,149299533,241,"Regular (>50bp)",0.132,0.000397637172028747,"Inclusion"
"ENSMUSG00000107271_chr5_149299402_149299533","ENSMUSG00000107271","BC028471","chr5",149299402,149299533,131,"Regular (>50bp)",0.154,4.43218662414322e-05,"Inclusion"
"ENSMUSG00000085058_chr6_39506625_39506753","ENSMUSG00000085058","8030453O22Rik","chr6",39506625,39506753,128,"Regular (>50bp)",0.222,0.026133032406132,"Inclusion"
"ENSMUSG00000097068_chr15_92258919_92259050","ENSMUSG00000097068","Gm26760","chr15",92258919,92259050,131,"Regular (>50bp)",-0.365,0.031622172725129,"Exclusion"
"ENSMUSG00000097068_chr15_92261664_92261733","ENSMUSG00000097068","Gm26760","chr15",92261664,92261733,69,"Regular (>50bp)",-0.355,0.0450590687007449,"Exclusion"
"ENSMUSG00000066735_chr5_130007359_130007469","ENSMUSG00000066735","Vkorc1l1","chr5",130007359,130007469,110,"Regular (>50bp)",0.158,3.79199457171899e-06,"Inclusion"
"ENSMUSG00000061882_chr5_124089814_124089930","ENSMUSG00000061882","Ccdc62","chr5",124089814,124089930,116,"Regular (>50bp)",0.311,2.63976359783319e-05,"Inclusion"
"ENSMUSG00000062995_chr6_8754588_8754751","ENSMUSG00000062995","Ica1","chr6",8754588,8754751,163,"Regular (>50bp)",0.145,0.00221028988336715,"Inclusion"
"ENSMUSG00000098912_chr3_88717944_88718309","ENSMUSG00000098912","1500004A13Rik","chr3",88717944,88718309,365,"Regular (>50bp)",0.135,0.029219392202661,"Inclusion"
"ENSMUSG00000039844_chr2_29600164_29600320","ENSMUSG00000039844","Rapgef1","chr2",29600164,29600320,156,"Regular (>50bp)",0.268,0.000249491403678902,"Inclusion"
"ENSMUSG00000039844_chr2_29600164_29600320","ENSMUSG00000039844","Rapgef1","chr2",29600164,29600320,156,"Regular (>50bp)",0.17,0.0129467669577338,"Inclusion"
"ENSMUSG00000029490_chr5_108593316_108593530","ENSMUSG00000029490","Mfsd7a","chr5",108593316,108593530,214,"Regular (>50bp)",-0.157,0.00919434421436499,"Exclusion"
"ENSMUSG00000029490_chr5_108593801_108593960","ENSMUSG00000029490","Mfsd7a","chr5",108593801,108593960,159,"Regular (>50bp)",-0.158,0.00241718195434251,"Exclusion"
"ENSMUSG00000029290_chr5_106036299_106036705","ENSMUSG00000029290","Zfp326","chr5",106036299,106036705,406,"Regular (>50bp)",0.167,9.69626882106986e-07,"Inclusion"
"ENSMUSG00000029290_chr5_106036566_106036705","ENSMUSG00000029290","Zfp326","chr5",106036566,106036705,139,"Regular (>50bp)",0.166,2.14336732826293e-06,"Inclusion"
"ENSMUSG00000005871_chr18_34422890_34422995","ENSMUSG00000005871","Apc","chr18",34422890,34422995,105,"Regular (>50bp)",0.119,0.00677514128365352,"Inclusion"
"ENSMUSG00000057265_chr12_84473481_84473975","ENSMUSG00000057265","Bbof1","chr12",84473481,84473975,494,"Regular (>50bp)",-0.367,0.00409540932963889,"Exclusion"
"ENSMUSG00000029221_chr5_67491908_67492011","ENSMUSG00000029221","Slc30a9","chr5",67491908,67492011,103,"Regular (>50bp)",0.153,0.0122464661801789,"Inclusion"
"ENSMUSG00000042323_chr14_30745023_30745136","ENSMUSG00000042323","Pbrm1","chr14",30745023,30745136,113,"Regular (>50bp)",0.157,4.78855602129256e-06,"Inclusion"
"ENSMUSG00000063383_chr17_22382167_22382316","ENSMUSG00000063383","Zfp947","chr17",22382167,22382316,149,"Regular (>50bp)",-0.191,0.00814784470903236,"Exclusion"
"ENSMUSG00000028188_chr3_146188247_146188300","ENSMUSG00000028188","Spata1","chr3",146188247,146188300,53,"Regular (>50bp)",0.195,0.00167233029216941,"Inclusion"
"ENSMUSG00000029095_chr5_36006859_36006913","ENSMUSG00000029095","Ablim2","chr5",36006859,36006913,54,"Regular (>50bp)",0.214,0.0165679226175496,"Inclusion"
"ENSMUSG00000048078_chr7_96503923_96503944","ENSMUSG00000048078","Tenm4","chr7",96503923,96503944,21,"Microexon (0-30bp)",-0.12,0.00293531458603236,"Exclusion"
"ENSMUSG00000038056_chr5_25535793_25535898","ENSMUSG00000038056","Kmt2c","chr5",25535793,25535898,105,"Regular (>50bp)",-0.161,0.0011676372523798,"Exclusion"
"ENSMUSG00000056260_chr3_106638978_106640458","ENSMUSG00000056260","Lrif1","chr3",106638978,106640458,1480,"Regular (>50bp)",0.243,1.73255356688353e-07,"Inclusion"
"ENSMUSG00000062604_chr5_23821324_23821388","ENSMUSG00000062604","Srpk2","chr5",23821324,23821388,64,"Regular (>50bp)",0.128,3.86074837632551e-05,"Inclusion"
"ENSMUSG00000072769_chr5_108517419_108517544","ENSMUSG00000072769","Gm10419","chr5",108517419,108517544,125,"Regular (>50bp)",-0.431,0.00080382721621834,"Exclusion"
"ENSMUSG00000072769_chr5_108517426_108517544","ENSMUSG00000072769","Gm10419","chr5",108517426,108517544,118,"Regular (>50bp)",-0.437,0.000356243569568342,"Exclusion"
"ENSMUSG00000117679_chr18_36811602_36811766","ENSMUSG00000117679","Apbb3","chr18",36811602,36811766,164,"Regular (>50bp)",-0.115,0.000753058033965112,"Exclusion"
"ENSMUSG00000019792_chr10_30443756_30443867","ENSMUSG00000019792","Trmt11","chr10",30443756,30443867,111,"Regular (>50bp)",0.141,0.00232329081943045,"Inclusion"
"ENSMUSG00000023232_chr4_130168607_130168763","ENSMUSG00000023232","Serinc2","chr4",130168607,130168763,156,"Regular (>50bp)",0.453,0.0075618641397172,"Inclusion"
"ENSMUSG00000042500_chr4_126405192_126405326","ENSMUSG00000042500","Ago4","chr4",126405192,126405326,134,"Regular (>50bp)",0.159,0.00115691617474468,"Inclusion"
"ENSMUSG00000041263_chr3_88997802_88998213","ENSMUSG00000041263","Rusc1","chr3",88997802,88998213,411,"Regular (>50bp)",0.136,0.0010251197677797,"Inclusion"
"ENSMUSG00000020167_chr10_80246231_80246458","ENSMUSG00000020167","Tcf3","chr10",80246231,80246458,227,"Regular (>50bp)",0.138,0.00109996440603661,"Inclusion"
"ENSMUSG00000051235_chr12_11312407_11312594","ENSMUSG00000051235","Gen1","chr12",11312407,11312594,187,"Regular (>50bp)",-0.11,0.00311500915225809,"Exclusion"
"ENSMUSG00000028613_chr4_107703435_107703816","ENSMUSG00000028613","Lrp8","chr4",107703435,107703816,381,"Regular (>50bp)",-0.124,0.0324920892647346,"Exclusion"
"ENSMUSG00000026786_chr2_22709616_22709704","ENSMUSG00000026786","Apbb1ip","chr2",22709616,22709704,88,"Regular (>50bp)",-0.109,0.00528745328085401,"Exclusion"
"ENSMUSG00000031774_chr8_95318196_95318330","ENSMUSG00000031774","Psme3ip1","chr8",95318196,95318330,134,"Regular (>50bp)",-0.291,0.0168576859734038,"Exclusion"
"ENSMUSG00000031774_chr8_95323678_95323736","ENSMUSG00000031774","Psme3ip1","chr8",95323678,95323736,58,"Regular (>50bp)",-0.325,0.000215644864294916,"Exclusion"
"ENSMUSG00000024050_chr17_32600057_32600130","ENSMUSG00000024050","Wiz","chr17",32600057,32600130,73,"Regular (>50bp)",0.103,0.0356018514496191,"Inclusion"
"ENSMUSG00000029544_chr5_115318850_115319030","ENSMUSG00000029544","Cabp1","chr5",115318850,115319030,180,"Regular (>50bp)",0.131,4.58416369651001e-07,"Inclusion"
"ENSMUSG00000030257_chr6_112704173_112704501","ENSMUSG00000030257","Srgap3","chr6",112704173,112704501,328,"Regular (>50bp)",-0.165,0,"Exclusion"
"ENSMUSG00000011831_chr5_107969570_107969682","ENSMUSG00000011831","Evi5","chr5",107969570,107969682,112,"Regular (>50bp)",-0.254,0.000724764075563876,"Exclusion"
"ENSMUSG00000011831_chr5_108020466_108020521","ENSMUSG00000011831","Evi5","chr5",108020466,108020521,55,"Regular (>50bp)",0.124,0.0289675181024184,"Inclusion"
"ENSMUSG00000079109_chr5_143848743_143848878","ENSMUSG00000079109","Pms2","chr5",143848743,143848878,135,"Regular (>50bp)",0.124,0.0013472847626552,"Inclusion"
"ENSMUSG00000079109_chr5_143848805_143848878","ENSMUSG00000079109","Pms2","chr5",143848805,143848878,73,"Regular (>50bp)",0.174,0.0167312843232228,"Inclusion"
"ENSMUSG00000027630_chr3_22157030_22157111","ENSMUSG00000027630","Tbl1xr1","chr3",22157030,22157111,81,"Regular (>50bp)",-0.304,0.000213483113020764,"Exclusion"
"ENSMUSG00000042790_chr9_45811508_45811554","ENSMUSG00000042790","Rnf214","chr9",45811508,45811554,46,"Small (30-50bp)",-0.107,0.000343423445142104,"Exclusion"
"ENSMUSG00000028438_chr4_41413828_41414044","ENSMUSG00000028438","Kif24","chr4",41413828,41414044,216,"Regular (>50bp)",-0.151,0.00121294735184963,"Exclusion"
"ENSMUSG00000042564_chr15_79518264_79518347","ENSMUSG00000042564","Fam227a","chr15",79518264,79518347,83,"Regular (>50bp)",0.296,0.00116112453930396,"Inclusion"
"ENSMUSG00000012114_chr16_17498412_17498625","ENSMUSG00000012114","Med15","chr16",17498412,17498625,213,"Regular (>50bp)",-0.101,5.59740817605604e-05,"Exclusion"
"ENSMUSG00000097852_chr3_122713327_122713454","ENSMUSG00000097852","4933405D12Rik","chr3",122713327,122713454,127,"Regular (>50bp)",-0.343,0.0385439594302066,"Exclusion"
"ENSMUSG00000030583_chr7_29203275_29203340","ENSMUSG00000030583","Sipa1l3","chr7",29203275,29203340,65,"Regular (>50bp)",-0.351,0.000258852110295576,"Exclusion"
"ENSMUSG00000029022_chr4_147952525_147952640","ENSMUSG00000029022","Miip","chr4",147952525,147952640,115,"Regular (>50bp)",0.644,0.0416243423661306,"Inclusion"
"ENSMUSG00000068762_chr3_107849648_107849730","ENSMUSG00000068762","Gstm6","chr3",107849648,107849730,82,"Regular (>50bp)",-0.243,0.0268336095120754,"Exclusion"
"ENSMUSG00000026767_chr2_12391419_12391490","ENSMUSG00000026767","Mindy3","chr2",12391419,12391490,71,"Regular (>50bp)",-0.309,0.0247145445190361,"Exclusion"
"ENSMUSG00000032872_chr9_86939194_86939347","ENSMUSG00000032872","Cyb5r4","chr9",86939194,86939347,153,"Regular (>50bp)",-0.149,2.81471137141318e-05,"Exclusion"
"ENSMUSG00000033392_chr9_113689187_113689205","ENSMUSG00000033392","Clasp2","chr9",113689187,113689205,18,"Microexon (0-30bp)",0.156,0.000383058860733669,"Inclusion"
