"event_key","gene_symbol","chr","exon_start","exon_end","exon_length","size_category","r_srrm3","p_srrm3","r_srrm4","p_srrm4","srrm3_class"
"chrX:+:164963441:164963805:164961826:164972239","Gemin8","chrX",164963441,164963805,364,"regular (>50bp)",0.350294519082287,0.264298787909577,0.146209210687614,0.650248615614678,"weak"
"chrX:+:163054598:163054727:163052471:163063124","Pir","chrX",163054598,163054727,129,"regular (>50bp)",-0.0791022558836685,0.806949247912883,-0.352552654819822,0.261018884318459,"weak"
"chrX:+:163054598:163054727:163052673:163063124","Pir","chrX",163054598,163054727,129,"regular (>50bp)",0.372334533536457,0.233304153917804,0.0944643403015098,0.770272984663304,"weak"
"chrX:+:163063124:163063217:163054727:163078910","Pir","chrX",163063124,163063217,93,"regular (>50bp)",-0.436221899920122,0.156280625786815,-0.636916031287881,0.0259268662719087,"moderate"
"chrX:+:163078910:163078994:163063217:163083219","Pir","chrX",163078910,163078994,84,"regular (>50bp)",0.323235030626369,0.305440529980466,0.029952932553879,0.926375811289556,"weak"
"chrX:+:163090199:163090317:163083426:163113010","Pir","chrX",163090199,163090317,118,"regular (>50bp)",-0.153393425384847,0.634103312080477,0.00308647857664672,0.992404465605141,"weak"
"chrX:+:163125469:163125514:163113095:163141143","Pir","chrX",163125469,163125514,45,"small (30-50bp)",-0.34270134759095,0.275501745671769,-0.610020005279523,0.0351792371981225,"weak"
"chrX:-:162722301:162722411:162719961:162723114","Zrsr2","chrX",162722301,162722411,110,"regular (>50bp)",0.282407840310722,0.373809814735913,0.583253729439999,0.0465207431238394,"weak"
"chrX:-:162723114:162723170:162719961:162726095","Zrsr2","chrX",162723114,162723170,56,"regular (>50bp)",0.279804969777748,0.378418233128254,0.13005552487805,0.687050629332808,"weak"
"chrX:-:161642294:161642442:161641004:161646055","Syap1","chrX",161642294,161642442,148,"regular (>50bp)",-0.125823458226555,0.696800085684297,0.0343893635708035,0.915503231527842,"weak"
"chrX:-:161642868:161642927:161642442:161646055","Syap1","chrX",161642868,161642927,59,"regular (>50bp)",-0.0857774759756722,0.790964227111154,0.313007341514592,0.321866188382799,"weak"
"chrX:-:161646055:161646204:161641004:161655510","Syap1","chrX",161646055,161646204,149,"regular (>50bp)",0.213236385757419,0.50577895519203,0.37381743177332,0.231300374846365,"weak"
"chrX:-:161646055:161646204:161642927:161655510","Syap1","chrX",161646055,161646204,149,"regular (>50bp)",0.0914560890573816,0.7774234811463,0.113731046075694,0.724886146967788,"weak"
"chrX:+:159285742:159285900:159285288:159306267","Phka2","chrX",159285742,159285900,158,"regular (>50bp)",-0.276279197746187,0.384707238885401,-0.117193285553069,0.716811173490609,"weak"
"chrX:+:159285748:159285900:159285288:159306267","Phka2","chrX",159285748,159285900,152,"regular (>50bp)",-0.297672867864769,0.347377847762765,-0.166715006568009,0.604553663623143,"weak"
"chrX:+:159314103:159314184:159312993:159315974","Phka2","chrX",159314103,159314184,81,"regular (>50bp)",0.458996983702085,0.133361479707513,0.208681256394569,0.515122576118405,"moderate"
"chrX:+:159335708:159335816:159332266:159337296","Phka2","chrX",159335708,159335816,108,"regular (>50bp)",0.0388210829835502,0.904655454826746,0.0859010217192992,0.790669051278299,"weak"
"chrX:+:159371960:159372014:159369945:159373163","Phka2","chrX",159371960,159372014,54,"regular (>50bp)",0.123948977456616,0.701131937417796,0.218923119420888,0.494220607285733,"weak"
"chrX:+:159373161:159373364:159372014:159373934","Phka2","chrX",159373161,159373364,203,"regular (>50bp)",0.159185251872432,0.621192542501673,0.113672741861277,0.725022352782934,"weak"
"chrX:+:159373163:159373364:159372014:159373934","Phka2","chrX",159373163,159373364,201,"regular (>50bp)",0.110119431121109,0.733337003393889,0.125238517800618,0.698150974787622,"weak"
"chrX:+:158331234:158331311:158315831:158334746","Bclaf3","chrX",158331234,158331311,77,"regular (>50bp)",0.217052502235812,0.498009488495058,-0.0374042243912894,0.908122037717578,"weak"
"chrX:+:158334746:158335370:158331311:158336239","Bclaf3","chrX",158334746,158335370,624,"regular (>50bp)",0.264705986731595,0.405723275599386,0.322001096778577,0.307396961409345,"weak"
"chrX:+:158338470:158338646:158336890:158340438","Bclaf3","chrX",158338470,158338646,176,"regular (>50bp)",-0.0675110356603735,0.834865061399326,-0.0971558413008873,0.763889263115678,"weak"
"chrX:+:158340438:158340553:158336890:158341330","Bclaf3","chrX",158340438,158340553,115,"regular (>50bp)",-0.12178551541955,0.706141781478408,0.200650568236234,0.531776287365932,"weak"
"chrX:+:158349423:158349538:158342949:158350914","Bclaf3","chrX",158349423,158349538,115,"regular (>50bp)",0.509195639681578,0.0908688627583721,0.13390654298384,0.678216827513911,"moderate"
"chrX:+:158357940:158358093:158351010:158375066","Bclaf3","chrX",158357940,158358093,153,"regular (>50bp)",-0.281105794748657,0.376111443259206,-0.437452557442299,0.154982239424203,"weak"
"chrX:-:156338592:156338687:156338074:156341880","Mbtps2","chrX",156338592,156338687,95,"regular (>50bp)",-0.237168512117928,0.457959248124744,-0.383328998819233,0.218692789029581,"weak"
"chrX:-:156338592:156338687:156338074:156344378","Mbtps2","chrX",156338592,156338687,95,"regular (>50bp)",-0.237168512117928,0.457959248124744,-0.383328998819233,0.218692789029581,"weak"
"chrX:-:156341880:156342061:156338074:156344378","Mbtps2","chrX",156341880,156342061,181,"regular (>50bp)",-0.237168512117928,0.457959248124744,-0.383328998819233,0.218692789029581,"weak"
"chrX:-:156341880:156342061:156338687:156344378","Mbtps2","chrX",156341880,156342061,181,"regular (>50bp)",-0.0816498509007075,0.800840236305866,-0.355217487428323,0.257178836315679,"weak"
"chrX:-:156344378:156344497:156338687:156355854","Mbtps2","chrX",156344378,156344497,119,"regular (>50bp)",0.222194045102413,0.487626764848317,0.583511870973317,0.0464004471826133,"weak"
"chrX:-:156351136:156351812:156344497:156351929","Mbtps2","chrX",156351136,156351812,676,"regular (>50bp)",-0.24491628730525,0.442952440405993,-0.173030771797902,0.590728993629608,"weak"
"chrX:-:156351136:156351812:156344497:156355854","Mbtps2","chrX",156351136,156351812,676,"regular (>50bp)",0.207226031852927,0.518123353895074,-0.115879809604915,0.719871505905911,"weak"
"chrX:-:156374349:156374551:156359183:156381491","Mbtps2","chrX",156374349,156374551,202,"regular (>50bp)",0.371851165086282,0.233959536058488,0.30249404773931,0.339243506690365,"weak"
"chrX:-:156376720:156376869:156374551:156381491","Mbtps2","chrX",156376720,156376869,149,"regular (>50bp)",-0.415227934035594,0.17949962464574,-0.223604336768017,0.484796146022598,"moderate"
"chrX:-:156248819:156248884:156245132:156252983","Sms","chrX",156248819,156248884,65,"regular (>50bp)",0.424209016489242,0.169318466377926,0.276067478483551,0.385086586996803,"moderate"
"chrX:-:156249393:156249487:156248884:156252983","Sms","chrX",156249393,156249487,94,"regular (>50bp)",-0.0505811961818253,0.875946486987555,0.342783809422207,0.275378643250114,"weak"
"chrX:+:154047031:154047089:154045670:154052654","Acot9","chrX",154047031,154047089,58,"regular (>50bp)",-0.0959873598025061,0.766659042427177,-0.285831438681094,0.367793005157199,"weak"
"chrX:+:154056387:154056425:154056138:154064606","Acot9","chrX",154056387,154056425,38,"small (30-50bp)",0.105174492274635,0.744951768970126,0.0869406661529345,0.788186133416484,"weak"
"chrX:+:154076904:154076972:154069361:154078158","Acot9","chrX",154076904,154076972,68,"regular (>50bp)",-0.306248661558457,0.332980543949673,0.146465924255804,0.649669261389649,"weak"
"chrX:+:154078417:154078508:154078270:154078678","Acot9","chrX",154078417,154078508,91,"regular (>50bp)",-0.184819067832508,0.56526004389643,-0.201802461784579,0.529373546245447,"weak"
"chrX:-:153996892:153996933:153996663:153997028","Sat1","chrX",153996892,153996933,41,"small (30-50bp)",-0.447284650002621,0.14485599384474,-0.449125455733778,0.143008683064068,"moderate"
"chrX:-:153996892:153996933:153996663:153998596","Sat1","chrX",153996892,153996933,41,"small (30-50bp)",-0.564567915864603,0.0558250020613243,-0.525458184265296,0.079353426433009,"moderate"
"chrX:-:153996892:153996954:153996663:153997028","Sat1","chrX",153996892,153996954,62,"regular (>50bp)",-0.456419488365621,0.135838409261554,-0.463237451495212,0.129350653267807,"moderate"
"chrX:-:153997028:153997130:153996663:153998596","Sat1","chrX",153997028,153997130,102,"regular (>50bp)",-0.572245315585177,0.0518579124853053,-0.557327494431585,0.059755995154492,"moderate"
"chrX:-:153997028:153997130:153996933:153998596","Sat1","chrX",153997028,153997130,102,"regular (>50bp)",0.0618448049178205,0.848577289449475,0.0302232558817014,0.925712968203268,"weak"
"chrX:-:153998116:153998226:153997130:153998596","Sat1","chrX",153998116,153998226,110,"regular (>50bp)",-0.114466392714672,0.723168916280285,-0.577371574735324,0.0493218395417944,"weak"
"chrX:+:152508700:152508837:152506933:152524035","Nbdy","chrX",152508700,152508837,137,"regular (>50bp)",0.67965511610963,0.0150404124373431,0.598918657040155,0.0396111544199495,"moderate"
"chrX:+:152509938:152510028:152508837:152511857","Nbdy","chrX",152509938,152510028,90,"regular (>50bp)",0.139089517464135,0.666386296916502,-0.248362179440851,0.436354987424067,"weak"
"chrX:+:152511857:152511935:152508837:152524035","Nbdy","chrX",152511857,152511935,78,"regular (>50bp)",-0.0719354259121047,0.824187166060369,-0.511951906455841,0.088842392627337,"weak"
"chrX:+:152091847:152091920:152021088:152153840","Klf8","chrX",152091847,152091920,73,"regular (>50bp)",-0.0495211431994485,0.878529167569219,-0.239206973559141,0.453987876730471,"weak"
"chrX:+:152143291:152143479:152021088:152153840","Klf8","chrX",152143291,152143479,188,"regular (>50bp)",0.0871339005375655,0.787724842486105,-0.225973723589238,0.480057429158927,"weak"
"chrX:+:152153840:152153914:152143479:152165504","Klf8","chrX",152153840,152153914,74,"regular (>50bp)",0.263064992904778,0.408748932831366,0.043397631527445,0.893468873792842,"weak"
"chrX:+:150949929:150949959:150928175:150963992","Iqsec2","chrX",150949929,150949959,30,"microexon (<=30bp)",0.25068112829445,0.431942138441967,-0.0101172619094122,0.975105448495317,"weak"
"chrX:+:150949929:150949959:150928175:150985903","Iqsec2","chrX",150949929,150949959,30,"microexon (<=30bp)",-0.21246750650804,0.507350821199171,-0.293019677529896,0.355326554415502,"weak"
"chrX:+:150949929:150949959:150928175:150991765","Iqsec2","chrX",150949929,150949959,30,"microexon (<=30bp)",-0.23085258094572,0.470367215220767,-0.221251591967613,0.489522545932315,"weak"
"chrX:+:150963992:150964088:150928175:150985903","Iqsec2","chrX",150963992,150964088,96,"regular (>50bp)",-0.0796508233413039,0.805632960792898,-0.131248864268833,0.684309340850743,"weak"
"chrX:+:150963992:150964088:150949959:150976861","Iqsec2","chrX",150963992,150964088,96,"regular (>50bp)",-0.55166240301923,0.0629629028424848,-0.140375593551964,0.663461384949491,"moderate"
"chrX:+:150963992:150964088:150949959:150985903","Iqsec2","chrX",150963992,150964088,96,"regular (>50bp)",0.208847571516624,0.514780106358211,0.445611122750177,0.146548689351463,"weak"
"chrX:+:150963992:150964088:150949959:150991765","Iqsec2","chrX",150963992,150964088,96,"regular (>50bp)",0.180019862383897,0.575575196184369,-0.0775562338670347,0.810661390825176,"weak"
"chrX:+:150963992:150964088:150962086:150976861","Iqsec2","chrX",150963992,150964088,96,"regular (>50bp)",-0.097718040524423,0.762557523560863,-0.073942173342586,0.819352948901545,"weak"
"chrX:+:150963992:150964088:150962086:150985903","Iqsec2","chrX",150963992,150964088,96,"regular (>50bp)",0.668571163504843,0.0174577213699211,0.330198811942358,0.294529962080998,"moderate"
"chrX:+:150963992:150964088:150962086:150991765","Iqsec2","chrX",150963992,150964088,96,"regular (>50bp)",0.149572971292047,0.642671439543983,0.409960118450266,0.185645095479214,"weak"
"chrX:+:150985903:150986165:150962086:150986927","Iqsec2","chrX",150985903,150986165,262,"regular (>50bp)",0.434053488172121,0.158585182163378,-0.129344017458095,0.688686724285022,"moderate"
"chrX:+:150986927:150987329:150962086:150991765","Iqsec2","chrX",150986927,150987329,402,"regular (>50bp)",0.241184417288011,0.45015104975231,0.360770225650247,0.24928378174495,"weak"
"chrX:+:150995017:150995140:150994367:150996282","Iqsec2","chrX",150995017,150995140,123,"regular (>50bp)",0.289814071635408,0.360858005061034,-0.289304158957833,0.36174204764127,"weak"
"chrX:+:150999336:150999435:150998636:151001872","Iqsec2","chrX",150999336,150999435,99,"regular (>50bp)",0.51985677833537,0.0832005385018624,0.331483842700281,0.292540958358968,"moderate"
"chrX:+:150999336:150999462:150998636:151001872","Iqsec2","chrX",150999336,150999462,126,"regular (>50bp)",0.525574210592455,0.0792750455789625,0.358354092382553,0.252701415934085,"moderate"
"chrX:+:151005278:151005328:151004816:151005917","Iqsec2","chrX",151005278,151005328,50,"small (30-50bp)",0.0825954474232286,0.798575326626406,0.24060463780095,0.451274390114643,"weak"
"chrX:+:150841774:150841931:150830964:150842353","Smc1a","chrX",150841774,150841931,157,"regular (>50bp)",0.528924373459687,0.0770345817615209,0.289604643801093,0.361220955026111,"moderate"
"chrX:+:150785273:150785438:150784930:150786356","Hsd17b10","chrX",150785273,150785438,165,"regular (>50bp)",0.620202080735106,0.0314368194572391,0.447403932407715,0.144735827451914,"moderate"
"chrX:+:150786618:150786777:150786521:150786857","Hsd17b10","chrX",150786618,150786777,159,"regular (>50bp)",0.345342389765612,0.271574767530012,0.199166392267034,0.534878966681278,"weak"
"chrX:+:150786648:150786777:150786521:150786857","Hsd17b10","chrX",150786648,150786777,129,"regular (>50bp)",0.401147117322,0.196214907634256,0.178762144938625,0.57829075877747,"moderate"
"chrX:+:150584149:150584362:150583942:150586171","Huwe1","chrX",150584149,150584362,213,"regular (>50bp)",-0.230353275316927,0.471354723883304,-0.2550916837299,0.423609444380243,"weak"
"chrX:+:150586171:150586345:150584362:150587441","Huwe1","chrX",150586171,150586345,174,"regular (>50bp)",-0.189724352490896,0.554794929888514,0.0485850019965352,0.880810858298946,"weak"
"chrX:+:150586171:150586345:150584362:150589271","Huwe1","chrX",150586171,150586345,174,"regular (>50bp)",-0.276524397317394,0.384268142530762,-0.041408679579295,0.898328445582834,"weak"
"chrX:+:150586464:150586565:150586345:150589271","Huwe1","chrX",150586464,150586565,101,"regular (>50bp)",-0.237168512117928,0.457959248124744,-0.383328998819233,0.218692789029581,"weak"
"chrX:+:150586751:150586798:150586565:150587441","Huwe1","chrX",150586751,150586798,47,"small (30-50bp)",0.324769451320076,0.303017377052229,0.0476494306002805,0.883091991792356,"weak"
"chrX:+:150587441:150587536:150586565:150589267","Huwe1","chrX",150587441,150587536,95,"regular (>50bp)",0.613898299956232,0.0337181493825267,0.644534744921167,0.0236628619563488,"moderate"
"chrX:+:150587441:150587536:150586565:150589271","Huwe1","chrX",150587441,150587536,95,"regular (>50bp)",0.511058087314467,0.0894961690628282,0.346077110837412,0.270488065562427,"moderate"
"chrX:+:150587441:150587536:150586565:150589715","Huwe1","chrX",150587441,150587536,95,"regular (>50bp)",-0.0945331016492067,0.770109731250279,0.165535798522135,0.607148290103942,"weak"
"chrX:+:150587441:150587536:150586565:150618219","Huwe1","chrX",150587441,150587536,95,"regular (>50bp)",-0.341070638962757,0.277942611337798,-0.169015476140473,0.5995040051025,"weak"
"chrX:+:150587441:150587536:150586798:150589267","Huwe1","chrX",150587441,150587536,95,"regular (>50bp)",-0.281329728719566,0.375715072405888,-0.25994433085016,0.414533794111575,"weak"
"chrX:+:150587441:150587536:150586798:150589271","Huwe1","chrX",150587441,150587536,95,"regular (>50bp)",0.313022877917029,0.321840876836206,0.467834530368248,0.125092268190129,"weak"
"chrX:+:150587441:150587536:150586798:150589715","Huwe1","chrX",150587441,150587536,95,"regular (>50bp)",-0.125607223433739,0.697299374597531,0.448900106986659,0.143234008749105,"weak"
"chrX:+:150589267:150589403:150583942:150589715","Huwe1","chrX",150589267,150589403,136,"regular (>50bp)",-0.0903445112503624,0.780069705016475,0.252671322284722,0.428172308004495,"weak"
"chrX:+:150589267:150589403:150584362:150589715","Huwe1","chrX",150589267,150589403,136,"regular (>50bp)",-0.581154318947914,0.0475072654111121,-0.159730882991951,0.61998122664497,"moderate"
"chrX:+:150589267:150589403:150586565:150589715","Huwe1","chrX",150589267,150589403,136,"regular (>50bp)",-0.737312609487714,0.00621177643315271,-0.49110863989291,0.10494303742936,"strong"
"chrX:+:150589267:150589403:150586798:150589715","Huwe1","chrX",150589267,150589403,136,"regular (>50bp)",-0.00545845080135623,0.986567627355678,0.445996158272675,0.146158124348035,"weak"
"chrX:+:150589267:150589403:150587536:150589715","Huwe1","chrX",150589267,150589403,136,"regular (>50bp)",0.0695717432921974,0.829888423912969,0.152698431143447,0.635658946687248,"weak"
"chrX:+:150589271:150589403:150584362:150589715","Huwe1","chrX",150589271,150589403,132,"regular (>50bp)",-0.571771060640108,0.0520970642565775,-0.151894381688616,0.637460371708258,"moderate"
"chrX:+:150589271:150589403:150586565:150589715","Huwe1","chrX",150589271,150589403,132,"regular (>50bp)",-0.769468725445733,0.00343020718556601,-0.560130685818739,0.0582119502048129,"strong"
"chrX:+:150589271:150589403:150586798:150589715","Huwe1","chrX",150589271,150589403,132,"regular (>50bp)",-0.0447883664062461,0.890072902911912,0.379033335450419,0.224334197786481,"weak"
"chrX:+:150589271:150589403:150587536:150589715","Huwe1","chrX",150589271,150589403,132,"regular (>50bp)",0.0587959154767113,0.855971785998636,0.115747629388501,0.720179689074333,"weak"
"chrX:+:150589715:150589856:150584362:150618219","Huwe1","chrX",150589715,150589856,141,"regular (>50bp)",0.461933583361211,0.130575430183672,0.363700655579762,0.245175293789656,"moderate"
"chrX:+:150589715:150589856:150586565:150618219","Huwe1","chrX",150589715,150589856,141,"regular (>50bp)",-0.339222601000788,0.280723671577929,-0.23522265028231,0.461765430758213,"weak"
"chrX:+:150589715:150589856:150586565:150623051","Huwe1","chrX",150589715,150589856,141,"regular (>50bp)",-0.16355440267708,0.611517356419956,-0.117585069783033,0.715899073711199,"weak"
"chrX:+:150589715:150589856:150587536:150618219","Huwe1","chrX",150589715,150589856,141,"regular (>50bp)",-0.237168512117928,0.457959248124744,-0.383328998819233,0.218692789029581,"weak"
"chrX:+:150618219:150618288:150586565:150623051","Huwe1","chrX",150618219,150618288,69,"regular (>50bp)",-0.135022022218944,0.675664918435966,-0.0525196167875421,0.87122666665772,"weak"
"chrX:+:150618219:150618288:150589856:150623051","Huwe1","chrX",150618219,150618288,69,"regular (>50bp)",0.204401071459658,0.523970212502643,0.318222497248523,0.313431215532555,"weak"
"chrX:+:150619217:150619325:150618288:150623051","Huwe1","chrX",150619217,150619325,108,"regular (>50bp)",0.139271315813829,0.665972574443139,-0.263411242275026,0.408109582273272,"weak"
"chrX:+:150635470:150635548:150633775:150636394","Huwe1","chrX",150635470,150635548,78,"regular (>50bp)",-0.251949896811679,0.429536970077499,0.134597299016992,0.676636200323582,"weak"
"chrX:+:150642450:150642684:150640909:150643162","Huwe1","chrX",150642450,150642684,234,"regular (>50bp)",-0.516605058784632,0.08549100112503,-0.357649772218127,0.253702814884756,"moderate"
"chrX:+:150674735:150675094:150674172:150676818","Huwe1","chrX",150674735,150675094,359,"regular (>50bp)",0.054012709132031,0.867593786580716,0.355254677534673,0.257125479398425,"weak"
"chrX:+:150689260:150689359:150688427:150689946","Huwe1","chrX",150689260,150689359,99,"regular (>50bp)",0.126434236868708,0.695390386904929,0.13811975638794,0.668594642928122,"weak"
"chrX:+:150689260:150689359:150688427:150691723","Huwe1","chrX",150689260,150689359,99,"regular (>50bp)",0.677891884104987,0.0154073797412183,0.0299206563145892,0.926454956736034,"moderate"
"chrX:+:150689946:150690080:150688427:150691723","Huwe1","chrX",150689946,150690080,134,"regular (>50bp)",0.280354838278194,0.377442244162107,0.0518656283699154,0.872818625841927,"weak"
"chrX:+:150689946:150690080:150688427:150691726","Huwe1","chrX",150689946,150690080,134,"regular (>50bp)",0.527269879738519,0.0781355651247828,0.380198776700315,0.222795100296846,"moderate"
"chrX:+:150689946:150690080:150689359:150691723","Huwe1","chrX",150689946,150690080,134,"regular (>50bp)",-0.237168512117928,0.457959248124744,-0.383328998819233,0.218692789029581,"weak"
"chrX:+:150690271:150690440:150690080:150691723","Huwe1","chrX",150690271,150690440,169,"regular (>50bp)",0.200913079096565,0.531228306136577,-0.0916937883500109,0.776857894537908,"weak"
"chrX:+:150690271:150690440:150690080:150691726","Huwe1","chrX",150690271,150690440,169,"regular (>50bp)",-0.424636245984609,0.168843424255013,-0.508368237688729,0.0914832193276803,"moderate"
"chrX:+:150704041:150704157:150703181:150704257","Huwe1","chrX",150704041,150704157,116,"regular (>50bp)",-0.27696662096407,0.383476873001622,0.0316295172120264,0.922265470147724,"weak"
"chrX:+:150710626:150710785:150707757:150711148","Huwe1","chrX",150710626,150710785,159,"regular (>50bp)",0.0214947320869596,0.947135380536041,0.170761052473146,0.595683130292878,"weak"
"chrX:+:150355361:150355664:150353427:150356408","Phf8","chrX",150355361,150355664,303,"regular (>50bp)",0.404920935809686,0.191644519124717,0.228566671768729,0.474896057504438,"moderate"
"chrX:+:150381498:150381632:150380981:150382269","Phf8","chrX",150381498,150381632,134,"regular (>50bp)",-0.424636245984609,0.168843424255014,-0.508368237688729,0.0914832193276803,"moderate"
"chrX:+:150408187:150408297:150403955:150413145","Phf8","chrX",150408187,150408297,110,"regular (>50bp)",-0.424636245984609,0.168843424255013,-0.508368237688729,0.0914832193276803,"moderate"
"chrX:+:150182670:150182799:150164989:150211912","Fam120c","chrX",150182670,150182799,129,"regular (>50bp)",-0.209790898575003,0.512839527408392,-0.120357781070699,0.709453817812693,"weak"
"chrX:+:150211912:150212012:150182799:150212832","Fam120c","chrX",150211912,150212012,100,"regular (>50bp)",0.529867301301557,0.0764118773320657,0.154221660058629,0.632251213923462,"moderate"
"chrX:+:150246964:150247174:150240832:150248278","Fam120c","chrX",150246964,150247174,210,"regular (>50bp)",0.395200511502355,0.203551586443508,0.274716702354354,0.387511359367854,"weak"
"chrX:+:150250794:150250852:150250434:150252471","Fam120c","chrX",150250794,150250852,58,"regular (>50bp)",-0.237168512117928,0.457959248124744,-0.383328998819233,0.218692789029581,"weak"
"chrX:-:149873591:149873777:149873410:149874671","Tsr2","chrX",149873591,149873777,186,"regular (>50bp)",-0.116527376748556,0.718362232484477,0.0638894685339833,0.843624584592156,"weak"
"chrX:-:149873600:149873777:149873410:149874671","Tsr2","chrX",149873600,149873777,177,"regular (>50bp)",-0.111652651038292,0.729746027656865,0.0248384232374541,0.93892444676955,"weak"
"chrX:-:149874671:149874763:149873410:149879160","Tsr2","chrX",149874671,149874763,92,"regular (>50bp)",0.384060336536917,0.217740950392055,0.457775468892657,0.134531648471126,"weak"
"chrX:-:149874671:149874763:149873410:149879424","Tsr2","chrX",149874671,149874763,92,"regular (>50bp)",0.126135444867633,0.696079899141453,-0.035912243643502,0.911774009793692,"weak"
"chrX:-:149879160:149879251:149873410:149879424","Tsr2","chrX",149879160,149879251,91,"regular (>50bp)",0.275195442888819,0.386651081140982,0.0222344139389821,0.94531854843147,"weak"
"chrX:-:149879160:149879251:149874763:149879424","Tsr2","chrX",149879160,149879251,91,"regular (>50bp)",0.713137761455842,0.00922314136879605,0.141648146000484,0.660571467981428,"strong"
