ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
219	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162722301	162722411	162718438	162719961	162726095	162726309	219	116,81,104	2,0,3	112,148,113	0,0,2	259	149	0.510376700582	1.0	0.971,1.0,0.952	1.0,1.0,0.97	-0.016
220	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162723114	162723170	162718438	162719961	162726095	162726309	220	92,93,87	2,0,3	101,153,88	0,0,2	205	149	0.490633287333	1.0	0.971,1.0,0.955	1.0,1.0,0.97	-0.015
221	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162723114	162723170	162722060	162722411	162726095	162726309	221	171,206,194	0,0,2	228,309,202	0,0,0	205	149	1	1.0	1.0,1.0,0.986	1.0,1.0,1.0	-0.005
222	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642294	161642442	161640052	161641004	161646055	161646204	222	377,413,408	1,0,1	344,437,336	1,0,0	297	149	1	1.0	0.995,1.0,0.995	0.994,1.0,1.0	-0.001
223	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642294	161642442	161640052	161641004	161655510	161655650	223	377,413,408	0,1,0	344,436,335	0,1,0	297	149	1	1.0	1.0,0.995,1.0	1.0,0.995,1.0	0.0
224	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642868	161642927	161642294	161642442	161646055	161646204	224	486,495,484	0,0,0	382,456,372	0,2,1	208	149	1	1.0	1.0,1.0,1.0	1.0,0.994,0.996	0.003
225	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642868	161642927	161642294	161642442	161655510	161655650	225	144,145,128	0,0,0	106,156,118	0,1,0	208	149	1	1.0	1.0,1.0,1.0	1.0,0.991,1.0	0.003
226	"ENSMUSG00000031357"	"Syap1"	chrX	-	161646055	161646204	161640052	161641004	161655510	161655650	226	279,338,348	0,1,0	223,267,249	0,1,0	298	149	1	1.0	1.0,0.994,1.0	1.0,0.993,1.0	0.0
227	"ENSMUSG00000031357"	"Syap1"	chrX	-	161646055	161646204	161642294	161642442	161655510	161655650	227	278,338,347	0,0,0	222,269,250	0,1,0	298	149	1	1.0	1.0,1.0,1.0	1.0,0.993,1.0	0.002
228	"ENSMUSG00000031357"	"Syap1"	chrX	-	161646055	161646204	161642868	161642927	161655510	161655650	228	624,690,703	4,2,0	500,567,506	1,0,3	298	149	1	1.0	0.987,0.994,1.0	0.996,1.0,0.988	-0.001
229	"ENSMUSG00000031357"	"Syap1"	chrX	-	161655510	161655650	161640052	161641004	161661326	161661400	229	429,491,433	0,0,1	356,474,403	0,0,0	289	149	1	1.0	1.0,1.0,0.996	1.0,1.0,1.0	-0.001
230	"ENSMUSG00000031357"	"Syap1"	chrX	-	161661326	161661400	161655510	161655650	161665675	161665742	230	744,833,790	0,0,4	626,808,693	0,0,0	223	149	1	1.0	1.0,1.0,0.992	1.0,1.0,1.0	-0.003
231	"ENSMUSG00000031357"	"Syap1"	chrX	-	161661326	161661400	161655510	161655650	161665963	161666082	231	310,312,268	4,0,0	237,322,234	0,0,0	223	149	1	1.0	0.981,1.0,1.0	1.0,1.0,1.0	-0.006
232	"ENSMUSG00000031357"	"Syap1"	chrX	-	161665675	161665742	161655510	161655650	161665963	161666082	232	214,274,307	4,0,0	232,192,198	0,0,0	216	149	1	1.0	0.974,1.0,1.0	1.0,1.0,1.0	-0.009
233	"ENSMUSG00000031357"	"Syap1"	chrX	-	161665675	161665742	161661326	161661400	161665963	161666082	233	650,800,827	0,2,0	622,678,666	0,0,0	216	149	1	1.0	1.0,0.996,1.0	1.0,1.0,1.0	-0.001
234	"ENSMUSG00000031357"	"Syap1"	chrX	-	161665963	161666082	161661326	161661400	161671064	161671443	234	540,614,528	1,0,0	477,578,552	0,0,0	268	149	1	1.0	0.997,1.0,1.0	1.0,1.0,1.0	-0.001
235	"ENSMUSG00000040855"	"Reps2"	chrX	-	161295674	161295728	161254790	161254852	161297274	161297344	235	6,3,7	0,1,3	0,0,0	0,0,2	203	149	1	1.0	1.0,0.688,0.631	NA,NA,0.0	0.773
237	"ENSMUSG00000031295"	"Phka2"	chrX	+	159285742	159285900	159285161	159285288	159306267	159306426	237	101,101,128	3,3,8	98,127,127	9,14,2	307	149	0.115589349804	0.8576857126641158	0.942,0.942,0.886	0.841,0.815,0.969	0.048
238	"ENSMUSG00000031295"	"Phka2"	chrX	+	159285748	159285900	159285167	159285288	159306267	159306426	238	93,107,143	3,3,8	102,140,151	9,14,2	301	149	0.157358552259	1.0	0.939,0.946,0.898	0.849,0.832,0.974	0.043
239	"ENSMUSG00000031295"	"Phka2"	chrX	+	159311842	159312011	159310725	159310773	159312910	159312993	239	107,193,141	0,0,0	176,221,177	1,0,0	318	149	1	1.0	1.0,1.0,1.0	0.988,1.0,1.0	0.004
240	"ENSMUSG00000031295"	"Phka2"	chrX	+	159314103	159314184	159312910	159312993	159315974	159316073	240	89,121,131	3,1,0	118,159,94	2,0,0	230	149	0.934004337588	1.0	0.951,0.987,1.0	0.975,1.0,1.0	-0.012
242	"ENSMUSG00000031295"	"Phka2"	chrX	+	159326629	159326683	159324364	159324511	159327207	159327330	242	148,127,152	5,0,0	125,167,147	0,0,0	203	149	0.930864775589	1.0	0.956,1.0,1.0	1.0,1.0,1.0	-0.015
243	"ENSMUSG00000031295"	"Phka2"	chrX	+	159335708	159335816	159332170	159332266	159337296	159337375	243	90,95,100	0,2,0	105,156,133	0,0,2	257	149	1	1.0	1.0,0.965,1.0	1.0,1.0,0.975	-0.003
245	"ENSMUSG00000031295"	"Phka2"	chrX	+	159371960	159372014	159369774	159369945	159373163	159373364	245	134,146,116	2,1,0	132,250,160	1,0,2	203	149	1	1.0	0.98,0.991,1.0	0.99,1.0,0.983	-0.001
246	"ENSMUSG00000031295"	"Phka2"	chrX	+	159373161	159373364	159371960	159372014	159373934	159374137	246	71,90,76	3,0,3	95,146,101	6,0,2	352	149	0.800853778666	1.0	0.909,1.0,0.915	0.87,1.0,0.955	-0.0
247	"ENSMUSG00000031295"	"Phka2"	chrX	+	159373163	159373364	159371960	159372014	159373934	159374137	247	196,231,179	3,0,3	203,359,227	6,0,2	350	149	0.821833180222	1.0	0.965,1.0,0.962	0.935,1.0,0.98	0.004
248	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158331234	158331311	158315663	158315831	158334746	158334835	248	1035,1328,1269	4,5,6	1414,2098,1706	5,1,3	226	149	1	1.0	0.994,0.994,0.993	0.995,0.999,0.997	-0.003
249	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158331234	158331311	158315663	158315831	158336239	158336890	249	378,500,489	0,0,1	483,694,636	0,0,0	226	149	1	1.0	1.0,1.0,0.997	1.0,1.0,1.0	-0.001
250	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158334746	158335370	158315663	158315831	158336239	158336890	250	1460,1545,1868	0,0,1	1595,2432,2194	0,0,0	773	149	1	1.0	1.0,1.0,0.997	1.0,1.0,1.0	-0.001
251	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158334746	158335370	158331234	158331311	158336239	158336890	251	2123,2372,2654	4,0,2	2521,3844,3272	0,0,7	773	149	1	1.0	0.99,1.0,0.996	1.0,1.0,0.989	-0.001
252	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158338470	158338646	158336239	158336890	158340438	158340553	252	187,265,270	2,0,0	263,349,507	1,0,6	325	149	0.920468679879	1.0	0.977,1.0,1.0	0.992,1.0,0.975	0.003
253	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158338470	158338646	158336239	158336890	158341330	158341394	253	114,173,167	0,0,0	156,192,286	1,6,2	325	149	0.128576752266	0.9200665568241705	1.0,1.0,1.0	0.986,0.936,0.985	0.031
254	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158340438	158340553	158336239	158336890	158341330	158341394	254	115,107,107	0,0,0	106,142,145	1,6,2	264	149	0.0384217529695	0.3876597157734287	1.0,1.0,1.0	0.984,0.93,0.976	0.037
255	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158340438	158340553	158338470	158338646	158341330	158341394	255	186,199,210	0,0,0	212,299,361	0,0,1	264	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.995	0.002
256	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158349423	158349538	158342833	158342949	158350914	158351010	256	224,233,269	7,0,1	230,394,399	0,0,0	264	149	0.8618165351	1.0	0.948,1.0,0.993	1.0,1.0,1.0	-0.02
257	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158350914	158351010	158342833	158342949	158357940	158358093	257	140,123,127	0,0,0	136,152,156	0,3,0	245	149	1	1.0	1.0,1.0,1.0	1.0,0.969,1.0	0.01
261	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156341880	156342061	156338592	156338687	156344378	156344497	261	1119,956,1050	3,15,4	922,1224,874	3,4,0	330	149	0.270411294836	1.0	0.994,0.966,0.992	0.993,0.993,1.0	-0.011
262	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156341880	156342061	156338592	156338687	156355854	156355982	262	794,655,697	6,2,5	612,796,578	5,6,5	330	149	0.439701614833	1.0	0.984,0.993,0.984	0.982,0.984,0.981	0.005
263	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156344378	156344497	156338592	156338687	156355854	156355982	263	324,410,395	6,2,5	317,360,261	5,6,5	268	149	0.302826983612	1.0	0.968,0.991,0.978	0.972,0.971,0.967	0.009
264	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156344378	156344497	156341880	156342061	156355854	156355982	264	645,687,736	2,0,0	614,782,553	0,0,0	268	149	1	1.0	0.994,1.0,1.0	1.0,1.0,1.0	-0.002
265	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156351136	156351812	156344378	156344497	156351929	156352001	265	356,321,381	0,0,0	508,517,445	0,4,1	825	149	0.596459052135	1.0	1.0,1.0,1.0	1.0,0.959,0.988	0.018
266	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156351136	156351812	156344378	156344497	156355854	156355982	266	288,270,313	434,479,497	416,420,370	392,502,332	825	149	2.62581187704e-06	0.00018193245764134379	0.107,0.092,0.102	0.161,0.131,0.168	-0.053
267	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156355854	156355982	156344378	156344497	156359079	156359183	267	976,1023,1155	0,0,0	1042,1176,845	0,0,7	277	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.985	0.005
268	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156374349	156374551	156359079	156359183	156381491	156381675	268	1514,1527,1584	1,4,2	1702,1833,1427	3,0,0	351	149	1	1.0	0.998,0.994,0.997	0.996,1.0,1.0	-0.002
269	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156376720	156376869	156374052	156374551	156381491	156381639	269	1179,1129,1185	451,500,476	1118,1617,919	543,599,454	298	149	0.365929141468	1.0	0.567,0.53,0.555	0.507,0.574,0.503	0.023
270	"ENSMUSG00000071708"	"Sms"	chrX	-	156237829	156237909	156230350	156230466	156243322	156243412	270	243,337,294	1,0,0	475,544,476	0,0,0	229	149	1	1.0	0.994,1.0,1.0	1.0,1.0,1.0	-0.002
272	"ENSMUSG00000071708"	"Sms"	chrX	-	156244956	156245132	156238989	156239104	156274900	156275040	272	46,46,68	3,0,0	74,71,44	0,0,2	325	149	0.821651168146	1.0	0.875,1.0,1.0	1.0,1.0,0.91	-0.012
273	"ENSMUSG00000071708"	"Sms"	chrX	-	156248819	156248884	156244956	156245132	156252983	156253104	273	232,205,285	5,9,3	432,432,324	4,3,5	214	149	0.0299024208393	0.32276040954010843	0.97,0.941,0.985	0.987,0.99,0.978	-0.02
274	"ENSMUSG00000071708"	"Sms"	chrX	-	156249393	156249487	156248819	156248884	156252983	156253104	274	1585,1599,1601	0,1,1	2830,3187,2656	3,3,3	243	149	1	1.0	1.0,0.999,0.999	0.998,0.998,0.998	0.001
275	"ENSMUSG00000071708"	"Sms"	chrX	-	156252983	156253104	156244956	156245132	156274900	156275040	275	796,917,857	0,0,0	1409,1567,1480	1,0,0	270	149	1	1.0	1.0,1.0,1.0	0.999,1.0,1.0	0.0
276	"ENSMUSG00000025287"	"Acot9"	chrX	+	154047031	154047089	154045500	154045670	154052654	154052749	276	3,2,5	938,1037,947	1,23,5	978,1260,1041	207	149	0.903357171113	1.0	0.002,0.001,0.004	0.001,0.013,0.003	-0.003
277	"ENSMUSG00000025287"	"Acot9"	chrX	+	154056387	154056425	154055967	154056138	154064606	154064690	277	1050,1143,1094	0,2,0	1345,1625,1165	0,0,0	187	149	1	1.0	1.0,0.998,1.0	1.0,1.0,1.0	-0.001
278	"ENSMUSG00000025287"	"Acot9"	chrX	+	154076904	154076972	154069284	154069361	154078158	154078270	278	904,893,975	0,0,0	1110,1276,1021	0,0,2	217	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.997	0.001
279	"ENSMUSG00000025287"	"Acot9"	chrX	+	154078417	154078508	154078158	154078270	154078678	154078764	279	679,702,799	0,0,2	923,1014,877	0,0,2	240	149	1	1.0	1.0,1.0,0.996	1.0,1.0,0.996	0.0
280	"ENSMUSG00000025287"	"Acot9"	chrX	+	154079320	154079408	154078678	154078764	154079576	154079727	280	494,574,567	0,1,1	676,763,717	2,0,0	237	149	1	1.0	1.0,0.997,0.997	0.995,1.0,1.0	-0.0
281	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996933	153996127	153996663	153997028	153997130	281	513,580,573	0,0,1	636,653,572	0,0,2	190	149	1	1.0	1.0,1.0,0.998	1.0,1.0,0.996	0.001
282	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996954	153996310	153996663	153997028	153997130	282	112,166,134	0,0,1	130,165,131	0,0,2	211	149	1	1.0	1.0,1.0,0.99	1.0,1.0,0.979	0.004
283	"ENSMUSG00000025283"	"Sat1"	chrX	-	153997028	153997130	153996892	153996933	153998596	153998680	283	966,921,894	1,0,0	1180,1110,1088	0,2,0	251	149	1	1.0	0.998,1.0,1.0	1.0,0.997,1.0	0.0
284	"ENSMUSG00000025283"	"Sat1"	chrX	-	153998116	153998226	153997028	153997130	153998596	153998680	284	88,62,107	744,687,668	185,206,149	897,839,861	259	149	3.14569712678e-06	0.00021270967056858403	0.064,0.049,0.084	0.106,0.124,0.091	-0.041
285	"ENSMUSG00000025283"	"Sat1"	chrX	-	153998780	153998832	153998115	153998680	153999098	153999328	285	1072,1132,997	0,0,1	1311,1559,1232	0,1,0	201	149	1	1.0	1.0,1.0,0.999	1.0,0.999,1.0	0.0
287	"ENSMUSG00000086316"	"Nbdy"	chrX	+	152508700	152508837	152506585	152506933	152511857	152511935	287	1617,1654,1688	0,0,0	2031,2448,1869	0,1,0	286	149	1	1.0	1.0,1.0,1.0	1.0,0.999,1.0	0.0
288	"ENSMUSG00000086316"	"Nbdy"	chrX	+	152508700	152508837	152506585	152506933	152524035	152524916	288	819,887,800	6,3,4	1025,1256,916	7,7,0	286	149	1	1.0	0.986,0.994,0.99	0.987,0.989,1.0	-0.002
289	"ENSMUSG00000086316"	"Nbdy"	chrX	+	152508700	152508837	152506588	152507121	152524035	152524916	289	84,121,79	3,0,0	68,96,82	0,0,0	286	149	1	1.0	0.936,1.0,1.0	1.0,1.0,1.0	-0.021
290	"ENSMUSG00000086316"	"Nbdy"	chrX	+	152509938	152510028	152508700	152508837	152511857	152511935	290	0,0,0	883,893,966	3,4,0	1073,1291,1034	239	149	1	1.0	0.0,0.0,0.0	0.002,0.002,0.0	-0.001
