ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
172	"ENSMUSG00000031358"	"Msl3"	chrX	-	167453215	167453307	167451626	167451787	167454138	167454239	172	309,335,297	3,0,0	601,540,465	0,0,0	241	149	1	1.0	0.985,1.0,1.0	1.0,1.0,1.0	-0.005
173	"ENSMUSG00000031358"	"Msl3"	chrX	-	167453215	167453307	167452485	167452611	167454138	167454239	173	957,1020,933	0,2,1	1793,1741,1346	1,5,4	241	149	1	1.0	1.0,0.997,0.998	0.999,0.995,0.995	0.002
174	"ENSMUSG00000031358"	"Msl3"	chrX	-	167455258	167455341	167454790	167454886	167456723	167456894	174	211,187,160	259,316,269	290,277,267	601,558,469	232	149	0.0201636684045	0.24203158340636052	0.343,0.275,0.276	0.237,0.242,0.268	0.049
176	"ENSMUSG00000025742"	"Prps2"	chrX	-	166133510	166133670	166129317	166131994	166135131	166135305	176	480,494,553	0,1,1	635,626,448	0,2,0	298	149	1	1.0	1.0,0.996,0.996	1.0,0.994,1.0	-0.001
177	"ENSMUSG00000025742"	"Prps2"	chrX	-	166146540	166146665	166135131	166135305	166148114	166148213	177	535,629,677	2,0,2	744,632,533	3,0,0	274	149	1	1.0	0.993,1.0,0.995	0.993,1.0,1.0	-0.002
182	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165136560	165136680	165127687	165128077	165150023	165150170	182	152,160,194	2,4,2	202,292,212	0,12,7	269	149	0.119980694592	0.8770655423060134	0.977,0.957,0.982	1.0,0.931,0.944	0.014
183	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165136560	165136680	165127687	165128077	165155633	165155820	183	264,281,307	529,510,567	334,454,368	653,700,610	269	149	0.310537337132	1.0	0.217,0.234,0.231	0.221,0.264,0.25	-0.018
184	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165150023	165150170	165127687	165128077	165155633	165155820	184	5,7,4	529,510,567	0,23,7	653,700,610	296	149	0.795127225164	1.0	0.005,0.007,0.004	0.0,0.016,0.006	-0.002
185	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165150023	165150170	165136560	165136680	165155633	165155820	185	3,3,3	112,121,114	0,13,0	132,164,156	296	149	0.694660737024	1.0	0.013,0.012,0.013	0.0,0.038,0.0	0.0
186	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165155633	165155820	165127687	165128077	165158628	165158785	186	1100,1000,1116	1,0,0	1229,1344,1257	0,0,0	298	149	1	1.0	0.998,1.0,1.0	1.0,1.0,1.0	-0.001
187	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165162983	165163155	165158628	165158785	165165444	165165518	187	834,1058,961	4,0,0	1125,1232,1038	0,0,0	298	149	1	1.0	0.99,1.0,1.0	1.0,1.0,1.0	-0.003
188	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165165444	165165518	165158628	165158785	165169947	165171984	188	0,1,0	0,0,0	0,0,0	0,2,0	223	149	1	1.0	NA,1.0,NA	NA,0.0,NA	1.0
189	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165166930	165166996	165165444	165165518	165169947	165171984	189	573,681,559	0,1,0	745,818,646	0,0,0	215	149	1	1.0	1.0,0.998,1.0	1.0,1.0,1.0	-0.001
190	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165168386	165168477	165166930	165166996	165169947	165171984	190	17,20,32	318,371,314	32,47,32	368,448,323	240	149	0.0450145502665	0.4346553204978217	0.032,0.032,0.06	0.051,0.061,0.058	-0.015
191	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164959840	164960075	164953449	164953546	164961529	164961638	191	313,319,261	0,0,0	450,503,425	0,8,5	298	149	0.3188029984	1.0	1.0,1.0,1.0	1.0,0.969,0.977	0.018
192	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164959840	164960075	164953449	164953546	164961787	164961826	192	330,332,266	11,22,21	501,551,445	20,37,12	298	149	0.268893444081	1.0	0.938,0.883,0.864	0.926,0.882,0.949	-0.024
193	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164961529	164961638	164953490	164953546	164961787	164961826	193	78,54,58	11,22,21	55,73,78	20,37,12	258	149	0.713664278829	1.0	0.804,0.586,0.615	0.614,0.533,0.79	0.023
194	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164961529	164961638	164959840	164960075	164961787	164961826	194	180,140,150	126,110,109	158,184,194	254,311,217	258	149	1.03373349103e-07	1.0751161769128462e-05	0.452,0.424,0.443	0.264,0.255,0.341	0.153
195	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164963348	164963805	164961418	164961826	164972239	164972338	195	517,514,478	8,0,1	733,948,742	0,0,1	298	149	0.882746975485	1.0	0.97,1.0,0.996	1.0,1.0,0.997	-0.01
196	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164963441	164963805	164961787	164961826	164972239	164972816	196	229,253,246	8,0,1	327,427,365	0,0,1	298	149	0.289376831553	1.0	0.935,1.0,0.992	1.0,1.0,0.995	-0.023
203	"ENSMUSG00000031381"	"Piga"	chrX	+	163210927	163211060	163205579	163206359	163211806	163212013	203	38,53,36	0,0,3	21,29,23	0,0,0	282	149	0.814272916296	1.0	1.0,1.0,0.864	1.0,1.0,1.0	-0.045
204	"ENSMUSG00000031381"	"Piga"	chrX	+	163211535	163211668	163208505	163211060	163211806	163212013	204	172,206,227	0,2,0	163,195,157	0,0,0	282	149	1	1.0	1.0,0.982,1.0	1.0,1.0,1.0	-0.006
205	"ENSMUSG00000031380"	"Vegfd"	chrX	+	163168799	163169025	163156373	163156915	163174597	163174788	205	31,38,29	0,0,2	25,18,22	0,0,0	298	149	1	1.0	1.0,1.0,0.879	1.0,1.0,1.0	-0.04
206	"ENSMUSG00000031379"	"Pir"	chrX	+	163054598	163054727	163052366	163052471	163063124	163063217	206	374,451,395	0,2,0	618,674,576	0,0,0	278	149	1	1.0	1.0,0.992,1.0	1.0,1.0,1.0	-0.003
207	"ENSMUSG00000031379"	"Pir"	chrX	+	163054598	163054727	163052426	163052673	163063124	163063217	207	777,921,879	11,26,22	1255,1263,1241	25,34,19	278	149	0.684441837642	1.0	0.974,0.95,0.955	0.964,0.952,0.972	-0.003
208	"ENSMUSG00000031379"	"Pir"	chrX	+	163063124	163063217	163054598	163054727	163083219	163083426	208	171,189,144	0,1,0	266,254,240	0,0,0	242	149	1	1.0	1.0,0.991,1.0	1.0,1.0,1.0	-0.003
209	"ENSMUSG00000031379"	"Pir"	chrX	+	163078910	163078994	163063124	163063217	163083219	163083426	209	918,969,964	5,7,0	1340,1273,1134	1,6,0	233	149	1	1.0	0.992,0.989,1.0	0.999,0.993,1.0	-0.004
210	"ENSMUSG00000031379"	"Pir"	chrX	+	163083219	163083426	163063124	163063217	163113010	163113095	210	429,486,456	0,0,0	634,546,548	1,0,2	298	149	1	1.0	1.0,1.0,1.0	0.997,1.0,0.993	0.003
211	"ENSMUSG00000031379"	"Pir"	chrX	+	163090199	163090317	163083219	163083426	163113010	163113095	211	9,2,0	424,479,456	2,0,3	633,540,548	267	149	1	1.0	0.012,0.002,0.0	0.002,0.0,0.003	0.003
212	"ENSMUSG00000031379"	"Pir"	chrX	+	163113010	163113095	163083219	163083426	163125469	163125514	212	637,700,716	2,1,0	977,826,819	0,0,0	234	149	1	1.0	0.995,0.998,1.0	1.0,1.0,1.0	-0.002
213	"ENSMUSG00000031379"	"Pir"	chrX	+	163113010	163113095	163083219	163083426	163141143	163141226	213	371,424,382	0,5,0	522,487,434	0,4,0	234	149	1	1.0	1.0,0.982,1.0	1.0,0.987,1.0	-0.002
214	"ENSMUSG00000031379"	"Pir"	chrX	+	163125469	163125514	163083219	163083426	163141143	163141226	214	79,89,98	0,5,0	102,70,108	0,4,0	194	149	0.796535100711	1.0	1.0,0.932,1.0	1.0,0.931,1.0	0.0
215	"ENSMUSG00000031379"	"Pir"	chrX	+	163125469	163125514	163113010	163113095	163141143	163141226	215	360,377,442	18,13,10	575,419,499	22,10,9	194	149	0.33187677252	1.0	0.939,0.957,0.971	0.953,0.97,0.977	-0.011
216	"ENSMUSG00000031379"	"Pir"	chrX	+	163141143	163141226	163125469	163125514	163152041	163152108	216	401,431,513	2,0,0	616,535,569	0,0,0	232	149	1	1.0	0.992,1.0,1.0	1.0,1.0,1.0	-0.003
218	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162722301	162722411	162718438	162719961	162723114	162723170	218	194,196,209	1,2,0	244,301,228	5,0,2	259	149	0.672019150351	1.0	0.991,0.983,1.0	0.966,1.0,0.985	0.008
219	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162722301	162722411	162718438	162719961	162726095	162726309	219	116,81,104	2,0,3	112,148,113	0,0,2	259	149	0.510376700582	1.0	0.971,1.0,0.952	1.0,1.0,0.97	-0.016
220	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162723114	162723170	162718438	162719961	162726095	162726309	220	92,93,87	2,0,3	101,153,88	0,0,2	205	149	0.490633287333	1.0	0.971,1.0,0.955	1.0,1.0,0.97	-0.015
221	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162723114	162723170	162722060	162722411	162726095	162726309	221	171,206,194	0,0,2	228,309,202	0,0,0	205	149	1	1.0	1.0,1.0,0.986	1.0,1.0,1.0	-0.005
222	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642294	161642442	161640052	161641004	161646055	161646204	222	377,413,408	1,0,1	344,437,336	1,0,0	297	149	1	1.0	0.995,1.0,0.995	0.994,1.0,1.0	-0.001
223	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642294	161642442	161640052	161641004	161655510	161655650	223	377,413,408	0,1,0	344,436,335	0,1,0	297	149	1	1.0	1.0,0.995,1.0	1.0,0.995,1.0	0.0
224	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642868	161642927	161642294	161642442	161646055	161646204	224	486,495,484	0,0,0	382,456,372	0,2,1	208	149	1	1.0	1.0,1.0,1.0	1.0,0.994,0.996	0.003
225	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642868	161642927	161642294	161642442	161655510	161655650	225	144,145,128	0,0,0	106,156,118	0,1,0	208	149	1	1.0	1.0,1.0,1.0	1.0,0.991,1.0	0.003
226	"ENSMUSG00000031357"	"Syap1"	chrX	-	161646055	161646204	161640052	161641004	161655510	161655650	226	279,338,348	0,1,0	223,267,249	0,1,0	298	149	1	1.0	1.0,0.994,1.0	1.0,0.993,1.0	0.0
227	"ENSMUSG00000031357"	"Syap1"	chrX	-	161646055	161646204	161642294	161642442	161655510	161655650	227	278,338,347	0,0,0	222,269,250	0,1,0	298	149	1	1.0	1.0,1.0,1.0	1.0,0.993,1.0	0.002
228	"ENSMUSG00000031357"	"Syap1"	chrX	-	161646055	161646204	161642868	161642927	161655510	161655650	228	624,690,703	4,2,0	500,567,506	1,0,3	298	149	1	1.0	0.987,0.994,1.0	0.996,1.0,0.988	-0.001
229	"ENSMUSG00000031357"	"Syap1"	chrX	-	161655510	161655650	161640052	161641004	161661326	161661400	229	429,491,433	0,0,1	356,474,403	0,0,0	289	149	1	1.0	1.0,1.0,0.996	1.0,1.0,1.0	-0.001
230	"ENSMUSG00000031357"	"Syap1"	chrX	-	161661326	161661400	161655510	161655650	161665675	161665742	230	744,833,790	0,0,4	626,808,693	0,0,0	223	149	1	1.0	1.0,1.0,0.992	1.0,1.0,1.0	-0.003
231	"ENSMUSG00000031357"	"Syap1"	chrX	-	161661326	161661400	161655510	161655650	161665963	161666082	231	310,312,268	4,0,0	237,322,234	0,0,0	223	149	1	1.0	0.981,1.0,1.0	1.0,1.0,1.0	-0.006
232	"ENSMUSG00000031357"	"Syap1"	chrX	-	161665675	161665742	161655510	161655650	161665963	161666082	232	214,274,307	4,0,0	232,192,198	0,0,0	216	149	1	1.0	0.974,1.0,1.0	1.0,1.0,1.0	-0.009
233	"ENSMUSG00000031357"	"Syap1"	chrX	-	161665675	161665742	161661326	161661400	161665963	161666082	233	650,800,827	0,2,0	622,678,666	0,0,0	216	149	1	1.0	1.0,0.996,1.0	1.0,1.0,1.0	-0.001
234	"ENSMUSG00000031357"	"Syap1"	chrX	-	161665963	161666082	161661326	161661400	161671064	161671443	234	540,614,528	1,0,0	477,578,552	0,0,0	268	149	1	1.0	0.997,1.0,1.0	1.0,1.0,1.0	-0.001
235	"ENSMUSG00000040855"	"Reps2"	chrX	-	161295674	161295728	161254790	161254852	161297274	161297344	235	6,3,7	0,1,3	0,0,0	0,0,2	203	149	1	1.0	1.0,0.688,0.631	NA,NA,0.0	0.773
237	"ENSMUSG00000031295"	"Phka2"	chrX	+	159285742	159285900	159285161	159285288	159306267	159306426	237	97,100,122	3,3,8	95,122,124	9,14,2	298	149	0.117166626389	0.8647291293138947	0.942,0.943,0.884	0.841,0.813,0.969	0.049
238	"ENSMUSG00000031295"	"Phka2"	chrX	+	159285748	159285900	159285167	159285288	159306267	159306426	238	89,106,137	3,3,8	99,139,148	9,14,2	298	149	0.169835883163	1.0	0.937,0.946,0.895	0.846,0.832,0.974	0.042
239	"ENSMUSG00000031295"	"Phka2"	chrX	+	159311842	159312011	159310725	159310773	159312910	159312993	239	89,138,103	0,0,0	140,182,141	1,0,0	298	149	1	1.0	1.0,1.0,1.0	0.986,1.0,1.0	0.005
240	"ENSMUSG00000031295"	"Phka2"	chrX	+	159314103	159314184	159312910	159312993	159315974	159316073	240	89,121,131	3,1,0	118,159,94	2,0,0	230	149	0.934004337588	1.0	0.951,0.987,1.0	0.975,1.0,1.0	-0.012
242	"ENSMUSG00000031295"	"Phka2"	chrX	+	159326629	159326683	159324364	159324511	159327207	159327330	242	148,127,152	5,0,0	125,167,147	0,0,0	203	149	0.930864775589	1.0	0.956,1.0,1.0	1.0,1.0,1.0	-0.015
243	"ENSMUSG00000031295"	"Phka2"	chrX	+	159335708	159335816	159332170	159332266	159337296	159337375	243	90,95,100	0,2,0	105,156,133	0,0,2	257	149	1	1.0	1.0,0.965,1.0	1.0,1.0,0.975	-0.003
245	"ENSMUSG00000031295"	"Phka2"	chrX	+	159371960	159372014	159369774	159369945	159373163	159373364	245	134,146,116	2,1,0	132,250,160	1,0,2	203	149	1	1.0	0.98,0.991,1.0	0.99,1.0,0.983	-0.001
246	"ENSMUSG00000031295"	"Phka2"	chrX	+	159373161	159373364	159371960	159372014	159373934	159374137	246	49,70,58	3,0,3	66,114,79	6,0,2	298	149	0.797606913804	1.0	0.891,1.0,0.906	0.846,1.0,0.952	-0.0
247	"ENSMUSG00000031295"	"Phka2"	chrX	+	159373163	159373364	159371960	159372014	159373934	159374137	247	174,211,161	3,0,3	174,327,205	6,0,2	298	149	0.7818882246	1.0	0.967,1.0,0.964	0.935,1.0,0.981	0.005
248	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158331234	158331311	158315663	158315831	158334746	158334835	248	1035,1328,1269	4,5,6	1414,2098,1706	5,1,3	226	149	1	1.0	0.994,0.994,0.993	0.995,0.999,0.997	-0.003
249	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158331234	158331311	158315663	158315831	158336239	158336890	249	378,500,489	0,0,1	483,694,636	0,0,0	226	149	1	1.0	1.0,1.0,0.997	1.0,1.0,1.0	-0.001
250	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158334746	158335370	158315663	158315831	158336239	158336890	250	212,195,311	0,0,1	214,356,339	0,0,0	298	149	1	1.0	1.0,1.0,0.994	1.0,1.0,1.0	-0.002
251	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158334746	158335370	158331234	158331311	158336239	158336890	251	875,1022,1097	4,0,2	1140,1768,1417	0,0,7	298	149	1	1.0	0.991,1.0,0.996	1.0,1.0,0.99	-0.001
252	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158338470	158338646	158336239	158336890	158340438	158340553	252	168,225,252	2,0,0	239,317,463	1,0,6	298	149	0.939500650266	1.0	0.977,1.0,1.0	0.992,1.0,0.975	0.003
253	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158338470	158338646	158336239	158336890	158341330	158341394	253	95,133,149	0,0,0	132,160,242	1,6,2	298	149	0.0914994040467	0.7281721327013387	1.0,1.0,1.0	0.985,0.93,0.984	0.034
254	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158340438	158340553	158336239	158336890	158341330	158341394	254	115,107,107	0,0,0	106,142,145	1,6,2	264	149	0.0384217529695	0.3886292509771449	1.0,1.0,1.0	0.984,0.93,0.976	0.037
255	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158340438	158340553	158338470	158338646	158341330	158341394	255	186,199,210	0,0,0	212,299,361	0,0,1	264	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.995	0.002
256	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158349423	158349538	158342833	158342949	158350914	158351010	256	224,233,269	7,0,1	230,394,399	0,0,0	264	149	0.8618165351	1.0	0.948,1.0,0.993	1.0,1.0,1.0	-0.02
257	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158350914	158351010	158342833	158342949	158357940	158358093	257	140,123,127	0,0,0	136,152,156	0,3,0	245	149	1	1.0	1.0,1.0,1.0	1.0,0.969,1.0	0.01
261	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156341880	156342061	156338592	156338687	156344378	156344497	261	1036,870,951	3,15,4	847,1093,766	3,4,0	298	149	0.291695006676	1.0	0.994,0.967,0.992	0.993,0.993,1.0	-0.011
262	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156341880	156342061	156338592	156338687	156355854	156355982	262	711,569,598	6,2,5	537,665,470	5,6,5	298	149	0.386220840498	1.0	0.983,0.993,0.984	0.982,0.982,0.979	0.006
263	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156344378	156344497	156338592	156338687	156355854	156355982	263	324,410,395	6,2,5	317,360,261	5,6,5	268	149	0.302826983612	1.0	0.968,0.991,0.978	0.972,0.971,0.967	0.009
264	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156344378	156344497	156341880	156342061	156355854	156355982	264	645,687,736	2,0,0	614,782,553	0,0,0	268	149	1	1.0	0.994,1.0,1.0	1.0,1.0,1.0	-0.002
265	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156351136	156351812	156344378	156344497	156351929	156352001	265	74,52,74	0,0,0	105,103,78	0,4,1	298	149	0.617043972285	1.0	1.0,1.0,1.0	1.0,0.928,0.975	0.032
266	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156351136	156351812	156344378	156344497	156355854	156355982	266	6,1,6	434,479,497	13,6,3	392,502,332	298	149	0.881734904915	1.0	0.007,0.001,0.006	0.016,0.006,0.004	-0.004
267	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156355854	156355982	156344378	156344497	156359079	156359183	267	976,1023,1155	0,0,0	1042,1176,845	0,0,7	277	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.985	0.005
268	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156374349	156374551	156359079	156359183	156381491	156381675	268	1159,1147,1162	1,4,2	1230,1382,1041	3,0,0	298	149	1	1.0	0.998,0.993,0.997	0.995,1.0,1.0	-0.002
269	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156376720	156376869	156374052	156374551	156381491	156381639	269	1179,1129,1185	451,500,476	1118,1617,919	543,599,454	298	149	0.365929141468	1.0	0.567,0.53,0.555	0.507,0.574,0.503	0.023
270	"ENSMUSG00000071708"	"Sms"	chrX	-	156237829	156237909	156230350	156230466	156243322	156243412	270	243,337,294	1,0,0	475,544,476	0,0,0	229	149	1	1.0	0.994,1.0,1.0	1.0,1.0,1.0	-0.002
272	"ENSMUSG00000071708"	"Sms"	chrX	-	156244956	156245132	156238989	156239104	156274900	156275040	272	0,1,0	3,0,0	1,0,0	0,0,2	298	149	1	1.0	0.0,1.0,NA	1.0,NA,0.0	0.0
273	"ENSMUSG00000071708"	"Sms"	chrX	-	156248819	156248884	156244956	156245132	156252983	156253104	273	232,205,285	5,9,3	432,432,324	4,3,5	214	149	0.0299024208393	0.323789739808521	0.97,0.941,0.985	0.987,0.99,0.978	-0.02
274	"ENSMUSG00000071708"	"Sms"	chrX	-	156249393	156249487	156248819	156248884	156252983	156253104	274	1585,1599,1601	0,1,1	2830,3187,2656	3,3,3	243	149	1	1.0	1.0,0.999,0.999	0.998,0.998,0.998	0.001
275	"ENSMUSG00000071708"	"Sms"	chrX	-	156252983	156253104	156244956	156245132	156274900	156275040	275	796,917,857	0,0,0	1409,1567,1480	1,0,0	270	149	1	1.0	1.0,1.0,1.0	0.999,1.0,1.0	0.0
276	"ENSMUSG00000025287"	"Acot9"	chrX	+	154047031	154047089	154045500	154045670	154052654	154052749	276	3,2,5	938,1037,947	1,23,5	978,1260,1041	207	149	0.903357171113	1.0	0.002,0.001,0.004	0.001,0.013,0.003	-0.003
277	"ENSMUSG00000025287"	"Acot9"	chrX	+	154056387	154056425	154055967	154056138	154064606	154064690	277	1050,1143,1094	0,2,0	1345,1625,1165	0,0,0	187	149	1	1.0	1.0,0.998,1.0	1.0,1.0,1.0	-0.001
278	"ENSMUSG00000025287"	"Acot9"	chrX	+	154076904	154076972	154069284	154069361	154078158	154078270	278	904,893,975	0,0,0	1110,1276,1021	0,0,2	217	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.997	0.001
279	"ENSMUSG00000025287"	"Acot9"	chrX	+	154078417	154078508	154078158	154078270	154078678	154078764	279	679,702,799	0,0,2	923,1014,877	0,0,2	240	149	1	1.0	1.0,1.0,0.996	1.0,1.0,0.996	0.0
280	"ENSMUSG00000025287"	"Acot9"	chrX	+	154079320	154079408	154078678	154078764	154079576	154079727	280	494,574,567	0,1,1	676,763,717	2,0,0	237	149	1	1.0	1.0,0.997,0.997	0.995,1.0,1.0	-0.0
281	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996933	153996127	153996663	153997028	153997130	281	513,580,573	0,0,1	636,653,572	0,0,2	190	149	1	1.0	1.0,1.0,0.998	1.0,1.0,0.996	0.001
282	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996954	153996310	153996663	153997028	153997130	282	112,166,134	0,0,1	130,165,131	0,0,2	211	149	1	1.0	1.0,1.0,0.99	1.0,1.0,0.979	0.004
283	"ENSMUSG00000025283"	"Sat1"	chrX	-	153997028	153997130	153996892	153996933	153998596	153998680	283	966,921,894	1,0,0	1180,1110,1088	0,2,0	251	149	1	1.0	0.998,1.0,1.0	1.0,0.997,1.0	0.0
284	"ENSMUSG00000025283"	"Sat1"	chrX	-	153998116	153998226	153997028	153997130	153998596	153998680	284	88,62,107	744,687,668	185,206,149	897,839,861	259	149	3.14569712678e-06	0.00021396713304749787	0.064,0.049,0.084	0.106,0.124,0.091	-0.041
285	"ENSMUSG00000025283"	"Sat1"	chrX	-	153998780	153998832	153998115	153998680	153999098	153999328	285	1072,1132,997	0,0,1	1311,1559,1232	0,1,0	201	149	1	1.0	1.0,1.0,0.999	1.0,0.999,1.0	0.0
287	"ENSMUSG00000086316"	"Nbdy"	chrX	+	152508700	152508837	152506585	152506933	152511857	152511935	287	1617,1654,1688	0,0,0	2031,2448,1869	0,1,0	286	149	1	1.0	1.0,1.0,1.0	1.0,0.999,1.0	0.0
288	"ENSMUSG00000086316"	"Nbdy"	chrX	+	152508700	152508837	152506585	152506933	152524035	152524916	288	819,887,800	6,3,4	1025,1256,916	7,7,0	286	149	1	1.0	0.986,0.994,0.99	0.987,0.989,1.0	-0.002
289	"ENSMUSG00000086316"	"Nbdy"	chrX	+	152508700	152508837	152506588	152507121	152524035	152524916	289	84,121,79	3,0,0	68,96,82	0,0,0	286	149	1	1.0	0.936,1.0,1.0	1.0,1.0,1.0	-0.021
290	"ENSMUSG00000086316"	"Nbdy"	chrX	+	152509938	152510028	152508700	152508837	152511857	152511935	290	0,0,0	883,893,966	3,4,0	1073,1291,1034	239	149	1	1.0	0.0,0.0,0.0	0.002,0.002,0.0	-0.001
