ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
22	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156344378	156344497	156355854	156355982	156341880	156342061	156359079	156359183	22	544,544,659	212,212,239	659,674,513	222,281,228	277	268	0.682224102231	1.0	0.713,0.713,0.727	0.742,0.699,0.685	0.009
23	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996933	153997028	153997130	153996127	153996663	153998596	153998680	23	573,522,459	103,162,120	678,649,677	119,162,119	251	190	0.0834027291562	0.4872151879538814	0.808,0.709,0.743	0.812,0.752,0.812	-0.039
24	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150963992	150964088	150986927	150987329	150961959	150962086	150991765	150992661	24	119,112,111	179,207,181	144,173,94	325,399,300	245	551	0.00106168658054	0.03203388908286292	0.599,0.549,0.58	0.499,0.494,0.413	0.107
25	"ENSMUSG00000041133"	"Smc1a"	chrX	+	150824322	150824464	150829655	150829801	150820586	150820693	150829890	150830044	25	1333,1487,1660	1173,1286,1436	1699,1718,1488	1532,1467,1404	291	295	0.709989669661	1.0	0.535,0.54,0.54	0.529,0.543,0.518	0.008
26	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589715	150589856	150618219	150618288	150586322	150586565	150623051	150623150	26	880,919,972	384,441,477	1184,1595,1112	500,677,514	290	218	0.434844096592	0.910492576942132	0.633,0.61,0.605	0.64,0.639,0.619	-0.017
27	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150635470	150635548	150636394	150636442	150633712	150633775	150636519	150636588	27	356,294,374	185,175,258	459,515,401	246,345,310	227	197	0.442042726497	0.9131949903609508	0.625,0.593,0.557	0.618,0.564,0.529	0.021
28	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150636394	150636442	150636519	150636588	150635470	150635548	150637137	150637237	28	424,365,475	211,157,184	487,628,567	210,266,215	197	218	0.574415151293	0.9745607598987737	0.69,0.72,0.741	0.72,0.723,0.745	-0.012
29	"ENSMUSG00000025262"	"Fam120c"	chrX	+	150182670	150182799	150211912	150212012	150164906	150164989	150212832	150212909	29	122,92,95	68,89,90	233,193,144	99,129,63	278	249	0.011566638188	0.16205879113529337	0.616,0.481,0.486	0.678,0.573,0.672	-0.113
30	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149873591	149873777	149874671	149874763	149870090	149873410	149879160	149879251	30	364,365,364	339,341,331	863,868,670	819,900,672	241	335	0.445898637375	0.9144887179972927	0.599,0.598,0.605	0.594,0.573,0.581	0.018
31	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149873600	149873777	149874671	149874763	149870089	149873410	149879160	149879251	31	364,365,364	826,948,996	863,868,670	2120,2231,1708	241	326	0.986743073662	1.0	0.373,0.342,0.331	0.355,0.345,0.347	-0.0
32	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149873600	149873777	149874671	149874763	149872476	149873410	149879424	149879539	32	80,108,161	826,948,996	176,123,104	2126,2231,1707	241	326	2.32275952916e-08	4.277640008444744e-06	0.116,0.134,0.179	0.101,0.069,0.076	0.061
33	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149874671	149874763	149879160	149879251	149873600	149873777	149879424	149879539	33	507,532,668	677,639,745	1335,1345,1177	1482,1708,1214	240	241	0.4632278312	0.9239963264234287	0.429,0.455,0.474	0.475,0.442,0.493	-0.017
34	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141115187	141115379	141116665	141116740	141111843	141111958	141121879	141122052	34	919,1002,1027	2276,2580,2371	812,1038,863	2087,2625,2094	224	341	0.796246412434	1.0	0.381,0.372,0.397	0.372,0.376,0.386	0.005
35	"ENSMUSG00000031433"	"Rbm41"	chrX	-	138855655	138855803	138868944	138869348	138790259	138791325	138894046	138894251	35	133,197,169	1,4,8	186,240,196	3,9,7	553	297	0.589005987517	0.9793822057130904	0.986,0.964,0.919	0.971,0.935,0.938	0.008
36	"ENSMUSG00000087368"	"BC065397"	chrX	+	135661166	135661324	135662739	135662837	135660604	135660667	135689269	135689366	36	19,23,28	32,29,19	48,46,48	37,62,43	307	247	0.606106528399	0.9854074971161753	0.323,0.39,0.542	0.511,0.374,0.473	-0.034
37	"ENSMUSG00000031422"	"Morf4l2"	chrX	-	135636294	135636371	135640553	135640643	135633701	135635250	135641958	135642101	37	991,1021,995	2361,2601,2411	1088,1075,884	2663,2962,2543	239	226	0.294315705844	0.8178323750610667	0.284,0.271,0.281	0.279,0.256,0.247	0.018
38	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134644190	134644271	134644311	134644363	134643481	134643727	134645247	134645324	38	208,248,208	68,90,73	373,453,330	182,206,185	230	201	0.0030128226986	0.06552831294295322	0.728,0.707,0.713	0.642,0.658,0.609	0.08
39	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134698301	134698378	134698536	134698613	134652693	134652766	134698771	134698843	39	3,7,4	195,147,176	8,8,2	179,193,132	226	226	0.436036490013	0.9108751645630211	0.015,0.045,0.022	0.043,0.04,0.015	-0.005
40	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134698301	134698378	134698536	134698613	134697697	134697786	134698771	134698843	40	25,12,16	198,148,177	26,29,14	180,195,132	226	226	0.149803298578	0.6371745321701008	0.112,0.075,0.083	0.126,0.129,0.096	-0.027
41	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134698536	134698613	134698771	134698843	134698301	134698378	134699139	134699222	41	31,51,64	129,105,119	29,28,44	147,116,109	226	221	0.0577993431967	0.4099810902630724	0.19,0.322,0.345	0.162,0.191,0.283	0.074
42	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132961392	132961471	132962442	132962579	132959935	132960171	132963116	132963236	42	129,113,137	846,815,939	152,256,253	1247,1525,1329	228	286	0.39583740273	0.8905385801808595	0.161,0.148,0.155	0.133,0.174,0.193	-0.012
43	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132961693	132961863	132962442	132962579	132960082	132960171	132963116	132963236	43	101,108,105	846,815,939	139,211,209	1247,1525,1329	319	286	0.296133895962	0.8186448088958322	0.097,0.106,0.091	0.091,0.11,0.124	-0.01
44	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132961693	132961863	132962442	132962579	132961392	132961471	132963116	132963236	44	911,949,1091	846,814,941	1157,1633,1496	1247,1525,1327	319	286	0.331077713892	0.8494558071207458	0.491,0.511,0.51	0.454,0.49,0.503	0.022
45	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132973163	132973223	132973426	132973513	132970593	132970656	132973962	132974026	45	169,163,193	62,73,66	330,433,341	100,156,132	209	236	0.519021125618	0.9527339386752621	0.755,0.716,0.768	0.788,0.758,0.745	-0.017
48	"ENSMUSG00000031245"	"Hmgn5"	chrX	-	108054159	108054213	108054462	108054492	108051767	108051902	108055027	108055051	48	16,15,15	45,44,66	6,13,8	20,32,47	179	203	0.71118752185	1.0	0.287,0.279,0.205	0.254,0.315,0.162	0.013
49	"ENSMUSG00000033906"	"Zdhhc15"	chrX	-	103631906	103632027	103641697	103641792	103617774	103617844	103676189	103676216	49	279,234,273	147,132,169	213,275,219	122,187,149	244	270	0.287754228099	0.8110484209979388	0.677,0.662,0.641	0.659,0.619,0.619	0.028
50	"ENSMUSG00000033906"	"Zdhhc15"	chrX	-	103641697	103641792	103676189	103676216	103631906	103632027	103714269	103714670	50	66,56,49	97,106,84	35,92,56	67,94,99	176	244	0.504051273846	0.9471646327271985	0.485,0.423,0.447	0.42,0.576,0.44	-0.027
51	"ENSMUSG00000031207"	"Msn"	chrX	+	95185470	95185554	95194225	95194321	95139647	95139849	95196129	95196404	51	454,469,432	623,452,514	707,782,736	850,863,747	233	245	0.593203775551	0.9808833564211884	0.434,0.522,0.469	0.467,0.488,0.509	-0.013
52	"ENSMUSG00000025151"	"Maged1"	chrX	-	93583460	93584153	93584856	93584930	93582212	93582887	93585497	93585596	52	8459,9094,9448	26053,26532,27375	7258,7010,6962	20649,19754,19755	223	842	0.588327788481	0.9793130988192378	0.551,0.564,0.566	0.57,0.573,0.571	-0.011
53	"ENSMUSG00000035476"	"Tab3"	chrX	+	84619155	84619216	84652995	84653190	84617627	84617771	84657576	84659035	53	21,19,23	75,94,96	15,18,26	99,110,56	210	344	0.884312160342	1.0	0.314,0.249,0.282	0.199,0.211,0.432	0.001
54	"ENSMUSG00000035476"	"Tab3"	chrX	+	84619155	84619216	84637257	84637360	84617755	84617771	84652998	84653190	54	21,20,25	1,1,2	17,18,28	6,0,0	210	252	0.609552174219	0.9860583105172234	0.962,0.96,0.938	0.773,1.0,1.0	0.029
55	"ENSMUSG00000035476"	"Tab3"	chrX	+	84657576	84659035	84665159	84665253	84652995	84653190	84667947	84668031	55	439,375,475	34,38,40	336,443,291	22,16,14	1608	243	0.00259561199867	0.05974524298124405	0.661,0.599,0.642	0.698,0.807,0.759	-0.121
56	"ENSMUSG00000031197"	"Vbp1"	chrX	+	74560694	74560819	74564968	74565035	74557904	74558034	74566865	74566964	56	6115,7350,7307	2113,2430,2104	5438,6843,4669	1882,2651,1751	274	216	0.0935102196664	0.5188725719173706	0.695,0.705,0.732	0.695,0.67,0.678	0.03
57	"ENSMUSG00000031197"	"Vbp1"	chrX	+	74564968	74565035	74566865	74566964	74560694	74560819	74574690	74574829	57	872,1127,1005	2573,2761,3230	693,974,729	2296,2415,1806	216	248	0.615533196213	0.9881619760569001	0.28,0.319,0.263	0.257,0.317,0.317	-0.01
58	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73350450	73350550	73351277	73351476	73350184	73350292	73351735	73351867	58	1993,2269,1970	2501,2705,2599	1758,2643,2083	2082,2517,2380	249	348	0.0943397575367	0.5215510556873846	0.527,0.54,0.514	0.541,0.595,0.55	-0.035
59	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73350450	73350550	73351277	73351867	73350184	73350292	73352681	73352781	59	1993,2269,1970	4484,5097,5221	1757,2643,2084	3489,4409,4207	249	739	0.0060720706534	0.10539702965745126	0.569,0.569,0.528	0.599,0.64,0.595	-0.056
60	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73353568	73353740	73353995	73354140	73352681	73352781	73354243	73354298	60	4689,5069,5024	2740,2612,2740	4349,5464,4302	2607,2692,2447	321	294	0.934602263767	1.0	0.61,0.64,0.627	0.604,0.65,0.617	0.002
61	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73353568	73353740	73354243	73354298	73352681	73352781	73354392	73355468	61	4688,5067,5023	746,789,860	4345,5469,4301	682,765,729	321	204	0.617602074517	0.9899861019906819	0.8,0.803,0.788	0.802,0.82,0.789	-0.007
62	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73353995	73354140	73354243	73354298	73352681	73353740	73354392	73355466	62	2893,3135,2903	749,795,862	2784,3511,2751	687,765,734	294	204	0.244133010148	0.7641423542110354	0.728,0.732,0.7	0.738,0.761,0.722	-0.02
63	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73354085	73354140	73354243	73354298	73353568	73353740	73354392	73354762	63	0,0,1	749,795,862	0,0,0	687,765,734	204	204	1	1.0	0.0,0.0,0.001	0.0,0.0,0.0	0.0
64	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	73344183	73344294	73345566	73345627	73343855	73343930	73345967	73346206	64	1395,1366,1326	355,400,404	1562,1717,1380	295,360,296	260	210	0.000559360283102	0.019802034095103324	0.76,0.734,0.726	0.81,0.794,0.79	-0.058
65	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	73344929	73344970	73345541	73345627	73344183	73344377	73345967	73346120	65	331,333,416	531,599,548	300,393,289	467,557,459	190	235	0.787053090362	1.0	0.435,0.407,0.484	0.443,0.466,0.438	-0.007
66	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	73345541	73345627	73345967	73346206	73344929	73344970	73346827	73346875	66	689,681,749	1621,1697,1690	703,645,561	1809,1942,1326	235	388	0.222059770216	0.7405429795550875	0.412,0.399,0.423	0.391,0.354,0.411	0.026
67	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	73345967	73346206	73346827	73346875	73345541	73345627	73346963	73347192	67	1546,1625,1531	309,305,275	1577,1778,1289	365,316,291	388	197	0.270944212581	0.7941683540753584	0.718,0.73,0.739	0.687,0.741,0.692	0.022
68	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73327253	73327299	73331624	73331705	73326877	73327006	73331783	73331825	68	222,200,265	325,349,395	151,211,209	311,374,266	195	230	0.606187737635	0.9854074971161753	0.446,0.403,0.442	0.364,0.4,0.481	0.015
69	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73327537	73327623	73331624	73331705	73327253	73327299	73331783	73331825	69	272,367,409	327,349,398	301,319,348	313,374,268	235	230	0.669390375725	1.0	0.449,0.507,0.501	0.485,0.455,0.56	-0.014
70	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73331624	73331705	73331783	73331825	73327253	73327299	73332056	73332119	70	1,0,1	34,40,64	2,0,2	57,27,38	230	191	0.438552597368	0.9125840056845286	0.024,0.0,0.013	0.028,0.0,0.042	-0.011
71	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73332267	73332320	73332589	73332625	73332053	73332119	73332710	73332788	71	190,244,190	19,24,48	268,327,253	13,46,54	202	185	0.61922126443	0.9899861019906819	0.902,0.903,0.784	0.95,0.867,0.811	-0.013
72	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73332267	73332320	73332534	73332625	73332056	73332119	73332710	73332788	72	190,244,190	43,61,88	268,327,253	29,82,88	202	240	0.108932779547	0.554277013273879	0.84,0.826,0.72	0.917,0.826,0.774	-0.044
73	"ENSMUSG00000031392"	"Irak1"	chrX	-	73061735	73061972	73063505	73063571	73060735	73061117	73063933	73064141	73	167,190,183	470,473,426	161,228,196	520,663,518	215	386	0.198233093549	0.7084445659911639	0.389,0.419,0.435	0.357,0.382,0.405	0.033
74	"ENSMUSG00000031392"	"Irak1"	chrX	-	73063505	73063571	73063933	73064141	73061735	73061972	73064548	73064667	74	738,721,729	305,204,218	1058,981,830	287,415,243	357	215	0.91336465655	1.0	0.593,0.68,0.668	0.689,0.587,0.673	-0.003
75	"ENSMUSG00000031392"	"Irak1"	chrX	-	73065454	73065569	73065790	73065855	73064548	73064667	73066078	73066270	75	76,94,106	294,292,320	77,145,122	365,434,370	214	264	0.735670718661	1.0	0.242,0.284,0.29	0.207,0.292,0.289	0.009
76	"ENSMUSG00000031392"	"Irak1"	chrX	-	73065454	73065569	73065790	73065855	73064548	73064667	73066454	73066558	76	3,5,3	294,288,320	6,17,12	365,434,370	214	264	0.0027543093208	0.062290176037587575	0.012,0.021,0.011	0.02,0.046,0.038	-0.02
77	"ENSMUSG00000031392"	"Irak1"	chrX	-	73065790	73065855	73066078	73066267	73065454	73065569	73066454	73066558	77	160,165,144	396,373,401	223,237,222	518,578,485	338	214	0.482541586633	0.9356060722003988	0.204,0.219,0.185	0.214,0.206,0.225	-0.012
78	"ENSMUSG00000031392"	"Irak1"	chrX	-	73065790	73065855	73066078	73066270	73065454	73065569	73066454	73066558	78	226,247,243	396,373,401	342,356,344	518,578,485	341	214	0.455810759637	0.9189593071649885	0.264,0.294,0.276	0.293,0.279,0.308	-0.015
79	"ENSMUSG00000031387"	"Renbp"	chrX	-	72969821	72969953	72971418	72971594	72965956	72966044	72971884	72971966	79	558,628,527	132,112,85	504,652,432	85,96,92	325	281	0.410224692807	0.9004687141204542	0.785,0.829,0.843	0.837,0.854,0.802	-0.012
80	"ENSMUSG00000002006"	"Pdzd4"	chrX	-	72840435	72840498	72841799	72841898	72839981	72840083	72842363	72842454	80	130,133,106	191,141,155	98,100,128	157,189,174	248	212	0.14471642445	0.6331751298156085	0.368,0.446,0.369	0.348,0.311,0.386	0.046
81	"ENSMUSG00000002006"	"Pdzd4"	chrX	-	72840435	72840498	72841799	72841898	72839981	72840083	72867887	72868575	81	0,5,5	191,143,152	0,0,1	157,191,170	248	212	0.724170426879	1.0	0.0,0.029,0.027	0.0,0.0,0.005	0.017
82	"ENSMUSG00000002006"	"Pdzd4"	chrX	-	72841799	72841898	72842363	72842454	72840435	72840498	72843439	72843693	82	145,146,129	137,115,85	134,138,114	159,119,107	240	248	0.10631298436	0.5508128687014769	0.522,0.567,0.611	0.465,0.545,0.524	0.055
83	"ENSMUSG00000002006"	"Pdzd4"	chrX	-	72842363	72842454	72843439	72843693	72841799	72841898	72867887	72868575	83	355,376,304	161,202,222	420,446,322	240,265,174	403	240	0.936592149367	1.0	0.568,0.526,0.449	0.51,0.501,0.524	0.003
84	"ENSMUSG00000002014"	"Ssr4"	chrX	+	72832440	72832559	72833405	72833480	72830633	72830912	72833636	72833726	84	2536,2729,2472	1223,1196,1111	3332,4141,3157	1553,1917,1535	268	224	0.703899062867	1.0	0.634,0.656,0.65	0.642,0.644,0.632	0.007
85	"ENSMUSG00000002014"	"Ssr4"	chrX	+	72832443	72832559	72833405	72833480	72830667	72830912	72833636	72833726	85	1024,999,883	1223,1196,1111	1214,1582,1145	1553,1917,1535	265	224	0.591703535081	0.9802961062174365	0.414,0.414,0.402	0.398,0.411,0.387	0.011
86	"ENSMUSG00000002014"	"Ssr4"	chrX	+	72833405	72833480	72833636	72833726	72830829	72832559	72833964	72834030	86	1068,1109,1034	792,772,885	1563,1988,1472	1044,1055,878	224	239	0.00569590581386	0.1011283765457735	0.59,0.605,0.555	0.615,0.668,0.641	-0.058
87	"ENSMUSG00000002014"	"Ssr4"	chrX	+	72833636	72833726	72833964	72834030	72833405	72833480	72834259	72834417	87	1160,1155,986	696,591,561	1411,1886,1281	655,837,586	239	215	0.0230916169083	0.24583917927876606	0.6,0.637,0.613	0.66,0.67,0.663	-0.048
88	"ENSMUSG00000019558"	"Slc6a8"	chrX	+	72722241	72722376	72722471	72722575	72720664	72721059	72722669	72722794	88	166,147,158	104,89,80	273,337,217	197,163,154	284	253	0.556464497812	0.9688403454603026	0.587,0.595,0.638	0.552,0.648,0.557	0.021
91	"ENSMUSG00000062070"	"Pgk1"	chrX	+	105243722	105243942	105246044	105246222	105243252	105243367	105246442	105246541	91	20,20,17	2588,2436,2396	27,28,26	4042,4814,3095	369	327	1	1.0	0.007,0.007,0.006	0.006,0.005,0.007	0.001
92	"ENSMUSG00000062070"	"Pgk1"	chrX	+	105243762	105243942	105246044	105246222	105243252	105243367	105246442	105246541	92	1252,1443,1422	2588,2436,2396	1997,2197,1663	4042,4814,3095	329	327	0.184213749725	0.6903273948027911	0.325,0.371,0.371	0.329,0.312,0.348	0.026
93	"ENSMUSG00000062070"	"Pgk1"	chrX	+	105246044	105246222	105246442	105246541	105243722	105243942	105246844	105247267	93	1293,1237,1326	1624,1576,1549	2134,2182,1368	2498,3097,1895	327	248	0.427677982882	0.9076849599460812	0.376,0.373,0.394	0.393,0.348,0.354	0.016
94	"ENSMUSG00000031125"	"3830403N18Rik"	chrX	+	55184104	55184139	55192435	55192553	55183770	55183834	55193247	55193347	94	288,266,391	813,791,835	233,299,270	749,902,813	184	267	0.100480061275	0.5364924681336848	0.34,0.328,0.405	0.311,0.325,0.325	0.037
95	"ENSMUSG00000025626"	"Phf6"	chrX	+	52006042	52006144	52020449	52020583	52005429	52005613	52020857	52020901	95	90,105,97	136,154,229	88,119,97	207,165,149	251	283	0.895278644295	1.0	0.427,0.435,0.323	0.324,0.448,0.423	-0.003
96	"ENSMUSG00000001173"	"Ocrl"	chrX	+	47005351	47005431	47009037	47009076	47001845	47001925	47019247	47019358	96	27,40,50	29,27,18	46,43,19	12,27,19	229	188	0.667398577821	1.0	0.433,0.549,0.695	0.759,0.567,0.451	-0.033
98	"ENSMUSG00000031093"	"Dock11"	chrX	+	35227434	35227514	35228698	35228782	35226891	35227069	35232342	35232483	98	93,140,108	120,120,145	61,98,59	97,59,67	229	233	0.670211168407	1.0	0.441,0.543,0.431	0.39,0.628,0.473	-0.025
100	"ENSMUSG00000031060"	"Rbm10"	chrX	+	20501969	20502153	20503664	20503895	20486212	20486353	20505671	20505741	100	989,861,1055	127,136,104	1128,1210,1127	191,209,165	333	380	0.0200353282622	0.22788229323226894	0.899,0.878,0.92	0.871,0.869,0.886	0.024
101	"ENSMUSG00000031012"	"Cask"	chrX	-	13417185	13417221	13418611	13418680	13415403	13415600	13421116	13421185	101	145,159,179	212,213,183	283,339,226	382,429,361	218	185	0.399508069856	0.8925878883989954	0.367,0.388,0.454	0.386,0.401,0.347	0.025
102	"ENSMUSG00000031012"	"Cask"	chrX	-	13486888	13487064	13492433	13492536	13480708	13480831	13543823	13543833	102	298,314,301	392,450,513	559,691,429	829,1091,726	252	325	0.495633777498	0.9427499755542886	0.495,0.474,0.431	0.465,0.45,0.432	0.018
103	"ENSMUSG00000064127"	"Med14"	chrX	-	12585829	12585989	12594252	12594378	12583100	12583295	12610955	12611067	103	217,176,230	670,682,694	225,225,162	648,711,576	275	309	0.728265727667	1.0	0.267,0.225,0.271	0.281,0.262,0.24	-0.007
104	"ENSMUSG00000064127"	"Med14"	chrX	-	12610955	12611067	12611984	12612135	12594252	12594378	12612863	12612996	104	438,430,430	234,195,263	462,494,354	211,273,214	300	261	0.963044753045	1.0	0.62,0.657,0.587	0.656,0.612,0.59	0.002
105	"ENSMUSG00000031174"	"Rpgr"	chrX	-	10078963	10079056	10079767	10079893	10078036	10078099	10082454	10082692	105	1,9,2	87,118,104	2,13,1	96,132,80	275	242	0.410485288547	0.9006704845378991	0.01,0.063,0.017	0.018,0.08,0.011	-0.006
106	"ENSMUSG00000031174"	"Rpgr"	chrX	-	10078963	10079056	10079767	10079893	10078036	10078099	10082790	10082972	106	245,302,295	88,116,106	275,313,234	96,132,84	275	242	0.833651986891	1.0	0.71,0.696,0.71	0.716,0.676,0.71	0.005
107	"ENSMUSG00000031176"	"Dynlt3"	chrX	-	9523279	9523403	9527218	9527260	9522514	9522696	9529107	9529242	107	8,6,6	804,833,804	3,3,3	441,732,584	191	273	0.834362191289	1.0	0.014,0.01,0.011	0.01,0.006,0.007	0.004
108	"ENSMUSG00000031169"	"Porcn"	chrX	-	8067682	8067808	8067896	8067911	8067414	8067515	8069264	8069282	108	2,1,1	17,15,23	1,9,0	21,50,33	164	275	0.502177575718	0.9456527444442273	0.165,0.101,0.068	0.074,0.232,0.0	0.009
