"event_key","event_type","GeneID","geneSymbol","exon_length","size_category","dPSI","FDR","significant"
"chrX:73332056:73332119:73331825:73332710:SE","SE","ENSMUSG00000009995","Tafazzin",63,"Regular (>50bp)",-0.009,1,FALSE
"chrX:73332267:73332320:73332119:73332534:SE","SE","ENSMUSG00000009995","Tafazzin",53,"Regular (>50bp)",0.064,0.00421143970968787,FALSE
"chrX:73332267:73332320:73332119:73332589:SE","SE","ENSMUSG00000009995","Tafazzin",53,"Regular (>50bp)",0.031,0.143705343436499,FALSE
"chrX:73332267:73332320:73332119:73332710:SE","SE","ENSMUSG00000009995","Tafazzin",53,"Regular (>50bp)",-0.184,2.0346835167399e-08,TRUE
"chrX:73332267:73332320:73332119:73332904:SE","SE","ENSMUSG00000009995","Tafazzin",53,"Regular (>50bp)",-0.033,0.54626392033948,FALSE
"chrX:73332534:73332625:73332119:73332710:SE","SE","ENSMUSG00000009995","Tafazzin",91,"Regular (>50bp)",-0.583,0,TRUE
"chrX:73332534:73332625:73332320:73332710:SE","SE","ENSMUSG00000009995","Tafazzin",91,"Regular (>50bp)",-0.409,0,TRUE
"chrX:73332589:73332625:73332119:73332710:SE","SE","ENSMUSG00000009995","Tafazzin",36,"Small (30-50bp)",-0.575,0,TRUE
"chrX:73332589:73332625:73332320:73332710:SE","SE","ENSMUSG00000009995","Tafazzin",36,"Small (30-50bp)",-0.385,0,TRUE
"chrX:73332710:73332788:73332119:73332904:SE","SE","ENSMUSG00000009995","Tafazzin",78,"Regular (>50bp)",-0.011,1,FALSE
"chrX:73332710:73332788:73332320:73332904:SE","SE","ENSMUSG00000009995","Tafazzin",78,"Regular (>50bp)",-0.002,1,FALSE
"chrX:13391063:13391090:13388586:13392236:SE","SE","ENSMUSG00000031012","Cask",27,"Microexon (0-30bp)",0.007,1,FALSE
"chrX:13410752:13410868:13404080:13415403:SE","SE","ENSMUSG00000031012","Cask",116,"Regular (>50bp)",0.007,1,FALSE
"chrX:13417185:13417221:13415600:13418611:SE","SE","ENSMUSG00000031012","Cask",36,"Small (30-50bp)",-0.059,0.190390018666952,FALSE
"chrX:13417185:13417221:13415600:13421116:SE","SE","ENSMUSG00000031012","Cask",36,"Small (30-50bp)",-0.009,1,FALSE
"chrX:13418611:13418680:13415600:13421116:SE","SE","ENSMUSG00000031012","Cask",69,"Regular (>50bp)",0.04,0.391623865822395,FALSE
"chrX:13418611:13418680:13417221:13421116:SE","SE","ENSMUSG00000031012","Cask",69,"Regular (>50bp)",0.134,0.000352031808409297,TRUE
"chrX:13453082:13453204:13437350:13466595:SE","SE","ENSMUSG00000031012","Cask",122,"Regular (>50bp)",0.001,1,FALSE
"chrX:13462924:13462942:13453204:13466595:SE","SE","ENSMUSG00000031012","Cask",18,"Microexon (0-30bp)",0.022,1,FALSE
"chrX:13466595:13466695:13453204:13474972:SE","SE","ENSMUSG00000031012","Cask",100,"Regular (>50bp)",0.001,1,FALSE
"chrX:13549209:13549287:13543896:13580904:SE","SE","ENSMUSG00000031012","Cask",78,"Regular (>50bp)",0,1,FALSE
"chr19:45394983:45395025:45352325:45411571:SE","SE","ENSMUSG00000025217","Btrc",42,"Small (30-50bp)",0.05,0.691035515302597,FALSE
"chr19:45394983:45395025:45352325:45425775:SE","SE","ENSMUSG00000025217","Btrc",42,"Small (30-50bp)",0.152,0.000417580588114848,TRUE
"chr19:45394983:45395025:45352325:45439055:SE","SE","ENSMUSG00000025217","Btrc",42,"Small (30-50bp)",0.028,1,FALSE
"chr19:45394983:45395025:45352325:45444971:SE","SE","ENSMUSG00000025217","Btrc",42,"Small (30-50bp)",0.061,0.586579536130149,FALSE
"chr19:45394983:45395025:45352325:45459453:SE","SE","ENSMUSG00000025217","Btrc",42,"Small (30-50bp)",0.136,0.718265074821492,FALSE
"chr19:45394983:45395025:45352325:45491370:SE","SE","ENSMUSG00000025217","Btrc",42,"Small (30-50bp)",0.1,0.624670628647683,FALSE
"chr19:45394983:45395025:45352581:45411571:SE","SE","ENSMUSG00000025217","Btrc",42,"Small (30-50bp)",-0.072,0.161469532146869,FALSE
"chr19:45394983:45395025:45352581:45444971:SE","SE","ENSMUSG00000025217","Btrc",42,"Small (30-50bp)",-0.048,1,FALSE
"chr19:45394983:45395025:45352713:45411571:SE","SE","ENSMUSG00000025217","Btrc",42,"Small (30-50bp)",-0.032,1,FALSE
"chr19:45394983:45395025:45352713:45444971:SE","SE","ENSMUSG00000025217","Btrc",42,"Small (30-50bp)",-0.432,2.04205695922085e-08,TRUE
"chr19:45411571:45411679:45352325:45425775:SE","SE","ENSMUSG00000025217","Btrc",108,"Regular (>50bp)",0.022,0.869404343511381,FALSE
"chr19:45411571:45411679:45352325:45444971:SE","SE","ENSMUSG00000025217","Btrc",108,"Regular (>50bp)",0.014,1,FALSE
"chr19:45411571:45411679:45352325:45459453:SE","SE","ENSMUSG00000025217","Btrc",108,"Regular (>50bp)",0.022,1,FALSE
"chr19:45411571:45411679:45352325:45491370:SE","SE","ENSMUSG00000025217","Btrc",108,"Regular (>50bp)",0.005,1,FALSE
"chr19:45411571:45411679:45352581:45444971:SE","SE","ENSMUSG00000025217","Btrc",108,"Regular (>50bp)",-0.01,1,FALSE
"chr19:45411571:45411679:45352713:45444971:SE","SE","ENSMUSG00000025217","Btrc",108,"Regular (>50bp)",-0.135,1.08455768614005e-10,TRUE
"chr19:45411571:45411679:45352713:45491370:SE","SE","ENSMUSG00000025217","Btrc",108,"Regular (>50bp)",0.131,1,FALSE
"chr19:45411571:45411679:45395025:45425775:SE","SE","ENSMUSG00000025217","Btrc",108,"Regular (>50bp)",-0.004,1,FALSE
"chr19:45411571:45411679:45395025:45444971:SE","SE","ENSMUSG00000025217","Btrc",108,"Regular (>50bp)",-0.004,1,FALSE
"chr19:45411571:45411679:45395025:45459453:SE","SE","ENSMUSG00000025217","Btrc",108,"Regular (>50bp)",0.035,0.305835424157354,FALSE
"chr19:45411571:45411679:45395025:45491370:SE","SE","ENSMUSG00000025217","Btrc",108,"Regular (>50bp)",-0.022,0.692185704785107,FALSE
"chr19:45444971:45445049:45352325:45459453:SE","SE","ENSMUSG00000025217","Btrc",78,"Regular (>50bp)",0.028,1,FALSE
"chr19:45444971:45445049:45352325:45491370:SE","SE","ENSMUSG00000025217","Btrc",78,"Regular (>50bp)",0.034,0.795220468563218,FALSE
"chr19:45444971:45445049:45352581:45491370:SE","SE","ENSMUSG00000025217","Btrc",78,"Regular (>50bp)",-0.055,1,FALSE
"chr19:45444971:45445049:45395025:45459453:SE","SE","ENSMUSG00000025217","Btrc",78,"Regular (>50bp)",0.025,0.475804540246031,FALSE
"chr19:45444971:45445049:45395025:45491370:SE","SE","ENSMUSG00000025217","Btrc",78,"Regular (>50bp)",-0.038,0.712054338635238,FALSE
"chr19:45444971:45445049:45411679:45459453:SE","SE","ENSMUSG00000025217","Btrc",78,"Regular (>50bp)",0.014,1,FALSE
"chr19:45444971:45445049:45411679:45491370:SE","SE","ENSMUSG00000025217","Btrc",78,"Regular (>50bp)",-0.002,1,FALSE
"chr19:45459453:45459543:45352325:45491370:SE","SE","ENSMUSG00000025217","Btrc",90,"Regular (>50bp)",0.009,0.761471534952125,FALSE
"chr19:45459453:45459543:45395025:45491370:SE","SE","ENSMUSG00000025217","Btrc",90,"Regular (>50bp)",-0.019,0.671245387198443,FALSE
"chr19:45459453:45459543:45411679:45491370:SE","SE","ENSMUSG00000025217","Btrc",90,"Regular (>50bp)",0.009,1,FALSE
"chr19:45459453:45459543:45445049:45491370:SE","SE","ENSMUSG00000025217","Btrc",90,"Regular (>50bp)",0.004,1,FALSE
"chr19:45459453:45459543:45445049:45496122:SE","SE","ENSMUSG00000025217","Btrc",90,"Regular (>50bp)",-0.012,1,FALSE
"chr19:45491370:45491602:45445049:45496122:SE","SE","ENSMUSG00000025217","Btrc",232,"Regular (>50bp)",-0.01,1,FALSE
"chr19:45491370:45491602:45459543:45496122:SE","SE","ENSMUSG00000025217","Btrc",232,"Regular (>50bp)",-0.002,1,FALSE
"chr19:42159984:42160182:42159107:42165827:SE","SE","ENSMUSG00000018820","Zfyve27",198,"Regular (>50bp)",-0.001,1,FALSE
"chr19:42165827:42165898:42160182:42167727:SE","SE","ENSMUSG00000018820","Zfyve27",71,"Regular (>50bp)",0.01,0.877091112164708,FALSE
"chr19:42167727:42167929:42160182:42169940:SE","SE","ENSMUSG00000018820","Zfyve27",202,"Regular (>50bp)",-0.001,1,FALSE
"chr19:42169940:42170036:42167929:42171097:SE","SE","ENSMUSG00000018820","Zfyve27",96,"Regular (>50bp)",0.002,1,FALSE
"chr19:42174058:42174079:42172628:42174243:SE","SE","ENSMUSG00000018820","Zfyve27",21,"Microexon (0-30bp)",-0.04,1,FALSE
"chr19:42174243:42174388:42172628:42177635:SE","SE","ENSMUSG00000018820","Zfyve27",145,"Regular (>50bp)",-0.001,1,FALSE
"chr19:42177635:42177682:42174388:42177960:SE","SE","ENSMUSG00000018820","Zfyve27",47,"Small (30-50bp)",0,1,FALSE
"chr19:16977302:16977407:16933656:16980985:SE","SE","ENSMUSG00000039126","Prune2",105,"Regular (>50bp)",-0.007,1,FALSE
"chr19:16980985:16981188:16977407:16983985:SE","SE","ENSMUSG00000039126","Prune2",203,"Regular (>50bp)",-0.001,1,FALSE
"chr19:16983985:16984149:16981188:16993571:SE","SE","ENSMUSG00000039126","Prune2",164,"Regular (>50bp)",-0.001,1,FALSE
"chr19:17095406:17101956:17091106:17102301:SE","SE","ENSMUSG00000039126","Prune2",6550,"Regular (>50bp)",-0.003,1,FALSE
"chr19:17170619:17170793:17156354:17176476:SE","SE","ENSMUSG00000039126","Prune2",174,"Regular (>50bp)",0.004,1,FALSE
"chr19:17170619:17170793:17156354:17177144:SE","SE","ENSMUSG00000039126","Prune2",174,"Regular (>50bp)",0.006,1,FALSE
"chr19:17176476:17176579:17156354:17177144:SE","SE","ENSMUSG00000039126","Prune2",103,"Regular (>50bp)",0.007,1,FALSE
"chr19:17176476:17176579:17170793:17177144:SE","SE","ENSMUSG00000039126","Prune2",103,"Regular (>50bp)",-0.005,1,FALSE
"chr19:17179005:17179092:17177276:17185594:SE","SE","ENSMUSG00000039126","Prune2",87,"Regular (>50bp)",0,1,FALSE
"chr19:17185594:17185693:17179092:17198147:SE","SE","ENSMUSG00000039126","Prune2",99,"Regular (>50bp)",-0.001,1,FALSE
"chr19:17189041:17189077:17185693:17189655:SE","SE","ENSMUSG00000039126","Prune2",36,"Small (30-50bp)",-0.042,0.633453710493209,FALSE
"chr19:17189041:17189077:17185693:17193689:SE","SE","ENSMUSG00000039126","Prune2",36,"Small (30-50bp)",0.009,1,FALSE
"chr19:17189041:17189077:17185693:17198147:SE","SE","ENSMUSG00000039126","Prune2",36,"Small (30-50bp)",-0.003,1,FALSE
"chr19:17189655:17189694:17185693:17193689:SE","SE","ENSMUSG00000039126","Prune2",39,"Small (30-50bp)",0.08,0.22067576921248,FALSE
"chr19:17189655:17189694:17185693:17198147:SE","SE","ENSMUSG00000039126","Prune2",39,"Small (30-50bp)",0.052,0.0826677763172718,FALSE
"chr19:17189655:17189694:17189077:17193689:SE","SE","ENSMUSG00000039126","Prune2",39,"Small (30-50bp)",0.09,0.0611881958575016,FALSE
"chr19:17189655:17189694:17189077:17198147:SE","SE","ENSMUSG00000039126","Prune2",39,"Small (30-50bp)",-0.056,0.925643118395375,FALSE
"chr19:17193689:17193737:17185693:17198147:SE","SE","ENSMUSG00000039126","Prune2",48,"Small (30-50bp)",-0.047,0.972582701003798,FALSE
"chr19:17193689:17193737:17189077:17198147:SE","SE","ENSMUSG00000039126","Prune2",48,"Small (30-50bp)",-0.022,0.20554789388068,FALSE
"chr19:17193689:17193737:17189694:17198147:SE","SE","ENSMUSG00000039126","Prune2",48,"Small (30-50bp)",-0.008,0.837651311198081,FALSE
"chr19:5701663:5701742:5701590:5701933:SE","SE","ENSMUSG00000056917","Sipa1",79,"Regular (>50bp)",0.003,1,FALSE
"chr19:5705715:5705819:5705443:5706181:SE","SE","ENSMUSG00000056917","Sipa1",104,"Regular (>50bp)",0.002,1,FALSE
"chr19:5706181:5706356:5705443:5709361:SE","SE","ENSMUSG00000056917","Sipa1",175,"Regular (>50bp)",-0.02,1,FALSE
"chr19:5709623:5709751:5709538:5713631:SE","SE","ENSMUSG00000056917","Sipa1",128,"Regular (>50bp)",-0.005,1,FALSE
"chr19:5710341:5710426:5709751:5713631:SE","SE","ENSMUSG00000056917","Sipa1",85,"Regular (>50bp)",-0.053,0.205044684348747,FALSE
"chr19:5710341:5711109:5709751:5713631:SE","SE","ENSMUSG00000056917","Sipa1",768,"Regular (>50bp)",-0.038,0.676373907303295,FALSE
"chr19:5710341:5711139:5709751:5713631:SE","SE","ENSMUSG00000056917","Sipa1",798,"Regular (>50bp)",-0.013,1,FALSE
"chr19:5711623:5711651:5711139:5712615:SE","SE","ENSMUSG00000056917","Sipa1",28,"Microexon (0-30bp)",0.056,1,FALSE
"chr19:5711623:5711651:5711139:5713631:SE","SE","ENSMUSG00000056917","Sipa1",28,"Microexon (0-30bp)",-0.005,1,FALSE
"chr19:5711623:5711654:5711139:5712615:SE","SE","ENSMUSG00000056917","Sipa1",31,"Small (30-50bp)",0.074,1,FALSE
"chr19:5711623:5711654:5711139:5713631:SE","SE","ENSMUSG00000056917","Sipa1",31,"Small (30-50bp)",-0.017,1,FALSE
"chr19:5711623:5711686:5711139:5712615:SE","SE","ENSMUSG00000056917","Sipa1",63,"Regular (>50bp)",0.084,1,FALSE
"chr19:5711623:5711686:5711139:5713631:SE","SE","ENSMUSG00000056917","Sipa1",63,"Regular (>50bp)",-0.066,0.00402576770239887,FALSE
"chr19:5712615:5712869:5711139:5713631:SE","SE","ENSMUSG00000056917","Sipa1",254,"Regular (>50bp)",-0.022,0.668029279555007,FALSE
"chr19:5712615:5712869:5711651:5713631:SE","SE","ENSMUSG00000056917","Sipa1",254,"Regular (>50bp)",-0.144,0.357676014032983,FALSE
"chr19:5712615:5712869:5711654:5713631:SE","SE","ENSMUSG00000056917","Sipa1",254,"Regular (>50bp)",-0.023,1,FALSE
"chr19:5712615:5712869:5711686:5713631:SE","SE","ENSMUSG00000056917","Sipa1",254,"Regular (>50bp)",0.093,0.826074676667736,FALSE
"chr18:46887437:46887529:46875148:46912254:SE","SE","ENSMUSG00000024480","Ap3s1",92,"Regular (>50bp)",0.003,1,FALSE
"chr18:46890448:46890502:46887529:46891069:SE","SE","ENSMUSG00000024480","Ap3s1",54,"Regular (>50bp)",-0.009,0.811959635463763,FALSE
"chr18:46891069:46891181:46887529:46912254:SE","SE","ENSMUSG00000024480","Ap3s1",112,"Regular (>50bp)",-0.003,1,FALSE
"chr18:46891069:46891181:46887529:46913727:SE","SE","ENSMUSG00000024480","Ap3s1",112,"Regular (>50bp)",-0.001,1,FALSE
"chr18:46912254:46912326:46887529:46913727:SE","SE","ENSMUSG00000024480","Ap3s1",72,"Regular (>50bp)",-0.001,1,FALSE
"chr18:46912254:46912326:46891181:46913727:SE","SE","ENSMUSG00000024480","Ap3s1",72,"Regular (>50bp)",0.001,1,FALSE
"chr18:46913727:46913835:46891181:46922963:SE","SE","ENSMUSG00000024480","Ap3s1",108,"Regular (>50bp)",0.006,1,FALSE
"chr18:46916825:46916866:46913835:46922963:SE","SE","ENSMUSG00000024480","Ap3s1",41,"Small (30-50bp)",0,1,FALSE
"chr18:46921723:46921771:46913835:46922963:SE","SE","ENSMUSG00000024480","Ap3s1",48,"Small (30-50bp)",0.008,1,FALSE
"chr18:32547997:32548090:32547343:32552895:SE","SE","ENSMUSG00000024381","Bin1",93,"Regular (>50bp)",-0.01,1,FALSE
"chr18:32552895:32552981:32547343:32553121:SE","SE","ENSMUSG00000024381","Bin1",86,"Regular (>50bp)",0,1,FALSE
"chr18:32559276:32559405:32558020:32564723:SE","SE","ENSMUSG00000024381","Bin1",129,"Regular (>50bp)",-0.026,0.00178226110588308,FALSE
"chr18:32559276:32559405:32558020:32565035:SE","SE","ENSMUSG00000024381","Bin1",129,"Regular (>50bp)",-0.02,0.0322791458371147,FALSE
"chr18:32562248:32562356:32559405:32562752:SE","SE","ENSMUSG00000024381","Bin1",108,"Regular (>50bp)",-0.006,1,FALSE
"chr18:32562752:32562776:32559405:32564723:SE","SE","ENSMUSG00000024381","Bin1",24,"Microexon (0-30bp)",-0.087,0.647162943357799,FALSE
"chr18:32562752:32562776:32559405:32565035:SE","SE","ENSMUSG00000024381","Bin1",24,"Microexon (0-30bp)",-0.025,1,FALSE
"chr18:32563802:32563910:32562776:32564723:SE","SE","ENSMUSG00000024381","Bin1",108,"Regular (>50bp)",-0.093,0.000426019272605119,FALSE
"chr18:32563802:32563910:32562776:32565035:SE","SE","ENSMUSG00000024381","Bin1",108,"Regular (>50bp)",-0.168,5.60443015233383e-05,TRUE
"chr18:32564723:32564795:32558020:32565035:SE","SE","ENSMUSG00000024381","Bin1",72,"Regular (>50bp)",-0.012,0.643649172439473,FALSE
"chr18:32564723:32564795:32559405:32565035:SE","SE","ENSMUSG00000024381","Bin1",72,"Regular (>50bp)",-0.002,1,FALSE
"chr18:32564723:32564795:32562776:32565035:SE","SE","ENSMUSG00000024381","Bin1",72,"Regular (>50bp)",-0.017,0.0379207975781325,FALSE
"chr18:32564723:32564795:32563910:32565035:SE","SE","ENSMUSG00000024381","Bin1",72,"Regular (>50bp)",0.001,1,FALSE
"chr18:32565035:32565146:32558020:32565376:SE","SE","ENSMUSG00000024381","Bin1",111,"Regular (>50bp)",-0.004,1,FALSE
"chr18:24604118:24604141:24604037:24606006:SE","SE","ENSMUSG00000024273","2700062C07Rik",23,"Microexon (0-30bp)",-0.05,1.36249541240055e-05,FALSE
"chr18:24604118:24604141:24604037:24608581:SE","SE","ENSMUSG00000024273","2700062C07Rik",23,"Microexon (0-30bp)",-0.097,0.0135345334226067,FALSE
"chr18:24604118:24604203:24604037:24606006:SE","SE","ENSMUSG00000024273","2700062C07Rik",85,"Regular (>50bp)",-0.208,0.0533639586542,FALSE
"chr18:24606006:24606206:24604037:24608581:SE","SE","ENSMUSG00000024273","2700062C07Rik",200,"Regular (>50bp)",-0.011,1,FALSE
"chr18:24606006:24606206:24604141:24608581:SE","SE","ENSMUSG00000024273","2700062C07Rik",200,"Regular (>50bp)",0.001,1,FALSE
"chr18:20958023:20958125:20954080:20961525:SE","SE","ENSMUSG00000033382","Trappc8",102,"Regular (>50bp)",-0.001,1,FALSE
"chr18:20964506:20964565:20961705:20964666:SE","SE","ENSMUSG00000033382","Trappc8",59,"Regular (>50bp)",-0.002,1,FALSE
"chr18:20974584:20974739:20970246:20978634:SE","SE","ENSMUSG00000033382","Trappc8",155,"Regular (>50bp)",-0.014,1,FALSE
"chr18:20977180:20977307:20974739:20978634:SE","SE","ENSMUSG00000033382","Trappc8",127,"Regular (>50bp)",-0.005,1,FALSE
"chr18:20988001:20988133:20985911:20993489:SE","SE","ENSMUSG00000033382","Trappc8",132,"Regular (>50bp)",-0.005,1,FALSE
"chr18:20988877:20988895:20988133:20993489:SE","SE","ENSMUSG00000033382","Trappc8",18,"Microexon (0-30bp)",0.002,1,FALSE
"chr18:20993489:20993595:20988133:20995951:SE","SE","ENSMUSG00000033382","Trappc8",106,"Regular (>50bp)",0,1,FALSE
"chr18:21018119:21018314:21007761:21028967:SE","SE","ENSMUSG00000033382","Trappc8",195,"Regular (>50bp)",0,1,FALSE
"chr17:25118809:25118923:25118687:25119135:SE","SE","ENSMUSG00000024163","Mapk8ip3",114,"Regular (>50bp)",-0.001,1,FALSE
"chr17:25120578:25120761:25120503:25121251:SE","SE","ENSMUSG00000024163","Mapk8ip3",183,"Regular (>50bp)",0,1,FALSE
"chr17:25121251:25121417:25120761:25121977:SE","SE","ENSMUSG00000024163","Mapk8ip3",166,"Regular (>50bp)",-0.001,1,FALSE
"chr17:25122898:25123025:25122358:25123622:SE","SE","ENSMUSG00000024163","Mapk8ip3",127,"Regular (>50bp)",-0.003,1,FALSE
"chr17:25122898:25123025:25122358:25123880:SE","SE","ENSMUSG00000024163","Mapk8ip3",127,"Regular (>50bp)",-0.001,1,FALSE
"chr17:25123622:25123793:25122358:25123880:SE","SE","ENSMUSG00000024163","Mapk8ip3",171,"Regular (>50bp)",0,1,FALSE
"chr17:25123622:25123793:25123025:25123880:SE","SE","ENSMUSG00000024163","Mapk8ip3",171,"Regular (>50bp)",-0.003,1,FALSE
"chr17:25125120:25125202:25124272:25125782:SE","SE","ENSMUSG00000024163","Mapk8ip3",82,"Regular (>50bp)",-0.002,1,FALSE
"chr17:25125147:25125202:25124272:25125782:SE","SE","ENSMUSG00000024163","Mapk8ip3",55,"Regular (>50bp)",-0.01,1,FALSE
"chr17:25127384:25127402:25126360:25128123:SE","SE","ENSMUSG00000024163","Mapk8ip3",18,"Microexon (0-30bp)",-0.051,0.129076312124603,FALSE
"chr17:25127384:25127402:25126360:25131721:SE","SE","ENSMUSG00000024163","Mapk8ip3",18,"Microexon (0-30bp)",-0.005,1,FALSE
"chr17:25128123:25128135:25126360:25131721:SE","SE","ENSMUSG00000024163","Mapk8ip3",12,"Microexon (0-30bp)",-0.002,1,FALSE
"chr17:25128123:25128135:25127402:25131721:SE","SE","ENSMUSG00000024163","Mapk8ip3",12,"Microexon (0-30bp)",-0.001,1,FALSE
"chr17:25136968:25137110:25133679:25142789:SE","SE","ENSMUSG00000024163","Mapk8ip3",142,"Regular (>50bp)",-0.017,1,FALSE
"chr17:25136968:25137113:25133679:25142789:SE","SE","ENSMUSG00000024163","Mapk8ip3",145,"Regular (>50bp)",-0.008,1,FALSE
"chr17:25137061:25137110:25133679:25142789:SE","SE","ENSMUSG00000024163","Mapk8ip3",49,"Small (30-50bp)",-0.007,1,FALSE
"chr17:25137061:25137113:25133679:25142789:SE","SE","ENSMUSG00000024163","Mapk8ip3",52,"Regular (>50bp)",-0.005,1,FALSE
"chr17:25139445:25139469:25137113:25142789:SE","SE","ENSMUSG00000024163","Mapk8ip3",24,"Microexon (0-30bp)",-0.09,5.19225305857089e-11,FALSE
"chr17:25139445:25139469:25137110:25142789:SE","SE","ENSMUSG00000024163","Mapk8ip3",24,"Microexon (0-30bp)",-0.071,0.000151555081315538,FALSE
"chr17:25142789:25142881:25137113:25143120:SE","SE","ENSMUSG00000024163","Mapk8ip3",92,"Regular (>50bp)",0.002,1,FALSE
"chr17:25146802:25146923:25143191:25155510:SE","SE","ENSMUSG00000024163","Mapk8ip3",121,"Regular (>50bp)",0,1,FALSE
"chr16:43712515:43712554:43710401:43718452:SE","SE","ENSMUSG00000022701","Ccdc191",39,"Small (30-50bp)",0.087,0.141688604290095,FALSE
"chr16:43712515:43712554:43710401:43725708:SE","SE","ENSMUSG00000022701","Ccdc191",39,"Small (30-50bp)",-0.001,1,FALSE
"chr16:43712515:43712554:43710401:43725713:SE","SE","ENSMUSG00000022701","Ccdc191",39,"Small (30-50bp)",-0.081,0.138063976837414,FALSE
"chr16:43718452:43718594:43710401:43725708:SE","SE","ENSMUSG00000022701","Ccdc191",142,"Regular (>50bp)",-0.009,1,FALSE
"chr16:43718452:43718594:43710401:43725713:SE","SE","ENSMUSG00000022701","Ccdc191",142,"Regular (>50bp)",-0.035,1,FALSE
"chr16:43718452:43718594:43712554:43725708:SE","SE","ENSMUSG00000022701","Ccdc191",142,"Regular (>50bp)",0.007,1,FALSE
"chr16:43718452:43718594:43712554:43725713:SE","SE","ENSMUSG00000022701","Ccdc191",142,"Regular (>50bp)",0.024,1,FALSE
"chr16:43751556:43751747:43735966:43759276:SE","SE","ENSMUSG00000022701","Ccdc191",191,"Regular (>50bp)",-0.019,0.700142782554135,FALSE
"chr16:43762150:43762192:43759526:43763866:SE","SE","ENSMUSG00000022701","Ccdc191",42,"Small (30-50bp)",0.003,1,FALSE
"chr16:43779578:43779731:43777324:43780380:SE","SE","ENSMUSG00000022701","Ccdc191",153,"Regular (>50bp)",-0.003,1,FALSE
"chr16:32658607:32658723:32656990:32663367:SE","SE","ENSMUSG00000035629","Rubcn",116,"Regular (>50bp)",0.009,1,FALSE
"chr16:32661906:32661951:32658723:32663367:SE","SE","ENSMUSG00000035629","Rubcn",45,"Small (30-50bp)",0.138,0.00314166215695235,TRUE
"chr16:32677261:32677415:32670131:32697632:SE","SE","ENSMUSG00000035629","Rubcn",154,"Regular (>50bp)",0.009,1,FALSE
"chr16:20492348:20492405:20491626:20492617:SE","SE","ENSMUSG00000045983","Eif4g1",57,"Regular (>50bp)",-0.022,0.551043159538035,FALSE
"chr16:20492348:20492405:20491626:20492977:SE","SE","ENSMUSG00000045983","Eif4g1",57,"Regular (>50bp)",-0.041,0.0140258239304646,FALSE
"chr16:20492348:20492405:20491626:20494479:SE","SE","ENSMUSG00000045983","Eif4g1",57,"Regular (>50bp)",-0.007,1,FALSE
"chr16:20492617:20492711:20491626:20492977:SE","SE","ENSMUSG00000045983","Eif4g1",94,"Regular (>50bp)",-0.009,0.0139501186005628,FALSE
"chr16:20492617:20492711:20491626:20494093:SE","SE","ENSMUSG00000045983","Eif4g1",94,"Regular (>50bp)",0.004,1,FALSE
"chr16:20492617:20492711:20492405:20492977:SE","SE","ENSMUSG00000045983","Eif4g1",94,"Regular (>50bp)",-0.008,0.0307457201949878,FALSE
"chr16:20492617:20492711:20492405:20494093:SE","SE","ENSMUSG00000045983","Eif4g1",94,"Regular (>50bp)",-0.002,1,FALSE
