"event_key","event_type","GeneID","geneSymbol","chr","strand","exonStart_0base","exonEnd","exon_length","size_category","dPSI","FDR"
"chr9:105370741:105370753:105347346:105371613:SE","SE","ENSMUSG00000032570","Atp2c1","chr9","-",105370741,105370753,12,"Microexon (0-30bp)",0.168,5.43819269842008e-06
"chr2:170212369:170212411:170191383:170220642:SE","SE","ENSMUSG00000013523","Bcas1","chr2","-",170212369,170212411,42,"Small (30-50bp)",0.139,0.0153058546894426
"chr11:85434753:85434798:85422769:85445015:SE","SE","ENSMUSG00000059439","Bcas3","chr11","+",85434753,85434798,45,"Small (30-50bp)",0.293,0.00387829859243398
"chr5:115810202:115810214:115808359:115811138:SE","SE","ENSMUSG00000041609","Bicdl1","chr5","-",115810202,115810214,12,"Microexon (0-30bp)",0.126,2.96143813022664e-09
"chr18:32562752:32562776:32559405:32564723:SE","SE","ENSMUSG00000024381","Bin1","chr18","+",32562752,32562776,24,"Microexon (0-30bp)",0.14,0.0132226098273639
"chr18:32562752:32562776:32559405:32565035:SE","SE","ENSMUSG00000024381","Bin1","chr18","+",32562752,32562776,24,"Microexon (0-30bp)",0.158,0.00216435526037455
"chr7:141554578:141554626:141552459:141556211:SE","SE","ENSMUSG00000053046","Brsk2","chr7","+",141554578,141554626,48,"Small (30-50bp)",0.184,0.0014956495206172
"chr7:141554578:141554626:141552751:141556211:SE","SE","ENSMUSG00000053046","Brsk2","chr7","+",141554578,141554626,48,"Small (30-50bp)",0.131,0.03584981861456
"chr6:143011911:143011944:143007587:143012781:SE","SE","ENSMUSG00000030279","C2cd5","chr6","-",143011911,143011944,33,"Small (30-50bp)",0.132,0
"chr9:47740674:47740707:47725243:47759464:SE","SE","ENSMUSG00000032076","Cadm1","chr9","+",47740674,47740707,33,"Small (30-50bp)",0.142,0.000107598174943054
"chr9:47740674:47740707:47730115:47759464:SE","SE","ENSMUSG00000032076","Cadm1","chr9","+",47740674,47740707,33,"Small (30-50bp)",0.107,0.000165635470976537
"chrX:13462924:13462942:13453204:13466595:SE","SE","ENSMUSG00000031012","Cask","chrX","-",13462924,13462942,18,"Microexon (0-30bp)",0.169,0
"chr16:43712515:43712554:43710401:43718452:SE","SE","ENSMUSG00000022701","Ccdc191","chr16","+",43712515,43712554,39,"Small (30-50bp)",0.186,7.85526742502879e-05
"chr1:179946300:179946348:179945308:179951488:SE","SE","ENSMUSG00000026490","Cdc42bpa","chr1","+",179946300,179946348,48,"Small (30-50bp)",0.18,1.18301469469446e-06
"chr9:102498894:102498927:102496959:102503102:SE","SE","ENSMUSG00000032534","Cep63","chr9","-",102498894,102498927,33,"Small (30-50bp)",-0.364,0.0257460231779752
"chr9:102500754:102500792:102498927:102503102:SE","SE","ENSMUSG00000032534","Cep63","chr9","-",102500754,102500792,38,"Small (30-50bp)",0.548,0.0030228753200067
"chr2:73540798:73540826:73510247:73546707:SE","SE","ENSMUSG00000056486","Chn1","chr2","-",73540798,73540826,28,"Microexon (0-30bp)",-0.173,0.00124751535681706
"chr9:113687648:113687672:113683414:113691253:SE","SE","ENSMUSG00000033392","Clasp2","chr9","+",113687648,113687672,24,"Microexon (0-30bp)",0.252,1.26060491336164e-07
"chr11:31868800:31868824:31839939:31870408:SE","SE","ENSMUSG00000020300","Cpeb4","chr11","+",31868800,31868824,24,"Microexon (0-30bp)",0.103,1.13081564246697e-05
"chr11:31868800:31868824:31858875:31870408:SE","SE","ENSMUSG00000020300","Cpeb4","chr11","+",31868800,31868824,24,"Microexon (0-30bp)",0.164,3.91008884983753e-05
"chr3:86695928:86695941:86694719:86696618:SE","SE","ENSMUSG00000028078","Dclk2","chr3","-",86695928,86695941,13,"Microexon (0-30bp)",0.13,0.0357757878867097
"chr3:86695928:86695941:86694719:86699301:SE","SE","ENSMUSG00000028078","Dclk2","chr3","-",86695928,86695941,13,"Microexon (0-30bp)",0.107,9.02838700735828e-07
"chr3:86738130:86738178:86732037:86739039:SE","SE","ENSMUSG00000028078","Dclk2","chr3","-",86738130,86738178,48,"Small (30-50bp)",0.136,1.01172471836732e-07
"chr6:83160917:83160938:83160315:83166058:SE","SE","ENSMUSG00000031865","Dctn1","chr6","+",83160917,83160938,21,"Microexon (0-30bp)",0.262,0
"chr6:83164745:83164766:83160938:83166058:SE","SE","ENSMUSG00000031865","Dctn1","chr6","+",83164745,83164766,21,"Microexon (0-30bp)",-0.137,2.3696378192652e-05
"chr18:60678428:60678449:60677218:60678819:SE","SE","ENSMUSG00000024603","Dctn4","chr18","+",60678428,60678449,21,"Microexon (0-30bp)",0.164,2.36488905850054e-07
"chr14:45866310:45866331:45858297:45867036:SE","SE","ENSMUSG00000037697","Ddhd1","chr14","-",45866310,45866331,21,"Microexon (0-30bp)",0.202,1.72061376212635e-05
"chr1:171158820:171158853:171157260:171165819:SE","SE","ENSMUSG00000013973","Dedd","chr1","+",171158820,171158853,33,"Small (30-50bp)",0.109,9.41268011599817e-09
"chr10:76107209:76107239:76106291:76108366:SE","SE","ENSMUSG00000020231","Dip2a","chr10","-",76107209,76107239,30,"Microexon (0-30bp)",0.168,0.000735208041510314
"chr16:31673470:31673506:31672702:31675258:SE","SE","ENSMUSG00000022770","Dlg1","chr16","+",31673470,31673506,36,"Small (30-50bp)",0.139,8.81268485011539e-07
"chr16:31673485:31673506:31666487:31675258:SE","SE","ENSMUSG00000022770","Dlg1","chr16","+",31673485,31673506,21,"Microexon (0-30bp)",-0.104,0.0218207418493108
"chr2:32200462:32200499:32200039:32202138:SE","SE","ENSMUSG00000026825","Dnm1","chr2","-",32200462,32200499,37,"Small (30-50bp)",-0.104,0.0269272889583834
"chr9:21401953:21401965:21401090:21405799:SE","SE","ENSMUSG00000033335","Dnm2","chr9","+",21401953,21401965,12,"Microexon (0-30bp)",0.118,0.000947054302203747
"chr12:40844595:40844622:40840160:40844766:SE","SE","ENSMUSG00000035954","Dock4","chr12","+",40844595,40844622,27,"Microexon (0-30bp)",0.164,0
"chr9:86388923:86388953:86388572:86389556:SE","SE","ENSMUSG00000034973","Dop1a","chr9","+",86388923,86388953,30,"Microexon (0-30bp)",0.195,0.042844740993165
"chr1:151688504:151688519:151687455:151694060:SE","SE","ENSMUSG00000043019","Edem3","chr1","+",151688504,151688519,15,"Microexon (0-30bp)",0.115,0.00404923577228385
"chr1:151688504:151688552:151687455:151694060:SE","SE","ENSMUSG00000043019","Edem3","chr1","+",151688504,151688552,48,"Small (30-50bp)",0.105,0.000635778430255848
"chr16:20493535:20493556:20493064:20494093:SE","SE","ENSMUSG00000045983","Eif4g1","chr16","+",20493535,20493556,21,"Microexon (0-30bp)",0.166,1.83302648422216e-13
"chr11:61425403:61425439:61424507:61426096:SE","SE","ENSMUSG00000001036","Epn2","chr11","-",61425403,61425439,36,"Small (30-50bp)",0.122,7.70019309919651e-05
"chr6:119711041:119711053:119699269:119720248:SE","SE","ENSMUSG00000030172","Erc1","chr6","-",119711041,119711053,12,"Microexon (0-30bp)",0.163,2.75166287953894e-05
"chr2:155857296:155857311:155853326:155857908:SE","SE","ENSMUSG00000005881","Ergic3","chr2","+",155857296,155857311,15,"Microexon (0-30bp)",0.169,0
"chr11:5041459:5041477:5038146:5041858:SE","SE","ENSMUSG00000009079","Ewsr1","chr11","-",5041459,5041477,18,"Microexon (0-30bp)",0.222,0
"chr11:116184100:116184139:116183410:116184797:SE","SE","ENSMUSG00000020792","Exoc7","chr11","-",116184100,116184139,39,"Small (30-50bp)",0.169,2.46650849294221e-07
"chr4:132384888:132384927:132384099:132389205:SE","SE","ENSMUSG00000028886","Eya3","chr4","+",132384888,132384927,39,"Small (30-50bp)",0.204,1.83302648422216e-13
"chr19:60208761:60208792:60208571:60214741:SE","SE","ENSMUSG00000057858","Fam204a","chr19","-",60208761,60208792,31,"Small (30-50bp)",-0.138,0.0249443254739075
"chr3:127681603:127681634:127664649:127689682:SE","SE","ENSMUSG00000050549","Fam241a","chr3","-",127681603,127681634,31,"Small (30-50bp)",0.154,0.000166478503906857
"chr5:110563895:110563931:110543940:110580766:SE","SE","ENSMUSG00000043323","Fbrsl1","chr5","-",110563895,110563931,36,"Small (30-50bp)",-0.145,0.00404923577228385
"chr7:30746797:30746827:30744452:30750780:SE","SE","ENSMUSG00000036578","Fxyd7","chr7","-",30746797,30746827,30,"Microexon (0-30bp)",0.198,0.000914872697111681
"chr2:174169900:174169924:174169734:174176004:SE","SE","ENSMUSG00000027523","Gnas","chr2","+",174169900,174169924,24,"Microexon (0-30bp)",0.15,8.39408628074766e-11
"chr7:30832644:30832656:30832290:30833415:SE","SE","ENSMUSG00000001248","Gramd1a","chr7","-",30832644,30832656,12,"Microexon (0-30bp)",0.183,0
"chr9:40211735:40211747:40211392:40214793:SE","SE","ENSMUSG00000040111","Gramd1b","chr9","-",40211735,40211747,12,"Microexon (0-30bp)",0.133,6.265064870653e-05
"chr5:149118808:149118845:148987561:149121257:SE","SE","ENSMUSG00000066551","Hmgb1","chr5","-",149118808,149118845,37,"Small (30-50bp)",-0.178,0.00138310450317866
"chr9:44685479:44685528:44685081:44689890:SE","SE","ENSMUSG00000002031","Ift46","chr9","+",44685479,44685528,49,"Small (30-50bp)",0.103,0.00318488327296499
"chr6:113451513:113451558:113451233:113453359:SE","SE","ENSMUSG00000030281","Il17rc","chr6","+",113451513,113451558,45,"Small (30-50bp)",0.114,0.000203557484841374
"chr1:37413355:37413370:37411500:37416658:SE","SE","ENSMUSG00000026113","Inpp4a","chr1","+",37413355,37413370,15,"Microexon (0-30bp)",0.181,0.000806405267909375
"chr9:108673739:108673771:108673595:108673853:SE","SE","ENSMUSG00000032599","Ip6k2","chr9","+",108673739,108673771,32,"Small (30-50bp)",0.141,2.0295899336164e-10
"chr6:145083771:145083812:145083333:145083907:SE","SE","ENSMUSG00000030263","Irag2","chr6","+",145083771,145083812,41,"Small (30-50bp)",0.4,0.00020670684657125
"chr4:152519238:152519280:152497317:152520261:SE","SE","ENSMUSG00000028931","Kcnab2","chr4","-",152519238,152519280,42,"Small (30-50bp)",0.133,1.32970738018292e-08
"chr1:21536606:21536633:21527848:21539693:SE","SE","ENSMUSG00000028033","Kcnq5","chr1","-",21536606,21536633,27,"Microexon (0-30bp)",0.353,0.016825005150273
"chr11:78921906:78921948:78919909:78924043:SE","SE","ENSMUSG00000018334","Ksr1","chr11","-",78921906,78921948,42,"Small (30-50bp)",0.203,0.028054910620087
"chr5:67150485:67150521:67132005:67154462:SE","SE","ENSMUSG00000037736","Limch1","chr5","+",67150485,67150521,36,"Small (30-50bp)",-0.131,0.0015000099963555
"chr11:3311782:3311825:3311108:3342916:SE","SE","ENSMUSG00000020451","Limk2","chr11","-",3311782,3311825,43,"Small (30-50bp)",-0.127,0.00295924060295074
"chr1:36468503:36468536:36467542:36477830:SE","SE","ENSMUSG00000001143","Lman2l","chr1","-",36468503,36468536,33,"Small (30-50bp)",0.204,0
"chr7:66874123:66874149:66873639:66875611:SE","SE","ENSMUSG00000043831","Lysmd4","chr7","+",66874123,66874149,26,"Microexon (0-30bp)",0.106,0.0348177002792262
"chr2:90971153:90971162:90970971:90973100:SE","SE","ENSMUSG00000040687","Madd","chr2","-",90971153,90971162,9,"Microexon (0-30bp)",0.143,0.000297928868703475
"chr11:120520811:120520842:120520707:120524187:SE","SE","ENSMUSG00000051510","Mafg","chr11","-",120520811,120520842,31,"Small (30-50bp)",0.157,0.00124751535681706
"chr17:25127384:25127402:25126360:25128123:SE","SE","ENSMUSG00000024163","Mapk8ip3","chr17","-",25127384,25127402,18,"Microexon (0-30bp)",0.149,0
"chr2:119843781:119843799:119843575:119844099:SE","SE","ENSMUSG00000033902","Mapkbp1","chr2","+",119843781,119843799,18,"Microexon (0-30bp)",0.12,0.000138854636536258
"chr2:60077831:60077856:60075604:60078233:SE","SE","ENSMUSG00000026977","Marchf7","chr2","+",60077831,60077856,25,"Microexon (0-30bp)",0.187,2.84857067591192e-07
"chr4:116190609:116190630:116187666:116194618:SE","SE","ENSMUSG00000003810","Mast2","chr4","-",116190609,116190630,21,"Microexon (0-30bp)",0.248,0
"chr14:120640747:120640783:120634016:120642049:SE","SE","ENSMUSG00000022139","Mbnl2","chr14","+",120640747,120640783,36,"Small (30-50bp)",0.145,2.06151569147105e-05
"chr14:120640747:120640783:120634016:120666346:SE","SE","ENSMUSG00000022139","Mbnl2","chr14","+",120640747,120640783,36,"Small (30-50bp)",0.113,0.00276681893539065
"chr16:4752058:4752103:4750162:4754759:SE","SE","ENSMUSG00000022517","Mgrn1","chr16","+",4752058,4752103,45,"Small (30-50bp)",0.14,0.0280652123426945
"chr11:77706681:77706717:77669140:77708444:SE","SE","ENSMUSG00000000631","Myo18a","chr11","+",77706681,77706717,36,"Small (30-50bp)",0.169,0.000733043013247745
"chr3:55901468:55901477:55899935:55907907:SE","SE","ENSMUSG00000027799","Nbea","chr3","-",55901468,55901477,9,"Microexon (0-30bp)",0.201,1.83302648422216e-13
"chr2:156771851:156771890:156770801:156773135:SE","SE","ENSMUSG00000027634","Ndrg3","chr2","-",156771851,156771890,39,"Small (30-50bp)",0.113,7.3015169289544e-05
"chr11:4730577:4730622:4718273:4732186:SE","SE","ENSMUSG00000009073","Nf2","chr11","-",4730577,4730622,45,"Small (30-50bp)",0.174,1.62465065210454e-10
"chr2:51862599:51862639:51850672:51862920:SE","SE","ENSMUSG00000026946","Nmi","chr2","-",51862599,51862639,40,"Small (30-50bp)",0.198,0.0123671811189928
"chr5:31403665:31403689:31403189:31404685:SE","SE","ENSMUSG00000029148","Nrbp1","chr5","+",31403665,31403689,24,"Microexon (0-30bp)",0.114,1.54455389076641e-06
"chr12:88817048:88817078:88799340:89153791:SE","SE","ENSMUSG00000066392","Nrxn3","chr12","+",88817048,88817078,30,"Microexon (0-30bp)",-0.277,0.00398410740864226
"chr6:56900051:56900097:56890879:56900656:SE","SE","ENSMUSG00000029780","Nt5c3","chr6","-",56900051,56900097,46,"Small (30-50bp)",0.166,0.00952418497967253
"chr11:77579112:77579157:77578637:77582367:SE","SE","ENSMUSG00000037857","Nufip2","chr11","+",77579112,77579157,45,"Small (30-50bp)",0.315,0.0120976829385297
"chr2:80454669:80454704:80451584:80472968:SE","SE","ENSMUSG00000026999","Nup35","chr2","+",80454669,80454704,35,"Small (30-50bp)",-0.356,0.00538143232175667
"chr5:73451308:73451353:73450319:73452268:SE","SE","ENSMUSG00000029152","Ociad1","chr5","+",73451308,73451353,45,"Small (30-50bp)",-0.116,0.00523039684034936
"chr9:44610123:44610168:44609517:44610643:SE","SE","ENSMUSG00000048537","Phldb1","chr9","-",44610123,44610168,45,"Small (30-50bp)",0.15,2.99483816655085e-06
"chr2:18870922:18870961:18857737:18893862:SE","SE","ENSMUSG00000026737","Pip4k2a","chr2","-",18870922,18870961,39,"Small (30-50bp)",-0.154,0.01412193452692
"chr2:135806971:135807007:135803739:135808944:SE","SE","ENSMUSG00000039943","Plcb4","chr2","+",135806971,135807007,36,"Small (30-50bp)",0.112,1.34928027767139e-10
"chr4:155069822:155069849:155069422:155070671:SE","SE","ENSMUSG00000029055","Plch2","chr4","-",155069822,155069849,27,"Microexon (0-30bp)",0.144,0.0428140432341417
"chr15:76078165:76078201:76077687:76078540:SE","SE","ENSMUSG00000022565","Plec","chr15","-",76078165,76078201,36,"Small (30-50bp)",0.101,0
"chr7:44992976:44993003:44991925:44993164:SE","SE","ENSMUSG00000003863","Ppfia3","chr7","-",44992976,44993003,27,"Microexon (0-30bp)",0.239,5.1877029221982e-09
"chr7:107327922:107327955:107326992:107328345:SE","SE","ENSMUSG00000036528","Ppfibp2","chr7","+",107327922,107327955,33,"Small (30-50bp)",0.114,0.000795244334296005
"chr19:3509746:3509764:3509480:3514544:SE","SE","ENSMUSG00000024908","Ppp6r3","chr19","-",3509746,3509764,18,"Microexon (0-30bp)",0.211,0
"chr19:17189655:17189694:17185693:17193689:SE","SE","ENSMUSG00000039126","Prune2","chr19","+",17189655,17189694,39,"Small (30-50bp)",0.113,0.0330137103152969
"chr19:17189655:17189694:17189077:17193689:SE","SE","ENSMUSG00000039126","Prune2","chr19","+",17189655,17189694,39,"Small (30-50bp)",0.116,0.00583089718009933
"chr19:17193689:17193737:17185693:17198147:SE","SE","ENSMUSG00000039126","Prune2","chr19","+",17193689,17193737,48,"Small (30-50bp)",0.118,0.0452451347637844
"chr5:23968331:23968349:23967472:23973765:SE","SE","ENSMUSG00000057541","Pus7","chr5","-",23968331,23968349,18,"Microexon (0-30bp)",0.11,0.00249790685408837
"chr1:127869330:127869351:127866885:127870110:SE","SE","ENSMUSG00000036104","Rab3gap1","chr1","+",127869330,127869351,21,"Microexon (0-30bp)",0.191,7.9279837253698e-07
"chr11:54542574:54542589:54540165:54548071:SE","SE","ENSMUSG00000037533","Rapgef6","chr11","+",54542574,54542589,15,"Microexon (0-30bp)",0.211,0.000564883834454027
"chr12:109609847:109609895:109606762:109611695:SE","SE","ENSMUSG00000097451","Rian","chr12","+",109609847,109609895,48,"Small (30-50bp)",0.123,0.0423969470140858
"chr4:135775122:135775164:135756016:135778481:SE","SE","ENSMUSG00000059291","Rpl11","chr4","-",135775122,135775164,42,"Small (30-50bp)",0.139,0.00346619934067699
"chr15:89191374:89191398:89191138:89191695:SE","SE","ENSMUSG00000036529","Sbf1","chr15","-",89191374,89191398,24,"Microexon (0-30bp)",0.134,0
"chr4:102757722:102757734:102727921:102766004:SE","SE","ENSMUSG00000028524","Sgip1","chr4","+",102757722,102757734,12,"Microexon (0-30bp)",0.461,0.00482199685480026
"chr4:102762761:102762773:102727921:102766004:SE","SE","ENSMUSG00000028524","Sgip1","chr4","+",102762761,102762773,12,"Microexon (0-30bp)",0.167,0.012020875500013
"chr2:30239237:30239249:30238629:30240299:SE","SE","ENSMUSG00000026860","Sh3glb2","chr2","-",30239237,30239249,12,"Microexon (0-30bp)",0.228,1.00380021755475e-13
"chr19:47308714:47308759:47302605:47331878:SE","SE","ENSMUSG00000053617","Sh3pxd2a","chr19","-",47308714,47308759,45,"Small (30-50bp)",0.181,0.0101520790751036
"chr7:143961792:143961813:143960969:143963198:SE","SE","ENSMUSG00000037541","Shank2","chr7","+",143961792,143961813,21,"Microexon (0-30bp)",0.216,0.00367211715503187
"chr15:89422217:89422241:89417657:89427302:SE","SE","ENSMUSG00000022623","Shank3","chr15","+",89422217,89422241,24,"Microexon (0-30bp)",0.129,0.00370443296087122
"chr9:45858838:45858850:45858353:45859133:SE","SE","ENSMUSG00000034908","Sidt2","chr9","-",45858838,45858850,12,"Microexon (0-30bp)",0.156,5.41086159805272e-06
"chr19:5711623:5711651:5711139:5712615:SE","SE","ENSMUSG00000056917","Sipa1","chr19","-",5711623,5711651,28,"Microexon (0-30bp)",0.295,6.66291490053471e-05
"chr2:112146585:112146630:112097437:112163727:SE","SE","ENSMUSG00000027130","Slc12a6","chr2","+",112146585,112146630,45,"Small (30-50bp)",0.131,0.00283734158946604
"chrX:47717012:47717060:47713074:47718128:SE","SE","ENSMUSG00000031105","Slc25a14","chrX","+",47717012,47717060,48,"Small (30-50bp)",0.299,0.0103892994683788
"chr11:119999292:119999316:119997436:120000257:SE","SE","ENSMUSG00000061306","Slc38a10","chr11","-",119999292,119999316,24,"Microexon (0-30bp)",0.174,0
"chr18:36662739:36662789:36662382:36662925:SE","SE","ENSMUSG00000024485","Slc4a9","chr18","+",36662739,36662789,50,"Small (30-50bp)",0.264,0.000194381456300803
"chr9:86680882:86680897:86665487:86686507:SE","SE","ENSMUSG00000033419","Snap91","chr9","-",86680882,86680897,15,"Microexon (0-30bp)",0.195,0.000122089744963173
"chr19:40371199:40371226:40371077:40381831:SE","SE","ENSMUSG00000025006","Sorbs1","chr19","-",40371199,40371226,27,"Microexon (0-30bp)",0.149,0.0343502534780225
"chr11:93970024:93970036:93962512:93971565:SE","SE","ENSMUSG00000020859","Spag9","chr11","+",93970024,93970036,12,"Microexon (0-30bp)",0.196,0.00595332956613346
"chr2:157300762:157300780:157300553:157304629:SE","SE","ENSMUSG00000027646","Src","chr2","+",157300762,157300780,18,"Microexon (0-30bp)",0.119,0.042033003448259
"chr5:135895980:135896000:135886069:135897026:SE","SE","ENSMUSG00000039860","Srrm3","chr5","+",135895980,135896000,20,"Microexon (0-30bp)",0.114,0.00026876094254613
"chr5:116592731:116592747:116591772:116605490:SE","SE","ENSMUSG00000063919","Srrm4","chr5","-",116592731,116592747,16,"Microexon (0-30bp)",0.128,0.00306135752008045
"chr13:38167070:38167085:38163782:38167368:SE","SE","ENSMUSG00000021427","Ssr1","chr13","-",38167070,38167085,15,"Microexon (0-30bp)",0.156,2.10734500767394e-08
"chr7:102082403:102082440:102080158:102084590:SE","SE","ENSMUSG00000030987","Stim1","chr7","+",102082403,102082440,37,"Small (30-50bp)",0.188,1.77318356076807e-11
"chr15:35115083:35115104:35114803:35115710:SE","SE","ENSMUSG00000022329","Stk3","chr15","-",35115083,35115104,21,"Microexon (0-30bp)",0.135,2.32344502416303e-10
"chr11:106071780:106071809:106064607:106077950:SE","SE","ENSMUSG00000069631","Strada","chr11","-",106071780,106071809,29,"Microexon (0-30bp)",0.157,0.000900127417551208
"chr16:90743902:90743941:90743750:90747238:SE","SE","ENSMUSG00000022973","Synj1","chr16","-",90743902,90743941,39,"Small (30-50bp)",0.204,3.69833523303806e-07
"chr16:90746586:90746625:90743941:90747238:SE","SE","ENSMUSG00000022973","Synj1","chr16","-",90746586,90746625,39,"Small (30-50bp)",0.218,0.00997582977773716
"chrX:100634339:100634345:100634195:100637545:SE","SE","ENSMUSG00000031314","Taf1","chrX","+",100634339,100634345,6,"Microexon (0-30bp)",0.201,5.80152882256624e-11
"chr8:48740167:48740188:48732225:48740825:SE","SE","ENSMUSG00000031561","Tenm3","chr8","-",48740167,48740188,21,"Microexon (0-30bp)",0.191,3.21771505736489e-10
"chr8:48766272:48766299:48763804:48820345:SE","SE","ENSMUSG00000031561","Tenm3","chr8","-",48766272,48766299,27,"Microexon (0-30bp)",0.204,0.0346103153099895
"chr7:96454311:96454338:96446712:96461039:SE","SE","ENSMUSG00000048078","Tenm4","chr7","+",96454311,96454338,27,"Microexon (0-30bp)",0.102,6.02621193284705e-06
"chr7:4516579:4516612:4515282:4516809:SE","SE","ENSMUSG00000064179","Tnnt1","chr7","-",4516579,4516612,33,"Small (30-50bp)",0.147,0.0172471027025576
"chr3:9008610:9008637:9000100:9009670:SE","SE","ENSMUSG00000027506","Tpd52","chr3","-",9008610,9008637,27,"Microexon (0-30bp)",0.314,4.42357879944787e-07
"chr2:181152296:181152323:181150060:181153366:SE","SE","ENSMUSG00000000827","Tpd52l2","chr2","+",181152296,181152323,27,"Microexon (0-30bp)",0.106,0.000429899112835956
"chr9:107833592:107833628:107828371:107836014:SE","SE","ENSMUSG00000032586","Traip","chr9","+",107833592,107833628,36,"Small (30-50bp)",-0.128,0.00974138989966312
"chr18:20988877:20988895:20988133:20993489:SE","SE","ENSMUSG00000033382","Trappc8","chr18","-",20988877,20988895,18,"Microexon (0-30bp)",0.11,7.28534664518961e-06
"chr12:70314007:70314040:70299258:70314835:SE","SE","ENSMUSG00000021071","Trim9","chr12","-",70314007,70314040,33,"Small (30-50bp)",0.201,5.72525237947919e-05
"chr5:144747141:144747162:144744201:144748704:SE","SE","ENSMUSG00000045482","Trrap","chr5","+",144747141,144747162,21,"Microexon (0-30bp)",0.291,2.55299855330539e-11
"chr4:41245455:41245492:41235594:41251534:SE","SE","ENSMUSG00000028433","Ubap2","chr4","-",41245455,41245492,37,"Small (30-50bp)",0.109,0
"chr5:122494856:122494868:122492539:122498075:SE","SE","ENSMUSG00000029462","Vps29","chr5","+",122494856,122494868,12,"Microexon (0-30bp)",0.112,1.87816700589279e-05
"chr5:122494856:122494868:122492539:122498091:SE","SE","ENSMUSG00000029462","Vps29","chr5","+",122494856,122494868,12,"Microexon (0-30bp)",0.163,0.00350628173276468
"chr19:55375620:55375641:55369451:55486942:SE","SE","ENSMUSG00000024983","Vti1a","chr19","+",55375620,55375641,21,"Microexon (0-30bp)",0.293,0.0119092933064956
"chr15:93293467:93293496:93285740:93296043:SE","SE","ENSMUSG00000022635","Zcrb1","chr15","-",93293467,93293496,29,"Microexon (0-30bp)",-0.163,0.000759170680914049
