"GeneID","geneSymbol","n_events_pos","n_sig_pos","n_event_types","event_types","n_microexon","mean_abs_dPSI","n_selection_events","selection_mean_dPSI"
"ENSMUSG00000024273","2700062C07Rik",7,0,3,"A5SS,MXE,SE",2,0.057,1,-0.102
"ENSMUSG00000024480","Ap3s1",12,0,2,"MXE,SE",0,0.015,1,-0.757
"ENSMUSG00000024485","Slc4a9",1,0,1,"RI",0,0.315,1,0.264
"ENSMUSG00000024603","Dctn4",9,0,2,"MXE,SE",1,0.01,1,0.164
"ENSMUSG00000024908","Ppp6r3",34,0,4,"A3SS,MXE,RI,SE",1,0.015,1,0.211
"ENSMUSG00000024983","Vti1a",11,1,2,"MXE,SE",3,0.049,1,0.293
"ENSMUSG00000025006","Sorbs1",41,4,5,"A3SS,A5SS,MXE,RI,SE",2,0.055,1,0.149
"ENSMUSG00000026113","Inpp4a",12,3,4,"A3SS,A5SS,MXE,SE",2,0.058,1,0.181
"ENSMUSG00000026490","Cdc42bpa",27,1,2,"MXE,SE",0,0.026,1,0.18
"ENSMUSG00000026737","Pip4k2a",11,0,2,"MXE,SE",0,0.015,1,-0.154
"ENSMUSG00000026781","Acbd5",14,0,3,"A3SS,MXE,SE",0,0.013,1,0.171
"ENSMUSG00000026825","Dnm1",24,0,5,"A3SS,A5SS,MXE,RI,SE",1,0.021,1,-0.104
"ENSMUSG00000026860","Sh3glb2",22,3,5,"A3SS,A5SS,MXE,RI,SE",5,0.036,1,0.228
"ENSMUSG00000026946","Nmi",4,0,1,"SE",0,0.036,1,0.198
"ENSMUSG00000026977","Marchf7",15,0,4,"A3SS,A5SS,MXE,SE",1,0.014,1,0.187
"ENSMUSG00000026999","Nup35",10,0,4,"A3SS,MXE,RI,SE",0,0.042,1,-0.356
"ENSMUSG00000027130","Slc12a6",2,0,1,"SE",0,0.109,1,0.131
"ENSMUSG00000027506","Tpd52",15,1,3,"A5SS,MXE,SE",2,0.025,1,0.314
"ENSMUSG00000027523","Gnas",48,0,4,"A3SS,A5SS,MXE,SE",3,0.015,1,0.15
"ENSMUSG00000027634","Ndrg3",18,0,2,"MXE,SE",0,0.015,1,0.113
"ENSMUSG00000027646","Src",5,0,1,"SE",1,0.015,1,0.119
"ENSMUSG00000027799","Nbea",16,0,2,"MXE,SE",1,0.012,1,0.201
"ENSMUSG00000028033","Kcnq5",2,0,1,"SE",1,0.151,1,0.353
"ENSMUSG00000028184","Adgrl2",45,3,4,"A3SS,A5SS,MXE,SE",6,0.051,1,0.203
"ENSMUSG00000028207","Asph",21,2,2,"MXE,SE",0,0.033,1,0.119
"ENSMUSG00000028433","Ubap2",12,0,2,"MXE,SE",0,0.012,1,0.109
"ENSMUSG00000028886","Eya3",18,0,3,"A5SS,MXE,SE",0,0.016,1,0.204
"ENSMUSG00000028931","Kcnab2",15,0,2,"MXE,SE",0,0.021,1,0.133
"ENSMUSG00000029055","Plch2",5,4,3,"A5SS,RI,SE",1,0.208,1,0.144
"ENSMUSG00000029148","Nrbp1",13,0,4,"A5SS,MXE,RI,SE",1,0.01,1,0.114
"ENSMUSG00000029152","Ociad1",10,0,2,"A5SS,SE",0,0.005,1,-0.116
"ENSMUSG00000029780","Nt5c3",12,0,1,"SE",0,0.048,1,0.166
"ENSMUSG00000030172","Erc1",22,0,3,"A5SS,MXE,SE",1,0.027,1,0.163
"ENSMUSG00000030263","Irag2",9,1,3,"A5SS,RI,SE",0,0.057,1,0.4
"ENSMUSG00000030279","C2cd5",22,0,2,"MXE,SE",0,0.016,1,0.132
"ENSMUSG00000030281","Il17rc",17,0,4,"A3SS,MXE,RI,SE",0,0.022,1,0.114
"ENSMUSG00000030987","Stim1",6,0,2,"MXE,SE",0,0.025,1,0.188
"ENSMUSG00000031012","Cask",13,2,3,"A5SS,MXE,SE",2,0.033,1,0.169
"ENSMUSG00000031105","Slc25a14",25,2,3,"A5SS,MXE,SE",0,0.069,1,0.299
"ENSMUSG00000031314","Taf1",9,0,3,"A3SS,MXE,SE",1,0.024,1,0.201
"ENSMUSG00000032570","Atp2c1",14,0,3,"A5SS,MXE,SE",1,0.005,1,0.168
"ENSMUSG00000032586","Traip",10,0,3,"A3SS,RI,SE",0,0.017,1,-0.128
"ENSMUSG00000032599","Ip6k2",15,1,3,"A3SS,MXE,SE",0,0.044,1,0.141
"ENSMUSG00000032826","Ank2",21,1,2,"A3SS,SE",3,0.034,1,0.138
"ENSMUSG00000033335","Dnm2",9,0,2,"MXE,SE",2,0.006,1,0.118
"ENSMUSG00000033382","Trappc8",9,0,2,"MXE,SE",1,0.007,1,0.11
"ENSMUSG00000033392","Clasp2",24,1,2,"MXE,SE",6,0.029,1,0.252
"ENSMUSG00000033419","Snap91",52,1,2,"MXE,SE",6,0.029,1,0.195
"ENSMUSG00000033902","Mapkbp1",3,0,1,"SE",1,0.024,1,0.12
"ENSMUSG00000034908","Sidt2",22,0,3,"MXE,RI,SE",1,0.033,1,0.156
"ENSMUSG00000034973","Dop1a",8,0,2,"A3SS,SE",1,0.019,1,0.195
"ENSMUSG00000035954","Dock4",11,0,1,"SE",1,0.01,1,0.164
"ENSMUSG00000036104","Rab3gap1",6,0,1,"SE",1,0.01,1,0.191
"ENSMUSG00000036528","Ppfibp2",7,0,2,"MXE,SE",0,0.006,1,0.114
"ENSMUSG00000036529","Sbf1",15,0,5,"A3SS,A5SS,MXE,RI,SE",1,0.014,1,0.134
"ENSMUSG00000036578","Fxyd7",2,0,2,"A5SS,SE",1,0.049,1,0.198
"ENSMUSG00000036591","Arhgap21",16,0,5,"A3SS,A5SS,MXE,RI,SE",2,0.012,1,0.21
"ENSMUSG00000037533","Rapgef6",14,0,2,"MXE,SE",2,0.019,1,0.211
"ENSMUSG00000037541","Shank2",6,0,2,"MXE,SE",4,0.042,1,0.216
"ENSMUSG00000037697","Ddhd1",12,3,3,"A3SS,MXE,SE",2,0.071,1,0.202
"ENSMUSG00000037736","Limch1",11,0,3,"MXE,RI,SE",0,0.024,1,-0.131
"ENSMUSG00000037857","Nufip2",5,0,2,"MXE,SE",0,0.101,1,0.315
"ENSMUSG00000039860","Srrm3",8,0,2,"MXE,SE",2,0.01,1,0.114
"ENSMUSG00000039943","Plcb4",12,0,2,"MXE,SE",0,0.013,1,0.112
"ENSMUSG00000040111","Gramd1b",4,0,2,"RI,SE",1,0.004,1,0.133
"ENSMUSG00000040537","Adam22",3,0,1,"SE",1,0.027,1,0.13
"ENSMUSG00000040687","Madd",17,2,4,"A5SS,MXE,RI,SE",1,0.038,1,0.143
"ENSMUSG00000040940","Arhgef1",19,2,4,"A3SS,MXE,RI,SE",1,0.04,1,0.131
"ENSMUSG00000041609","Bicdl1",6,2,2,"A5SS,SE",1,0.058,1,0.126
"ENSMUSG00000041977","Arhgef11",16,1,3,"A3SS,MXE,SE",1,0.025,1,0.146
"ENSMUSG00000043323","Fbrsl1",29,2,2,"MXE,SE",5,0.039,1,-0.145
"ENSMUSG00000043831","Lysmd4",4,1,1,"SE",2,0.081,1,0.106
"ENSMUSG00000045482","Trrap",28,0,5,"A3SS,A5SS,MXE,RI,SE",2,0.009,1,0.291
"ENSMUSG00000045983","Eif4g1",43,0,3,"A3SS,MXE,SE",1,0.012,1,0.166
"ENSMUSG00000048078","Tenm4",16,0,3,"A3SS,MXE,SE",2,0.073,1,0.102
"ENSMUSG00000048537","Phldb1",24,0,3,"A5SS,MXE,SE",0,0.013,1,0.15
"ENSMUSG00000050549","Fam241a",1,0,1,"SE",0,0.092,1,0.154
"ENSMUSG00000051510","Mafg",2,1,1,"SE",0,0.096,1,0.157
"ENSMUSG00000053617","Sh3pxd2a",12,0,2,"MXE,SE",1,0.027,1,0.181
"ENSMUSG00000056486","Chn1",37,2,2,"MXE,SE",1,0.035,1,-0.173
"ENSMUSG00000056917","Sipa1",20,0,2,"A3SS,SE",2,0.045,1,0.295
"ENSMUSG00000057541","Pus7",5,0,3,"A3SS,A5SS,SE",1,0.025,1,0.11
"ENSMUSG00000057858","Fam204a",29,6,3,"A5SS,MXE,SE",0,0.06,1,-0.138
"ENSMUSG00000059291","Rpl11",10,1,3,"A3SS,MXE,SE",0,0.021,1,0.139
"ENSMUSG00000059439","Bcas3",13,1,2,"MXE,SE",0,0.048,1,0.293
"ENSMUSG00000061306","Slc38a10",35,0,3,"A3SS,MXE,SE",1,0.023,1,0.174
"ENSMUSG00000063919","Srrm4",2,0,1,"SE",2,0.048,1,0.128
"ENSMUSG00000064179","Tnnt1",4,2,2,"A3SS,SE",0,0.136,1,0.147
"ENSMUSG00000066392","Nrxn3",2,1,1,"SE",1,0.068,1,-0.277
"ENSMUSG00000066551","Hmgb1",1,0,1,"SE",0,0.001,1,-0.178
"ENSMUSG00000068036","Afdn",11,0,3,"A3SS,MXE,SE",1,0.033,1,0.179
"ENSMUSG00000069631","Strada",17,3,3,"A5SS,MXE,SE",3,0.051,1,0.157
"ENSMUSG00000071291","Zfp58",4,0,1,"SE",4,0.03,1,-0.104
"ENSMUSG00000074282","Zfp94",2,0,2,"A5SS,SE",0,0.037,1,0.178
"ENSMUSG00000097451","Rian",46,6,5,"A3SS,A5SS,MXE,RI,SE",2,0.076,1,0.123
"ENSMUSG00000118669","Arvcf",10,1,2,"MXE,SE",1,0.03,1,0.166
