"Comparison","EventType","EventDescription","GeneSymbol","GeneID","Chromosome","Strand","FDR","DeltaPSI","PSI_Group1","PSI_Group2","exonStart_0base","exonEnd","upstreamES","upstreamEE","downstreamES","downstreamEE","longExonStart_0base","longExonEnd","shortES","shortEE","flankingES","flankingEE","X1stExonStart_0base","X1stExonEnd","X2ndExonStart_0base","X2ndExonEnd","riExonStart_0base","riExonEnd"
"KO_vs_Neg","SE","Skipped Exon","Jpx","ENSMUSG00000097571","chrX","+",1.69496479558512e-06,-0.435,"0.0,0.0,0.0","0.655,0.336,0.313",102561916,102561963,102540043,102540136,102568472,102568602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Taf1","ENSMUSG00000031314","chrX","+",2.15654782517105e-06,-0.158,"0.114,0.167,0.17","0.295,0.364,0.266",100634339,100634345,100634078,100634195,100637545,100637671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Tab3","ENSMUSG00000035476","chrX","+",0.0420179856452559,0.184,"1.0,0.899,0.892","0.663,0.77,0.805",84637257,84637360,84619155,84619216,84652998,84653190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Tafazzin","ENSMUSG00000009995","chrX","+",9.38527911064318e-05,-0.161,"0.677,0.659,0.549","0.747,0.79,0.831",73332267,73332320,73332053,73332119,73332710,73332788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Irak1","ENSMUSG00000031392","chrX","-",0.046107204128786,-0.318,"1.0,0.635,0.41","1.0,1.0,1.0",73065790,73065855,73064548,73064667,73066454,73066558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Cask","ENSMUSG00000031012","chrX","-",0,-0.208,"0.629,0.638,0.705","0.888,0.877,0.83",13462924,13462942,13453082,13453204,13466595,13466695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Btrc","ENSMUSG00000025217","chr19","+",0.00238815296047215,0.129,"1.0,1.0,0.937","0.869,0.842,0.839",45394983,45395025,45352190,45352325,45491370,45491602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Zfyve27","ENSMUSG00000018820","chr19","+",1.15371583328239e-06,-0.163,"0.508,0.524,0.463","0.664,0.642,0.679",42174058,42174079,42172556,42172628,42174243,42174388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Lcor","ENSMUSG00000025019","chr19","+",0.0338731606328327,0.14,"0.732,0.926,0.911","0.675,0.726,0.747",41516459,41516525,41471965,41472039,41570216,41574975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Lcor","ENSMUSG00000025019","chr19","+",0.0231852183892432,0.166,"0.693,0.947,0.875","0.687,0.717,0.613",41534313,41534446,41471965,41472039,41570216,41574975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Lcor","ENSMUSG00000025019","chr19","+",0.0114791857799609,0.319,"0.53,0.793,0.749","0.476,0.287,0.352",41544046,41544140,41471965,41472039,41570216,41574975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Cep55","ENSMUSG00000024989","chr19","+",0.00665491263968378,-0.115,"0.84,0.77,0.794","0.907,0.95,0.892",38045857,38045990,38043536,38043765,38046236,38046431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Cep55","ENSMUSG00000024989","chr19","+",0.0324306993525647,-0.117,"0.797,0.747,0.727","0.861,0.942,0.818",38045857,38046014,38043489,38043765,38046236,38046431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Prune2","ENSMUSG00000039126","chr19","+",1.0125796200381e-05,-0.145,"0.361,0.384,0.402","0.518,0.504,0.559",17189655,17189694,17189041,17189077,17193689,17193737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Prune2","ENSMUSG00000039126","chr19","+",0.0197915127228081,-0.132,"0.773,0.795,0.879","0.915,0.973,0.954",17189655,17189694,17189041,17189077,17198147,17199173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Syt7","ENSMUSG00000024743","chr19","+",0.000344330716034483,-0.138,"0.0,0.047,0.0","0.245,0.087,0.129",10399758,10399881,10399120,10399252,10403662,10404031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Incenp","ENSMUSG00000024660","chr19","-",6.47168808224398e-08,-0.187,"0.554,0.571,0.589","0.813,0.7,0.762",9860555,9860567,9855682,9855792,9861062,9861197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Ehbp1l1","ENSMUSG00000024937","chr19","-",0.000575012638615338,-0.15,"0.354,0.304,0.34","0.505,0.49,0.453",5770999,5771035,5770836,5770905,5771469,5771612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Kat5","ENSMUSG00000024926","chr19","-",0.00132606489121222,-0.144,"0.563,0.491,0.438","0.663,0.647,0.614",5658829,5658985,5658665,5658740,5659263,5659400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Zmym3","ENSMUSG00000031310","chrX","-",3.2882054145628e-07,-0.122,"0.726,0.795,0.711","0.842,0.879,0.878",100461878,100462558,100460892,100460936,100463303,100463404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Zmym3","ENSMUSG00000031310","chrX","-",0.000686046213852927,-0.117,"0.845,0.918,0.73","0.929,0.948,0.966",100461878,100462558,100460892,100460936,100463764,100463822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Zmym3","ENSMUSG00000031310","chrX","-",2.43884487422069e-07,-0.145,"0.674,0.742,0.651","0.801,0.852,0.85",100462400,100462558,100460892,100460936,100463303,100463466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Slc66a2","ENSMUSG00000034006","chr18","+",0.0484583858846294,0.117,"0.9,0.9,1.0","0.977,0.704,0.769",80315676,80315730,80306634,80306768,80334790,80335852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Napg","ENSMUSG00000024581","chr18","+",0.00514096686757941,0.174,"0.884,0.905,0.921","0.701,0.702,0.786",63116444,63116462,63113536,63113604,63117110,63117141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Ablim3","ENSMUSG00000032735","chr18","-",0.0209266384884637,0.288,"0.677,0.752,0.72","0.431,0.237,0.616",61949992,61950040,61947268,61947403,61952861,61952988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Ablim3","ENSMUSG00000032735","chr18","-",0.000423935007239066,-0.286,"0.471,0.421,0.492","0.766,0.706,0.769",61954943,61955099,61953437,61953467,61956937,61957009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Bvht","ENSMUSG00000098098","chr18","+",0.014992007086396,0.45,"1.0,1.0,0.5","0.692,0.125,0.333",61777285,61777801,61776818,61777042,61778233,61778436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Csnk1g3","ENSMUSG00000073563","chr18","+",0.000939879735188262,-0.132,"0.345,0.216,0.316","0.421,0.385,0.466",54069924,54070020,54066521,54066617,54081119,54081226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Kcnn2","ENSMUSG00000054477","chr18","+",0.00202263063768267,-0.121,"0.766,1.0,0.811","0.94,1.0,1.0",45725072,45725491,45694287,45694383,45788264,45788406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Sting1","ENSMUSG00000024349","chr18","-",0.000110379873206579,-0.298,"0.514,0.527,0.482","0.88,0.779,0.759",35872977,35873001,35872495,35872630,35873359,35873542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Paip2","ENSMUSG00000037058","chr18","+",0.0204628959433016,0.223,"0.38,0.482,0.335","0.162,0.055,0.311",35741790,35741872,35731701,35731812,35742645,35742726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Paip2","ENSMUSG00000037058","chr18","+",0.000495648966209932,0.506,"0.931,1.0,0.838","0.34,0.392,0.518",35741790,35741872,35732765,35732811,35743923,35744087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Paip2","ENSMUSG00000037058","chr18","+",5.00991682668448e-08,0.282,"0.429,0.363,0.373","0.088,0.025,0.205",35741790,35741872,35733097,35733170,35743923,35744087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Paip2","ENSMUSG00000037058","chr18","+",0.0266043040699399,-0.135,"0.115,0.041,0.013","0.139,0.245,0.191",35742645,35742726,35741790,35741872,35743923,35744087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Matr3","ENSMUSG00000037236","chr18","+",0.000436416231075278,-0.15,"0.08,0.09,0.092","0.233,0.318,0.16",35695947,35696153,35695244,35695312,35704895,35705176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Sil1","ENSMUSG00000024357","chr18","-",0.00656163919249714,-0.204,"0.404,0.495,0.533","0.631,0.68,0.732",35625911,35626019,35571362,35571433,35626197,35626286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Bin1","ENSMUSG00000024381","chr18","+",0.000825339132136487,-0.156,"0.707,0.936,0.889","1.0,1.0,1.0",32562752,32562776,32557872,32558020,32564723,32564795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Bin1","ENSMUSG00000024381","chr18","+",0.00627865279539854,-0.408,"0.775,0.0,1.0","1.0,1.0,1.0",32562752,32562776,32557872,32558020,32565035,32565146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Bin1","ENSMUSG00000024381","chr18","+",9.67551075647787e-11,-0.317,"0.517,0.659,0.592","0.908,0.895,0.917",32562752,32562776,32559276,32559405,32564723,32564795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Bin1","ENSMUSG00000024381","chr18","+",0.00012130085239439,-0.387,"0.552,0.341,0.804","0.858,1.0,1.0",32562752,32562776,32559276,32559405,32565035,32565146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Map7d2","ENSMUSG00000041020","chrX","+",0.00162683298009204,-0.156,"0.194,0.207,0.208","0.337,0.365,0.375",158243262,158243361,158242373,158242479,158252958,158253089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Rnf138","ENSMUSG00000024317","chr18","+",0.0111017238442171,0.153,"0.707,0.687,0.642","0.573,0.418,0.585",21157465,21157573,21153944,21154056,21159142,21160592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Trappc8","ENSMUSG00000033382","chr18","-",1.16157611189352e-10,-0.134,"0.052,0.021,0.089","0.143,0.235,0.185",20988877,20988895,20988001,20988133,20993489,20993595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Tmem241","ENSMUSG00000049411","chr18","-",0.000440457356697659,-0.13,"0.961,0.814,0.834","1.0,1.0,1.0",12237155,12237237,12207674,12207700,12246451,12246478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Kmt5b","ENSMUSG00000045098","chr19","+",1.21709906851651e-09,-0.147,"0.0,0.0,0.0","0.195,0.09,0.155",3827461,3827512,3818021,3818340,3832219,3832279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Dpp9","ENSMUSG00000001229","chr17","-",0.00552127310156461,0.299,"1.0,1.0,1.0","0.647,1.0,0.455",56501907,56502060,56498013,56498159,56505971,56506134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Gnmt","ENSMUSG00000002769","chr17","-",9.44208257150794e-05,0.576,"1.0,1.0,1.0","1.0,0.271,0.0",47037194,47037337,47036986,47037108,47037531,47037642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Gtpbp2","ENSMUSG00000023952","chr17","+",0.00978946451836416,-0.353,"0.222,0.172,0.333","0.435,0.75,0.6",46473959,46474139,46472220,46472252,46475119,46475304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Slc29a1","ENSMUSG00000023942","chr17","-",0.000173419539912703,-0.103,"0.769,0.761,0.786","0.894,0.867,0.865",45904257,45904358,45901182,45901264,45906407,45906441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Slc29a1","ENSMUSG00000023942","chr17","-",0.000241440775013729,-0.113,"0.504,0.415,0.455","0.54,0.588,0.584",45904257,45904358,45903104,45903187,45906407,45906441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Gm20443","ENSMUSG00000092219","chr17","-",0.00987725150813987,0.128,"1.0,1.0,1.0","1.0,0.616,1.0",36049225,36049308,36048625,36049136,36050423,36050506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Bag6","ENSMUSG00000024392","chr17","+",9.56002986626246e-07,-0.117,"0.64,0.663,0.602","0.729,0.774,0.752",35361473,35361581,35361282,35361360,35361702,35361815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Vwa7","ENSMUSG00000007030","chr17","+",0.00417782583937225,-0.243,"0.592,1.0,0.679","1.0,1.0,1.0",35237363,35237460,35236032,35236281,35238013,35238124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Agpat1","ENSMUSG00000034254","chr17","+",0.017479154421944,0.477,"0.203,1.0,0.505","0.276,0.0,0.0",34829933,34829979,34829418,34829618,34830578,34830674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Cyp4f13","ENSMUSG00000024055","chr17","-",6.22502382974841e-11,0.859,"1.0,1.0,1.0","0.423,0.0,0.0",33151602,33151656,33149514,33149636,33165778,33165977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Gm26885","ENSMUSG00000097125","chr17","-",0.0126380560471116,-0.126,"1.0,0.778,0.784","1.0,1.0,0.941",29682363,29682630,29680168,29680839,29683522,29683733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Srsf3","ENSMUSG00000071172","chr17","+",1.3735175787419e-12,-0.163,"0.103,0.083,0.089","0.195,0.361,0.208",29258427,29258883,29257463,29257598,29259748,29259787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Bak1","ENSMUSG00000057789","chr17","-",1.44763063529942e-05,-0.105,"0.794,0.902,0.818","0.918,0.963,0.948",27240636,27240656,27240140,27240321,27241412,27241556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Syngap1","ENSMUSG00000067629","chr17","+",0.000147959548322663,-0.139,"0.674,0.69,0.651","0.793,0.806,0.834",27186654,27186734,27185843,27185947,27189472,27189536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Rhbdl1","ENSMUSG00000025735","chr17","-",0.0112654275485543,-0.422,"0.0,1.0,0.333","1.0,0.6,1.0",26055372,26055546,26054942,26055167,26055961,26056056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Mapk8ip3","ENSMUSG00000024163","chr17","-",0,-0.255,"0.595,0.638,0.602","0.852,0.883,0.865",25127384,25127402,25126302,25126360,25128123,25128135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Eci1","ENSMUSG00000024132","chr17","+",1.84625118986178e-06,0.577,"1.0,1.0,1.0","0.27,0.0,1.0",24652115,24652234,24645826,24645913,24656405,24656584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Eci1","ENSMUSG00000024132","chr17","+",0.00034026015973787,0.304,"1.0,1.0,1.0","0.701,0.386,1.0",24655151,24655298,24645677,24645913,24656405,24656584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","U2af1","ENSMUSG00000061613","chr17","-",0.000273055452978335,-0.221,"0.418,0.335,0.355","0.533,0.628,0.611",31871475,31871542,31870619,31870686,31877626,31877729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Prss41","ENSMUSG00000024114","chr17","-",0.000143229456308589,0.469,"1.0,1.0,1.0","0.297,1.0,0.297",24062930,24062957,24060025,24061499,24063050,24063146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Flywch1","ENSMUSG00000040097","chr17","-",0,0.179,"0.373,0.4,0.391","0.246,0.157,0.225",23989208,23989306,23981949,23982292,23990388,23990576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Tbp","ENSMUSG00000014767","chr17","+",0.0134605019273338,0.231,"1.0,1.0,0.84","0.79,0.847,0.509",15721415,15721464,15720221,15720488,15723226,15723390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Tbp","ENSMUSG00000014767","chr17","+",0.000525219577552956,-0.117,"0.684,0.692,0.59","0.725,0.771,0.821",15721573,15721619,15721415,15721464,15723226,15723390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","2700054A10Rik","ENSMUSG00000117042","chr17","-",0.00104101886314349,-0.224,"0.616,0.793,0.631","0.929,0.938,0.844",13789019,13789145,13774274,13774354,13889020,13889153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Map3k4","ENSMUSG00000014426","chr17","-",1.97883910515431e-11,-0.162,"0.147,0.168,0.174","0.335,0.316,0.324",12461536,12461692,12458856,12458957,12462386,12462483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Tulp4","ENSMUSG00000034377","chr17","+",0.0164063135066787,-0.508,"0.0,0.0,0.145","0.67,1.0,0.0",6168570,6168641,6156829,6156857,6227103,6227232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Tulp4","ENSMUSG00000034377","chr17","+",0.0105101857726044,-0.197,"0.261,0.294,0.271","0.429,0.501,0.488",6168570,6168641,6157165,6157271,6227103,6227232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Tulp4","ENSMUSG00000034377","chr17","+",2.98958051736751e-05,-0.652,"0.0,0.2,0.0","0.6,1.0,0.556",6172102,6172619,6156711,6156857,6227103,6227232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Tulp4","ENSMUSG00000034377","chr17","+",0.000815624613297359,-0.363,"0.5,0.667,0.44","1.0,0.82,0.875",6172102,6172619,6168568,6168641,6187485,6189067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Tulp4","ENSMUSG00000034377","chr17","+",0.0215144589825316,-0.255,"0.724,0.512,0.621","0.621,1.0,1.0",6174445,6174523,6172102,6172619,6174931,6174985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Pigp","ENSMUSG00000022940","chr16","-",0.0131995196348108,-0.166,"0.546,0.69,1.0","1.0,0.735,1.0",94166213,94166332,94159621,94160033,94170947,94171051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Setd4","ENSMUSG00000022948","chr16","-",7.31403392793958e-05,-0.158,"0.783,0.743,1.0","1.0,1.0,1.0",93386798,93386973,93384706,93384788,93393185,93393223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Setd4","ENSMUSG00000022948","chr16","-",9.44616990639987e-05,-0.34,"0.6,0.379,1.0","1.0,1.0,1.0",93387761,93388191,93384706,93384788,93393185,93393223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Setd4","ENSMUSG00000022948","chr16","-",0.00024242865161729,-0.158,"0.727,0.787,0.838","1.0,0.915,0.912",93390134,93390220,93387761,93388191,93393185,93393223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Gm10785","ENSMUSG00000085169","chr16","+",0.00128945004416153,0.242,"1.0,1.0,1.0","0.406,0.869,1.0",91505665,91505778,91485785,91486168,91510939,91511038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Gm10785","ENSMUSG00000085169","chr16","+",0.00454792697842339,0.498,"0.318,1.0,1.0","0.412,0.0,0.412",91506722,91506786,91505665,91505778,91510939,91511038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Arl6","ENSMUSG00000022722","chr16","-",3.74033361234717e-07,-0.152,"0.07,0.055,0.125","0.207,0.242,0.256",59439028,59439041,59433690,59434207,59439157,59439213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","SE","Skipped Exon","Tfg","ENSMUSG00000022757","chr16","-",6.58798169392424e-13,-0.12,"0.093,0.07,0.083","0.222,0.179,0.204",56512238,56512279,56511239,56511516,56514762,56514852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
