"Comparison","EventType","EventDescription","GeneSymbol","GeneID","Chromosome","Strand","FDR","DeltaPSI","PSI_Group1","PSI_Group2","exonStart_0base","exonEnd","upstreamES","upstreamEE","downstreamES","downstreamEE","longExonStart_0base","longExonEnd","shortES","shortEE","flankingES","flankingEE","X1stExonStart_0base","X1stExonEnd","X2ndExonStart_0base","X2ndExonEnd","riExonStart_0base","riExonEnd"
"Neg_vs_Parental","SE","Skipped Exon","Paip2","ENSMUSG00000037058","chr18","+",0.0224630764273715,-0.442,"0.34,0.392,0.518","0.756,0.819,1.0",35741790,35741872,35732765,35732811,35743923,35744087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Paip2","ENSMUSG00000037058","chr18","+",3.17370266977382e-06,-0.309,"0.088,0.025,0.205","0.532,0.424,0.289",35741790,35741872,35733097,35733170,35743923,35744087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Paip2","ENSMUSG00000037058","chr18","+",0.0387226345534778,-0.142,"0.031,0.092,0.115","0.348,0.044,0.273",35742645,35742726,35733117,35733170,35743923,35744087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Matr3","ENSMUSG00000037236","chr18","+",5.52786366995912e-06,0.172,"0.233,0.318,0.16","0.123,0.031,0.041",35695947,35696153,35695244,35695312,35704895,35705176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Sil1","ENSMUSG00000024357","chr18","-",0.00834411818933639,-0.151,"0.734,0.712,0.749","0.876,0.951,0.822",35626197,35626286,35625911,35626019,35631843,35631930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","2010110K18Rik","ENSMUSG00000097755","chr18","+",0.0100847040124153,-0.122,"0.92,0.714,1.0","1.0,1.0,1.0",34889051,34889204,34887728,34887833,34889342,34889445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","2010110K18Rik","ENSMUSG00000097755","chr18","+",0.00172429520205324,-0.23,"0.833,0.478,1.0","1.0,1.0,1.0",34889051,34889234,34887728,34887833,34889342,34889445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Bin1","ENSMUSG00000024381","chr18","+",0.0186958821970371,0.456,"1.0,1.0,1.0","0.633,0.0,1.0",32562752,32562776,32557872,32558020,32565035,32565146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Bin1","ENSMUSG00000024381","chr18","+",0.0132226098273639,0.14,"0.908,0.895,0.917","0.779,0.888,0.633",32562752,32562776,32559276,32559405,32564723,32564795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Bin1","ENSMUSG00000024381","chr18","+",0.00216435526037455,0.158,"0.858,1.0,1.0","0.766,1.0,0.618",32562752,32562776,32559276,32559405,32565035,32565146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","2700062C07Rik","ENSMUSG00000024273","chr18","+",0.0216985677542389,-0.102,"0.908,0.869,0.918","1.0,1.0,1.0",24604118,24604141,24603925,24604037,24608581,24608781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Trappc8","ENSMUSG00000033382","chr18","-",7.28534664518961e-06,0.11,"0.143,0.235,0.185","0.099,0.042,0.091",20988877,20988895,20988001,20988133,20993489,20993595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Arhgap12","ENSMUSG00000041225","chr18","-",0.0196174305361452,0.105,"0.709,0.751,0.65","0.641,0.576,0.578",6111684,6112439,6069830,6070091,6135803,6135888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Kmt5b","ENSMUSG00000045098","chr19","+",1.01109542961299e-07,0.138,"0.195,0.09,0.155","0.026,0.0,0.0",3827461,3827512,3818021,3818340,3832219,3832279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Birc6","ENSMUSG00000024073","chr17","+",0.000266979244688921,-0.125,"0.797,0.779,0.834","0.87,0.956,0.959",74901316,74901448,74900083,74900244,74901864,74901996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Spdya","ENSMUSG00000052525","chr17","+",0.00329928958996222,-0.318,"1.0,0.429,0.5","1.0,1.0,0.882",71863234,71863484,71859055,71859136,71865615,71865674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Spdya","ENSMUSG00000052525","chr17","+",0.0101256460155023,0.311,"0.741,0.193,0.417","0.0,0.0,0.417",71865615,71865674,71859055,71859136,71876011,71876183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Spdya","ENSMUSG00000052525","chr17","+",0.00280538865988842,-0.268,"0.588,0.655,0.816","1.0,1.0,0.864",71869497,71869583,71865615,71865674,71876011,71876183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Ubr2","ENSMUSG00000023977","chr17","-",1.30441165076963e-05,-0.15,"0.635,0.635,0.667","0.779,0.759,0.848",47291245,47291344,47286852,47287016,47291414,47291513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Gm20443","ENSMUSG00000092219","chr17","-",0.0092555246470868,-0.128,"1.0,0.616,1.0","1.0,1.0,1.0",36049225,36049308,36048625,36049136,36050423,36050506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Zfp563","ENSMUSG00000067424","chr17","+",0.00523025096303828,0.102,"0.984,0.898,0.928","0.821,0.83,0.852",33321204,33321331,33311431,33311566,33321516,33321577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Fance","ENSMUSG00000007570","chr17","+",0.0327006117687034,-0.124,"0.173,0.218,0.218","0.358,0.312,0.31",28542544,28542639,28539763,28539830,28545125,28545542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Kifc5b","ENSMUSG00000024301","chr17","+",0.000577802774270436,0.121,"1.0,0.973,1.0","1.0,0.7,0.911",27140780,27140834,27139993,27140093,27141878,27142276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Pigq","ENSMUSG00000025728","chr17","-",0.0364954119179782,-0.281,"0.25,0.0,0.133","0.375,0.385,0.467",26153067,26153247,26150647,26150801,26153731,26153852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Mapk8ip3","ENSMUSG00000024163","chr17","-",0,0.149,"0.852,0.883,0.865","0.732,0.712,0.71",25127384,25127402,25126302,25126360,25128123,25128135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","U2af1","ENSMUSG00000061613","chr17","-",6.54932274710704e-06,0.111,"0.724,0.729,0.722","0.589,0.644,0.609",31870619,31870686,31867818,31867868,31871475,31871542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","U2af1","ENSMUSG00000061613","chr17","-",0.0491627460477475,0.188,"0.533,0.628,0.611","0.491,0.263,0.455",31871475,31871542,31870619,31870686,31877626,31877729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Prss41","ENSMUSG00000024114","chr17","-",0.000139359982191431,0.547,"1.0,0.388,0.253","0.0,0.0,0.0",24062930,24062957,24062415,24062584,24063050,24063146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","2700054A10Rik","ENSMUSG00000117042","chr17","-",0.0275616163753129,0.143,"0.929,0.938,0.844","0.737,0.707,0.838",13789019,13789145,13774274,13774354,13889020,13889153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Sod2","ENSMUSG00000006818","chr17","+",0.00442413595017062,-0.633,"1.0,0.0,0.102","1.0,1.0,1.0",13253766,13253878,13232319,13232499,13255844,13258950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","4930506C21Rik","ENSMUSG00000087478","chr17","-",0.0100923747869614,-0.247,"0.091,1.0,0.5","0.333,1.0,1.0",8515860,8516075,8512163,8512565,8517099,8517469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Tulp4","ENSMUSG00000034377","chr17","+",0.0204387930651285,0.184,"0.429,0.501,0.488","0.236,0.341,0.289",6168570,6168641,6157165,6157271,6227103,6227232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Serac1","ENSMUSG00000015659","chr17","-",0.0054059057236589,0.163,"0.932,1.0,1.0","0.686,0.846,0.912",6119573,6119663,6117803,6117935,6122108,6122145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","3300005D01Rik","ENSMUSG00000096965","chr17","+",0.0333068860500535,-0.121,"0.759,0.773,0.841","0.904,0.929,0.902",5851473,5851616,5848973,5849137,5852987,5853168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Setd4","ENSMUSG00000022948","chr16","-",0.0173250062120832,-0.186,"0.929,0.676,0.571","0.963,0.771,1.0",93387143,93388191,93386798,93386973,93393185,93393223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Setd4","ENSMUSG00000022948","chr16","-",0.000896301480330683,0.209,"1.0,1.0,1.0","0.68,1.0,0.692",93387761,93388191,93384706,93384788,93393185,93393223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Setd4","ENSMUSG00000022948","chr16","-",0.000212681288948456,0.142,"1.0,0.915,0.912","0.749,0.838,0.815",93390134,93390220,93387761,93388191,93393185,93393223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Gm10785","ENSMUSG00000085169","chr16","+",0.00148250010273968,-0.242,"0.406,0.869,1.0","1.0,1.0,1.0",91505665,91505778,91485785,91486168,91510939,91511038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Gm10785","ENSMUSG00000085169","chr16","+",0.000157856234665239,-0.618,"0.412,0.0,0.412","0.677,1.0,1.0",91506722,91506786,91505665,91505778,91510939,91511038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Atp5j","ENSMUSG00000022890","chr16","-",0.00379255662986247,-0.108,"0.828,0.925,0.923","1.0,1.0,1.0",84630707,84630762,84628216,84628395,84630881,84631127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Cep97","ENSMUSG00000022604","chr16","-",0.000564267718258756,0.111,"1.0,1.0,1.0","0.957,0.882,0.828",55742433,55742600,55739765,55739930,55745331,55745433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Ccdc191","ENSMUSG00000022701","chr16","+",7.85526742502879e-05,0.186,"0.526,0.58,0.504","0.412,0.319,0.32",43712515,43712554,43710162,43710401,43718452,43718594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Zbtb20","ENSMUSG00000022708","chr16","+",0.0249316195848359,0.351,"0.641,0.857,0.889","0.42,0.45,0.465",43013827,43013901,42967259,42967306,43053121,43053183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Zbtb20","ENSMUSG00000022708","chr16","+",0.046650471185008,0.153,"0.927,0.813,0.965","0.681,0.805,0.761",43397392,43397556,43392096,43392154,43397923,43398111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Tmem39a","ENSMUSG00000002845","chr16","+",0.0333520637181057,0.13,"0.585,0.571,0.545","0.344,0.461,0.506",38405980,38406042,38405777,38405880,38406582,38407252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Iqcb1","ENSMUSG00000022837","chr16","+",3.15878867673424e-05,-0.139,"0.956,0.702,0.926","1.0,1.0,1.0",36649365,36649435,36648769,36648854,36655877,36656007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Gm15564","ENSMUSG00000086324","chr16","-",0.000134731150745085,0.429,"0.851,0.967,0.878","0.546,0.404,0.458",35802094,35802165,35787856,35787890,35803421,35803616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Lrch3","ENSMUSG00000022801","chr16","+",4.92003807411608e-07,0.182,"0.928,0.929,0.877","0.691,0.729,0.769",32829558,32829806,32826033,32826111,32832710,32833069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Rubcn","ENSMUSG00000035629","chr16","-",0,0.329,"0.814,0.757,0.835","0.422,0.536,0.462",32661906,32661951,32658607,32658723,32663367,32663901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neg_vs_Parental","SE","Skipped Exon","Tnk2","ENSMUSG00000022791","chr16","+",4.2247188603458e-07,-0.106,"0.854,0.927,0.814","0.965,0.985,0.963",32499723,32499813,32498276,32499625,32499969,32500097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
