"Comparison","EventType","EventDescription","GeneSymbol","GeneID","Chromosome","Strand","FDR","DeltaPSI","PSI_Group1","PSI_Group2","exonStart_0base","exonEnd","upstreamES","upstreamEE","downstreamES","downstreamEE","longExonStart_0base","longExonEnd","shortES","shortEE","flankingES","flankingEE","X1stExonStart_0base","X1stExonEnd","X2ndExonStart_0base","X2ndExonEnd","riExonStart_0base","riExonEnd"
"Pos_vs_Neg","SE","Skipped Exon","Cask","ENSMUSG00000031012","chrX","-",5.97394073947943e-14,-0.147,"0.726,0.735,0.692","0.888,0.877,0.83",13462924,13462942,13453082,13453204,13466595,13466695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Gripap1","ENSMUSG00000031153","chrX","+",1.11058939822487e-10,-0.128,"0.802,0.809,0.812","0.928,0.936,0.943",7666774,7666822,7666395,7666580,7667415,7667447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Lzts2","ENSMUSG00000035342","chr19","+",0.000111443874979556,0.471,"0.705,0.729,0.818","0.24,0.255,0.344",45003292,45003392,45002852,45002984,45009825,45009991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Zfyve27","ENSMUSG00000018820","chr19","+",0.000128919431685876,-0.171,"0.516,0.549,0.407","0.664,0.642,0.679",42174058,42174079,42172556,42172628,42174243,42174388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Lcor","ENSMUSG00000025019","chr19","+",0.016335123459235,0.29,"1.0,1.0,1.0","0.834,1.0,0.297",41534313,41534446,41516459,41516525,41570216,41574975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Sgms1","ENSMUSG00000040451","chr19","-",0.0256046602108354,-0.551,"0.0,0.499,0.0","1.0,0.352,0.799",32134722,32134779,32133969,32134047,32136923,32137763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Sgms1","ENSMUSG00000040451","chr19","-",0.0383938310704431,-0.109,"1.0,1.0,0.673","1.0,1.0,1.0",32237375,32237497,32136923,32137763,32266940,32267031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Prune2","ENSMUSG00000039126","chr19","+",0.00266448068336645,-0.146,"0.81,0.773,0.822","0.915,0.973,0.954",17189655,17189694,17189041,17189077,17198147,17199173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Prune2","ENSMUSG00000039126","chr19","+",0.00353330766021763,-0.165,"0.297,0.342,0.416","0.477,0.479,0.594",17193689,17193737,17185594,17185693,17198147,17199173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Incenp","ENSMUSG00000024660","chr19","-",0.00547648364839144,-0.107,"0.69,0.642,0.623","0.813,0.7,0.762",9860555,9860567,9855682,9855792,9861062,9861197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Ehbp1l1","ENSMUSG00000024937","chr19","-",0.00663150516442676,-0.144,"0.273,0.341,0.401","0.505,0.49,0.453",5770999,5771035,5770836,5770905,5771469,5771612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Sipa1","ENSMUSG00000056917","chr19","-",0.00158427772684203,-0.24,"0.771,0.894,0.52","0.946,0.958,1.0",5711623,5711651,5711048,5711139,5712615,5712869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Sipa1","ENSMUSG00000056917","chr19","-",0.00590201287109606,-0.182,"0.76,0.918,0.644","0.918,0.95,1.0",5711623,5711686,5710906,5711139,5712615,5712869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Kat5","ENSMUSG00000024926","chr19","-",0.00507239999415532,-0.106,"0.517,0.512,0.576","0.663,0.647,0.614",5658829,5658985,5658665,5658740,5659263,5659400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Zmym3","ENSMUSG00000031310","chrX","-",3.09529437686197e-07,-0.119,"0.722,0.748,0.772","0.842,0.879,0.878",100461878,100462558,100460892,100460936,100463303,100463404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Zmym3","ENSMUSG00000031310","chrX","-",3.94116297330065e-07,-0.137,"0.673,0.703,0.716","0.801,0.852,0.85",100462400,100462558,100460892,100460936,100463303,100463466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Carns1","ENSMUSG00000075289","chr19","-",0.0399296639988636,0.194,"0.871,0.903,0.798","0.703,0.559,0.727",4225003,4225030,4222861,4223219,4225392,4225453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Socs6","ENSMUSG00000056153","chr18","-",0.000154029796266333,0.207,"0.939,1.0,1.0","0.842,0.613,0.862",88905115,88905189,88810794,88810896,88905332,88905457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Katnal2","ENSMUSG00000025420","chr18","-",0.0276799431911697,-0.138,"0.825,0.751,0.78","0.93,0.909,0.93",77099685,77099800,77097736,77098741,77134869,77134939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Smad2","ENSMUSG00000024563","chr18","+",0.00013206390765611,0.195,"1.0,1.0,0.913","0.833,0.689,0.806",76420998,76421192,76395510,76395798,76425980,76426055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Prelid3a","ENSMUSG00000024530","chr18","+",0.00010992812739965,-0.228,"0.644,1.0,0.671","1.0,1.0,1.0",67611019,67611131,67610033,67610136,67612137,67612905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Ablim3","ENSMUSG00000032735","chr18","-",0.00134944955192601,-0.283,"0.536,0.495,0.36","0.766,0.706,0.769",61954943,61955099,61953437,61953467,61956937,61957009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Bvht","ENSMUSG00000098098","chr18","+",0.0139460879300183,-0.54,"0.0,0.0,0.0","0.0,0.62,1.0",61772026,61772151,61771285,61771538,61772603,61772803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Rfx3","ENSMUSG00000040929","chr19","-",0.00289282410670661,0.133,"0.173,0.278,0.231","0.099,0.103,0.081",27960253,27960346,27878178,27878303,27988371,27988445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Lars","ENSMUSG00000024493","chr18","-",0.0119610440129609,0.531,"1.0,0.0,0.715","0.0,0.0,0.123",42384357,42384445,42379004,42379142,42395025,42395194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Paip2","ENSMUSG00000037058","chr18","+",0.0317638702538589,-0.379,"1.0,0.301,0.563","1.0,1.0,1.0",35741790,35741872,35733097,35733170,35742645,35742726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Bin1","ENSMUSG00000024381","chr18","+",2.99398542793916e-08,-0.178,"0.951,0.798,0.717","1.0,1.0,1.0",32562752,32562776,32557872,32558020,32564723,32564795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Bin1","ENSMUSG00000024381","chr18","+",7.12801985625908e-06,-0.468,"0.392,0.365,0.838","1.0,1.0,1.0",32562752,32562776,32557872,32558020,32565035,32565146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Bin1","ENSMUSG00000024381","chr18","+",2.5824826937173e-07,-0.227,"0.763,0.646,0.63","0.908,0.895,0.917",32562752,32562776,32559276,32559405,32564723,32564795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Bin1","ENSMUSG00000024381","chr18","+",0.00208046661519362,-0.183,"0.868,0.655,0.785","0.858,1.0,1.0",32562752,32562776,32559276,32559405,32565035,32565146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Trappc8","ENSMUSG00000033382","chr18","-",1.67261195847377e-05,-0.108,"0.083,0.115,0.041","0.143,0.235,0.185",20988877,20988895,20988001,20988133,20993489,20993595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Gm31645","ENSMUSG00000117358","chr17","-",6.39298307360589e-05,0.454,"0.5,0.286,0.667","0.0,0.0,0.091",74827487,74828482,74826659,74826910,74830509,74830573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Ankrd12","ENSMUSG00000034647","chr17","-",0.000163340140723146,0.109,"0.32,0.338,0.308","0.234,0.165,0.24",66349527,66349596,66343792,66344634,66356780,66356928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Ptprs","ENSMUSG00000013236","chr17","-",0,-0.14,"0.858,0.832,0.825","0.98,0.977,0.977",56734790,56734817,56733386,56733504,56734938,56735132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Zfp959","ENSMUSG00000003198","chr17","+",0.0208702412757312,0.203,"0.794,0.846,0.693","0.645,0.439,0.639",56199757,56199860,56199092,56199186,56202820,56202947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","A830019P07Rik","ENSMUSG00000094707","chr19","-",0.0198357774519331,0.164,"0.393,0.152,0.25","0.127,0.075,0.101",35865634,35865860,35818673,35818729,35900886,35900947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","H2-T10","ENSMUSG00000079491","chr17","-",0.00311349692241503,-0.175,"0.773,0.611,0.726","0.867,0.871,0.897",36431076,36431324,36430080,36430356,36431506,36431767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Gm20443","ENSMUSG00000092219","chr17","-",0.0107882010079049,0.128,"1.0,1.0,1.0","1.0,0.616,1.0",36049225,36049308,36048625,36049136,36050423,36050506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Cyp4f13","ENSMUSG00000024055","chr17","-",0.0234004292948599,0.299,"0.268,0.456,0.595","0.423,0.0,0.0",33151602,33151656,33149514,33149636,33165778,33165977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Glp1r","ENSMUSG00000024027","chr17","+",0.00015813507340267,-0.122,"0.849,0.816,0.904","1.0,1.0,0.934",31144491,31144651,31143474,31143628,31148910,31148971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Rab44","ENSMUSG00000064147","chr17","+",0.0461489215547398,-0.1,"0.697,1.0,0.924","1.0,0.92,1.0",29355240,29355336,29352611,29352786,29356952,29357146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Rab44","ENSMUSG00000064147","chr17","+",0.0148613100933966,-0.178,"0.843,0.915,0.529","0.927,0.937,0.958",29355240,29355336,29354788,29354879,29356952,29357146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Srsf3","ENSMUSG00000071172","chr17","+",5.91454578692886e-09,-0.147,"0.093,0.14,0.091","0.195,0.361,0.208",29258427,29258883,29257463,29257598,29259748,29259787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Slc26a8","ENSMUSG00000036196","chr17","-",0.00352953561242035,0.6,"1.0,1.0,1.0","0.2,0.0,1.0",28903680,28903867,28895037,28895177,28908690,28908961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Bak1","ENSMUSG00000057789","chr17","-",0,-0.319,"0.608,0.635,0.63","0.918,0.963,0.948",27240636,27240656,27240140,27240321,27241412,27241556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Capn15","ENSMUSG00000037326","chr17","-",0.0421020718229597,0.125,"1.0,0.86,0.965","0.759,0.786,0.904",26192064,26192353,26179623,26179785,26204444,26204770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Pigq","ENSMUSG00000025728","chr17","-",0.000102491851463985,-0.114,"0.729,0.843,0.776","0.907,0.961,0.822",26150435,26150547,26149931,26150012,26153731,26153852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Pigq","ENSMUSG00000025728","chr17","-",0.00017552197200838,-0.125,"0.702,0.825,0.756","0.895,0.956,0.806",26150435,26150647,26149931,26150012,26153731,26153775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Mapk8ip3","ENSMUSG00000024163","chr17","-",0,-0.199,"0.694,0.662,0.646","0.852,0.883,0.865",25127384,25127402,25126302,25126360,25128123,25128135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","U2af1","ENSMUSG00000061613","chr17","-",0.0133976634853507,0.1,"0.821,0.847,0.826","0.72,0.796,0.679",31871475,31871542,31867818,31867868,31877626,31877729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Tbc1d24","ENSMUSG00000036473","chr17","-",4.45042654580627e-11,-0.165,"0.775,0.843,0.886","1.0,1.0,1.0",24403354,24403372,24402667,24402826,24404177,24405175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Prss41","ENSMUSG00000024114","chr17","-",0.00818800587124692,-0.474,"0.0,0.22,0.0","1.0,0.388,0.253",24062930,24062957,24062415,24062584,24063050,24063146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Prss33","ENSMUSG00000049620","chr17","-",0.0140888359797659,-0.297,"0.57,0.623,0.665","0.749,1.0,1.0",24054495,24054571,24054249,24054273,24054650,24054713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Flywch1","ENSMUSG00000040097","chr17","-",0,0.2,"0.426,0.365,0.436","0.246,0.157,0.225",23989208,23989306,23981949,23982292,23990388,23990576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Gm7072","ENSMUSG00000117284","chr17","-",0.0125756528014442,-0.108,"1.0,0.831,0.645","0.819,0.981,1.0",22511388,22511436,22508749,22508876,22528485,22528578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Gm10509","ENSMUSG00000073448","chr17","+",0.024628813898268,-0.14,"0.108,0.078,0.078","0.307,0.188,0.188",21900041,21900184,21898918,21899117,21900505,21900594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Tbp","ENSMUSG00000014767","chr17","+",0.000859295444853946,0.235,"1.0,0.892,0.96","0.79,0.847,0.509",15721415,15721464,15720221,15720488,15723226,15723390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Tbp","ENSMUSG00000014767","chr17","+",1.69102486680662e-05,-0.121,"0.61,0.667,0.676","0.725,0.771,0.821",15721573,15721619,15721415,15721464,15723226,15723390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","9030025P20Rik","ENSMUSG00000116953","chr17","+",0.00662759979007772,-0.133,"0.633,0.947,0.987","1.0,1.0,0.965",15206035,15206172,15205079,15205177,15206979,15207094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","2700054A10Rik","ENSMUSG00000117042","chr17","-",0.0022670303935842,-0.211,"0.725,0.604,0.75","0.929,0.938,0.844",13789019,13789145,13774274,13774354,13889020,13889153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Tulp4","ENSMUSG00000034377","chr17","+",0.0206082588377094,-0.22,"0.552,0.745,0.738","1.0,0.82,0.875",6172102,6172619,6168568,6168641,6187485,6189067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","A630089N07Rik","ENSMUSG00000116673","chr16","-",0.0373719749595741,-0.138,"0.0,0.048,0.0","0.343,0.0,0.119",97870510,97870551,97869203,97869330,97883089,97883210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","2410124H12Rik","ENSMUSG00000051297","chr16","+",0.0482000519721252,-0.133,"0.885,0.75,0.826","0.926,0.933,1.0",92275500,92275856,92267790,92267965,92293937,92294268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","2410124H12Rik","ENSMUSG00000051297","chr16","+",0.0488775492834904,-0.141,"0.857,0.714,0.81","0.889,0.915,1.0",92288901,92289063,92267790,92267965,92293937,92294268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Gm10785","ENSMUSG00000085169","chr16","+",0.00159015677775056,0.242,"1.0,1.0,1.0","0.406,0.869,1.0",91505665,91505778,91485785,91486168,91510939,91511038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Gm10785","ENSMUSG00000085169","chr16","+",1.1602802914467e-10,0.725,"1.0,1.0,1.0","0.412,0.0,0.412",91506722,91506786,91505665,91505778,91510939,91511038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Rhox2a","ENSMUSG00000051827","chrX","+",0.00546897450403347,-0.153,"0.143,0.162,0.286","0.31,0.419,0.32",36511141,36511190,36510828,36510874,36513113,36513252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Atp5j","ENSMUSG00000022890","chr16","-",3.95239570389743e-05,-0.13,"0.841,0.856,0.912","1.0,1.0,1.0",84630707,84630762,84628216,84628395,84631779,84632043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Nrip1","ENSMUSG00000048490","chr16","-",0.000457905073041355,0.119,"1.0,1.0,1.0","0.872,1.0,0.77",76149359,76149437,76091614,76091903,76169759,76169928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Arl6","ENSMUSG00000022722","chr16","-",0.000419340324963389,-0.114,"0.12,0.103,0.14","0.207,0.242,0.256",59439028,59439041,59433690,59434207,59439157,59439213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Cep97","ENSMUSG00000022604","chr16","-",0.000289342997326528,-0.135,"0.965,0.792,0.837","1.0,1.0,1.0",55742433,55742600,55739765,55739930,55745331,55745433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Cd47","ENSMUSG00000055447","chr16","+",1.39058557345626e-05,-0.12,"0.648,0.708,0.66","0.785,0.837,0.754",49728416,49728441,49727143,49727175,49731231,49731444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Cd47","ENSMUSG00000055447","chr16","+",0.00132080888763682,-0.159,"0.27,0.389,0.265","0.45,0.472,0.479",49729065,49729098,49727143,49727175,49731231,49731239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Map4k3","ENSMUSG00000024242","chr17","-",0.00237587077891185,-0.121,"0.65,0.656,0.744","0.809,0.748,0.857",80936714,80936777,80931484,80931543,80937843,80937902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Zbtb20","ENSMUSG00000022708","chr16","+",0.00728805174881544,-0.165,"0.695,0.651,1.0","1.0,0.842,1.0",42967259,42967306,42892786,42892832,43013827,43013901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Zbtb20","ENSMUSG00000022708","chr16","+",0.0312104748932438,-0.37,"0.25,0.123,0.308","0.826,0.286,0.68",43328521,43328685,43323984,43324116,43390043,43390124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Rubcn","ENSMUSG00000035629","chr16","-",9.58033054836184e-09,-0.19,"0.659,0.607,0.569","0.814,0.757,0.835",32661906,32661951,32658607,32658723,32663367,32663901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Tnk2","ENSMUSG00000022791","chr16","+",0.0218854011221655,0.272,"0.453,0.238,0.468","0.301,0.041,0.0",32484703,32484774,32463323,32463926,32488204,32488357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Tnk2","ENSMUSG00000022791","chr16","+",0.00105919161279363,-0.112,"0.765,0.753,0.741","0.854,0.927,0.814",32499723,32499813,32498276,32499625,32499969,32500097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Gm49754","ENSMUSG00000116570","chr16","-",0.0178929263242744,-0.252,"0.503,1.0,0.742","1.0,1.0,1.0",30609387,30609532,30608762,30608825,30612012,30612073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Fetub","ENSMUSG00000022871","chr16","+",8.04882874052769e-05,-0.117,"0.46,0.426,0.386","0.518,0.571,0.535",22747824,22748059,22738986,22739245,22748382,22748493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Tra2b","ENSMUSG00000022858","chr16","-",4.67506102567759e-06,-0.135,"0.255,0.306,0.24","0.346,0.463,0.398",22077614,22078011,22073801,22073867,22084490,22084659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Neg","SE","Skipped Exon","Tra2b","ENSMUSG00000022858","chr16","-",1.77049570617298e-07,-0.167,"0.393,0.449,0.36","0.514,0.625,0.564",22077735,22078011,22073733,22073867,22084490,22084650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
