"Comparison","EventType","EventDescription","GeneSymbol","GeneID","Chromosome","Strand","FDR","DeltaPSI","PSI_Group1","PSI_Group2","exonStart_0base","exonEnd","upstreamES","upstreamEE","downstreamES","downstreamEE","longExonStart_0base","longExonEnd","shortES","shortEE","flankingES","flankingEE","X1stExonStart_0base","X1stExonEnd","X2ndExonStart_0base","X2ndExonEnd","riExonStart_0base","riExonEnd"
"KO_vs_Pos","SE","Skipped Exon","Jpx","ENSMUSG00000097571","chrX","+",0.00151802912132009,0.378,"1.0,1.0,1.0","1.0,0.361,0.504",102546465,102546536,102540043,102540136,102561916,102561963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Jpx","ENSMUSG00000097571","chrX","+",0.00163821750761673,0.277,"1.0,1.0,1.0","1.0,0.455,0.714",102546465,102546798,102540043,102540136,102561916,102561963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Jpx","ENSMUSG00000097571","chrX","+",0.00644214672066591,-0.191,"0.0,0.0,0.0","0.0,0.395,0.178",102561916,102561963,102540043,102540136,102568472,102568602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Jpx","ENSMUSG00000097571","chrX","+",0.0312180882210481,0.15,"1.0,1.0,0.895","1.0,0.728,0.717",102568472,102568602,102540043,102540136,102573250,102574316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Tab3","ENSMUSG00000035476","chrX","+",0.0027958403725839,0.202,"1.0,0.902,1.0","0.606,0.691,1.0",84619155,84619216,84617627,84617771,84652995,84653190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Tab3","ENSMUSG00000035476","chrX","+",0.0169564176545026,0.339,"1.0,0.825,1.0","0.372,0.436,1.0",84637257,84637360,84617755,84617771,84652995,84653190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Atp6ap1","ENSMUSG00000019087","chrX","+",0.0290401561346217,-0.232,"0.135,0.051,0.19","0.36,0.381,0.33",73342325,73342388,73341228,73341355,73344183,73344377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Tafazzin","ENSMUSG00000009995","chrX","+",0.00247741500674822,0.115,"0.285,0.289,0.322","0.181,0.201,0.169",73332534,73332625,73332056,73332119,73332710,73332788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Irak1","ENSMUSG00000031392","chrX","-",0.0035153406313352,0.105,"0.93,0.956,0.974","0.781,0.916,0.848",73065790,73065855,73064548,73064667,73066078,73066102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Porcn","ENSMUSG00000031169","chrX","-",0.000686436541938585,0.111,"1.0,1.0,1.0","1.0,0.752,0.916",8064213,8064324,8060086,8060516,8065305,8065391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Rbm3","ENSMUSG00000031167","chrX","-",0.00514676047389976,-0.121,"0.846,0.811,0.781","0.933,0.917,0.952",8010413,8010684,8009266,8009571,8010811,8010918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Btrc","ENSMUSG00000025217","chr19","+",0.000973555293051615,0.111,"1.0,0.955,1.0","0.813,0.882,0.928",45394983,45395025,45352525,45352581,45411571,45411679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Btrc","ENSMUSG00000025217","chr19","+",0.00534642900505324,0.342,"0.869,1.0,0.757","0.501,0.379,0.72",45394983,45395025,45352525,45352713,45444971,45445049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Btrc","ENSMUSG00000025217","chr19","+",0.000319540639760557,0.1,"0.976,1.0,0.895","0.85,0.813,0.908",45411571,45411679,45352525,45352713,45444971,45445049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Lzts2","ENSMUSG00000035342","chr19","+",3.25670691396241e-05,-0.573,"0.0,0.339,0.193","0.705,0.729,0.818",45003292,45003392,45002852,45002984,45009825,45009991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Zdhhc16","ENSMUSG00000025157","chr19","+",0.00541372763469551,0.116,"0.562,0.478,0.495","0.402,0.374,0.411",41928295,41928343,41928038,41928172,41929088,41929152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Il2rg","ENSMUSG00000031304","chrX","-",0.0448380115776483,-0.14,"0.634,0.732,0.669","0.809,1.0,0.645",100309235,100309332,100308981,100309048,100309786,100309949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Sgms1","ENSMUSG00000040451","chr19","-",0.0147277742685412,0.604,"1.0,0.835,0.475","0.0,0.499,0.0",32134722,32134779,32133969,32134047,32136923,32137763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Gm28578","ENSMUSG00000100417","chr19","-",0.00116502536262434,-0.707,"0.0,0.336,0.136","0.863,0.729,1.0",45298355,45298442,45291305,45291389,45299410,45299529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Prune2","ENSMUSG00000039126","chr19","+",0.00193393881626669,-0.118,"0.361,0.384,0.402","0.534,0.518,0.45",17189655,17189694,17189041,17189077,17193689,17193737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Socs6","ENSMUSG00000056153","chr18","-",0.00305691734840714,-0.186,"0.667,0.715,1.0","0.939,1.0,1.0",88905115,88905189,88810794,88810896,88905332,88905457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Ablim3","ENSMUSG00000032735","chr18","-",0.0145062436963107,0.145,"1.0,1.0,1.0","0.624,1.0,0.942",61938707,61938715,61938136,61938217,61939457,61939518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Bvht","ENSMUSG00000098098","chr18","+",3.9867208633453e-13,1,"1.0,1.0,1.0","0.0,0.0,0.0",61772026,61772151,61771285,61771538,61772603,61772803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Bvht","ENSMUSG00000098098","chr18","+",0.0281104585045952,-0.137,"0.082,0.235,0.183","0.282,0.29,0.34",61777257,61777341,61772603,61772803,61778233,61778436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Kcnn2","ENSMUSG00000054477","chr18","+",0.000108471371037937,-0.141,"0.766,1.0,0.811","1.0,1.0,1.0",45725072,45725491,45694287,45694383,45788264,45788406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Paip2","ENSMUSG00000037058","chr18","+",0.0195583054837253,0.206,"0.38,0.482,0.335","0.185,0.139,0.255",35741790,35741872,35731701,35731812,35742645,35742726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Paip2","ENSMUSG00000037058","chr18","+",0.018146330781498,0.454,"0.931,1.0,0.838","0.687,0.0,0.721",35741790,35741872,35732765,35732811,35743923,35744087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Paip2","ENSMUSG00000037058","chr18","+",0.0321405943595933,0.379,"1.0,1.0,1.0","1.0,0.301,0.563",35741790,35741872,35733097,35733170,35742645,35742726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Paip2","ENSMUSG00000037058","chr18","+",6.63719017029227e-06,0.265,"0.429,0.363,0.373","0.217,0.038,0.116",35741790,35741872,35733097,35733170,35743923,35744087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Stard4","ENSMUSG00000024378","chr18","-",0.000949646800514585,0.169,"0.87,0.964,0.948","0.86,0.755,0.659",33338273,33338378,33336457,33336868,33339172,33339299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","2700062C07Rik","ENSMUSG00000024273","chr18","+",0.00202624616001669,0.27,"0.546,0.747,0.718","0.465,0.401,0.335",24604118,24604203,24603906,24604037,24606006,24606206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Mtpap","ENSMUSG00000024234","chr18","+",0.000264366584768741,0.108,"0.978,0.962,1.0","0.806,0.882,0.929",4386952,4387007,4386170,4386382,4387127,4387179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Mta3","ENSMUSG00000055817","chr17","+",0.011858182351454,0.19,"0.663,0.573,0.612","0.418,0.479,0.38",84125790,84125981,84111879,84112026,84127608,84128945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Catsperd","ENSMUSG00000040828","chr17","+",0.0142864006407545,-0.336,"0.098,0.171,0.0","0.246,0.444,0.586",56965072,56965151,56962988,56963047,56967170,56967245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Catsperd","ENSMUSG00000040828","chr17","+",0.000741872877474789,0.19,"0.889,1.0,1.0","0.828,0.625,0.865",56968241,56968370,56967170,56967245,56969661,56969845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Ptprs","ENSMUSG00000013236","chr17","-",5.3516426124679e-07,-0.112,"0.039,0.023,0.049","0.213,0.07,0.164",56733386,56733504,56731879,56731977,56741452,56741597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Ptprs","ENSMUSG00000013236","chr17","-",1.02614728308714e-11,0.1,"0.937,0.93,0.947","0.858,0.832,0.825",56734790,56734817,56733386,56733504,56734938,56735132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Zfp959","ENSMUSG00000003198","chr17","+",8.34536048599914e-05,-0.246,"0.554,0.496,0.544","0.794,0.846,0.693",56199757,56199860,56199092,56199186,56202820,56202947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Pot1b","ENSMUSG00000024174","chr17","-",0.0352575426781712,-0.156,"0.026,0.135,0.22","0.222,0.235,0.392",56015997,56016086,56013105,56013152,56017838,56017906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","A830019P07Rik","ENSMUSG00000094707","chr19","-",0.00877207013487688,-0.179,"0.498,0.422,0.45","0.703,0.593,0.611",35819763,35819821,35818673,35818729,35900886,35900947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Gnmt","ENSMUSG00000002769","chr17","-",0.000167179310362494,0.416,"1.0,1.0,1.0","0.55,0.203,1.0",47037194,47037337,47036986,47037108,47037531,47037642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Slc29a1","ENSMUSG00000023942","chr17","-",5.79735287862968e-08,-0.13,"0.769,0.761,0.786","0.863,0.931,0.912",45904257,45904358,45901182,45901264,45906407,45906441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Slc29a1","ENSMUSG00000023942","chr17","-",0.00030407532372311,-0.112,"0.504,0.415,0.455","0.562,0.579,0.568",45904257,45904358,45903104,45903187,45906407,45906441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Slc29a1","ENSMUSG00000023942","chr17","-",0.000193472850612325,-0.123,"0.755,0.756,0.711","0.844,0.923,0.825",45904257,45904358,45903104,45903187,45910398,45910530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","H2-T10","ENSMUSG00000079491","chr17","-",0.000421737153525566,0.199,"0.818,0.95,0.939","0.773,0.611,0.726",36431076,36431324,36430080,36430356,36431506,36431767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Dnase1l1","ENSMUSG00000019088","chrX","-",0.024212890677395,-0.125,"0.652,1.0,0.862","1.0,1.0,0.889",73317973,73318074,73317383,73317632,73320644,73320948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Vwa7","ENSMUSG00000007030","chr17","+",0.0286440056641054,-0.125,"0.592,1.0,0.679","1.0,1.0,0.645",35237363,35237460,35236032,35236281,35238013,35238124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Agpat1","ENSMUSG00000034254","chr17","+",0.0187602488224804,0.516,"0.203,1.0,0.505","0.0,0.16,0.0",34829933,34829979,34829418,34829618,34830578,34830674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Cyp4f13","ENSMUSG00000024055","chr17","-",1.06213238410088e-06,0.56,"1.0,1.0,1.0","0.268,0.456,0.595",33151602,33151656,33149514,33149636,33165778,33165977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Glp1r","ENSMUSG00000024027","chr17","+",0.000524706075320274,0.144,"1.0,1.0,1.0","0.849,0.816,0.904",31144491,31144651,31143474,31143628,31148910,31148971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Gm26885","ENSMUSG00000097125","chr17","-",0.00624891011595724,-0.146,"1.0,0.778,0.784","1.0,1.0,1.0",29682363,29682630,29680168,29680839,29683522,29683733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Pi16","ENSMUSG00000024011","chr17","+",1.25049822016053e-08,0.119,"0.352,0.366,0.37","0.234,0.261,0.236",29545821,29546607,29545247,29545336,29546811,29546944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Cpne5","ENSMUSG00000024008","chr17","-",0.000915895626886556,0.145,"0.419,0.472,0.354","0.279,0.277,0.255",29421828,29421879,29421478,29421542,29423662,29423722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Rab44","ENSMUSG00000064147","chr17","+",4.74291878179826e-06,0.217,"0.939,1.0,1.0","0.843,0.915,0.529",29355240,29355336,29354788,29354879,29356952,29357146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Bak1","ENSMUSG00000057789","chr17","-",5.19596977601666e-09,0.214,"0.794,0.902,0.818","0.608,0.635,0.63",27240636,27240656,27240140,27240321,27241412,27241556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Pigq","ENSMUSG00000025728","chr17","-",0.00290232917466982,0.105,"0.888,0.884,0.826","0.702,0.825,0.756",26150435,26150647,26149931,26150012,26153731,26153775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Rhbdl1","ENSMUSG00000025735","chr17","-",0.0323493410035039,-0.273,"0.0,1.0,0.333","1.0,0.818,0.333",26055372,26055546,26054942,26055167,26055961,26056056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","U2af1","ENSMUSG00000061613","chr17","-",3.68833658292841e-10,-0.191,"0.655,0.666,0.601","0.821,0.847,0.826",31871475,31871542,31867818,31867868,31877626,31877729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","U2af1","ENSMUSG00000061613","chr17","-",3.90088314021797e-05,-0.275,"0.418,0.335,0.355","0.548,0.71,0.674",31871475,31871542,31870619,31870686,31877626,31877729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Tbc1d24","ENSMUSG00000036473","chr17","-",0.000235584340743401,0.137,"0.916,1.0,1.0","0.775,0.843,0.886",24403354,24403372,24402667,24402826,24404177,24405175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Prss33","ENSMUSG00000049620","chr17","-",0.000256489229662428,0.381,"1.0,1.0,1.0","0.57,0.623,0.665",24054495,24054571,24054249,24054273,24054650,24054713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Spaca6","ENSMUSG00000080316","chr17","+",0.000949646800514585,0.21,"1.0,1.0,1.0","0.882,0.655,0.833",18051335,18051524,18047419,18047589,18052320,18052401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Tulp4","ENSMUSG00000034377","chr17","+",0.0339335321476427,-0.256,"0.655,0.496,0.609","0.94,0.73,0.859",6168570,6168641,6157165,6157271,6171469,6172159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Tulp4","ENSMUSG00000034377","chr17","+",0.0425383940732944,-0.347,"0.404,0.184,1.0","0.629,1.0,1.0",6168570,6168641,6157674,6158063,6171469,6172159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","3300005D01Rik","ENSMUSG00000096965","chr17","+",0.000204826720860937,0.123,"1.0,0.97,1.0","0.946,0.882,0.773",5851473,5851616,5849765,5850268,5852987,5853168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Hmgn1","ENSMUSG00000040681","chr16","-",0.0370099079215085,-0.261,"0.217,0.0,1.0","0.0,1.0,1.0",95928510,95928540,95925922,95926045,95928789,95928929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Pigp","ENSMUSG00000022940","chr16","-",0.00984399685282007,-0.255,"0.546,0.69,1.0","1.0,1.0,1.0",94166213,94166332,94159621,94160033,94170947,94171051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Setd4","ENSMUSG00000022948","chr16","-",0.00960640928280484,-0.136,"0.727,0.787,0.838","0.941,0.876,0.944",93390134,93390220,93387761,93388191,93393185,93393223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","2410124H12Rik","ENSMUSG00000051297","chr16","+",0.0033694518313412,0.148,"0.94,1.0,0.964","0.885,0.75,0.826",92275500,92275856,92267790,92267965,92293937,92294268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","2410124H12Rik","ENSMUSG00000051297","chr16","+",0.000525641015416059,0.176,"0.937,1.0,0.972","0.857,0.714,0.81",92288901,92289063,92267790,92267965,92293937,92294268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","2410124H12Rik","ENSMUSG00000051297","chr16","+",0.000237585224407376,0.215,"0.975,0.929,0.955","0.826,0.72,0.667",92288901,92289063,92275500,92275856,92293937,92294268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Map4k3","ENSMUSG00000024242","chr17","-",2.30169848720755e-06,0.148,"0.806,0.827,0.86","0.65,0.656,0.744",80936714,80936777,80931484,80931543,80937843,80937902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Usf3","ENSMUSG00000068284","chr16","+",0.0101319409266984,0.101,"0.15,0.196,0.12","0.056,0.048,0.059",44019475,44019530,44019266,44019384,44020976,44021041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Zbtb20","ENSMUSG00000022708","chr16","+",0.00199863322421476,-0.144,"0.059,0.027,0.0","0.215,0.129,0.175",42827380,42827449,42696243,42696287,42845300,42845350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Zbtb20","ENSMUSG00000022708","chr16","+",0.0329180442397555,-0.329,"0.132,0.12,0.0","0.578,0.255,0.406",42827380,42827449,42728014,42728084,42845300,42845350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Zbtb20","ENSMUSG00000022708","chr16","+",5.62814711924042e-05,0.218,"1.0,1.0,1.0","0.695,0.651,1.0",42967259,42967306,42892786,42892832,43013827,43013901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Zbtb20","ENSMUSG00000022708","chr16","+",0.0429504966517737,-0.127,"1.0,0.618,1.0","1.0,1.0,1.0",42967259,42967306,42892786,42892832,43122931,43122978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Zbtb20","ENSMUSG00000022708","chr16","+",0.0270116114837729,-0.155,"1.0,0.534,1.0","1.0,1.0,1.0",43053121,43053183,42892786,42892832,43122931,43122978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Tmem39a","ENSMUSG00000002845","chr16","+",0.000707768565811916,-0.151,"0.295,0.274,0.378","0.476,0.512,0.411",38405980,38406042,38405777,38405880,38406582,38407252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Iqcb1","ENSMUSG00000022837","chr16","+",0.00239906764703233,-0.142,"0.881,0.619,1.0","1.0,0.925,1.0",36649365,36649635,36648746,36648854,36651863,36651927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Pos","SE","Skipped Exon","Gm15564","ENSMUSG00000086324","chr16","-",2.87733904946095e-08,0.72,"1.0,1.0,1.0","0.0,0.692,0.149",35799843,35799937,35787856,35787890,35803421,35803616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
