"Comparison","EventType","EventDescription","GeneSymbol","GeneID","Chromosome","Strand","FDR","DeltaPSI","PSI_Group1","PSI_Group2","exonStart_0base","exonEnd","upstreamES","upstreamEE","downstreamES","downstreamEE","longExonStart_0base","longExonEnd","shortES","shortEE","flankingES","flankingEE","X1stExonStart_0base","X1stExonEnd","X2ndExonStart_0base","X2ndExonEnd","riExonStart_0base","riExonEnd"
"Pos_vs_Parental","SE","Skipped Exon","Tafazzin","ENSMUSG00000009995","chrX","+",2.0346835167399e-08,-0.184,"0.654,0.632,0.58","0.812,0.76,0.847",73332267,73332320,73332053,73332119,73332710,73332788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Tafazzin","ENSMUSG00000009995","chrX","+",0,-0.583,"0.181,0.201,0.169","0.75,0.701,0.848",73332534,73332625,73332056,73332119,73332710,73332788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Tafazzin","ENSMUSG00000009995","chrX","+",0,-0.409,"0.147,0.156,0.172","0.516,0.559,0.628",73332534,73332625,73332267,73332320,73332710,73332788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Tafazzin","ENSMUSG00000009995","chrX","+",0,-0.575,"0.145,0.123,0.139","0.679,0.63,0.823",73332589,73332625,73332053,73332119,73332710,73332788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Tafazzin","ENSMUSG00000009995","chrX","+",0,-0.385,"0.095,0.099,0.134","0.425,0.494,0.565",73332589,73332625,73332267,73332320,73332710,73332788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Cask","ENSMUSG00000031012","chrX","-",0.000352031808409297,0.134,"0.608,0.625,0.661","0.435,0.534,0.523",13418611,13418680,13417185,13417221,13421116,13421185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Rpgr","ENSMUSG00000031174","chrX","-",0.000780910013829077,0.44,"0.344,0.702,0.512","0.0,0.0,0.239",10081463,10081598,10079786,10079893,10082454,10082721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Slc35a2","ENSMUSG00000031156","chrX","+",0.000336218499461787,-0.102,"0.781,0.805,0.759","0.847,0.919,0.884",7758378,7759654,7755850,7756002,7760429,7760703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Gripap1","ENSMUSG00000031153","chrX","+",0,-0.161,"0.802,0.809,0.812","0.96,0.977,0.968",7666774,7666822,7666395,7666580,7667415,7667447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Gripap1","ENSMUSG00000031153","chrX","+",6.63011849973594e-10,-0.139,"0.14,0.1,0.109","0.22,0.319,0.226",7669832,7669925,7669561,7669639,7670598,7670733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Ccdc186","ENSMUSG00000035173","chr19","-",0.00761554267656159,-0.299,"1.0,0.485,0.617","1.0,1.0,1.0",56779350,56779478,56778962,56779061,56781727,56781938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Btrc","ENSMUSG00000025217","chr19","+",0.000417580588114848,0.152,"1.0,1.0,1.0","0.708,1.0,0.835",45394983,45395025,45352190,45352325,45425775,45428586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Btrc","ENSMUSG00000025217","chr19","+",2.04205695922085e-08,-0.432,"0.501,0.379,0.72","1.0,0.896,1.0",45394983,45395025,45352525,45352713,45444971,45445049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Btrc","ENSMUSG00000025217","chr19","+",1.08455768614005e-10,-0.135,"0.85,0.813,0.908","1.0,0.976,1.0",45411571,45411679,45352525,45352713,45444971,45445049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Lzts2","ENSMUSG00000035342","chr19","+",5.53412016750923e-05,0.455,"0.705,0.729,0.818","0.185,0.31,0.392",45003292,45003392,45002852,45002984,45009825,45009991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Zdhhc16","ENSMUSG00000025157","chr19","+",0.000496877625633642,-0.135,"0.402,0.374,0.411","0.543,0.48,0.568",41928295,41928343,41928038,41928172,41929088,41929152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Lcor","ENSMUSG00000025019","chr19","+",0.00443076990762749,0.187,"0.148,0.274,0.366","0.048,0.093,0.085",41516999,41517079,41471965,41472039,41540887,41541175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Cep55","ENSMUSG00000024989","chr19","+",0.034822690749331,-0.124,"0.676,0.802,0.91","0.929,0.918,0.913",38045857,38046014,38043489,38043765,38046236,38046431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Cemip2","ENSMUSG00000024754","chr19","+",0.000197172422920368,0.115,"0.253,0.338,0.3","0.172,0.237,0.136",21757534,21757616,21755705,21756150,21770001,21770344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Stx3","ENSMUSG00000041488","chr19","-",0.004133835240093,0.204,"0.696,1.0,1.0","0.364,0.721,1.0",11760389,11760500,11758930,11759044,11762753,11762888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Syt7","ENSMUSG00000024743","chr19","+",2.46393202228475e-05,0.118,"0.243,0.27,0.288","0.152,0.154,0.141",10399120,10399252,10395326,10395406,10412913,10413049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Syt7","ENSMUSG00000024743","chr19","+",0.0355134973624477,-0.121,"1.0,0.636,1.0","1.0,1.0,1.0",10400148,10400376,10399758,10399881,10403662,10404031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Syt7","ENSMUSG00000024743","chr19","+",0.0111636550323676,0.13,"0.906,0.872,0.799","0.714,0.734,0.739",10407701,10407824,10403662,10404031,10412913,10413049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Mark2","ENSMUSG00000024969","chr19","-",2.76720938440938e-10,0.229,"0.759,0.798,0.689","0.491,0.526,0.541",7318532,7318619,7267967,7268147,7319131,7319225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Sf1","ENSMUSG00000024949","chr19","+",5.28990447639483e-06,-0.399,"0.538,0.917,0.349","1.0,1.0,1.0",6425687,6425892,6424578,6424638,6426325,6426542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Ehbp1l1","ENSMUSG00000024937","chr19","-",0.0450993558037683,-0.13,"0.273,0.341,0.401","0.466,0.54,0.4",5770999,5771035,5770836,5770905,5771469,5771612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Kat5","ENSMUSG00000024926","chr19","-",4.70464776275041e-05,-0.139,"0.517,0.512,0.576","0.667,0.66,0.694",5658829,5658985,5658665,5658740,5659263,5659400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Ccs","ENSMUSG00000034108","chr19","-",0.000115562207384264,-0.535,"0.0,0.0,0.0","1.0,0.273,0.333",4883368,4883546,4875971,4876049,4888858,4888931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Grk2","ENSMUSG00000024858","chr19","-",0,-0.157,"0.816,0.817,0.818","0.982,0.982,0.957",4338439,4338535,4337850,4338013,4338619,4338686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Ssh3","ENSMUSG00000034616","chr19","-",0.000151679272847905,-0.213,"0.72,0.869,0.66","1.0,0.887,1.0",4317774,4318002,4316402,4316665,4318572,4318613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Ssh3","ENSMUSG00000034616","chr19","-",0.000226511019656802,-0.136,"0.859,0.918,0.733","1.0,0.918,1.0",4317774,4318006,4316549,4316665,4318572,4318610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Zmym3","ENSMUSG00000031310","chrX","-",0,-0.157,"0.728,0.786,0.782","0.917,0.915,0.934",100459772,100460067,100458534,100459544,100460514,100460581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Zmym3","ENSMUSG00000031310","chrX","-",0,-0.172,"0.722,0.748,0.772","0.903,0.932,0.922",100461878,100462558,100460892,100460936,100463303,100463404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Zmym3","ENSMUSG00000031310","chrX","-",0,-0.201,"0.673,0.703,0.716","0.882,0.911,0.903",100462400,100462558,100460892,100460936,100463303,100463466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Carns1","ENSMUSG00000075289","chr19","-",0.0411710677011618,0.185,"0.871,0.903,0.798","0.69,0.748,0.578",4225003,4225030,4222861,4223219,4225392,4225453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Socs6","ENSMUSG00000056153","chr18","-",7.41139779483175e-08,0.353,"0.939,1.0,1.0","0.401,0.728,0.75",88905115,88905189,88810794,88810896,88905332,88905457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Slc66a2","ENSMUSG00000034006","chr18","+",0.00077265808175684,-0.167,"0.801,0.789,0.72","0.96,0.905,0.947",80315676,80315730,80306634,80306768,80334790,80335852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","4930503L19Rik","ENSMUSG00000044906","chr18","-",1.79850129684422e-05,-0.631,"0.347,0.0,0.0","1.0,1.0,0.241",70591387,70591519,70585282,70586459,70600401,70600527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Prelid3a","ENSMUSG00000024530","chr18","+",0.0015288687022046,-0.203,"0.644,1.0,0.671","1.0,0.923,1.0",67611019,67611131,67610033,67610136,67612137,67612905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Ablim3","ENSMUSG00000032735","chr18","-",0.00680940737724422,-0.145,"0.624,1.0,0.942","1.0,1.0,1.0",61938707,61938715,61938136,61938217,61939457,61939518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Bvht","ENSMUSG00000098098","chr18","+",8.849279432413e-05,-0.577,"0.0,0.0,0.0","0.0,1.0,0.731",61772026,61772151,61771285,61771538,61772603,61772803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Rfx3","ENSMUSG00000040929","chr19","-",0.00474831131659103,0.119,"0.99,0.807,0.923","0.787,0.848,0.728",27814806,27814881,27808010,27808192,27827110,27827369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Rfx3","ENSMUSG00000040929","chr19","-",0.00273950414669109,0.134,"0.173,0.278,0.231","0.136,0.05,0.095",27960253,27960346,27878178,27878303,27988371,27988445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Ap3s1","ENSMUSG00000024480","chr18","+",0.0108991704321781,-0.681,"0.116,0.227,0.0","0.386,1.0,1.0",46916825,46916866,46913727,46913835,46921723,46921771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Rnf14","ENSMUSG00000060450","chr18","+",0.00938677907683888,-0.153,"0.603,0.612,0.487","0.747,0.747,0.666",38430518,38430628,38429737,38429851,38433481,38433610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Rnf14","ENSMUSG00000060450","chr18","+",6.58023709806906e-05,-0.194,"0.855,0.721,0.841","1.0,1.0,1.0",38433481,38433643,38429758,38429851,38446264,38446437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Rnf14","ENSMUSG00000060450","chr18","+",3.23092100273464e-07,-0.356,"0.733,0.7,0.5","1.0,1.0,1.0",38440917,38441448,38429687,38429851,38446264,38446437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Hars2","ENSMUSG00000019143","chr18","+",0.000544633605833699,-0.179,"1.0,0.69,0.773","1.0,1.0,1.0",36922209,36922337,36921218,36921317,36923186,36923303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Sting1","ENSMUSG00000024349","chr18","-",0.0067723244443014,-0.252,"0.633,0.697,0.499","0.821,0.807,0.956",35872977,35873001,35872495,35872630,35873359,35873542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Paip2","ENSMUSG00000037058","chr18","+",4.65296209505786e-08,0.46,"0.837,0.691,0.581","0.265,0.245,0.22",35733097,35733170,35731693,35731812,35741790,35741872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Paip2","ENSMUSG00000037058","chr18","+",0.00308228547105595,0.236,"0.567,0.369,0.296","0.136,0.304,0.083",35733097,35733170,35731693,35731812,35746375,35746555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Paip2","ENSMUSG00000037058","chr18","+",0.00201137869817928,-0.244,"0.185,0.139,0.255","0.498,0.421,0.392",35741790,35741872,35731701,35731812,35742645,35742726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Paip2","ENSMUSG00000037058","chr18","+",0.000109251624230532,-0.291,"0.217,0.038,0.116","0.532,0.424,0.289",35741790,35741872,35733097,35733170,35743923,35744087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Paip2","ENSMUSG00000037058","chr18","+",0.0143406848407775,-0.154,"0.034,0.062,0.107","0.348,0.044,0.273",35742645,35742726,35733117,35733170,35743923,35744087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Matr3","ENSMUSG00000037236","chr18","+",7.9989984690331e-05,0.11,"0.194,0.182,0.15","0.123,0.031,0.041",35695947,35696153,35695244,35695312,35704895,35705176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Sil1","ENSMUSG00000024357","chr18","-",0.0235341333076469,-0.203,"0.624,0.467,0.39","0.765,0.654,0.672",35625911,35626019,35571362,35571433,35626197,35626286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Fam13b","ENSMUSG00000036501","chr18","-",0,0.116,"0.158,0.166,0.223","0.058,0.099,0.043",34592409,34592475,34590716,34590927,34595113,34595261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Bin1","ENSMUSG00000024381","chr18","+",5.60443015233383e-05,-0.168,"0.773,0.761,0.61","0.862,0.915,0.87",32563802,32563910,32561086,32562776,32565035,32565146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Arhgap12","ENSMUSG00000041225","chr18","-",0.0490154190451444,0.116,"0.63,0.602,0.73","0.593,0.48,0.541",6115813,6115850,6069830,6070091,6135803,6135888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Birc6","ENSMUSG00000024073","chr17","+",0.000246892324337427,-0.121,"0.8,0.849,0.773","0.87,0.956,0.959",74901316,74901448,74900083,74900244,74901864,74901996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Gm31645","ENSMUSG00000117358","chr17","-",1.36990906570683e-05,0.484,"0.5,0.286,0.667","0.0,0.0,0.0",74827487,74828482,74826659,74826910,74830509,74830573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Spdya","ENSMUSG00000052525","chr17","+",0.0104709606279556,0.145,"0.0,0.489,0.364","0.0,0.0,0.417",71865615,71865674,71859055,71859136,71876011,71876183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Ankrd12","ENSMUSG00000034647","chr17","-",9.80650514915959e-09,0.138,"0.32,0.338,0.308","0.19,0.188,0.173",66349527,66349596,66343792,66344634,66356780,66356928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Catsperd","ENSMUSG00000040828","chr17","+",0.00117353483279512,-0.263,"1.0,0.816,0.396","1.0,1.0,1.0",56966528,56966581,56965072,56965151,56967170,56967245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Ptprs","ENSMUSG00000013236","chr17","-",0,0.135,"0.213,0.07,0.164","0.011,0.005,0.027",56733386,56733504,56731879,56731977,56741452,56741597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Ptprs","ENSMUSG00000013236","chr17","-",0,-0.124,"0.858,0.832,0.825","0.959,0.982,0.945",56734790,56734817,56733386,56733504,56734938,56735132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Zfp959","ENSMUSG00000003198","chr17","+",3.9339154757188e-06,0.291,"0.794,0.846,0.693","0.483,0.428,0.549",56199757,56199860,56199092,56199186,56202820,56202947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Ppm1b","ENSMUSG00000061130","chr17","+",0.00672431491383747,0.145,"0.779,0.751,0.77","0.67,0.678,0.517",85322836,85322863,85312936,85312994,85330459,85330507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","A830019P07Rik","ENSMUSG00000094707","chr19","-",0.0134929350313159,0.413,"1.0,0.714,1.0","0.143,0.333,1.0",35865634,35865860,35818673,35818729,35891488,35891632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","A830019P07Rik","ENSMUSG00000094707","chr19","-",4.17895702909678e-05,0.197,"0.393,0.152,0.25","0.085,0.051,0.068",35865634,35865860,35818673,35818729,35900886,35900947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Ubr2","ENSMUSG00000023977","chr17","-",9.87495909085995e-09,-0.182,"0.6,0.582,0.657","0.779,0.759,0.848",47291245,47291344,47286852,47287016,47291414,47291513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Tjap1","ENSMUSG00000012296","chr17","-",0.000192407295570125,-0.127,"0.523,0.517,0.569","0.653,0.668,0.67",46575019,46575116,46574734,46574739,46575808,46575904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Gtpbp2","ENSMUSG00000023952","chr17","+",0.00771491931129666,0.129,"0.524,0.52,0.584","0.464,0.332,0.444",46473959,46474139,46471957,46472217,46474408,46474435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Slc29a1","ENSMUSG00000023942","chr17","-",1.78279092179806e-05,0.117,"0.863,0.931,0.912","0.862,0.749,0.744",45904257,45904358,45901182,45901264,45906407,45906441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Slc29a1","ENSMUSG00000023942","chr17","-",0.0290812604036087,0.101,"0.808,0.902,0.797","0.757,0.662,0.785",45904257,45904489,45903104,45903187,45910398,45910532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","H2-T10","ENSMUSG00000079491","chr17","-",2.74560092304994e-07,-0.245,"0.773,0.611,0.726","0.953,0.938,0.954",36431076,36431324,36430080,36430356,36431506,36431767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Bag6","ENSMUSG00000024392","chr17","+",5.77770677694356e-13,-0.147,"0.693,0.627,0.672","0.834,0.798,0.8",35361473,35361581,35361282,35361360,35361702,35361815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Ager","ENSMUSG00000015452","chr17","+",0.0171914712868452,-0.122,"0.871,0.608,1.0","0.846,1.0,1.0",34819324,34819351,34818969,34819111,34819468,34819595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pos_vs_Parental","SE","Skipped Exon","Zfp563","ENSMUSG00000067424","chr17","+",0.000151098256343276,0.109,"0.945,0.956,0.93","0.821,0.83,0.852",33321204,33321331,33311431,33311566,33321516,33321577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
