"Comparison","EventType","EventDescription","GeneSymbol","GeneID","Chromosome","Strand","FDR","DeltaPSI","PSI_Group1","PSI_Group2","exonStart_0base","exonEnd","upstreamES","upstreamEE","downstreamES","downstreamEE","longExonStart_0base","longExonEnd","shortES","shortEE","flankingES","flankingEE","X1stExonStart_0base","X1stExonEnd","X2ndExonStart_0base","X2ndExonEnd","riExonStart_0base","riExonEnd"
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Sbds","ENSMUSG00000025337","chr5","-",5.93994917426058e-07,0.202,"0.845,0.882,0.889","0.677,0.642,0.692",NA,NA,NA,NA,NA,NA,130282779,130282850,130282779,130282845,130284050,130284151,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Tmem219","ENSMUSG00000060538","chr7","-",8.65001674177278e-07,0.7,"0.595,1.0,1.0","0.495,0.0,0.0",NA,NA,NA,NA,NA,NA,126496197,126496399,126496197,126496396,126497968,126498095,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Sorbs1","ENSMUSG00000025006","chr19","-",8.65001674177278e-07,0.159,"0.301,0.26,0.21","0.078,0.098,0.117",NA,NA,NA,NA,NA,NA,40287906,40288097,40287906,40287965,40288686,40288746,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Psip1","ENSMUSG00000028484","chr4","-",1.54536165008637e-06,-0.136,"0.281,0.302,0.322","0.448,0.423,0.442",NA,NA,NA,NA,NA,NA,83380107,83380790,83380107,83380710,83381831,83381950,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Clcn2","ENSMUSG00000022843","chr16","-",2.15255261567208e-06,0.187,"0.302,0.312,0.263","0.102,0.078,0.136",NA,NA,NA,NA,NA,NA,20528319,20528474,20528319,20528430,20528629,20528699,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Nr1h2","ENSMUSG00000060601","chr7","-",1.10691019821254e-05,-0.147,"0.283,0.248,0.201","0.387,0.428,0.358",NA,NA,NA,NA,NA,NA,44201378,44201767,44201378,44201660,44201930,44202044,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Rian","ENSMUSG00000097451","chr12","+",2.64006817626081e-05,0.62,"1.0,1.0,1.0","0.139,0.0,1.0",NA,NA,NA,NA,NA,NA,109600627,109600788,109600709,109600788,109593481,109593566,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Eldr","ENSMUSG00000087060","chr11","-",3.44889466326836e-05,-0.152,"0.638,0.576,0.544","0.744,0.769,0.7",NA,NA,NA,NA,NA,NA,16885149,16885926,16885149,16885841,16886454,16886564,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Cgas","ENSMUSG00000032344","chr9","-",3.80360535448156e-05,0.146,"0.176,0.269,0.093","0.013,0.037,0.051",NA,NA,NA,NA,NA,NA,78342722,78343009,78342722,78342965,78344584,78344804,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Gas5","ENSMUSG00000053332","chr1","+",4.57584503613323e-05,0.273,"0.589,0.655,0.787","0.455,0.337,0.419",NA,NA,NA,NA,NA,NA,160864693,160864885,160864857,160864885,160864389,160864422,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Clmn","ENSMUSG00000021097","chr12","-",6.03824476948107e-05,0.114,"0.214,0.112,0.223","0.088,0.081,0.037",NA,NA,NA,NA,NA,NA,104740031,104740157,104740031,104740102,104740747,104740808,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Zfp184","ENSMUSG00000006720","chr13","+",7.6289301974759e-05,-0.203,"0.028,0.022,0.038","0.327,0.096,0.273",NA,NA,NA,NA,NA,NA,22134372,22134499,22134403,22134499,22133829,22133956,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Tlcd3b","ENSMUSG00000058966","chr7","+",7.6289301974759e-05,0.357,"1.0,1.0,1.0","0.394,0.86,0.676",NA,NA,NA,NA,NA,NA,126418995,126419126,126418999,126419126,126417465,126417565,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Wbp1","ENSMUSG00000030035","chr6","-",9.66280770935959e-05,-0.111,"0.432,0.496,0.461","0.529,0.604,0.59",NA,NA,NA,NA,NA,NA,83097165,83097857,83097165,83097268,83098183,83098540,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Gm10419","ENSMUSG00000072769","chr5","+",9.737812480339e-05,0.289,"1.0,1.0,1.0","0.831,0.546,0.756",NA,NA,NA,NA,NA,NA,108515986,108516179,108516110,108516179,108515660,108515773,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Macf1","ENSMUSG00000028649","chr4","-",0.000104048029577754,-0.281,"0.0,0.0,0.0","0.269,0.34,0.234",NA,NA,NA,NA,NA,NA,123262613,123262628,123262613,123262625,123263597,123263761,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Syt17","ENSMUSG00000058420","chr7","-",0.000108060234005639,0.341,"0.0,0.53,0.492","0.0,0.0,0.0",NA,NA,NA,NA,NA,NA,118042341,118042364,118042341,118042359,118042568,118042783,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Dop1a","ENSMUSG00000034973","chr9","+",0.000121216409250775,0.226,"0.39,0.458,0.359","0.155,0.226,0.148",NA,NA,NA,NA,NA,NA,86383926,86384036,86383953,86384036,86382848,86382948,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Rapgef3","ENSMUSG00000022469","chr15","-",0.000129285316807621,-0.303,"0.577,0.804,0.711","1.0,1.0,1.0",NA,NA,NA,NA,NA,NA,97647886,97648068,97647886,97648035,97648140,97648275,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Ppp2r3d","ENSMUSG00000093803","chr9","+",0.000161798261726573,0.309,"0.77,0.511,0.594","0.313,0.284,0.352",NA,NA,NA,NA,NA,NA,124202110,124204759,124202202,124204759,124201794,124201907,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Cstf2","ENSMUSG00000031256","chrX","+",0.000209029348718672,-0.132,"0.64,0.734,0.715","0.814,0.797,0.874",NA,NA,NA,NA,NA,NA,132973884,132974026,132973962,132974026,132970593,132970656,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Anapc10","ENSMUSG00000036977","chr8","+",0.000541129840121324,0.117,"0.554,0.521,0.513","0.403,0.414,0.421",NA,NA,NA,NA,NA,NA,80439733,80439908,80439781,80439908,80438448,80438473,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Gtpbp3","ENSMUSG00000007610","chr8","+",0.000680722578386455,0.102,"0.308,0.284,0.317","0.183,0.235,0.185",NA,NA,NA,NA,NA,NA,71943298,71943611,71943538,71943611,71942978,71943181,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","1700001O22Rik","ENSMUSG00000044320","chr2","-",0.000694316396009993,-0.285,"0.0,0.112,0.098","0.316,0.228,0.522",NA,NA,NA,NA,NA,NA,30687879,30688040,30687879,30687992,30690719,30690828,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Dync1i2","ENSMUSG00000027012","chr2","+",0.000763730714775833,0.263,"0.429,0.385,0.561","0.189,0.133,0.264",NA,NA,NA,NA,NA,NA,71058094,71058188,71058170,71058188,71049644,71049762,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Dync2h1","ENSMUSG00000047193","chr9","-",0.000875732312636516,0.114,"0.26,0.051,0.089","0.04,0.0,0.017",NA,NA,NA,NA,NA,NA,7111424,7111592,7111424,7111571,7112047,7112150,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Srrd","ENSMUSG00000029346","chr5","-",0.000910692902316297,0.151,"0.466,0.578,0.51","0.364,0.379,0.359",NA,NA,NA,NA,NA,NA,112486183,112486433,112486183,112486338,112487584,112487683,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","AI480526","ENSMUSG00000090086","chr5","-",0.00111444051865987,-0.118,"0.733,0.913,1.0","1.0,1.0,1.0",NA,NA,NA,NA,NA,NA,123271785,123272955,123271785,123272493,123276017,123276129,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Aprt","ENSMUSG00000006589","chr8","-",0.00140954148642308,0.168,"0.404,0.408,0.5","0.31,0.256,0.242",NA,NA,NA,NA,NA,NA,123302857,123302991,123302857,123302970,123303253,123303360,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Sipa1","ENSMUSG00000056917","chr19","-",0.00180326066366178,0.55,"1.0,0.574,1.0","0.188,0.447,0.288",NA,NA,NA,NA,NA,NA,5711623,5711686,5711623,5711651,5712615,5712869,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Surf2","ENSMUSG00000014873","chr2","+",0.00205781409382648,0.112,"0.729,0.655,0.671","0.62,0.56,0.54",NA,NA,NA,NA,NA,NA,26808876,26809067,26808940,26809067,26807439,26807543,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Znhit6","ENSMUSG00000074182","chr3","+",0.00260498058321798,-0.127,"0.805,0.879,0.811","0.944,0.965,0.966",NA,NA,NA,NA,NA,NA,145283975,145284113,145284006,145284113,145282605,145282751,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Morrbid","ENSMUSG00000074813","chr2","-",0.00260498058321798,-0.267,"0.636,0.564,1.0","1.0,1.0,1.0",NA,NA,NA,NA,NA,NA,128198369,128198555,128198369,128198512,128271013,128271246,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Plekha7","ENSMUSG00000045659","chr7","-",0.00260498058321798,0.131,"1.0,1.0,1.0","1.0,0.919,0.687",NA,NA,NA,NA,NA,NA,115726170,115726281,115726170,115726276,115727788,115727928,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","A430046D13Rik","ENSMUSG00000119994","chr10","+",0.00269879639174797,0.11,"0.286,0.342,0.266","0.202,0.138,0.223",NA,NA,NA,NA,NA,NA,128337248,128337558,128337503,128337558,128335177,128335395,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Pmp22","ENSMUSG00000018217","chr11","+",0.00272470660380879,-0.121,"0.81,0.725,0.811","0.876,0.909,0.925",NA,NA,NA,NA,NA,NA,63023950,63024070,63023953,63024070,63019807,63019976,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","AI480526","ENSMUSG00000090086","chr5","-",0.00300429401535258,0.594,"1.0,1.0,1.0","1.0,0.218,0.0",NA,NA,NA,NA,NA,NA,123272394,123272493,123272394,123272464,123276017,123276129,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","4933431E20Rik","ENSMUSG00000086968","chr3","-",0.00309061607105417,0.136,"0.972,0.946,1.0","0.826,0.831,0.853",NA,NA,NA,NA,NA,NA,107801366,107801544,107801366,107801524,107802176,107802308,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Gm5624","ENSMUSG00000092165","chr14","-",0.00343430613359604,-0.253,"0.437,0.421,0.389","0.597,0.638,0.772",NA,NA,NA,NA,NA,NA,44798155,44798287,44798155,44798244,44799238,44799401,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Crem","ENSMUSG00000063889","chr18","-",0.00343430613359604,0.163,"0.117,0.203,0.337","0.035,0.0,0.133",NA,NA,NA,NA,NA,NA,3276693,3276775,3276693,3276729,3295039,3295182,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Slc4a9","ENSMUSG00000024485","chr18","+",0.00403152635757315,0.405,"1.0,1.0,0.853","1.0,0.177,0.462",NA,NA,NA,NA,NA,NA,36664404,36664579,36664486,36664579,36664152,36664269,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Gm11767","ENSMUSG00000085207","chr11","-",0.00416719564906502,0.158,"1.0,1.0,1.0","0.786,0.857,0.882",NA,NA,NA,NA,NA,NA,119826543,119827356,119826543,119826875,119829987,119830116,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Acy3","ENSMUSG00000024866","chr19","+",0.00433520216154711,0.173,"0.787,0.912,0.825","0.695,0.663,0.648",NA,NA,NA,NA,NA,NA,4036822,4036951,4036827,4036951,4036569,4036611,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Ipmk","ENSMUSG00000060733","chr10","+",0.00443939220421994,0.299,"1.0,1.0,0.662","0.424,0.746,0.595",NA,NA,NA,NA,NA,NA,71208534,71208710,71208537,71208710,71199279,71199365,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Gin1","ENSMUSG00000026333","chr1","+",0.00447511630367014,0.141,"0.982,0.892,0.887","0.756,0.846,0.736",NA,NA,NA,NA,NA,NA,97710651,97710957,97710918,97710957,97705050,97705244,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Meg3","ENSMUSG00000021268","chr12","+",0.00481046920295098,0.269,"0.487,0.5,0.362","0.136,0.179,0.226",NA,NA,NA,NA,NA,NA,109525073,109538160,109537824,109538160,109524670,109524754,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Arhgap26","ENSMUSG00000036452","chr18","+",0.00481046920295098,-0.166,"0.747,0.789,0.788","0.822,1.0,1.0",NA,NA,NA,NA,NA,NA,39490790,39490881,39490851,39490881,39490605,39490716,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Garin1b","ENSMUSG00000039742","chr6","+",0.00543758889840426,0.63,"0.586,0.79,1.0","0.485,0.0,0.0",NA,NA,NA,NA,NA,NA,29330641,29330685,29330650,29330685,29326571,29326693,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Cfap68","ENSMUSG00000037971","chr9","-",0.00579769615677994,0.231,"1.0,0.846,1.0","0.75,0.571,0.833",NA,NA,NA,NA,NA,NA,50675523,50676226,50675523,50675590,50682451,50683355,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Ank2","ENSMUSG00000032826","chr3","-",0.00592576675540666,-0.116,"0.267,0.242,0.326","0.444,0.359,0.381",NA,NA,NA,NA,NA,NA,126770493,126770596,126770493,126770581,126772904,126772916,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Gm12610","ENSMUSG00000086035","chr4","+",0.0060950631527588,0.165,"0.156,0.34,0.0","0.0,0.0,0.0",NA,NA,NA,NA,NA,NA,89309939,89310180,89310031,89310180,89288010,89288109,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Snx13","ENSMUSG00000020590","chr12","+",0.00628801077503504,0.133,"0.343,0.298,0.322","0.17,0.254,0.139",NA,NA,NA,NA,NA,NA,35169731,35169904,35169764,35169904,35162433,35162503,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Abcd4","ENSMUSG00000021240","chr12","-",0.00648155533414248,0.154,"0.33,0.209,0.236","0.029,0.14,0.145",NA,NA,NA,NA,NA,NA,84659098,84659357,84659098,84659224,84659553,84659670,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Mast2","ENSMUSG00000003810","chr4","-",0.00684556885054937,0.499,"1.0,0.78,0.654","0.067,0.457,0.414",NA,NA,NA,NA,NA,NA,116225932,116226127,116225932,116225981,116248799,116248831,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Ablim1","ENSMUSG00000025085","chr19","-",0.00684556885054937,0.12,"0.702,0.693,0.721","0.57,0.606,0.58",NA,NA,NA,NA,NA,NA,57035356,57035503,57035356,57035497,57037893,57037941,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Zfp984","ENSMUSG00000078495","chr4","-",0.00686063935127235,0.161,"0.975,1.0,0.922","0.655,0.813,0.946",NA,NA,NA,NA,NA,NA,147845677,147845782,147845677,147845735,147860154,147860290,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Pnldc1","ENSMUSG00000073460","chr17","-",0.00695788205852361,-0.486,"1.0,0.091,0.2","1.0,1.0,0.75",NA,NA,NA,NA,NA,NA,13113246,13113498,13113246,13113302,13114398,13114484,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Ctbp1","ENSMUSG00000037373","chr5","-",0.00716525710512648,-0.193,"0.71,0.71,0.831","1.0,1.0,0.831",NA,NA,NA,NA,NA,NA,33405097,33406030,33405097,33406027,33406930,33407058,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Kif1b","ENSMUSG00000063077","chr4","-",0.00781656110340526,-0.16,"0.329,0.29,0.382","0.499,0.57,0.412",NA,NA,NA,NA,NA,NA,149342326,149342538,149342326,149342460,149346592,149346735,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Catsperg1","ENSMUSG00000049676","chr7","-",0.00809670370487899,-0.143,"1.0,0.684,0.773","1.0,1.0,0.885",NA,NA,NA,NA,NA,NA,28884612,28885018,28884612,28884676,28889234,28889291,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Rev1","ENSMUSG00000026082","chr1","-",0.00836274954471651,-0.111,"0.255,0.344,0.252","0.378,0.354,0.453",NA,NA,NA,NA,NA,NA,38113395,38114104,38113395,38113524,38118370,38118479,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Folr1","ENSMUSG00000001827","chr7","-",0.00868944727135668,0.141,"0.779,0.664,0.749","0.618,0.531,0.619",NA,NA,NA,NA,NA,NA,101517604,101517761,101517604,101517674,101518363,101518511,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","4933431E20Rik","ENSMUSG00000086968","chr3","-",0.00921789901456677,0.326,"0.939,0.805,1.0","0.489,0.6,0.678",NA,NA,NA,NA,NA,NA,107801366,107801531,107801366,107801524,107802176,107802308,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Cic","ENSMUSG00000005442","chr7","+",0.00959715520732519,0.102,"0.48,0.512,0.487","0.4,0.375,0.399",NA,NA,NA,NA,NA,NA,24990476,24990767,24990479,24990767,24990223,24990390,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Fastkd3","ENSMUSG00000021532","chr13","+",0.00962783255735034,-0.143,"0.244,0.3,0.27","0.359,0.509,0.374",NA,NA,NA,NA,NA,NA,68737341,68737508,68737438,68737508,68735778,68735953,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Crem","ENSMUSG00000063889","chr18","-",0.00962783255735034,0.126,"0.186,0.102,0.239","0.0,0.0,0.15",NA,NA,NA,NA,NA,NA,3276693,3276775,3276693,3276729,3287903,3288092,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Rab10os","ENSMUSG00000079179","chr12","+",0.00981340109691241,0.143,"0.736,0.739,0.659","0.586,0.506,0.614",NA,NA,NA,NA,NA,NA,3299738,3300383,3299866,3300383,3297351,3297438,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Helz","ENSMUSG00000020721","chr11","+",0.00987228370443245,-0.103,"0.254,0.308,0.288","0.372,0.392,0.395",NA,NA,NA,NA,NA,NA,107518175,107518280,107518178,107518280,107517360,107517540,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","4930517G24Rik","ENSMUSG00000120083","chr8","+",0.0102989451817367,0.493,"0.272,1.0,1.0","0.23,0.243,0.319",NA,NA,NA,NA,NA,NA,107944106,107944344,107944156,107944344,107938791,107939003,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Garin1b","ENSMUSG00000039742","chr6","+",0.0103951722502177,0.476,"0.743,0.885,0.391","0.59,0.0,0.0",NA,NA,NA,NA,NA,NA,29330641,29330685,29330647,29330685,29326571,29326693,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Mir9-3hg","ENSMUSG00000097023","chr7","+",0.0108799476028628,-0.492,"0.111,0.286,0.182","0.5,1.0,0.556",NA,NA,NA,NA,NA,NA,79180750,79182339,79180933,79182339,79177510,79177617,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","A630001G21Rik","ENSMUSG00000052760","chr1","-",0.0112117991584036,0.153,"1.0,0.919,1.0","0.666,1.0,0.795",NA,NA,NA,NA,NA,NA,85654179,85654336,85654179,85654223,85664192,85664302,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Arid5a","ENSMUSG00000037447","chr1","+",0.0112537271682322,-0.198,"0.552,0.586,0.623","0.82,0.843,0.693",NA,NA,NA,NA,NA,NA,36356284,36356743,36356690,36356743,36355292,36355408,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Gm20544","ENSMUSG00000092569","chr18","-",0.0112761429301421,-0.371,"0.0,0.194,0.0","0.726,0.112,0.469",NA,NA,NA,NA,NA,NA,75497781,75497918,75497781,75497898,75498145,75498306,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Crem","ENSMUSG00000063889","chr18","-",0.0112936733176003,0.317,"0.276,0.379,0.572","0.0,0.0,0.276",NA,NA,NA,NA,NA,NA,3276693,3276775,3276693,3276729,3281687,3281769,NA,NA,NA,NA,NA,NA
"KO_vs_Neg","A3SS","Alternative 3' Splice Site","Nr4a2","ENSMUSG00000026826","chr2","-",0.0125065830168912,0.123,"0.167,0.056,0.257","0.0,0.111,0.0",NA,NA,NA,NA,NA,NA,57002962,57003301,57002962,57003084,57004729,57005050,NA,NA,NA,NA,NA,NA
