"GeneID","geneSymbol","neg_n_sig","neg_event_types","neg_n_SE","neg_n_microexon","neg_n_inclusion","neg_n_exclusion","neg_mean_dPSI","neg_mean_abs_dPSI","pos_n_sig","pos_event_types","pos_n_SE","pos_n_microexon","pos_n_inclusion","pos_n_exclusion","pos_mean_dPSI","pos_mean_abs_dPSI"
"ENSMUSG00000031842","Pde4c",2,"A3SS,SE",1,0,0,2,-0.1355,0.1355,0,"",0,0,0,0,NA,NA
"ENSMUSG00000032076","Cadm1",2,"SE",2,0,2,0,0.1245,0.1245,0,"",0,0,0,0,NA,NA
"ENSMUSG00000032366","Tpm1",2,"A3SS,SE",1,0,1,1,0.005,0.115,0,"",0,0,0,0,NA,NA
"ENSMUSG00000032413","Rasa2",2,"SE",2,0,0,2,-0.1675,0.1675,0,"",0,0,0,0,NA,NA
"ENSMUSG00000032534","Cep63",2,"SE",2,0,1,1,0.092,0.456,3,"MXE,SE",2,0,1,2,-0.0403,0.2323
"ENSMUSG00000032586","Traip",2,"MXE,SE",1,0,0,2,-0.133,0.133,0,"",0,0,0,0,NA,NA
"ENSMUSG00000032599","Ip6k2",3,"MXE,SE",2,0,3,0,0.1863,0.1863,1,"SE",1,0,1,0,0.131,0.131
"ENSMUSG00000032826","Ank2",2,"SE",2,1,2,0,0.165,0.165,1,"A3SS",0,0,0,1,-0.118,0.118
"ENSMUSG00000033004","Mycbp2",2,"MXE,SE",1,0,2,0,0.111,0.111,0,"",0,0,0,0,NA,NA
"ENSMUSG00000033102","Cdc14b",3,"SE",3,0,2,1,0.2203,0.3397,2,"SE",2,0,1,1,0.2085,0.3265
"ENSMUSG00000034842","Art3",2,"SE",2,0,0,2,-0.124,0.124,0,"",0,0,0,0,NA,NA
"ENSMUSG00000034908","Sidt2",2,"SE",2,1,2,0,0.136,0.136,0,"",0,0,0,0,NA,NA
"ENSMUSG00000034973","Dop1a",2,"A3SS,SE",1,1,1,1,-0.0035,0.1985,0,"",0,0,0,0,NA,NA
"ENSMUSG00000035133","Arhgap5",2,"SE",2,0,0,2,-0.136,0.136,0,"",0,0,0,0,NA,NA
"ENSMUSG00000035227","Spcs2",2,"SE",2,0,1,1,-0.0095,0.2815,0,"",0,0,0,0,NA,NA
"ENSMUSG00000035284","Vps13c",2,"SE",2,0,2,0,0.195,0.195,0,"",0,0,0,0,NA,NA
"ENSMUSG00000035476","Tab3",2,"MXE,SE",1,0,1,1,0.038,0.143,2,"A3SS,SE",1,0,2,0,0.12,0.12
"ENSMUSG00000035642","Aamdc",2,"MXE,SE",1,0,1,1,-0.0275,0.1285,2,"SE",2,0,2,0,0.1255,0.1255
"ENSMUSG00000035773","Kiss1r",2,"RI,SE",1,0,1,1,-0.055,0.176,0,"",0,0,0,0,NA,NA
"ENSMUSG00000036304","Zdhhc23",2,"A3SS",0,0,2,0,0.186,0.186,0,"",0,0,0,0,NA,NA
"ENSMUSG00000036644","Tbc1d9b",2,"SE",2,0,2,0,0.1965,0.1965,0,"",0,0,0,0,NA,NA
"ENSMUSG00000037426","Depdc5",2,"SE",2,0,2,0,0.132,0.132,1,"A3SS",0,0,1,0,0.191,0.191
"ENSMUSG00000037533","Rapgef6",2,"SE",2,1,1,1,0.014,0.197,0,"",0,0,0,0,NA,NA
"ENSMUSG00000038485","Socs7",2,"SE",2,0,2,0,0.146,0.146,0,"",0,0,0,0,NA,NA
"ENSMUSG00000038618","Rassf7",2,"SE",2,0,0,2,-0.116,0.116,0,"",0,0,0,0,NA,NA
"ENSMUSG00000040990","Sh3kbp1",2,"MXE,SE",1,0,0,2,-0.4705,0.4705,0,"",0,0,0,0,NA,NA
"ENSMUSG00000041757","Plekha6",9,"MXE,SE",7,0,9,0,0.1793,0.1793,9,"MXE,SE",7,0,9,0,0.2033,0.2033
"ENSMUSG00000042870","Tom1",3,"MXE,SE",2,0,3,0,0.185,0.185,1,"SE",1,0,1,0,0.214,0.214
"ENSMUSG00000043019","Edem3",2,"SE",2,1,2,0,0.11,0.11,0,"",0,0,0,0,NA,NA
"ENSMUSG00000043323","Fbrsl1",2,"SE",2,0,0,2,-0.136,0.136,2,"MXE,SE",1,1,2,0,0.1775,0.1775
"ENSMUSG00000045349","Sh2d5",2,"SE",2,0,2,0,0.2,0.2,2,"SE",2,0,1,1,0.1165,0.4635
"ENSMUSG00000045411","2410002F23Rik",8,"MXE,RI,SE",6,0,6,2,0.0609,0.1961,7,"MXE,RI,SE",5,0,4,3,-0.0094,0.176
"ENSMUSG00000045482","Trrap",2,"SE",2,1,2,0,0.287,0.287,0,"",0,0,0,0,NA,NA
"ENSMUSG00000045679","Pqlc3",3,"A3SS,SE",2,0,0,3,-0.1697,0.1697,1,"SE",1,0,0,1,-0.291,0.291
"ENSMUSG00000046295","Ankle1",2,"RI",0,0,0,2,-0.105,0.105,0,"",0,0,0,0,NA,NA
"ENSMUSG00000048078","Tenm4",2,"SE",2,1,2,0,0.1475,0.1475,0,"",0,0,0,0,NA,NA
"ENSMUSG00000048537","Phldb1",2,"A5SS,SE",1,0,1,1,0.0245,0.1255,0,"",0,0,0,0,NA,NA
"ENSMUSG00000048652","Samd13",2,"SE",2,0,1,1,0.137,0.24,0,"",0,0,0,0,NA,NA
"ENSMUSG00000051048","P4ha3",2,"SE",2,0,2,0,0.2365,0.2365,0,"",0,0,0,0,NA,NA
"ENSMUSG00000053046","Brsk2",4,"SE",4,0,3,1,0.0862,0.1598,3,"SE",3,0,1,2,-0.0613,0.1327
"ENSMUSG00000053617","Sh3pxd2a",2,"SE",2,0,2,0,0.145,0.145,0,"",0,0,0,0,NA,NA
"ENSMUSG00000054708","Ankrd24",2,"RI,SE",1,0,0,2,-0.1925,0.1925,2,"RI",0,0,0,2,-0.2295,0.2295
"ENSMUSG00000054874","Pcnx3",2,"A3SS",0,0,2,0,0.2785,0.2785,0,"",0,0,0,0,NA,NA
"ENSMUSG00000055762","Eef1d",2,"SE",2,0,2,0,0.1425,0.1425,0,"",0,0,0,0,NA,NA
"ENSMUSG00000055923","Aasdh",2,"SE",2,0,2,0,0.197,0.197,0,"",0,0,0,0,NA,NA
"ENSMUSG00000056917","Sipa1",2,"SE",2,1,2,0,0.2805,0.2805,0,"",0,0,0,0,NA,NA
"ENSMUSG00000057054","Inca1",2,"A3SS,A5SS",0,0,1,1,0.018,0.194,0,"",0,0,0,0,NA,NA
"ENSMUSG00000061878","Sphk1",2,"A5SS,RI",0,0,2,0,0.1335,0.1335,0,"",0,0,0,0,NA,NA
"ENSMUSG00000062991","Nrg1",3,"MXE,SE",2,1,0,3,-0.198,0.198,2,"SE",2,0,0,2,-0.176,0.176
"ENSMUSG00000064302","Clasp1",3,"SE",3,0,3,0,0.184,0.184,2,"SE",2,0,2,0,0.1325,0.1325
"ENSMUSG00000067367","Lyar",2,"SE",2,0,0,2,-0.171,0.171,0,"",0,0,0,0,NA,NA
"ENSMUSG00000073779","Lrp8os2",2,"SE",2,0,2,0,0.55,0.55,0,"",0,0,0,0,NA,NA
"ENSMUSG00000074513","Arfip1",2,"SE",2,0,0,2,-0.199,0.199,0,"",0,0,0,0,NA,NA
"ENSMUSG00000086968","4933431E20Rik",5,"A3SS,RI,SE",1,0,0,5,-0.1702,0.1702,5,"RI,SE",3,0,1,4,-0.2064,0.2784
"ENSMUSG00000087060","Eldr",2,"A3SS,RI",0,0,1,1,-0.0015,0.1735,0,"",0,0,0,0,NA,NA
"ENSMUSG00000087177","E130307A14Rik",6,"SE",6,0,0,6,-0.2188,0.2188,6,"SE",6,0,0,6,-0.2508,0.2508
"ENSMUSG00000092165","Gm5624",2,"SE",2,0,2,0,0.115,0.115,0,"",0,0,0,0,NA,NA
"ENSMUSG00000097080","1700086O06Rik",4,"SE",4,0,4,0,0.3618,0.3618,3,"SE",3,0,3,0,0.2727,0.2727
"ENSMUSG00000097277","2900076A07Rik",2,"A3SS,RI",0,0,1,1,-0.018,0.163,0,"",0,0,0,0,NA,NA
"ENSMUSG00000000131","Xpo6",1,"A5SS",0,0,1,0,0.145,0.145,1,"SE",1,0,1,0,0.148,0.148
"ENSMUSG00000000827","Tpd52l2",1,"SE",1,1,1,0,0.106,0.106,0,"",0,0,0,0,NA,NA
"ENSMUSG00000000884","Gnb1l",1,"A3SS",0,0,0,1,-0.125,0.125,0,"",0,0,0,0,NA,NA
"ENSMUSG00000000916","Nsun5",1,"A5SS",0,0,1,0,0.118,0.118,0,"",0,0,0,0,NA,NA
"ENSMUSG00000001034","Mapk7",1,"RI",0,0,0,1,-0.186,0.186,0,"",0,0,0,0,NA,NA
"ENSMUSG00000001036","Epn2",2,"SE",2,0,1,1,0.0015,0.1205,1,"SE",1,0,0,1,-0.11,0.11
"ENSMUSG00000001143","Lman2l",2,"SE",2,0,2,0,0.216,0.216,1,"SE",1,0,1,0,0.157,0.157
"ENSMUSG00000001248","Gramd1a",1,"SE",1,1,1,0,0.183,0.183,0,"",0,0,0,0,NA,NA
"ENSMUSG00000001419","Mef2d",1,"SE",1,0,0,1,-0.326,0.326,0,"",0,0,0,0,NA,NA
"ENSMUSG00000002031","Ift46",1,"SE",1,0,1,0,0.103,0.103,3,"SE",3,0,2,1,0.346,0.526
"ENSMUSG00000002227","Mov10",2,"A3SS",0,0,0,2,-0.1285,0.1285,1,"A3SS",0,0,0,1,-0.127,0.127
"ENSMUSG00000002265","Peg3",1,"SE",1,0,1,0,0.146,0.146,0,"",0,0,0,0,NA,NA
"ENSMUSG00000002372","Ranbp3",1,"RI",0,0,0,1,-0.203,0.203,0,"",0,0,0,0,NA,NA
"ENSMUSG00000002428","Hltf",1,"SE",1,0,0,1,-0.134,0.134,0,"",0,0,0,0,NA,NA
"ENSMUSG00000002608","Ccdc97",1,"SE",1,0,0,1,-0.394,0.394,0,"",0,0,0,0,NA,NA
"ENSMUSG00000002833","Hdgfl2",1,"RI",0,0,0,1,-0.129,0.129,0,"",0,0,0,0,NA,NA
"ENSMUSG00000002845","Tmem39a",1,"SE",1,0,1,0,0.13,0.13,0,"",0,0,0,0,NA,NA
"ENSMUSG00000002885","Adgre5",2,"MXE,SE",1,0,1,1,0.04,0.172,2,"SE",2,0,2,0,0.1925,0.1925
"ENSMUSG00000003119","Cdk12",1,"SE",1,0,1,0,0.185,0.185,0,"",0,0,0,0,NA,NA
"ENSMUSG00000003810","Mast2",1,"SE",1,1,1,0,0.248,0.248,0,"",0,0,0,0,NA,NA
"ENSMUSG00000003813","Rad23a",1,"SE",1,0,0,1,-0.209,0.209,0,"",0,0,0,0,NA,NA
"ENSMUSG00000003863","Ppfia3",1,"SE",1,1,1,0,0.239,0.239,0,"",0,0,0,0,NA,NA
"ENSMUSG00000004561","Mettl17",3,"A5SS,RI,SE",1,0,0,3,-0.1973,0.1973,2,"A5SS,SE",1,0,0,2,-0.251,0.251
"ENSMUSG00000004631","Sgce",1,"SE",1,0,0,1,-0.315,0.315,2,"SE",2,0,0,2,-0.216,0.216
"ENSMUSG00000004698","Hdac9",2,"A3SS,SE",1,0,1,1,0.0305,0.1435,1,"A3SS",0,0,1,0,0.128,0.128
"ENSMUSG00000004771","Rab11a",1,"SE",1,0,0,1,-0.167,0.167,0,"",0,0,0,0,NA,NA
"ENSMUSG00000004947","Dtx2",1,"RI",0,0,1,0,0.188,0.188,0,"",0,0,0,0,NA,NA
"ENSMUSG00000004952","Rasa4",1,"RI",0,0,0,1,-0.157,0.157,0,"",0,0,0,0,NA,NA
"ENSMUSG00000005501","Usp40",2,"SE",2,0,1,1,0.0335,0.2305,3,"SE",3,0,3,0,0.2863,0.2863
"ENSMUSG00000005881","Ergic3",1,"SE",1,1,1,0,0.169,0.169,0,"",0,0,0,0,NA,NA
"ENSMUSG00000005899","Smpd4",2,"RI,SE",1,0,1,1,0.0045,0.1255,2,"A3SS,RI",0,0,0,2,-0.158,0.158
"ENSMUSG00000006289","Osgep",1,"RI",0,0,1,0,0.26,0.26,1,"RI",0,0,0,1,-0.165,0.165
"ENSMUSG00000006315","Tmem147",1,"SE",1,0,1,0,0.195,0.195,0,"",0,0,0,0,NA,NA
"ENSMUSG00000006362","Cbfa2t3",1,"SE",1,0,0,1,-0.124,0.124,0,"",0,0,0,0,NA,NA
"ENSMUSG00000006576","Slc4a3",1,"RI",0,0,0,1,-0.114,0.114,0,"",0,0,0,0,NA,NA
"ENSMUSG00000006720","Zfp184",2,"A3SS,A5SS",0,0,2,0,0.1495,0.1495,1,"A5SS",0,0,1,0,0.15,0.15
"ENSMUSG00000007035","Msh5",2,"MXE,SE",1,0,1,1,0.0035,0.1655,2,"SE",2,0,0,2,-0.2665,0.2665
"ENSMUSG00000007570","Fance",1,"SE",1,0,0,1,-0.124,0.124,1,"A3SS",0,0,0,1,-0.138,0.138
"ENSMUSG00000008489","Elavl2",1,"A3SS",0,0,0,1,-0.11,0.11,0,"",0,0,0,0,NA,NA
"ENSMUSG00000009073","Nf2",1,"SE",1,0,1,0,0.174,0.174,0,"",0,0,0,0,NA,NA
"ENSMUSG00000009079","Ewsr1",1,"SE",1,1,1,0,0.222,0.222,0,"",0,0,0,0,NA,NA
"ENSMUSG00000009555","Cdk9",1,"A3SS",0,0,0,1,-0.106,0.106,0,"",0,0,0,0,NA,NA
"ENSMUSG00000009621","Vav2",1,"SE",1,0,1,0,0.112,0.112,2,"SE",2,2,0,2,-0.154,0.154
"ENSMUSG00000010064","Slc38a3",1,"RI",0,0,0,1,-0.14,0.14,0,"",0,0,0,0,NA,NA
"ENSMUSG00000013033","Adgrl1",1,"SE",1,0,1,0,0.109,0.109,1,"SE",1,1,0,1,-0.126,0.126
"ENSMUSG00000013973","Dedd",3,"SE",3,0,3,0,0.1687,0.1687,2,"SE",2,0,2,0,0.166,0.166
"ENSMUSG00000014355","Anapc1",1,"SE",1,0,0,1,-0.16,0.16,0,"",0,0,0,0,NA,NA
"ENSMUSG00000014418","Hps5",1,"SE",1,0,1,0,0.156,0.156,0,"",0,0,0,0,NA,NA
"ENSMUSG00000014767","Tbp",1,"RI",0,0,0,1,-0.142,0.142,1,"A5SS",0,0,0,1,-0.12,0.12
"ENSMUSG00000015093","Clic3",1,"RI",0,0,1,0,0.2,0.2,0,"",0,0,0,0,NA,NA
"ENSMUSG00000015377","Dennd6b",1,"RI",0,0,0,1,-0.142,0.142,2,"A3SS,RI",0,0,0,2,-0.1495,0.1495
"ENSMUSG00000015452","Ager",1,"RI",0,0,1,0,0.219,0.219,3,"RI,SE",1,1,0,3,-0.13,0.13
"ENSMUSG00000015659","Serac1",1,"SE",1,0,1,0,0.163,0.163,0,"",0,0,0,0,NA,NA
"ENSMUSG00000015942","Gtf2ird2",1,"SE",1,0,0,1,-0.133,0.133,0,"",0,0,0,0,NA,NA
"ENSMUSG00000016200","Syt14",2,"MXE,SE",1,0,2,0,0.1295,0.1295,1,"MXE",0,0,1,0,0.101,0.101
"ENSMUSG00000016346","Kcnq2",2,"A5SS,SE",1,1,1,1,-0.02,0.173,1,"SE",1,1,1,0,0.126,0.126
"ENSMUSG00000017210","Med24",1,"SE",1,0,1,0,0.179,0.179,1,"RI",0,0,0,1,-0.145,0.145
"ENSMUSG00000017307","Acot8",1,"SE",1,0,0,1,-0.168,0.168,0,"",0,0,0,0,NA,NA
"ENSMUSG00000017311","Pyy",1,"A5SS",0,0,0,1,-0.145,0.145,0,"",0,0,0,0,NA,NA
"ENSMUSG00000017405","Nek8",1,"RI",0,0,1,0,0.107,0.107,0,"",0,0,0,0,NA,NA
"ENSMUSG00000017718","Afmid",1,"MXE",0,0,1,0,0.15,0.15,1,"SE",1,0,0,1,-0.257,0.257
"ENSMUSG00000018217","Pmp22",1,"A3SS",0,0,1,0,0.15,0.15,0,"",0,0,0,0,NA,NA
"ENSMUSG00000018334","Ksr1",1,"SE",1,0,1,0,0.203,0.203,0,"",0,0,0,0,NA,NA
"ENSMUSG00000018428","Akap1",1,"SE",1,0,0,1,-0.427,0.427,0,"",0,0,0,0,NA,NA
"ENSMUSG00000018537","Pcgf2",1,"SE",1,0,0,1,-0.328,0.328,0,"",0,0,0,0,NA,NA
"ENSMUSG00000018820","Zfyve27",1,"SE",1,1,1,0,0.131,0.131,0,"",0,0,0,0,NA,NA
"ENSMUSG00000019088","Dnase1l1",1,"MXE",0,0,1,0,0.162,0.162,0,"",0,0,0,0,NA,NA
"ENSMUSG00000019261","Map1s",1,"RI",0,0,0,1,-0.154,0.154,2,"SE",2,0,2,0,0.3105,0.3105
"ENSMUSG00000019823","Mical1",2,"A3SS,A5SS",0,0,1,1,0.0025,0.1345,2,"A5SS,SE",1,0,0,2,-0.1515,0.1515
"ENSMUSG00000019897","Ccdc59",1,"RI",0,0,0,1,-0.111,0.111,0,"",0,0,0,0,NA,NA
"ENSMUSG00000020131","Pcsk4",3,"MXE,SE",2,0,2,1,-0.0033,0.2053,2,"MXE,SE",1,0,2,0,0.1515,0.1515
"ENSMUSG00000020175","Rab36",1,"A3SS",0,0,0,1,-0.209,0.209,0,"",0,0,0,0,NA,NA
"ENSMUSG00000020220","Vps13d",1,"SE",1,0,1,0,0.21,0.21,0,"",0,0,0,0,NA,NA
