"event_key","event_type","GeneID","geneSymbol","exon_length","size_category","dPSI","FDR","significant","direction"
"chr13:64349145:64349262:64344489:64353084:SE","SE","ENSMUSG00000033102","Cdc14b",117,"Regular (>50bp)",0.535,0.000208947045737529,TRUE,"Inclusion (dPSI > 0)"
"chr13:64353311:64353397:64349262:64356920:SE","SE","ENSMUSG00000033102","Cdc14b",86,"Regular (>50bp)",-0.118,0.0368972728992684,TRUE,"Exclusion (dPSI < 0)"
"chr13:21705955:21706079:21705132:21709307:SE","SE","ENSMUSG00000063894","Zkscan8",124,"Regular (>50bp)",0.242,5.30459291731261e-05,TRUE,"Inclusion (dPSI > 0)"
"chr13:21706393:21706485:21705132:21709307:SE","SE","ENSMUSG00000063894","Zkscan8",92,"Regular (>50bp)",0.336,7.43164044426592e-08,TRUE,"Inclusion (dPSI > 0)"
"chr12:109515725:109515806:109512425:109515913:SE","SE","ENSMUSG00000021268","Meg3",81,"Regular (>50bp)",-0.331,0.0195073445336856,TRUE,"Exclusion (dPSI < 0)"
"chr12:81975015:81975148:81966154:81980304:SE","SE","ENSMUSG00000021140","Pcnx",133,"Regular (>50bp)",0.164,0.00873957281480054,TRUE,"Inclusion (dPSI > 0)"
"chr12:81975018:81975148:81966154:81980304:SE","SE","ENSMUSG00000021140","Pcnx",130,"Regular (>50bp)",0.219,0.0120602963590191,TRUE,"Inclusion (dPSI > 0)"
"chr12:65090488:65090651:65090131:65090779:SE","SE","ENSMUSG00000035597","Prpf39",163,"Regular (>50bp)",-0.107,0.0313983465220249,TRUE,"Exclusion (dPSI < 0)"
"chr12:65090541:65090651:65090131:65090779:SE","SE","ENSMUSG00000035597","Prpf39",110,"Regular (>50bp)",-0.124,0.0282017471999398,TRUE,"Exclusion (dPSI < 0)"
"chr12:65102207:65102307:65102094:65102411:SE","SE","ENSMUSG00000035597","Prpf39",100,"Regular (>50bp)",-0.198,0.000320191755661519,TRUE,"Exclusion (dPSI < 0)"
"chr12:17047496:17047704:17045645:17047774:SE","SE","ENSMUSG00000045679","Pqlc3",208,"Regular (>50bp)",-0.291,4.63002303079279e-05,TRUE,"Exclusion (dPSI < 0)"
"chr12:3288833:3289009:3288112:3291521:SE","SE","ENSMUSG00000079179","Rab10os",176,"Regular (>50bp)",-0.121,6.73394999766936e-10,TRUE,"Exclusion (dPSI < 0)"
"chr11:120509974:120510116:120509875:120510508:SE","SE","ENSMUSG00000025138","Sirt7",142,"Regular (>50bp)",-0.255,7.89935249579501e-05,TRUE,"Exclusion (dPSI < 0)"
"chr11:120509974:120510116:120509875:120510988:SE","SE","ENSMUSG00000025138","Sirt7",142,"Regular (>50bp)",-0.256,0,TRUE,"Exclusion (dPSI < 0)"
"chr11:117718904:117718995:117716832:117723170:SE","SE","ENSMUSG00000017718","Afmid",91,"Regular (>50bp)",-0.257,0.00328488530829696,TRUE,"Exclusion (dPSI < 0)"
"chr11:106071780:106071809:106064607:106075387:SE","SE","ENSMUSG00000069631","Strada",29,"Microexon (0-30bp)",-0.143,0,TRUE,"Exclusion (dPSI < 0)"
"chr11:106071780:106071809:106064607:106077926:SE","SE","ENSMUSG00000069631","Strada",29,"Microexon (0-30bp)",-0.172,3.707656846415e-07,TRUE,"Exclusion (dPSI < 0)"
"chr11:104177948:104178035:104173306:104193186:SE","SE","ENSMUSG00000018411","Mapt",87,"Regular (>50bp)",0.108,1.71917323588273e-05,TRUE,"Inclusion (dPSI > 0)"
"chr11:104180733:104180820:104178035:104193186:SE","SE","ENSMUSG00000018411","Mapt",87,"Regular (>50bp)",0.152,4.49553475872719e-06,TRUE,"Inclusion (dPSI > 0)"
"chr11:104185684:104185750:104173306:104193186:SE","SE","ENSMUSG00000018411","Mapt",66,"Regular (>50bp)",0.203,6.61711795217488e-09,TRUE,"Inclusion (dPSI > 0)"
"chr11:104185684:104185750:104178035:104193186:SE","SE","ENSMUSG00000018411","Mapt",66,"Regular (>50bp)",0.185,1.64831506946985e-06,TRUE,"Inclusion (dPSI > 0)"
"chr11:104189323:104190082:104185750:104193186:SE","SE","ENSMUSG00000018411","Mapt",759,"Regular (>50bp)",-0.205,2.74854030387874e-12,TRUE,"Exclusion (dPSI < 0)"
"chr11:104189371:104190082:104185750:104193186:SE","SE","ENSMUSG00000018411","Mapt",711,"Regular (>50bp)",-0.167,1.84068639137306e-06,TRUE,"Exclusion (dPSI < 0)"
"chr11:85712847:85712938:85692778:85716027:SE","SE","ENSMUSG00000059439","Bcas3",91,"Regular (>50bp)",0.231,0.000365430890238214,TRUE,"Inclusion (dPSI > 0)"
"chr11:83379750:83379871:83372799:83388719:SE","SE","ENSMUSG00000020680","Taf15",121,"Regular (>50bp)",-0.168,0.00254057639001563,TRUE,"Exclusion (dPSI < 0)"
"chr19:55375620:55375641:55369451:55380215:SE","SE","ENSMUSG00000024983","Vti1a",21,"Microexon (0-30bp)",0.171,0.000231369095081125,TRUE,"Inclusion (dPSI > 0)"
"chr6:4677162:4677197:4674632:4678066:SE","SE","ENSMUSG00000004631","Sgce",35,"Small (30-50bp)",-0.179,8.11689905495828e-11,TRUE,"Exclusion (dPSI < 0)"
"chr6:4677162:4677233:4674632:4678066:SE","SE","ENSMUSG00000004631","Sgce",71,"Regular (>50bp)",-0.253,1.46485293031431e-13,TRUE,"Exclusion (dPSI < 0)"
"chr15:92258919:92259046:92242464:92265055:SE","SE","ENSMUSG00000097068","Gm26760",127,"Regular (>50bp)",-0.143,0.00420360995311163,TRUE,"Exclusion (dPSI < 0)"
"chr15:92262780:92262993:92242464:92263378:SE","SE","ENSMUSG00000097068","Gm26760",213,"Regular (>50bp)",-0.457,0.036327949617687,TRUE,"Exclusion (dPSI < 0)"
"chr15:92263426:92263840:92242464:92264059:SE","SE","ENSMUSG00000097068","Gm26760",414,"Regular (>50bp)",-0.137,0.0282802987044399,TRUE,"Exclusion (dPSI < 0)"
"chr15:92265055:92265175:92242464:92268212:SE","SE","ENSMUSG00000097068","Gm26760",120,"Regular (>50bp)",0.224,0.0259465118308786,TRUE,"Inclusion (dPSI > 0)"
"chr11:29656409:29658770:29655591:29683632:SE","SE","ENSMUSG00000020458","Rtn4",2361,"Regular (>50bp)",-0.205,0,TRUE,"Exclusion (dPSI < 0)"
"chr6:120943014:120943077:120939826:120950363:SE","SE","ENSMUSG00000051586","Mical3",63,"Regular (>50bp)",0.288,2.49800546387648e-08,TRUE,"Inclusion (dPSI > 0)"
"chr6:120946315:120946453:120939826:120950363:SE","SE","ENSMUSG00000051586","Mical3",138,"Regular (>50bp)",0.134,0.00759494334072131,TRUE,"Inclusion (dPSI > 0)"
"chr6:120948711:120948801:120946453:120950363:SE","SE","ENSMUSG00000051586","Mical3",90,"Regular (>50bp)",-0.238,0.000568027681420668,TRUE,"Exclusion (dPSI < 0)"
"chr6:120996656:120996740:120986142:120998143:SE","SE","ENSMUSG00000051586","Mical3",84,"Regular (>50bp)",0.104,0.000220706408463486,TRUE,"Inclusion (dPSI > 0)"
"chr11:3311020:3311108:3310586:3311782:SE","SE","ENSMUSG00000020451","Limk2",88,"Regular (>50bp)",-0.166,0.0136183589898682,TRUE,"Exclusion (dPSI < 0)"
"chr11:3311782:3311825:3310586:3359045:SE","SE","ENSMUSG00000020451","Limk2",43,"Small (30-50bp)",0.334,0.000270364223648166,TRUE,"Inclusion (dPSI > 0)"
"chr1:133202530:133202617:133202112:133208076:SE","SE","ENSMUSG00000041757","Plekha6",87,"Regular (>50bp)",0.225,1.05378792029971e-06,TRUE,"Inclusion (dPSI > 0)"
"chr1:133202530:133202617:133202112:133209520:SE","SE","ENSMUSG00000041757","Plekha6",87,"Regular (>50bp)",0.432,0,TRUE,"Inclusion (dPSI > 0)"
"chr1:133203549:133203603:133202112:133208076:SE","SE","ENSMUSG00000041757","Plekha6",54,"Regular (>50bp)",0.123,4.27870970640642e-05,TRUE,"Inclusion (dPSI > 0)"
"chr1:133203549:133203603:133202617:133208076:SE","SE","ENSMUSG00000041757","Plekha6",54,"Regular (>50bp)",0.172,0.0122934561721616,TRUE,"Inclusion (dPSI > 0)"
"chr1:133207110:133207191:133202112:133208076:SE","SE","ENSMUSG00000041757","Plekha6",81,"Regular (>50bp)",0.156,3.81143746070178e-07,TRUE,"Inclusion (dPSI > 0)"
"chr1:133207110:133207191:133202617:133208076:SE","SE","ENSMUSG00000041757","Plekha6",81,"Regular (>50bp)",0.201,0.0129777797004093,TRUE,"Inclusion (dPSI > 0)"
"chr1:133208076:133208145:133202112:133209520:SE","SE","ENSMUSG00000041757","Plekha6",69,"Regular (>50bp)",0.251,0,TRUE,"Inclusion (dPSI > 0)"
"chr5:38367961:38368008:38363306:38370651:SE","SE","ENSMUSG00000029127","Zbtb49",47,"Small (30-50bp)",0.177,0.00435737120175889,TRUE,"Inclusion (dPSI > 0)"
"chr4:137981583:137981664:137977819:137985479:SE","SE","ENSMUSG00000045349","Sh2d5",81,"Regular (>50bp)",0.58,0.00012291311113261,TRUE,"Inclusion (dPSI > 0)"
"chr4:137982862:137983009:137981664:137985479:SE","SE","ENSMUSG00000045349","Sh2d5",147,"Regular (>50bp)",-0.347,0.021151223667208,TRUE,"Exclusion (dPSI < 0)"
"chr4:135775122:135775164:135756016:135778924:SE","SE","ENSMUSG00000059291","Rpl11",42,"Small (30-50bp)",0.169,0.04888873059737,TRUE,"Inclusion (dPSI > 0)"
"chr1:174904389:174904443:174887360:174905754:SE","SE","ENSMUSG00000026527","Rgs7",54,"Regular (>50bp)",0.155,4.51726584513169e-06,TRUE,"Inclusion (dPSI > 0)"
"chr1:174904389:174904443:174894260:174905754:SE","SE","ENSMUSG00000026527","Rgs7",54,"Regular (>50bp)",0.257,0.00190830839453806,TRUE,"Inclusion (dPSI > 0)"
"chr19:40288686:40288746:40287965:40300112:SE","SE","ENSMUSG00000025006","Sorbs1",60,"Regular (>50bp)",0.274,6.43740968170826e-08,TRUE,"Inclusion (dPSI > 0)"
"chr19:40332799:40332883:40325479:40338342:SE","SE","ENSMUSG00000025006","Sorbs1",84,"Regular (>50bp)",0.132,0.00316715543302736,TRUE,"Inclusion (dPSI > 0)"
"chr19:40365088:40365460:40362061:40370964:SE","SE","ENSMUSG00000025006","Sorbs1",372,"Regular (>50bp)",-0.134,0.0214939684031398,TRUE,"Exclusion (dPSI < 0)"
"chr4:102791742:102791802:102786109:102813295:SE","SE","ENSMUSG00000028524","Sgip1",60,"Regular (>50bp)",0.128,0.00202226264674503,TRUE,"Inclusion (dPSI > 0)"
"chr11:120520811:120520842:120520707:120521313:SE","SE","ENSMUSG00000051510","Mafg",31,"Small (30-50bp)",0.103,0.0154402121604477,TRUE,"Inclusion (dPSI > 0)"
"chr12:76986203:76986288:76985529:76986740:SE","SE","ENSMUSG00000059436","Max",85,"Regular (>50bp)",-0.111,4.27001663896905e-13,TRUE,"Exclusion (dPSI < 0)"
"chr12:77008036:77008063:77000050:77008763:SE","SE","ENSMUSG00000059436","Max",27,"Microexon (0-30bp)",0.18,6.74755089948493e-13,TRUE,"Inclusion (dPSI > 0)"
"chr10:116363731:116363854:116337222:116417357:SE","SE","ENSMUSG00000020166","Cnot2",123,"Regular (>50bp)",-0.144,0.0174925678192676,TRUE,"Exclusion (dPSI < 0)"
"chr4:9598268:9598301:9583856:9601306:SE","SE","ENSMUSG00000028207","Asph",33,"Small (30-50bp)",0.118,0.00100790716349227,TRUE,"Inclusion (dPSI > 0)"
"chr4:9598732:9598780:9598301:9601306:SE","SE","ENSMUSG00000028207","Asph",48,"Small (30-50bp)",-0.124,0.0453075295863651,TRUE,"Exclusion (dPSI < 0)"
"chr3:148526915:148527044:148526690:148528590:SE","SE","ENSMUSG00000028184","Adgrl2",129,"Regular (>50bp)",0.112,0.00585728829704227,TRUE,"Inclusion (dPSI > 0)"
"chr3:148566062:148566074:148565169:148571235:SE","SE","ENSMUSG00000028184","Adgrl2",12,"Microexon (0-30bp)",-0.116,0.00343523606591965,TRUE,"Exclusion (dPSI < 0)"
"chr3:144852523:144852682:144851714:144854291:SE","SE","ENSMUSG00000028256","Odf2l",159,"Regular (>50bp)",-0.344,0.00203426512700859,TRUE,"Exclusion (dPSI < 0)"
"chr8:127184402:127184499:127183305:127185775:SE","SE","ENSMUSG00000090290","Tarbp1",97,"Regular (>50bp)",0.19,2.10175151268717e-05,TRUE,"Inclusion (dPSI > 0)"
"chr8:127196757:127196827:127193921:127198040:SE","SE","ENSMUSG00000090290","Tarbp1",70,"Regular (>50bp)",0.134,0.0105751370479676,TRUE,"Inclusion (dPSI > 0)"
"chr5:131494869:131494965:131488994:131501096:SE","SE","ENSMUSG00000029673","Auts2",96,"Regular (>50bp)",-0.218,0.011806652062461,TRUE,"Exclusion (dPSI < 0)"
"chr6:90610592:90610737:90603433:90613838:SE","SE","ENSMUSG00000030089","Slc41a3",145,"Regular (>50bp)",0.139,0.0142256543717096,TRUE,"Inclusion (dPSI > 0)"
"chr11:61444335:61444405:61438868:61456647:SE","SE","ENSMUSG00000001036","Epn2",70,"Regular (>50bp)",-0.11,0.00419423930225094,TRUE,"Exclusion (dPSI < 0)"
"chr8:45502878:45502914:45498822:45503817:SE","SE","ENSMUSG00000070047","Fat1",36,"Small (30-50bp)",-0.138,0.000348887397739424,TRUE,"Exclusion (dPSI < 0)"
"chr11:116187555:116187624:116186515:116191091:SE","SE","ENSMUSG00000020792","Exoc7",69,"Regular (>50bp)",0.183,0,TRUE,"Inclusion (dPSI > 0)"
"chr11:116188396:116188489:116186515:116191091:SE","SE","ENSMUSG00000020792","Exoc7",93,"Regular (>50bp)",0.286,0,TRUE,"Inclusion (dPSI > 0)"
"chr2:12386913:12386994:12369330:12400989:SE","SE","ENSMUSG00000026767","Mindy3",81,"Regular (>50bp)",0.101,0.0189424314770008,TRUE,"Inclusion (dPSI > 0)"
"chr7:119400452:119400579:119393725:119401963:SE","SE","ENSMUSG00000030924","Rexo5",127,"Regular (>50bp)",-0.22,0.0199633111899773,TRUE,"Exclusion (dPSI < 0)"
"chr7:119400452:119400579:119398900:119401963:SE","SE","ENSMUSG00000030924","Rexo5",127,"Regular (>50bp)",-0.117,0.0302299004180608,TRUE,"Exclusion (dPSI < 0)"
"chr9:113707817:113707841:113705418:113709009:SE","SE","ENSMUSG00000033392","Clasp2",24,"Microexon (0-30bp)",-0.131,5.85942704572475e-07,TRUE,"Exclusion (dPSI < 0)"
"chr2:24945647:24946148:24945071:24947112:SE","SE","ENSMUSG00000006476","Nsmf",501,"Regular (>50bp)",-0.114,0,TRUE,"Exclusion (dPSI < 0)"
"chr5:114891208:114891214:114890388:114891339:SE","SE","ENSMUSG00000041890","Git2",6,"Microexon (0-30bp)",-0.133,0,TRUE,"Exclusion (dPSI < 0)"
"chr5:114891208:114891214:114890391:114891339:SE","SE","ENSMUSG00000041890","Git2",6,"Microexon (0-30bp)",-0.165,1.10335478096785e-08,TRUE,"Exclusion (dPSI < 0)"
"chr15:79187773:79187802:79186897:79188504:SE","SE","ENSMUSG00000042632","Pla2g6",29,"Microexon (0-30bp)",-0.205,9.75537972425887e-08,TRUE,"Exclusion (dPSI < 0)"
"chr1:179921508:179921751:179912070:179921945:SE","SE","ENSMUSG00000026490","Cdc42bpa",243,"Regular (>50bp)",-0.227,0,TRUE,"Exclusion (dPSI < 0)"
"chr1:176596798:176597092:176586083:176597278:SE","SE","ENSMUSG00000057335","Cep170",294,"Regular (>50bp)",-0.116,0.0154584306814241,TRUE,"Exclusion (dPSI < 0)"
"chr1:176596798:176597092:176589066:176597278:SE","SE","ENSMUSG00000057335","Cep170",294,"Regular (>50bp)",-0.163,6.76645641651693e-12,TRUE,"Exclusion (dPSI < 0)"
"chr1:38147484:38147548:38138102:38167332:SE","SE","ENSMUSG00000026082","Rev1",64,"Regular (>50bp)",-0.111,0.008832874419781,TRUE,"Exclusion (dPSI < 0)"
"chr1:38167332:38167396:38147548:38168542:SE","SE","ENSMUSG00000026082","Rev1",64,"Regular (>50bp)",0.109,1.34330264450984e-05,TRUE,"Inclusion (dPSI > 0)"
"chr1:74957524:74957653:74956534:74958342:SE","SE","ENSMUSG00000047021","Cfap65",129,"Regular (>50bp)",-0.177,0.000630664384618119,TRUE,"Exclusion (dPSI < 0)"
"chr19:60208761:60208792:60208571:60214663:SE","SE","ENSMUSG00000057858","Fam204a",31,"Small (30-50bp)",-0.222,3.13897056497055e-14,TRUE,"Exclusion (dPSI < 0)"
"chr19:60208921:60209009:60208792:60214741:SE","SE","ENSMUSG00000057858","Fam204a",88,"Regular (>50bp)",-0.216,2.47614173090926e-06,TRUE,"Exclusion (dPSI < 0)"
"chr19:60209485:60209736:60208571:60214663:SE","SE","ENSMUSG00000057858","Fam204a",251,"Regular (>50bp)",-0.202,0,TRUE,"Exclusion (dPSI < 0)"
"chr19:60209485:60209736:60208571:60214741:SE","SE","ENSMUSG00000057858","Fam204a",251,"Regular (>50bp)",-0.105,5.4355347062181e-06,TRUE,"Exclusion (dPSI < 0)"
"chr19:60209485:60209736:60208792:60214741:SE","SE","ENSMUSG00000057858","Fam204a",251,"Regular (>50bp)",-0.178,2.17768155001628e-08,TRUE,"Exclusion (dPSI < 0)"
"chr4:140973256:140973363:140968055:140973485:SE","SE","ENSMUSG00000028919","Arhgef19",107,"Regular (>50bp)",-0.234,0.00158701920268463,TRUE,"Exclusion (dPSI < 0)"
"chr1:160537716:160537783:160530030:160549702:SE","SE","ENSMUSG00000026721","Rabgap1l",67,"Regular (>50bp)",0.108,2.35549231268745e-05,TRUE,"Inclusion (dPSI > 0)"
"chr17:69580876:69580912:69577659:69581698:SE","SE","ENSMUSG00000024044","Epb41l3",36,"Small (30-50bp)",-0.172,1.95935312963809e-11,TRUE,"Exclusion (dPSI < 0)"
"chr17:69581095:69581161:69580912:69581698:SE","SE","ENSMUSG00000024044","Epb41l3",66,"Regular (>50bp)",0.105,4.32643122717632e-06,TRUE,"Inclusion (dPSI > 0)"
"chr17:69590879:69591002:69581890:69591533:SE","SE","ENSMUSG00000024044","Epb41l3",123,"Regular (>50bp)",0.117,0.000236600912748798,TRUE,"Inclusion (dPSI > 0)"
"chr17:87571568:87571793:87566309:87573262:SE","SE","ENSMUSG00000024150","Mcfd2",225,"Regular (>50bp)",-0.116,7.79414037445332e-06,TRUE,"Exclusion (dPSI < 0)"
"chr16:97263898:97263970:97262146:97264080:SE","SE","ENSMUSG00000000386","Mx1",72,"Regular (>50bp)",-0.312,0.0498350464452013,TRUE,"Exclusion (dPSI < 0)"
"chr1:177270789:177270907:177270161:177271550:SE","SE","ENSMUSG00000063659","Zbtb18",118,"Regular (>50bp)",-0.297,9.47031618563839e-05,TRUE,"Exclusion (dPSI < 0)"
"chr1:177271550:177271658:177270161:177272304:SE","SE","ENSMUSG00000063659","Zbtb18",108,"Regular (>50bp)",0.192,0.0241584718050419,TRUE,"Inclusion (dPSI > 0)"
"chr1:177272304:177272388:177271658:177274654:SE","SE","ENSMUSG00000063659","Zbtb18",84,"Regular (>50bp)",-0.341,3.30970954966116e-13,TRUE,"Exclusion (dPSI < 0)"
"chr2:136734203:136734281:136733581:136747462:SE","SE","ENSMUSG00000027281","Slx4ip",78,"Regular (>50bp)",0.302,0.00041125046024569,TRUE,"Inclusion (dPSI > 0)"
"chr3:37584131:37584168:37582471:37632900:SE","SE","ENSMUSG00000027722","Spata5",37,"Small (30-50bp)",0.169,1.31800644066821e-10,TRUE,"Inclusion (dPSI > 0)"
"chr3:40916042:40916223:40905385:40918402:SE","SE","ENSMUSG00000025762","Larp1b",181,"Regular (>50bp)",0.143,0.04722005708387,TRUE,"Inclusion (dPSI > 0)"
"chr3:40990200:40990310:40988524:40991124:SE","SE","ENSMUSG00000025762","Larp1b",110,"Regular (>50bp)",-0.249,0.0022819211854334,TRUE,"Exclusion (dPSI < 0)"
"chr1:40040589:40040751:40039909:40042916:SE","SE","ENSMUSG00000026074","Map4k4",162,"Regular (>50bp)",-0.137,0,TRUE,"Exclusion (dPSI < 0)"
