"VastDB.ID","gene","length","chrom","start","end","strand","neural.trend","ASD.trend","Ptbp1.dPSI","Ptbp1.signif","Srrm4.dPSI","Srrm4.signif","Srrm3.Srrm4.dPSI","Srrm3.Srrm4.signif","Srsf11.dPSI","Srsf11.signif","Rbfox2.dPSI","Rbfox2.signif","Srrm3.dPSI","Srrm3.signif","Rnps1.dPSI","Rnps1.signif","srrm3_srrm4_dPSI","srrm3_dPSI","srrm4_dPSI","srrm3_srrm4_signif","srrm3_signif","srrm4_signif","match_type","n_rmats_candidates","rmats_id","rmats_gene","rmats_chr","rmats_start","rmats_end","rmats_exon_size","rmats_dPSI","rmats_FDR","rmats_PValue"
"MmuEX0002176","6430548M08Rik",30,"chr8",122680275,122683858,"+","Neural-high","n.s.",17,"higher",-13.2,"lower",-27,"lower",-16,"n.s.",-7,"n.s.",-9,"n.s.",-13,"n.s.",-0.27,-0.09,-0.132,"lower","n.s.","lower","gene_size",1,61409,"6430548M08Rik","chr8",120884207,120884236,30,-0.061,0.539266164492651,0.0828145128818
"MmuEX0002361","9430015G10Rik",7,"chr4",155488111,155491118,"+",NA,NA,-1,"n.s.",-0.6,"n.s.",-2,"n.s.",1,"n.s.",2,"n.s.",-3,"n.s.",-2,"n.s.",-0.02,-0.03,-0.006,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0002364","9430015G10Rik",26,"chr4",155497779,155498200,"+",NA,NA,-2,"n.s.",-0.3,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",-6,"n.s.",NA,NA,-0.003,"n.s.","n.s.","n.s.","gene_size_contained",4,18783,"9430015G10Rik","chr4",156208433,156208458,26,0.025,1,1
"MmuEX0002493","A430033K04Rik",14,"chr5",139077519,139080643,"+",NA,NA,0,"n.s.",-1,"n.s.",0,"n.s.",0,"n.s.",3,"n.s.",-2,"n.s.",-2,"n.s.",0,-0.02,-0.01,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0002512","A430110N23Rik",27,"chr7",4877582,4878575,"+",NA,NA,0,"n.s.",-3.4,"n.s.",0,"n.s.",0,"n.s.",5,"n.s.",-3,"n.s.",NA,"n.s.",0,-0.03,-0.034,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0002733","AI413582",26,"chr17",27701285,27701506,"-",NA,"n.s.",NA,"n.s.",0.1,"n.s.",-2,"n.s.",1,"n.s.",-2,"n.s.",2,"n.s.",-4,"n.s.",-0.02,0.02,0.001,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0002765","AI848100",21,"chr1",163775490,163777335,"-","Neural-high",NA,0,"n.s.",-2.6,"n.s.",-18,"lower",-1,"n.s.",-1,"n.s.",0,"n.s.",-4,"n.s.",-0.18,0,-0.026,"lower","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0002786","AL732311.1",29,"chr2",26493616,26495577,"-",NA,NA,-1,"n.s.",-1.1,"n.s.",0,"n.s.",-1,"n.s.",-1,"n.s.",1,"n.s.",1,"n.s.",0,0.01,-0.011,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0002972","Abca2",3,"chr2",25287610,25288617,"+",NA,NA,3,"n.s.",2.7,"n.s.",-2,"n.s.",-3,"n.s.",20,"higher",0,"n.s.",-6,"n.s.",-0.02,0,0.027,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0003242","Abi1",15,"chr2",22818022,22826602,"-","Neural-high","n.s.",2,"n.s.",-20,"lower",-39,"lower",-4,"n.s.",-2,"n.s.",-6,"n.s.",-29,"lower",-0.39,-0.06,-0.2,"lower","n.s.","lower","gene_size",2,25099,"Abi1","chr2",22853226,22853240,15,-0.066,0,0
"MmuEX0003251","Abi2",7,"chr1",60494077,60500828,"+",NA,"n.s.",1,"n.s.",-0.1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,0,-0.001,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0003401","Acap2",12,"chr16",31127520,31131345,"-","Neural-high","ASD-low",1,"n.s.",-15.3,"lower",-38,"lower",0,"n.s.",0,"n.s.",-1,"n.s.",-13,"lower",-0.38,-0.01,-0.153,"lower","n.s.","lower","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0003403","Acap2",21,"chr16",31119534,31127406,"-",NA,NA,NA,"n.s.",-2.3,"n.s.",NA,"n.s.",NA,"n.s.",-4,"n.s.",NA,"n.s.",NA,"n.s.",NA,NA,-0.023,"n.s.","n.s.","n.s.","gene_size",1,5615,"Acap2","chr16",30941439,30941459,21,-0.007,1,1
"MmuEX0003412","Acat1",9,"chr9",53403506,53406189,"-",NA,NA,0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,0,0,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0003484","Acly",30,"chr11",100360077,100365516,"-",NA,"n.s.",9,"n.s.",-1.5,"n.s.",-3,"n.s.",-19,"lower",-16,"lower",5,"n.s.",-20,"lower",-0.03,0.05,-0.015,"n.s.","n.s.","n.s.","gene_size",1,14347,"Acly","chr11",100393986,100394015,30,-0.042,0.0588399842366783,0.00494809245282
"MmuEX0003675","Acvr2a",24,"chr2",48728994,48745817,"+","Neural-high",NA,NA,"n.s.",NA,NA,-9,"n.s.",-6,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",-0.09,NA,NA,"n.s.","n.s.",NA,"unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0003686","Acyp2",17,"chr11",30532318,30549300,"-",NA,NA,1,"n.s.",0.4,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,0,0.004,"n.s.","n.s.","n.s.","gene_size",1,26407,"Acyp2","chr11",30583686,30583702,17,-0.018,1,0.775071290729
"MmuEX0004027","Adcyap1r1",21,"chr6",55422322,55425460,"+",NA,NA,7,"n.s.",-2.3,"n.s.",-4,"n.s.",-8,"n.s.",-7,"n.s.",1,"n.s.",-1,"n.s.",-0.04,0.01,-0.023,"n.s.","n.s.","n.s.","gene_size",1,48891,"Adcyap1r1","chr6",55451545,55451565,21,-0.009,1,0.982605777333
"MmuEX0004041","Add3",14,"chr19",53217580,53277903,"+",NA,NA,-1,"n.s.",3.2,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",-2,"n.s.",-3,"n.s.",NA,-0.02,0.032,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0004187","Agap1",12,"chr1",91506159,91524335,"+","Neural-high",NA,50,"higher",-3.4,"n.s.",-6,"n.s.",-4,"n.s.",6,"n.s.",-5,"n.s.",-8,"n.s.",-0.06,-0.05,-0.034,"n.s.","n.s.","n.s.","gene_size",1,59377,"Agap1","chr1",89538006,89538017,12,-0.06,0.380305861503681,0.0524592912925
"MmuEX0004297","Agrn",12,"chr4",155543446,155543878,"-","Neural-high",NA,18,"higher",-10.4,"n.s.",-7,"n.s.",-18,"lower",-1,"n.s.",-16,"n.s.",-12,"n.s.",-0.07,-0.16,-0.104,"n.s.","n.s.","n.s.","gene_size",2,29015,"Agrn","chr4",156254003,156254014,12,-0.097,1.98614129469539e-08,1.8331347551e-10
"MmuEX0004311","Agrn",24,"chr4",155541616,155542841,"-","Neural-high","ASD-low",4,"n.s.",-5.7,"n.s.",-5,"n.s.",-2,"n.s.",-3,"n.s.",-2,"n.s.",NA,"n.s.",-0.05,-0.02,-0.057,"n.s.","n.s.","n.s.","gene_size",2,29010,"Agrn","chr4",156253003,156253026,24,0.029,5.42898844939e-07,7.1503839516e-09
"MmuEX0004381","Ahi1",27,"chr10",20720512,20737718,"+",NA,NA,-2,"n.s.",1.1,"n.s.",2,"n.s.",-4,"n.s.",5,"n.s.",0,"n.s.",1,"n.s.",0.02,0,0.011,"n.s.","n.s.","n.s.","gene_size",1,20814,"Ahi1","chr10",20883651,20883677,27,-0.035,0.00695884741648992,0.00036286239097
"MmuEX0004470","Akap1",13,"chr11",88702617,88705572,"-",NA,NA,2,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",-1,"n.s.",-1,"n.s.",0,-0.01,0,"n.s.","n.s.","n.s.","gene_size",2,31356,"Akap1","chr11",88734638,88734650,13,-0.445,0.477586324369771,0.0707121194047
"MmuEX0004898","Ank2",12,"chr3",126679866,126684717,"-","Neural-high","ASD-low",20,"higher",-17.9,"n.s.",-25,"lower",10,"n.s.",-17,"lower",-21,"lower",-24,"lower",-0.25,-0.21,-0.179,"lower","lower","n.s.","gene_size",2,24693,"Ank2","chr3",126772905,126772916,12,-0.038,0.000700039680362132,2.33736789743e-05
"MmuEX0004901","Ank2",24,"chr3",126751199,126755605,"-","Neural-high",NA,0,"n.s.",-18.3,"lower",-43,"lower",-1,"n.s.",0,"n.s.",-2,"n.s.",-4,"n.s.",-0.43,-0.02,-0.183,"lower","n.s.","lower","gene_size",1,24698,"Ank2","chr3",126845875,126845898,24,-0.042,5.18662777882472e-05,1.13736473339e-06
"MmuEX0004910","Ank3",12,"chr10",69390567,69395141,"+","Neural-high",NA,-4,"n.s.",-7.1,"n.s.",-12,"lower",-5,"n.s.",-8,"n.s.",-7,"n.s.",-12,"n.s.",-0.12,-0.07,-0.071,"lower","n.s.","n.s.","gene_size",2,59804,"Ank3","chr10",69765277,69765288,12,0.019,1,0.771312164476
"MmuEX0004911","Ank3",3,"chr10",69478402,69486579,"+",NA,NA,-1,"n.s.",0.6,"n.s.",-1,"n.s.",-2,"n.s.",-2,"n.s.",0,"n.s.",0,"n.s.",-0.01,0,0.006,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0004931","Ank3",27,"chr10",69443143,69444863,"+","Neural-high","n.s.",44,"higher",-15.1,"lower",-18,"lower",-12,"lower",NA,"n.s.",-8,"n.s.",-4,"n.s.",-0.18,-0.08,-0.151,"lower","n.s.","lower","gene_size_contained",2,59807,"Ank3","chr10",69816654,69816680,27,-0.016,1,0.700421149765
"MmuEX0004989","Ankrd10",3,"chr8",11612948,11615814,"-",NA,NA,0,"n.s.",2.2,"n.s.",-2,"n.s.",2,"n.s.",3,"n.s.",0,"n.s.",-1,"n.s.",-0.02,0,0.022,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0005012","Ankrd13a",3,"chr5",115236819,115239316,"+",NA,NA,0,"n.s.",0.3,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,0,0.003,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0005300","Anp32a",3,"chr9",62222559,62225106,"+",NA,NA,0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,0,0,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0005343","Anxa6",18,"chr11",54799718,54804892,"-",NA,"n.s.",7,"n.s.",-1.6,"n.s.",-2,"n.s.",-14,"lower",-9,"n.s.",-1,"n.s.",-12,"lower",-0.02,-0.01,-0.016,"n.s.","n.s.","n.s.","gene_size",1,33821,"Anxa6","chr11",54877877,54877894,18,-0.049,0.0234218079836076,0.00157400475396
"MmuEX0005371","Aox1",8,"chr1",58106334,58110507,"+",NA,NA,0,"n.s.",-2.1,"n.s.",-1,"n.s.",-2,"n.s.",-2,"n.s.",-1,"n.s.",-3,"n.s.",-0.01,-0.01,-0.021,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0005383","Ap1ar",26,"chr3",127519925,127525501,"-",NA,NA,-3,"n.s.",-1,"n.s.",-5,"n.s.",3,"n.s.",-6,"n.s.",2,"n.s.",7,"n.s.",-0.05,0.02,-0.01,"n.s.","n.s.","n.s.","gene_size",2,41605,"Ap1ar","chr3",127614409,127614434,26,0.08,5.83337387088028e-10,4.01834121533e-12
"MmuEX0005388","Ap1b1",9,"chr11",4940425,4941720,"+","Neural-high","n.s.",7,"n.s.",-7.2,"n.s.",-26,"lower",4,"n.s.",-43,"lower",-21,"lower",-32,"lower",-0.26,-0.21,-0.072,"lower","lower","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0005395","Ap1g1",9,"chr8",112353576,112356616,"+","Neural-high","n.s.",1,"n.s.",-4.8,"n.s.",-6,"n.s.",-12,"lower",-23,"lower",-3,"n.s.",-6,"n.s.",-0.06,-0.03,-0.048,"n.s.","n.s.","n.s.","gene_size",1,39737,"Ap1g1","chr8",110557245,110557253,9,-0.093,0,0
"MmuEX0005412","Ap1s2",9,"chrX",160355776,160370064,"+","Neural-high","ASD-low",-1,"n.s.",-13.6,"lower",-36,"lower",-2,"n.s.",1,"n.s.",-2,"n.s.",-20,"lower",-0.36,-0.02,-0.136,"lower","n.s.","lower","gene_size",1,37632,"Ap1s2","chrX",162714359,162714367,9,-0.037,4.21781276494438e-08,4.29069779706e-10
"MmuEX0005425","Ap2b1",18,"chr11",83116340,83121716,"+",NA,NA,NA,"n.s.",NA,"n.s.",-1,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",-0.01,NA,NA,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0005432","Ap3b1",9,"chr13",95312832,95317709,"+",NA,NA,2,"n.s.",-1,"n.s.",-1,"n.s.",-1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",-0.01,0,-0.01,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0005519","Apbb1",6,"chr7",112714162,112714564,"-","Neural-high","ASD-low",3,"n.s.",-16.4,"lower",-47,"lower",0,"n.s.",-6,"n.s.",-10,"n.s.",-20,"lower",-0.47,-0.1,-0.164,"lower","n.s.","lower","gene_size",1,56573,"Apbb1","chr7",105215153,105215158,6,-0.102,0,0
"MmuEX0005537","Apbb3",6,"chr18",36836132,36836518,"-",NA,"n.s.",0,"n.s.",-1.2,"n.s.",-2,"n.s.",NA,"n.s.",NA,"n.s.",0,"n.s.",NA,"n.s.",-0.02,0,-0.012,"n.s.","n.s.","n.s.","gene_size",1,19097,"Apbb3","chr18",36809670,36809675,6,-0.007,1,1
"MmuEX0005704","Arfgap1",30,"chr2",180712058,180713875,"+","Neural-high",NA,7,"n.s.",-26.6,"lower",-56,"lower",-26,"lower",-65,"lower",-32,"lower",-31,"lower",-0.56,-0.32,-0.266,"lower","lower","lower","gene_size",1,40489,"Arfgap1","chr2",180620205,180620234,30,-0.169,0,0
"MmuEX0005816","Arhgap21",25,"chr2",20813805,20836258,"-",NA,NA,-1,"n.s.",1.1,"n.s.",1,"n.s.",0,"n.s.",-1,"n.s.",0,"n.s.",1,"n.s.",0.01,0,0.011,"n.s.","n.s.","n.s.","gene_size",2,26606,"Arhgap21","chr2",20888011,20888040,30,0.037,1,0.260937622534
"MmuEX0005822","Arhgap21",30,"chr2",20803479,20808732,"-","Neural-high",NA,5,"n.s.",-26.5,"lower",-24,"lower",-22,"lower",-12,"lower",-11,"lower",-22,"lower",-0.24,-0.11,-0.265,"lower","lower","lower","gene_size",1,26606,"Arhgap21","chr2",20888011,20888040,30,0.037,1,0.260937622534
"MmuEX0005833","Arhgap23",23,"chr11",97352545,97354364,"+","Neural-high","n.s.",50,"higher",0.7,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",-13,"lower",NA,"n.s.",NA,-0.13,0.007,"n.s.","lower","n.s.","gene_size",1,14527,"Arhgap23","chr11",97382470,97382492,23,0.109,0.00137006976834466,5.10193730894e-05
"MmuEX0005849","Arhgap26",30,"chr18",39517318,39522770,"+",NA,NA,6,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",0,"n.s.",11,"n.s.",NA,0,NA,"n.s.","n.s.","n.s.","gene_size",1,15800,"Arhgap26","chr18",39490852,39490881,30,0.084,0.0050075915299337,0.000241464859201
"MmuEX0005947","Arhgef10l",15,"chr4",140124436,140126171,"-",NA,"ASD-low",5,"n.s.",-4.5,"n.s.",4,"n.s.",-2,"n.s.",-3,"n.s.",-4,"n.s.",-5,"n.s.",0.04,-0.04,-0.045,"n.s.","n.s.","n.s.","gene_size",1,56371,"Arhgef10l","chr4",140296067,140296081,15,-0.018,0.784773457094616,0.135609883995
"MmuEX0005959","Arhgef11",15,"chr3",87422715,87487407,"+",NA,NA,5,"n.s.",-1,"n.s.",-3,"n.s.",-1,"n.s.",-2,"n.s.",-1,"n.s.",3,"n.s.",-0.03,-0.01,-0.01,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0005960","Arhgef11",13,"chr3",87422715,87487407,"+",NA,NA,0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",1,"n.s.",0,0,0,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0005966","Arhgef11",30,"chr3",87521443,87526278,"+","Neural-low",NA,-19,"lower",8.7,"n.s.",-9,"n.s.",-25,"lower",-2,"n.s.",7,"n.s.",-9,"n.s.",-0.09,0.07,0.087,"n.s.","n.s.","n.s.","gene_size_contained",2,56443,"Arhgef11","chr3",87625536,87625565,30,0.041,0.586506747957349,0.0921930049969
"MmuEX0005968","Arhgef12",24,"chr9",42850760,42913261,"-",NA,NA,1,"n.s.",0.4,"n.s.",7,"n.s.",1,"n.s.",7,"n.s.",3,"n.s.",-1,"n.s.",0.07,0.03,0.004,"n.s.","n.s.","n.s.","gene_size",1,62640,"Arhgef12","chr9",42955560,42955583,24,-0.016,1,0.188843319307
"MmuEX0006037","Arhgef40",21,"chr14",52624418,52624663,"+",NA,NA,9,"n.s.",-5.4,"n.s.",-11,"n.s.",6,"n.s.",NA,"n.s.",-10,"n.s.",-10,"n.s.",-0.11,-0.1,-0.054,"n.s.","n.s.","n.s.","gene_size",1,8915,"Arhgef40","chr14",52242336,52242356,21,-0.167,0.0190484496052214,0.00122810430641
"MmuEX0006149","Arl6",13,"chr16",59613671,59618620,"-","Neural-high",NA,4,"n.s.",-8.2,"n.s.",-10,"n.s.",-9,"n.s.",-8,"n.s.",-6,"n.s.",-6,"n.s.",-0.1,-0.06,-0.082,"n.s.","n.s.","n.s.","gene_size",1,5179,"Arl6","chr16",59439029,59439041,13,-0.035,0.771251637117628,0.132625041516
"MmuEX0006230","Arntl",21,"chr7",120424317,120426770,"+",NA,"inconsistent",12,"higher",1.3,"n.s.",2,"n.s.",2,"n.s.",10,"higher",-9,"n.s.",NA,NA,0.02,-0.09,0.013,"n.s.","n.s.","n.s.","gene_size",1,56883,"Arntl","chr7",112880609,112880629,21,-0.09,0.00345944472572664,0.000153906399497
"MmuEX0006261","Arrb1",24,"chr7",106744617,106747000,"+","Neural-high","n.s.",3,"n.s.",-17.7,"lower",-22,"lower",-27,"lower",1,"n.s.",-5,"n.s.",-6,"n.s.",-0.22,-0.05,-0.177,"lower","n.s.","lower","gene_size",2,56059,"Arrb1","chr7",99246243,99246266,24,-0.043,3.77519430079682e-09,3.02020630727e-11
"MmuEX0006307","Arvcf",18,"chr16",18400347,18401659,"+","Neural-high","ASD-low",21,"higher",-31.8,"lower",-42,"lower",-15,"lower",10,"n.s.",-22,"lower",-23,"lower",-0.42,-0.22,-0.318,"lower","lower","lower","gene_size",1,65841,"Arvcf","chr16",18219531,18219548,18,0.072,0.044401227577591,0.00349167184285
"MmuEX0006334","Asap1",9,"chr15",63984493,63990443,"-","Neural-high","ASD-low",3,"n.s.",-29.9,"lower",-62,"lower",-18,"lower",-5,"n.s.",-16,"lower",-22,"lower",-0.62,-0.16,-0.299,"lower","lower","lower","gene_size",2,7649,"Asap1","chr15",64025693,64025701,9,-0.223,1.06657471876529e-08,9.28721544113e-11
"MmuEX0006337","Asap2",4,"chr12",21219087,21223835,"+","Neural-high",NA,0,"n.s.",-39.6,"lower",-68,"lower",-9,"n.s.",-14,"lower",-13,"lower",-60,"lower",-0.68,-0.13,-0.396,"lower","lower","lower","gene_size",1,12804,"Asap2","chr12",21264363,21264371,9,-0.196,0,0
"MmuEX0006404","Asf1a",13,"chr10",53326092,53327470,"+",NA,NA,0,"n.s.",0.1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",1,"n.s.",0,0,0.001,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
