"VastDB.ID","gene","length","chrom","start","end","strand","neural.trend","ASD.trend","Ptbp1.dPSI","Ptbp1.signif","Srrm4.dPSI","Srrm4.signif","Srrm3.Srrm4.dPSI","Srrm3.Srrm4.signif","Srsf11.dPSI","Srsf11.signif","Rbfox2.dPSI","Rbfox2.signif","Srrm3.dPSI","Srrm3.signif","Rnps1.dPSI","Rnps1.signif","srrm3_srrm4_dPSI","srrm3_dPSI","srrm4_dPSI","srrm3_srrm4_signif","srrm3_signif","srrm4_signif","match_type","n_rmats_candidates","rmats_id","rmats_gene","rmats_chr","rmats_start","rmats_end","rmats_exon_size","rmats_dPSI","rmats_FDR","rmats_PValue"
"MmuEX0002765","AI848100",21,"chr1",163775490,163777335,"-","Neural-high",NA,0,"n.s.",-2.6,"n.s.",-18,"lower",-1,"n.s.",-1,"n.s.",0,"n.s.",-4,"n.s.",-0.18,0,-0.026,"lower","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0002786","AL732311.1",29,"chr2",26493616,26495577,"-",NA,NA,-1,"n.s.",-1.1,"n.s.",0,"n.s.",-1,"n.s.",-1,"n.s.",1,"n.s.",1,"n.s.",0,0.01,-0.011,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0002972","Abca2",3,"chr2",25287610,25288617,"+",NA,NA,3,"n.s.",2.7,"n.s.",-2,"n.s.",-3,"n.s.",20,"higher",0,"n.s.",-6,"n.s.",-0.02,0,0.027,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0003251","Abi2",7,"chr1",60494077,60500828,"+",NA,"n.s.",1,"n.s.",-0.1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,0,-0.001,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0003401","Acap2",12,"chr16",31127520,31131345,"-","Neural-high","ASD-low",1,"n.s.",-15.3,"lower",-38,"lower",0,"n.s.",0,"n.s.",-1,"n.s.",-13,"lower",-0.38,-0.01,-0.153,"lower","n.s.","lower","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0003412","Acat1",9,"chr9",53403506,53406189,"-",NA,NA,0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,0,0,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0003675","Acvr2a",24,"chr2",48728994,48745817,"+","Neural-high",NA,NA,"n.s.",NA,NA,-9,"n.s.",-6,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",-0.09,NA,NA,"n.s.","n.s.",NA,"unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0004041","Add3",14,"chr19",53217580,53277903,"+",NA,NA,-1,"n.s.",3.2,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",-2,"n.s.",-3,"n.s.",NA,-0.02,0.032,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0004911","Ank3",3,"chr10",69478402,69486579,"+",NA,NA,-1,"n.s.",0.6,"n.s.",-1,"n.s.",-2,"n.s.",-2,"n.s.",0,"n.s.",0,"n.s.",-0.01,0,0.006,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0004989","Ankrd10",3,"chr8",11612948,11615814,"-",NA,NA,0,"n.s.",2.2,"n.s.",-2,"n.s.",2,"n.s.",3,"n.s.",0,"n.s.",-1,"n.s.",-0.02,0,0.022,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0005012","Ankrd13a",3,"chr5",115236819,115239316,"+",NA,NA,0,"n.s.",0.3,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,0,0.003,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0005300","Anp32a",3,"chr9",62222559,62225106,"+",NA,NA,0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,0,0,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0005371","Aox1",8,"chr1",58106334,58110507,"+",NA,NA,0,"n.s.",-2.1,"n.s.",-1,"n.s.",-2,"n.s.",-2,"n.s.",-1,"n.s.",-3,"n.s.",-0.01,-0.01,-0.021,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0005388","Ap1b1",9,"chr11",4940425,4941720,"+","Neural-high","n.s.",7,"n.s.",-7.2,"n.s.",-26,"lower",4,"n.s.",-43,"lower",-21,"lower",-32,"lower",-0.26,-0.21,-0.072,"lower","lower","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0005425","Ap2b1",18,"chr11",83116340,83121716,"+",NA,NA,NA,"n.s.",NA,"n.s.",-1,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",-0.01,NA,NA,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0005432","Ap3b1",9,"chr13",95312832,95317709,"+",NA,NA,2,"n.s.",-1,"n.s.",-1,"n.s.",-1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",-0.01,0,-0.01,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0005959","Arhgef11",15,"chr3",87422715,87487407,"+",NA,NA,5,"n.s.",-1,"n.s.",-3,"n.s.",-1,"n.s.",-2,"n.s.",-1,"n.s.",3,"n.s.",-0.03,-0.01,-0.01,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0005960","Arhgef11",13,"chr3",87422715,87487407,"+",NA,NA,0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",1,"n.s.",0,0,0,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0006404","Asf1a",13,"chr10",53326092,53327470,"+",NA,NA,0,"n.s.",0.1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",1,"n.s.",0,0,0.001,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0006430","Ash2l",18,"chr8",26939332,26941744,"-","Neural-high",NA,0,"n.s.",-0.1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",1,"n.s.",3,"n.s.",0,0.01,-0.001,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0006507","Asxl2",3,"chr12",3442557,3451661,"+",NA,NA,1,"n.s.",-2.2,"n.s.",-2,"n.s.",1,"n.s.",-2,"n.s.",-3,"n.s.",-4,"n.s.",-0.02,-0.03,-0.022,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0006778","Atp13a2",8,"chr4",140552715,140555042,"+",NA,NA,0,"n.s.",-0.7,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,0,-0.007,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0006958","Atp8b2",7,"chr3",89753940,89756596,"-",NA,"inconsistent",1,"n.s.",-0.1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,0,-0.001,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0007325","BC016423",20,"chr13",3598998,3599184,"-",NA,NA,0,"n.s.",0.9,"n.s.",0,"n.s.",-1,"n.s.",-1,"n.s.",2,"n.s.",3,"n.s.",0,0.02,0.009,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0007666","Banp",3,"chr8",124529583,124530990,"+",NA,NA,-1,"n.s.",0,"n.s.",-1,"n.s.",4,"n.s.",2,"n.s.",1,"n.s.",0,"n.s.",-0.01,0.01,0,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0007673","Bap1",30,"chr14",32064841,32065085,"+",NA,NA,0,"n.s.",-0.1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,0,-0.001,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0007703","Baz1b",30,"chr5",135707653,135712144,"+",NA,NA,NA,"n.s.",0.3,"n.s.",NA,"n.s.",0,"n.s.",1,"n.s.",0,"n.s.",0,"n.s.",NA,0,0.003,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0007942","Bet1l",9,"chr7",148040721,148040972,"-",NA,NA,4,"n.s.",-0.6,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",1,"n.s.",0,"n.s.",0,0.01,-0.006,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0007967","Bicd1",9,"chr6",149467636,149498871,"+",NA,NA,0,"n.s.",-0.2,"n.s.",-2,"n.s.",NA,"n.s.",NA,NA,0,"n.s.",1,"n.s.",-0.02,0,-0.002,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0007973","Bin1",12,"chr18",32581615,32584473,"+",NA,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,0,0,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0008283","Brp44l",4,"chr17",8481604,8489399,"+",NA,NA,NA,NA,NA,"n.s.",1,"n.s.",0,"n.s.",2,"n.s.",NA,NA,NA,NA,0.01,NA,NA,"n.s.",NA,"n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0008514","C230096C10Rik",9,"chr4",138919695,138920837,"+","Neural-high","ASD-low",0,"n.s.",-0.8,"n.s.",-7,"n.s.",0,"n.s.",-5,"n.s.",0,"n.s.",-2,"n.s.",-0.07,0,-0.008,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0008535","C2cd3",3,"chr7",107604001,107608285,"+",NA,NA,1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",1,"n.s.",0,0,0,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0009244","Cask",9,"chrX",13164092,13177482,"-",NA,"ASD-low",0,"n.s.",-0.5,"n.s.",-1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",-1,"n.s.",-0.01,0,-0.005,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0009425","Cc2d2a",15,"chr5",44107085,44109791,"+","Neural-high",NA,0,"n.s.",0.1,"n.s.",0,"n.s.",-1,"n.s.",-1,"n.s.",0,"n.s.",0,"n.s.",0,0,0.001,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0009436","Ccar1",13,"chr10",62248343,62253668,"-",NA,NA,0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",-1,"n.s.",-1,"n.s.",0,-0.01,0,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0009860","Ccdc64",12,"chr5",116120310,116123088,"-","Neural-high",NA,8,"n.s.",-1.5,"n.s.",-4,"n.s.",-7,"n.s.",-7,"n.s.",-3,"n.s.",-3,"n.s.",-0.04,-0.03,-0.015,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0009920","Ccdc77",28,"chr6",120300463,120304018,"-",NA,NA,NA,"n.s.",1.8,"n.s.",2,"n.s.",2,"n.s.",9,"n.s.",1,"n.s.",3,"n.s.",0.02,0.01,0.018,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0009921","Ccdc77",3,"chr6",120292088,120298405,"-",NA,NA,1,"n.s.",-2,"n.s.",-1,"n.s.",-1,"n.s.",2,"n.s.",0,"n.s.",1,"n.s.",-0.01,0,-0.02,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0010414","Cdc42bpg",12,"chr19",6318575,6320078,"+",NA,NA,0,"n.s.",-1.9,"n.s.",-1,"n.s.",-1,"n.s.",2,"n.s.",0,"n.s.",2,"n.s.",-0.01,0,-0.019,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0010546","Cdk13",6,"chr13",17831027,17842090,"-",NA,NA,0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",2,"n.s.",0,0,0,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0010780","Cenpc1",29,"chr5",86487272,86491028,"-",NA,NA,NA,NA,-2.6,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,NA,-0.026,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0011621","Cldnd1",8,"chr16",58728198,58729550,"+",NA,"n.s.",-1,"n.s.",-0.4,"n.s.",1,"n.s.",0,"n.s.",1,"n.s.",-1,"n.s.",-2,"n.s.",0.01,-0.01,-0.004,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0011805","Cltc",3,"chr11",86547347,86550572,"-","Neural-high",NA,0,"n.s.",-0.2,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,0,-0.002,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0011806","Cltc",12,"chr11",86526209,86531399,"-",NA,NA,0,"n.s.",0,"n.s.",-1,"n.s.",-1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",-0.01,0,0,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0011836","Cmc1",26,"chr9",118024548,118059134,"-",NA,NA,-1,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",2,"n.s.",NA,"n.s.",NA,0.02,NA,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0012082","Cog5",27,"chr12",32518252,32522059,"+",NA,NA,2,"n.s.",-1.1,"n.s.",-3,"n.s.",1,"n.s.",0,"n.s.",-5,"n.s.",NA,"n.s.",-0.03,-0.05,-0.011,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0012341","Col6a5",12,"chr9",105791706,105794456,"-",NA,NA,0,"n.s.",-0.9,"n.s.",0,"n.s.",-7,"n.s.",1,"n.s.",-1,"n.s.",0,"n.s.",0,-0.01,-0.009,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0012960","Cspp1",10,"chr1",10076034,10078131,"+",NA,NA,5,"n.s.",0.1,"n.s.",NA,"n.s.",NA,NA,NA,"n.s.",-2,"n.s.",NA,NA,NA,-0.02,0.001,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0013003","Ctage5",27,"chr12",60245758,60247833,"+",NA,"inconsistent",-1,"n.s.",0.5,"n.s.",1,"n.s.",2,"n.s.",1,"n.s.",0,"n.s.",0,"n.s.",0.01,0,0.005,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0013258","Cxxc1",27,"chr18",74377932,74378385,"+",NA,"inconsistent",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,0,0,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0013313","Cyp20a1",15,"chr1",60409015,60409752,"+",NA,NA,0,"n.s.",0.3,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",2,"n.s.",0,"n.s.",0,0.02,0.003,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0013417","Cyth1",3,"chr11",118038611,118043533,"-",NA,NA,0,"n.s.",5.7,"n.s.",0,"n.s.",-20,"lower",-3,"n.s.",-10,"n.s.",-13,"n.s.",0,-0.1,0.057,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0013424","Cyth3",3,"chr5",144463795,144467952,"+",NA,NA,6,"n.s.",-0.6,"n.s.",-1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",1,"n.s.",-0.01,0,-0.006,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0013953","Dctn2",3,"chr10",126704539,126711769,"+","Neural-high",NA,4,"n.s.",-6,"n.s.",-14,"lower",-28,"lower",-7,"n.s.",-4,"n.s.",-7,"n.s.",-0.14,-0.04,-0.06,"lower","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0013978","Dcun1d5",9,"chr9",7205401,7206719,"+",NA,NA,-1,"n.s.",3.8,"n.s.",3,"n.s.",3,"n.s.",1,"n.s.",2,"n.s.",41,"higher",0.03,0.02,0.038,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0014122","Ddx46",3,"chr13",55775476,55777256,"+",NA,NA,-1,"n.s.",-1.9,"n.s.",-1,"n.s.",1,"n.s.",5,"n.s.",0,"n.s.",-2,"n.s.",-0.01,0,-0.019,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0014209","Dennd1a",12,"chr2",37707973,37709512,"-",NA,NA,-6,"n.s.",0.6,"n.s.",-1,"n.s.",-1,"n.s.",-1,"n.s.",0,"n.s.",2,"n.s.",-0.01,0,0.006,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0014210","Dennd1a",15,"chr2",37792265,37817160,"-",NA,NA,0,"n.s.",0.5,"n.s.",0,"n.s.",1,"n.s.",1,"n.s.",0,"n.s.",0,"n.s.",0,0,0.005,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0014448","Dgkq",15,"chr5",109082239,109083092,"-",NA,NA,0,"n.s.",NA,"n.s.",0,"n.s.",NA,"n.s.",NA,"n.s.",-2,"n.s.",NA,"n.s.",0,-0.02,NA,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0014634","Diap1",9,"chr18",38020168,38049351,"-",NA,NA,1,"n.s.",-0.2,"n.s.",0,"n.s.",1,"n.s.",0,"n.s.",0,"n.s.",-1,"n.s.",0,0,-0.002,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0014636","Diap1",27,"chr18",38064814,38094855,"-",NA,"n.s.",0,"n.s.",1.8,"n.s.",-2,"n.s.",-9,"n.s.",-75,"lower",-4,"n.s.",-4,"n.s.",-0.02,-0.04,0.018,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0015390","Dock11",3,"chrX",33549446,33551626,"+",NA,NA,0,"n.s.",-2,"n.s.",-2,"n.s.",2,"n.s.",-3,"n.s.",1,"n.s.",1,"n.s.",-0.02,0.01,-0.02,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0015669","Dpyd",13,"chr3",119017850,119115051,"+",NA,NA,-12,"n.s.",-8.3,"n.s.",-5,"n.s.",-6,"n.s.",7,"n.s.",NA,"n.s.",NA,"n.s.",-0.05,NA,-0.083,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
