Supplementary Table 11:,"Table related to the selection of the events from MaPSy T0 to T1,2,3,4",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
TENM3,HsaEX0044638,27,HS,0.63,8.35,32.62,70.37,93.2,,0.25,2.31,73.49,84.88,T1_4,,7.940000000000012,8.320000000000013,84.63,2.06,86.69,86.19,78.24999999999999,,0,9.1,49.28,72.52
PTPRK,HsaEX0051167,12,HS,0,14.98,58.14,96.19,92.03,,0.2,4.48,71,83.33,not_selected,,8.900000000000006,9.100000000000005,83.13,4.28,87.41,87.00999999999999,78.10999999999999,,0.42,86.07,96.5,99.76
MTA1,HsaEX0040386,12,HS,4.1,21.82,63.61,94.26,94.95,,0.68,2.86,69.44,83.87,T1_4,,7.660000000000011,11.08000000000001,83.19,2.1799999999999997,85.37,84.01,76.35,,0,100,100,100
SPAG9,HsaEX0061188,15,HS,0,5.91,37.08,88.68,90.68,,0.31,2.05,65.87,82.04,not_selected,,8.950000000000003,9.260000000000003,81.73,1.7399999999999998,83.47,82.85,73.89999999999999,,0,24.58,72.65,100
SYNJ1,HsaEX0063208,24,HS,7.75,12.99,61.17,90.57,97.27,,3.6,6.6,76.68,86.59,not_selected,,6.529999999999987,10.679999999999987,82.99000000000001,2.9999999999999996,85.99000000000001,78.79,72.26000000000002,,0,10.66,61.75,82.12
PTK2,HsaEX0050846,9,HS,5.22,13.94,50.46,76.71,83.03,,5.23,7.63,65.08,83.15,not_selected,,0.10999999999999943,0.1200000000000001,77.92,2.3999999999999995,80.32000000000001,69.86000000000001,69.75000000000001,,0,35.51,83.54,93.54
AP1S2,HsaEX0004907,9,HS,0.47,46.52,78.23,96.42,96.54,,0.12,4.4,68.3,80.41,not_selected,,15.780000000000015,16.130000000000017,80.28999999999999,4.28,84.57,84.33,68.54999999999998,,16.19,66.89,92.31,85.71
RAPGEF6,HsaEX0052287,15,HS,0,3.12,48.78,86.62,91.9,,0.26,2.79,66.24,78.89,not_selected,,13.27000000000001,13.53000000000001,78.63,2.5300000000000002,81.16,80.64,67.36999999999999,,2.38,26.84,70.35,95.16
SPTAN1,HsaEX0061551,15,HS,11.94,39.45,62.93,94.59,97.56,,9.7,20.28,82.63,90.6,not_selected,,4.720000000000013,6.960000000000013,80.89999999999999,10.580000000000002,91.47999999999999,72.07999999999998,67.35999999999997,,0,45.71,21.92,0
TACC2,HsaEX0063374,9,HS,0,0,28.9,42.34,64.93,,0.36,2.19,63.72,80.53,T1_4,,15.239999999999995,15.599999999999994,80.17,1.83,82,81.28,66.04,,0,20.55,72.49,100
SH3GLB1,HsaEX0058023,24,HS,1.73,24.22,56.95,90.74,96.22,,0,1.83,68.31,77.86,not_selected,,16.629999999999995,18.359999999999996,77.86,1.83,79.69,79.69,63.06,,5.67,25.69,70.94,93.53
CSNK1G3,HsaEX0017556,24,HS,18.49,32.96,65.08,95.74,97.6,,2.33,1.29,48.82,75.96,not_selected,,5.480000000000004,21.64,73.63,-1.04,72.58999999999999,67.92999999999999,62.44999999999999,,0.23,33.26,52.46,69.51
NCKAP1,HsaEX0042009,18,HS,0.32,15.33,56.15,95.77,97.7,,0.98,6.83,62.52,77.84,not_selected,,20.52000000000001,21.18000000000001,76.86,5.85,82.71,80.75,60.22999999999999,,0,8.85,69.37,74.25
NRCAM,HsaEX0043771,18,HS,1.03,10.23,45.84,83.87,91.98,,0.22,1.03,61.28,74.6,not_selected,,16.570000000000007,17.380000000000006,74.38,0.81,75.19,74.75,58.17999999999999,,0,81.07,96.21,96.87
CLASP1,HsaEX0015474,24,HS,29.72,46.43,68.3,96.29,95.94,,5.53,8.14,71.16,84.04,not_selected,,12.290000000000006,36.480000000000004,78.51,2.6100000000000003,81.12,70.06,57.769999999999996,,0,7.25,42.86,78.65
NAV1,HsaEX0041746,24,HS,21.54,39.59,75.02,87.5,90.26,,8.64,16.06,67.25,76.7,not_selected,,0.6599999999999966,13.559999999999995,68.06,7.419999999999998,75.48,58.2,57.540000000000006,,0,100,100,100
TPD52L1,HsaEX0066659,15,HS,0,5.62,30.01,77.78,89.41,,14.32,33.65,81.73,89.58,not_selected,,14.150000000000006,28.470000000000006,75.25999999999999,19.33,94.58999999999999,65.94999999999999,51.79999999999998,,0,22.08,50.63,94.67
DOCK11,HsaEX0020546,18,HS,0,16.84,66.73,97.4,96.31,,0,5.06,55.66,71.32,not_selected,,24.99000000000001,24.99000000000001,71.32,5.06,76.38,76.38,51.389999999999986,,0,62.57,93.65,100
ATP1B3,HsaEX0006858,20,HS,0,25.16,69.17,94.7,87.82,,0,0.25,51.07,65.31,not_selected,,22.50999999999999,22.50999999999999,65.31,0.25,65.56,65.56,43.05000000000001,,0,24.14,37.56,53.85
DNM1,HsaEX0020438,12,HS,57.13,85.97,90.45,98.58,98.23,,0.45,1.92,62.9,80.78,not_selected,,39.23,95.91,80.33,1.47,81.8,80.89999999999999,41.669999999999995,,1.22,73.55,93.47,97.37
DOCK9,HsaEX0020667,8,HS,0,4.97,39.96,90.34,93.33,,0.03,0.7,48.63,64.9,not_selected,,28.459999999999994,28.489999999999995,64.87,0.6699999999999999,65.54,65.48,37.02000000000001,,0,93.79,98.12,99.6
TENM3,HsaEX0044642,21,HS,31.01,35.53,71.64,95.75,98.61,,17.85,21.73,74.83,84.88,not_selected,,0.5699999999999932,13.729999999999993,67.03,3.879999999999999,70.91,35.209999999999994,34.64,,0.3,93.97,98.06,98.37
SSR1,HsaEX0061917,15,HS,0.65,9.92,38.49,87.22,91.96,,0.66,2.57,50.06,62.2,not_selected,,29.769999999999982,29.779999999999983,61.540000000000006,1.9099999999999997,63.45,62.13,32.36000000000002,,0.56,12.96,40.07,80.89
RAPGEF2,HsaEX0052261,18,HS,72.17,79.17,91.6,97.98,100,,4.63,16.76,85.28,94.35,not_selected,,61.89,129.43,89.72,12.130000000000003,101.85,92.58999999999999,30.69999999999999,,0.74,55.97,84.96,97.58
KIF1B,HsaEX0034475,18,HS,0,4.95,53.73,92.07,95.62,,0.07,0.44,45.82,61.55,not_selected,,34.14000000000001,34.21000000000001,61.48,0.37,61.849999999999994,61.709999999999994,27.569999999999986,,0.37,43.96,83.57,97.52
RAPGEF2,HsaEX0052258,24,HS,55.26,71.85,86.41,98.18,99.22,,25.67,50.16,85.02,91.11,not_selected,,21.479999999999997,51.06999999999999,65.44,24.489999999999995,89.92999999999999,38.58999999999999,17.109999999999992,,0,22.22,73.71,92.88
APBB1,HsaEX0005055,4,HS,0.45,59.49,80.55,94.07,96.71,,0.07,1.31,38.62,53.47,not_selected,,42.85999999999999,43.239999999999995,53.4,1.24,54.64,54.5,11.640000000000008,,1.51,47.13,71.18,94.9
POC1B,HsaEX0048789,23,HS,1.25,4.03,39.45,62.5,77.99,,0,0.28,24.73,40.43,not_selected,,36.309999999999995,37.559999999999995,40.43,0.28,40.71,40.71,4.400000000000006,,6.85,87.84,97.34,99.56
PSAP,HsaEX0050522,6,HS,40.17,54.38,71.89,92.39,94.27,,28.16,38.2,68.9,77.13,not_selected,,5.1299999999999955,17.139999999999997,48.97,10.040000000000003,59.010000000000005,2.690000000000005,-2.4399999999999906,,9.97,91.76,100,98.58
NSMF,HsaEX0042574,6,HS,1.43,21.16,57.78,92.38,94.4,,0.2,0.67,32.19,44.04,not_selected,,49.13,50.36,43.839999999999996,0.47000000000000003,44.309999999999995,43.91,-5.220000000000006,,3.04,96.71,100,100
SNX14,HsaEX0060805,27,HS,58.35,75.47,82.93,95.29,93.18,,0,0.12,4.78,10.68,not_selected,,24.150000000000006,82.5,10.68,0.12,10.799999999999999,10.799999999999999,-13.350000000000007,,21.63,45.98,79.72,96.62
MADD,HsaEX0037214,9,HS,0,15.15,32.41,44.68,53.85,,39.21,53.21,84.34,90.11,not_selected,,2.950000000000003,42.160000000000004,50.9,14,64.9,-13.519999999999996,-16.47,,2.34,85.86,98.29,100
FBXO16,HsaEX0025234,26,HS,0,6.23,20.34,41.72,41.49,,0.89,0.7,9.51,12.57,not_selected,,29.810000000000002,30.700000000000003,11.68,-0.19000000000000006,11.49,9.71,-20.1,,0,51.73,74.48,93.31
GULP1,HsaEX0029101,11,HS,0,7.07,48.71,87.63,96.01,,0.12,0.19,24.19,37.55,not_selected,,58.580000000000005,58.7,37.43,0.07,37.5,37.26,-21.320000000000007,,6.55,44.14,89.73,98.01
EEA1,HsaEX0021607,15,HS,0,0.71,35.21,93.05,97.59,,0.06,0.08,23.86,37.5,not_selected,,60.150000000000006,60.21000000000001,37.44,0.020000000000000004,37.46,37.34,-22.810000000000002,,1.48,32.13,74.6,87.61
FSTL4,HsaEX0026517,27,HS,13.34,19.42,42.81,76.76,76.05,,4.82,5,22.94,28.32,not_selected,,39.209999999999994,47.72999999999999,23.5,0.17999999999999972,23.68,14.04,-25.169999999999995,,0,20.69,70.83,100
ERGIC3,HsaEX0023051,15,HS,0.25,21.54,49.13,80.93,84.24,,34.13,42.36,81.7,88.32,not_selected,,29.800000000000004,63.68000000000001,54.18999999999999,8.229999999999997,62.41999999999999,-5.840000000000018,-35.64000000000002,,0,21.71,51.29,83.15
CAMTA2,HsaEX0012302,21,HS,2.34,62.63,82.22,96.13,98.88,,0.11,0.19,18.68,29.79,not_selected,,66.85999999999999,69.08999999999999,29.68,0.08,29.759999999999998,29.54,-37.319999999999986,,3.72,48.51,82.09,91.49
PTK2,HsaEX0050856,21,HS,0.56,22.08,62.98,98.47,97.79,,0.08,0,12.56,28.95,not_selected,,68.36,68.84,28.87,-0.08,28.790000000000003,28.630000000000003,-39.73,,0,49.99,61.39,67.15
ASAP1,HsaEX0006155,9,HS,0,0,63.98,92.72,94.17,,0.24,0.13,15.17,19.39,not_selected,,75.02,75.25999999999999,19.150000000000002,-0.10999999999999999,19.040000000000003,18.560000000000002,-56.459999999999994,,52.58,89.17,98.37,100
DCTN1,HsaEX0018764,15,HS,1.36,24.6,60.31,89.94,95.7,,0.09,0.26,10.67,17.56,not_selected,,76.87,78.14,17.47,0.17,17.64,17.46,-59.410000000000004,,8.62,26.92,49.61,75.83
GRAMD1A,HsaEX0028492,12,HS,0.12,18.2,60.61,94.61,96.05,,0.06,0.39,10.06,15.44,not_selected,,80.55,80.61,15.379999999999999,0.33,15.709999999999999,15.59,-64.96,,39.48,92.14,95.35,97.82
CLASP2,HsaEX0015498,24,HS,0,3.69,38.04,89.17,90.44,,0,0,7.76,11.58,not_selected,,78.86,78.86,11.58,0,11.58,11.58,-67.28,,19.88,41.41,72.14,100
MAST2,HsaEX0037980,21,HS,18.69,23.27,45.11,75.51,88.74,,0,0,0.19,0.42,not_selected,,69.63,88.32,0.42,0,0.42,0.42,-69.21,,50.1,97.8,100,100
SH3GLB2,HsaEX0058029,15,HS,1.45,21.36,53.53,92.82,92.58,,0,0.05,3.53,5.77,not_selected,,85.36,86.81,5.77,0.05,5.819999999999999,5.819999999999999,-79.54,,47.31,76.39,88.69,100
PTK2,HsaEX0050855,18,HS,3.47,24.14,60,88.54,90.86,,0,0.04,0.47,0.14,not_selected,,87.25,90.72,0.14,0.04,0.18000000000000002,0.18000000000000002,-87.07,,58.01,98.87,98.81,100
OCRL,HsaEX0044588,24,HS,39.61,62.68,78.43,96.8,96.86,,71.91,78.94,94.78,96.87,not_selected,,32.28999999999999,64.58999999999999,24.960000000000008,7.030000000000001,31.99000000000001,-111.82999999999998,-144.11999999999998,,2.85,35.86,58.33,88.65
ATL2,HsaEX0006689,15,HS,0.24,29.97,59.05,93.35,88.78,,89.56,92.56,97.52,98.47,not_selected,,79.63000000000001,168.95000000000002,8.909999999999997,3,11.909999999999997,-167.21,-246.84000000000003,,26.96,41.24,67.13,84.41
PACSIN2,HsaEX0045196,6,HS,1.19,28.36,70.26,93.82,93.84,,88.58,90.65,96.97,97.68,not_selected,,83.55,170.94,9.100000000000009,2.0700000000000074,11.170000000000016,-165.98999999999998,-249.53999999999996,,36.46,64.56,81.02,97.41
GLRB,HsaEX0027672,12,LS,0,1.47,1.82,10.02,14.62,,0,0.9,,,T1_4,,,,,0.9,,,,,0,1.69,13.77,53.93
CKAP5,HsaEX0015457,24,LS,0,3.25,24.44,81.6,89.31,,0.08,0.73,54.7,74.77,not_selected,,14.620000000000005,14.700000000000005,74.69,0.65,74.03999999999999,73.88,59.25999999999999,,0,0,22.74,79.64
ACVR2A,HsaEX0002213,24,LS,0,2.45,2.86,49.57,71.7,,0.88,16.18,88.48,95.23,not_selected,,22.650000000000006,23.530000000000005,94.35000000000001,15.299999999999999,79.05000000000001,77.29,54.64,,0,0,0.71,9.33
CHPT1,HsaEX0015276,27,LS,0,0.86,11.69,51.82,59,,0,5.75,80.08,90.94,T1_4,,31.939999999999998,31.939999999999998,90.94,5.75,85.19,85.19,53.25,,0,4.43,27.87,65.81
TAF1,HsaEX0063412,6,LS,0,2.39,17.4,64.78,77.69,,0.76,1.54,50.33,66.28,T1_4,,12.170000000000002,12.930000000000001,65.52,0.78,64.74,63.21999999999999,51.04999999999999,,0,0,0,21.51
TNIK,HsaEX0066242,24,LS,45.51,56.61,69.09,95.82,98.48,,3.85,5.54,57.86,69.76,not_selected,,12.940000000000005,54.6,65.91000000000001,1.69,64.22000000000001,56.52000000000001,43.580000000000005,,0,0,0,19.99
CLASP1,HsaEX0015476,27,LS,1.04,0,20.68,71.99,83.75,,12.58,28.12,90.05,96.02,not_selected,,0.730000000000004,12.270000000000003,83.44,15.540000000000001,67.89999999999999,42.739999999999995,42.00999999999999,,0,0.22,1.44,14.91
PLS3,HsaEX0048492,27,LS,0.05,1.39,20.65,68.99,83.9,,0.14,0.49,48.96,63.14,T1_4,,20.85000000000001,20.94000000000001,63,0.35,62.65,62.37,41.51999999999999,,0,2.44,8.36,29.73
MADD,HsaEX0037213,9,LS,0,0,5.52,28.89,43.53,,0.04,0.8,28.84,42.22,T1_4,,1.3500000000000014,1.3900000000000015,42.18,0.76,41.42,41.34,39.99,,0,2.84,14.77,20.34
MEF2A,HsaEX0038690,24,LS,1.88,1.85,22.73,61.89,77.39,,3.47,3.55,47.75,63.72,T1_4,,15.260000000000005,16.850000000000005,60.25,0.07999999999999963,60.17,53.230000000000004,37.97,,0,1.25,9.26,38.55
ITSN1,HsaEX0032608,8,LS,0,1.1,17.16,76.41,82.48,,0.15,0.39,35.82,57.99,T1_4,,24.64,24.79,57.84,0.24000000000000002,57.6,57.300000000000004,32.660000000000004,,0,0.49,3.71,37.07
CLASP1,HsaEX0015478,24,LS,0,0,0,24.28,32.96,,0.58,1.36,45.11,59.63,T1_4,,26.090000000000003,26.67,59.050000000000004,0.7800000000000001,58.27,57.11000000000001,31.020000000000003,,0,0,0,41.18
CASK,HsaEX0012542,27,LS,0,0.5,13.54,66.38,81.35,,0.19,0.38,42.99,56.29,not_selected,,25.249999999999993,25.439999999999994,56.1,0.19,55.910000000000004,55.53,30.28000000000001,,0,0,1.54,11.84
SH3GLB2,HsaEX0058030,12,LS,0,0,10.17,31.68,39.45,,0.12,0.29,19.32,35.1,T1_4,,4.469999999999999,4.589999999999999,34.980000000000004,0.16999999999999998,34.81,34.57,30.1,,0,0,7.53,4.05
CLEC16A,HsaEX0015596,6,LS,0,0,4.61,27.08,33.69,,1.98,2.7,45.87,60.15,not_selected,,24.480000000000004,26.460000000000004,58.17,0.7200000000000002,57.45,53.49,29.009999999999998,,0,2.59,6.02,19.31
PTPRU,HsaEX0051231,18,LS,0,0,5.02,12.23,27.28,,0.78,2.62,63.52,77.86,not_selected,,49.8,50.58,77.08,1.84,75.24,73.67999999999999,23.879999999999995,,0,0,0.64,12.62
FNBP1L,HsaEX0026120,15,LS,0,0,3.86,11.96,17.95,,0.18,0.67,7.01,20.69,not_selected,,2.5600000000000023,2.7400000000000024,20.51,0.49000000000000005,20.020000000000003,19.660000000000004,17.1,,0,0,0,0
INTS13,HsaEX0009119,24,LS,0,0,6,35.14,56.51,,1.25,1.61,24.12,39.38,not_selected,,18.379999999999995,19.629999999999995,38.13,0.3600000000000001,37.77,35.27,16.890000000000008,,0,0,0,0
PPP6R3,HsaEX0049811,18,LS,0,0,1.51,14.39,16.16,,0.05,0.22,19.73,30.33,T1_4,,14.119999999999997,14.169999999999998,30.279999999999998,0.16999999999999998,30.109999999999996,30.009999999999994,15.889999999999997,,2.07,0,5.28,5.45
TPD52L2,HsaEX0066667,27,LS,0.19,1.49,21.31,56.2,75.17,,11.91,17.34,62.41,71.47,not_selected,,15.420000000000002,27.14,59.56,5.43,54.13,30.310000000000002,14.89,,0.11,5.93,54.42,95.56
OFD1,HsaEX1026556,19,LS,0,0,4.29,14.75,25.72,,0.19,0.25,14.9,19.93,T1_4,,5.98,6.170000000000001,19.74,0.06,19.68,19.3,13.32,,6.22,5.94,24.06,69.93
SBF1,HsaEX1036077,24,LS,0,1.84,12.2,68.81,80.89,,9.15,11.5,54.68,65.59,not_selected,,24.449999999999996,33.599999999999994,56.440000000000005,2.3499999999999996,54.09,35.790000000000006,11.34000000000001,,0,1.61,30.77,59.01
AP1G1,HsaEX0004874,9,LS,30.61,33.05,54.81,72.32,87.88,,4.35,5.65,31.57,42.7,not_selected,,18.919999999999995,45.17999999999999,38.35,1.3000000000000007,37.05,28.349999999999998,9.430000000000003,,0,0,9.09,8.77
KMT2C,HsaEX1019114,23,LS,0,0,3.36,15.87,22.55,,0.05,0.18,10.33,15.56,T1_4,,7.040000000000001,7.090000000000001,15.51,0.13,15.379999999999999,15.28,8.239999999999998,,0.64,1.64,9.78,19.12
NRBP1,HsaEX0043752,24,LS,0.14,0.93,3.14,11.55,20.37,,0,0.09,10.16,13.77,T1_4,,6.460000000000001,6.6000000000000005,13.77,0.09,13.68,13.68,7.219999999999999,,45.24,69.84,98.2,97.82
FAM49B,HsaEX1014075,8,LS,0,0,3.14,10.71,15.72,,0,0.09,5.85,11.2,not_selected,,4.520000000000001,4.520000000000001,11.2,0.09,11.11,11.11,6.589999999999998,,13.24,27.23,52.08,59.79
TRAPPC8,HsaEX1041860,21,LS,1.47,2.46,25.33,85.59,91.43,,0.22,0.77,33.54,48.24,not_selected,,41.940000000000005,43.190000000000005,48.02,0.55,47.470000000000006,47.03000000000001,5.090000000000003,,0,1.95,8.35,16.96
ARRB1,HsaEX0006044,24,LS,45.16,24.22,28.04,44.3,60.69,,5.83,5.66,20.57,23.61,not_selected,,2.25,41.58,17.78,-0.16999999999999993,17.950000000000003,6.290000000000003,4.040000000000003,,0.42,15.54,60.47,94.15
CTNND1,HsaEX0017872,18,LS,0.97,0,16.59,33.44,31.77,,9.59,17.79,78.39,88.02,not_selected,,47.629999999999995,56.24999999999999,78.42999999999999,8.2,70.22999999999999,51.04999999999999,3.4199999999999946,,0,0,0.81,13.09
CEP78,HsaEX1008364,18,LS,0,0,12.45,57.7,76.78,,0.06,0.29,25.77,39.52,not_selected,,37.32,37.38,39.46,0.22999999999999998,39.230000000000004,39.11000000000001,1.7900000000000063,,0,4.64,19.31,47.22
PTPRF,HsaEX0051130,18,LS,0,0,0,1.38,7.16,,1.74,4.45,65.01,78.92,not_selected,,70.02000000000001,71.76,77.18,2.71,74.47000000000001,70.99000000000001,0.9699999999999989,,0,0,3.43,13.19
PTPRF,HsaEX0051135,12,LS,0,3.02,4.42,4.92,1.97,,0.6,0.73,3.32,3.95,not_selected,,1.3800000000000001,1.98,3.35,0.13,3.22,2.0200000000000005,0.6400000000000003,,13.61,32.2,41.37,62.79
ATP11A,HsaEX1005044,24,LS,0,0,0.89,4.72,13.19,,0.14,0.94,3.66,6.31,not_selected,,7.02,7.159999999999999,6.17,0.7999999999999999,5.37,5.09,-1.9299999999999997,,0.09,6.38,28.17,65.42
TPD52,HsaEX0066655,27,LS,1.47,0.78,5.91,9.9,16.49,,9.02,10.04,35.4,44.24,not_selected,,20.200000000000003,27.750000000000004,35.22,1.0199999999999996,34.2,16.160000000000004,-4.039999999999999,,0,0,3.9,15.98
KIF1A,HsaEX0034463,24,LS,0.2,0,1.18,1.21,4.68,,0,0.02,0.2,0.21,not_selected,,4.27,4.47,0.21,0.02,0.19,0.19,-4.079999999999999,,,,,
FMNL2,HsaEX0026036,21,LS,0,0,0,6.49,8.35,,0,0,0.99,1.3,not_selected,,7.05,7.05,1.3,0,1.3,1.3,-5.75,,,,,
UNC13B,HsaEX0069336,6,LS,0,0,3.87,11.54,17.28,,8.97,14.16,60.2,70.15,not_selected,,43.900000000000006,52.870000000000005,61.18000000000001,5.1899999999999995,55.99000000000001,38.05000000000001,-5.849999999999994,,0,3.08,23.1,61.18
EIF4G1,HsaEX1012909,21,LS,0.32,0.97,5.94,32.92,50.87,,0,0,13.25,21.87,not_selected,,28.679999999999996,28.999999999999996,21.87,0,21.87,21.87,-6.809999999999995,,0,2.5,3.71,16.24
ARHGEF11,HsaEX0005602,15,LS,0,0.64,14.1,48.67,54.83,,28.26,34.74,82.65,88.77,not_selected,,5.679999999999993,33.94,60.50999999999999,6.48,54.02999999999999,-2.490000000000016,-8.170000000000009,,0,2.52,24.88,56.32
