"GeneID","geneSymbol","n_events_pos","n_sig_pos","n_event_types","event_types","n_microexon","mean_abs_dPSI","n_selection_events","selection_mean_dPSI"
"ENSMUSG00000048029","Eno4",4,0,2,"A3SS,SE",0,0.082,4,-0.104
"ENSMUSG00000051331","Cacna1c",33,2,3,"A5SS,MXE,SE",0,0.052,4,0.16
"ENSMUSG00000051586","Mical3",25,4,2,"MXE,SE",0,0.075,4,0.081
"ENSMUSG00000053046","Brsk2",18,3,3,"A5SS,MXE,SE",0,0.052,4,0.086
"ENSMUSG00000057335","Cep170",16,5,5,"A3SS,A5SS,MXE,RI,SE",0,0.064,4,-0.058
"ENSMUSG00000070047","Fat1",10,1,2,"MXE,SE",0,0.096,4,0.251
"ENSMUSG00000074758","Gm5535",10,2,1,"SE",0,0.079,4,0.24
"ENSMUSG00000097080","1700086O06Rik",17,3,2,"A3SS,SE",0,0.089,4,0.362
"ENSMUSG00000004561","Mettl17",14,2,4,"A3SS,A5SS,RI,SE",0,0.063,3,-0.197
"ENSMUSG00000008855","Hdac5",41,1,5,"A3SS,A5SS,MXE,RI,SE",0,0.025,3,0.121
"ENSMUSG00000009741","Ubp1",27,4,5,"A3SS,A5SS,MXE,RI,SE",0,0.031,3,-0.089
"ENSMUSG00000013973","Dedd",5,2,1,"SE",0,0.081,3,0.169
"ENSMUSG00000020131","Pcsk4",6,2,3,"A3SS,MXE,SE",0,0.127,3,-0.003
"ENSMUSG00000020300","Cpeb4",10,0,2,"MXE,SE",2,0.036,3,0.055
"ENSMUSG00000020385","Clk4",24,2,3,"MXE,RI,SE",0,0.046,3,-0.099
"ENSMUSG00000020792","Exoc7",10,3,2,"MXE,SE",0,0.072,3,0.16
"ENSMUSG00000021820","Camk2g",23,1,4,"A5SS,MXE,RI,SE",0,0.031,3,0.059
"ENSMUSG00000022973","Synj1",17,3,3,"A3SS,MXE,SE",4,0.087,3,0.225
"ENSMUSG00000023206","Il15ra",11,3,4,"A3SS,A5SS,MXE,SE",0,0.104,3,0.1
"ENSMUSG00000024044","Epb41l3",31,3,3,"A3SS,MXE,SE",0,0.03,3,0.064
"ENSMUSG00000024330","Col11a2",8,0,2,"MXE,SE",0,0.14,3,0.337
"ENSMUSG00000024921","Smarca2",21,0,3,"A5SS,MXE,SE",0,0.038,3,-0.037
"ENSMUSG00000025404","R3hdm2",36,2,3,"A3SS,MXE,SE",0,0.033,3,0.144
"ENSMUSG00000026113","Inpp4a",12,3,4,"A3SS,A5SS,MXE,SE",3,0.058,3,0.101
"ENSMUSG00000026388","3110009E18Rik",11,3,2,"MXE,SE",0,0.068,3,-0.039
"ENSMUSG00000026527","Rgs7",19,2,2,"MXE,SE",0,0.053,3,0.085
"ENSMUSG00000028078","Dclk2",13,0,3,"A3SS,A5SS,SE",2,0.022,3,0.124
"ENSMUSG00000028524","Sgip1",15,1,3,"A3SS,MXE,SE",6,0.036,3,0.254
"ENSMUSG00000029267","Mtf2",37,6,4,"A3SS,A5SS,RI,SE",1,0.055,3,-0.136
"ENSMUSG00000030089","Slc41a3",2,1,1,"SE",0,0.148,3,0.039
"ENSMUSG00000030924","Rexo5",24,2,3,"A5SS,MXE,SE",0,0.063,3,0.001
"ENSMUSG00000032599","Ip6k2",15,1,3,"A3SS,MXE,SE",0,0.044,3,0.186
"ENSMUSG00000032624","Eml4",14,3,3,"MXE,RI,SE",0,0.06,3,0.171
"ENSMUSG00000032637","Atxn2l",24,3,4,"A3SS,A5SS,MXE,SE",0,0.033,3,-0.183
"ENSMUSG00000033102","Cdc14b",12,2,2,"MXE,SE",0,0.112,3,0.22
"ENSMUSG00000033287","Kctd17",18,0,3,"A5SS,MXE,SE",0,0.043,3,-0.109
"ENSMUSG00000033419","Snap91",52,1,2,"MXE,SE",7,0.029,3,0.192
"ENSMUSG00000034518","Hmgxb4",5,2,2,"RI,SE",0,0.076,3,0.063
"ENSMUSG00000036817","Sun1",39,4,3,"A3SS,MXE,SE",1,0.027,3,0.142
"ENSMUSG00000037266","Rsrp1",7,3,3,"A3SS,RI,SE",0,0.093,3,-0.155
"ENSMUSG00000037697","Ddhd1",12,3,3,"A3SS,MXE,SE",2,0.071,3,0.181
"ENSMUSG00000038495","Otud7b",10,2,2,"MXE,SE",0,0.07,3,0.035
"ENSMUSG00000039126","Prune2",28,1,2,"MXE,SE",0,0.028,3,0.116
"ENSMUSG00000040481","Bptf",16,4,2,"MXE,SE",0,0.042,3,-0.12
"ENSMUSG00000042870","Tom1",18,1,2,"MXE,SE",0,0.058,3,0.185
"ENSMUSG00000045679","Pqlc3",7,1,3,"A3SS,RI,SE",0,0.084,3,-0.17
"ENSMUSG00000047021","Cfap65",11,2,2,"MXE,SE",0,0.077,3,0.027
"ENSMUSG00000053332","Gas5",50,9,5,"A3SS,A5SS,MXE,RI,SE",3,0.054,3,-0.158
"ENSMUSG00000056486","Chn1",37,2,2,"MXE,SE",1,0.035,3,-0.156
"ENSMUSG00000057230","Aak1",17,3,2,"MXE,SE",0,0.087,3,0.259
"ENSMUSG00000057649","Brd9",8,5,3,"A3SS,RI,SE",0,0.106,3,-0.15
"ENSMUSG00000061306","Slc38a10",35,0,3,"A3SS,MXE,SE",1,0.023,3,0.131
"ENSMUSG00000062604","Srpk2",25,0,2,"MXE,SE",1,0.018,3,0.081
"ENSMUSG00000062991","Nrg1",11,2,2,"MXE,SE",3,0.1,3,-0.198
"ENSMUSG00000064302","Clasp1",27,2,4,"A3SS,A5SS,MXE,SE",6,0.047,3,0.184
"ENSMUSG00000069631","Strada",17,3,3,"A5SS,MXE,SE",4,0.051,3,0.135
"ENSMUSG00000072501","Phf20l1",20,4,5,"A3SS,A5SS,MXE,RI,SE",0,0.061,3,0.041
"ENSMUSG00000086453","Gm11457",3,2,1,"SE",0,0.323,3,0.038
"ENSMUSG00000097451","Rian",46,6,5,"A3SS,A5SS,MXE,RI,SE",3,0.076,3,0.022
"ENSMUSG00000097755","2010110K18Rik",11,0,5,"A3SS,A5SS,MXE,RI,SE",0,0.049,3,-0.178
"ENSMUSG00000119993","Gm32085",10,0,3,"A3SS,A5SS,SE",0,0.069,3,0.005
"ENSMUSG00000000386","Mx1",8,1,3,"A3SS,MXE,SE",0,0.078,2,-0.025
"ENSMUSG00000000631","Myo18a",23,2,3,"A5SS,MXE,SE",2,0.061,2,0.177
"ENSMUSG00000000881","Dlg3",16,1,3,"MXE,RI,SE",0,0.067,2,-0.002
"ENSMUSG00000001036","Epn2",35,1,2,"MXE,SE",0,0.046,2,0.002
"ENSMUSG00000001143","Lman2l",21,1,3,"A5SS,MXE,SE",0,0.02,2,0.216
"ENSMUSG00000002227","Mov10",9,1,3,"A3SS,A5SS,SE",0,0.056,2,-0.128
"ENSMUSG00000002885","Adgre5",8,2,2,"MXE,SE",0,0.069,2,0.04
"ENSMUSG00000004562","Arhgef40",32,3,5,"A3SS,A5SS,MXE,RI,SE",1,0.029,2,-0.163
"ENSMUSG00000004698","Hdac9",3,1,2,"A3SS,SE",0,0.057,2,0.03
"ENSMUSG00000005501","Usp40",11,3,2,"MXE,SE",0,0.109,2,0.034
"ENSMUSG00000005899","Smpd4",13,2,4,"A3SS,MXE,RI,SE",0,0.058,2,0.005
"ENSMUSG00000006476","Nsmf",16,1,2,"MXE,SE",3,0.028,2,0.01
"ENSMUSG00000006720","Zfp184",2,1,2,"A3SS,A5SS",0,0.08,2,0.15
"ENSMUSG00000007035","Msh5",50,2,4,"A3SS,A5SS,MXE,SE",0,0.048,2,0.004
"ENSMUSG00000010086","Rnf112",11,2,5,"A3SS,A5SS,MXE,RI,SE",0,0.078,2,-0.278
"ENSMUSG00000013523","Bcas1",11,0,2,"MXE,SE",0,0.028,2,0.145
"ENSMUSG00000014873","Surf2",9,0,3,"A3SS,RI,SE",0,0.03,2,-0.113
"ENSMUSG00000015790","Surf1",40,0,5,"A3SS,A5SS,MXE,RI,SE",0,0.02,2,-0.151
"ENSMUSG00000016200","Syt14",8,1,2,"MXE,SE",0,0.05,2,0.13
"ENSMUSG00000016346","Kcnq2",29,1,4,"A3SS,A5SS,RI,SE",1,0.055,2,-0.02
"ENSMUSG00000019823","Mical1",10,2,4,"A3SS,A5SS,RI,SE",0,0.045,2,0.003
"ENSMUSG00000020458","Rtn4",12,1,2,"MXE,SE",0,0.028,2,-0.194
"ENSMUSG00000020863","Luc7l3",11,2,4,"A3SS,MXE,RI,SE",0,0.054,2,-0.27
"ENSMUSG00000021068","Nin",8,0,2,"A5SS,SE",0,0.074,2,0.294
"ENSMUSG00000021071","Trim9",15,3,4,"A3SS,A5SS,MXE,SE",5,0.135,2,0.162
"ENSMUSG00000021103","Mnat1",17,0,2,"MXE,SE",0,0.021,2,0.171
"ENSMUSG00000021288","Klc1",22,4,3,"A3SS,A5SS,SE",0,0.059,2,0.115
"ENSMUSG00000021809","Nudt13",21,7,3,"A5SS,RI,SE",0,0.095,2,-0.147
"ENSMUSG00000021819","Zswim8",19,2,4,"A3SS,A5SS,RI,SE",0,0.036,2,-0.169
"ENSMUSG00000021902","Phf7",12,2,3,"A3SS,MXE,SE",0,0.04,2,0.118
"ENSMUSG00000022139","Mbnl2",10,0,1,"SE",0,0.026,2,0.129
"ENSMUSG00000022386","Trmu",9,1,3,"A3SS,RI,SE",0,0.035,2,-0.146
"ENSMUSG00000022607","Ptk2",76,2,2,"MXE,SE",3,0.03,2,-0.219
"ENSMUSG00000022770","Dlg1",41,1,4,"A3SS,A5SS,MXE,SE",1,0.026,2,0.018
"ENSMUSG00000022838","Eaf2",5,0,2,"MXE,SE",0,0.119,2,-0.22
"ENSMUSG00000022983","Scaf4",12,0,4,"A3SS,A5SS,RI,SE",0,0.03,2,-0.14
"ENSMUSG00000022992","Kansl2",8,1,3,"A5SS,MXE,SE",0,0.033,2,-0.106
"ENSMUSG00000023393","Slc17a9",4,1,3,"A5SS,RI,SE",0,0.098,2,-0.212
"ENSMUSG00000024163","Mapk8ip3",30,0,4,"A3SS,A5SS,MXE,SE",7,0.017,2,-0.021
"ENSMUSG00000024180","Pgap6",9,2,4,"A3SS,A5SS,RI,SE",0,0.065,2,0.122
"ENSMUSG00000024188","Luc7l",17,2,4,"A5SS,MXE,RI,SE",3,0.03,2,-0.196
"ENSMUSG00000024287","Thoc1",10,1,4,"A5SS,MXE,RI,SE",0,0.052,2,-0.13
"ENSMUSG00000024293","Esco1",24,0,3,"A5SS,MXE,SE",0,0.051,2,-0.115
"ENSMUSG00000024381","Bin1",16,1,2,"MXE,SE",2,0.033,2,0.149
"ENSMUSG00000024485","Slc4a9",1,0,1,"RI",0,0.315,2,-0.07
"ENSMUSG00000024726","Carnmt1",8,0,1,"SE",0,0.057,2,0.016
"ENSMUSG00000024807","Syvn1",10,2,2,"RI,SE",0,0.036,2,-0.126
"ENSMUSG00000024887","Asah2",6,0,2,"A3SS,SE",0,0.028,2,-0.18
"ENSMUSG00000024908","Ppp6r3",34,0,4,"A3SS,MXE,RI,SE",1,0.015,2,0.03
"ENSMUSG00000024983","Vti1a",11,1,2,"MXE,SE",4,0.049,2,0.214
"ENSMUSG00000025019","Lcor",32,1,2,"MXE,SE",0,0.055,2,-0.038
"ENSMUSG00000025137","Pcyt2",13,3,4,"A3SS,MXE,RI,SE",0,0.046,2,-0.122
"ENSMUSG00000025217","Btrc",45,3,3,"A5SS,MXE,SE",0,0.048,2,-0.062
"ENSMUSG00000025816","Sec61a2",17,1,3,"A5SS,MXE,SE",0,0.014,2,-0.019
"ENSMUSG00000026490","Cdc42bpa",27,1,2,"MXE,SE",0,0.026,2,0.144
"ENSMUSG00000026648","Dclre1c",12,3,3,"A3SS,A5SS,SE",0,0.101,2,-0.205
"ENSMUSG00000026672","Optn",8,1,3,"MXE,RI,SE",0,0.039,2,-0.116
"ENSMUSG00000026767","Mindy3",63,1,3,"A3SS,MXE,SE",0,0.029,2,-0.24
"ENSMUSG00000026867","Gapvd1",27,1,3,"A5SS,MXE,SE",1,0.016,2,0.012
"ENSMUSG00000027012","Dync1i2",13,2,3,"A3SS,MXE,SE",1,0.039,2,-0.148
"ENSMUSG00000027247","Arhgap1",18,2,4,"A3SS,MXE,RI,SE",1,0.05,2,0.01
"ENSMUSG00000027263","Tubgcp4",8,2,3,"A3SS,RI,SE",0,0.055,2,-0.153
"ENSMUSG00000027478","Dnmt3b",8,0,2,"A3SS,SE",0,0.034,2,0.056
"ENSMUSG00000028687","Mutyh",7,2,2,"RI,SE",0,0.128,2,0.048
"ENSMUSG00000028886","Eya3",18,0,3,"A5SS,MXE,SE",1,0.016,2,0.206
"ENSMUSG00000029055","Plch2",5,4,3,"A5SS,RI,SE",1,0.208,2,-0.05
"ENSMUSG00000029095","Ablim2",23,0,2,"MXE,SE",0,0.067,2,0.202
"ENSMUSG00000029127","Zbtb49",16,2,2,"MXE,SE",0,0.064,2,0.126
"ENSMUSG00000029165","Agbl5",18,2,4,"A3SS,MXE,RI,SE",0,0.038,2,-0.15
"ENSMUSG00000029462","Vps29",12,0,2,"A3SS,SE",2,0.03,2,0.138
"ENSMUSG00000029625","Cpsf4",13,6,5,"A3SS,A5SS,MXE,RI,SE",0,0.094,2,-0.108
"ENSMUSG00000029761","Cald1",13,2,2,"A5SS,SE",0,0.041,2,-0.104
"ENSMUSG00000029767","Calu",12,3,2,"MXE,SE",0,0.045,2,-0.001
"ENSMUSG00000029823","Luc7l2",39,4,3,"A5SS,MXE,SE",1,0.07,2,0.032
"ENSMUSG00000030172","Erc1",22,0,3,"A5SS,MXE,SE",1,0.027,2,0.146
"ENSMUSG00000030231","Plekha5",29,2,4,"A3SS,MXE,RI,SE",1,0.04,2,0.005
"ENSMUSG00000030263","Irag2",9,1,3,"A5SS,RI,SE",0,0.057,2,0.03
"ENSMUSG00000030409","Dmpk",20,3,4,"A3SS,A5SS,RI,SE",0,0.051,2,-0.155
"ENSMUSG00000030846","Tial1",14,2,4,"A3SS,MXE,RI,SE",0,0.044,2,-0.132
"ENSMUSG00000031012","Cask",13,2,3,"A5SS,MXE,SE",2,0.033,2,0.138
"ENSMUSG00000031561","Tenm3",12,1,2,"MXE,SE",4,0.041,2,0.198
"ENSMUSG00000031671","Setd6",16,4,3,"A5SS,MXE,SE",0,0.074,2,-0.192
"ENSMUSG00000031842","Pde4c",1,0,1,"RI",0,0.057,2,-0.136
"ENSMUSG00000032076","Cadm1",7,0,2,"MXE,SE",0,0.018,2,0.124
"ENSMUSG00000032366","Tpm1",10,0,3,"A3SS,MXE,SE",0,0.032,2,0.005
"ENSMUSG00000032413","Rasa2",13,0,5,"A3SS,A5SS,MXE,RI,SE",0,0.01,2,-0.168
"ENSMUSG00000032525","Nktr",16,4,5,"A3SS,A5SS,MXE,RI,SE",3,0.065,2,-0.171
"ENSMUSG00000032534","Cep63",14,3,2,"MXE,SE",2,0.108,2,0.092
"ENSMUSG00000032586","Traip",10,0,3,"A3SS,RI,SE",0,0.017,2,-0.133
"ENSMUSG00000032594","Ip6k1",7,2,2,"RI,SE",1,0.046,2,-0.141
"ENSMUSG00000032826","Ank2",21,1,2,"A3SS,SE",3,0.034,2,0.165
"ENSMUSG00000033004","Mycbp2",25,0,3,"A5SS,MXE,SE",0,0.027,2,0.111
"ENSMUSG00000033486","Catsper2",14,2,2,"MXE,SE",1,0.072,2,0.003
"ENSMUSG00000033540","Idua",5,1,4,"A3SS,A5SS,RI,SE",0,0.085,2,-0.214
"ENSMUSG00000034300","Fam53c",8,2,3,"A3SS,MXE,SE",0,0.047,2,0.114
"ENSMUSG00000034343","Ube2f",31,3,3,"A3SS,MXE,SE",2,0.042,2,0.012
"ENSMUSG00000034616","Ssh3",16,3,5,"A3SS,A5SS,MXE,RI,SE",0,0.068,2,-0.193
"ENSMUSG00000034842","Art3",7,0,2,"A5SS,SE",1,0.038,2,-0.124
"ENSMUSG00000034908","Sidt2",22,0,3,"MXE,RI,SE",2,0.033,2,0.136
"ENSMUSG00000034973","Dop1a",8,0,2,"A3SS,SE",1,0.019,2,-0.004
"ENSMUSG00000035021","Baz1a",6,2,2,"A3SS,SE",0,0.087,2,0.022
"ENSMUSG00000035086","Becn1",41,2,5,"A3SS,A5SS,MXE,RI,SE",0,0.016,2,-0.14
"ENSMUSG00000035133","Arhgap5",7,0,2,"A3SS,SE",0,0.027,2,-0.136
"ENSMUSG00000035227","Spcs2",8,0,1,"SE",0,0.02,2,-0.009
"ENSMUSG00000035284","Vps13c",16,0,2,"MXE,SE",0,0.027,2,0.195
"ENSMUSG00000035476","Tab3",12,2,3,"A3SS,MXE,SE",0,0.056,2,0.038
"ENSMUSG00000035640","Cbarp",9,3,2,"A5SS,SE",0,0.095,2,-0.15
"ENSMUSG00000035642","Aamdc",21,2,2,"MXE,SE",0,0.058,2,-0.027
"ENSMUSG00000035773","Kiss1r",3,0,2,"RI,SE",0,0.056,2,-0.055
"ENSMUSG00000036053","Fmnl2",14,2,3,"A5SS,MXE,SE",0,0.038,2,-0.182
"ENSMUSG00000036281","Snapc4",16,3,5,"A3SS,A5SS,MXE,RI,SE",0,0.071,2,-0.154
"ENSMUSG00000036304","Zdhhc23",5,0,2,"A3SS,SE",0,0.085,2,0.186
"ENSMUSG00000036644","Tbc1d9b",10,0,2,"MXE,SE",0,0.031,2,0.196
"ENSMUSG00000036672","Cenpt",17,3,3,"A5SS,RI,SE",0,0.042,2,-0.128
"ENSMUSG00000036977","Anapc10",6,2,2,"A3SS,SE",0,0.07,2,-0.144
"ENSMUSG00000037426","Depdc5",35,1,3,"A3SS,MXE,SE",0,0.025,2,0.132
"ENSMUSG00000037533","Rapgef6",14,0,2,"MXE,SE",2,0.019,2,0.014
"ENSMUSG00000037816","Fbxw17",8,3,3,"A3SS,A5SS,SE",0,0.088,2,-0.125
"ENSMUSG00000037994","Slc9b2",16,4,2,"MXE,SE",0,0.047,2,0.126
"ENSMUSG00000038174","Hycc2",9,1,2,"A5SS,SE",0,0.074,2,-0.408
"ENSMUSG00000038485","Socs7",6,0,2,"MXE,SE",0,0.011,2,0.146
"ENSMUSG00000038618","Rassf7",7,0,3,"A3SS,RI,SE",0,0.054,2,-0.116
"ENSMUSG00000039205","Ciz1",23,2,5,"A3SS,A5SS,MXE,RI,SE",0,0.03,2,-0.118
"ENSMUSG00000039934","Gsap",5,2,2,"RI,SE",0,0.183,2,-0.26
"ENSMUSG00000040225","Prrc2c",20,2,4,"A3SS,A5SS,MXE,SE",0,0.031,2,-0.153
"ENSMUSG00000040354","Mars1",16,2,3,"MXE,RI,SE",1,0.027,2,-0.13
"ENSMUSG00000040990","Sh3kbp1",16,0,2,"MXE,SE",0,0.024,2,-0.471
"ENSMUSG00000041264","Uspl1",13,2,4,"A3SS,A5SS,RI,SE",0,0.046,2,-0.162
"ENSMUSG00000041609","Bicdl1",6,2,2,"A5SS,SE",1,0.058,2,0.162
"ENSMUSG00000042138","Msantd2",7,3,2,"A3SS,SE",0,0.092,2,-0.02
"ENSMUSG00000043019","Edem3",6,0,3,"A3SS,A5SS,SE",1,0.015,2,0.11
"ENSMUSG00000043323","Fbrsl1",29,2,2,"MXE,SE",7,0.039,2,-0.136
"ENSMUSG00000043384","Gprasp1",13,1,2,"MXE,SE",0,0.035,2,-0.004
"ENSMUSG00000045031","Cetn4",4,2,2,"RI,SE",0,0.144,2,-0.249
"ENSMUSG00000045095","Magi1",19,2,3,"A3SS,MXE,SE",0,0.037,2,0.164
"ENSMUSG00000045349","Sh2d5",26,2,2,"MXE,SE",0,0.068,2,0.2
"ENSMUSG00000045482","Trrap",28,0,5,"A3SS,A5SS,MXE,RI,SE",2,0.009,2,0.287
"ENSMUSG00000046295","Ankle1",7,0,3,"A3SS,RI,SE",0,0.022,2,-0.105
"ENSMUSG00000046822","Slc39a3",8,3,2,"A3SS,SE",0,0.085,2,0.15
"ENSMUSG00000047767","Atg16l2",12,3,4,"A5SS,MXE,RI,SE",0,0.058,2,-0.148
"ENSMUSG00000048078","Tenm4",16,0,3,"A3SS,MXE,SE",2,0.073,2,0.148
"ENSMUSG00000048537","Phldb1",24,0,3,"A5SS,MXE,SE",0,0.013,2,0.024
"ENSMUSG00000048652","Samd13",4,0,2,"MXE,SE",0,0.063,2,0.137
"ENSMUSG00000048677","Tpcn2",15,1,3,"A3SS,A5SS,SE",0,0.041,2,-0.001
"ENSMUSG00000051048","P4ha3",8,0,3,"A5SS,MXE,SE",0,0.041,2,0.236
"ENSMUSG00000051510","Mafg",2,1,1,"SE",0,0.096,2,0.179
"ENSMUSG00000053617","Sh3pxd2a",12,0,2,"MXE,SE",1,0.027,2,0.145
"ENSMUSG00000054708","Ankrd24",22,2,4,"A3SS,A5SS,RI,SE",0,0.068,2,-0.192
"ENSMUSG00000054874","Pcnx3",11,0,4,"A3SS,A5SS,RI,SE",0,0.036,2,0.278
"ENSMUSG00000055692","Tmem191",9,2,4,"A3SS,A5SS,RI,SE",0,0.064,2,0.003
"ENSMUSG00000055762","Eef1d",22,0,4,"A3SS,MXE,RI,SE",5,0.012,2,0.143
"ENSMUSG00000055923","Aasdh",17,0,4,"A5SS,MXE,RI,SE",0,0.038,2,0.197
"ENSMUSG00000056917","Sipa1",20,0,2,"A3SS,SE",2,0.045,2,0.28
"ENSMUSG00000057054","Inca1",11,0,3,"A3SS,A5SS,SE",0,0.063,2,0.018
"ENSMUSG00000059436","Max",4,2,1,"SE",1,0.074,2,0.013
"ENSMUSG00000060450","Rnf14",54,3,4,"A3SS,A5SS,MXE,SE",0,0.035,2,-0.264
"ENSMUSG00000061613","U2af1",18,3,2,"MXE,SE",0,0.046,2,0.15
"ENSMUSG00000061878","Sphk1",2,0,2,"A3SS,RI",0,0.062,2,0.134
"ENSMUSG00000062729","Ppox",20,1,5,"A3SS,A5SS,MXE,RI,SE",0,0.046,2,-0.178
"ENSMUSG00000062785","Kcnc3",9,2,2,"A3SS,SE",2,0.079,2,0.238
"ENSMUSG00000063142","Kcnma1",13,1,3,"A3SS,MXE,SE",3,0.066,2,-0.101
"ENSMUSG00000063659","Zbtb18",10,3,2,"RI,SE",0,0.132,2,-0.181
"ENSMUSG00000066235","Pomgnt2",13,3,3,"A3SS,MXE,SE",0,0.092,2,0.34
"ENSMUSG00000066456","Hmgn3",9,2,4,"A3SS,A5SS,RI,SE",0,0.055,2,-0.15
"ENSMUSG00000067367","Lyar",14,0,3,"A3SS,A5SS,SE",0,0.015,2,-0.171
"ENSMUSG00000073016","Uprt",8,2,2,"MXE,SE",0,0.053,2,-0.154
"ENSMUSG00000073427","Gm4924",7,1,2,"MXE,SE",0,0.071,2,0.274
"ENSMUSG00000073779","Lrp8os2",3,0,1,"SE",0,0.191,2,0.55
"ENSMUSG00000074513","Arfip1",43,0,3,"A5SS,MXE,SE",0,0.016,2,-0.199
"ENSMUSG00000087060","Eldr",17,0,4,"A3SS,MXE,RI,SE",0,0.033,2,-0.002
"ENSMUSG00000087174","5530601H04Rik",25,3,5,"A3SS,A5SS,MXE,RI,SE",0,0.039,2,-0.157
"ENSMUSG00000092165","Gm5624",14,0,3,"A3SS,MXE,SE",0,0.084,2,0.115
"ENSMUSG00000092569","Gm20544",39,5,4,"A3SS,A5SS,RI,SE",0,0.102,2,-0.466
"ENSMUSG00000097068","Gm26760",24,4,3,"A3SS,RI,SE",0,0.074,2,-0.167
"ENSMUSG00000097277","2900076A07Rik",19,0,5,"A3SS,A5SS,MXE,RI,SE",0,0.031,2,-0.018
"ENSMUSG00000097589","Dleu2",16,1,4,"A3SS,A5SS,MXE,SE",0,0.121,2,-0.14
"ENSMUSG00000097910","Hdnr",34,2,4,"A3SS,A5SS,MXE,SE",0,0.051,2,0.03
"ENSMUSG00000113204","Gm46430",19,1,4,"A3SS,MXE,RI,SE",0,0.101,2,-0.406
"ENSMUSG00000000131","Xpo6",39,1,5,"A3SS,A5SS,MXE,RI,SE",0,0.019,1,0.145
"ENSMUSG00000000440","Pparg",5,1,2,"MXE,SE",0,0.093,1,0.362
"ENSMUSG00000000538","Tom1l2",21,2,2,"MXE,SE",0,0.031,1,-0.151
"ENSMUSG00000000568","Hnrnpd",5,1,1,"SE",0,0.076,1,0.202
"ENSMUSG00000000827","Tpd52l2",7,0,1,"SE",1,0.024,1,0.106
