ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
131	"ENSMUSG00000024812"	"Tjp2"	chr19	-	24071868	24072954	24071868	24072948	24073947	24074033
132	"ENSMUSG00000052387"	"Trpm3"	chr19	+	22676092	22676297	22676156	22676297	22674785	22674865
133	"ENSMUSG00000052387"	"Trpm3"	chr19	+	22881998	22882166	22882036	22882166	22879351	22879580
134	"ENSMUSG00000052387"	"Trpm3"	chr19	+	22881998	22882166	22882079	22882166	22879351	22879580
135	"ENSMUSG00000052387"	"Trpm3"	chr19	+	22882036	22882166	22882079	22882166	22879351	22879580
136	"ENSMUSG00000047368"	"Abhd17b"	chr19	+	21658231	21658411	21658353	21658411	21655716	21656186
137	"ENSMUSG00000094732"	"1500015L24Rik"	chr19	+	20411248	20411494	20411259	20411494	20399993	20400085
138	"ENSMUSG00000054526"	"Or9q1"	chr19	-	13804245	13805934	13804245	13805637	13806084	13806217
139	"ENSMUSG00000054526"	"Or9q1"	chr19	-	13806084	13806217	13806084	13806172	13806442	13806695
140	"ENSMUSG00000031402"	"Mpp1"	chrX	-	74161361	74161558	74161361	74161498	74165040	74165109
141	"ENSMUSG00000057503"	"Or5b106"	chr19	-	13115384	13124049	13115384	13122292	13126606	13126678
142	"ENSMUSG00000044994"	"Or4d10c"	chr19	-	12064109	12066314	12064109	12066310	12066855	12066979
143	"ENSMUSG00000041488"	"Stx3"	chr19	-	11766920	11766995	11766920	11766949	11767411	11767457
144	"ENSMUSG00000024672"	"Ms4a7"	chr19	-	11299662	11299782	11299662	11299764	11301785	11301992
145	"ENSMUSG00000024734"	"Zp1"	chr19	-	10891987	10892111	10891987	10892095	10892192	10892274
146	"ENSMUSG00000024735"	"Prpf19"	chr19	+	10876289	10876488	10876346	10876488	10874866	10875016
147	"ENSMUSG00000024735"	"Prpf19"	chr19	+	10876289	10876488	10876346	10876488	10875180	10875257
148	"ENSMUSG00000035735"	"Dagla"	chr19	-	10232170	10232426	10232170	10232313	10233024	10233105
149	"ENSMUSG00000036098"	"Myrf"	chr19	-	10192380	10192469	10192380	10192466	10192637	10192718
150	"ENSMUSG00000036098"	"Myrf"	chr19	-	10192380	10192469	10192380	10192466	10193105	10193174
151	"ENSMUSG00000071647"	"Eml3"	chr19	+	8908407	8908668	8908410	8908668	8908162	8908334
152	"ENSMUSG00000071649"	"B3gat3"	chr19	+	8902901	8903262	8903067	8903262	8899169	8899344
153	"ENSMUSG00000071657"	"Bscl2"	chr19	+	8823553	8823688	8823612	8823688	8822534	8822678
154	"ENSMUSG00000071657"	"Bscl2"	chr19	+	8825030	8825346	8825277	8825346	8824769	8824911
155	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8715017	8715618	8715516	8715618	8713539	8713661
156	"ENSMUSG00000024764"	"Naa40"	chr19	-	7207086	7207648	7207086	7207170	7211468	7211521
157	"ENSMUSG00000024963"	"Dnajc4"	chr19	-	6966790	6966955	6966790	6966952	6967048	6967233
158	"ENSMUSG00000024963"	"Dnajc4"	chr19	-	6968085	6968199	6968085	6968179	6969526	6969640
159	"ENSMUSG00000024963"	"Dnajc4"	chr19	-	6968085	6968199	6968085	6968179	6969916	6969940
160	"ENSMUSG00000024963"	"Dnajc4"	chr19	-	6969526	6969689	6969526	6969640	6969916	6969940
161	"ENSMUSG00000024960"	"Plcb3"	chr19	-	6932574	6933274	6932574	6932725	6933390	6933426
162	"ENSMUSG00000024955"	"Esrra"	chr19	-	6891446	6891660	6891446	6891563	6897430	6897767
163	"ENSMUSG00000024953"	"Prdx5"	chr19	-	6884433	6884495	6884433	6884488	6884609	6884648
164	"ENSMUSG00000024949"	"Sf1"	chr19	+	6424039	6424313	6424158	6424313	6423650	6423783
165	"ENSMUSG00000024949"	"Sf1"	chr19	+	6424554	6424638	6424578	6424638	6424039	6424313
166	"ENSMUSG00000024949"	"Sf1"	chr19	+	6424578	6424638	6424583	6424638	6424039	6424317
167	"ENSMUSG00000024949"	"Sf1"	chr19	+	6424748	6424928	6424849	6424928	6424578	6424638
168	"ENSMUSG00000024807"	"Syvn1"	chr19	+	6102577	6103739	6102589	6103739	6102357	6102509
169	"ENSMUSG00000024833"	"Pola2"	chr19	-	6011118	6011243	6011118	6011214	6013321	6013426
170	"ENSMUSG00000024833"	"Pola2"	chr19	-	6011118	6011243	6011118	6011214	6013853	6014197
171	"ENSMUSG00000024826"	"Dpf2"	chr19	-	5952390	5952519	5952390	5952462	5952658	5952796
172	"ENSMUSG00000024826"	"Dpf2"	chr19	-	5954267	5954346	5954267	5954340	5954481	5954574
173	"ENSMUSG00000092341"	"Malat1"	chr19	-	5850556	5851407	5850556	5850604	5851860	5852699
174	"ENSMUSG00000024941"	"Scyl1"	chr19	-	5809298	5809370	5809298	5809367	5809692	5809832
175	"ENSMUSG00000024941"	"Scyl1"	chr19	-	5809692	5809832	5809692	5809781	5810008	5810173
176	"ENSMUSG00000024944"	"Arl2"	chr19	-	6186008	6187670	6186008	6186089	6187759	6187870
177	"ENSMUSG00000056917"	"Sipa1"	chr19	-	5702682	5702901	5702682	5702767	5704026	5704301
178	"ENSMUSG00000056917"	"Sipa1"	chr19	-	5711623	5711654	5711623	5711651	5712615	5712869
179	"ENSMUSG00000056917"	"Sipa1"	chr19	-	5711623	5711686	5711623	5711651	5712615	5712869
180	"ENSMUSG00000056917"	"Sipa1"	chr19	-	5711623	5711686	5711623	5711654	5712615	5712869
181	"ENSMUSG00000024906"	"Mus81"	chr19	-	5533135	5533249	5533135	5533219	5533482	5533586
182	"ENSMUSG00000024906"	"Mus81"	chr19	-	5533662	5533791	5533662	5533693	5533957	5534053
183	"ENSMUSG00000024910"	"Ctsw"	chr19	-	5516047	5516173	5516047	5516138	5516258	5516513
184	"ENSMUSG00000024914"	"Drap1"	chr19	-	5473587	5473702	5473587	5473681	5473799	5473919
185	"ENSMUSG00000024883"	"Rin1"	chr19	+	5101101	5101282	5101112	5101282	5100857	5100899
186	"ENSMUSG00000024883"	"Rin1"	chr19	+	5101768	5101860	5101801	5101860	5101585	5101658
187	"ENSMUSG00000024891"	"Slc29a2"	chr19	+	5076055	5076216	5076064	5076216	5074538	5074620
188	"ENSMUSG00000024891"	"Slc29a2"	chr19	+	5080315	5080518	5080319	5080518	5079436	5079522
189	"ENSMUSG00000034108"	"Ccs"	chr19	-	4883368	4883546	4883368	4883475	4884200	4884338
190	"ENSMUSG00000034108"	"Ccs"	chr19	-	4883368	4883546	4883368	4883475	4884221	4884338
191	"ENSMUSG00000034108"	"Ccs"	chr19	-	4883368	4883546	4883368	4883475	4884267	4884338
192	"ENSMUSG00000033760"	"Rbm4b"	chr19	+	4810040	4810310	4810044	4810310	4807273	4807697
193	"ENSMUSG00000024889"	"Rce1"	chr19	-	4673528	4673604	4673528	4673591	4673853	4673925
194	"ENSMUSG00000024889"	"Rce1"	chr19	-	4674041	4674209	4674041	4674179	4674687	4674791
195	"ENSMUSG00000024889"	"Rce1"	chr19	-	4674041	4674209	4674041	4674179	4674712	4674791
196	"ENSMUSG00000024889"	"Rce1"	chr19	-	4675040	4675124	4675040	4675120	4675220	4675323
197	"ENSMUSG00000024858"	"Grk2"	chr19	-	4337585	4338013	4337585	4337722	4338619	4338686
198	"ENSMUSG00000024858"	"Grk2"	chr19	-	4339925	4340048	4339925	4340033	4340101	4340196
199	"ENSMUSG00000005986"	"Ankrd13d"	chr19	-	4331945	4332070	4331945	4332062	4332196	4332332
200	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4313935	4314136	4313935	4314012	4314341	4314488
201	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4314341	4315177	4314341	4314488	4315319	4315448
202	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4315637	4315743	4315637	4315731	4315837	4316026
203	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4317774	4318006	4317774	4318002	4318572	4318613
204	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4318572	4318613	4318572	4318610	4319042	4319208
205	"ENSMUSG00000031310"	"Zmym3"	chrX	-	100460514	100460587	100460514	100460581	100460892	100460936
206	"ENSMUSG00000031310"	"Zmym3"	chrX	-	100460514	100460587	100460514	100460581	100462400	100462558
207	"ENSMUSG00000024824"	"Rad9a"	chr19	-	4247337	4247779	4247337	4247585	4250270	4250370
208	"ENSMUSG00000024824"	"Rad9a"	chr19	-	4250927	4251056	4250927	4250984	4251327	4251398
209	"ENSMUSG00000040385"	"Ppp1ca"	chr19	+	4242743	4242875	4242748	4242875	4242431	4242484
210	"ENSMUSG00000075289"	"Carns1"	chr19	-	4219897	4220129	4219897	4220070	4220824	4220910
211	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4177548	4177638	4177575	4177638	4175958	4176199
212	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4177548	4177638	4177575	4177638	4177055	4177120
213	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4177548	4177638	4177575	4177638	4177055	4177131
214	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4180855	4181074	4181029	4181074	4177758	4177835
215	"ENSMUSG00000060803"	"Gstp1"	chr19	-	4087289	4087471	4087289	4087396	4087584	4087620
216	"ENSMUSG00000024871"	"Doc2g"	chr19	+	4056060	4056267	4056109	4056267	4054762	4054816
217	"ENSMUSG00000059734"	"Ndufs8"	chr19	-	3961565	3961616	3961565	3961597	3961688	3961746
218	"ENSMUSG00000056153"	"Socs6"	chr18	-	88905115	88905189	88905115	88905176	88905332	88905457
219	"ENSMUSG00000056153"	"Socs6"	chr18	-	88905115	88905189	88905115	88905176	88905336	88905457
220	"ENSMUSG00000025420"	"Katnal2"	chr18	-	77066125	77066368	77066125	77066228	77067694	77067857
221	"ENSMUSG00000060534"	"Dcc"	chr18	-	71511725	71511958	71511725	71511898	71517198	71517294
222	"ENSMUSG00000044906"	"4930503L19Rik"	chr18	-	70600401	70600556	70600401	70600527	70600829	70601588
223	"ENSMUSG00000053477"	"Tcf4"	chr18	+	69697104	69697234	69697107	69697234	69598421	69598518
224	"ENSMUSG00000053477"	"Tcf4"	chr18	+	69697104	69697234	69697107	69697234	69653035	69653097
225	"ENSMUSG00000053477"	"Tcf4"	chr18	+	69788031	69788108	69788034	69788108	69785464	69785543
226	"ENSMUSG00000024539"	"Ptpn2"	chr18	-	67808789	67808956	67808789	67808899	67810779	67810932
227	"ENSMUSG00000024589"	"Nedd4l"	chr18	+	65288326	65288388	65288330	65288388	65276866	65276917
228	"ENSMUSG00000024587"	"Nars"	chr18	-	64634373	64634946	64634373	64634505	64636578	64636692
229	"ENSMUSG00000024587"	"Nars"	chr18	-	64644855	64644969	64644855	64644948	64645054	64645120
230	"ENSMUSG00000024587"	"Nars"	chr18	-	64648396	64648479	64648396	64648476	64649557	64649599
231	"ENSMUSG00000041482"	"Piezo2"	chr18	-	63241045	63241344	63241045	63241341	63242935	63243059
232	"ENSMUSG00000024581"	"Napg"	chr18	+	63116430	63116462	63116444	63116462	63115689	63115774
233	"ENSMUSG00000031112"	"Stk26"	chrX	+	49973454	49974574	49974465	49974574	49968365	49968422
234	"ENSMUSG00000045629"	"Sh3tc2"	chr18	+	62124208	62124389	62124248	62124389	62122414	62124115
235	"ENSMUSG00000098098"	"Bvht"	chr18	+	61777257	61777341	61777285	61777341	61772603	61772839
236	"ENSMUSG00000050875"	"Minar2"	chr18	+	59199888	59200061	59199981	59200061	59198906	59198957
237	"ENSMUSG00000050875"	"Minar2"	chr18	+	59199888	59200061	59200000	59200061	59198906	59198957
238	"ENSMUSG00000050875"	"Minar2"	chr18	+	59199981	59200061	59200000	59200061	59198906	59198957
239	"ENSMUSG00000032900"	"Tex43"	chr18	+	56727519	56727854	56727680	56727854	56725448	56725557
240	"ENSMUSG00000025094"	"Slc18a2"	chr19	+	59261598	59263108	59263047	59263108	59261313	59261372
241	"ENSMUSG00000117780"	"Gm3734"	chr18	+	46774317	46775062	46774358	46775062	46772616	46772755
242	"ENSMUSG00000054477"	"Kcnn2"	chr18	+	45692417	45693691	45692422	45693691	45691356	45691555
243	"ENSMUSG00000054477"	"Kcnn2"	chr18	+	45788264	45788406	45788265	45788406	45694287	45694383
244	"ENSMUSG00000024866"	"Acy3"	chr19	+	4036822	4036951	4036827	4036951	4036569	4036611
245	"ENSMUSG00000024471"	"Myot"	chr18	+	44469833	44470377	44469955	44470377	44467140	44467223
246	"ENSMUSG00000095484"	"Or5b121"	chr19	+	13507012	13508639	13507090	13508639	13505790	13505882
247	"ENSMUSG00000024451"	"Arap3"	chr18	-	38122928	38123128	38122928	38123097	38123564	38123671
248	"ENSMUSG00000024451"	"Arap3"	chr18	-	38129638	38130176	38129638	38130144	38130585	38130627
249	"ENSMUSG00000044024"	"Rell2"	chr18	+	38090511	38090827	38090641	38090827	38090141	38090208
250	"ENSMUSG00000024454"	"Hdac3"	chr18	-	38074431	38074819	38074431	38074511	38074930	38075020
251	"ENSMUSG00000024454"	"Hdac3"	chr18	-	38076730	38077262	38076730	38076804	38077944	38078078
252	"ENSMUSG00000024456"	"Diaph1"	chr18	-	37993467	37993575	37993467	37993566	38022750	38022865
253	"ENSMUSG00000024483"	"Ankhd1"	chr18	+	36747767	36747870	36747815	36747870	36746885	36747029
254	"ENSMUSG00000024483"	"Ankhd1"	chr18	+	36788475	36788730	36788526	36788730	36787145	36787319
255	"ENSMUSG00000024485"	"Slc4a9"	chr18	+	36664404	36664579	36664486	36664579	36664152	36664269
256	"ENSMUSG00000024485"	"Slc4a9"	chr18	+	36666626	36666815	36666629	36666815	36666237	36666296
