ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
170	"ENSMUSG00000031358"	"Msl3"	chrX	-	167453215	167453307	167451626	167451787	167454138	167454239	170	309,335,297	3,0,0	569,668,742	0,0,0	241	149	1	1.0	0.985,1.0,1.0	1.0,1.0,1.0	-0.005
171	"ENSMUSG00000031358"	"Msl3"	chrX	-	167453215	167453307	167452485	167452611	167454138	167454239	171	957,1020,933	0,2,1	1635,1920,2085	0,0,0	241	149	1	1.0	1.0,0.997,0.998	1.0,1.0,1.0	-0.002
172	"ENSMUSG00000031358"	"Msl3"	chrX	-	167455258	167455341	167454790	167454886	167456723	167456894	172	211,187,160	259,316,269	330,308,360	564,732,714	232	149	0.00827428499535	0.13351403954605082	0.343,0.275,0.276	0.273,0.213,0.245	0.054
174	"ENSMUSG00000025742"	"Prps2"	chrX	-	166133510	166133670	166129317	166131994	166135131	166135305	174	480,494,553	0,1,1	609,728,782	0,1,2	298	149	1	1.0	1.0,0.996,0.996	1.0,0.997,0.995	0.0
175	"ENSMUSG00000025742"	"Prps2"	chrX	-	166146540	166146665	166135131	166135305	166148114	166148213	175	535,629,677	2,0,2	667,730,918	0,1,0	274	149	1	1.0	0.993,1.0,0.995	1.0,0.997,1.0	-0.003
180	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165136560	165136680	165127687	165128077	165150023	165150170	180	152,160,194	2,4,2	248,266,234	2,10,6	269	149	0.192422116751	1.0	0.977,0.957,0.982	0.986,0.936,0.956	0.013
181	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165136560	165136680	165127687	165128077	165155633	165155820	181	264,281,307	529,510,567	399,440,408	681,808,779	269	149	0.699496830972	1.0	0.217,0.234,0.231	0.245,0.232,0.225	-0.007
182	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165150023	165150170	165127687	165128077	165155633	165155820	182	5,7,4	529,510,567	4,12,13	681,808,779	296	149	1	1.0	0.005,0.007,0.004	0.003,0.007,0.008	-0.001
183	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165150023	165150170	165136560	165136680	165155633	165155820	183	3,3,3	112,121,114	2,2,10	152,175,178	296	149	0.721460296721	1.0	0.013,0.012,0.013	0.007,0.006,0.028	-0.001
184	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165155633	165155820	165127687	165128077	165158628	165158785	184	1100,1000,1116	1,0,0	1264,1421,1536	0,0,0	298	149	1	1.0	0.998,1.0,1.0	1.0,1.0,1.0	-0.001
185	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165162983	165163155	165158628	165158785	165165444	165165518	185	834,1058,961	4,0,0	1084,1272,1378	0,0,0	298	149	1	1.0	0.99,1.0,1.0	1.0,1.0,1.0	-0.003
186	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165165444	165165518	165158628	165158785	165169947	165171984	186	0,1,0	0,0,0	0,0,0	0,0,1	223	149	1	1.0	NA,1.0,NA	NA,NA,0.0	1.0
187	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165166930	165166996	165165444	165165518	165169947	165171984	187	573,681,559	0,1,0	688,810,855	0,0,0	215	149	1	1.0	1.0,0.998,1.0	1.0,1.0,1.0	-0.001
188	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165168386	165168477	165166930	165166996	165169947	165171984	188	17,20,32	318,371,314	31,76,58	388,441,440	240	149	0.000125251605336	0.005293075474351878	0.032,0.032,0.06	0.047,0.097,0.076	-0.032
190	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164959840	164960075	164953449	164953546	164961787	164961826	190	330,332,266	11,22,21	449,465,439	7,13,9	298	149	2.67124010064e-05	0.0015390791185231263	0.938,0.883,0.864	0.97,0.947,0.961	-0.064
191	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164961529	164961638	164953490	164953546	164961787	164961826	191	78,54,58	11,22,21	67,60,76	7,13,9	258	149	0.0243489205026	0.2919487411102631	0.804,0.586,0.615	0.847,0.727,0.83	-0.133
192	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164961529	164961638	164959840	164960075	164961787	164961826	192	180,140,150	126,110,109	161,197,200	257,235,267	258	149	3.76529011081e-07	4.728464133106426e-05	0.452,0.424,0.443	0.266,0.326,0.302	0.142
193	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164963348	164963805	164961418	164961826	164972239	164972338	193	517,514,478	8,0,1	705,733,793	5,0,0	298	149	0.896138525925	1.0	0.97,1.0,0.996	0.986,1.0,1.0	-0.007
194	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164963441	164963805	164961787	164961826	164972239	164972816	194	229,253,246	8,0,1	314,365,383	5,0,0	298	149	0.286958355675	1.0	0.935,1.0,0.992	0.969,1.0,1.0	-0.014
201	"ENSMUSG00000031381"	"Piga"	chrX	+	163210927	163211060	163205579	163206359	163211806	163212013	201	38,53,36	0,0,3	39,59,59	0,0,0	282	149	0.809695755787	1.0	1.0,1.0,0.864	1.0,1.0,1.0	-0.045
202	"ENSMUSG00000031381"	"Piga"	chrX	+	163211535	163211668	163208505	163211060	163211806	163212013	202	172,206,227	0,2,0	236,213,370	0,0,0	282	149	1	1.0	1.0,0.982,1.0	1.0,1.0,1.0	-0.006
203	"ENSMUSG00000031380"	"Vegfd"	chrX	+	163168799	163169025	163156373	163156915	163174597	163174788	203	31,38,29	0,0,2	41,6,44	0,0,0	298	149	1	1.0	1.0,1.0,0.879	1.0,1.0,1.0	-0.04
204	"ENSMUSG00000031380"	"Vegfd"	chrX	+	163174597	163174788	163168799	163169025	163177428	163177577	204	54,66,46	0,0,0	66,23,74	1,0,0	298	149	1	1.0	1.0,1.0,1.0	0.971,1.0,1.0	0.01
205	"ENSMUSG00000031379"	"Pir"	chrX	+	163054598	163054727	163052366	163052471	163063124	163063217	205	374,451,395	0,2,0	642,714,727	0,0,0	278	149	1	1.0	1.0,0.992,1.0	1.0,1.0,1.0	-0.003
206	"ENSMUSG00000031379"	"Pir"	chrX	+	163054598	163054727	163052426	163052673	163063124	163063217	206	777,921,879	11,26,22	1483,1558,1606	13,23,28	278	149	0.0146309144084	0.2024075189460285	0.974,0.95,0.955	0.984,0.973,0.968	-0.015
207	"ENSMUSG00000031379"	"Pir"	chrX	+	163063124	163063217	163054598	163054727	163078910	163078994	207	778,892,810	0,0,0	1212,1351,1492	0,0,2	242	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.998	0.001
208	"ENSMUSG00000031379"	"Pir"	chrX	+	163063124	163063217	163054598	163054727	163083219	163083426	208	171,189,144	0,1,0	292,350,332	0,0,0	242	149	1	1.0	1.0,0.991,1.0	1.0,1.0,1.0	-0.003
209	"ENSMUSG00000031379"	"Pir"	chrX	+	163078910	163078994	163054598	163054727	163083219	163083426	209	303,255,290	0,1,0	336,417,445	0,0,0	233	149	1	1.0	1.0,0.994,1.0	1.0,1.0,1.0	-0.002
210	"ENSMUSG00000031379"	"Pir"	chrX	+	163078910	163078994	163063124	163063217	163083219	163083426	210	918,969,964	5,7,0	1262,1431,1607	3,5,2	233	149	1	1.0	0.992,0.989,1.0	0.996,0.995,0.998	-0.003
211	"ENSMUSG00000031379"	"Pir"	chrX	+	163090199	163090317	163083219	163083426	163113010	163113095	211	9,2,0	424,479,456	0,9,15	626,647,748	267	149	1	1.0	0.012,0.002,0.0	0.0,0.008,0.011	-0.002
212	"ENSMUSG00000031379"	"Pir"	chrX	+	163113010	163113095	163083219	163083426	163125469	163125514	212	637,700,716	2,1,0	921,930,1042	0,0,0	234	149	1	1.0	0.995,0.998,1.0	1.0,1.0,1.0	-0.002
213	"ENSMUSG00000031379"	"Pir"	chrX	+	163113010	163113095	163083219	163083426	163141143	163141226	213	371,424,382	0,5,0	534,552,646	0,0,0	234	149	1	1.0	1.0,0.982,1.0	1.0,1.0,1.0	-0.006
214	"ENSMUSG00000031379"	"Pir"	chrX	+	163125469	163125514	163083219	163083426	163141143	163141226	214	79,89,98	0,5,0	103,99,107	0,0,0	194	149	0.508914375306	1.0	1.0,0.932,1.0	1.0,1.0,1.0	-0.023
215	"ENSMUSG00000031379"	"Pir"	chrX	+	163125469	163125514	163113010	163113095	163141143	163141226	215	360,377,442	18,13,10	505,494,538	15,17,38	194	149	0.186387393957	1.0	0.939,0.957,0.971	0.963,0.957,0.916	0.01
216	"ENSMUSG00000031379"	"Pir"	chrX	+	163141143	163141226	163125469	163125514	163152041	163152108	216	401,431,513	2,0,0	618,551,679	0,0,0	232	149	1	1.0	0.992,1.0,1.0	1.0,1.0,1.0	-0.003
218	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162722301	162722411	162718438	162719961	162723114	162723170	218	194,196,209	1,2,0	240,270,246	0,2,1	259	149	1	1.0	0.991,0.983,1.0	1.0,0.987,0.993	-0.002
219	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162722301	162722411	162718438	162719961	162726095	162726309	219	116,81,104	2,0,3	124,120,142	0,5,0	259	149	0.841651943025	1.0	0.971,1.0,0.952	1.0,0.932,1.0	-0.003
220	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162723114	162723170	162718438	162719961	162726095	162726309	220	92,93,87	2,0,3	106,106,121	0,5,0	205	149	0.837126130836	1.0	0.971,1.0,0.955	1.0,0.939,1.0	-0.004
221	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162723114	162723170	162722060	162722411	162726095	162726309	221	171,206,194	0,0,2	225,257,225	0,0,0	205	149	1	1.0	1.0,1.0,0.986	1.0,1.0,1.0	-0.005
222	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162739467	162739549	162737369	162737478	162740911	162740991	222	1552,1397,1428	0,0,0	1735,1939,2058	0,0,4	231	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.997	0.001
223	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642294	161642442	161640052	161641004	161642868	161642927	223	705,723,745	0,0,0	676,825,829	0,0,3	297	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.993	0.002
224	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642868	161642927	161640052	161641004	161646055	161646204	224	167,186,155	1,0,1	157,191,173	5,0,3	208	149	0.692099991658	1.0	0.992,1.0,0.991	0.957,1.0,0.976	0.017
225	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642868	161642927	161640052	161641004	161655510	161655650	225	1,2,0	0,1,0	1,0,0	1,0,0	208	149	1	1.0	1.0,0.589,NA	0.417,NA,NA	0.378
226	"ENSMUSG00000031357"	"Syap1"	chrX	-	161646055	161646204	161640052	161641004	161655510	161655650	226	279,338,348	0,1,0	364,396,348	1,0,0	298	149	1	1.0	1.0,0.994,1.0	0.995,1.0,1.0	-0.0
227	"ENSMUSG00000031357"	"Syap1"	chrX	-	161646055	161646204	161642868	161642927	161655510	161655650	227	624,690,703	4,2,0	693,780,743	1,4,0	298	149	1	1.0	0.987,0.994,1.0	0.997,0.99,1.0	-0.002
228	"ENSMUSG00000031357"	"Syap1"	chrX	-	161655510	161655650	161640052	161641004	161661326	161661400	228	429,491,433	0,0,1	448,473,507	0,0,0	289	149	1	1.0	1.0,1.0,0.996	1.0,1.0,1.0	-0.001
229	"ENSMUSG00000031357"	"Syap1"	chrX	-	161661326	161661400	161655510	161655650	161665675	161665742	229	744,833,790	0,0,4	746,780,921	0,0,0	223	149	1	1.0	1.0,1.0,0.992	1.0,1.0,1.0	-0.003
230	"ENSMUSG00000031357"	"Syap1"	chrX	-	161661326	161661400	161655510	161655650	161665963	161666082	230	310,312,268	4,0,0	290,310,345	0,0,0	223	149	1	1.0	0.981,1.0,1.0	1.0,1.0,1.0	-0.006
231	"ENSMUSG00000031357"	"Syap1"	chrX	-	161665675	161665742	161655510	161655650	161665963	161666082	231	214,274,307	4,0,0	225,256,253	0,0,0	216	149	1	1.0	0.974,1.0,1.0	1.0,1.0,1.0	-0.009
232	"ENSMUSG00000031357"	"Syap1"	chrX	-	161665675	161665742	161661326	161661400	161665963	161666082	232	650,800,827	0,2,0	683,731,836	0,1,0	216	149	1	1.0	1.0,0.996,1.0	1.0,0.998,1.0	-0.001
233	"ENSMUSG00000031357"	"Syap1"	chrX	-	161665963	161666082	161661326	161661400	161671064	161671443	233	540,614,528	1,0,0	586,617,640	8,0,0	268	149	0.901438852009	1.0	0.997,1.0,1.0	0.976,1.0,1.0	0.007
234	"ENSMUSG00000040855"	"Reps2"	chrX	-	161295674	161295728	161254790	161254852	161297274	161297344	234	6,3,7	0,1,3	4,6,1	6,0,0	203	149	0.859415862389	1.0	1.0,0.688,0.631	0.329,1.0,1.0	-0.003
236	"ENSMUSG00000031295"	"Phka2"	chrX	+	159285742	159285900	159285161	159285288	159306267	159306426	236	97,100,122	3,3,8	125,121,144	12,15,6	298	149	0.0271826234962	0.31517044241112463	0.942,0.943,0.884	0.839,0.801,0.923	0.069
237	"ENSMUSG00000031295"	"Phka2"	chrX	+	159285748	159285900	159285167	159285288	159306267	159306426	237	89,106,137	3,3,8	116,138,169	12,15,6	298	149	0.0357104845107	0.3837461835999389	0.937,0.946,0.895	0.829,0.821,0.934	0.065
238	"ENSMUSG00000031295"	"Phka2"	chrX	+	159306267	159306426	159285429	159285900	159310725	159310772	238	156,175,227	0,0,0	208,247,275	11,0,0	298	149	0.0562153717759	0.5265049454133073	1.0,1.0,1.0	0.904,1.0,1.0	0.032
240	"ENSMUSG00000031295"	"Phka2"	chrX	+	159314103	159314184	159312910	159312993	159315974	159316073	240	89,121,131	3,1,0	186,175,214	0,1,0	230	149	1	1.0	0.951,0.987,1.0	1.0,0.991,1.0	-0.018
242	"ENSMUSG00000031295"	"Phka2"	chrX	+	159326629	159326683	159324364	159324511	159327207	159327330	242	148,127,152	5,0,0	107,175,203	0,0,1	203	149	0.932316068724	1.0	0.956,1.0,1.0	1.0,1.0,0.993	-0.012
243	"ENSMUSG00000031295"	"Phka2"	chrX	+	159335708	159335816	159332170	159332266	159337296	159337375	243	90,95,100	0,2,0	108,123,109	1,0,0	257	149	1	1.0	1.0,0.965,1.0	0.984,1.0,1.0	-0.006
245	"ENSMUSG00000031295"	"Phka2"	chrX	+	159365962	159365992	159364156	159364275	159367459	159367513	245	72,81,90	0,0,0	108,128,168	0,2,0	179	149	1	1.0	1.0,1.0,1.0	1.0,0.982,1.0	0.006
246	"ENSMUSG00000031295"	"Phka2"	chrX	+	159369774	159369945	159367459	159367513	159371960	159372014	246	186,191,171	0,0,0	186,250,266	0,0,4	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.971	0.01
247	"ENSMUSG00000031295"	"Phka2"	chrX	+	159369774	159369950	159367459	159367513	159371960	159372014	247	79,82,97	0,0,0	88,116,123	0,0,4	298	149	0.499104265995	1.0	1.0,1.0,1.0	1.0,1.0,0.939	0.02
248	"ENSMUSG00000031295"	"Phka2"	chrX	+	159371960	159372014	159369774	159369945	159373163	159373364	248	134,146,116	2,1,0	128,178,173	0,7,0	203	149	0.64840601779	1.0	0.98,0.991,1.0	1.0,0.949,1.0	0.007
249	"ENSMUSG00000031295"	"Phka2"	chrX	+	159373161	159373364	159371960	159372014	159373934	159374137	249	49,70,58	3,0,3	43,74,94	0,7,0	298	149	0.675249489797	1.0	0.891,1.0,0.906	1.0,0.841,1.0	-0.015
250	"ENSMUSG00000031295"	"Phka2"	chrX	+	159373163	159373364	159371960	159372014	159373934	159374137	250	174,211,161	3,0,3	158,210,252	0,7,0	298	149	0.924089519338	1.0	0.967,1.0,0.964	1.0,0.938,1.0	-0.002
251	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158331234	158331311	158315663	158315831	158334746	158334835	251	1035,1328,1269	4,5,6	1546,1963,1773	8,2,11	226	149	1	1.0	0.994,0.994,0.993	0.992,0.998,0.991	0.0
252	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158331234	158331311	158315663	158315831	158336239	158336890	252	378,500,489	0,0,1	555,730,624	2,0,0	226	149	1	1.0	1.0,1.0,0.997	0.995,1.0,1.0	0.001
253	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158334746	158335370	158315663	158315831	158336239	158336890	253	212,195,311	0,0,1	304,413,315	2,0,0	298	149	1	1.0	1.0,1.0,0.994	0.987,1.0,1.0	0.002
254	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158334746	158335370	158331234	158331311	158336239	158336890	254	875,1022,1097	4,0,2	1292,1651,1463	3,0,0	298	149	1	1.0	0.991,1.0,0.996	0.995,1.0,1.0	-0.003
255	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158338470	158338646	158336239	158336890	158340438	158340553	255	168,225,252	2,0,0	233,315,321	0,0,0	298	149	1	1.0	0.977,1.0,1.0	1.0,1.0,1.0	-0.008
256	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158349423	158349538	158342833	158342949	158350914	158351010	256	224,233,269	7,0,1	289,353,289	0,1,0	264	149	0.86190822642	1.0	0.948,1.0,0.993	1.0,0.995,1.0	-0.018
257	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158350914	158351010	158342833	158342949	158357940	158358093	257	140,123,127	0,0,0	115,173,171	0,1,0	245	149	1	1.0	1.0,1.0,1.0	1.0,0.991,1.0	0.003
261	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156337878	156338074	156335911	156335987	156338592	156338687	261	1096,1107,985	0,0,0	891,1080,988	0,0,2	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.996	0.001
262	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156341880	156342061	156338592	156338687	156344378	156344497	262	1036,870,951	3,15,4	736,935,795	8,2,5	298	149	0.433330803763	1.0	0.994,0.967,0.992	0.979,0.996,0.988	-0.003
263	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156341880	156342061	156338592	156338687	156355854	156355982	263	711,569,598	6,2,5	427,506,505	5,3,1	298	149	0.911780408434	1.0	0.983,0.993,0.984	0.977,0.988,0.996	-0.0
264	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156344378	156344497	156338592	156338687	156351136	156351812	264	7,11,6	0,0,0	21,8,5	0,0,5	268	149	0.0339607299328	0.36990969189961787	1.0,1.0,1.0	1.0,1.0,0.357	0.214
265	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156344378	156344497	156338592	156338687	156355854	156355982	265	324,410,395	6,2,5	257,355,324	5,3,1	268	149	0.562883207625	1.0	0.968,0.991,0.978	0.966,0.985,0.994	-0.003
266	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156344378	156344497	156341880	156342061	156355854	156355982	266	645,687,736	2,0,0	544,769,608	0,0,0	268	149	1	1.0	0.994,1.0,1.0	1.0,1.0,1.0	-0.002
267	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156351136	156351812	156338592	156338687	156355854	156355982	267	0,0,3	6,2,5	2,0,5	5,3,1	298	149	0.0343729919103	0.37311545728513884	0.0,0.0,0.231	0.167,0.0,0.714	-0.217
268	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156351136	156351812	156344378	156344497	156355854	156355982	268	6,1,6	434,479,497	15,9,1	328,493,390	298	149	0.744876572295	1.0	0.007,0.001,0.006	0.022,0.009,0.001	-0.006
269	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156374349	156374551	156359079	156359183	156381491	156381675	269	1159,1147,1162	1,4,2	1102,1136,1275	1,5,1	298	149	1	1.0	0.998,0.993,0.997	0.998,0.991,0.998	0.0
270	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156376720	156376869	156374052	156374551	156381491	156381639	270	1179,1129,1185	451,500,476	1040,1239,1041	496,522,665	298	149	0.0479957606406	0.4712229349731362	0.567,0.53,0.555	0.512,0.543,0.439	0.053
271	"ENSMUSG00000071708"	"Sms"	chrX	-	156237829	156237909	156230350	156230466	156243322	156243412	271	243,337,294	1,0,0	380,512,514	0,0,0	229	149	1	1.0	0.994,1.0,1.0	1.0,1.0,1.0	-0.002
273	"ENSMUSG00000071708"	"Sms"	chrX	-	156244956	156245132	156238989	156239104	156274900	156275040	273	0,1,0	3,0,0	4,0,0	0,0,0	298	149	1	1.0	0.0,1.0,NA	1.0,NA,NA	-0.5
274	"ENSMUSG00000071708"	"Sms"	chrX	-	156248819	156248884	156244956	156245132	156249393	156249487	274	1508,1481,1588	0,0,0	2516,2831,2980	1,0,0	214	149	1	1.0	1.0,1.0,1.0	0.999,1.0,1.0	0.0
275	"ENSMUSG00000071708"	"Sms"	chrX	-	156248819	156248884	156244956	156245132	156252983	156253104	275	232,205,285	5,9,3	294,398,433	8,0,2	214	149	0.0138201736119	0.1943072536266118	0.97,0.941,0.985	0.962,1.0,0.993	-0.02
276	"ENSMUSG00000071708"	"Sms"	chrX	-	156249393	156249487	156244956	156245132	156252983	156253104	276	310,324,302	5,9,3	702,829,684	8,0,2	243	149	0.00640832194497	0.11054729770144041	0.974,0.957,0.984	0.982,1.0,0.995	-0.021
277	"ENSMUSG00000071708"	"Sms"	chrX	-	156249393	156249487	156248819	156248884	156252983	156253104	277	1585,1599,1601	0,1,1	2922,3267,3231	0,5,3	243	149	1	1.0	1.0,0.999,0.999	1.0,0.998,0.998	0.001
278	"ENSMUSG00000071708"	"Sms"	chrX	-	156252983	156253104	156244956	156245132	156274900	156275040	278	796,917,857	0,0,0	1589,1775,1817	4,0,0	270	149	1	1.0	1.0,1.0,1.0	0.995,1.0,1.0	0.002
279	"ENSMUSG00000025287"	"Acot9"	chrX	+	154047031	154047089	154045500	154045670	154052654	154052749	279	3,2,5	938,1037,947	1,14,1	961,1199,1092	207	149	1	1.0	0.002,0.001,0.004	0.001,0.008,0.001	-0.001
280	"ENSMUSG00000025287"	"Acot9"	chrX	+	154056387	154056425	154055967	154056138	154064606	154064690	280	1050,1143,1094	0,2,0	1044,1364,1359	2,0,0	187	149	1	1.0	1.0,0.998,1.0	0.998,1.0,1.0	0.0
281	"ENSMUSG00000025287"	"Acot9"	chrX	+	154076904	154076972	154069284	154069361	154078158	154078270	281	904,893,975	0,0,0	927,1312,1141	2,0,0	217	149	1	1.0	1.0,1.0,1.0	0.997,1.0,1.0	0.001
282	"ENSMUSG00000025287"	"Acot9"	chrX	+	154078417	154078508	154078158	154078270	154078678	154078764	282	679,702,799	0,0,2	824,1126,997	1,3,0	240	149	1	1.0	1.0,1.0,0.996	0.998,0.996,1.0	0.001
283	"ENSMUSG00000025287"	"Acot9"	chrX	+	154078678	154078764	154078417	154078508	154079576	154079727	283	140,160,192	0,0,0	188,203,195	7,0,0	235	149	0.638663469645	1.0	1.0,1.0,1.0	0.945,1.0,1.0	0.018
284	"ENSMUSG00000025287"	"Acot9"	chrX	+	154079320	154079408	154078678	154078764	154079576	154079727	284	494,574,567	0,1,1	639,773,761	0,0,0	237	149	1	1.0	1.0,0.997,0.997	1.0,1.0,1.0	-0.002
285	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996933	153996127	153996663	153997028	153997130	285	513,580,573	0,0,1	419,695,653	0,2,0	190	149	1	1.0	1.0,1.0,0.998	1.0,0.996,1.0	0.001
286	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996933	153996127	153996663	153998596	153998680	286	103,162,120	0,0,0	99,158,128	2,0,0	190	149	1	1.0	1.0,1.0,1.0	0.975,1.0,1.0	0.008
287	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996954	153996310	153996663	153997028	153997130	287	112,166,134	0,0,1	103,166,130	0,2,0	211	149	1	1.0	1.0,1.0,0.99	1.0,0.983,1.0	0.002
288	"ENSMUSG00000025283"	"Sat1"	chrX	-	153997028	153997130	153996127	153996663	153998596	153998680	288	573,522,459	0,0,0	463,551,614	2,0,0	251	149	1	1.0	1.0,1.0,1.0	0.993,1.0,1.0	0.002
289	"ENSMUSG00000025283"	"Sat1"	chrX	-	153997028	153997130	153996892	153996933	153998596	153998680	289	966,921,894	1,0,0	760,1034,1103	0,0,2	251	149	1	1.0	0.998,1.0,1.0	1.0,1.0,0.997	0.0
290	"ENSMUSG00000025283"	"Sat1"	chrX	-	153998116	153998226	153997028	153997130	153998596	153998680	290	88,62,107	744,687,668	124,201,118	597,739,825	259	149	1.05314856874e-05	0.000720522818934456	0.064,0.049,0.084	0.107,0.135,0.076	-0.04
291	"ENSMUSG00000025283"	"Sat1"	chrX	-	153998780	153998832	153998115	153998680	153999098	153999328	291	1072,1132,997	0,0,1	1013,1209,1246	0,0,0	201	149	1	1.0	1.0,1.0,0.999	1.0,1.0,1.0	-0.0
