ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
101	"ENSMUSG00000052387"	"Trpm3"	chr19	+	22903259	22903470	22903259	22903434	22955655	22955806	101	2,5,9	4,6,9	0,4,2	8,32,12	185	149	6.19761050624e-05	0.0015912004648578977	0.287,0.402,0.446	0.0,0.091,0.118	0.309
103	"ENSMUSG00000046230"	"Vps13a"	chr19	-	16722149	16722321	16722187	16722321	16720359	16720422	103	141,146,197	2,5,6	94,158,118	4,0,2	187	149	0.163552892717	0.5701970322933726	0.983,0.959,0.963	0.949,1.0,0.979	-0.008
110	"ENSMUSG00000048832"	"Vps37c"	chr19	+	10666114	10666347	10666114	10666343	10683573	10683672	110	72,93,58	147,101,134	92,129,88	198,205,213	153	149	0.424807467594	1.0	0.323,0.473,0.297	0.312,0.38,0.287	0.038
111	"ENSMUSG00000034445"	"Cyb561a3"	chr19	+	10554814	10555257	10554814	10554927	10556345	10556438	111	212,222,168	0,0,0	172,250,230	6,1,0	479	149	0.23185249914	0.7155908174964234	1.0,1.0,1.0	0.899,0.987,1.0	0.038
112	"ENSMUSG00000035735"	"Dagla"	chr19	-	10248351	10248563	10248374	10248563	10247080	10247182	112	100,155,170	5,0,4	200,206,211	2,0,3	172	149	0.331832057505	0.9067885927859407	0.945,1.0,0.974	0.989,1.0,0.984	-0.018
113	"ENSMUSG00000024660"	"Incenp"	chr19	-	9855040	9855612	9855491	9855612	9853953	9854180	113	810,795,734	17,12,15	791,915,872	10,11,10	600	149	0.0643347497032	0.30010801551689914	0.922,0.943,0.924	0.952,0.954,0.956	-0.024
114	"ENSMUSG00000071653"	"1810009A15Rik"	chr19	+	8866487	8867091	8866487	8866612	8867366	8867464	114	47,77,63	913,927,812	62,55,68	1190,1437,1372	628	149	0.0024435539543	0.027621333435636858	0.012,0.019,0.018	0.012,0.009,0.012	0.005
115	"ENSMUSG00000071657"	"Bscl2"	chr19	+	8822534	8823688	8822534	8822678	8823829	8823927	115	1030,1044,1057	0,0,1	918,1140,1082	0,0,1	1159	149	1	1.0	1.0,1.0,0.993	1.0,1.0,0.993	0.0
116	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8713350	8713661	8713350	8713457	8715017	8715093	116	1698,1898,1936	5,1,8	2558,3097,3063	1,0,3	353	149	1	1.0	0.993,0.999,0.99	0.999,1.0,0.998	-0.005
117	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8713350	8713661	8713350	8713457	8715211	8715358	117	125,146,177	0,0,0	176,201,192	0,0,2	353	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.976	0.008
118	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8715211	8715358	8715211	8715226	8715516	8715618	118	2256,2594,2360	5,14,16	3388,4035,4112	11,28,37	281	149	0.383762557436	0.9928954996373959	0.996,0.99,0.987	0.994,0.987,0.983	0.003
119	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8715211	8715358	8715211	8715226	8716629	8716730	119	999,1182,990	1,0,0	1544,1878,1856	0,0,0	281	149	1	1.0	0.998,1.0,1.0	1.0,1.0,1.0	-0.001
121	"ENSMUSG00000024764"	"Naa40"	chr19	-	7211468	7212523	7212427	7212523	7207552	7207648	121	403,565,478	0,7,3	532,692,705	0,0,2	1108	149	0.00626705167621	0.05405332070731125	1.0,0.916,0.955	1.0,1.0,0.979	-0.036
122	"ENSMUSG00000024960"	"Plcb3"	chr19	-	6942874	6942952	6942876	6942952	6942664	6942765	122	18,17,11	961,955,888	22,5,8	881,948,1048	151	149	0.209955153485	0.6673430598294817	0.018,0.017,0.012	0.024,0.005,0.007	0.004
123	"ENSMUSG00000118668"	"Rps6ka4"	chr19	-	6817701	6817773	6817747	6817773	6816827	6817046	123	260,279,235	13,15,31	290,398,435	19,23,29	195	149	0.401010556312	1.0	0.939,0.934,0.853	0.921,0.93,0.92	-0.015
124	"ENSMUSG00000024949"	"Sf1"	chr19	+	6424039	6424317	6424039	6424313	6424578	6424638	124	190,159,153	1389,1442,1529	152,158,212	1373,1713,1892	153	149	0.378267616978	0.9888100611137617	0.118,0.097,0.089	0.097,0.082,0.098	0.009
125	"ENSMUSG00000024787"	"Snx15"	chr19	-	6173859	6174218	6174182	6174218	6172069	6172185	125	353,373,332	0,0,0	464,480,455	2,4,6	472	149	0.0695480476202	0.3194773005798924	1.0,1.0,1.0	0.987,0.974,0.96	0.026
126	"ENSMUSG00000024668"	"Sdhaf2"	chr19	-	10494532	10494750	10494683	10494750	10494343	10494453	126	638,671,706	132,135,101	558,775,682	162,160,181	300	149	0.00404435509571	0.03962989371890983	0.706,0.712,0.776	0.631,0.706,0.652	0.068
127	"ENSMUSG00000024818"	"Slc25a45"	chr19	+	5930112	5930188	5930112	5930184	5930467	5930653	127	8,3,1	111,76,97	2,2,2	122,122,110	153	149	0.0430670760909	0.22322090142889014	0.066,0.037,0.01	0.016,0.016,0.017	0.021
129	"ENSMUSG00000092341"	"Malat1"	chr19	-	5850728	5852699	5851441	5852699	5850556	5850604	129	19409,20496,23141	0,3,0	13602,16319,13674	0,0,0	862	149	1	1.0	1.0,0.999,1.0	1.0,1.0,1.0	-0.0
132	"ENSMUSG00000092341"	"Malat1"	chr19	-	5852265	5852699	5852425	5852699	5851805	5852089	132	3676,3852,3956	14,0,1	2745,2927,2992	1,5,2	309	149	1	1.0	0.992,1.0,0.999	0.999,0.996,0.999	-0.001
133	"ENSMUSG00000092341"	"Malat1"	chr19	-	5852182	5852699	5852390	5852699	5851805	5852099	133	5290,5379,5855	12,10,13	3693,4158,4089	9,13,5	357	149	1	1.0	0.995,0.996,0.995	0.994,0.993,0.997	0.001
135	"ENSMUSG00000024937"	"Ehbp1l1"	chr19	-	5767689	5770435	5769975	5770435	5767066	5767224	135	567,619,606	25,22,28	751,947,784	13,41,39	2435	149	0.496424470728	1.0	0.581,0.633,0.57	0.779,0.586,0.552	-0.044
136	"ENSMUSG00000024937"	"Ehbp1l1"	chr19	-	5767689	5770435	5770212	5770435	5767066	5767224	136	678,714,702	5,3,1	858,1075,882	3,8,1	2672	149	0.736916530303	1.0	0.883,0.93,0.975	0.941,0.882,0.98	-0.005
137	"ENSMUSG00000024937"	"Ehbp1l1"	chr19	-	5769975	5770435	5770212	5770435	5767066	5767224	137	136,117,124	5,3,1	120,169,137	3,8,1	386	149	0.766415671354	1.0	0.913,0.938,0.98	0.939,0.891,0.981	0.007
139	"ENSMUSG00000024883"	"Rin1"	chr19	+	5101228	5101496	5101228	5101282	5101585	5101658	139	336,272,254	10,10,5	433,567,522	11,22,8	363	149	0.847135843447	1.0	0.932,0.918,0.954	0.942,0.914,0.964	-0.005
140	"ENSMUSG00000034108"	"Ccs"	chr19	-	4884200	4884338	4884221	4884338	4883368	4883475	140	10,5,6	0,2,0	15,25,13	0,0,0	170	149	1	1.0	1.0,0.687,1.0	1.0,1.0,1.0	-0.104
141	"ENSMUSG00000034108"	"Ccs"	chr19	-	4884200	4884338	4884267	4884338	4883368	4883475	141	62,54,42	1,2,1	85,114,111	1,0,4	216	149	0.74229836904	1.0	0.977,0.949,0.967	0.983,1.0,0.95	-0.013
142	"ENSMUSG00000034108"	"Ccs"	chr19	-	4884221	4884338	4884267	4884338	4883368	4883475	142	52,51,36	1,2,1	70,89,98	1,0,4	195	149	0.734413752565	1.0	0.975,0.951,0.965	0.982,1.0,0.949	-0.013
143	"ENSMUSG00000034108"	"Ccs"	chr19	-	4884200	4884338	4884221	4884338	4883368	4883546	143	201,160,148	1,1,4	273,262,247	5,3,1	170	149	1	1.0	0.994,0.993,0.97	0.98,0.987,0.995	-0.002
144	"ENSMUSG00000034108"	"Ccs"	chr19	-	4884200	4884338	4884267	4884338	4883368	4883546	144	253,209,184	0,2,0	343,351,345	0,0,2	216	149	1	1.0	1.0,0.986,1.0	1.0,1.0,0.992	-0.002
145	"ENSMUSG00000034108"	"Ccs"	chr19	-	4884221	4884338	4884267	4884338	4883368	4883546	145	53,50,40	0,2,0	75,92,99	0,0,2	195	149	1	1.0	1.0,0.95,1.0	1.0,1.0,0.974	-0.008
147	"ENSMUSG00000024889"	"Rce1"	chr19	-	4674687	4674791	4674712	4674791	4674041	4674179	147	6,9,10	10,7,3	10,12,15	11,17,22	174	149	0.22481585045	0.6991957165417936	0.339,0.524,0.741	0.438,0.377,0.369	0.14
148	"ENSMUSG00000024889"	"Rce1"	chr19	-	4674687	4674791	4674712	4674791	4674041	4674209	148	93,112,97	431,403,432	110,98,130	492,679,684	174	149	0.0281143327469	0.1662761965316657	0.156,0.192,0.161	0.161,0.11,0.14	0.033
149	"ENSMUSG00000024858"	"Grk2"	chr19	-	4337585	4338013	4337850	4338013	4337380	4337494	149	667,688,680	0,0,0	761,830,964	1,0,0	414	149	1	1.0	1.0,1.0,1.0	0.996,1.0,1.0	0.001
150	"ENSMUSG00000024858"	"Grk2"	chr19	-	4341266	4341669	4341617	4341669	4340799	4340899	150	768,832,812	2,3,2	856,1105,1185	1,4,0	500	149	1	1.0	0.991,0.988,0.992	0.996,0.988,1.0	-0.004
151	"ENSMUSG00000031310"	"Zmym3"	chrX	-	100453217	100453386	100453238	100453386	100452759	100452911	151	248,253,310	33,32,33	184,259,217	19,15,24	170	149	0.0824532152522	0.3560430885466576	0.868,0.874,0.892	0.895,0.938,0.888	-0.029
153	"ENSMUSG00000031310"	"Zmym3"	chrX	-	100461878	100462558	100462400	100462558	100460892	100460936	153	922,947,974	11,10,23	892,992,1097	14,26,19	671	149	0.23433706932	0.7173088273770055	0.949,0.955,0.904	0.934,0.894,0.928	0.017
154	"ENSMUSG00000024824"	"Rad9a"	chr19	-	4247337	4247585	4247475	4247585	4247111	4247249	154	240,176,201	0,2,0	280,345,348	0,0,0	287	149	1	1.0	1.0,0.979,1.0	1.0,1.0,1.0	-0.007
155	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4177055	4177131	4177055	4177120	4177548	4177638	155	253,304,216	666,680,524	280,418,417	809,1016,993	160	149	0.623026973854	1.0	0.261,0.294,0.277	0.244,0.277,0.281	0.01
156	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4177055	4177131	4177055	4177120	4177575	4177638	156	4,12,13	9,8,9	33,34,18	4,12,15	160	149	0.0453250942911	0.23237881159771392	0.293,0.583,0.574	0.885,0.725,0.528	-0.229
157	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4177548	4177835	4177548	4177638	4181227	4181281	157	402,440,389	8,1,11	384,560,609	20,1,17	346	149	0.108009623469	0.4315173376710832	0.956,0.995,0.938	0.892,0.996,0.939	0.021
