"VastDB.ID","paper_gene","paper_length","match_type","n_candidates","selected","rmats_ID","geneSymbol","chr","exonStart_0base","exonEnd","exon_size","strand","IncLevelDifference","FDR"
"MmuEX0004931","Ank3",27,"gene_size_contained",2,FALSE,57912,"Ank3","chr10",69658907,69658931,24,"+",0.07,0.00150496503661703
"MmuEX0004931","Ank3",27,"gene_size_contained",2,TRUE,57921,"Ank3","chr10",69816653,69816680,27,"+",0.187,0.000174189054449646
"MmuEX0005383","Ap1ar",26,"gene_size",2,FALSE,40480,"Ap1ar","chr3",127614408,127614434,26,"-",0.012,1
"MmuEX0005383","Ap1ar",26,"gene_size",2,TRUE,40481,"Ap1ar","chr3",127614408,127614434,26,"-",0.034,0.143114083859872
"MmuEX0005816","Arhgap21",25,"gene_size",2,FALSE,25875,"Arhgap21","chr2",20858768,20858789,21,"-",0.001,1
"MmuEX0005816","Arhgap21",25,"gene_size",2,TRUE,25883,"Arhgap21","chr2",20888010,20888040,30,"-",0.21,4.24107750950333e-05
"MmuEX0005966","Arhgef11",30,"gene_size_contained",3,FALSE,54654,"Arhgef11","chr3",87589166,87589199,33,"+",0.02,1
"MmuEX0005966","Arhgef11",30,"gene_size_contained",3,TRUE,54658,"Arhgef11","chr3",87625535,87625565,30,"+",0.146,2.78873270258153e-06
"MmuEX0005966","Arhgef11",30,"gene_size_contained",3,FALSE,54659,"Arhgef11","chr3",87625535,87625565,30,"+",0.068,1
"MmuEX0006334","Asap1",9,"gene_size",2,FALSE,7290,"Asap1","chr15",64025692,64025701,9,"-",0.025,0.0517891081513928
"MmuEX0006334","Asap1",9,"gene_size",2,TRUE,7291,"Asap1","chr15",64025692,64025701,9,"-",0.067,0.0015000099963555
"MmuEX0008835","Cacnb1",20,"gene_size",4,FALSE,13991,"Cacnb1","chr11",97901452,97901472,20,"-",0.005,1
"MmuEX0008835","Cacnb1",20,"gene_size",4,FALSE,13992,"Cacnb1","chr11",97901452,97901472,20,"-",-0.014,1
"MmuEX0008835","Cacnb1",20,"gene_size",4,TRUE,13993,"Cacnb1","chr11",97901452,97901472,20,"-",-0.025,1
"MmuEX0008835","Cacnb1",20,"gene_size",4,FALSE,13994,"Cacnb1","chr11",97901452,97901472,20,"-",-0.004,1
"MmuEX0009318","Catsper2",24,"gene_size",3,TRUE,45740,"Catsper2","chr2",121229926,121229950,24,"-",0.279,1
"MmuEX0009318","Catsper2",24,"gene_size",3,FALSE,45741,"Catsper2","chr2",121229926,121229950,24,"-",0.074,1
"MmuEX0009318","Catsper2",24,"gene_size",3,FALSE,45742,"Catsper2","chr2",121229926,121229950,24,"-",0.121,0.219063292024611
"MmuEX0009873","Ccdc66",26,"gene_size",2,TRUE,30566,"Ccdc66","chr14",27227594,27227620,26,"-",0.146,0.530453056550591
"MmuEX0009873","Ccdc66",26,"gene_size",2,FALSE,30567,"Ccdc66","chr14",27227594,27227620,26,"-",0.069,1
"MmuEX0011125","Chchd3",15,"gene_size",2,FALSE,14838,"Chchd3","chr6",32870326,32870341,15,"-",0.003,1
"MmuEX0011125","Chchd3",15,"gene_size",2,TRUE,14839,"Chchd3","chr6",32870326,32870341,15,"-",-0.028,1
"MmuEX0011499","Clasp1",24,"gene_size_contained",5,TRUE,32391,"Clasp1","chr1",118440434,118440458,24,"+",0.087,1.62398370258059e-06
"MmuEX0011499","Clasp1",24,"gene_size_contained",5,FALSE,32392,"Clasp1","chr1",118440434,118440458,24,"+",0.244,0.231546318657114
"MmuEX0011499","Clasp1",24,"gene_size_contained",5,FALSE,32393,"Clasp1","chr1",118451050,118451077,27,"+",0.117,0.219767330624062
"MmuEX0011499","Clasp1",24,"gene_size_contained",5,FALSE,32398,"Clasp1","chr1",118469404,118469428,24,"+",0.044,0.369346684890011
"MmuEX0011499","Clasp1",24,"gene_size_contained",5,FALSE,32399,"Clasp1","chr1",118469404,118469428,24,"+",0.043,0.528359691828512
"MmuEX0011506","Clasp1",27,"gene_size_contained",5,FALSE,32391,"Clasp1","chr1",118440434,118440458,24,"+",0.087,1.62398370258059e-06
"MmuEX0011506","Clasp1",27,"gene_size_contained",5,FALSE,32392,"Clasp1","chr1",118440434,118440458,24,"+",0.244,0.231546318657114
"MmuEX0011506","Clasp1",27,"gene_size_contained",5,TRUE,32393,"Clasp1","chr1",118451050,118451077,27,"+",0.117,0.219767330624062
"MmuEX0011506","Clasp1",27,"gene_size_contained",5,FALSE,32398,"Clasp1","chr1",118469404,118469428,24,"+",0.044,0.369346684890011
"MmuEX0011506","Clasp1",27,"gene_size_contained",5,FALSE,32399,"Clasp1","chr1",118469404,118469428,24,"+",0.043,0.528359691828512
"MmuEX0011507","Clasp1",24,"gene_size_contained",5,FALSE,32391,"Clasp1","chr1",118440434,118440458,24,"+",0.087,1.62398370258059e-06
"MmuEX0011507","Clasp1",24,"gene_size_contained",5,FALSE,32392,"Clasp1","chr1",118440434,118440458,24,"+",0.244,0.231546318657114
"MmuEX0011507","Clasp1",24,"gene_size_contained",5,FALSE,32393,"Clasp1","chr1",118451050,118451077,27,"+",0.117,0.219767330624062
"MmuEX0011507","Clasp1",24,"gene_size_contained",5,TRUE,32398,"Clasp1","chr1",118469404,118469428,24,"+",0.044,0.369346684890011
"MmuEX0011507","Clasp1",24,"gene_size_contained",5,FALSE,32399,"Clasp1","chr1",118469404,118469428,24,"+",0.043,0.528359691828512
"MmuEX0011514","Clasp2",24,"gene_size_contained",3,TRUE,24179,"Clasp2","chr9",113687648,113687672,24,"+",0.252,1.26060491336164e-07
"MmuEX0011514","Clasp2",24,"gene_size_contained",3,FALSE,24181,"Clasp2","chr9",113691503,113691530,27,"+",0.009,1
"MmuEX0011514","Clasp2",24,"gene_size_contained",3,FALSE,24184,"Clasp2","chr9",113707817,113707841,24,"+",0.058,0.00258686636886187
"MmuEX0011524","Clasp2",17,"gene_size_contained",2,TRUE,24176,"Clasp2","chr9",113670226,113670243,17,"+",0.011,1
"MmuEX0011524","Clasp2",17,"gene_size_contained",2,FALSE,24180,"Clasp2","chr9",113689187,113689205,18,"+",-0.12,0.0685537292009081
"MmuEX0011526","Clasp2",27,"gene_size_contained",3,FALSE,24179,"Clasp2","chr9",113687648,113687672,24,"+",0.252,1.26060491336164e-07
"MmuEX0011526","Clasp2",27,"gene_size_contained",3,TRUE,24181,"Clasp2","chr9",113691503,113691530,27,"+",0.009,1
"MmuEX0011526","Clasp2",27,"gene_size_contained",3,FALSE,24184,"Clasp2","chr9",113707817,113707841,24,"+",0.058,0.00258686636886187
"MmuEX0011532","Clasp2",24,"gene_size_contained",3,FALSE,24179,"Clasp2","chr9",113687648,113687672,24,"+",0.252,1.26060491336164e-07
"MmuEX0011532","Clasp2",24,"gene_size_contained",3,FALSE,24181,"Clasp2","chr9",113691503,113691530,27,"+",0.009,1
"MmuEX0011532","Clasp2",24,"gene_size_contained",3,TRUE,24184,"Clasp2","chr9",113707817,113707841,24,"+",0.058,0.00258686636886187
"MmuEX0012543","Cpeb4",24,"gene_size",2,FALSE,38090,"Cpeb4","chr11",31868800,31868824,24,"+",0.103,1.13081564246697e-05
"MmuEX0012543","Cpeb4",24,"gene_size",2,TRUE,38091,"Cpeb4","chr11",31868800,31868824,24,"+",0.164,3.91008884983753e-05
"MmuEX0013906","Dclk2",13,"gene_size",3,TRUE,41465,"Dclk2","chr3",86695928,86695941,13,"-",0.13,0.0357757878867097
"MmuEX0013906","Dclk2",13,"gene_size",3,FALSE,41466,"Dclk2","chr3",86695928,86695941,13,"-",0.107,9.02838700735828e-07
"MmuEX0013906","Dclk2",13,"gene_size",3,FALSE,41467,"Dclk2","chr3",86695928,86695941,13,"-",0.324,1
"MmuEX0013951","Dctn1",15,"gene_size_contained",5,FALSE,47909,"Dctn1","chr6",83163409,83163427,18,"+",0.095,1
"MmuEX0013951","Dctn1",15,"gene_size_contained",5,FALSE,47910,"Dctn1","chr6",83163409,83163427,18,"+",0.003,1
"MmuEX0013951","Dctn1",15,"gene_size_contained",5,FALSE,47911,"Dctn1","chr6",83163409,83163427,18,"+",0.119,0.0647346845033514
"MmuEX0013951","Dctn1",15,"gene_size_contained",5,FALSE,47912,"Dctn1","chr6",83163409,83163427,18,"+",0.028,0.817806109631159
"MmuEX0013951","Dctn1",15,"gene_size_contained",5,TRUE,47919,"Dctn1","chr6",83174300,83174315,15,"+",0.062,0.00153352163020037
"MmuEX0014010","Ddhd1",21,"gene_size",2,TRUE,8710,"Ddhd1","chr14",45866310,45866331,21,"-",0.202,1.72061376212635e-05
"MmuEX0014010","Ddhd1",21,"gene_size",2,FALSE,8711,"Ddhd1","chr14",45866310,45866331,21,"-",0.083,0.0691086310893666
"MmuEX0014308","Denr",20,"gene_size",2,FALSE,16000,"Denr","chr5",124053253,124053273,20,"+",0,1
"MmuEX0014308","Denr",20,"gene_size",2,TRUE,16001,"Denr","chr5",124053253,124053273,20,"+",0.002,1
"MmuEX0014546","Dhx30",29,"gene_size",2,FALSE,62894,"Dhx30","chr9",109937008,109937037,29,"-",-0.085,1
"MmuEX0014546","Dhx30",29,"gene_size",2,TRUE,62895,"Dhx30","chr9",109937008,109937037,29,"-",0.06,0.00295384439556913
"MmuEX0014792","Dlg1",21,"gene_size",3,TRUE,26360,"Dlg1","chr16",31673485,31673506,21,"+",-0.104,0.0218207418493108
"MmuEX0014792","Dlg1",21,"gene_size",3,FALSE,26362,"Dlg1","chr16",31673485,31673506,21,"+",0.042,0.339426193964497
"MmuEX0014792","Dlg1",21,"gene_size",3,FALSE,26363,"Dlg1","chr16",31673485,31673506,21,"+",0.144,1
"MmuEX0015479","Dock9",8,"gene_size",2,FALSE,32925,"Dock9","chr14",121797806,121797812,6,"-",0.056,1
"MmuEX0015479","Dock9",8,"gene_size",2,TRUE,32926,"Dock9","chr14",121797806,121797812,6,"-",0.099,0.396768012138546
"MmuEX0015480","Dock9",6,"gene_size",2,FALSE,32925,"Dock9","chr14",121797806,121797812,6,"-",0.056,1
"MmuEX0015480","Dock9",6,"gene_size",2,TRUE,32926,"Dock9","chr14",121797806,121797812,6,"-",0.099,0.396768012138546
"MmuEX0015633","Dpy19l1",25,"gene_size",2,TRUE,47236,"Dpy19l1","chr9",24397000,24397025,25,"-",0.413,0.00021065412434062
"MmuEX0015633","Dpy19l1",25,"gene_size",2,FALSE,47237,"Dpy19l1","chr9",24397000,24397025,25,"-",0.105,0.142234970545609
"MmuEX0015840","Dtnbp1",23,"gene_size",2,FALSE,44036,"Dtnbp1","chr13",45106647,45106670,23,"-",-0.002,1
"MmuEX0015840","Dtnbp1",23,"gene_size",2,TRUE,44037,"Dtnbp1","chr13",45106647,45106670,23,"-",-0.04,0.228302401648725
"MmuEX0016267","Eef1d",15,"gene_size",5,FALSE,34359,"Eef1d","chr15",75777734,75777749,15,"-",0.073,0.115648151565818
"MmuEX0016267","Eef1d",15,"gene_size",5,FALSE,34360,"Eef1d","chr15",75777734,75777749,15,"-",-0.172,1
"MmuEX0016267","Eef1d",15,"gene_size",5,TRUE,34361,"Eef1d","chr15",75777734,75777749,15,"-",0.095,4.46019730764414e-05
"MmuEX0016267","Eef1d",15,"gene_size",5,FALSE,34362,"Eef1d","chr15",75777734,75777749,15,"-",0.106,0.493525349466709
"MmuEX0016267","Eef1d",15,"gene_size",5,FALSE,34363,"Eef1d","chr15",75777734,75777749,15,"-",0.001,1
"MmuEX0016617","Eif4g1",21,"gene_size",2,FALSE,5582,"Eif4g1","chr16",20493535,20493556,21,"+",0.057,0.000139359982191431
"MmuEX0016617","Eif4g1",21,"gene_size",2,TRUE,5583,"Eif4g1","chr16",20493535,20493556,21,"+",0.166,1.83302648422216e-13
"MmuEX0016639","Eif4g3",21,"gene_size",4,FALSE,48248,"Eif4g3","chr4",137823219,137823240,21,"+",0.037,1
"MmuEX0016639","Eif4g3",21,"gene_size",4,FALSE,48249,"Eif4g3","chr4",137823219,137823240,21,"+",0.024,0.0150264619069915
"MmuEX0016639","Eif4g3",21,"gene_size",4,FALSE,48250,"Eif4g3","chr4",137823219,137823240,21,"+",0.003,1
"MmuEX0016639","Eif4g3",21,"gene_size",4,TRUE,48251,"Eif4g3","chr4",137823219,137823240,21,"+",0.068,0.000111417892986572
"MmuEX0016651","Eif5a",30,"gene_size",5,FALSE,66665,"Eif5a","chr11",69810274,69810304,30,"-",0.031,6.36364952020122e-05
"MmuEX0016651","Eif5a",30,"gene_size",5,TRUE,66666,"Eif5a","chr11",69810274,69810304,30,"-",0.06,7.69916987159231e-05
"MmuEX0016651","Eif5a",30,"gene_size",5,FALSE,66667,"Eif5a","chr11",69810274,69810304,30,"-",0.135,0.138183158737165
"MmuEX0016651","Eif5a",30,"gene_size",5,FALSE,66668,"Eif5a","chr11",69810274,69810304,30,"-",0.101,1
"MmuEX0016651","Eif5a",30,"gene_size",5,FALSE,66669,"Eif5a","chr11",69810274,69810304,30,"-",0.002,1
"MmuEX0016849","Enah",12,"gene_size",2,TRUE,25502,"Enah","chr1",181758738,181758750,12,"-",-0.019,1
"MmuEX0016849","Enah",12,"gene_size",2,FALSE,25503,"Enah","chr1",181758738,181758750,12,"-",-0.001,1
"MmuEX0018055","Fam168a",27,"gene_size",2,TRUE,54368,"Fam168a","chr7",100467942,100467969,27,"+",-0.191,1.19363993167714e-06
"MmuEX0018055","Fam168a",27,"gene_size",2,FALSE,54369,"Fam168a","chr7",100467942,100467969,27,"+",0.046,1
"MmuEX0018305","Fam3c",30,"gene_size",3,TRUE,22494,"Fam3c","chr6",22329577,22329607,30,"-",-0.006,1
"MmuEX0018305","Fam3c",30,"gene_size",3,FALSE,22495,"Fam3c","chr6",22329577,22329607,30,"-",0.002,1
"MmuEX0018305","Fam3c",30,"gene_size",3,FALSE,22496,"Fam3c","chr6",22329577,22329607,30,"-",-0.004,1
"MmuEX0018656","Fastk",21,"gene_size",2,FALSE,33467,"Fastk","chr5",24649372,24649393,21,"-",-0.001,1
"MmuEX0018656","Fastk",21,"gene_size",2,TRUE,33468,"Fastk","chr5",24649372,24649393,21,"-",0.054,1
"MmuEX0018702","Fbf1",28,"gene_size",2,FALSE,13079,"Fbf1","chr11",116055488,116055516,28,"-",-0.003,1
"MmuEX0018702","Fbf1",28,"gene_size",2,TRUE,13080,"Fbf1","chr11",116055488,116055516,28,"-",0.013,1
"MmuEX0019436","Fnbp1",15,"gene_size",2,FALSE,59003,"Fnbp1","chr2",30934893,30934908,15,"-",0.091,0.0654542954655178
"MmuEX0019436","Fnbp1",15,"gene_size",2,TRUE,59004,"Fnbp1","chr2",30934893,30934908,15,"-",-0.095,1
"MmuEX0020446","Git1",27,"gene_size",2,FALSE,54958,"Git1","chr11",77393654,77393681,27,"+",-0.001,1
"MmuEX0020446","Git1",27,"gene_size",2,TRUE,54959,"Git1","chr11",77393654,77393681,27,"+",0.008,0.586427567138657
"MmuEX0020453","Git2",6,"gene_size",2,FALSE,24351,"Git2","chr5",114891208,114891214,6,"-",0.013,1
"MmuEX0020453","Git2",6,"gene_size",2,TRUE,24352,"Git2","chr5",114891208,114891214,6,"-",0.02,1
"MmuEX0021319","Gnas",24,"gene_size",3,FALSE,30770,"Gnas","chr2",174169900,174169924,24,"+",0.013,0.220594020592959
"MmuEX0021319","Gnas",24,"gene_size",3,TRUE,30771,"Gnas","chr2",174169900,174169924,24,"+",0.15,8.39408628074766e-11
"MmuEX0021319","Gnas",24,"gene_size",3,FALSE,30772,"Gnas","chr2",174169900,174169924,24,"+",0.024,0.00436702887649634
"MmuEX0021546","Gpatch8",18,"gene_size",3,FALSE,33213,"Gpatch8","chr11",102422138,102422156,18,"-",-0.017,1
"MmuEX0021546","Gpatch8",18,"gene_size",3,TRUE,33214,"Gpatch8","chr11",102422138,102422156,18,"-",0.035,1
"MmuEX0021546","Gpatch8",18,"gene_size",3,FALSE,33215,"Gpatch8","chr11",102422138,102422156,18,"-",-0.005,1
"MmuEX0022165","Gtpbp2",27,"gene_size",3,FALSE,3549,"Gtpbp2","chr17",46474408,46474435,27,"+",0.001,1
"MmuEX0022165","Gtpbp2",27,"gene_size",3,TRUE,3550,"Gtpbp2","chr17",46474408,46474435,27,"+",0.002,1
"MmuEX0022165","Gtpbp2",27,"gene_size",3,FALSE,3551,"Gtpbp2","chr17",46474408,46474435,27,"+",-0.002,1
"MmuEX0023592","Idh3g",12,"gene_size",2,TRUE,66797,"Idh3g","chrX",72825903,72825915,12,"-",-0.016,0.296384012657799
"MmuEX0023592","Idh3g",12,"gene_size",2,FALSE,66798,"Idh3g","chrX",72825903,72825915,12,"-",0.004,0.239740915654857
"MmuEX0023608","Iffo1",9,"gene_size",2,TRUE,51474,"Iffo1","chr6",125128757,125128766,9,"+",-0.022,1
"MmuEX0023608","Iffo1",9,"gene_size",2,FALSE,51477,"Iffo1","chr6",125128760,125128766,6,"+",-0.02,0.0857552738431833
"MmuEX0024182","Inpp4a",15,"gene_size",2,FALSE,40417,"Inpp4a","chr1",37413352,37413370,18,"+",0.088,0.100350236273577
"MmuEX0024182","Inpp4a",15,"gene_size",2,TRUE,40418,"Inpp4a","chr1",37413355,37413370,15,"+",0.181,0.000806405267909375
"MmuEX0025589","Kif3a",9,"gene_size",3,TRUE,66031,"Kif3a","chr11",53481543,53481552,9,"+",0.039,0.00454678681861106
"MmuEX0025589","Kif3a",9,"gene_size",3,FALSE,66032,"Kif3a","chr11",53481543,53481552,9,"+",0.049,0.168746364745131
"MmuEX0025589","Kif3a",9,"gene_size",3,FALSE,66033,"Kif3a","chr11",53481543,53481552,9,"+",0.027,1
"MmuEX0025877","Kpna3",30,"gene_size",2,TRUE,8231,"Kpna3","chr14",61628996,61629026,30,"-",-0.006,1
"MmuEX0025877","Kpna3",30,"gene_size",2,FALSE,8232,"Kpna3","chr14",61628996,61629026,30,"-",-0.004,1
"MmuEX0025977","L1cam",15,"gene_size_contained",2,FALSE,51716,"L1cam","chrX",72899257,72899269,12,"-",-0.002,1
"MmuEX0025977","L1cam",15,"gene_size_contained",2,TRUE,51726,"L1cam","chrX",72910627,72910642,15,"-",0.046,1.21272566587914e-08
"MmuEX0025978","L1cam",12,"gene_size_contained",2,TRUE,51716,"L1cam","chrX",72899257,72899269,12,"-",-0.002,1
"MmuEX0025978","L1cam",12,"gene_size_contained",2,FALSE,51726,"L1cam","chrX",72910627,72910642,15,"-",0.046,1.21272566587914e-08
"MmuEX0026196","Layn",24,"gene_size",2,TRUE,60871,"Layn","chr9",50987621,50987645,24,"-",-0.259,0.972385293547558
"MmuEX0026196","Layn",24,"gene_size",2,FALSE,60872,"Layn","chr9",50987621,50987645,24,"-",0.01,1
"MmuEX0026604","Lmf1",11,"gene_size",2,TRUE,11343,"Lmf1","chr17",25807649,25807660,11,"+",0.128,0.261992790036644
"MmuEX0026604","Lmf1",11,"gene_size",2,FALSE,11344,"Lmf1","chr17",25807649,25807660,11,"+",0.01,0.0686069461596917
"MmuEX0027467","Macf1",12,"gene_size_contained",3,TRUE,44389,"Macf1","chr4",123262613,123262625,12,"-",0.065,1.51694543002874e-09
"MmuEX0027467","Macf1",12,"gene_size_contained",3,FALSE,44390,"Macf1","chr4",123262613,123262628,15,"-",0.032,0.00220458720246667
"MmuEX0027467","Macf1",12,"gene_size_contained",3,FALSE,44392,"Macf1","chr4",123280341,123280350,9,"-",-0.019,1
"MmuEX0027469","Macf1",9,"gene_size_contained",2,FALSE,44389,"Macf1","chr4",123262613,123262625,12,"-",0.065,1.51694543002874e-09
"MmuEX0027469","Macf1",9,"gene_size_contained",2,TRUE,44392,"Macf1","chr4",123280341,123280350,9,"-",-0.019,1
"MmuEX0027471","Macf1",18,"gene_size_contained",2,TRUE,44388,"Macf1","chr4",123257849,123257867,18,"-",0.022,0.0258276140742082
"MmuEX0027471","Macf1",18,"gene_size_contained",2,FALSE,44390,"Macf1","chr4",123262613,123262628,15,"-",0.032,0.00220458720246667
"MmuEX0027690","Map2k5",30,"gene_size",2,TRUE,46410,"Map2k5","chr9",63124274,63124307,33,"-",-0.033,0.58969023230164
"MmuEX0027690","Map2k5",30,"gene_size",2,FALSE,46411,"Map2k5","chr9",63124620,63124647,27,"-",-0.008,1
"MmuEX0027856","Mapk8ip3",24,"gene_size",3,TRUE,4310,"Mapk8ip3","chr17",25139445,25139469,24,"-",-0.023,0.3776722198361
"MmuEX0027856","Mapk8ip3",24,"gene_size",3,FALSE,4311,"Mapk8ip3","chr17",25139445,25139469,24,"-",0.005,1
"MmuEX0027856","Mapk8ip3",24,"gene_size",3,FALSE,4312,"Mapk8ip3","chr17",25139445,25139469,24,"-",-0.005,1
"MmuEX0027951","Mark2",27,"gene_size",3,FALSE,1719,"Mark2","chr19",7257350,7257377,27,"-",-0.03,1
"MmuEX0027951","Mark2",27,"gene_size",3,FALSE,1720,"Mark2","chr19",7257350,7257377,27,"-",-0.015,1
"MmuEX0027951","Mark2",27,"gene_size",3,TRUE,1721,"Mark2","chr19",7257350,7257377,27,"-",0.181,0.667271186935898
"MmuEX0027962","Mark3",27,"gene_size",2,FALSE,61753,"Mark3","chr12",111618391,111618418,27,"+",-0.014,1
"MmuEX0027962","Mark3",27,"gene_size",2,TRUE,61754,"Mark3","chr12",111618391,111618418,27,"+",0.037,1
"MmuEX0028056","Max",27,"gene_size",3,FALSE,21427,"Max","chr12",77008036,77008063,27,"-",-0.006,1
"MmuEX0028056","Max",27,"gene_size",3,FALSE,21428,"Max","chr12",77008036,77008063,27,"-",-0.005,1
"MmuEX0028056","Max",27,"gene_size",3,TRUE,21429,"Max","chr12",77008036,77008063,27,"-",0.148,3.18154548488872e-06
"MmuEX0028432","Meaf6",30,"gene_size",3,FALSE,35581,"Meaf6","chr4",125001309,125001339,30,"+",0.02,0.0390232865103083
"MmuEX0028432","Meaf6",30,"gene_size",3,TRUE,35582,"Meaf6","chr4",125001309,125001339,30,"+",0.074,4.03563447837828e-08
"MmuEX0028432","Meaf6",30,"gene_size",3,FALSE,35583,"Meaf6","chr4",125001309,125001339,30,"+",0.048,0.802845276589471
"MmuEX0028501","Med15",30,"gene_size",5,TRUE,22688,"Med15","chr16",17501022,17501052,30,"-",-0.569,1
"MmuEX0028501","Med15",30,"gene_size",5,FALSE,22689,"Med15","chr16",17501022,17501052,30,"-",-0.005,1
"MmuEX0028501","Med15",30,"gene_size",5,FALSE,22690,"Med15","chr16",17501022,17501052,30,"-",0.017,0.500017315738619
"MmuEX0028501","Med15",30,"gene_size",5,FALSE,22691,"Med15","chr16",17501022,17501052,30,"-",-0.004,1
"MmuEX0028501","Med15",30,"gene_size",5,FALSE,22692,"Med15","chr16",17501022,17501052,30,"-",0.031,0.323226228378068
"MmuEX0028529","Med23",18,"gene_size",2,TRUE,47540,"Med23","chr10",24759101,24759119,18,"+",0.045,0.902866036812865
"MmuEX0028529","Med23",18,"gene_size",2,FALSE,47541,"Med23","chr10",24759101,24759119,18,"+",-0.018,1
"MmuEX0030346","Myh10",30,"gene_size_contained",2,FALSE,66550,"Myh10","chr11",68625213,68625241,28,"+",-0.003,1
"MmuEX0030346","Myh10",30,"gene_size_contained",2,TRUE,66551,"Myh10","chr11",68636760,68636790,30,"+",0.097,4.19312815696982e-08
"MmuEX0030862","Nap1l4",30,"gene_size_contained",5,TRUE,53430,"Nap1l4","chr7",143075137,143075167,30,"-",-0.002,1
"MmuEX0030862","Nap1l4",30,"gene_size_contained",5,FALSE,53473,"Nap1l4","chr7",143095484,143095515,31,"-",-1,1
"MmuEX0030862","Nap1l4",30,"gene_size_contained",5,FALSE,53474,"Nap1l4","chr7",143095484,143095515,31,"-",-0.09,1
"MmuEX0030862","Nap1l4",30,"gene_size_contained",5,FALSE,53475,"Nap1l4","chr7",143095484,143095515,31,"-",1,1
"MmuEX0030862","Nap1l4",30,"gene_size_contained",5,FALSE,53476,"Nap1l4","chr7",143095484,143095515,31,"-",0.001,1
"MmuEX0031042","Ncam1",15,"gene_size",3,FALSE,37019,"Ncam1","chr9",49453187,49453202,15,"-",0.002,1
"MmuEX0031042","Ncam1",15,"gene_size",3,FALSE,37020,"Ncam1","chr9",49453187,49453202,15,"-",0.012,0.134041174710253
"MmuEX0031042","Ncam1",15,"gene_size",3,TRUE,37021,"Ncam1","chr9",49453187,49453202,15,"-",-0.382,0.0374627560135891
"MmuEX0031043","Ncam1",3,"gene_size",2,TRUE,37014,"Ncam1","chr9",49443273,49443276,3,"-",-0.053,0.118718941160047
"MmuEX0031043","Ncam1",3,"gene_size",2,FALSE,37015,"Ncam1","chr9",49443273,49443276,3,"-",0.032,1
