"VastDB.ID","paper_gene","paper_length","match_type","n_candidates","selected","rmats_ID","geneSymbol","chr","exonStart_0base","exonEnd","exon_size","strand","IncLevelDifference","FDR"
"MmuEX0005966","Arhgef11",30,"gene_size_contained",3,FALSE,57240,"Arhgef11","chr3",87589166,87589199,33,"+",0.031,0.353931380311402
"MmuEX0005966","Arhgef11",30,"gene_size_contained",3,TRUE,57245,"Arhgef11","chr3",87625535,87625565,30,"+",0.082,0.0250242971940086
"MmuEX0005966","Arhgef11",30,"gene_size_contained",3,FALSE,57246,"Arhgef11","chr3",87625535,87625565,30,"+",-0.013,1
"MmuEX0006334","Asap1",9,"gene_size",2,FALSE,7630,"Asap1","chr15",64025692,64025701,9,"-",0.005,1
"MmuEX0006334","Asap1",9,"gene_size",2,TRUE,7631,"Asap1","chr15",64025692,64025701,9,"-",-0.086,0.0297210137428281
"MmuEX0008835","Cacnb1",20,"gene_size",4,TRUE,14618,"Cacnb1","chr11",97901452,97901472,20,"-",-0.341,0.0495735485107121
"MmuEX0008835","Cacnb1",20,"gene_size",4,FALSE,14619,"Cacnb1","chr11",97901452,97901472,20,"-",-0.065,0.51839104485065
"MmuEX0008835","Cacnb1",20,"gene_size",4,FALSE,14620,"Cacnb1","chr11",97901452,97901472,20,"-",-0.145,0.450167908288734
"MmuEX0008835","Cacnb1",20,"gene_size",4,FALSE,14621,"Cacnb1","chr11",97901452,97901472,20,"-",-0.024,0.170712909764538
"MmuEX0009318","Catsper2",24,"gene_size",3,FALSE,47769,"Catsper2","chr2",121229926,121229950,24,"-",-0.064,1
"MmuEX0009318","Catsper2",24,"gene_size",3,TRUE,47770,"Catsper2","chr2",121229926,121229950,24,"-",0.279,1
"MmuEX0009318","Catsper2",24,"gene_size",3,FALSE,47771,"Catsper2","chr2",121229926,121229950,24,"-",-0.008,1
"MmuEX0009873","Ccdc66",26,"gene_size",2,TRUE,31837,"Ccdc66","chr14",27227594,27227620,26,"-",-0.022,1
"MmuEX0009873","Ccdc66",26,"gene_size",2,FALSE,31838,"Ccdc66","chr14",27227594,27227620,26,"-",-0.021,1
"MmuEX0011317","Chmp2a",30,"gene_size",2,FALSE,46607,"Chmp2a","chr7",12766718,12766748,30,"-",-0.008,1
"MmuEX0011317","Chmp2a",30,"gene_size",2,TRUE,46608,"Chmp2a","chr7",12766718,12766748,30,"-",-0.032,0.228946458525427
"MmuEX0011499","Clasp1",24,"gene_size_contained",5,FALSE,33756,"Clasp1","chr1",118440434,118440458,24,"+",0.006,1
"MmuEX0011499","Clasp1",24,"gene_size_contained",5,TRUE,33757,"Clasp1","chr1",118440434,118440458,24,"+",-0.267,0.679851259701584
"MmuEX0011499","Clasp1",24,"gene_size_contained",5,FALSE,33758,"Clasp1","chr1",118451050,118451077,27,"+",-0.024,1
"MmuEX0011499","Clasp1",24,"gene_size_contained",5,FALSE,33763,"Clasp1","chr1",118469404,118469428,24,"+",-0.093,0.00550782578697057
"MmuEX0011499","Clasp1",24,"gene_size_contained",5,FALSE,33764,"Clasp1","chr1",118469404,118469428,24,"+",-0.016,1
"MmuEX0011506","Clasp1",27,"gene_size_contained",5,FALSE,33756,"Clasp1","chr1",118440434,118440458,24,"+",0.006,1
"MmuEX0011506","Clasp1",27,"gene_size_contained",5,FALSE,33757,"Clasp1","chr1",118440434,118440458,24,"+",-0.267,0.679851259701584
"MmuEX0011506","Clasp1",27,"gene_size_contained",5,TRUE,33758,"Clasp1","chr1",118451050,118451077,27,"+",-0.024,1
"MmuEX0011506","Clasp1",27,"gene_size_contained",5,FALSE,33763,"Clasp1","chr1",118469404,118469428,24,"+",-0.093,0.00550782578697057
"MmuEX0011506","Clasp1",27,"gene_size_contained",5,FALSE,33764,"Clasp1","chr1",118469404,118469428,24,"+",-0.016,1
"MmuEX0011507","Clasp1",24,"gene_size_contained",5,FALSE,33756,"Clasp1","chr1",118440434,118440458,24,"+",0.006,1
"MmuEX0011507","Clasp1",24,"gene_size_contained",5,FALSE,33757,"Clasp1","chr1",118440434,118440458,24,"+",-0.267,0.679851259701584
"MmuEX0011507","Clasp1",24,"gene_size_contained",5,FALSE,33758,"Clasp1","chr1",118451050,118451077,27,"+",-0.024,1
"MmuEX0011507","Clasp1",24,"gene_size_contained",5,TRUE,33763,"Clasp1","chr1",118469404,118469428,24,"+",-0.093,0.00550782578697057
"MmuEX0011507","Clasp1",24,"gene_size_contained",5,FALSE,33764,"Clasp1","chr1",118469404,118469428,24,"+",-0.016,1
"MmuEX0011514","Clasp2",24,"gene_size_contained",3,TRUE,25265,"Clasp2","chr9",113687648,113687672,24,"+",-0.086,0.218179130648957
"MmuEX0011514","Clasp2",24,"gene_size_contained",3,FALSE,25267,"Clasp2","chr9",113691503,113691530,27,"+",0.003,1
"MmuEX0011514","Clasp2",24,"gene_size_contained",3,FALSE,25271,"Clasp2","chr9",113707817,113707841,24,"+",-0.116,1.23075016092454e-05
"MmuEX0011524","Clasp2",17,"gene_size_contained",2,TRUE,25263,"Clasp2","chr9",113670226,113670243,17,"+",-0.002,1
"MmuEX0011524","Clasp2",17,"gene_size_contained",2,FALSE,25266,"Clasp2","chr9",113689187,113689205,18,"+",0.156,0.000383058860733669
"MmuEX0011526","Clasp2",27,"gene_size_contained",3,FALSE,25265,"Clasp2","chr9",113687648,113687672,24,"+",-0.086,0.218179130648957
"MmuEX0011526","Clasp2",27,"gene_size_contained",3,TRUE,25267,"Clasp2","chr9",113691503,113691530,27,"+",0.003,1
"MmuEX0011526","Clasp2",27,"gene_size_contained",3,FALSE,25271,"Clasp2","chr9",113707817,113707841,24,"+",-0.116,1.23075016092454e-05
"MmuEX0011532","Clasp2",24,"gene_size_contained",3,FALSE,25265,"Clasp2","chr9",113687648,113687672,24,"+",-0.086,0.218179130648957
"MmuEX0011532","Clasp2",24,"gene_size_contained",3,FALSE,25267,"Clasp2","chr9",113691503,113691530,27,"+",0.003,1
"MmuEX0011532","Clasp2",24,"gene_size_contained",3,TRUE,25271,"Clasp2","chr9",113707817,113707841,24,"+",-0.116,1.23075016092454e-05
"MmuEX0011790","Clstn1",30,"gene_size",2,FALSE,59965,"Clstn1","chr4",149710543,149710573,30,"+",-0.015,0.570076160175209
"MmuEX0011790","Clstn1",30,"gene_size",2,TRUE,59966,"Clstn1","chr4",149710543,149710573,30,"+",0.029,0.508640235514843
"MmuEX0012543","Cpeb4",24,"gene_size",2,FALSE,39744,"Cpeb4","chr11",31868800,31868824,24,"+",0.04,0.256631596478027
"MmuEX0012543","Cpeb4",24,"gene_size",2,TRUE,39745,"Cpeb4","chr11",31868800,31868824,24,"+",0.122,0.0124957994528287
"MmuEX0013906","Dclk2",13,"gene_size",3,TRUE,43318,"Dclk2","chr3",86695928,86695941,13,"-",0.237,0.00138547240036193
"MmuEX0013906","Dclk2",13,"gene_size",3,FALSE,43319,"Dclk2","chr3",86695928,86695941,13,"-",-0.006,1
"MmuEX0013906","Dclk2",13,"gene_size",3,FALSE,43320,"Dclk2","chr3",86695928,86695941,13,"-",0.564,1
"MmuEX0013951","Dctn1",15,"gene_size_contained",5,FALSE,50063,"Dctn1","chr6",83163409,83163427,18,"+",0.025,1
"MmuEX0013951","Dctn1",15,"gene_size_contained",5,FALSE,50064,"Dctn1","chr6",83163409,83163427,18,"+",0.004,1
"MmuEX0013951","Dctn1",15,"gene_size_contained",5,FALSE,50065,"Dctn1","chr6",83163409,83163427,18,"+",0.142,0.0107254087596252
"MmuEX0013951","Dctn1",15,"gene_size_contained",5,FALSE,50066,"Dctn1","chr6",83163409,83163427,18,"+",0.012,1
"MmuEX0013951","Dctn1",15,"gene_size_contained",5,TRUE,50074,"Dctn1","chr6",83174300,83174315,15,"+",-0.134,2.90781419855577e-06
"MmuEX0014010","Ddhd1",21,"gene_size",3,TRUE,9138,"Ddhd1","chr14",45866310,45866331,21,"-",-0.06,1
"MmuEX0014010","Ddhd1",21,"gene_size",3,FALSE,9139,"Ddhd1","chr14",45866310,45866331,21,"-",-0.013,1
"MmuEX0014010","Ddhd1",21,"gene_size",3,FALSE,9140,"Ddhd1","chr14",45866310,45866331,21,"-",-0.037,1
"MmuEX0014308","Denr",20,"gene_size",2,FALSE,16708,"Denr","chr5",124053253,124053273,20,"+",0.001,1
"MmuEX0014308","Denr",20,"gene_size",2,TRUE,16709,"Denr","chr5",124053253,124053273,20,"+",-0.003,1
"MmuEX0014546","Dhx30",29,"gene_size",2,TRUE,65945,"Dhx30","chr9",109937008,109937037,29,"-",0.062,0.420770359249047
"MmuEX0014546","Dhx30",29,"gene_size",2,FALSE,65946,"Dhx30","chr9",109937008,109937037,29,"-",-0.037,0.0520544090012264
"MmuEX0014792","Dlg1",21,"gene_size",2,FALSE,27510,"Dlg1","chr16",31673485,31673506,21,"+",-0.038,1
"MmuEX0014792","Dlg1",21,"gene_size",2,TRUE,27511,"Dlg1","chr16",31673485,31673506,21,"+",-0.078,6.36881549640695e-06
"MmuEX0015479","Dock9",8,"gene_size_contained",3,TRUE,34319,"Dock9","chr14",121781987,121781995,8,"-",-0.025,0.49301023844225
"MmuEX0015479","Dock9",8,"gene_size_contained",3,FALSE,34322,"Dock9","chr14",121797806,121797812,6,"-",0.011,1
"MmuEX0015479","Dock9",8,"gene_size_contained",3,FALSE,34323,"Dock9","chr14",121797806,121797812,6,"-",-0.081,0.0181110652602127
"MmuEX0015480","Dock9",6,"gene_size_contained",3,FALSE,34319,"Dock9","chr14",121781987,121781995,8,"-",-0.025,0.49301023844225
"MmuEX0015480","Dock9",6,"gene_size_contained",3,FALSE,34322,"Dock9","chr14",121797806,121797812,6,"-",0.011,1
"MmuEX0015480","Dock9",6,"gene_size_contained",3,TRUE,34323,"Dock9","chr14",121797806,121797812,6,"-",-0.081,0.0181110652602127
"MmuEX0015633","Dpy19l1",25,"gene_size_contained",2,TRUE,49325,"Dpy19l1","chr9",24337429,24337454,25,"-",-0.008,1
"MmuEX0015633","Dpy19l1",25,"gene_size_contained",2,FALSE,49335,"Dpy19l1","chr9",24397000,24397025,25,"-",0.247,0.0479411271145908
"MmuEX0015840","Dtnbp1",23,"gene_size",3,FALSE,46043,"Dtnbp1","chr13",45106647,45106670,23,"-",0.022,0.0248447244575511
"MmuEX0015840","Dtnbp1",23,"gene_size",3,FALSE,46044,"Dtnbp1","chr13",45106647,45106670,23,"-",-0.028,1
"MmuEX0015840","Dtnbp1",23,"gene_size",3,TRUE,46045,"Dtnbp1","chr13",45106647,45106670,23,"-",-0.114,0.0171101245796303
"MmuEX0016267","Eef1d",15,"gene_size",5,FALSE,35810,"Eef1d","chr15",75777734,75777749,15,"-",-0.036,0.576676363476995
"MmuEX0016267","Eef1d",15,"gene_size",5,TRUE,35811,"Eef1d","chr15",75777734,75777749,15,"-",-0.42,0.104978006310976
"MmuEX0016267","Eef1d",15,"gene_size",5,FALSE,35812,"Eef1d","chr15",75777734,75777749,15,"-",-0.019,1
"MmuEX0016267","Eef1d",15,"gene_size",5,FALSE,35813,"Eef1d","chr15",75777734,75777749,15,"-",-0.067,1
"MmuEX0016267","Eef1d",15,"gene_size",5,FALSE,35814,"Eef1d","chr15",75777734,75777749,15,"-",-0.002,1
"MmuEX0016617","Eif4g1",21,"gene_size",2,TRUE,5740,"Eif4g1","chr16",20493535,20493556,21,"+",-0.051,0.0402720240469727
"MmuEX0016617","Eif4g1",21,"gene_size",2,FALSE,5741,"Eif4g1","chr16",20493535,20493556,21,"+",-0.058,0.116006235801037
"MmuEX0016639","Eif4g3",21,"gene_size",4,FALSE,50431,"Eif4g3","chr4",137823219,137823240,21,"+",-0.014,1
"MmuEX0016639","Eif4g3",21,"gene_size",4,FALSE,50432,"Eif4g3","chr4",137823219,137823240,21,"+",-0.008,0.493580628074262
"MmuEX0016639","Eif4g3",21,"gene_size",4,TRUE,50433,"Eif4g3","chr4",137823219,137823240,21,"+",-0.087,0.095821878079086
"MmuEX0016639","Eif4g3",21,"gene_size",4,FALSE,50434,"Eif4g3","chr4",137823219,137823240,21,"+",-0.029,0.0583076176127863
"MmuEX0016651","Eif5a",30,"gene_size",5,FALSE,69848,"Eif5a","chr11",69810274,69810304,30,"-",0.01,0.741813470751999
"MmuEX0016651","Eif5a",30,"gene_size",5,FALSE,69849,"Eif5a","chr11",69810274,69810304,30,"-",0.015,0.339321386800615
"MmuEX0016651","Eif5a",30,"gene_size",5,FALSE,69850,"Eif5a","chr11",69810274,69810304,30,"-",0.013,1
"MmuEX0016651","Eif5a",30,"gene_size",5,TRUE,69851,"Eif5a","chr11",69810274,69810304,30,"-",-0.074,1
"MmuEX0016651","Eif5a",30,"gene_size",5,FALSE,69852,"Eif5a","chr11",69810274,69810304,30,"-",0,1
"MmuEX0016849","Enah",12,"gene_size",2,TRUE,26642,"Enah","chr1",181758738,181758750,12,"-",0.016,1
"MmuEX0016849","Enah",12,"gene_size",2,FALSE,26643,"Enah","chr1",181758738,181758750,12,"-",-0.001,1
"MmuEX0018055","Fam168a",27,"gene_size",2,TRUE,56930,"Fam168a","chr7",100467942,100467969,27,"+",0.035,1
"MmuEX0018055","Fam168a",27,"gene_size",2,FALSE,56931,"Fam168a","chr7",100467942,100467969,27,"+",0.03,1
"MmuEX0018305","Fam3c",30,"gene_size",3,FALSE,23540,"Fam3c","chr6",22329577,22329607,30,"-",-0.002,1
"MmuEX0018305","Fam3c",30,"gene_size",3,FALSE,23541,"Fam3c","chr6",22329577,22329607,30,"-",0.002,1
"MmuEX0018305","Fam3c",30,"gene_size",3,TRUE,23542,"Fam3c","chr6",22329577,22329607,30,"-",-0.011,1
"MmuEX0018702","Fbf1",28,"gene_size",2,TRUE,13714,"Fbf1","chr11",116055488,116055516,28,"-",-0.007,1
"MmuEX0018702","Fbf1",28,"gene_size",2,FALSE,13715,"Fbf1","chr11",116055488,116055516,28,"-",-0.006,1
"MmuEX0019436","Fnbp1",15,"gene_size",2,FALSE,61841,"Fnbp1","chr2",30934893,30934908,15,"-",-0.039,1
"MmuEX0019436","Fnbp1",15,"gene_size",2,TRUE,61842,"Fnbp1","chr2",30934893,30934908,15,"-",-0.222,0.347193492581984
"MmuEX0020453","Git2",6,"gene_size",2,TRUE,25440,"Git2","chr5",114891208,114891214,6,"-",-0.054,0.00012975668100796
"MmuEX0020453","Git2",6,"gene_size",2,FALSE,25441,"Git2","chr5",114891208,114891214,6,"-",-0.031,0.55421008011104
"MmuEX0021319","Gnas",24,"gene_size",3,FALSE,32049,"Gnas","chr2",174169900,174169924,24,"+",-0.015,0.206117218932697
"MmuEX0021319","Gnas",24,"gene_size",3,TRUE,32050,"Gnas","chr2",174169900,174169924,24,"+",-0.042,0.450167908288734
"MmuEX0021319","Gnas",24,"gene_size",3,FALSE,32051,"Gnas","chr2",174169900,174169924,24,"+",0.012,0.59042035911294
"MmuEX0021546","Gpatch8",18,"gene_size",2,FALSE,34635,"Gpatch8","chr11",102422138,102422156,18,"-",-0.084,1
"MmuEX0021546","Gpatch8",18,"gene_size",2,TRUE,34636,"Gpatch8","chr11",102422138,102422156,18,"-",-0.133,5.81428934292745e-05
"MmuEX0022165","Gtpbp2",27,"gene_size",2,TRUE,3654,"Gtpbp2","chr17",46474408,46474435,27,"+",-0.005,1
"MmuEX0022165","Gtpbp2",27,"gene_size",2,FALSE,3655,"Gtpbp2","chr17",46474408,46474435,27,"+",-0.003,1
"MmuEX0023592","Idh3g",12,"gene_size",2,TRUE,69981,"Idh3g","chrX",72825903,72825915,12,"-",-0.04,6.97427476358349e-05
"MmuEX0023592","Idh3g",12,"gene_size",2,FALSE,69982,"Idh3g","chrX",72825903,72825915,12,"-",-0.025,0
"MmuEX0023608","Iffo1",9,"gene_size",2,TRUE,53838,"Iffo1","chr6",125128757,125128766,9,"+",0.212,4.14906097984441e-11
"MmuEX0023608","Iffo1",9,"gene_size",2,FALSE,53841,"Iffo1","chr6",125128760,125128766,6,"+",0.019,0.846646929472082
"MmuEX0024182","Inpp4a",15,"gene_size",2,TRUE,42188,"Inpp4a","chr1",37413352,37413370,18,"+",-0.013,1
"MmuEX0024182","Inpp4a",15,"gene_size",2,FALSE,42189,"Inpp4a","chr1",37413355,37413370,15,"+",-0.002,1
"MmuEX0025132","Kcnq2",30,"gene_size_contained",3,FALSE,41353,"Kcnq2","chr2",180738742,180738772,30,"-",-0.002,1
"MmuEX0025132","Kcnq2",30,"gene_size_contained",3,FALSE,41354,"Kcnq2","chr2",180738742,180738772,30,"-",-0.01,1
"MmuEX0025132","Kcnq2",30,"gene_size_contained",3,TRUE,41357,"Kcnq2","chr2",180745434,180745464,30,"-",0.053,0.0200314019605872
"MmuEX0025589","Kif3a",9,"gene_size",4,FALSE,69164,"Kif3a","chr11",53481543,53481552,9,"+",0.002,1
"MmuEX0025589","Kif3a",9,"gene_size",4,FALSE,69165,"Kif3a","chr11",53481543,53481552,9,"+",0.027,0.743383083079168
"MmuEX0025589","Kif3a",9,"gene_size",4,TRUE,69166,"Kif3a","chr11",53481543,53481552,9,"+",-0.036,1
"MmuEX0025589","Kif3a",9,"gene_size",4,FALSE,69167,"Kif3a","chr11",53481543,53481552,9,"+",0.027,1
"MmuEX0025877","Kpna3",30,"gene_size",2,TRUE,8641,"Kpna3","chr14",61628996,61629026,30,"-",-0.003,1
"MmuEX0025877","Kpna3",30,"gene_size",2,FALSE,8642,"Kpna3","chr14",61628996,61629026,30,"-",-0.001,1
"MmuEX0025977","L1cam",15,"gene_size_contained",3,FALSE,54095,"L1cam","chrX",72899257,72899269,12,"-",-0.15,0
"MmuEX0025977","L1cam",15,"gene_size_contained",3,FALSE,54096,"L1cam","chrX",72899257,72899269,12,"-",-0.015,1
"MmuEX0025977","L1cam",15,"gene_size_contained",3,TRUE,54114,"L1cam","chrX",72910627,72910642,15,"-",-0.059,2.40234760687813e-06
"MmuEX0025978","L1cam",12,"gene_size_contained",3,TRUE,54095,"L1cam","chrX",72899257,72899269,12,"-",-0.15,0
"MmuEX0025978","L1cam",12,"gene_size_contained",3,FALSE,54096,"L1cam","chrX",72899257,72899269,12,"-",-0.015,1
"MmuEX0025978","L1cam",12,"gene_size_contained",3,FALSE,54114,"L1cam","chrX",72910627,72910642,15,"-",-0.059,2.40234760687813e-06
"MmuEX0026604","Lmf1",11,"gene_size_contained",3,FALSE,11870,"Lmf1","chr17",25807649,25807660,11,"+",0.172,0.254348828336253
"MmuEX0026604","Lmf1",11,"gene_size_contained",3,TRUE,11871,"Lmf1","chr17",25807649,25807660,11,"+",0.012,0.00400285574950555
"MmuEX0026604","Lmf1",11,"gene_size_contained",3,FALSE,11874,"Lmf1","chr17",25822736,25822747,11,"+",0.039,1
"MmuEX0027467","Macf1",12,"gene_size_contained",3,FALSE,46419,"Macf1","chr4",123262613,123262625,12,"-",0.003,1
"MmuEX0027467","Macf1",12,"gene_size_contained",3,TRUE,46420,"Macf1","chr4",123262613,123262628,15,"-",-0.009,0.949832627923102
"MmuEX0027467","Macf1",12,"gene_size_contained",3,FALSE,46421,"Macf1","chr4",123280341,123280350,9,"-",-0.01,1
"MmuEX0027469","Macf1",9,"gene_size_contained",2,FALSE,46419,"Macf1","chr4",123262613,123262625,12,"-",0.003,1
"MmuEX0027469","Macf1",9,"gene_size_contained",2,TRUE,46421,"Macf1","chr4",123280341,123280350,9,"-",-0.01,1
"MmuEX0027471","Macf1",18,"gene_size_contained",2,TRUE,46418,"Macf1","chr4",123257849,123257867,18,"-",-0.026,0.130638012252533
"MmuEX0027471","Macf1",18,"gene_size_contained",2,FALSE,46420,"Macf1","chr4",123262613,123262628,15,"-",-0.009,0.949832627923102
"MmuEX0027855","Mapk8ip3",12,"gene_size",2,TRUE,4422,"Mapk8ip3","chr17",25128123,25128135,12,"-",-0.004,1
"MmuEX0027855","Mapk8ip3",12,"gene_size",2,FALSE,4423,"Mapk8ip3","chr17",25128123,25128135,12,"-",0.001,1
"MmuEX0027856","Mapk8ip3",24,"gene_size",2,FALSE,4428,"Mapk8ip3","chr17",25139445,25139469,24,"-",-0.015,0.977813203803863
"MmuEX0027856","Mapk8ip3",24,"gene_size",2,TRUE,4429,"Mapk8ip3","chr17",25139445,25139469,24,"-",0.022,0.565545839871488
"MmuEX0027951","Mark2",27,"gene_size",3,FALSE,1720,"Mark2","chr19",7257350,7257377,27,"-",0.14,1
"MmuEX0027951","Mark2",27,"gene_size",3,FALSE,1721,"Mark2","chr19",7257350,7257377,27,"-",-0.041,0.116250280860185
"MmuEX0027951","Mark2",27,"gene_size",3,TRUE,1722,"Mark2","chr19",7257350,7257377,27,"-",0.174,0.798631596138896
"MmuEX0028056","Max",27,"gene_size",2,FALSE,22392,"Max","chr12",77008036,77008063,27,"-",-0.022,1
"MmuEX0028056","Max",27,"gene_size",2,TRUE,22393,"Max","chr12",77008036,77008063,27,"-",0.083,0.00637647546056009
"MmuEX0028322","Mdm1",30,"gene_size",2,FALSE,55347,"Mdm1","chr10",117992738,117992768,30,"+",-0.007,1
"MmuEX0028322","Mdm1",30,"gene_size",2,TRUE,55348,"Mdm1","chr10",117992738,117992768,30,"+",-0.026,0.0684615618207809
"MmuEX0028432","Meaf6",30,"gene_size",2,FALSE,37076,"Meaf6","chr4",125001309,125001339,30,"+",-0.103,2.02282635086675e-13
"MmuEX0028432","Meaf6",30,"gene_size",2,TRUE,37077,"Meaf6","chr4",125001309,125001339,30,"+",-0.129,0.000996979237635412
"MmuEX0028501","Med15",30,"gene_size",6,FALSE,23725,"Med15","chr16",17501022,17501052,30,"-",-0.005,1
"MmuEX0028501","Med15",30,"gene_size",6,TRUE,23726,"Med15","chr16",17501022,17501052,30,"-",-0.182,1
"MmuEX0028501","Med15",30,"gene_size",6,FALSE,23727,"Med15","chr16",17501022,17501052,30,"-",0.008,1
"MmuEX0028501","Med15",30,"gene_size",6,FALSE,23728,"Med15","chr16",17501022,17501052,30,"-",-0.015,1
"MmuEX0028501","Med15",30,"gene_size",6,FALSE,23729,"Med15","chr16",17501022,17501052,30,"-",-0.001,1
"MmuEX0028501","Med15",30,"gene_size",6,FALSE,23730,"Med15","chr16",17501022,17501052,30,"-",0.034,0.274400887964648
"MmuEX0029001","Micu1",6,"gene_size",2,FALSE,66498,"Micu1","chr10",59602905,59602911,6,"+",0.006,1
"MmuEX0029001","Micu1",6,"gene_size",2,TRUE,66499,"Micu1","chr10",59602905,59602911,6,"+",-0.203,0.400110059833303
"MmuEX0029002","Micu1",12,"gene_size",2,FALSE,66496,"Micu1","chr10",59592527,59592539,12,"+",-0.314,0.152383667509118
"MmuEX0029002","Micu1",12,"gene_size",2,TRUE,66497,"Micu1","chr10",59592527,59592539,12,"+",-0.014,0.0137419018815804
"MmuEX0030346","Myh10",30,"gene_size_contained",2,FALSE,69725,"Myh10","chr11",68625213,68625241,28,"+",-0.004,1
"MmuEX0030346","Myh10",30,"gene_size_contained",2,TRUE,69726,"Myh10","chr11",68636760,68636790,30,"+",-0.064,3.5415314169739e-08
"MmuEX0030862","Nap1l4",30,"gene_size_contained",5,FALSE,55935,"Nap1l4","chr7",143075137,143075167,30,"-",-0.001,1
"MmuEX0030862","Nap1l4",30,"gene_size_contained",5,TRUE,55936,"Nap1l4","chr7",143075137,143075167,30,"-",-0.002,1
"MmuEX0030862","Nap1l4",30,"gene_size_contained",5,FALSE,55969,"Nap1l4","chr7",143095484,143095515,31,"-",0.114,0.0250242971940086
"MmuEX0030862","Nap1l4",30,"gene_size_contained",5,FALSE,55970,"Nap1l4","chr7",143095484,143095515,31,"-",1,1
"MmuEX0030862","Nap1l4",30,"gene_size_contained",5,FALSE,55971,"Nap1l4","chr7",143095484,143095515,31,"-",0,1
"MmuEX0031042","Ncam1",15,"gene_size",2,FALSE,38587,"Ncam1","chr9",49453187,49453202,15,"-",-0.015,0.00931024556520461
