"VastDB.ID","gene","length","chrom","start","end","strand","neural.trend","ASD.trend","Ptbp1.dPSI","Ptbp1.signif","Srrm4.dPSI","Srrm4.signif","Srrm3.Srrm4.dPSI","Srrm3.Srrm4.signif","Srsf11.dPSI","Srsf11.signif","Rbfox2.dPSI","Rbfox2.signif","Srrm3.dPSI","Srrm3.signif","Rnps1.dPSI","Rnps1.signif","srrm3_srrm4_dPSI","srrm3_dPSI","srrm4_dPSI","srrm3_srrm4_signif","srrm3_signif","srrm4_signif","match_type","n_rmats_candidates","rmats_id","rmats_gene","rmats_chr","rmats_start","rmats_end","rmats_exon_size","rmats_dPSI","rmats_FDR","rmats_PValue"
"MmuEX0005519","Apbb1",6,"chr7",112714162,112714564,"-","Neural-high","ASD-low",3,"n.s.",-16.4,"lower",-47,"lower",0,"n.s.",-6,"n.s.",-10,"n.s.",-20,"lower",-0.47,-0.1,-0.164,"lower","n.s.","lower","gene_size",1,57398,"Apbb1","chr7",105215153,105215158,6,-0.018,5.23319635343233e-06,3.74477293619e-08
"MmuEX0005537","Apbb3",6,"chr18",36836132,36836518,"-",NA,"n.s.",0,"n.s.",-1.2,"n.s.",-2,"n.s.",NA,"n.s.",NA,"n.s.",0,"n.s.",NA,"n.s.",-0.02,0,-0.012,"n.s.","n.s.","n.s.","gene_size",1,19373,"Apbb3","chr18",36809670,36809675,6,-0.007,1,1
"MmuEX0005704","Arfgap1",30,"chr2",180712058,180713875,"+","Neural-high",NA,7,"n.s.",-26.6,"lower",-56,"lower",-26,"lower",-65,"lower",-32,"lower",-31,"lower",-0.56,-0.32,-0.266,"lower","lower","lower","gene_size",1,41127,"Arfgap1","chr2",180620205,180620234,30,-0.099,5.62939690939048e-06,4.05403463022e-08
"MmuEX0005816","Arhgap21",25,"chr2",20813805,20836258,"-",NA,NA,-1,"n.s.",1.1,"n.s.",1,"n.s.",0,"n.s.",-1,"n.s.",0,"n.s.",1,"n.s.",0.01,0,0.011,"n.s.","n.s.","n.s.","gene_size",2,27028,"Arhgap21","chr2",20888011,20888040,30,0.109,0.0259022052114803,0.00114721705216
"MmuEX0005822","Arhgap21",30,"chr2",20803479,20808732,"-","Neural-high",NA,5,"n.s.",-26.5,"lower",-24,"lower",-22,"lower",-12,"lower",-11,"lower",-22,"lower",-0.24,-0.11,-0.265,"lower","lower","lower","gene_size",1,27028,"Arhgap21","chr2",20888011,20888040,30,0.109,0.0259022052114803,0.00114721705216
"MmuEX0005833","Arhgap23",23,"chr11",97352545,97354364,"+","Neural-high","n.s.",50,"higher",0.7,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",-13,"lower",NA,"n.s.",NA,-0.13,0.007,"n.s.","lower","n.s.","gene_size",1,14673,"Arhgap23","chr11",97382470,97382492,23,-0.05,0.5128765196476,0.0598466829965
"MmuEX0005849","Arhgap26",30,"chr18",39517318,39522770,"+",NA,NA,6,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",0,"n.s.",11,"n.s.",NA,0,NA,"n.s.","n.s.","n.s.","gene_size",1,15981,"Arhgap26","chr18",39490852,39490881,30,0.024,1,0.235155005236
"MmuEX0005947","Arhgef10l",15,"chr4",140124436,140126171,"-",NA,"ASD-low",5,"n.s.",-4.5,"n.s.",4,"n.s.",-2,"n.s.",-3,"n.s.",-4,"n.s.",-5,"n.s.",0.04,-0.04,-0.045,"n.s.","n.s.","n.s.","gene_size",1,57174,"Arhgef10l","chr4",140296067,140296081,15,0.099,2.26387427048644e-05,2.10852142413e-07
"MmuEX0005966","Arhgef11",30,"chr3",87521443,87526278,"+","Neural-low",NA,-19,"lower",8.7,"n.s.",-9,"n.s.",-25,"lower",-2,"n.s.",7,"n.s.",-9,"n.s.",-0.09,0.07,0.087,"n.s.","n.s.","n.s.","gene_size_contained",3,57245,"Arhgef11","chr3",87625536,87625565,30,0.082,0.0250242971940086,0.00109668068899
"MmuEX0005968","Arhgef12",24,"chr9",42850760,42913261,"-",NA,NA,1,"n.s.",0.4,"n.s.",7,"n.s.",1,"n.s.",7,"n.s.",3,"n.s.",-1,"n.s.",0.07,0.03,0.004,"n.s.","n.s.","n.s.","gene_size",1,63532,"Arhgef12","chr9",42955560,42955583,24,0.007,1,0.497740043104
"MmuEX0006037","Arhgef40",21,"chr14",52624418,52624663,"+",NA,NA,9,"n.s.",-5.4,"n.s.",-11,"n.s.",6,"n.s.",NA,"n.s.",-10,"n.s.",-10,"n.s.",-0.11,-0.1,-0.054,"n.s.","n.s.","n.s.","gene_size",1,8969,"Arhgef40","chr14",52242336,52242356,21,-0.117,0.265752575364049,0.0243266898188
"MmuEX0006149","Arl6",13,"chr16",59613671,59618620,"-","Neural-high",NA,4,"n.s.",-8.2,"n.s.",-10,"n.s.",-9,"n.s.",-8,"n.s.",-6,"n.s.",-6,"n.s.",-0.1,-0.06,-0.082,"n.s.","n.s.","n.s.","gene_size",1,5135,"Arl6","chr16",59439029,59439041,13,-0.072,0.0431668253754309,0.00219115110012
"MmuEX0006230","Arntl",21,"chr7",120424317,120426770,"+",NA,"inconsistent",12,"higher",1.3,"n.s.",2,"n.s.",2,"n.s.",10,"higher",-9,"n.s.",NA,NA,0.02,-0.09,0.013,"n.s.","n.s.","n.s.","gene_size",1,57692,"Arntl","chr7",112880609,112880629,21,0.007,1,0.770765358762
"MmuEX0006261","Arrb1",24,"chr7",106744617,106747000,"+","Neural-high","n.s.",3,"n.s.",-17.7,"lower",-22,"lower",-27,"lower",1,"n.s.",-5,"n.s.",-6,"n.s.",-0.22,-0.05,-0.177,"lower","n.s.","lower","gene_size",1,56863,"Arrb1","chr7",99246243,99246266,24,-0.012,0.36232878180405,0.036994584564
"MmuEX0006307","Arvcf",18,"chr16",18400347,18401659,"+","Neural-high","ASD-low",21,"higher",-31.8,"lower",-42,"lower",-15,"lower",10,"n.s.",-22,"lower",-23,"lower",-0.42,-0.22,-0.318,"lower","lower","lower","gene_size",1,66667,"Arvcf","chr16",18219531,18219548,18,-0.092,0.0022141099334556,5.22171420956e-05
"MmuEX0006334","Asap1",9,"chr15",63984493,63990443,"-","Neural-high","ASD-low",3,"n.s.",-29.9,"lower",-62,"lower",-18,"lower",-5,"n.s.",-16,"lower",-22,"lower",-0.62,-0.16,-0.299,"lower","lower","lower","gene_size",2,7631,"Asap1","chr15",64025693,64025701,9,-0.086,0.0297210137428281,0.00136640730943
"MmuEX0006337","Asap2",4,"chr12",21219087,21223835,"+","Neural-high",NA,0,"n.s.",-39.6,"lower",-68,"lower",-9,"n.s.",-14,"lower",-13,"lower",-60,"lower",-0.68,-0.13,-0.396,"lower","lower","lower","gene_size",1,13028,"Asap2","chr12",21264363,21264371,9,-0.027,0.0817530752212302,0.00502543601799
"MmuEX0006501","Asxl1",3,"chr2",153178008,153182805,"+",NA,NA,0,"n.s.",0.8,"n.s.",-1,"n.s.",0,"n.s.",0,"n.s.",-1,"n.s.",-1,"n.s.",-0.01,-0.01,0.008,"n.s.","n.s.","n.s.","gene_size",1,38233,"Asxl1","chr2",153196570,153196572,3,0.008,1,1
"MmuEX0006695","Atl1",15,"chr12",71060460,71064214,"+","Neural-high","n.s.",2,"n.s.",-12.4,"n.s.",NA,NA,NA,NA,NA,NA,-4,"n.s.",-6,"n.s.",NA,-0.04,-0.124,NA,"n.s.","n.s.","gene_size",1,12558,"Atl1","chr12",70007322,70007336,15,-0.024,1,0.644662154535
"MmuEX0006714","Atm",9,"chr9",53269116,53270585,"-",NA,NA,12,"higher",2.2,"n.s.",-1,"n.s.",-2,"n.s.",-1,"n.s.",-10,"n.s.",-5,"n.s.",-0.01,-0.1,0.022,"n.s.","n.s.","n.s.","gene_size",1,58057,"Atm","chr9",53372412,53372420,9,0.021,0.237434116082635,0.0208663046856
"MmuEX0006842","Atp2c1",12,"chr9",105372478,105396744,"-","Neural-high",NA,14,"higher",-24.8,"lower",-26,"lower",-14,"lower",-14,"n.s.",-15,"n.s.",NA,NA,-0.26,-0.15,-0.248,"lower","n.s.","lower","gene_size",1,64956,"Atp2c1","chr9",105370742,105370753,12,-0.059,0.344764538443255,0.034486086681
"MmuEX0006887","Atp6v0a1",18,"chr11",100909840,100916339,"+","Neural-high","ASD-low",0,"n.s.",-14.1,"lower",-45,"lower",-1,"n.s.",-11,"lower",-18,"lower",-47,"lower",-0.45,-0.18,-0.141,"lower","lower","lower","gene_size",1,14428,"Atp6v0a1","chr11",100940285,100940302,18,0.002,1,0.803635299805
"MmuEX0007138","Auts2",30,"chr5",131933781,131937147,"-",NA,NA,3,"n.s.",-0.4,"n.s.",-1,"n.s.",-1,"n.s.",-4,"n.s.",1,"n.s.",-1,"n.s.",-0.01,0.01,-0.004,"n.s.","n.s.","n.s.","gene_size",1,24377,"Auts2","chr5",131488965,131488994,30,-0.072,0.857977405141765,0.12274759071
"MmuEX0007658","Bak1",15,"chr17",27158293,27159383,"-",NA,NA,NA,NA,-1,"n.s.",-3,"n.s.",-3,"n.s.",0,"n.s.",-3,"n.s.",-2,"n.s.",-0.03,-0.03,-0.01,"n.s.","n.s.","n.s.","gene_size",1,4277,"Bak1","chr17",27240637,27240656,20,-0.084,0.00645028377201776,0.000192658923234
"MmuEX0007715","Baz2b",27,"chr2",59770228,59771727,"-","Neural-high",NA,3,"n.s.",-3.4,"n.s.",0,"n.s.",-1,"n.s.",-41,"lower",-3,"n.s.",-13,"lower",0,-0.03,-0.034,"n.s.","n.s.","n.s.","gene_size",1,54059,"Baz2b","chr2",59763756,59763782,27,-0.022,0.242028166738428,0.0213947328313
"MmuEX0007764","Bbs9",15,"chr9",22448292,22458515,"+","Neural-high","inconsistent",7,"n.s.",-47.5,"lower",-75,"lower",-13,"n.s.",2,"n.s.",-1,"n.s.",-46,"lower",-0.75,-0.01,-0.475,"lower","n.s.","lower","gene_size",1,56194,"Bbs9","chr9",22559316,22559330,15,0.008,1,1
"MmuEX0008045","Blzf1",21,"chr1",166232852,166236569,"-",NA,NA,-4,"n.s.",8.6,"n.s.",2,"n.s.",-7,"n.s.",2,"n.s.",1,"n.s.",-5,"n.s.",0.02,0.01,0.086,"n.s.","n.s.","n.s.","gene_size",1,15205,"Blzf1","chr1",164131473,164131493,21,0.035,0.381858082977414,0.039706229165
"MmuEX0008193","Brcc3",17,"chrX",72662181,72663749,"+",NA,NA,-1,"n.s.",-0.7,"n.s.",0,"n.s.",1,"n.s.",-1,"n.s.",0,"n.s.",0,"n.s.",0,0,-0.007,"n.s.","n.s.","n.s.","gene_size",1,605,"Brcc3","chrX",74461183,74461199,17,0.002,1,1
"MmuEX0008576","C430049B03Rik",23,"chrX",50408668,50409834,"-",NA,NA,0,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",-3,"n.s.",1,"n.s.",NA,-0.03,NA,"n.s.","n.s.","n.s.","gene_size",1,786,"C430049B03Rik","chrX",52145019,52145041,23,-0.199,1,0.725140704599
"MmuEX0008731","Cacna1b",12,"chr2",24510001,24512810,"-",NA,"n.s.",2,"n.s.",-2.4,"n.s.",0,"n.s.",2,"n.s.",2,"n.s.",0,"n.s.",1,"n.s.",0,0,-0.024,"n.s.","n.s.","n.s.","gene_size",1,31255,"Cacna1b","chr2",24546723,24546734,12,0.006,1,1
"MmuEX0008732","Cacna1b",6,"chr2",24494731,24503998,"-",NA,NA,-2,"n.s.",7.9,"n.s.",0,"n.s.",1,"n.s.",-8,"n.s.",2,"n.s.",6,"n.s.",0,0.02,0.079,"n.s.","n.s.","n.s.","gene_size",1,31245,"Cacna1b","chr2",24532865,24532870,6,0.062,1.70713540129511e-09,4.769962203e-12
"MmuEX0008835","Cacnb1",20,"chr11",97871691,97873179,"-","Neural-high","n.s.",7,"n.s.",-21.1,"n.s.",NA,"n.s.",NA,"n.s.",NA,NA,-16,"lower",NA,"n.s.",NA,-0.16,-0.211,"n.s.","lower","n.s.","gene_size",4,14618,"Cacnb1","chr11",97901453,97901472,20,-0.341,0.0495735485107121,0.00264003097381
"MmuEX0008842","Cacnb3",20,"chr15",98471182,98471607,"+","Neural-high","n.s.",0,"n.s.",-8.4,"n.s.",-8,"n.s.",1,"n.s.",-1,"n.s.",1,"n.s.",-1,"n.s.",-0.08,0.01,-0.084,"n.s.","n.s.","n.s.","gene_size",1,36527,"Cacnb3","chr15",98538840,98538859,20,-0.02,0.00711686375607546,0.000218612042267
"MmuEX0009028","Camta2",21,"chr11",70484239,70484509,"-","Neural-high","n.s.",2,"n.s.",-50.6,"lower",NA,NA,NA,"n.s.",NA,"n.s.",-5,"n.s.",-35,"lower",NA,-0.05,-0.506,NA,"n.s.","lower","gene_size",1,45571,"Camta2","chr11",70561717,70561737,21,-0.036,0.00711686375607546,0.000218721128221
"MmuEX0009120","Car12",21,"chr9",66561741,66594276,"+",NA,NA,0,"n.s.",-0.2,"n.s.",-1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",-1,"n.s.",-0.01,0,-0.002,"n.s.","n.s.","n.s.","gene_size",1,64257,"Car12","chr9",66624842,66624862,21,0.003,1,1
"MmuEX0009318","Catsper2",24,"chr2",121223625,121225472,"-",NA,NA,-6,"n.s.",10.4,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,NA,0.104,"n.s.","n.s.","n.s.","gene_size",3,47770,"Catsper2","chr2",121229927,121229950,24,0.279,1,1
"MmuEX0009873","Ccdc66",26,"chr14",28313869,28319836,"-",NA,NA,-11,"n.s.",NA,"n.s.",-3,"n.s.",NA,"n.s.",16,"n.s.",NA,"n.s.",NA,"n.s.",-0.03,NA,NA,"n.s.","n.s.","n.s.","gene_size",2,31837,"Ccdc66","chr14",27227595,27227620,26,-0.022,1,0.945558850469
"MmuEX0010075","Ccnl1",14,"chr3",65752713,65754401,"-",NA,NA,4,"n.s.",3.6,"n.s.",-10,"n.s.",-11,"n.s.",0,"n.s.",1,"n.s.",-6,"n.s.",-0.1,0.01,0.036,"n.s.","n.s.","n.s.","gene_size",1,48716,"Ccnl1","chr3",65857634,65857647,14,0.04,1,0.187465886498
"MmuEX0010598","Cdk5rap2",27,"chr4",69906532,69911386,"-",NA,NA,-4,"n.s.",7.4,"n.s.",NA,"n.s.",6,"n.s.",5,"n.s.",-10,"n.s.",NA,NA,NA,-0.1,0.074,"n.s.","n.s.","n.s.","gene_size",1,29754,"Cdk5rap2","chr4",70165185,70165211,27,0.008,1,0.827863185054
"MmuEX0010772","Celsr3",15,"chr9",108740897,108742330,"+",NA,NA,2,"n.s.",0,"n.s.",-14,"n.s.",-4,"n.s.",-78,"lower",-10,"n.s.",-39,"lower",-0.14,-0.1,0,"n.s.","n.s.","n.s.","gene_size",1,65197,"Celsr3","chr9",108715959,108715973,15,-0.002,1,1
"MmuEX0011125","Chchd3",15,"chr6",32842376,32918200,"-","Neural-high",NA,0,"n.s.",-18.8,"lower",-39,"lower",0,"n.s.",0,"n.s.",-1,"n.s.",-11,"lower",-0.39,-0.01,-0.188,"lower","n.s.","lower","gene_size",1,15505,"Chchd3","chr6",32870327,32870341,15,-0.008,0.129461530537569,0.00931030931784
"MmuEX0011317","Chmp2a",30,"chr7",13617915,13619177,"-",NA,NA,-2,"n.s.",3,"n.s.",2,"n.s.",-3,"n.s.",10,"n.s.",-4,"n.s.",-1,"n.s.",0.02,-0.04,0.03,"n.s.","n.s.","n.s.","gene_size",2,46608,"Chmp2a","chr7",12766719,12766748,30,-0.032,0.228946458525427,0.0198526004842
"MmuEX0011484","Ckap5",24,"chr2",91439536,91440797,"+","Neural-high","n.s.",32,"higher",-35.2,"lower",-47,"lower",-21,"lower",9,"n.s.",-36,"lower",-37,"lower",-0.47,-0.36,-0.352,"lower","lower","lower","gene_size",1,54460,"Ckap5","chr2",91429949,91429972,24,-0.11,0.00403930666762491,0.000106951671737
"MmuEX0011499","Clasp1",24,"chr1",120406954,120418403,"+","Neural-high","n.s.",6,"n.s.",-4.6,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,NA,-0.046,"n.s.","n.s.","n.s.","gene_size_contained",5,33757,"Clasp1","chr1",118440435,118440458,24,-0.267,0.679851259701584,0.0886590447946
"MmuEX0011502","Clasp1",3,"chr1",120368417,120394210,"+",NA,NA,-1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",2,"n.s.",1,"n.s.",0,0.02,0,"n.s.","n.s.","n.s.","gene_size",1,33766,"Clasp1","chr1",118475386,118475388,3,0.007,1,0.913272083201
"MmuEX0011503","Clasp1",3,"chr1",120443527,120444441,"+",NA,NA,-1,"n.s.",-0.5,"n.s.",0,"n.s.",1,"n.s.",0,"n.s.",1,"n.s.",1,"n.s.",0,0.01,-0.005,"n.s.","n.s.","n.s.","gene_size",1,33766,"Clasp1","chr1",118475386,118475388,3,0.007,1,0.913272083201
"MmuEX0011506","Clasp1",27,"chr1",120418512,120421873,"+","Neural-high","ASD-low",43,"higher",-23.1,"lower",-31,"lower",-17,"lower",27,"higher",-2,"n.s.",-6,"n.s.",-0.31,-0.02,-0.231,"lower","n.s.","lower","gene_size_contained",5,33758,"Clasp1","chr1",118451051,118451077,27,-0.024,1,0.633341625719
"MmuEX0011507","Clasp1",24,"chr1",120435947,120439678,"+","Neural-high","n.s.",13,"higher",-27.1,"lower",-37,"lower",-21,"lower",4,"n.s.",-11,"lower",-8,"n.s.",-0.37,-0.11,-0.271,"lower","lower","lower","gene_size_contained",5,33763,"Clasp1","chr1",118469405,118469428,24,-0.093,0.00550782578697057,0.00015768551813
"MmuEX0011514","Clasp2",24,"chr9",113763465,113771303,"+","Neural-high",NA,45,"higher",-42.3,"lower",-46,"lower",-22,"lower",NA,"n.s.",-26,"lower",-39,"lower",-0.46,-0.26,-0.423,"lower","lower","lower","gene_size_contained",3,25265,"Clasp2","chr9",113687649,113687672,24,-0.086,0.218179130648957,0.0186333671936
"MmuEX0011521","Clasp2",3,"chr9",113790870,113799075,"+",NA,NA,0,"n.s.",-3.9,"n.s.",-10,"lower",0,"n.s.",-16,"lower",-6,"n.s.",-12,"lower",-0.1,-0.06,-0.039,"lower","n.s.","n.s.","gene_size",1,25273,"Clasp2","chr9",113716113,113716115,3,-0.021,0.00479034160547729,0.000132414392248
"MmuEX0011524","Clasp2",17,"chr9",113744373,113750676,"+",NA,NA,1,"n.s.",-3.1,"n.s.",0,"n.s.",2,"n.s.",1,"n.s.",-1,"n.s.",NA,"n.s.",0,-0.01,-0.031,"n.s.","n.s.","n.s.","gene_size_contained",2,25263,"Clasp2","chr9",113670227,113670243,17,-0.002,1,0.96659592885
"MmuEX0011526","Clasp2",27,"chr9",113771406,113777665,"+",NA,NA,NA,"n.s.",-0.8,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,NA,-0.008,"n.s.","n.s.","n.s.","gene_size_contained",3,25267,"Clasp2","chr9",113691504,113691530,27,0.003,1,1
