"GeneID","geneSymbol","chr","exonStart_0base","exonEnd","exon_length","size_category","dPSI","FDR","sig_splicing","log2FoldChange","padj","sig_expression"
"ENSMUSG00000001995","Sipa1l2","chr8",126149931,126149985,54,"Regular (>50bp)",0.123,0.000471744621888916,TRUE,0.176366192469455,0.00522788577190153,FALSE
"ENSMUSG00000002031","Ift46","chr9",44685479,44685528,49,"Small (30-50bp)",0.103,0.00318488327296499,TRUE,-0.00153393588065369,0.98625206504378,FALSE
"ENSMUSG00000002265","Peg3","chr7",6715948,6716011,63,"Regular (>50bp)",0.146,3.15126704685508e-08,TRUE,-0.880354854341413,1.46697235191772e-19,FALSE
"ENSMUSG00000002428","Hltf","chr3",20152243,20152379,136,"Regular (>50bp)",-0.134,1.29687565925262e-05,TRUE,-0.787885699905865,1.04034691478634e-15,FALSE
"ENSMUSG00000002524","Puf60","chr15",75946455,75946506,51,"Regular (>50bp)",0.103,1.15926029246631e-07,TRUE,0.263079605214679,1.62792874628679e-06,FALSE
"ENSMUSG00000002608","Ccdc97","chr7",25417569,25417704,135,"Regular (>50bp)",-0.394,0.00938056998262256,TRUE,0.0426769738024819,0.560327748526147,FALSE
"ENSMUSG00000002845","Tmem39a","chr16",38405980,38406042,62,"Regular (>50bp)",0.13,0.0333520637181057,TRUE,-0.377227313819221,1.14404068162128e-06,FALSE
"ENSMUSG00000002885","Adgre5","chr8",84456739,84456886,147,"Regular (>50bp)",0.212,0.00158421278587421,TRUE,0.311185531180282,0.0217575014749073,FALSE
"ENSMUSG00000003032","Klf4","chr4",55531629,55531750,121,"Regular (>50bp)",0.034,0.20088731490433,FALSE,1.33609153601685,4.18148454434409e-34,TRUE
"ENSMUSG00000003119","Cdk12","chr11",98140535,98140926,391,"Regular (>50bp)",0.185,0.0218351815697566,TRUE,0.0173679962511115,0.843719970687975,FALSE
"ENSMUSG00000003131","Pafah1b2","chr9",45895148,45895337,189,"Regular (>50bp)",-0.491,0.000893996380585415,TRUE,0.166337674009545,0.00860080870942863,FALSE
"ENSMUSG00000003341","Atp8b3","chr10",80357844,80357983,139,"Regular (>50bp)",-0.173,0.0187672394803098,TRUE,-0.00250245713458038,0.986873913540001,FALSE
"ENSMUSG00000003810","Mast2","chr4",116190609,116190630,21,"Microexon (0-30bp)",0.248,0,TRUE,-0.29456129000463,2.27630205696115e-06,FALSE
"ENSMUSG00000003813","Rad23a","chr8",85564635,85564763,128,"Regular (>50bp)",-0.209,0.000948284233830729,TRUE,0.430214595808109,7.63687311907481e-15,FALSE
"ENSMUSG00000003847","Nfat5","chr8",108064926,108064988,62,"Regular (>50bp)",0.165,0.00319255376954588,TRUE,-0.610881580761577,5.08472391147831e-13,FALSE
"ENSMUSG00000003863","Ppfia3","chr7",44992976,44993003,27,"Microexon (0-30bp)",0.239,5.1877029221982e-09,TRUE,0.0908511839569446,0.305252438784804,FALSE
"ENSMUSG00000004285","Atp6v1f","chr6",29468965,29469225,260,"Regular (>50bp)",0.307,0.00184387134755415,TRUE,-0.0186616391397831,0.841153129521075,FALSE
"ENSMUSG00000004319","Clcn3","chr8",61428765,61428941,176,"Regular (>50bp)",-0.103,0.00322273111668182,TRUE,0.0666760478388921,0.248740418981628,FALSE
"ENSMUSG00000004561","Mettl17","chr14",52126603,52126854,251,"Regular (>50bp)",-0.157,0.00256657518443105,TRUE,0.326505378014642,0.000219956660339857,FALSE
"ENSMUSG00000004562","Arhgef40","chr14",52242335,52242356,21,"Microexon (0-30bp)",-0.176,0.00878694833148361,TRUE,-0.0750094338168225,0.323297175335382,FALSE
"ENSMUSG00000004631","Sgce","chr6",4711307,4711380,73,"Regular (>50bp)",-0.315,0.00242929849777765,TRUE,-0.249260474319587,0.000197603992529884,FALSE
"ENSMUSG00000004698","Hdac9","chr12",34423876,34424137,261,"Regular (>50bp)",-0.113,0.000855587308772159,TRUE,-0.450613761998613,3.02019678756363e-06,FALSE
"ENSMUSG00000004771","Rab11a","chr9",64633905,64634099,194,"Regular (>50bp)",-0.167,0.000721898378352942,TRUE,-0.391674585802189,1.15627448047991e-13,FALSE
"ENSMUSG00000004980","Hnrnpa2b1","chr6",51441407,51441431,24,"Microexon (0-30bp)",-0.167,1.60289999095546e-11,TRUE,-0.172391527310125,0.0448335242992539,FALSE
"ENSMUSG00000004994","Ccdc130","chr8",84985741,84985880,139,"Regular (>50bp)",-0.115,5.80600321890986e-09,TRUE,0.479112212078938,1.98440218551229e-09,FALSE
"ENSMUSG00000005501","Usp40","chr1",87895231,87895320,89,"Regular (>50bp)",-0.197,7.82608919974478e-06,TRUE,-0.689415536097431,1.44692055135831e-08,FALSE
"ENSMUSG00000005501","Usp40","chr1",87896117,87896171,54,"Regular (>50bp)",0.264,0.00276681893539065,TRUE,-0.689415536097431,1.44692055135831e-08,FALSE
"ENSMUSG00000005881","Ergic3","chr2",155857296,155857311,15,"Microexon (0-30bp)",0.169,0,TRUE,0.0952795355526931,0.154311885262954,FALSE
"ENSMUSG00000005899","Smpd4","chr16",17453345,17453432,87,"Regular (>50bp)",0.13,0.00226307760004798,TRUE,0.273333328294271,0.000116298258956559,FALSE
"ENSMUSG00000006281","Tep1","chr14",51070337,51070488,151,"Regular (>50bp)",-0.126,4.46019730764414e-05,TRUE,-0.206586382411229,0.00376043443534365,FALSE
"ENSMUSG00000006315","Tmem147","chr7",30428081,30428166,85,"Regular (>50bp)",0.195,0.0289405473261721,TRUE,0.497065908693868,4.54964135951604e-12,FALSE
"ENSMUSG00000006362","Cbfa2t3","chr8",123377068,123377215,147,"Regular (>50bp)",-0.124,0.0341597244531351,TRUE,-0.342144092716166,2.52266552598838e-06,FALSE
"ENSMUSG00000006411","Nectin4","chr1",171213727,171213802,75,"Regular (>50bp)",-0.028,1,FALSE,1.08192193998697,5.46481783408922e-19,TRUE
"ENSMUSG00000006476","Nsmf","chr2",24948264,24948333,69,"Regular (>50bp)",-0.121,0.000888691268343264,TRUE,0.13820889519234,0.0479227200802321,FALSE
"ENSMUSG00000006649","Nphs1","chr7",30181889,30182005,116,"Regular (>50bp)",-0.291,0.000682847500035188,TRUE,0.0140072258196427,0.937828724599681,FALSE
"ENSMUSG00000006958","Chrd","chr16",20553611,20553719,108,"Regular (>50bp)",-0.358,0.0326751206765193,TRUE,-0.124984795611539,0.513398958612726,FALSE
"ENSMUSG00000007035","Msh5","chr17",35262704,35262740,36,"Small (30-50bp)",-0.162,0.0499647818891233,TRUE,-0.482731821204127,5.50378906634041e-05,FALSE
"ENSMUSG00000007570","Fance","chr17",28542544,28542639,95,"Regular (>50bp)",-0.124,0.0327006117687034,TRUE,0.184698660645371,0.0103783130749215,FALSE
"ENSMUSG00000008855","Hdac5","chr11",102112593,102112677,84,"Regular (>50bp)",0.131,7.3015169289544e-05,TRUE,-0.344112907716947,8.8626810564084e-09,FALSE
"ENSMUSG00000009073","Nf2","chr11",4730577,4730622,45,"Small (30-50bp)",0.174,1.62465065210454e-10,TRUE,-0.135737805383944,0.0102751993303504,FALSE
"ENSMUSG00000009079","Ewsr1","chr11",5041459,5041477,18,"Microexon (0-30bp)",0.222,0,TRUE,-0.100972980120685,0.156425187144984,FALSE
"ENSMUSG00000009621","Vav2","chr2",27158162,27158249,87,"Regular (>50bp)",0.112,6.20574366329859e-07,TRUE,0.026779289302603,0.736401553346361,FALSE
"ENSMUSG00000009741","Ubp1","chr9",113788443,113788551,108,"Regular (>50bp)",-0.151,3.11368414230453e-08,TRUE,0.0456714349601277,0.607968777203283,FALSE
"ENSMUSG00000009995","Tafazzin","chrX",73332534,73332625,91,"Regular (>50bp)",-0.346,1.28203538694441e-10,TRUE,-0.673456899260518,5.484292099311e-05,FALSE
"ENSMUSG00000009995","Tafazzin","chrX",73332534,73332625,91,"Regular (>50bp)",-0.351,0.00016329618048729,TRUE,-0.673456899260518,5.484292099311e-05,FALSE
"ENSMUSG00000009995","Tafazzin","chrX",73332589,73332625,36,"Small (30-50bp)",-0.314,3.98683260318424e-10,TRUE,-0.673456899260518,5.484292099311e-05,FALSE
"ENSMUSG00000009995","Tafazzin","chrX",73332589,73332625,36,"Small (30-50bp)",-0.365,0.000452701285271854,TRUE,-0.673456899260518,5.484292099311e-05,FALSE
"ENSMUSG00000010086","Rnf112","chr11",61344253,61344322,69,"Regular (>50bp)",-0.368,0.000243901099516242,TRUE,-0.450210053087281,9.58280543171846e-09,FALSE
"ENSMUSG00000010086","Rnf112","chr11",61344253,61344322,69,"Regular (>50bp)",-0.188,0.000491642700895875,TRUE,-0.450210053087281,9.58280543171846e-09,FALSE
"ENSMUSG00000010122","Slc47a1","chr11",61239484,61239557,73,"Regular (>50bp)",0.001,1,FALSE,-1.08183406185619,1.36886526792218e-32,TRUE
"ENSMUSG00000010122","Slc47a1","chr11",61253512,61253580,68,"Regular (>50bp)",-0.005,1,FALSE,-1.08183406185619,1.36886526792218e-32,TRUE
"ENSMUSG00000010122","Slc47a1","chr11",61260076,61260119,43,"Small (30-50bp)",0.002,1,FALSE,-1.08183406185619,1.36886526792218e-32,TRUE
"ENSMUSG00000010122","Slc47a1","chr11",61257354,61257720,366,"Regular (>50bp)",-0.006,1,FALSE,-1.08183406185619,1.36886526792218e-32,TRUE
"ENSMUSG00000010122","Slc47a1","chr11",61258498,61258543,45,"Small (30-50bp)",0.001,1,FALSE,-1.08183406185619,1.36886526792218e-32,TRUE
"ENSMUSG00000010554","Mettl16","chr11",74686577,74686643,66,"Regular (>50bp)",-0.133,0.0429487944930022,TRUE,0.702426988853197,3.9641157256807e-24,FALSE
"ENSMUSG00000012609","Ttll5","chr12",85890719,85890772,53,"Regular (>50bp)",-0.119,0.0001263137649096,TRUE,0.157138694637241,0.0914072468725326,FALSE
"ENSMUSG00000013033","Adgrl1","chr8",84650834,84650984,150,"Regular (>50bp)",0.109,2.50717601519826e-05,TRUE,-0.202070155798921,0.00263645177835538,FALSE
"ENSMUSG00000013523","Bcas1","chr2",170198167,170198233,66,"Regular (>50bp)",0.151,0.000137327647208671,TRUE,0.131058971747076,0.0941162143836048,FALSE
"ENSMUSG00000013523","Bcas1","chr2",170212369,170212411,42,"Small (30-50bp)",0.139,0.0153058546894426,TRUE,0.131058971747076,0.0941162143836048,FALSE
"ENSMUSG00000013973","Dedd","chr1",171158820,171158853,33,"Small (30-50bp)",0.174,0,TRUE,-0.405713943236632,0.00334918612296242,FALSE
"ENSMUSG00000013973","Dedd","chr1",171158820,171158853,33,"Small (30-50bp)",0.109,9.41268011599817e-09,TRUE,-0.405713943236632,0.00334918612296242,FALSE
"ENSMUSG00000013973","Dedd","chr1",171158801,171158853,52,"Regular (>50bp)",0.223,8.27328736591769e-09,TRUE,-0.405713943236632,0.00334918612296242,FALSE
"ENSMUSG00000014355","Anapc1","chr2",128520130,128520204,74,"Regular (>50bp)",-0.16,0.000725808744230392,TRUE,0.0116516247885566,0.890007471265991,FALSE
"ENSMUSG00000014418","Hps5","chr7",46424577,46424708,131,"Regular (>50bp)",0.156,0.00309807723083696,TRUE,-0.291256283561322,1.04585599447687e-05,FALSE
"ENSMUSG00000014554","Dguok","chr6",83457824,83457924,100,"Regular (>50bp)",-0.111,5.21162027294763e-05,TRUE,-0.227334675632285,0.00191148936793302,FALSE
"ENSMUSG00000015149","Sirt2","chr7",28467056,28467103,47,"Small (30-50bp)",0.106,2.07061881689525e-08,TRUE,-0.064512549070987,0.501647986805705,FALSE
"ENSMUSG00000015222","Map2","chr1",66470685,66470778,93,"Regular (>50bp)",-0.2,1.27542796908975e-08,TRUE,-0.456362505448742,3.7230227255645e-14,FALSE
"ENSMUSG00000015243","Abca1","chr4",53059256,53059362,106,"Regular (>50bp)",0.16,0.000571507494680922,TRUE,-0.310934778053511,0.000350170404599254,FALSE
"ENSMUSG00000015501","Hivep2","chr10",13879944,13880019,75,"Regular (>50bp)",-0.278,1.69695378827837e-05,TRUE,-0.0190962425920949,0.806536650540831,FALSE
"ENSMUSG00000015652","Steap1","chr5",5792825,5792940,115,"Regular (>50bp)",-0.007,1,FALSE,1.35382448724347,2.20074084100759e-09,TRUE
"ENSMUSG00000015659","Serac1","chr17",6119573,6119663,90,"Regular (>50bp)",0.163,0.0054059057236589,TRUE,-0.55453936066248,2.79303741616199e-10,FALSE
"ENSMUSG00000015942","Gtf2ird2","chr5",134235611,134235668,57,"Regular (>50bp)",-0.133,0.00170720240343313,TRUE,0.769817970060972,2.06171312107069e-11,FALSE
"ENSMUSG00000016200","Syt14","chr1",192581158,192581215,57,"Regular (>50bp)",0.138,4.68941849784433e-05,TRUE,-0.541644599535946,4.19807486362698e-14,FALSE
"ENSMUSG00000016346","Kcnq2","chr2",180745434,180745464,30,"Microexon (0-30bp)",0.153,1.25008143371497e-12,TRUE,-0.153921329905333,0.0101155540409396,FALSE
"ENSMUSG00000016664","Pacsin2","chr15",83267823,83267829,6,"Microexon (0-30bp)",0.132,1.47590581058568e-08,TRUE,-0.201603708563037,5.49758278927281e-05,FALSE
"ENSMUSG00000017210","Med24","chr11",98608534,98608591,57,"Regular (>50bp)",0.179,0,TRUE,-0.36720964645978,7.49432356928826e-09,FALSE
"ENSMUSG00000017307","Acot8","chr2",164644916,164645053,137,"Regular (>50bp)",-0.168,7.62702722543162e-08,TRUE,0.3366489875103,2.61430065542601e-05,FALSE
"ENSMUSG00000017421","Zfp207","chr11",80283909,80284002,93,"Regular (>50bp)",-0.118,0.000179183588215677,TRUE,-0.448687971024407,3.78669466562157e-09,FALSE
"ENSMUSG00000017478","Zc3h18","chr8",123114431,123114503,72,"Regular (>50bp)",0.143,5.86757446753883e-12,TRUE,0.338438746755625,7.839752011189e-10,FALSE
"ENSMUSG00000017652","Cd40","chr2",164911736,164911768,32,"Small (30-50bp)",-0.152,1.82714629193345e-06,TRUE,0.456769334420908,0.0126050150296988,FALSE
"ENSMUSG00000017677","Wsb1","chr11",79134225,79134401,176,"Regular (>50bp)",-0.281,8.00498907670246e-13,TRUE,-0.695542484702643,1.03287002615743e-06,FALSE
"ENSMUSG00000018334","Ksr1","chr11",78921906,78921948,42,"Small (30-50bp)",0.203,0.028054910620087,TRUE,0.158527649754609,0.147611189611334,FALSE
"ENSMUSG00000018411","Mapt","chr11",104189371,104190082,711,"Regular (>50bp)",-0.208,2.59888001530519e-13,TRUE,-0.582351802225787,1.36898396602447e-20,FALSE
"ENSMUSG00000018411","Mapt","chr11",104189323,104190082,759,"Regular (>50bp)",-0.237,0,TRUE,-0.582351802225787,1.36898396602447e-20,FALSE
"ENSMUSG00000018411","Mapt","chr11",104196037,104196235,198,"Regular (>50bp)",0.109,0,TRUE,-0.582351802225787,1.36898396602447e-20,FALSE
"ENSMUSG00000018411","Mapt","chr11",104185684,104185750,66,"Regular (>50bp)",0.143,3.9257019947339e-05,TRUE,-0.582351802225787,1.36898396602447e-20,FALSE
"ENSMUSG00000018428","Akap1","chr11",88734415,88734522,107,"Regular (>50bp)",-0.427,3.36830553172877e-06,TRUE,0.201725777038042,0.00115870784358171,FALSE
"ENSMUSG00000018537","Pcgf2","chr11",97590031,97590126,95,"Regular (>50bp)",-0.328,0.000699996299511696,TRUE,-0.0684116550455791,0.341419382118721,FALSE
"ENSMUSG00000018820","Zfyve27","chr19",42174058,42174079,21,"Microexon (0-30bp)",0.131,0.0409838238074037,TRUE,-0.0636402856855776,0.334004626063139,FALSE
"ENSMUSG00000018865","Sult4a1","chr15",83962969,83963098,129,"Regular (>50bp)",0.201,0,TRUE,0.36776374392914,1.08944241700167e-10,FALSE
"ENSMUSG00000018986","Slfn3","chr11",83084868,83085035,167,"Regular (>50bp)",-0.152,0.0274917979431201,TRUE,0.268883130048874,0.0101962207589951,FALSE
"ENSMUSG00000018999","Slc35b4","chr6",34149562,34149690,128,"Regular (>50bp)",-0.138,0.00102158121601864,TRUE,0.291469502789157,3.83261195605226e-06,FALSE
"ENSMUSG00000019732","Calr3","chr8",73181005,73181137,132,"Regular (>50bp)",0.128,0.0194428294906984,TRUE,-0.107971485727925,0.683547817531099,FALSE
"ENSMUSG00000020078","Vps26a","chr10",62305679,62305836,157,"Regular (>50bp)",-0.216,3.14349710969308e-05,TRUE,-0.388518499016764,1.64545887739115e-10,FALSE
"ENSMUSG00000020131","Pcsk4","chr10",80159316,80159434,118,"Regular (>50bp)",-0.313,0.0054059057236589,TRUE,-0.0568047253295389,0.736850359746418,FALSE
"ENSMUSG00000020131","Pcsk4","chr10",80159506,80159610,104,"Regular (>50bp)",0.157,0.000305532660300201,TRUE,-0.0568047253295389,0.736850359746418,FALSE
"ENSMUSG00000020151","Ptprr","chr10",116013622,116013733,111,"Regular (>50bp)",0.427,0.00195157682816876,TRUE,-0.39244147768681,0.136215560507963,FALSE
"ENSMUSG00000020166","Cnot2","chr10",116363731,116363854,123,"Regular (>50bp)",-0.465,1.09345910391415e-05,TRUE,-0.371728703335514,2.11268551841297e-09,FALSE
"ENSMUSG00000020166","Cnot2","chr10",116342945,116343093,148,"Regular (>50bp)",-0.146,0.00404923577228385,TRUE,-0.371728703335514,2.11268551841297e-09,FALSE
"ENSMUSG00000020166","Cnot2","chr10",116353221,116353288,67,"Regular (>50bp)",-0.219,5.00565407746177e-05,TRUE,-0.371728703335514,2.11268551841297e-09,FALSE
"ENSMUSG00000020166","Cnot2","chr10",116342945,116343093,148,"Regular (>50bp)",-0.176,5.07816002564625e-05,TRUE,-0.371728703335514,2.11268551841297e-09,FALSE
"ENSMUSG00000020166","Cnot2","chr10",116363731,116363854,123,"Regular (>50bp)",-0.112,0.0100692978462117,TRUE,-0.371728703335514,2.11268551841297e-09,FALSE
"ENSMUSG00000020198","Ap3d1","chr10",80545922,80546126,204,"Regular (>50bp)",-0.228,0,TRUE,0.489692840468166,2.66876434711966e-14,FALSE
"ENSMUSG00000020220","Vps13d","chr4",144830183,144830258,75,"Regular (>50bp)",0.21,0.0119748671403484,TRUE,-0.0438727504176283,0.560081272306538,FALSE
"ENSMUSG00000020231","Dip2a","chr10",76107209,76107239,30,"Microexon (0-30bp)",0.168,0.000735208041510314,TRUE,-0.299723740557702,2.56663604275096e-07,FALSE
"ENSMUSG00000020250","Txnrd1","chr10",82708771,82709109,338,"Regular (>50bp)",-0.218,0.0166968571772713,TRUE,-0.0888176440543354,0.19218983888447,FALSE
"ENSMUSG00000020284","Cfap410","chr10",77815586,77815885,299,"Regular (>50bp)",-0.317,6.65862699679625e-05,TRUE,0.379161125293708,0.000215029359526929,FALSE
"ENSMUSG00000020300","Cpeb4","chr11",31868800,31868824,24,"Microexon (0-30bp)",0.164,3.91008884983753e-05,TRUE,-0.490059589187167,1.47543754945523e-24,FALSE
"ENSMUSG00000020300","Cpeb4","chr11",31868800,31868824,24,"Microexon (0-30bp)",0.103,1.13081564246697e-05,TRUE,-0.490059589187167,1.47543754945523e-24,FALSE
"ENSMUSG00000020385","Clk4","chr11",51158991,51159058,67,"Regular (>50bp)",-0.113,0.0252500935304721,TRUE,-0.48700916532853,0.0028891711024836,FALSE
"ENSMUSG00000020385","Clk4","chr11",51158991,51159058,67,"Regular (>50bp)",-0.322,0.00486314751970413,TRUE,-0.48700916532853,0.0028891711024836,FALSE
"ENSMUSG00000020385","Clk4","chr11",51161363,51161422,59,"Regular (>50bp)",0.138,1.96680001714449e-06,TRUE,-0.48700916532853,0.0028891711024836,FALSE
"ENSMUSG00000020400","Tnip1","chr11",54831536,54831708,172,"Regular (>50bp)",-0.105,9.86385485281311e-05,TRUE,-0.0163201688291796,0.869911512428399,FALSE
"ENSMUSG00000020409","Slu7","chr11",43327180,43327259,79,"Regular (>50bp)",0.139,2.58850074362996e-06,TRUE,-0.0127451670248653,0.892767827923114,FALSE
"ENSMUSG00000020451","Limk2","chr11",3311782,3311825,43,"Small (30-50bp)",-0.127,0.00295924060295074,TRUE,0.0474055597027659,0.510961906793456,FALSE
"ENSMUSG00000020454","Eif4enif1","chr11",3183987,3184059,72,"Regular (>50bp)",0.102,0.00398410740864226,TRUE,0.154868270502378,0.0113774229823582,FALSE
"ENSMUSG00000020458","Rtn4","chr11",29656409,29658770,2361,"Regular (>50bp)",-0.197,1.92788115568587e-11,TRUE,-0.229874076587726,0.00043697707948614,FALSE
"ENSMUSG00000020527","Myo19","chr11",84788184,84788289,105,"Regular (>50bp)",-0.162,1.50386396388747e-05,TRUE,0.233647607407808,0.00332306656364746,FALSE
"ENSMUSG00000020646","Mboat2","chr12",24974197,24974293,96,"Regular (>50bp)",-0.22,0.0205790201384674,TRUE,-0.240655468314921,0.205892272747841,FALSE
"ENSMUSG00000020680","Taf15","chr11",83379750,83379871,121,"Regular (>50bp)",-0.286,0.0183158647410083,TRUE,0.13286310327796,0.179327806860068,FALSE
"ENSMUSG00000020717","Pecam1","chr11",106571857,106571911,54,"Regular (>50bp)",0.118,0.000884537230798935,TRUE,-0.642313595862202,5.81274533347456e-08,FALSE
"ENSMUSG00000020732","Rab37","chr11",115051263,115051340,77,"Regular (>50bp)",-0.178,0.000132455907333545,TRUE,0.336221141247984,0.340930679240472,FALSE
"ENSMUSG00000020792","Exoc7","chr11",116184100,116184139,39,"Small (30-50bp)",0.169,2.46650849294221e-07,TRUE,-0.121819522617264,0.0804024360125624,FALSE
"ENSMUSG00000020792","Exoc7","chr11",116188396,116188489,93,"Regular (>50bp)",0.21,2.59888001530519e-13,TRUE,-0.121819522617264,0.0804024360125624,FALSE
"ENSMUSG00000020859","Spag9","chr11",93970024,93970036,12,"Microexon (0-30bp)",0.196,0.00595332956613346,TRUE,-0.511768177760825,6.63125432517861e-18,FALSE
"ENSMUSG00000020863","Luc7l3","chr11",94183232,94183298,66,"Regular (>50bp)",-0.274,0.000948284233830729,TRUE,-0.614600215542265,0.0164959281399464,FALSE
"ENSMUSG00000020863","Luc7l3","chr11",94183219,94183298,79,"Regular (>50bp)",-0.265,0.000160819830638747,TRUE,-0.614600215542265,0.0164959281399464,FALSE
"ENSMUSG00000020883","Fbxl20","chr11",98006218,98006273,55,"Regular (>50bp)",0.01,0.871815380562693,FALSE,-1.01213317355788,1.44927268120621e-09,TRUE
"ENSMUSG00000020883","Fbxl20","chr11",97983938,97983983,45,"Small (30-50bp)",0.001,1,FALSE,-1.01213317355788,1.44927268120621e-09,TRUE
"ENSMUSG00000020883","Fbxl20","chr11",97989245,97989320,75,"Regular (>50bp)",-0.006,1,FALSE,-1.01213317355788,1.44927268120621e-09,TRUE
"ENSMUSG00000020883","Fbxl20","chr11",97981483,97981696,213,"Regular (>50bp)",0,1,FALSE,-1.01213317355788,1.44927268120621e-09,TRUE
"ENSMUSG00000020883","Fbxl20","chr11",97990808,97990935,127,"Regular (>50bp)",-0.002,1,FALSE,-1.01213317355788,1.44927268120621e-09,TRUE
"ENSMUSG00000021012","Zc3h14","chr12",98745366,98745526,160,"Regular (>50bp)",-0.101,0.00304385698648381,TRUE,-0.0993423476766465,0.126169941761071,FALSE
"ENSMUSG00000021033","Gstz1","chr12",87202246,87202343,97,"Regular (>50bp)",0.142,0.00103957699411304,TRUE,-0.0265075451400478,0.767453948060528,FALSE
"ENSMUSG00000021068","Nin","chr12",70069054,70069115,61,"Regular (>50bp)",0.325,0.00324169310056829,TRUE,0.0193151957430739,0.861852121895819,FALSE
"ENSMUSG00000021068","Nin","chr12",70069054,70069115,61,"Regular (>50bp)",0.263,0.0102616576979792,TRUE,0.0193151957430739,0.861852121895819,FALSE
"ENSMUSG00000021071","Trim9","chr12",70301811,70302000,189,"Regular (>50bp)",0.124,0.0198005613735602,TRUE,-0.155368069512864,0.022554312783283,FALSE
"ENSMUSG00000021071","Trim9","chr12",70314007,70314040,33,"Small (30-50bp)",0.201,5.72525237947919e-05,TRUE,-0.155368069512864,0.022554312783283,FALSE
"ENSMUSG00000021103","Mnat1","chr12",73225978,73226082,104,"Regular (>50bp)",-0.315,1.90574496674557e-05,TRUE,-0.0462354338652637,0.606611441695369,FALSE
"ENSMUSG00000021103","Mnat1","chr12",73217367,73217441,74,"Regular (>50bp)",0.657,2.35822195569196e-06,TRUE,-0.0462354338652637,0.606611441695369,FALSE
"ENSMUSG00000021198","Unc79","chr12",103016153,103016182,29,"Microexon (0-30bp)",0.285,5.84596770543621e-05,TRUE,0.0751409741117861,0.220024642912773,FALSE
"ENSMUSG00000021268","Meg3","chr12",109515725,109515806,81,"Regular (>50bp)",-0.232,0.0279414616501824,TRUE,-0.970742758835372,3.37114643187664e-14,FALSE
"ENSMUSG00000021268","Meg3","chr12",109515913,109515987,74,"Regular (>50bp)",0.267,5.49785788679113e-07,TRUE,-0.970742758835372,3.37114643187664e-14,FALSE
