"GeneID","geneSymbol","chr","exonStart_0base","exonEnd","exon_length","size_category","dPSI","FDR","sig_splicing","log2FoldChange","padj","sig_expression"
"ENSMUSG00000003352","Cacnb3","chr15",98538839,98538859,20,"Microexon (0-30bp)",-0.117,0.0004518079449838,TRUE,-0.162981858898551,0.0115728958375951,FALSE
"ENSMUSG00000003352","Cacnb3","chr15",98538569,98538631,62,"Regular (>50bp)",-0.19,6.51576728307701e-05,TRUE,-0.162981858898551,0.0115728958375951,FALSE
"ENSMUSG00000003573","Homer3","chr8",70738043,70738200,157,"Regular (>50bp)",-0.101,2.53532237938914e-13,TRUE,0.541119946964442,5.89502663264016e-08,FALSE
"ENSMUSG00000003575","Crtc1","chr8",70855080,70855175,95,"Regular (>50bp)",0.191,0.0206965126416938,TRUE,0.0595238170668111,0.574226096786319,FALSE
"ENSMUSG00000003847","Nfat5","chr8",108064926,108064988,62,"Regular (>50bp)",0.181,5.01560445755399e-05,TRUE,-0.527517752187142,4.82828450584597e-10,FALSE
"ENSMUSG00000004018","Fancl","chr11",26349648,26349709,61,"Regular (>50bp)",0.415,3.48516826541624e-05,TRUE,0.199676180384577,0.503334015652776,FALSE
"ENSMUSG00000004018","Fancl","chr11",26353321,26353378,57,"Regular (>50bp)",-0.217,0.000389525434820436,TRUE,0.199676180384577,0.503334015652776,FALSE
"ENSMUSG00000004187","Kifc2","chr15",76550428,76550550,122,"Regular (>50bp)",-0.102,0.00324266393104662,TRUE,-1.2177196225516,2.65325552949929e-20,TRUE
"ENSMUSG00000004187","Kifc2","chr15",76548481,76548645,164,"Regular (>50bp)",-0.014,1,FALSE,-1.2177196225516,2.65325552949929e-20,TRUE
"ENSMUSG00000004187","Kifc2","chr15",76545679,76545818,139,"Regular (>50bp)",-0.114,5.4355347062181e-06,TRUE,-1.2177196225516,2.65325552949929e-20,TRUE
"ENSMUSG00000004207","Psap","chr10",60133316,60133325,9,"Microexon (0-30bp)",-0.129,6.82779603057641e-11,TRUE,-0.0287293584251844,0.710183614498969,FALSE
"ENSMUSG00000004285","Atp6v1f","chr6",29468965,29469225,260,"Regular (>50bp)",0.2,0.0210499940822603,TRUE,-0.0135425798215016,0.883043280615232,FALSE
"ENSMUSG00000004319","Clcn3","chr8",61428765,61428941,176,"Regular (>50bp)",-0.136,1.0702961795562e-05,TRUE,0.182753989177889,0.000332597070116988,FALSE
"ENSMUSG00000004319","Clcn3","chr8",61367786,61367862,76,"Regular (>50bp)",-0.134,5.23745151685862e-06,TRUE,0.182753989177889,0.000332597070116988,FALSE
"ENSMUSG00000004328","Hif3a","chr7",16784473,16784682,209,"Regular (>50bp)",-0.219,0.00154743014931343,TRUE,-0.672795331441054,0.0007308604478873,FALSE
"ENSMUSG00000004561","Mettl17","chr14",52126603,52126854,251,"Regular (>50bp)",-0.164,0.0101770932992758,TRUE,0.301376441586885,0.000650270167025638,FALSE
"ENSMUSG00000004562","Arhgef40","chr14",52242335,52242356,21,"Microexon (0-30bp)",-0.167,0.0190484496052214,TRUE,-0.137617173172863,0.0470366401951397,FALSE
"ENSMUSG00000004565","Pnpla6","chr8",3566509,3566568,59,"Regular (>50bp)",-0.168,2.1272327525896e-06,TRUE,-0.392681228887634,1.17556035837223e-06,FALSE
"ENSMUSG00000004565","Pnpla6","chr8",3566506,3566568,62,"Regular (>50bp)",-0.158,1.46517821467858e-05,TRUE,-0.392681228887634,1.17556035837223e-06,FALSE
"ENSMUSG00000004631","Sgce","chr6",4677162,4677197,35,"Small (30-50bp)",-0.179,8.11689905495828e-11,TRUE,-0.204791986051757,0.00246082341618928,FALSE
"ENSMUSG00000004631","Sgce","chr6",4677162,4677233,71,"Regular (>50bp)",-0.253,1.46485293031431e-13,TRUE,-0.204791986051757,0.00246082341618928,FALSE
"ENSMUSG00000004677","Myo9b","chr8",71791550,71791664,114,"Regular (>50bp)",0.168,0.0199690370826566,TRUE,0.0526941166820172,0.407356700856047,FALSE
"ENSMUSG00000004789","Dlst","chr12",85158271,85158305,34,"Small (30-50bp)",-0.397,0.0108088538383115,TRUE,0.108455540046773,0.0520900846126262,FALSE
"ENSMUSG00000004815","Dgkq","chr5",108799757,108799864,107,"Regular (>50bp)",-0.109,3.40561286692514e-08,TRUE,-0.203534842903154,0.0119777716729461,FALSE
"ENSMUSG00000004896","Rrnad1","chr3",87834869,87835015,146,"Regular (>50bp)",-0.187,0.0361354766675684,TRUE,0.00880314876904814,0.918203035830102,FALSE
"ENSMUSG00000004952","Rasa4","chr5",136125514,136125646,132,"Regular (>50bp)",0.003,1,FALSE,-1.45488032858146,2.71346024804908e-62,TRUE
"ENSMUSG00000004952","Rasa4","chr5",136121991,136122121,130,"Regular (>50bp)",-0.016,1,FALSE,-1.45488032858146,2.71346024804908e-62,TRUE
"ENSMUSG00000004952","Rasa4","chr5",136129755,136129873,118,"Regular (>50bp)",0,1,FALSE,-1.45488032858146,2.71346024804908e-62,TRUE
"ENSMUSG00000004952","Rasa4","chr5",136130097,136130543,446,"Regular (>50bp)",0.14,1,FALSE,-1.45488032858146,2.71346024804908e-62,TRUE
"ENSMUSG00000004952","Rasa4","chr5",136129755,136129873,118,"Regular (>50bp)",0.006,1,FALSE,-1.45488032858146,2.71346024804908e-62,TRUE
"ENSMUSG00000004952","Rasa4","chr5",136134457,136134593,136,"Regular (>50bp)",0.005,1,FALSE,-1.45488032858146,2.71346024804908e-62,TRUE
"ENSMUSG00000004952","Rasa4","chr5",136121998,136122121,123,"Regular (>50bp)",-0.034,0.453655305766467,FALSE,-1.45488032858146,2.71346024804908e-62,TRUE
"ENSMUSG00000004952","Rasa4","chr5",136124380,136124462,82,"Regular (>50bp)",-0.046,0.262476398095863,FALSE,-1.45488032858146,2.71346024804908e-62,TRUE
"ENSMUSG00000004952","Rasa4","chr5",136130798,136130911,113,"Regular (>50bp)",-0.064,0.00779194330122778,FALSE,-1.45488032858146,2.71346024804908e-62,TRUE
"ENSMUSG00000004952","Rasa4","chr5",136130097,136130248,151,"Regular (>50bp)",-0.003,1,FALSE,-1.45488032858146,2.71346024804908e-62,TRUE
"ENSMUSG00000004980","Hnrnpa2b1","chr6",51438899,51439035,136,"Regular (>50bp)",-0.165,2.02694668392243e-09,TRUE,0.167287814887332,0.0498859547566569,FALSE
"ENSMUSG00000004980","Hnrnpa2b1","chr6",51441407,51441431,24,"Microexon (0-30bp)",-0.115,9.85658267333971e-06,TRUE,0.167287814887332,0.0498859547566569,FALSE
"ENSMUSG00000004994","Ccdc130","chr8",84985741,84985880,139,"Regular (>50bp)",-0.116,4.73830590099076e-09,TRUE,0.239625689875514,0.00424968196576934,FALSE
"ENSMUSG00000005045","Chd5","chr4",152470180,152470295,115,"Regular (>50bp)",-0.137,0,TRUE,-0.324590079656461,2.29512401427848e-09,FALSE
"ENSMUSG00000005069","Pex5","chr6",124381091,124381202,111,"Regular (>50bp)",-0.142,3.1354393149512e-06,TRUE,-0.0913485904865462,0.124035417516105,FALSE
"ENSMUSG00000005069","Pex5","chr6",124381091,124381181,90,"Regular (>50bp)",-0.154,0.000336218499461787,TRUE,-0.0913485904865462,0.124035417516105,FALSE
"ENSMUSG00000005202","Shbg","chr11",69506857,69506946,89,"Regular (>50bp)",-0.131,0.0041425651737977,TRUE,0.412279923156585,0.00117534288148681,FALSE
"ENSMUSG00000005374","Tbl2","chr5",135178843,135178993,150,"Regular (>50bp)",-0.417,1.36762729764178e-10,TRUE,0.500363481245973,1.99949740944608e-10,FALSE
"ENSMUSG00000005410","Mcm5","chr8",75851428,75851571,143,"Regular (>50bp)",0.002,1,FALSE,1.09501349366672,1.36118479374967e-44,TRUE
"ENSMUSG00000005410","Mcm5","chr8",75840792,75840948,156,"Regular (>50bp)",0,1,FALSE,1.09501349366672,1.36118479374967e-44,TRUE
"ENSMUSG00000005410","Mcm5","chr8",75847839,75847905,66,"Regular (>50bp)",-0.001,1,FALSE,1.09501349366672,1.36118479374967e-44,TRUE
"ENSMUSG00000005470","Asf1b","chr8",84691659,84691775,116,"Regular (>50bp)",-0.009,1,FALSE,1.10297952461472,9.46475471975303e-52,TRUE
"ENSMUSG00000005501","Usp40","chr1",87901798,87901856,58,"Regular (>50bp)",0.45,4.2733933794174e-05,TRUE,-0.46304965371534,0.000180685905810424,FALSE
"ENSMUSG00000005501","Usp40","chr1",87901798,87901856,58,"Regular (>50bp)",0.185,0.0106392751206176,TRUE,-0.46304965371534,0.000180685905810424,FALSE
"ENSMUSG00000005501","Usp40","chr1",87896117,87896171,54,"Regular (>50bp)",0.224,0.0191079803946637,TRUE,-0.46304965371534,0.000180685905810424,FALSE
"ENSMUSG00000005893","Nr2c2","chr6",92082262,92082346,84,"Regular (>50bp)",0.334,5.15892663881317e-06,TRUE,-0.0664211914087005,0.375272427037055,FALSE
"ENSMUSG00000005936","Kctd20","chr17",29176852,29177031,179,"Regular (>50bp)",0.186,0.000310698993278985,TRUE,0.4471728489408,2.16181219202406e-12,FALSE
"ENSMUSG00000006281","Tep1","chr14",51070337,51070488,151,"Regular (>50bp)",-0.123,2.08945366409815e-05,TRUE,-0.298335327874815,1.47259977691482e-05,FALSE
"ENSMUSG00000006342","Susd2","chr10",75478296,75478504,208,"Regular (>50bp)",-0.103,0.000225144159132019,TRUE,-0.855125659455277,1.09814569583543e-16,FALSE
"ENSMUSG00000006344","Ggt5","chr10",75438807,75438903,96,"Regular (>50bp)",-0.022,1,FALSE,-1.28357405591134,3.19811361289441e-26,TRUE
"ENSMUSG00000006344","Ggt5","chr10",75439800,75440634,834,"Regular (>50bp)",0.022,1,FALSE,-1.28357405591134,3.19811361289441e-26,TRUE
"ENSMUSG00000006344","Ggt5","chr10",75445032,75445226,194,"Regular (>50bp)",-0.165,0.000251059822237387,TRUE,-1.28357405591134,3.19811361289441e-26,TRUE
"ENSMUSG00000006344","Ggt5","chr10",75440476,75440634,158,"Regular (>50bp)",-0.15,0.858239231673854,FALSE,-1.28357405591134,3.19811361289441e-26,TRUE
"ENSMUSG00000006344","Ggt5","chr10",75440476,75440634,158,"Regular (>50bp)",0.027,1,FALSE,-1.28357405591134,3.19811361289441e-26,TRUE
"ENSMUSG00000006344","Ggt5","chr10",75438453,75438584,131,"Regular (>50bp)",-0.133,0.627457010169143,FALSE,-1.28357405591134,3.19811361289441e-26,TRUE
"ENSMUSG00000006476","Nsmf","chr2",24945647,24946148,501,"Regular (>50bp)",-0.114,0,TRUE,0.124033755103183,0.0764775000137106,FALSE
"ENSMUSG00000006649","Nphs1","chr7",30181401,30181495,94,"Regular (>50bp)",0.366,0.000630664384618119,TRUE,-0.237640014671205,0.0817149175394172,FALSE
"ENSMUSG00000006649","Nphs1","chr7",30181889,30182005,116,"Regular (>50bp)",-0.328,0.000113889022767306,TRUE,-0.237640014671205,0.0817149175394172,FALSE
"ENSMUSG00000006673","Qrich1","chr9",108395965,108396025,60,"Regular (>50bp)",0.207,3.28030271463906e-08,TRUE,-0.0249873950572966,0.738198128866844,FALSE
"ENSMUSG00000006673","Qrich1","chr9",108395901,108396025,124,"Regular (>50bp)",0.154,3.57743257595405e-06,TRUE,-0.0249873950572966,0.738198128866844,FALSE
"ENSMUSG00000006673","Qrich1","chr9",108395965,108396025,60,"Regular (>50bp)",0.126,0,TRUE,-0.0249873950572966,0.738198128866844,FALSE
"ENSMUSG00000006728","Cdk4","chr10",126900070,126900322,252,"Regular (>50bp)",-0.111,0,TRUE,0.242741055911128,8.57700257818583e-07,FALSE
"ENSMUSG00000006958","Chrd","chr16",20553655,20553719,64,"Regular (>50bp)",-0.354,0.0105224860836707,TRUE,-0.392509229355822,0.0175235337729678,FALSE
"ENSMUSG00000006958","Chrd","chr16",20553611,20553712,101,"Regular (>50bp)",-0.387,0.000129799836426995,TRUE,-0.392509229355822,0.0175235337729678,FALSE
"ENSMUSG00000006958","Chrd","chr16",20553611,20553719,108,"Regular (>50bp)",-0.449,2.13768804346231e-06,TRUE,-0.392509229355822,0.0175235337729678,FALSE
"ENSMUSG00000007035","Msh5","chr17",35262704,35262740,36,"Small (30-50bp)",-0.211,0.00117725420666822,TRUE,-0.714928670319989,9.24645441891738e-10,FALSE
"ENSMUSG00000007035","Msh5","chr17",35261073,35261156,83,"Regular (>50bp)",-0.322,9.86006679279446e-05,TRUE,-0.714928670319989,9.24645441891738e-10,FALSE
"ENSMUSG00000007610","Gtpbp3","chr8",71943298,71943611,313,"Regular (>50bp)",-0.182,0.00144016713760279,TRUE,-0.123264715229331,0.198842983980893,FALSE
"ENSMUSG00000007837","Prrg2","chr7",44709628,44709783,155,"Regular (>50bp)",-0.126,0.020111244438949,TRUE,-0.287494484768506,0.0319733770352355,FALSE
"ENSMUSG00000007837","Prrg2","chr7",44709628,44709839,211,"Regular (>50bp)",-0.11,0.0458507845949077,TRUE,-0.287494484768506,0.0319733770352355,FALSE
"ENSMUSG00000007837","Prrg2","chr7",44709628,44709810,182,"Regular (>50bp)",-0.114,0.0084240667727097,TRUE,-0.287494484768506,0.0319733770352355,FALSE
"ENSMUSG00000007850","Hnrnph1","chr11",50268140,50268267,127,"Regular (>50bp)",-0.242,1.40017309400077e-05,TRUE,-0.118123057456739,0.504298330141112,FALSE
"ENSMUSG00000008140","Emc10","chr7",44140586,44140673,87,"Regular (>50bp)",-0.109,1.19371306669874e-06,TRUE,0.239513472764015,2.07526755696591e-05,FALSE
"ENSMUSG00000008305","Tle1","chr4",72056728,72056922,194,"Regular (>50bp)",-0.131,0.0408294623129418,TRUE,0.212622649395526,0.0594862787229438,FALSE
"ENSMUSG00000009246","Trpm5","chr7",142632028,142632970,942,"Regular (>50bp)",0.037,1,FALSE,-1.17844094155481,6.22381825127772e-05,TRUE
"ENSMUSG00000009575","Cbx5","chr15",103123448,103123548,100,"Regular (>50bp)",0.311,0.00128737049294719,TRUE,0.148588966000383,0.0299669023866927,FALSE
"ENSMUSG00000009575","Cbx5","chr15",103123448,103123552,104,"Regular (>50bp)",0.321,0.0014298572307188,TRUE,0.148588966000383,0.0299669023866927,FALSE
"ENSMUSG00000009621","Vav2","chr2",27174850,27174865,15,"Microexon (0-30bp)",-0.111,3.07864615168397e-05,TRUE,0.119256040401668,0.0675772417080378,FALSE
"ENSMUSG00000009621","Vav2","chr2",27190441,27190456,15,"Microexon (0-30bp)",-0.197,0,TRUE,0.119256040401668,0.0675772417080378,FALSE
"ENSMUSG00000009654","Oit3","chr10",59265312,59265473,161,"Regular (>50bp)",-0.05,1,FALSE,-1.11562275675636,0.000619061191066174,TRUE
"ENSMUSG00000009741","Ubp1","chr9",113788443,113788551,108,"Regular (>50bp)",-0.124,3.32096234013702e-05,TRUE,0.162385954808572,0.0292445195362586,FALSE
"ENSMUSG00000009894","Snap47","chr11",59319166,59319639,473,"Regular (>50bp)",-0.147,0.0133504884259183,TRUE,-0.0129082293307842,0.869363162182654,FALSE
"ENSMUSG00000009995","Tafazzin","chrX",73332534,73332625,91,"Regular (>50bp)",-0.409,0,TRUE,-0.701152677463244,2.25974681097197e-05,FALSE
"ENSMUSG00000009995","Tafazzin","chrX",73332589,73332625,36,"Small (30-50bp)",-0.385,0,TRUE,-0.701152677463244,2.25974681097197e-05,FALSE
"ENSMUSG00000009995","Tafazzin","chrX",73332589,73332625,36,"Small (30-50bp)",-0.575,0,TRUE,-0.701152677463244,2.25974681097197e-05,FALSE
"ENSMUSG00000009995","Tafazzin","chrX",73332267,73332320,53,"Regular (>50bp)",-0.184,2.0346835167399e-08,TRUE,-0.701152677463244,2.25974681097197e-05,FALSE
"ENSMUSG00000009995","Tafazzin","chrX",73332534,73332625,91,"Regular (>50bp)",-0.583,0,TRUE,-0.701152677463244,2.25974681097197e-05,FALSE
"ENSMUSG00000010086","Rnf112","chr11",61344253,61344322,69,"Regular (>50bp)",-0.17,0.000119537807668699,TRUE,-0.379348484093562,1.38709239285535e-06,FALSE
"ENSMUSG00000010086","Rnf112","chr11",61344253,61344322,69,"Regular (>50bp)",-0.405,0.000350009255957578,TRUE,-0.379348484093562,1.38709239285535e-06,FALSE
"ENSMUSG00000010122","Slc47a1","chr11",61257354,61257720,366,"Regular (>50bp)",-0.016,1,FALSE,-1.31727314749888,3.3787465865359e-48,TRUE
"ENSMUSG00000010122","Slc47a1","chr11",61239484,61239557,73,"Regular (>50bp)",0.001,1,FALSE,-1.31727314749888,3.3787465865359e-48,TRUE
"ENSMUSG00000010122","Slc47a1","chr11",61253512,61253580,68,"Regular (>50bp)",-0.011,1,FALSE,-1.31727314749888,3.3787465865359e-48,TRUE
"ENSMUSG00000010122","Slc47a1","chr11",61258498,61258543,45,"Small (30-50bp)",0.001,1,FALSE,-1.31727314749888,3.3787465865359e-48,TRUE
"ENSMUSG00000010122","Slc47a1","chr11",61260076,61260119,43,"Small (30-50bp)",0.002,1,FALSE,-1.31727314749888,3.3787465865359e-48,TRUE
"ENSMUSG00000010554","Mettl16","chr11",74686577,74686643,66,"Regular (>50bp)",-0.121,0.0172411813590435,TRUE,0.76714077379358,5.55399593340298e-29,FALSE
"ENSMUSG00000011148","Adssl1","chr12",112599433,112599569,136,"Regular (>50bp)",0.008,1,FALSE,-1.0397626741378,1.54097070054321e-18,TRUE
"ENSMUSG00000011148","Adssl1","chr12",112594734,112594837,103,"Regular (>50bp)",0.002,1,FALSE,-1.0397626741378,1.54097070054321e-18,TRUE
"ENSMUSG00000011148","Adssl1","chr12",112599502,112599569,67,"Regular (>50bp)",0.002,1,FALSE,-1.0397626741378,1.54097070054321e-18,TRUE
"ENSMUSG00000011148","Adssl1","chr12",112599128,112599179,51,"Regular (>50bp)",-0.004,1,FALSE,-1.0397626741378,1.54097070054321e-18,TRUE
"ENSMUSG00000011148","Adssl1","chr12",112600813,112600895,82,"Regular (>50bp)",-0.01,1,FALSE,-1.0397626741378,1.54097070054321e-18,TRUE
"ENSMUSG00000012123","Crybg2","chr4",133819360,133819520,160,"Regular (>50bp)",-0.176,2.67536117641584e-07,TRUE,-0.457579896248025,0.00076085170670006,FALSE
"ENSMUSG00000012296","Tjap1","chr17",46575019,46575116,97,"Regular (>50bp)",-0.127,0.000192407295570125,TRUE,-0.0781844850939968,0.31525281199245,FALSE
"ENSMUSG00000012609","Ttll5","chr12",85890719,85890772,53,"Regular (>50bp)",-0.144,2.09091554847252e-08,TRUE,0.234676168425273,0.00761529574250561,FALSE
