"GeneID","geneSymbol","chr","exonStart_0base","exonEnd","exon_length","size_category","dPSI","FDR","sig_splicing","log2FoldChange","padj","sig_expression"
"ENSMUSG00000000386","Mx1","chr16",97256688,97256843,155,"Regular (>50bp)",-0.162,0.00245962252558269,TRUE,-0.213780982578354,0.175337955168077,FALSE
"ENSMUSG00000000416","Cttnbp2","chr6",18406454,18406550,96,"Regular (>50bp)",-0.057,1,FALSE,2.26643805867809,5.8758245899672e-24,TRUE
"ENSMUSG00000000530","Acvrl1","chr15",101033629,101033841,212,"Regular (>50bp)",-0.053,0.840688771293792,FALSE,-1.08843351872252,7.88747349152731e-22,TRUE
"ENSMUSG00000000530","Acvrl1","chr15",101032017,101032078,61,"Regular (>50bp)",-0.054,1,FALSE,-1.08843351872252,7.88747349152731e-22,TRUE
"ENSMUSG00000000538","Tom1l2","chr11",60129835,60129898,63,"Regular (>50bp)",-0.152,0.0358086513924347,TRUE,-0.315670141297762,5.52549868088609e-07,FALSE
"ENSMUSG00000000538","Tom1l2","chr11",60129835,60129898,63,"Regular (>50bp)",-0.169,1.59746546269186e-06,TRUE,-0.315670141297762,5.52549868088609e-07,FALSE
"ENSMUSG00000000568","Hnrnpd","chr5",100124392,100124449,57,"Regular (>50bp)",0.163,1.69108282932661e-12,TRUE,0.288695183000648,1.53419171527214e-07,FALSE
"ENSMUSG00000000732","Icosl","chr10",77911038,77911188,150,"Regular (>50bp)",-0.025,0.086642935601076,FALSE,1.16722865765202,3.77510278945638e-30,TRUE
"ENSMUSG00000000732","Icosl","chr10",77909540,77909834,294,"Regular (>50bp)",-0.013,1,FALSE,1.16722865765202,3.77510278945638e-30,TRUE
"ENSMUSG00000000732","Icosl","chr10",77907571,77907925,354,"Regular (>50bp)",0.012,1,FALSE,1.16722865765202,3.77510278945638e-30,TRUE
"ENSMUSG00000000753","Serpinf1","chr11",75305746,75305950,204,"Regular (>50bp)",-0.004,1,FALSE,1.03872847600079,7.51303490517829e-34,TRUE
"ENSMUSG00000000782","Tcf7","chr11",52149679,52149772,93,"Regular (>50bp)",-0.005,1,FALSE,-1.30470798418138,7.61817218522733e-72,TRUE
"ENSMUSG00000000881","Dlg3","chrX",99851658,99851758,100,"Regular (>50bp)",0.005,1,FALSE,-2.11027570874364,6.90385713480663e-122,TRUE
"ENSMUSG00000000881","Dlg3","chrX",99817677,99817837,160,"Regular (>50bp)",0.006,1,FALSE,-2.11027570874364,6.90385713480663e-122,TRUE
"ENSMUSG00000000881","Dlg3","chrX",99851658,99851758,100,"Regular (>50bp)",0.015,1,FALSE,-2.11027570874364,6.90385713480663e-122,TRUE
"ENSMUSG00000000881","Dlg3","chrX",99815972,99816142,170,"Regular (>50bp)",-0.015,1,FALSE,-2.11027570874364,6.90385713480663e-122,TRUE
"ENSMUSG00000000881","Dlg3","chrX",99856331,99856382,51,"Regular (>50bp)",-0.019,1,FALSE,-2.11027570874364,6.90385713480663e-122,TRUE
"ENSMUSG00000000881","Dlg3","chrX",99853467,99853513,46,"Small (30-50bp)",0.044,0.740278843164968,FALSE,-2.11027570874364,6.90385713480663e-122,TRUE
"ENSMUSG00000000881","Dlg3","chrX",99814912,99814966,54,"Regular (>50bp)",-0.217,0.111929735393931,FALSE,-2.11027570874364,6.90385713480663e-122,TRUE
"ENSMUSG00000000884","Gnb1l","chr16",18359721,18359847,126,"Regular (>50bp)",0.368,0.0260330115257014,TRUE,0.358245037096232,0.000155626445680866,FALSE
"ENSMUSG00000000884","Gnb1l","chr16",18362860,18363023,163,"Regular (>50bp)",0.112,0.0368397402264482,TRUE,0.358245037096232,0.000155626445680866,FALSE
"ENSMUSG00000000884","Gnb1l","chr16",18362864,18363023,159,"Regular (>50bp)",0.117,0.0378555245029507,TRUE,0.358245037096232,0.000155626445680866,FALSE
"ENSMUSG00000000889","Dbh","chr2",27060323,27060581,258,"Regular (>50bp)",-0.034,1,FALSE,2.3324668793626,4.91010305526369e-15,TRUE
"ENSMUSG00000000889","Dbh","chr2",27064826,27064993,167,"Regular (>50bp)",0.133,1,FALSE,2.3324668793626,4.91010305526369e-15,TRUE
"ENSMUSG00000000958","Slc7a7","chr14",54612004,54612128,124,"Regular (>50bp)",0.146,0.0006545800703738,TRUE,-0.564473985113816,0.000465702884794459,FALSE
"ENSMUSG00000001120","Pcbp3","chr10",76625571,76625703,132,"Regular (>50bp)",0.247,0.0031674684499219,TRUE,-0.252453226576836,3.44047541167954e-06,FALSE
"ENSMUSG00000001123","Lgals9","chr11",78860539,78860629,90,"Regular (>50bp)",-0.02,0.433760148216833,FALSE,1.37290143321122,9.69961473974136e-83,TRUE
"ENSMUSG00000001123","Lgals9","chr11",78860539,78860632,93,"Regular (>50bp)",-0.033,0.479583457664717,FALSE,1.37290143321122,9.69961473974136e-83,TRUE
"ENSMUSG00000001131","Timp1","chrX",20739015,20739095,80,"Regular (>50bp)",-0.021,0.157439294885689,FALSE,1.31346509434408,4.11623263340784e-06,TRUE
"ENSMUSG00000001281","Itgb7","chr15",102124906,102125067,161,"Regular (>50bp)",-0.047,1,FALSE,2.08181858782585,7.87478164220142e-31,TRUE
"ENSMUSG00000001419","Mef2d","chr3",88065527,88065662,135,"Regular (>50bp)",-0.421,0.00159741191570833,TRUE,-0.251030381195884,0.000139840225570686,FALSE
"ENSMUSG00000001482","Def8","chr8",124172836,124172923,87,"Regular (>50bp)",0.214,1.79524194992429e-05,TRUE,-0.221409280078803,0.000487614385070363,FALSE
"ENSMUSG00000001482","Def8","chr8",124174055,124174102,47,"Small (30-50bp)",-0.298,3.35691624561075e-06,TRUE,-0.221409280078803,0.000487614385070363,FALSE
"ENSMUSG00000001482","Def8","chr8",124172861,124172923,62,"Regular (>50bp)",0.147,0.00025563409799534,TRUE,-0.221409280078803,0.000487614385070363,FALSE
"ENSMUSG00000001507","Itga3","chr11",94953378,94953589,211,"Regular (>50bp)",-0.003,1,FALSE,5.09784543090165,2.59979744168154e-92,TRUE
"ENSMUSG00000001507","Itga3","chr11",94937274,94937416,142,"Regular (>50bp)",-0.025,1,FALSE,5.09784543090165,2.59979744168154e-92,TRUE
"ENSMUSG00000001576","Ergic1","chr17",26873800,26873927,127,"Regular (>50bp)",-0.101,0,TRUE,0.326487098378959,1.11118398506894e-06,FALSE
"ENSMUSG00000001687","Ubl3","chr5",148446078,148446165,87,"Regular (>50bp)",0,1,FALSE,-1.18717199450867,9.95963929705362e-83,TRUE
"ENSMUSG00000001687","Ubl3","chr5",148448703,148448812,109,"Regular (>50bp)",0,1,FALSE,-1.18717199450867,9.95963929705362e-83,TRUE
"ENSMUSG00000001687","Ubl3","chr5",148488762,148488860,98,"Regular (>50bp)",0.002,1,FALSE,-1.18717199450867,9.95963929705362e-83,TRUE
"ENSMUSG00000001763","Tspan33","chr6",29717188,29717350,162,"Regular (>50bp)",-0.007,1,FALSE,2.54464187428672,2.08835825580635e-28,TRUE
"ENSMUSG00000001844","Zdhhc4","chr5",143314432,143314652,220,"Regular (>50bp)",-0.046,1,FALSE,-1.15223393204328,3.50268872708571e-33,TRUE
"ENSMUSG00000001844","Zdhhc4","chr5",143310639,143310713,74,"Regular (>50bp)",-0.001,1,FALSE,-1.15223393204328,3.50268872708571e-33,TRUE
"ENSMUSG00000001844","Zdhhc4","chr5",143314145,143314325,180,"Regular (>50bp)",-0.017,1,FALSE,-1.15223393204328,3.50268872708571e-33,TRUE
"ENSMUSG00000001844","Zdhhc4","chr5",143311087,143311178,91,"Regular (>50bp)",0.013,0.632778229392441,FALSE,-1.15223393204328,3.50268872708571e-33,TRUE
"ENSMUSG00000001844","Zdhhc4","chr5",143314432,143314652,220,"Regular (>50bp)",-0.104,0.027266897431278,TRUE,-1.15223393204328,3.50268872708571e-33,TRUE
"ENSMUSG00000001847","Rac1","chr5",143495351,143495408,57,"Regular (>50bp)",0,1,FALSE,-1.04825614536575,1.94303460562402e-81,TRUE
"ENSMUSG00000001847","Rac1","chr5",143493850,143493913,63,"Regular (>50bp)",0.001,1,FALSE,-1.04825614536575,1.94303460562402e-81,TRUE
"ENSMUSG00000001847","Rac1","chr5",143493850,143493913,63,"Regular (>50bp)",0.001,1,FALSE,-1.04825614536575,1.94303460562402e-81,TRUE
"ENSMUSG00000001847","Rac1","chr5",143500423,143500541,118,"Regular (>50bp)",0.001,1,FALSE,-1.04825614536575,1.94303460562402e-81,TRUE
"ENSMUSG00000001847","Rac1","chr5",143502912,143502984,72,"Regular (>50bp)",-0.002,1,FALSE,-1.04825614536575,1.94303460562402e-81,TRUE
"ENSMUSG00000001847","Rac1","chr5",143500423,143500541,118,"Regular (>50bp)",-0.002,1,FALSE,-1.04825614536575,1.94303460562402e-81,TRUE
"ENSMUSG00000001864","Aif1l","chr2",31852226,31852293,67,"Regular (>50bp)",-0.008,0.665482625371571,FALSE,1.85229387824805,4.02182211860464e-28,TRUE
"ENSMUSG00000001864","Aif1l","chr2",31852226,31852293,67,"Regular (>50bp)",0.014,1,FALSE,1.85229387824805,4.02182211860464e-28,TRUE
"ENSMUSG00000001864","Aif1l","chr2",31855082,31855124,42,"Small (30-50bp)",-0.003,1,FALSE,1.85229387824805,4.02182211860464e-28,TRUE
"ENSMUSG00000001864","Aif1l","chr2",31855082,31855124,42,"Small (30-50bp)",-0.057,0.511318600375658,FALSE,1.85229387824805,4.02182211860464e-28,TRUE
"ENSMUSG00000001948","Spa17","chr9",37518912,37518983,71,"Regular (>50bp)",-0.037,1,FALSE,-1.81303687046043,1.58051659557057e-12,TRUE
"ENSMUSG00000001948","Spa17","chr9",37518912,37518983,71,"Regular (>50bp)",-0.033,1,FALSE,-1.81303687046043,1.58051659557057e-12,TRUE
"ENSMUSG00000001948","Spa17","chr9",37523131,37523314,183,"Regular (>50bp)",0.003,1,FALSE,-1.81303687046043,1.58051659557057e-12,TRUE
"ENSMUSG00000001948","Spa17","chr9",37523131,37523314,183,"Regular (>50bp)",-0.023,1,FALSE,-1.81303687046043,1.58051659557057e-12,TRUE
"ENSMUSG00000002012","Pnck","chrX",72700275,72700420,145,"Regular (>50bp)",0.031,1,FALSE,-2.35273977518128,2.8435423969446e-51,TRUE
"ENSMUSG00000002012","Pnck","chrX",72702785,72702855,70,"Regular (>50bp)",0.1,0.156297863968612,FALSE,-2.35273977518128,2.8435423969446e-51,TRUE
"ENSMUSG00000002012","Pnck","chrX",72702785,72702855,70,"Regular (>50bp)",0.086,0.812754646588347,FALSE,-2.35273977518128,2.8435423969446e-51,TRUE
"ENSMUSG00000002012","Pnck","chrX",72700836,72700949,113,"Regular (>50bp)",-0.076,1,FALSE,-2.35273977518128,2.8435423969446e-51,TRUE
"ENSMUSG00000002012","Pnck","chrX",72700836,72701119,283,"Regular (>50bp)",-0.037,1,FALSE,-2.35273977518128,2.8435423969446e-51,TRUE
"ENSMUSG00000002012","Pnck","chrX",72701043,72701119,76,"Regular (>50bp)",0.03,1,FALSE,-2.35273977518128,2.8435423969446e-51,TRUE
"ENSMUSG00000002031","Ift46","chr9",44685479,44685528,49,"Small (30-50bp)",0.777,3.88352532165494e-10,TRUE,-0.234142789568598,3.31970088990206e-05,FALSE
"ENSMUSG00000002031","Ift46","chr9",44687653,44687758,105,"Regular (>50bp)",-0.25,0.000515986576898505,TRUE,-0.234142789568598,3.31970088990206e-05,FALSE
"ENSMUSG00000002031","Ift46","chr9",44685479,44685528,49,"Small (30-50bp)",0.391,1.50455584416201e-05,TRUE,-0.234142789568598,3.31970088990206e-05,FALSE
"ENSMUSG00000002105","Slc39a13","chr2",90895250,90895352,102,"Regular (>50bp)",-0.136,5.735331937258e-10,TRUE,-0.535918590731964,1.18148643660955e-08,FALSE
"ENSMUSG00000002221","Paxip1","chr5",27986419,27986483,64,"Regular (>50bp)",-0.322,1.11492757719012e-08,TRUE,0.297038165368878,7.84716741178086e-06,FALSE
"ENSMUSG00000002228","Ppm1j","chr3",104692271,104692335,64,"Regular (>50bp)",0.013,1,FALSE,-1.2042711069764,2.27003474384594e-22,TRUE
"ENSMUSG00000002265","Peg3","chr7",6715948,6716011,63,"Regular (>50bp)",-0.117,3.46648557811692e-11,TRUE,-0.832260998129938,4.2810142642444e-18,FALSE
"ENSMUSG00000002279","Lmf1","chr17",25807649,25807716,67,"Regular (>50bp)",0.133,0.00998198787459167,TRUE,-0.319442687948835,3.52574363202134e-07,FALSE
"ENSMUSG00000002341","Ncan","chr8",70569238,70569318,80,"Regular (>50bp)",-0.033,0.0830286541750344,FALSE,-1.463935406626,2.56472655127538e-107,TRUE
"ENSMUSG00000002477","Snrpd1","chr18",10626948,10627017,69,"Regular (>50bp)",-0.119,5.43929583864721e-05,TRUE,0.248992938653544,0.00492007297534749,FALSE
"ENSMUSG00000002496","Tsc2","chr17",24820362,24820431,69,"Regular (>50bp)",-0.11,0.0207017653930352,TRUE,0.223258780490068,0.000445627882888836,FALSE
"ENSMUSG00000002524","Puf60","chr15",75946455,75946506,51,"Regular (>50bp)",0.113,8.30960801005284e-09,TRUE,0.110057667632575,0.0576728973153111,FALSE
"ENSMUSG00000002625","Akap8l","chr17",32554084,32554144,60,"Regular (>50bp)",-0.107,6.41047855347639e-08,TRUE,-0.197248675620054,0.00448116818379265,FALSE
"ENSMUSG00000002731","Prkra","chr2",76469543,76469661,118,"Regular (>50bp)",-0.001,1,FALSE,-1.15992733673238,2.23732909359098e-98,TRUE
"ENSMUSG00000002731","Prkra","chr2",76477468,76477638,170,"Regular (>50bp)",-0.004,1,FALSE,-1.15992733673238,2.23732909359098e-98,TRUE
"ENSMUSG00000002835","Chaf1a","chr17",56351061,56351112,51,"Regular (>50bp)",-0.005,1,FALSE,1.01630334768643,2.96025659366995e-47,TRUE
"ENSMUSG00000002835","Chaf1a","chr17",56353822,56354634,812,"Regular (>50bp)",-0.002,1,FALSE,1.01630334768643,2.96025659366995e-47,TRUE
"ENSMUSG00000002835","Chaf1a","chr17",56353822,56354634,812,"Regular (>50bp)",0.006,1,FALSE,1.01630334768643,2.96025659366995e-47,TRUE
"ENSMUSG00000002835","Chaf1a","chr17",56371000,56371256,256,"Regular (>50bp)",0,1,FALSE,1.01630334768643,2.96025659366995e-47,TRUE
"ENSMUSG00000002835","Chaf1a","chr17",56364717,56364920,203,"Regular (>50bp)",-0.002,1,FALSE,1.01630334768643,2.96025659366995e-47,TRUE
"ENSMUSG00000002835","Chaf1a","chr17",56353822,56354634,812,"Regular (>50bp)",-0.003,1,FALSE,1.01630334768643,2.96025659366995e-47,TRUE
"ENSMUSG00000002835","Chaf1a","chr17",56351061,56351112,51,"Regular (>50bp)",-0.002,1,FALSE,1.01630334768643,2.96025659366995e-47,TRUE
"ENSMUSG00000002835","Chaf1a","chr17",56363420,56363477,57,"Regular (>50bp)",-0.003,1,FALSE,1.01630334768643,2.96025659366995e-47,TRUE
"ENSMUSG00000002835","Chaf1a","chr17",56363420,56363477,57,"Regular (>50bp)",0.003,1,FALSE,1.01630334768643,2.96025659366995e-47,TRUE
"ENSMUSG00000002835","Chaf1a","chr17",56369084,56369311,227,"Regular (>50bp)",0.001,1,FALSE,1.01630334768643,2.96025659366995e-47,TRUE
"ENSMUSG00000002845","Tmem39a","chr16",38405980,38406042,62,"Regular (>50bp)",-0.121,0.0490604248341451,TRUE,0.0806834312209212,0.352868222463949,FALSE
"ENSMUSG00000002885","Adgre5","chr8",84456739,84456886,147,"Regular (>50bp)",0.177,0.01493187545466,TRUE,0.391504838939551,0.00251758413025857,FALSE
"ENSMUSG00000002908","Kcnn1","chr8",71307270,71307366,96,"Regular (>50bp)",-0.024,1,FALSE,-1.03552183291887,7.23369512709741e-11,TRUE
"ENSMUSG00000002908","Kcnn1","chr8",71307644,71308121,477,"Regular (>50bp)",0.182,1,FALSE,-1.03552183291887,7.23369512709741e-11,TRUE
"ENSMUSG00000002908","Kcnn1","chr8",71301421,71301532,111,"Regular (>50bp)",0.047,1,FALSE,-1.03552183291887,7.23369512709741e-11,TRUE
"ENSMUSG00000003299","Mrpl4","chr9",20918729,20918836,107,"Regular (>50bp)",-0.198,0.000279289863937164,TRUE,-0.334765553138498,8.28655630033761e-06,FALSE
"ENSMUSG00000003341","Atp8b3","chr10",80359485,80359725,240,"Regular (>50bp)",-0.161,0.0276815315254037,TRUE,-0.525356630432935,5.1387570171207e-08,FALSE
"ENSMUSG00000003585","Sec14l2","chr11",4053673,4053813,140,"Regular (>50bp)",-0.008,1,FALSE,1.60205087662278,2.2098788941201e-29,TRUE
"ENSMUSG00000003585","Sec14l2","chr11",4066680,4066756,76,"Regular (>50bp)",0.103,1,FALSE,1.60205087662278,2.2098788941201e-29,TRUE
"ENSMUSG00000003585","Sec14l2","chr11",4053387,4053557,170,"Regular (>50bp)",-0.019,1,FALSE,1.60205087662278,2.2098788941201e-29,TRUE
"ENSMUSG00000003585","Sec14l2","chr11",4066680,4066756,76,"Regular (>50bp)",-0.035,1,FALSE,1.60205087662278,2.2098788941201e-29,TRUE
"ENSMUSG00000003779","Kif20a","chr18",34764198,34764394,196,"Regular (>50bp)",0.001,1,FALSE,1.07377888806131,1.7641357701077e-42,TRUE
"ENSMUSG00000003779","Kif20a","chr18",34758510,34758694,184,"Regular (>50bp)",-0.002,1,FALSE,1.07377888806131,1.7641357701077e-42,TRUE
"ENSMUSG00000003812","Dnase2a","chr8",85635885,85635964,79,"Regular (>50bp)",-0.06,1,FALSE,-1.17198836094013,7.46393736608648e-07,TRUE
"ENSMUSG00000003812","Dnase2a","chr8",85636154,85636319,165,"Regular (>50bp)",-0.083,1,FALSE,-1.17198836094013,7.46393736608648e-07,TRUE
"ENSMUSG00000003812","Dnase2a","chr8",85636154,85636319,165,"Regular (>50bp)",-0.103,1,FALSE,-1.17198836094013,7.46393736608648e-07,TRUE
"ENSMUSG00000003847","Nfat5","chr8",108064926,108064988,62,"Regular (>50bp)",0.118,0.0388291555309327,TRUE,0.0491358171729749,0.636059334255234,FALSE
"ENSMUSG00000003849","Nqo1","chr8",108117676,108117778,102,"Regular (>50bp)",-0.004,1,FALSE,1.78533478707907,6.94396179520477e-71,TRUE
"ENSMUSG00000004098","Col5a3","chr9",20687129,20687183,54,"Regular (>50bp)",-0.006,1,FALSE,1.38154364591337,4.12143114001879e-41,TRUE
"ENSMUSG00000004098","Col5a3","chr9",20685309,20685363,54,"Regular (>50bp)",-0.006,1,FALSE,1.38154364591337,4.12143114001879e-41,TRUE
"ENSMUSG00000004098","Col5a3","chr9",20686326,20686380,54,"Regular (>50bp)",-0.012,1,FALSE,1.38154364591337,4.12143114001879e-41,TRUE
"ENSMUSG00000004098","Col5a3","chr9",20690096,20690150,54,"Regular (>50bp)",-0.004,1,FALSE,1.38154364591337,4.12143114001879e-41,TRUE
"ENSMUSG00000004098","Col5a3","chr9",20687387,20687441,54,"Regular (>50bp)",-0.012,1,FALSE,1.38154364591337,4.12143114001879e-41,TRUE
"ENSMUSG00000004098","Col5a3","chr9",20714415,20714463,48,"Small (30-50bp)",-0.011,1,FALSE,1.38154364591337,4.12143114001879e-41,TRUE
"ENSMUSG00000004187","Kifc2","chr15",76550428,76550550,122,"Regular (>50bp)",-0.076,0.126079069152188,FALSE,-1.04505510530117,1.69058550227966e-15,TRUE
"ENSMUSG00000004187","Kifc2","chr15",76545679,76545818,139,"Regular (>50bp)",-0.084,0.000530377857061378,FALSE,-1.04505510530117,1.69058550227966e-15,TRUE
"ENSMUSG00000004207","Psap","chr10",60133316,60133325,9,"Microexon (0-30bp)",-0.169,0,TRUE,0.201725279297579,0.000970520618812766,FALSE
"ENSMUSG00000004266","Ptpn6","chr6",124709262,124709457,195,"Regular (>50bp)",-0.037,1,FALSE,2.19557027304152,5.41267867348707e-23,TRUE
"ENSMUSG00000004565","Pnpla6","chr8",3566506,3566568,62,"Regular (>50bp)",-0.117,0.00165261242005834,TRUE,0.282482498629506,0.000503221234858842,FALSE
"ENSMUSG00000004565","Pnpla6","chr8",3566509,3566568,59,"Regular (>50bp)",-0.134,0.000205647777311529,TRUE,0.282482498629506,0.000503221234858842,FALSE
"ENSMUSG00000004631","Sgce","chr6",4677162,4677233,71,"Regular (>50bp)",-0.277,0,TRUE,0.202932631974828,0.00228233720683297,FALSE
"ENSMUSG00000004631","Sgce","chr6",4677162,4677197,35,"Small (30-50bp)",-0.236,0,TRUE,0.202932631974828,0.00228233720683297,FALSE
"ENSMUSG00000004637","Wwox","chr8",115860336,115860428,92,"Regular (>50bp)",-0.006,1,FALSE,-1.02073839004799,6.34182580210999e-55,TRUE
"ENSMUSG00000004891","Nes","chr3",87882108,87882182,74,"Regular (>50bp)",-0.006,1,FALSE,1.64664955946343,1.03807943927477e-66,TRUE
"ENSMUSG00000004952","Rasa4","chr5",136124380,136124462,82,"Regular (>50bp)",0.004,1,FALSE,-1.7431166614334,1.61674965603359e-88,TRUE
"ENSMUSG00000004952","Rasa4","chr5",136130097,136130248,151,"Regular (>50bp)",0.001,1,FALSE,-1.7431166614334,1.61674965603359e-88,TRUE
"ENSMUSG00000004952","Rasa4","chr5",136121998,136122121,123,"Regular (>50bp)",-0.008,1,FALSE,-1.7431166614334,1.61674965603359e-88,TRUE
"ENSMUSG00000004952","Rasa4","chr5",136130798,136130911,113,"Regular (>50bp)",-0.078,0.00486044913964595,FALSE,-1.7431166614334,1.61674965603359e-88,TRUE
"ENSMUSG00000004952","Rasa4","chr5",136134457,136134593,136,"Regular (>50bp)",-0.031,0.288865914649781,FALSE,-1.7431166614334,1.61674965603359e-88,TRUE
"ENSMUSG00000004952","Rasa4","chr5",136121991,136122121,130,"Regular (>50bp)",-0.003,1,FALSE,-1.7431166614334,1.61674965603359e-88,TRUE
"ENSMUSG00000004952","Rasa4","chr5",136129755,136129873,118,"Regular (>50bp)",0,1,FALSE,-1.7431166614334,1.61674965603359e-88,TRUE
"ENSMUSG00000004952","Rasa4","chr5",136129755,136129873,118,"Regular (>50bp)",0.006,1,FALSE,-1.7431166614334,1.61674965603359e-88,TRUE
"ENSMUSG00000004952","Rasa4","chr5",136125514,136125646,132,"Regular (>50bp)",0.003,1,FALSE,-1.7431166614334,1.61674965603359e-88,TRUE
"ENSMUSG00000004980","Hnrnpa2b1","chr6",51441407,51441431,24,"Microexon (0-30bp)",-0.109,6.62101601546216e-05,TRUE,0.421451188172021,6.0515936379915e-08,FALSE
"ENSMUSG00000004980","Hnrnpa2b1","chr6",51438899,51439035,136,"Regular (>50bp)",-0.11,7.537800939933e-06,TRUE,0.421451188172021,6.0515936379915e-08,FALSE
"ENSMUSG00000005057","Sh2b2","chr5",136256220,136256322,102,"Regular (>50bp)",-0.003,1,FALSE,-1.03436282448277,1.2571227244697e-46,TRUE
"ENSMUSG00000005057","Sh2b2","chr5",136256220,136256322,102,"Regular (>50bp)",-0.002,1,FALSE,-1.03436282448277,1.2571227244697e-46,TRUE
"ENSMUSG00000005057","Sh2b2","chr5",136250701,136250910,209,"Regular (>50bp)",0.014,1,FALSE,-1.03436282448277,1.2571227244697e-46,TRUE
"ENSMUSG00000005057","Sh2b2","chr5",136253008,136253176,168,"Regular (>50bp)",-0.007,1,FALSE,-1.03436282448277,1.2571227244697e-46,TRUE
"ENSMUSG00000005410","Mcm5","chr8",75840792,75840948,156,"Regular (>50bp)",0,1,FALSE,1.21465300098418,1.18411449405672e-55,TRUE
"ENSMUSG00000005410","Mcm5","chr8",75847839,75847905,66,"Regular (>50bp)",-0.002,1,FALSE,1.21465300098418,1.18411449405672e-55,TRUE
"ENSMUSG00000005410","Mcm5","chr8",75851428,75851571,143,"Regular (>50bp)",0.002,1,FALSE,1.21465300098418,1.18411449405672e-55,TRUE
"ENSMUSG00000005465","Il27ra","chr8",84763001,84763175,174,"Regular (>50bp)",-0.018,1,FALSE,1.17385812657259,1.16919374451017e-13,TRUE
"ENSMUSG00000005465","Il27ra","chr8",84766106,84766263,157,"Regular (>50bp)",-0.013,1,FALSE,1.17385812657259,1.16919374451017e-13,TRUE
"ENSMUSG00000005465","Il27ra","chr8",84767560,84767718,158,"Regular (>50bp)",-0.053,0.319675299099625,FALSE,1.17385812657259,1.16919374451017e-13,TRUE
"ENSMUSG00000005465","Il27ra","chr8",84762991,84763175,184,"Regular (>50bp)",-0.006,1,FALSE,1.17385812657259,1.16919374451017e-13,TRUE
"ENSMUSG00000005465","Il27ra","chr8",84758645,84758771,126,"Regular (>50bp)",-0.029,1,FALSE,1.17385812657259,1.16919374451017e-13,TRUE
"ENSMUSG00000005465","Il27ra","chr8",84768715,84768833,118,"Regular (>50bp)",-0.009,1,FALSE,1.17385812657259,1.16919374451017e-13,TRUE
"ENSMUSG00000005501","Usp40","chr1",87901798,87901856,58,"Regular (>50bp)",0.205,0.004725741832217,TRUE,-0.000895409801050065,0.995628842059229,FALSE
"ENSMUSG00000005871","Apc","chr18",34422890,34422995,105,"Regular (>50bp)",0.119,0.00677514128365352,TRUE,-0.182715420836171,0.0325667252348174,FALSE
"ENSMUSG00000005881","Ergic3","chr2",155857296,155857311,15,"Microexon (0-30bp)",-0.123,1.68970967297462e-05,TRUE,-0.00770390957448237,0.921574821023488,FALSE
