"GeneID","geneSymbol","neg_n_sig","neg_event_types","neg_n_SE","neg_n_microexon","neg_n_inclusion","neg_n_exclusion","neg_mean_dPSI","neg_mean_abs_dPSI","pos_n_sig","pos_event_types","pos_n_SE","pos_n_microexon","pos_n_inclusion","pos_n_exclusion","pos_mean_dPSI","pos_mean_abs_dPSI"
"ENSMUSG00000041936","Agrn",4,"A5SS,RI,SE",2,1,2,2,-0.0225,0.249,1,"RI",0,0,0,1,-0.154,0.154
"ENSMUSG00000041977","Arhgef11",1,"SE",1,1,1,0,0.146,0.146,1,"SE",1,0,0,1,-0.106,0.106
"ENSMUSG00000043019","Edem3",2,"SE",2,1,2,0,0.11,0.11,0,"",0,0,0,0,NA,NA
"ENSMUSG00000043831","Lysmd4",1,"SE",1,1,1,0,0.106,0.106,1,"SE",1,1,0,1,-0.241,0.241
"ENSMUSG00000045482","Trrap",2,"SE",2,1,2,0,0.287,0.287,0,"",0,0,0,0,NA,NA
"ENSMUSG00000045983","Eif4g1",1,"SE",1,1,1,0,0.166,0.166,0,"",0,0,0,0,NA,NA
"ENSMUSG00000048078","Tenm4",2,"SE",2,1,2,0,0.1475,0.1475,0,"",0,0,0,0,NA,NA
"ENSMUSG00000049807","Arhgap23",1,"SE",1,1,1,0,0.228,0.228,1,"SE",1,1,1,0,0.109,0.109
"ENSMUSG00000056486","Chn1",3,"SE",3,1,0,3,-0.1557,0.1557,2,"SE",2,0,0,2,-0.1575,0.1575
"ENSMUSG00000056917","Sipa1",2,"SE",2,1,2,0,0.2805,0.2805,0,"",0,0,0,0,NA,NA
"ENSMUSG00000057541","Pus7",1,"SE",1,1,1,0,0.11,0.11,0,"",0,0,0,0,NA,NA
"ENSMUSG00000059436","Max",2,"MXE,SE",1,1,1,1,0.013,0.135,2,"SE",2,1,1,1,0.0345,0.1455
"ENSMUSG00000061306","Slc38a10",3,"MXE,SE",2,2,2,1,0.131,0.203,0,"",0,0,0,0,NA,NA
"ENSMUSG00000063919","Srrm4",1,"SE",1,1,1,0,0.128,0.128,0,"",0,0,0,0,NA,NA
"ENSMUSG00000066392","Nrxn3",1,"SE",1,1,0,1,-0.277,0.277,1,"SE",1,1,0,1,-0.107,0.107
"ENSMUSG00000069631","Strada",3,"A5SS,SE",2,1,3,0,0.135,0.135,3,"MXE,SE",2,3,1,2,-0.0473,0.1627
"ENSMUSG00000071291","Zfp58",1,"SE",1,1,0,1,-0.104,0.104,0,"",0,0,0,0,NA,NA
"ENSMUSG00000118669","Arvcf",1,"SE",1,1,1,0,0.166,0.166,1,"MXE",0,0,1,0,0.123,0.123
