ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
84	"ENSMUSG00000025217"	"Btrc"	chr19	+	45352525	45352713	45352525	45352581	45411571	45411679
96	"ENSMUSG00000097855"	"A930007I19Rik"	chr19	-	29498173	29498369	29498247	29498369	29487548	29487729
111	"ENSMUSG00000024660"	"Incenp"	chr19	-	9855040	9855612	9855491	9855612	9853953	9854180
113	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8713350	8713661	8713350	8713457	8715017	8715093
114	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8713350	8713661	8713350	8713457	8715211	8715358
117	"ENSMUSG00000024764"	"Naa40"	chr19	-	7211468	7212523	7212427	7212523	7207552	7207648
121	"ENSMUSG00000024826"	"Dpf2"	chr19	-	5954174	5954346	5954267	5954346	5953758	5953800
134	"ENSMUSG00000034108"	"Ccs"	chr19	-	4884200	4884338	4884267	4884338	4883368	4883475
139	"ENSMUSG00000024889"	"Rce1"	chr19	-	4674687	4674791	4674712	4674791	4672618	4673270
140	"ENSMUSG00000024889"	"Rce1"	chr19	-	4674687	4674791	4674712	4674791	4674041	4674179
142	"ENSMUSG00000024858"	"Grk2"	chr19	-	4337585	4338013	4337850	4338013	4337380	4337494
143	"ENSMUSG00000024858"	"Grk2"	chr19	-	4341266	4341669	4341617	4341669	4340799	4340899
144	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4314341	4315177	4315130	4315177	4313935	4314136
148	"ENSMUSG00000024824"	"Rad9a"	chr19	-	4247337	4247585	4247475	4247585	4247111	4247249
150	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4177055	4177131	4177055	4177120	4177575	4177638
153	"ENSMUSG00000056153"	"Socs6"	chr18	-	88905332	88905457	88905336	88905457	88905115	88905189
158	"ENSMUSG00000024560"	"Cxxc1"	chr18	+	74352201	74352638	74352201	74352309	74352908	74353116
159	"ENSMUSG00000024515"	"Smad4"	chr18	-	73782796	73782980	73782933	73782980	73781955	73782124
160	"ENSMUSG00000044906"	"4930503L19Rik"	chr18	-	70600401	70600556	70600405	70600556	70586264	70586459
161	"ENSMUSG00000044906"	"4930503L19Rik"	chr18	-	70600829	70601588	70601124	70601588	70600405	70600556
163	"ENSMUSG00000044906"	"4930503L19Rik"	chr18	-	70601124	70601588	70601291	70601588	70600405	70600556
164	"ENSMUSG00000044906"	"4930503L19Rik"	chr18	-	70602519	70602825	70602564	70602825	70600405	70600556
168	"ENSMUSG00000024530"	"Prelid3a"	chr18	+	67610033	67610190	67610033	67610136	67612141	67612422
174	"ENSMUSG00000098098"	"Bvht"	chr18	+	61772603	61772839	61772603	61772803	61777257	61777341
179	"ENSMUSG00000024477"	"Pggt1b"	chr18	-	46407652	46407775	46407656	46407775	46392670	46392822
182	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38433481	38433636	38433481	38433537	38434708	38434860
184	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38433481	38433643	38433481	38433636	38434708	38434860
185	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38433481	38433643	38433481	38433636	38440917	38441448
187	"ENSMUSG00000024454"	"Hdac3"	chr18	-	38074431	38074819	38074760	38074819	38074005	38074163
204	"ENSMUSG00000024404"	"Riok3"	chr18	+	12268908	12269895	12268908	12269024	12269984	12270092
219	"ENSMUSG00000024073"	"Birc6"	chr17	+	74925430	74926833	74925430	74925558	74929030	74929246
223	"ENSMUSG00000034647"	"Ankrd12"	chr17	-	66359778	66360086	66359948	66360086	66356780	66356928
224	"ENSMUSG00000034647"	"Ankrd12"	chr17	-	66359778	66360086	66359948	66360086	66357531	66357718
226	"ENSMUSG00000054874"	"Pcnx3"	chr19	-	5733304	5733440	5733334	5733440	5731459	5731602
232	"ENSMUSG00000013236"	"Ptprs"	chr17	-	56735851	56736157	56736098	56736157	56731879	56731977
234	"ENSMUSG00000003199"	"Mpnd"	chr17	+	56319270	56319492	56319270	56319343	56322207	56322278
242	"ENSMUSG00000023942"	"Slc29a1"	chr17	-	45899921	45900000	45899927	45900000	45898487	45898596
244	"ENSMUSG00000023944"	"Hsp90ab1"	chr17	-	45882338	45882837	45882690	45882837	45881943	45882103
245	"ENSMUSG00000023947"	"Nfkbie"	chr17	+	45869420	45870356	45869420	45869523	45871049	45871138
256	"ENSMUSG00000024457"	"Trim26"	chr17	+	37148075	37148175	37148075	37148156	37148388	37148464
258	"ENSMUSG00000007029"	"Vars"	chr17	+	35232097	35232366	35232097	35232168	35232803	35232872
262	"ENSMUSG00000034254"	"Agpat1"	chr17	+	34829845	34829979	34829845	34829900	34830578	34830674
264	"ENSMUSG00000024339"	"Tap2"	chr17	+	34430843	34431332	34430843	34431041	34432988	34433177
267	"ENSMUSG00000059208"	"Hnrnpm"	chr17	-	33885467	33885659	33885620	33885659	33882198	33882259
270	"ENSMUSG00000091586"	"Cyp4f17"	chr17	+	32725867	32726082	32725867	32726066	32728277	32728402
271	"ENSMUSG00000091586"	"Cyp4f17"	chr17	+	32725867	32726082	32725867	32726066	32736867	32737012
274	"ENSMUSG00000024002"	"Brd4"	chr17	-	32417869	32418244	32418131	32418244	32417656	32417787
277	"ENSMUSG00000024002"	"Brd4"	chr17	-	32502832	32503083	32503036	32503083	32472014	32472174
281	"ENSMUSG00000024042"	"Sik1"	chr17	-	32067932	32068648	32068492	32068648	32067605	32067822
292	"ENSMUSG00000024018"	"Ccdc167"	chr17	-	29923228	29923443	29923343	29923443	29906330	29909020
293	"ENSMUSG00000024019"	"Cmtr1"	chr17	+	29917611	29918262	29917611	29917703	29919207	29919255
296	"ENSMUSG00000024013"	"Fgd2"	chr17	+	29592191	29592388	29592191	29592271	29592984	29593077
302	"ENSMUSG00000024220"	"Zfp523"	chr17	+	28420234	28421322	28420234	28420414	28421408	28421572
303	"ENSMUSG00000024220"	"Zfp523"	chr17	+	28420234	28421322	28420234	28420414	28422059	28422224
307	"ENSMUSG00000024217"	"Snrpc"	chr17	+	28059437	28061352	28059437	28059480	28064156	28064246
313	"ENSMUSG00000025728"	"Pigq"	chr17	-	26150647	26151205	26151078	26151205	26150435	26150547
314	"ENSMUSG00000073434"	"Wdr90"	chr17	-	26064552	26064888	26064744	26064888	26064348	26064433
315	"ENSMUSG00000073434"	"Wdr90"	chr17	-	26068536	26068944	26068841	26068944	26068227	26068387
316	"ENSMUSG00000073434"	"Wdr90"	chr17	-	26079345	26079791	26079682	26079791	26078992	26079107
319	"ENSMUSG00000025733"	"Rhot2"	chr17	-	26060730	26061065	26060963	26061065	26060532	26060641
322	"ENSMUSG00000019214"	"Chtf18"	chr17	-	25941817	25942287	25942193	25942287	25941619	25941750
324	"ENSMUSG00000024163"	"Mapk8ip3"	chr17	-	25131709	25131840	25131721	25131840	25127384	25127402
327	"ENSMUSG00000041130"	"Zfp598"	chr17	+	24896808	24897687	24896808	24897026	24898010	24898198
330	"ENSMUSG00000052752"	"Traf7"	chr17	-	24728929	24729546	24729429	24729546	24728709	24728841
332	"ENSMUSG00000052752"	"Traf7"	chr17	-	24738087	24738220	24738104	24738220	24737715	24737768
335	"ENSMUSG00000036820"	"Amdhd2"	chr17	-	24376713	24377036	24376891	24377036	24376501	24376570
336	"ENSMUSG00000023908"	"Pkmyt1"	chr17	+	23951310	23953290	23951310	23951798	23953939	23954046
337	"ENSMUSG00000023908"	"Pkmyt1"	chr17	+	23954173	23954694	23954173	23954346	23955297	23955375
343	"ENSMUSG00000067942"	"Zfp160"	chr17	+	21231937	21232039	21231937	21232034	21239090	21239151
381	"ENSMUSG00000022639"	"Dubr"	chr16	-	50547236	50548572	50548254	50548572	50530731	50530939
384	"ENSMUSG00000055447"	"Cd47"	chr16	+	49728416	49728445	49728416	49728441	49731236	49731454
385	"ENSMUSG00000058550"	"Dppa4"	chr16	+	48109401	48109568	48109401	48109463	48109690	48109741
386	"ENSMUSG00000058550"	"Dppa4"	chr16	+	48109401	48109568	48109401	48109463	48111376	48111677
388	"ENSMUSG00000022668"	"Gtpbp8"	chr16	-	44565645	44565856	44565757	44565856	44562866	44562966
407	"ENSMUSG00000014075"	"Dynlt2b"	chr16	+	32244058	32245739	32244058	32244128	32247573	32247917
413	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22927337	22927601	22927337	22927383	22928734	22928903
414	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22929329	22930013	22929329	22929473	22930252	22930342
422	"ENSMUSG00000002833"	"Hdgfl2"	chr17	+	56405973	56406387	56405973	56406075	56406858	56406985
428	"ENSMUSG00000052142"	"Rasal3"	chr17	-	32611019	32611762	32611371	32611762	32610309	32610373
433	"ENSMUSG00000005262"	"Ufd1"	chr16	+	18645004	18645856	18645004	18645052	18646385	18646467
436	"ENSMUSG00000022761"	"Lztr1"	chr16	+	17342171	17342335	17342171	17342321	17343102	17343208
439	"ENSMUSG00000022788"	"Fgd4"	chr16	-	16321849	16322080	16321960	16322080	16301953	16302461
442	"ENSMUSG00000022789"	"Dnm1l"	chr16	-	16163843	16164009	16163861	16164009	16160560	16160599
450	"ENSMUSG00000022503"	"Nubp1"	chr16	+	10237516	10238992	10237516	10237549	10239440	10239543
451	"ENSMUSG00000022710"	"Usp7"	chr16	-	8529857	8530056	8529996	8530056	8526722	8526811
454	"ENSMUSG00000022536"	"Glyr1"	chr16	-	4866613	4867721	4867669	4867721	4865597	4865677
457	"ENSMUSG00000005983"	"1700037C18Rik"	chr16	-	3724704	3725058	3724767	3725058	3715092	3715177
462	"ENSMUSG00000036678"	"Aaas"	chr15	-	102247620	102247853	102247759	102247853	102247251	102247322
463	"ENSMUSG00000036678"	"Aaas"	chr15	-	102247620	102247853	102247759	102247853	102247251	102247333
473	"ENSMUSG00000037353"	"Letmd1"	chr15	+	100372903	100373288	100372903	100373090	100373382	100373535
476	"ENSMUSG00000023015"	"Racgap1"	chr15	-	99541273	99541404	99541302	99541404	99540763	99540848
484	"ENSMUSG00000022621"	"Rabl2"	chr15	-	89468112	89468593	89468546	89468593	89467801	89467885
486	"ENSMUSG00000022620"	"Arsa"	chr15	-	89358742	89359208	89358989	89359208	89358430	89358555
487	"ENSMUSG00000022617"	"Chkb"	chr15	-	89312613	89313030	89312916	89313030	89312336	89312432
488	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89247807	89248037	89247807	89247892	89248124	89248204
491	"ENSMUSG00000036529"	"Sbf1"	chr15	-	89186045	89186580	89186384	89186580	89184975	89185154
503	"ENSMUSG00000022474"	"Pmm1"	chr15	-	81841993	81842111	81842063	81842111	81840369	81840461
504	"ENSMUSG00000022474"	"Pmm1"	chr15	-	81841993	81842111	81842096	81842111	81840369	81840461
505	"ENSMUSG00000022474"	"Pmm1"	chr15	-	81842063	81842111	81842096	81842111	81840369	81840461
506	"ENSMUSG00000022477"	"Aco2"	chr15	+	81773498	81773635	81773498	81773580	81779370	81779629
508	"ENSMUSG00000073125"	"Xlr3b"	chrX	+	72239547	72241991	72239547	72239582	72245455	72245551
510	"ENSMUSG00000022407"	"Adsl"	chr15	+	80847860	80848228	80847860	80847930	80850292	80850383
514	"ENSMUSG00000009585"	"Apobec3"	chr15	+	79789644	79790803	79789644	79789801	79791051	79791164
515	"ENSMUSG00000022433"	"Csnk1e"	chr15	-	79325420	79326018	79325960	79326018	79322971	79323055
516	"ENSMUSG00000022433"	"Csnk1e"	chr15	-	79325420	79326018	79325960	79326018	79322971	79323059
522	"ENSMUSG00000033287"	"Kctd17"	chr15	+	78321100	78321194	78321100	78321163	78321357	78321779
524	"ENSMUSG00000033287"	"Kctd17"	chr15	+	78321100	78321299	78321100	78321163	78321783	78321871
525	"ENSMUSG00000033287"	"Kctd17"	chr15	+	78321100	78321299	78321100	78321194	78321783	78321871
526	"ENSMUSG00000073436"	"Eme2"	chr17	-	25113544	25114029	25113794	25114029	25113104	25113197
529	"ENSMUSG00000115987"	"Vps28"	chr15	-	76507370	76508375	76508285	76508375	76506854	76506908
531	"ENSMUSG00000022552"	"Sharpin"	chr15	-	76231681	76232204	76232095	76232204	76231458	76231587
533	"ENSMUSG00000022564"	"Grina"	chr15	+	76132648	76133100	76132648	76132849	76133177	76133321
534	"ENSMUSG00000075590"	"Nrbp2"	chr15	-	75962094	75962391	75962301	75962391	75961900	75961995
542	"ENSMUSG00000072501"	"Phf20l1"	chr15	+	66501648	66502815	66501648	66501830	66504554	66504750
549	"ENSMUSG00000097039"	"Pvt1"	chr15	+	61978996	61979356	61978996	61979314	62021087	62021201
561	"ENSMUSG00000097039"	"Pvt1"	chr15	+	62116567	62116706	62116567	62116690	62130269	62132064
566	"ENSMUSG00000038679"	"Trps1"	chr15	-	50709409	50710338	50710125	50710338	50695002	50695354
568	"ENSMUSG00000022283"	"Pabpc1"	chr15	-	36598216	36598556	36598445	36598556	36597700	36597785
587	"ENSMUSG00000022111"	"Uchl3"	chr14	+	101903196	101906012	101903196	101903325	101928007	101928083
608	"ENSMUSG00000047153"	"Khnyn"	chr14	+	56123230	56125075	56123230	56123448	56125170	56125301
610	"ENSMUSG00000002329"	"Mdp1"	chr14	-	55897444	55897685	55897624	55897685	55896826	55896934
618	"ENSMUSG00000022760"	"Thap7"	chr16	-	17348541	17348721	17348641	17348721	17346798	17346939
621	"ENSMUSG00000060373"	"Hnrnpc"	chr14	-	52319245	52319360	52319284	52319360	52314859	52315020
626	"ENSMUSG00000022515"	"Anks3"	chr16	-	4765512	4766227	4766089	4766227	4765128	4765296
629	"ENSMUSG00000006289"	"Osgep"	chr14	-	51154256	51154960	51154910	51154960	51154070	51154161
634	"ENSMUSG00000021843"	"Ktn1"	chr14	+	47971611	47971723	47971611	47971721	47973556	47977351
644	"ENSMUSG00000058690"	"Ccser2"	chr14	-	36612250	36612383	36612298	36612383	36607707	36607747
652	"ENSMUSG00000021916"	"Glt8d1"	chr14	+	30732820	30733190	30732820	30732987	30733441	30733948
653	"ENSMUSG00000031311"	"Nono"	chrX	+	100488293	100488940	100488293	100488396	100489724	100489834
667	"ENSMUSG00000039599"	"Fam149b"	chr14	+	20402771	20402907	20402771	20402905	20406422	20406565
672	"ENSMUSG00000025451"	"Paip1"	chr13	+	119565668	119565948	119565668	119565696	119574504	119574690
674	"ENSMUSG00000024830"	"Rps6kb2"	chr19	-	4208608	4208918	4208801	4208918	4208064	4208127
676	"ENSMUSG00000024830"	"Rps6kb2"	chr19	-	4208801	4208918	4208823	4208918	4208064	4208127
677	"ENSMUSG00000024830"	"Rps6kb2"	chr19	-	4208608	4208918	4208801	4208918	4208064	4208362
680	"ENSMUSG00000010110"	"Stx5a"	chr19	+	8726018	8726252	8726018	8726075	8727029	8727136
688	"ENSMUSG00000021714"	"Cenpk"	chr13	+	104370654	104370740	104370654	104370727	104371504	104371539
690	"ENSMUSG00000021714"	"Cenpk"	chr13	+	104370654	104370740	104370654	104370727	104378696	104378779
692	"ENSMUSG00000021639"	"Gtf2h2"	chr13	-	100622578	100623032	100622981	100623032	100619445	100619551
703	"ENSMUSG00000041747"	"Utp15"	chr13	-	98394343	98395797	98395612	98395797	98393608	98393734
706	"ENSMUSG00000021686"	"Ap3b1"	chr13	+	94679286	94679391	94679286	94679384	94680491	94680829
724	"ENSMUSG00000023007"	"Prpf40b"	chr15	+	99193121	99193309	99193121	99193154	99201921	99202065
725	"ENSMUSG00000023007"	"Prpf40b"	chr15	+	99202305	99203314	99202305	99202371	99203421	99203532
728	"ENSMUSG00000044258"	"Ctla2a"	chr13	-	61084199	61084385	61084304	61084385	61083360	61083483
729	"ENSMUSG00000044258"	"Ctla2a"	chr13	-	61084283	61084371	61084304	61084371	61083360	61083483
730	"ENSMUSG00000044258"	"Ctla2a"	chr13	-	61084283	61084371	61084304	61084371	61083771	61083930
732	"ENSMUSG00000025212"	"Sfxn3"	chr19	+	45040534	45040662	45040534	45040622	45040849	45040899
737	"ENSMUSG00000021493"	"Pdlim7"	chr13	-	55654118	55655179	55655142	55655179	55653746	55653981
738	"ENSMUSG00000021485"	"Mxd3"	chr13	-	55476182	55477187	55477081	55477187	55473825	55474009
739	"ENSMUSG00000034789"	"Rab24"	chr13	-	55468914	55469271	55469202	55469271	55468739	55468807
748	"ENSMUSG00000025873"	"Faf2"	chr13	+	54789231	54789366	54789231	54789309	54797790	54797876
754	"ENSMUSG00000022546"	"Gpt"	chr15	+	76582914	76583351	76582914	76583089	76583435	76583548
755	"ENSMUSG00000036438"	"Calm2"	chr17	-	87743031	87743362	87743218	87743362	87742503	87742639
771	"ENSMUSG00000006958"	"Chrd"	chr16	+	20554495	20554893	20554495	20554643	20555013	20555133
773	"ENSMUSG00000006958"	"Chrd"	chr16	+	20558156	20558806	20558156	20558260	20559939	20560094
785	"ENSMUSG00000041319"	"Thoc6"	chr17	-	23889166	23889526	23889422	23889526	23889009	23889081
795	"ENSMUSG00000022216"	"Psme1"	chr14	+	55817227	55817498	55817227	55817290	55817570	55817616
798	"ENSMUSG00000033799"	"Tasor2"	chr13	-	3631751	3632193	3632081	3632193	3620311	3620437
800	"ENSMUSG00000021218"	"Gdi2"	chr13	+	3606313	3606520	3606313	3606512	3606933	3607044
809	"ENSMUSG00000021288"	"Klc1"	chr12	+	111755758	111755920	111755758	111755893	111760082	111760133
810	"ENSMUSG00000021288"	"Klc1"	chr12	+	111755758	111755920	111755758	111755893	111761981	111762112
811	"ENSMUSG00000021288"	"Klc1"	chr12	+	111755758	111755920	111755758	111755893	111772441	111772508
819	"ENSMUSG00000040856"	"Dlk1"	chr12	+	109425532	109425818	109425532	109425758	109425971	109429262
828	"ENSMUSG00000021203"	"Otub2"	chr12	+	103369075	103369687	103369075	103369160	103370484	103372604
833	"ENSMUSG00000057440"	"Mpp7"	chr18	-	7626728	7626866	7626732	7626866	7607884	7608009
840	"ENSMUSG00000036561"	"Ppp6r2"	chr15	+	89137221	89137464	89137221	89137453	89140865	89141052
841	"ENSMUSG00000021037"	"Ahsa1"	chr12	+	87316648	87317228	87316648	87316731	87318112	87318201
846	"ENSMUSG00000004788"	"Eif2b2"	chr12	+	85266595	85267019	85266595	85266716	85268250	85268414
847	"ENSMUSG00000042350"	"Arel1"	chr12	-	84988504	84988731	84988534	84988731	84986934	84987171
850	"ENSMUSG00000021134"	"Srsf5"	chr12	+	80994269	80995942	80994269	80994368	80996267	80996378
856	"ENSMUSG00000060073"	"Psma3"	chr12	+	71025506	71025613	71025506	71025589	71030097	71030216
857	"ENSMUSG00000060073"	"Psma3"	chr12	+	71031266	71031519	71031266	71031368	71033636	71033709
858	"ENSMUSG00000060073"	"Psma3"	chr12	+	71031266	71031519	71031266	71031368	71037258	71037305
859	"ENSMUSG00000021066"	"Atl1"	chr12	+	69978990	69981694	69978990	69979095	69983848	69983905
872	"ENSMUSG00000020598"	"Nrcam"	chr12	+	44623386	44623572	44623386	44623563	44630449	44630575
873	"ENSMUSG00000020598"	"Nrcam"	chr12	+	44623386	44623572	44623386	44623563	44636890	44637022
879	"ENSMUSG00000020674"	"Pxdn"	chr12	+	30037062	30037232	30037062	30037215	30040734	30041007
889	"ENSMUSG00000022961"	"Son"	chr16	+	91468236	91471029	91468236	91468353	91472288	91472436
901	"ENSMUSG00000038347"	"Tcte2"	chr17	-	13948172	13948284	13948183	13948284	13937829	13937895
906	"ENSMUSG00000025155"	"Dus1l"	chr11	-	120682852	120682953	120682856	120682953	120682680	120682769
908	"ENSMUSG00000025142"	"Aspscr1"	chr11	+	120599755	120600072	120599755	120599825	120600169	120600268
916	"ENSMUSG00000025579"	"Gaa"	chr11	+	119164800	119165137	119164800	119164966	119165466	119165586
917	"ENSMUSG00000025579"	"Gaa"	chr11	+	119164800	119165137	119164800	119164966	119165681	119165800
920	"ENSMUSG00000025575"	"Cant1"	chr11	-	118309755	118309878	118309797	118309878	118301678	118302337
923	"ENSMUSG00000025571"	"Tnrc6c"	chr11	+	117640402	117643970	117640402	117640643	117646156	117646348
924	"ENSMUSG00000025571"	"Tnrc6c"	chr11	+	117640402	117643970	117640402	117640643	117646788	117646932
925	"ENSMUSG00000025571"	"Tnrc6c"	chr11	+	117640402	117643970	117640402	117640643	117648762	117648957
928	"ENSMUSG00000056962"	"Jmjd6"	chr11	-	116730663	116731371	116731273	116731371	116729815	116729954
929	"ENSMUSG00000056962"	"Jmjd6"	chr11	-	116731235	116731371	116731273	116731371	116729815	116729954
931	"ENSMUSG00000056962"	"Jmjd6"	chr11	-	116731235	116731371	116731273	116731371	116730663	116730757
932	"ENSMUSG00000020814"	"Mxra7"	chr11	-	116701605	116701693	116701613	116701693	116693887	116695480
933	"ENSMUSG00000020775"	"Mrpl38"	chr11	-	116025733	116026151	116026016	116026151	116025258	116025331
946	"ENSMUSG00000044477"	"Zfand3"	chr17	+	30354296	30354633	30354296	30354479	30372276	30372342
951	"ENSMUSG00000069631"	"Strada"	chr11	-	106077926	106078006	106077950	106078006	106064504	106064607
952	"ENSMUSG00000069631"	"Strada"	chr11	-	106077926	106078006	106077950	106078006	106071780	106071809
953	"ENSMUSG00000069631"	"Strada"	chr11	-	106077926	106078006	106077950	106078006	106075387	106075445
963	"ENSMUSG00000019302"	"Atp6v0a1"	chr11	+	100918092	100920084	100918092	100918219	100921235	100921329
965	"ENSMUSG00000002763"	"Pex6"	chr17	+	47034599	47034953	47034599	47034661	47035316	47035433
971	"ENSMUSG00000001552"	"Jup"	chr11	-	100288446	100288575	100288461	100288575	100276998	100277214
976	"ENSMUSG00000017221"	"Psmd3"	chr11	+	98581288	98581845	98581288	98581479	98584208	98584323
982	"ENSMUSG00000024640"	"Psat1"	chr19	-	15894426	15894613	15894440	15894613	15886664	15886793
983	"ENSMUSG00000024640"	"Psat1"	chr19	-	15894426	15894613	15894440	15894613	15892372	15892397
984	"ENSMUSG00000024640"	"Psat1"	chr19	-	15894426	15894613	15894440	15894613	15894202	15894321
988	"ENSMUSG00000032855"	"Pkd1"	chr17	+	24797069	24797283	24797069	24797144	24797352	24797512
989	"ENSMUSG00000059474"	"Mbtd1"	chr11	+	93795984	93796184	93795984	93796169	93799629	93799767
995	"ENSMUSG00000000804"	"Usp32"	chr11	-	84927305	84927465	84927347	84927465	84922894	84923049
1000	"ENSMUSG00000024948"	"Map4k2"	chr19	+	6393831	6394109	6393831	6393913	6394436	6394515
1003	"ENSMUSG00000121399"	"ENSMUSG00000121399"	chr11	+	83116359	83116672	83116359	83116511	83134643	83134822
1019	"ENSMUSG00000036672"	"Cenpt"	chr8	-	106575382	106576555	106576464	106576555	106573615	106573810
1020	"ENSMUSG00000036672"	"Cenpt"	chr8	-	106576257	106576555	106576464	106576555	106576056	106576153
1022	"ENSMUSG00000040860"	"Crocc"	chr4	-	140747018	140747800	140747584	140747800	140746473	140746623
1024	"ENSMUSG00000000088"	"Cox5a"	chr9	+	57436238	57437645	57436238	57436355	57438951	57439075
1029	"ENSMUSG00000086804"	"Gm43154"	chr6	+	31769946	31770057	31769946	31770044	31773185	31773391
1038	"ENSMUSG00000029534"	"St7"	chr6	+	17886002	17886117	17886002	17886116	17905705	17905841
1052	"ENSMUSG00000038943"	"Prc1"	chr7	+	79962779	79962956	79962779	79962879	79963277	79963316
1054	"ENSMUSG00000041147"	"Brca2"	chr5	+	150455148	150455867	150455148	150455198	150458057	150458107
1065	"ENSMUSG00000070420"	"Zscan25"	chr5	+	145220161	145220594	145220161	145220590	145224117	145224209
1067	"ENSMUSG00000038780"	"Smurf1"	chr5	-	144817434	144818629	144818427	144818629	144813304	144816266
1080	"ENSMUSG00000037017"	"Zscan21"	chr5	+	138115198	138115269	138115198	138115250	138124715	138124908
1081	"ENSMUSG00000040811"	"Eml2"	chr7	+	18916194	18916365	18916194	18916324	18918730	18918880
1085	"ENSMUSG00000030016"	"Zfp638"	chr6	+	83953183	83954411	83953183	83953332	83955003	83955069
1090	"ENSMUSG00000097068"	"Gm26760"	chr15	+	92258919	92259050	92258919	92259046	92261664	92261733
1094	"ENSMUSG00000034275"	"Igsf9b"	chr9	+	27235472	27235596	27235472	27235584	27239775	27240002
1116	"ENSMUSG00000030965"	"Abraxas2"	chr7	+	132466691	132466782	132466691	132466712	132473300	132473367
1119	"ENSMUSG00000067367"	"Lyar"	chr5	+	38380477	38380575	38380477	38380571	38382061	38382141
1122	"ENSMUSG00000011884"	"Gltp"	chr5	-	114814325	114814459	114814396	114814459	114812114	114812246
1125	"ENSMUSG00000039176"	"Polg"	chr7	-	79101607	79101977	79101854	79101977	79101289	79101498
1132	"ENSMUSG00000040472"	"Rabggta"	chr14	-	55956547	55956988	55956886	55956988	55956320	55956409
1134	"ENSMUSG00000004815"	"Dgkq"	chr5	-	108798355	108798834	108798682	108798834	108797690	108798245
1136	"ENSMUSG00000031939"	"Taf1d"	chr9	+	15221653	15222991	15221653	15221705	15224069	15224132
1137	"ENSMUSG00000031939"	"Taf1d"	chr9	+	15226397	15226736	15226397	15226427	15228184	15228266
1140	"ENSMUSG00000029290"	"Zfp326"	chr5	+	106034182	106036705	106034182	106034294	106038983	106039182
1153	"ENSMUSG00000121496"	"Ube2d-ps"	chr11	+	5730205	5731838	5730205	5730311	5733891	5734714
1155	"ENSMUSG00000121496"	"Ube2d-ps"	chr11	+	5730205	5731838	5730205	5730653	5733891	5734714
1156	"ENSMUSG00000121496"	"Ube2d-ps"	chr11	+	5730205	5731838	5730205	5731264	5733891	5734714
1158	"ENSMUSG00000074578"	"Zfas1"	chr2	+	166907078	166907400	166907078	166907137	166907606	166907782
1164	"ENSMUSG00000035325"	"Sec31a"	chr5	-	100511235	100511806	100511686	100511806	100509507	100510089
1165	"ENSMUSG00000035325"	"Sec31a"	chr5	-	100521238	100521574	100521283	100521574	100516152	100516211
1176	"ENSMUSG00000029359"	"Tesc"	chr5	+	118194441	118194709	118194441	118194503	118197506	118197554
1177	"ENSMUSG00000028467"	"Gba2"	chr4	-	43569488	43569955	43569829	43569955	43569180	43569285
