ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
170	"ENSMUSG00000031358"	"Msl3"	chrX	-	167453215	167453307	167452485	167452611	167454138	167454239	170	1793,1741,1346	1,5,4	1180,1232,1262	0,1,0	241	149	1	1.0	0.999,0.995,0.995	1.0,0.999,1.0	-0.003
171	"ENSMUSG00000031358"	"Msl3"	chrX	-	167455258	167455341	167454790	167454886	167456723	167456894	171	290,277,267	601,558,469	193,215,241	436,251,371	232	149	0.143386662137	0.907494184665073	0.237,0.242,0.268	0.221,0.355,0.294	-0.041
173	"ENSMUSG00000025742"	"Prps2"	chrX	-	166133510	166133670	166129317	166131994	166135131	166135305	173	635,626,448	0,2,0	762,630,853	0,0,0	298	149	1	1.0	1.0,0.994,1.0	1.0,1.0,1.0	-0.002
174	"ENSMUSG00000025742"	"Prps2"	chrX	-	166135131	166135305	166133510	166133670	166146540	166146665	174	743,672,535	0,0,0	768,783,911	0,0,4	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.991	0.003
175	"ENSMUSG00000025742"	"Prps2"	chrX	-	166146540	166146665	166135131	166135305	166148114	166148213	175	744,632,533	3,0,0	765,873,899	7,2,6	274	149	0.921186428709	1.0	0.993,1.0,1.0	0.983,0.996,0.988	0.009
180	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165136560	165136680	165127687	165128077	165150023	165150170	180	202,292,212	0,12,7	278,331,343	23,16,15	269	149	0.00267905467123	0.04846970563333211	1.0,0.931,0.944	0.87,0.92,0.927	0.053
181	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165136560	165136680	165127687	165128077	165155633	165155820	181	334,454,368	653,700,610	422,501,540	802,839,1177	269	149	0.238767597629	1.0	0.221,0.264,0.25	0.226,0.249,0.203	0.019
182	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165150023	165150170	165127687	165128077	165155633	165155820	182	0,23,7	653,700,610	38,27,18	802,839,1177	296	149	0.0356256545092	0.33686469231383487	0.0,0.016,0.006	0.023,0.016,0.008	-0.008
183	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165150023	165150170	165136560	165136680	165155633	165155820	183	0,13,0	132,164,156	15,13,5	144,172,200	296	149	0.00719431057047	0.10198982688017463	0.0,0.038,0.0	0.05,0.037,0.012	-0.02
184	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165162983	165163155	165158628	165158785	165165444	165165518	184	1125,1232,1038	0,0,0	1578,1838,2133	0,0,1	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.999	0.0
185	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165168386	165168477	165166930	165166996	165169947	165171984	185	32,47,32	368,448,323	52,68,60	577,668,686	240	149	0.838620511135	1.0	0.051,0.061,0.058	0.053,0.059,0.052	0.002
186	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164959840	164960075	164953449	164953546	164961529	164961638	186	450,503,425	0,8,5	546,478,597	1,2,0	298	149	0.319566669802	1.0	1.0,0.969,0.977	0.996,0.992,1.0	-0.014
187	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164959840	164960075	164953449	164953546	164961787	164961826	187	501,551,445	20,37,12	588,498,625	42,31,36	298	149	0.0530718097564	0.4488527625143728	0.926,0.882,0.949	0.875,0.889,0.897	0.032
188	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164961529	164961638	164953490	164953546	164961787	164961826	188	55,73,78	20,37,12	94,121,128	42,31,36	258	149	0.984628934167	1.0	0.614,0.533,0.79	0.564,0.693,0.672	0.003
189	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164961529	164961638	164959840	164960075	164961787	164961826	189	158,184,194	254,311,217	243,311,344	268,286,273	258	149	0.000120377148528	0.004123152590080221	0.264,0.255,0.341	0.344,0.386,0.421	-0.097
190	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164963348	164963805	164961418	164961826	164972239	164972338	190	733,948,742	0,0,1	1012,992,1112	0,3,0	298	149	1	1.0	1.0,1.0,0.997	1.0,0.994,1.0	0.001
191	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164963441	164963805	164961787	164961826	164972239	164972816	191	327,427,365	0,0,1	502,499,529	0,3,0	298	149	1	1.0	1.0,1.0,0.995	1.0,0.988,1.0	0.002
198	"ENSMUSG00000031379"	"Pir"	chrX	+	163054598	163054727	163052366	163052471	163063124	163063217	198	618,674,576	0,0,0	749,599,786	4,2,0	278	149	1	1.0	1.0,1.0,1.0	0.99,0.994,1.0	0.005
199	"ENSMUSG00000031379"	"Pir"	chrX	+	163054598	163054727	163052426	163052673	163063124	163063217	199	1255,1263,1241	25,34,19	1470,1149,1513	38,17,31	278	149	0.968902781726	1.0	0.964,0.952,0.972	0.954,0.973,0.963	-0.001
200	"ENSMUSG00000031379"	"Pir"	chrX	+	163063124	163063217	163054598	163054727	163078910	163078994	200	1224,1154,1067	0,0,0	1358,1190,1471	2,0,3	242	149	1	1.0	1.0,1.0,1.0	0.998,1.0,0.997	0.002
201	"ENSMUSG00000031379"	"Pir"	chrX	+	163078910	163078994	163063124	163063217	163083219	163083426	201	1340,1273,1134	1,6,0	1479,1351,1690	5,2,6	233	149	1	1.0	0.999,0.993,1.0	0.995,0.998,0.994	0.002
202	"ENSMUSG00000031379"	"Pir"	chrX	+	163083219	163083426	163063124	163063217	163113010	163113095	202	634,546,548	1,0,2	696,619,810	0,0,0	298	149	1	1.0	0.997,1.0,0.993	1.0,1.0,1.0	-0.003
203	"ENSMUSG00000031379"	"Pir"	chrX	+	163090199	163090317	163083219	163083426	163113010	163113095	203	2,0,3	633,540,548	4,2,0	691,617,804	267	149	1	1.0	0.002,0.0,0.003	0.003,0.002,0.0	0.0
204	"ENSMUSG00000031379"	"Pir"	chrX	+	163113010	163113095	163083219	163083426	163141143	163141226	204	522,487,434	0,4,0	584,528,694	0,0,0	234	149	1	1.0	1.0,0.987,1.0	1.0,1.0,1.0	-0.004
205	"ENSMUSG00000031379"	"Pir"	chrX	+	163125469	163125514	163113010	163113095	163141143	163141226	205	575,419,499	22,10,9	618,503,643	35,35,20	194	149	0.00138497624842	0.029153596484202373	0.953,0.97,0.977	0.931,0.917,0.961	0.03
207	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162722301	162722411	162718438	162719961	162723114	162723170	207	244,301,228	5,0,2	195,233,215	0,0,0	259	149	0.680484226936	1.0	0.966,1.0,0.985	1.0,1.0,1.0	-0.016
208	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162723114	162723170	162718438	162719961	162726095	162726309	208	101,153,88	0,0,2	77,98,110	1,0,0	205	149	1	1.0	1.0,1.0,0.97	0.982,1.0,1.0	-0.004
209	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642294	161642442	161640052	161641004	161646055	161646204	209	344,437,336	1,0,0	517,577,693	1,0,0	297	149	1	1.0	0.994,1.0,1.0	0.996,1.0,1.0	-0.001
210	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642294	161642442	161640052	161641004	161655510	161655650	210	344,436,335	0,1,0	517,577,692	0,0,0	297	149	1	1.0	1.0,0.995,1.0	1.0,1.0,1.0	-0.002
211	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642868	161642927	161642294	161642442	161646055	161646204	211	382,456,372	0,2,1	611,703,699	0,0,1	208	149	1	1.0	1.0,0.994,0.996	1.0,1.0,0.998	-0.003
212	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642868	161642927	161642294	161642442	161655510	161655650	212	106,156,118	0,1,0	184,192,188	0,0,0	208	149	1	1.0	1.0,0.991,1.0	1.0,1.0,1.0	-0.003
213	"ENSMUSG00000031357"	"Syap1"	chrX	-	161646055	161646204	161640052	161641004	161655510	161655650	213	223,267,249	0,1,0	404,361,498	0,0,0	298	149	1	1.0	1.0,0.993,1.0	1.0,1.0,1.0	-0.002
214	"ENSMUSG00000031357"	"Syap1"	chrX	-	161646055	161646204	161642294	161642442	161655510	161655650	214	222,269,250	0,1,0	403,361,499	0,0,0	298	149	1	1.0	1.0,0.993,1.0	1.0,1.0,1.0	-0.002
215	"ENSMUSG00000031357"	"Syap1"	chrX	-	161646055	161646204	161642868	161642927	161655510	161655650	215	500,567,506	1,0,3	831,877,1014	1,2,5	298	149	1	1.0	0.996,1.0,0.988	0.998,0.995,0.99	0.0
216	"ENSMUSG00000040855"	"Reps2"	chrX	-	161286766	161286903	161254790	161254852	161290602	161290648	216	1,0,0	0,0,0	0,0,1	2,0,0	286	149	1	1.0	1.0,NA,NA	0.0,NA,1.0	0.5
218	"ENSMUSG00000040855"	"Reps2"	chrX	-	161295674	161295728	161254790	161254852	161297274	161297344	218	0,0,0	0,0,2	1,8,0	0,0,4	203	149	1	1.0	NA,NA,0.0	1.0,1.0,0.0	-0.667
220	"ENSMUSG00000031295"	"Phka2"	chrX	+	159285742	159285900	159285161	159285288	159306267	159306426	220	95,122,124	9,14,2	138,174,204	9,6,18	298	149	0.720571175528	1.0	0.841,0.813,0.969	0.885,0.935,0.85	-0.016
221	"ENSMUSG00000031295"	"Phka2"	chrX	+	159285748	159285900	159285167	159285288	159306267	159306426	221	99,139,148	9,14,2	137,204,176	9,6,18	298	149	0.916770838005	1.0	0.846,0.832,0.974	0.884,0.944,0.83	-0.002
222	"ENSMUSG00000031295"	"Phka2"	chrX	+	159311842	159312011	159310725	159310773	159312910	159312993	222	140,182,141	1,0,0	139,153,147	0,0,0	298	149	1	1.0	0.986,1.0,1.0	1.0,1.0,1.0	-0.005
223	"ENSMUSG00000031295"	"Phka2"	chrX	+	159314103	159314184	159312910	159312993	159315974	159316073	223	118,159,94	2,0,0	138,135,155	2,0,0	230	149	1	1.0	0.975,1.0,1.0	0.978,1.0,1.0	-0.001
225	"ENSMUSG00000031295"	"Phka2"	chrX	+	159335708	159335816	159332170	159332266	159337296	159337375	225	105,156,133	0,0,2	146,147,172	0,0,4	257	149	1	1.0	1.0,1.0,0.975	1.0,1.0,0.961	0.005
227	"ENSMUSG00000031295"	"Phka2"	chrX	+	159371960	159372014	159369774	159369945	159373163	159373364	227	132,250,160	1,0,2	171,255,346	0,0,0	203	149	1	1.0	0.99,1.0,0.983	1.0,1.0,1.0	-0.009
228	"ENSMUSG00000031295"	"Phka2"	chrX	+	159373161	159373364	159371960	159372014	159373934	159374137	228	66,114,79	6,0,2	85,127,174	0,4,6	298	149	0.916383628451	1.0	0.846,1.0,0.952	1.0,0.941,0.935	-0.026
229	"ENSMUSG00000031295"	"Phka2"	chrX	+	159373163	159373364	159371960	159372014	159373934	159374137	229	174,327,205	6,0,2	243,360,481	0,4,6	298	149	0.892974283258	1.0	0.935,1.0,0.981	1.0,0.978,0.976	-0.013
230	"ENSMUSG00000087505"	"Gm15241"	chrX	-	159279767	159279799	159277533	159277561	159282196	159282284	230	0,0,1	0,0,0	0,0,3	0,0,2	181	149	1	1.0	NA,NA,1.0	NA,NA,0.553	0.447
231	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158331234	158331311	158315663	158315831	158334746	158334835	231	1414,2098,1706	5,1,3	1568,2247,2449	5,6,6	226	149	1	1.0	0.995,0.999,0.997	0.995,0.996,0.996	0.001
232	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158334746	158335370	158331234	158331311	158336239	158336890	232	1140,1768,1417	0,0,7	1308,1806,2102	2,0,3	298	149	1	1.0	1.0,1.0,0.99	0.997,1.0,0.997	-0.001
233	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158338470	158338646	158336239	158336890	158340438	158340553	233	239,317,463	1,0,6	293,422,388	4,0,5	298	149	0.780108193611	1.0	0.992,1.0,0.975	0.973,1.0,0.975	0.006
234	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158338470	158338646	158336239	158336890	158341330	158341394	234	132,160,242	1,6,2	146,234,203	0,0,3	298	149	0.0768908276026	0.5889965614674151	0.985,0.93,0.984	1.0,1.0,0.971	-0.024
235	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158340438	158340553	158336239	158336890	158341330	158341394	235	106,142,145	1,6,2	142,173,141	0,0,3	264	149	0.0404727058467	0.37010207059461847	0.984,0.93,0.976	1.0,1.0,0.964	-0.025
236	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158340438	158340553	158338470	158338646	158341330	158341394	236	212,299,361	0,0,1	285,361,321	0,0,0	264	149	1	1.0	1.0,1.0,0.995	1.0,1.0,1.0	-0.002
237	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158349423	158349538	158342833	158342949	158350914	158351010	237	230,394,399	0,0,0	264,319,397	1,0,0	264	149	1	1.0	1.0,1.0,1.0	0.993,1.0,1.0	0.002
238	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158350914	158351010	158342833	158342949	158357940	158358093	238	136,152,156	0,3,0	147,189,247	0,0,0	245	149	1	1.0	1.0,0.969,1.0	1.0,1.0,1.0	-0.01
239	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158357940	158358093	158350533	158351010	158375066	158375198	239	312,443,392	0,0,0	340,392,507	0,0,1	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.996	0.001
243	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156338592	156338687	156337878	156338074	156341880	156342061	243	886,1131,793	0,0,0	1119,1151,1346	1,0,0	244	149	1	1.0	1.0,1.0,1.0	0.999,1.0,1.0	0.0
244	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156338592	156338687	156337878	156338074	156344378	156344497	244	352,470,323	0,0,0	504,472,564	1,0,0	244	149	1	1.0	1.0,1.0,1.0	0.997,1.0,1.0	0.001
245	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156341880	156342061	156337878	156338074	156344378	156344497	245	310,428,296	0,0,0	366,377,383	1,0,0	298	149	1	1.0	1.0,1.0,1.0	0.995,1.0,1.0	0.002
246	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156341880	156342061	156338592	156338687	156344378	156344497	246	847,1093,766	3,4,0	987,1062,1191	7,6,26	298	149	0.00036832933326	0.010229355022829283	0.993,0.993,1.0	0.986,0.989,0.958	0.018
247	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156344378	156344497	156338592	156338687	156355854	156355982	247	317,360,261	5,6,5	396,356,494	5,3,0	268	149	0.0201655065853	0.2213193488642145	0.972,0.971,0.967	0.978,0.985,1.0	-0.018
248	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156351136	156351812	156344378	156344497	156351929	156352001	248	105,103,78	0,4,1	49,78,80	0,0,5	298	149	0.649164272326	1.0	1.0,0.928,0.975	1.0,1.0,0.889	0.005
249	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156351136	156351812	156344378	156344497	156355854	156355982	249	13,6,3	392,502,332	0,8,8	510,466,578	298	149	0.899002970032	1.0	0.016,0.006,0.004	0.0,0.009,0.007	0.003
250	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156355854	156355982	156344378	156344497	156359079	156359183	250	1042,1176,845	0,0,7	1155,1088,1351	0,0,0	277	149	1	1.0	1.0,1.0,0.985	1.0,1.0,1.0	-0.005
251	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156374349	156374551	156359079	156359183	156381491	156381675	251	1230,1382,1041	3,0,0	1361,1256,1527	0,0,0	298	149	1	1.0	0.995,1.0,1.0	1.0,1.0,1.0	-0.002
252	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156376720	156376869	156374052	156374551	156381491	156381639	252	1118,1617,919	543,599,454	1224,1277,1387	642,521,684	298	149	0.504898558047	1.0	0.507,0.574,0.503	0.488,0.551,0.503	0.014
254	"ENSMUSG00000071708"	"Sms"	chrX	-	156244956	156245132	156238989	156239104	156274900	156275040	254	1,0,0	0,0,2	0,0,4	0,0,0	298	149	1	1.0	1.0,NA,0.0	NA,NA,1.0	-0.5
255	"ENSMUSG00000071708"	"Sms"	chrX	-	156248819	156248884	156244956	156245132	156252983	156253104	255	432,432,324	4,3,5	311,326,392	10,0,4	214	149	0.463165762883	1.0	0.987,0.99,0.978	0.956,1.0,0.986	0.004
256	"ENSMUSG00000071708"	"Sms"	chrX	-	156249393	156249487	156248819	156248884	156252983	156253104	256	2830,3187,2656	3,3,3	2470,2458,2749	1,0,1	243	149	1	1.0	0.998,0.998,0.998	0.999,1.0,0.999	-0.001
257	"ENSMUSG00000071708"	"Sms"	chrX	-	156252983	156253104	156244956	156245132	156274900	156275040	257	1409,1567,1480	1,0,0	1358,1151,1380	0,0,0	270	149	1	1.0	0.999,1.0,1.0	1.0,1.0,1.0	-0.0
258	"ENSMUSG00000025287"	"Acot9"	chrX	+	154047031	154047089	154045500	154045670	154052654	154052749	258	1,23,5	978,1260,1041	2,2,0	1084,962,1310	207	149	0.9060177935	1.0	0.001,0.013,0.003	0.001,0.001,0.0	0.005
259	"ENSMUSG00000025287"	"Acot9"	chrX	+	154056387	154056425	154055967	154056138	154064606	154064690	259	1345,1625,1165	0,0,0	1355,1374,1699	0,0,1	187	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.999	0.0
260	"ENSMUSG00000025287"	"Acot9"	chrX	+	154076904	154076972	154069284	154069361	154078158	154078270	260	1110,1276,1021	0,0,2	1260,1084,1422	1,0,1	217	149	1	1.0	1.0,1.0,0.997	0.999,1.0,0.999	-0.0
261	"ENSMUSG00000025287"	"Acot9"	chrX	+	154078417	154078508	154078158	154078270	154078678	154078764	261	923,1014,877	0,0,2	1043,956,1248	3,0,2	240	149	1	1.0	1.0,1.0,0.996	0.995,1.0,0.997	0.001
262	"ENSMUSG00000025287"	"Acot9"	chrX	+	154079320	154079408	154078678	154078764	154079576	154079727	262	676,763,717	2,0,0	722,717,923	0,0,0	237	149	1	1.0	0.995,1.0,1.0	1.0,1.0,1.0	-0.002
263	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996933	153996127	153996663	153997028	153997130	263	636,653,572	0,0,2	883,753,1090	0,7,2	190	149	1	1.0	1.0,1.0,0.996	1.0,0.988,0.998	0.003
264	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996933	153996127	153996663	153998596	153998680	264	119,162,119	0,0,0	200,150,217	0,4,2	190	149	1	1.0	1.0,1.0,1.0	1.0,0.967,0.988	0.015
265	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996954	153996310	153996663	153997028	153997130	265	130,165,131	0,0,2	208,151,223	0,7,2	211	149	0.472745317255	1.0	1.0,1.0,0.979	1.0,0.938,0.987	0.018
266	"ENSMUSG00000025283"	"Sat1"	chrX	-	153997028	153997130	153996127	153996663	153998596	153998680	266	678,649,677	0,0,0	823,618,935	0,4,2	251	149	1	1.0	1.0,1.0,1.0	1.0,0.989,0.996	0.005
267	"ENSMUSG00000025283"	"Sat1"	chrX	-	153997028	153997130	153996892	153996933	153998596	153998680	267	1180,1110,1088	0,2,0	1488,1211,1792	0,0,1	251	149	1	1.0	1.0,0.997,1.0	1.0,1.0,0.999	-0.001
268	"ENSMUSG00000025283"	"Sat1"	chrX	-	153998116	153998226	153997028	153997130	153998596	153998680	268	185,206,149	897,839,861	64,48,62	1130,873,1349	259	149	0	0.0	0.106,0.124,0.091	0.032,0.031,0.026	0.077
269	"ENSMUSG00000025283"	"Sat1"	chrX	-	153998780	153998832	153998115	153998680	153999098	153999328	269	1311,1559,1232	0,1,0	1646,1466,1818	0,0,0	201	149	1	1.0	1.0,0.999,1.0	1.0,1.0,1.0	-0.0
271	"ENSMUSG00000086316"	"Nbdy"	chrX	+	152508700	152508837	152506585	152506933	152511857	152511935	271	2031,2448,1869	0,1,0	2063,2307,2474	0,0,0	286	149	1	1.0	1.0,0.999,1.0	1.0,1.0,1.0	-0.0
272	"ENSMUSG00000086316"	"Nbdy"	chrX	+	152508700	152508837	152506585	152506933	152524035	152524916	272	1025,1256,916	7,7,0	1129,1218,1359	0,0,1	286	149	1	1.0	0.987,0.989,1.0	1.0,1.0,0.999	-0.008
273	"ENSMUSG00000086316"	"Nbdy"	chrX	+	152509938	152510028	152508700	152508837	152511857	152511935	273	3,4,0	1073,1291,1034	0,0,3	1110,1246,1315	239	149	1	1.0	0.002,0.002,0.0	0.0,0.0,0.001	0.001
274	"ENSMUSG00000086316"	"Nbdy"	chrX	+	152511857	152511935	152506585	152506933	152524035	152524080	274	164,158,121	7,7,0	131,116,127	0,0,1	227	149	0.00109853896531	0.024395274075252594	0.939,0.937,1.0	1.0,1.0,0.988	-0.037
275	"ENSMUSG00000086316"	"Nbdy"	chrX	+	152511857	152511935	152508700	152508837	152524035	152524080	275	1218,1447,1149	67,99,81	1237,1351,1432	176,157,200	227	149	2.21154872193e-10	5.3834199465749885e-08	0.923,0.906,0.903	0.822,0.85,0.825	0.078
277	"ENSMUSG00000041649"	"Klf8"	chrX	+	152091847	152091920	152020743	152021088	152143291	152143479	277	5,8,6	0,0,5	6,0,10	8,3,0	222	149	0.0716080531841	0.5592851113971644	1.0,1.0,0.446	0.335,0.0,1.0	0.37
278	"ENSMUSG00000041649"	"Klf8"	chrX	+	152091847	152091920	152020743	152021088	152153840	152153914	278	14,7,17	6,10,12	12,9,27	9,9,34	222	149	0.372619368066	1.0	0.61,0.32,0.487	0.472,0.402,0.348	0.065
279	"ENSMUSG00000041649"	"Klf8"	chrX	+	152142837	152142960	152142608	152142705	152143291	152143479	279	2,5,8	0,2,0	13,2,6	7,2,0	272	149	0.00400734753629	0.06557383597087466	1.0,0.578,1.0	0.504,0.354,1.0	0.24
280	"ENSMUSG00000041649"	"Klf8"	chrX	+	152143291	152143479	152020946	152021088	152153840	152153914	280	69,73,59	6,10,12	80,55,92	9,9,34	298	149	0.20155382473	1.0	0.852,0.785,0.711	0.816,0.753,0.575	0.068
281	"ENSMUSG00000041649"	"Klf8"	chrX	+	152143291	152143479	152091847	152091920	152153840	152153914	281	69,76,54	9,2,11	72,52,92	6,9,17	298	149	0.373504104563	1.0	0.793,0.95,0.711	0.857,0.743,0.73	0.041
282	"ENSMUSG00000041649"	"Klf8"	chrX	+	152153840	152153914	152143291	152143479	152165504	152166066	282	101,100,78	0,0,0	110,90,131	0,1,0	223	149	1	1.0	1.0,1.0,1.0	1.0,0.984,1.0	0.005
284	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150949929	150949959	150927192	150928175	150963992	150964088	284	37,32,41	3,0,2	56,13,34	3,0,5	179	149	0.35579505299	1.0	0.911,1.0,0.945	0.94,1.0,0.85	0.022
285	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150949929	150949959	150927192	150928175	150985903	150986165	285	107,122,94	0,20,14	133,66,102	9,16,16	179	149	0.259749766872	1.0	1.0,0.835,0.848	0.925,0.774,0.841	0.048
286	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150949929	150949959	150927192	150928175	150991765	150992661	286	33,30,38	0,2,0	49,15,22	0,0,5	179	149	0.194671251431	1.0	1.0,0.926,1.0	1.0,1.0,0.786	0.047
287	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150963992	150964088	150927309	150928175	150985903	150986165	287	2,0,2	0,20,14	8,2,19	9,16,16	245	149	0.0988737654406	0.7003169054043791	1.0,0.0,0.08	0.351,0.071,0.419	0.08
288	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150963992	150964088	150927309	150928175	150991765	150992661	288	2,0,1	0,2,0	4,0,5	0,0,5	245	149	1	1.0	1.0,0.0,1.0	1.0,NA,0.378	-0.022
289	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150963992	150964088	150949929	150949959	150976861	150977597	289	70,47,51	24,23,7	38,27,66	7,9,8	245	149	0.148274059861	0.9280121661072872	0.639,0.554,0.816	0.768,0.646,0.834	-0.08
290	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150963992	150964088	150949929	150949959	150985903	150986165	290	8,2,9	77,92,61	16,7,28	89,58,83	245	149	0.00038027483664	0.010479358959773121	0.059,0.013,0.082	0.099,0.068,0.17	-0.061
291	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150963992	150964088	150949929	150949959	150991765	150992661	291	8,2,8	3,0,5	12,5,14	5,7,3	245	149	0.616193090606	1.0	0.619,1.0,0.493	0.593,0.303,0.739	0.159
292	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150963992	150964088	150961959	150962086	150976861	150977597	292	243,249,161	30,16,16	198,196,223	18,19,30	245	149	0.509975896625	1.0	0.831,0.904,0.86	0.87,0.863,0.819	0.014
