ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
29	"ENSMUSG00000067377"	"Tspan6"	chrX	-	132797872	132798061	132798019	132798061	132797431	132797506
30	"ENSMUSG00000025597"	"Klhl4"	chrX	+	113439719	113439932	113439719	113439851	113452698	113452867
31	"ENSMUSG00000025597"	"Klhl4"	chrX	+	113452698	113452885	113452698	113452867	113459049	113459274
32	"ENSMUSG00000025592"	"Dach2"	chrX	+	112724539	112724718	112724539	112724688	112724813	112724961
33	"ENSMUSG00000025528"	"2010106E10Rik"	chrX	+	111424885	111425009	111424885	111424979	111465946	111466029
34	"ENSMUSG00000073008"	"Gpr174"	chrX	+	106312487	106312573	106312487	106312569	106332071	106332142
35	"ENSMUSG00000097571"	"Jpx"	chrX	+	102546465	102546798	102546465	102546536	102561916	102561963
36	"ENSMUSG00000031323"	"Dmrtc1a"	chrX	-	101948660	101948727	101948666	101948727	101948355	101948485
37	"ENSMUSG00000031297"	"Slc7a3"	chrX	-	100123706	100124477	100124313	100124477	100123305	100123414
38	"ENSMUSG00000044206"	"Vsig4"	chrX	-	95334095	95334452	95334358	95334452	95313161	95313218
39	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73351277	73351867	73351277	73351476	73352681	73352781
40	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	73344929	73344970	73344929	73344964	73345541	73345627
41	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73332056	73332625	73332056	73332119	73332710	73332788
42	"ENSMUSG00000031387"	"Renbp"	chrX	-	72973792	72973868	72973834	72973868	72973286	72973459
43	"ENSMUSG00000031387"	"Renbp"	chrX	-	72973792	72973868	72973834	72973868	72973610	72973686
44	"ENSMUSG00000002014"	"Ssr4"	chrX	+	72833405	72834030	72833405	72833480	72834259	72834432
45	"ENSMUSG00000019558"	"Slc6a8"	chrX	+	72723524	72723662	72723524	72723653	72723737	72723840
46	"ENSMUSG00000019558"	"Slc6a8"	chrX	+	72723524	72723677	72723524	72723653	72723737	72723840
47	"ENSMUSG00000019558"	"Slc6a8"	chrX	+	72723524	72723677	72723524	72723662	72723737	72723840
48	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72257954	72258191	72257954	72258087	72258379	72258462
49	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72258379	72258462	72258379	72258426	72258833	72258961
50	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72258379	72258462	72258379	72258426	72258846	72258961
51	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72258379	72258462	72258379	72258426	72259646	72259715
52	"ENSMUSG00000073131"	"Vma21"	chrX	+	70860395	70860673	70860395	70860546	70863673	70863783
53	"ENSMUSG00000031189"	"Aff2"	chrX	+	68567041	68567174	68567041	68567162	68588014	68588875
54	"ENSMUSG00000035967"	"Ints6l"	chrX	+	55543220	55543345	55543220	55543344	55544927	55545070
55	"ENSMUSG00000055555"	"Ct55"	chrX	+	52729333	52729613	52729333	52729515	52735693	52735826
56	"ENSMUSG00000119964"	"Gm35107"	chrX	+	47981181	47981315	47981181	47981305	47989502	47989609
57	"ENSMUSG00000031099"	"Smarca1"	chrX	-	46975973	46976075	46975988	46976075	46972913	46973080
58	"ENSMUSG00000016327"	"Atp1b4"	chrX	+	37409387	37409649	37409387	37409637	37413521	37413650
59	"ENSMUSG00000087491"	"Gm14552"	chrX	-	34240255	34240534	34240501	34240534	34239470	34239583
60	"ENSMUSG00000085489"	"Gm3669"	chrX	-	29632966	29633245	29633212	29633245	29632181	29632294
61	"ENSMUSG00000031066"	"Usp11"	chrX	+	20582985	20584043	20582985	20583192	20584232	20584511
62	"ENSMUSG00000031060"	"Rbm10"	chrX	+	20511675	20511836	20511675	20511833	20512007	20512105
63	"ENSMUSG00000031012"	"Cask"	chrX	-	13652157	13652288	13652175	13652288	13580904	13581010
64	"ENSMUSG00000031169"	"Porcn"	chrX	-	8064444	8065391	8065305	8065391	8064213	8064324
65	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8009485	8009571	8009489	8009571	8008606	8009194
66	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8010086	8010918	8010811	8010918	8009896	8009990
67	"ENSMUSG00000031156"	"Slc35a2"	chrX	+	7750571	7750747	7750571	7750672	7751987	7752170
68	"ENSMUSG00000031156"	"Slc35a2"	chrX	+	7751987	7752170	7751987	7752131	7755850	7756002
69	"ENSMUSG00000031156"	"Slc35a2"	chrX	+	7758378	7759654	7758378	7759106	7760429	7760703
70	"ENSMUSG00000031154"	"Otud5"	chrX	+	7733905	7734077	7733905	7734062	7734161	7734310
71	"ENSMUSG00000031154"	"Otud5"	chrX	+	7738234	7738438	7738234	7738420	7739792	7739994
72	"ENSMUSG00000031148"	"Gpkow"	chrX	+	7571538	7571671	7571538	7571611	7572249	7572388
73	"ENSMUSG00000031146"	"Plp2"	chrX	-	7535653	7535997	7535841	7535997	7535165	7535256
74	"ENSMUSG00000035173"	"Ccdc186"	chr19	-	56796409	56796622	56796492	56796622	56790316	56790421
75	"ENSMUSG00000035173"	"Ccdc186"	chr19	-	56796409	56796622	56796492	56796622	56795397	56795517
76	"ENSMUSG00000024979"	"Tectb"	chr19	+	55180995	55181122	55180995	55181068	55182271	55182304
77	"ENSMUSG00000024979"	"Tectb"	chr19	+	55180995	55181341	55180995	55181068	55182271	55182304
78	"ENSMUSG00000024979"	"Tectb"	chr19	+	55180995	55181341	55180995	55181122	55182271	55182304
79	"ENSMUSG00000025036"	"Sfxn2"	chr19	+	46576373	46578640	46576373	46576449	46578922	46578989
80	"ENSMUSG00000025225"	"Nfkb2"	chr19	+	46294721	46294965	46294721	46294803	46295209	46295308
81	"ENSMUSG00000025224"	"Gbf1"	chr19	+	46268976	46269182	46268976	46269170	46271473	46271624
82	"ENSMUSG00000038754"	"Elovl3"	chr19	+	46120335	46120706	46120335	46120612	46121562	46121694
83	"ENSMUSG00000025217"	"Btrc"	chr19	+	45352525	45352713	45352525	45352581	45394983	45395025
84	"ENSMUSG00000025217"	"Btrc"	chr19	+	45352525	45352713	45352525	45352581	45411571	45411679
85	"ENSMUSG00000036097"	"Slf2"	chr19	+	44929897	44931378	44929897	44930865	44931887	44931958
86	"ENSMUSG00000004231"	"Pax2"	chr19	+	44779121	44779241	44779121	44779217	44804346	44804522
87	"ENSMUSG00000025200"	"Cwf19l1"	chr19	-	44115804	44115923	44115855	44115923	44113246	44113331
88	"ENSMUSG00000025195"	"Dnmbp"	chr19	-	43862566	43862696	43862596	43862696	43858600	43858748
89	"ENSMUSG00000049164"	"Zfp518a"	chr19	+	40883148	40883234	40883148	40883230	40885527	40885609
90	"ENSMUSG00000024989"	"Cep55"	chr19	+	38045857	38045990	38045857	38045928	38046236	38046431
91	"ENSMUSG00000024989"	"Cep55"	chr19	+	38045857	38046014	38045857	38045928	38046236	38046431
92	"ENSMUSG00000024989"	"Cep55"	chr19	+	38045857	38046014	38045857	38045990	38046236	38046431
93	"ENSMUSG00000039652"	"Cpeb3"	chr19	-	37116461	37116621	37116530	37116621	37103731	37103788
94	"ENSMUSG00000024798"	"Htr7"	chr19	-	35946703	35947464	35946708	35947464	35936133	35937799
95	"ENSMUSG00000024776"	"Stambpl1"	chr19	+	34169628	34170031	34169628	34169995	34197586	34197666
96	"ENSMUSG00000097855"	"A930007I19Rik"	chr19	-	29498173	29498369	29498247	29498369	29487548	29487729
97	"ENSMUSG00000059363"	"Fxn"	chr19	-	24249667	24249831	24249710	24249831	24244665	24244763
98	"ENSMUSG00000052387"	"Trpm3"	chr19	+	22862711	22862846	22862711	22862792	22866757	22866808
99	"ENSMUSG00000052387"	"Trpm3"	chr19	+	22903259	22903470	22903259	22903434	22955655	22955806
100	"ENSMUSG00000094732"	"1500015L24Rik"	chr19	+	20413655	20413877	20413655	20413801	20422089	20422247
101	"ENSMUSG00000046230"	"Vps13a"	chr19	-	16722149	16722321	16722187	16722321	16720359	16720422
102	"ENSMUSG00000062314"	"Or9i1b"	chr19	+	13893364	13893700	13893364	13893582	13896165	13899230
103	"ENSMUSG00000047207"	"Or10q12"	chr19	+	13742642	13742779	13742642	13742757	13745702	13747612
104	"ENSMUSG00000031402"	"Mpp1"	chrX	-	74169342	74169486	74169393	74169486	74168976	74169055
105	"ENSMUSG00000046650"	"Or5an6"	chr19	+	12365840	12365965	12365840	12365907	12371608	12378948
106	"ENSMUSG00000044994"	"Or4d10c"	chr19	-	12066808	12066979	12066855	12066979	12064109	12066314
107	"ENSMUSG00000024729"	"Ms4a20"	chr19	-	11088615	11088835	11088773	11088835	11087671	11087725
108	"ENSMUSG00000048832"	"Vps37c"	chr19	+	10666114	10666347	10666114	10666343	10683573	10683672
109	"ENSMUSG00000034445"	"Cyb561a3"	chr19	+	10554814	10555257	10554814	10554927	10556345	10556438
110	"ENSMUSG00000035735"	"Dagla"	chr19	-	10248351	10248563	10248374	10248563	10247080	10247182
111	"ENSMUSG00000024660"	"Incenp"	chr19	-	9855040	9855612	9855491	9855612	9853953	9854180
112	"ENSMUSG00000071653"	"1810009A15Rik"	chr19	+	8866487	8867091	8866487	8866612	8867366	8867464
113	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8713350	8713661	8713350	8713457	8715017	8715093
114	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8713350	8713661	8713350	8713457	8715211	8715358
115	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8715211	8715358	8715211	8715226	8715516	8715618
116	"ENSMUSG00000010095"	"Slc3a2"	chr19	-	8690093	8690267	8690229	8690267	8689197	8689292
117	"ENSMUSG00000024764"	"Naa40"	chr19	-	7211468	7212523	7212427	7212523	7207552	7207648
118	"ENSMUSG00000024960"	"Plcb3"	chr19	-	6942874	6942952	6942876	6942952	6942664	6942765
119	"ENSMUSG00000118668"	"Rps6ka4"	chr19	-	6817701	6817773	6817747	6817773	6816827	6817046
120	"ENSMUSG00000024949"	"Sf1"	chr19	+	6424039	6424317	6424039	6424313	6424578	6424638
121	"ENSMUSG00000024826"	"Dpf2"	chr19	-	5954174	5954346	5954267	5954346	5953758	5953800
122	"ENSMUSG00000024668"	"Sdhaf2"	chr19	-	10494532	10494750	10494683	10494750	10494343	10494453
123	"ENSMUSG00000024818"	"Slc25a45"	chr19	+	5930112	5930188	5930112	5930184	5930467	5930653
124	"ENSMUSG00000092341"	"Malat1"	chr19	-	5851441	5852699	5851722	5852699	5849525	5849711
125	"ENSMUSG00000092341"	"Malat1"	chr19	-	5850728	5852699	5851860	5852699	5850556	5850604
126	"ENSMUSG00000092341"	"Malat1"	chr19	-	5852265	5852699	5852425	5852699	5851805	5852089
127	"ENSMUSG00000092341"	"Malat1"	chr19	-	5852182	5852699	5852390	5852699	5851805	5852099
128	"ENSMUSG00000024941"	"Scyl1"	chr19	-	5820230	5820580	5820344	5820580	5819748	5819839
129	"ENSMUSG00000024937"	"Ehbp1l1"	chr19	-	5767689	5770435	5769975	5770435	5767066	5767224
130	"ENSMUSG00000024937"	"Ehbp1l1"	chr19	-	5767689	5770435	5770212	5770435	5767066	5767224
131	"ENSMUSG00000024937"	"Ehbp1l1"	chr19	-	5769975	5770435	5770212	5770435	5767066	5767224
132	"ENSMUSG00000024910"	"Ctsw"	chr19	-	5516608	5516763	5516695	5516763	5516416	5516513
133	"ENSMUSG00000024883"	"Rin1"	chr19	+	5101228	5101496	5101228	5101282	5101585	5101658
134	"ENSMUSG00000034108"	"Ccs"	chr19	-	4884200	4884338	4884267	4884338	4883368	4883475
135	"ENSMUSG00000034108"	"Ccs"	chr19	-	4884200	4884338	4884221	4884338	4883368	4883546
136	"ENSMUSG00000034108"	"Ccs"	chr19	-	4884200	4884338	4884267	4884338	4883368	4883546
137	"ENSMUSG00000034108"	"Ccs"	chr19	-	4884221	4884338	4884267	4884338	4883368	4883546
138	"ENSMUSG00000058328"	"Xlr5a"	chrX	-	72161207	72161308	72161284	72161308	72158740	72158877
139	"ENSMUSG00000024889"	"Rce1"	chr19	-	4674687	4674791	4674712	4674791	4672618	4673270
140	"ENSMUSG00000024889"	"Rce1"	chr19	-	4674687	4674791	4674712	4674791	4674041	4674179
141	"ENSMUSG00000024889"	"Rce1"	chr19	-	4674687	4674791	4674712	4674791	4674041	4674209
142	"ENSMUSG00000024858"	"Grk2"	chr19	-	4337585	4338013	4337850	4338013	4337380	4337494
143	"ENSMUSG00000024858"	"Grk2"	chr19	-	4341266	4341669	4341617	4341669	4340799	4340899
144	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4314341	4315177	4315130	4315177	4313935	4314136
145	"ENSMUSG00000031310"	"Zmym3"	chrX	-	100453217	100453386	100453238	100453386	100452759	100452911
146	"ENSMUSG00000031310"	"Zmym3"	chrX	-	100455983	100456081	100456019	100456081	100455743	100455900
147	"ENSMUSG00000031310"	"Zmym3"	chrX	-	100461878	100462558	100462400	100462558	100460892	100460936
148	"ENSMUSG00000024824"	"Rad9a"	chr19	-	4247337	4247585	4247475	4247585	4247111	4247249
149	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4177055	4177131	4177055	4177120	4177548	4177638
150	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4177055	4177131	4177055	4177120	4177575	4177638
151	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4177548	4177835	4177548	4177638	4181227	4181281
152	"ENSMUSG00000059734"	"Ndufs8"	chr19	-	3962466	3962734	3962469	3962734	3961688	3961746
153	"ENSMUSG00000056153"	"Socs6"	chr18	-	88905332	88905457	88905336	88905457	88905115	88905189
154	"ENSMUSG00000033016"	"Nfatc1"	chr18	-	80678616	80679291	80678905	80679291	80649419	80651240
155	"ENSMUSG00000025420"	"Katnal2"	chr18	-	77085294	77085386	77085307	77085386	77082089	77082200
156	"ENSMUSG00000025420"	"Katnal2"	chr18	-	77099679	77099800	77099685	77099800	77098642	77098741
157	"ENSMUSG00000025885"	"Myo5b"	chr18	+	74847896	74848045	74847896	74848030	74849029	74849149
158	"ENSMUSG00000024560"	"Cxxc1"	chr18	+	74352201	74352638	74352201	74352309	74352908	74353116
159	"ENSMUSG00000024515"	"Smad4"	chr18	-	73782796	73782980	73782933	73782980	73781955	73782124
160	"ENSMUSG00000044906"	"4930503L19Rik"	chr18	-	70600401	70600556	70600405	70600556	70586264	70586459
161	"ENSMUSG00000044906"	"4930503L19Rik"	chr18	-	70600829	70601588	70601124	70601588	70600405	70600556
162	"ENSMUSG00000044906"	"4930503L19Rik"	chr18	-	70600829	70601588	70601291	70601588	70600405	70600556
163	"ENSMUSG00000044906"	"4930503L19Rik"	chr18	-	70601124	70601588	70601291	70601588	70600405	70600556
164	"ENSMUSG00000044906"	"4930503L19Rik"	chr18	-	70602519	70602825	70602564	70602825	70600405	70600556
165	"ENSMUSG00000053477"	"Tcf4"	chr18	+	69811037	69811200	69811037	69811188	69814639	69814869
166	"ENSMUSG00000117658"	"Gm50417"	chr18	-	83620584	83620851	83620780	83620851	83619945	83620054
167	"ENSMUSG00000118134"	"4930549G23Rik"	chr18	-	67923747	67924019	67923888	67924019	67922421	67922547
168	"ENSMUSG00000024530"	"Prelid3a"	chr18	+	67610033	67610190	67610033	67610136	67612141	67612422
169	"ENSMUSG00000062526"	"Mppe1"	chr18	-	67370420	67370803	67370749	67370803	67366671	67366780
170	"ENSMUSG00000041482"	"Piezo2"	chr18	-	63152261	63152434	63152337	63152434	63150595	63150724
171	"ENSMUSG00000024581"	"Napg"	chr18	+	63117110	63117194	63117110	63117141	63119249	63119359
172	"ENSMUSG00000098098"	"Bvht"	chr18	+	61771285	61771662	61771285	61771538	61772026	61772151
173	"ENSMUSG00000098098"	"Bvht"	chr18	+	61772026	61772206	61772026	61772151	61772603	61772839
174	"ENSMUSG00000098098"	"Bvht"	chr18	+	61772603	61772839	61772603	61772803	61777257	61777341
175	"ENSMUSG00000098098"	"Bvht"	chr18	+	61772603	61772839	61772603	61772803	61778233	61778436
176	"ENSMUSG00000098098"	"Bvht"	chr18	+	61777285	61777801	61777285	61777341	61778233	61778436
177	"ENSMUSG00000040929"	"Rfx3"	chr19	-	27808010	27808192	27808052	27808192	27803432	27803552
178	"ENSMUSG00000117780"	"Gm3734"	chr18	+	46763975	46764438	46763975	46764068	46772616	46772755
179	"ENSMUSG00000024477"	"Pggt1b"	chr18	-	46407652	46407775	46407656	46407775	46392670	46392822
180	"ENSMUSG00000024477"	"Pggt1b"	chr18	-	46407652	46407775	46407656	46407775	46395956	46396024
181	"ENSMUSG00000038791"	"Scgb3a2"	chr18	+	43899768	43900031	43899768	43899965	43900295	43900464
182	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38433481	38433636	38433481	38433537	38434708	38434860
183	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38433481	38433643	38433481	38433537	38434708	38434860
184	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38433481	38433643	38433481	38433636	38434708	38434860
185	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38433481	38433643	38433481	38433636	38440917	38441448
186	"ENSMUSG00000044024"	"Rell2"	chr18	+	38088191	38089620	38088191	38088969	38089981	38090047
187	"ENSMUSG00000024454"	"Hdac3"	chr18	-	38074431	38074819	38074760	38074819	38074005	38074163
188	"ENSMUSG00000042660"	"Wdr55"	chr18	+	36895710	36895820	36895710	36895810	36895901	36896071
189	"ENSMUSG00000006850"	"Tmco6"	chr18	+	36870509	36870632	36870509	36870625	36870721	36870905
190	"ENSMUSG00000024483"	"Ankhd1"	chr18	+	36774451	36774558	36774451	36774531	36774629	36774746
191	"ENSMUSG00000024483"	"Ankhd1"	chr18	+	36789738	36789915	36789738	36789887	36791026	36791191
192	"ENSMUSG00000024485"	"Slc4a9"	chr18	+	36668575	36668754	36668575	36668652	36669899	36669972
193	"ENSMUSG00000037236"	"Matr3"	chr18	+	35712318	35712371	35712318	35712363	35714222	35714348
194	"ENSMUSG00000024357"	"Sil1"	chr18	-	35402091	35402256	35402142	35402256	35399448	35399962
195	"ENSMUSG00000038773"	"Kdm3b"	chr18	+	34962220	34962351	34962220	34962311	34963181	34963301
196	"ENSMUSG00000097755"	"2010110K18Rik"	chr18	+	34889051	34889234	34889051	34889204	34889342	34889445
197	"ENSMUSG00000003778"	"Brd8"	chr18	-	34741470	34743002	34742857	34743002	34740827	34741108
198	"ENSMUSG00000014504"	"Srp19"	chr18	+	34464802	34467417	34464802	34464878	34467509	34467621
199	"ENSMUSG00000024273"	"2700062C07Rik"	chr18	+	24604118	24604203	24604118	24604141	24606006	24606206
200	"ENSMUSG00000054321"	"Taf4b"	chr18	+	14954494	14954627	14954494	14954612	14955150	14955262
201	"ENSMUSG00000024430"	"Cabyr"	chr18	+	12883716	12884885	12883716	12884061	12886917	12887520
202	"ENSMUSG00000024430"	"Cabyr"	chr18	+	12883716	12884885	12883716	12884061	12887400	12887520
203	"ENSMUSG00000024430"	"Cabyr"	chr18	+	12883716	12884885	12883716	12884061	12888120	12888203
204	"ENSMUSG00000024404"	"Riok3"	chr18	+	12268908	12269895	12268908	12269024	12269984	12270092
205	"ENSMUSG00000024404"	"Riok3"	chr18	+	12281847	12282045	12281847	12281902	12282575	12282735
206	"ENSMUSG00000095193"	"Gm20939"	chr17	+	95181413	95181540	95181413	95181536	95181729	95181790
207	"ENSMUSG00000117433"	"Gm41654"	chr17	-	92169350	92169499	92169433	92169499	92166011	92166082
208	"ENSMUSG00000024109"	"Nrxn1"	chr17	-	90366903	90366991	90366912	90366991	90344323	90344812
209	"ENSMUSG00000024109"	"Nrxn1"	chr17	-	91009394	91009439	91009415	91009439	91008171	91008333
210	"ENSMUSG00000045394"	"Epcam"	chr17	+	87943885	87944322	87943885	87944032	87947323	87947431
211	"ENSMUSG00000036918"	"Ttc7"	chr17	+	87670883	87671022	87670883	87671018	87677886	87678089
212	"ENSMUSG00000037916"	"Ndufv1"	chr19	-	4061101	4061428	4061345	4061428	4059825	4060009
213	"ENSMUSG00000117485"	"Gm19696"	chr17	-	84443762	84444668	84444621	84444668	84442779	84442980
214	"ENSMUSG00000117485"	"Gm19696"	chr17	-	84444477	84444666	84444621	84444666	84442779	84442980
215	"ENSMUSG00000024081"	"Cebpz"	chr17	-	79242003	79243496	79242289	79243496	79239538	79239770
216	"ENSMUSG00000038045"	"Sult6b1"	chr17	-	79214222	79214328	79214227	79214328	79212937	79213050
217	"ENSMUSG00000024073"	"Birc6"	chr17	+	74912983	74913130	74912983	74913118	74915091	74915279
218	"ENSMUSG00000024073"	"Birc6"	chr17	+	74922214	74922352	74922214	74922325	74925430	74925558
219	"ENSMUSG00000024073"	"Birc6"	chr17	+	74925430	74926833	74925430	74925558	74929030	74929246
220	"ENSMUSG00000117358"	"Gm31645"	chr17	-	74834627	74835095	74834914	74835095	74830509	74830573
221	"ENSMUSG00000024059"	"Clip4"	chr17	+	72135501	72135700	72135501	72135645	72138199	72138334
222	"ENSMUSG00000097154"	"Gm26510"	chr17	-	71181993	71182114	71182014	71182114	71181343	71181900
223	"ENSMUSG00000034647"	"Ankrd12"	chr17	-	66359778	66360086	66359948	66360086	66356780	66356928
224	"ENSMUSG00000034647"	"Ankrd12"	chr17	-	66359778	66360086	66359948	66360086	66357531	66357718
225	"ENSMUSG00000054874"	"Pcnx3"	chr19	-	5733304	5733440	5733334	5733440	5731459	5731581
226	"ENSMUSG00000054874"	"Pcnx3"	chr19	-	5733304	5733440	5733334	5733440	5731459	5731602
227	"ENSMUSG00000079414"	"Gm11110"	chr17	-	57409054	57409153	57409087	57409153	57399022	57399769
228	"ENSMUSG00000042625"	"Safb2"	chr17	-	56878209	56878319	56878256	56878319	56875894	56876022
229	"ENSMUSG00000042625"	"Safb2"	chr17	-	56885636	56885844	56885640	56885844	56884842	56884905
230	"ENSMUSG00000042625"	"Safb2"	chr17	-	56885636	56885844	56885692	56885844	56884842	56884905
231	"ENSMUSG00000042625"	"Safb2"	chr17	-	56885640	56885844	56885692	56885844	56884842	56884905
232	"ENSMUSG00000013236"	"Ptprs"	chr17	-	56735851	56736157	56736098	56736157	56731879	56731977
233	"ENSMUSG00000094936"	"Rbm4"	chr19	-	4843699	4843908	4843854	4843908	4842425	4842848
234	"ENSMUSG00000003199"	"Mpnd"	chr17	+	56319270	56319492	56319270	56319343	56322207	56322278
235	"ENSMUSG00000024174"	"Pot1b"	chr17	-	55979771	55979893	55979830	55979893	55976739	55976896
236	"ENSMUSG00000091504"	"Vmn2r118"	chr17	-	55918392	55918690	55918401	55918690	55917205	55918012
237	"ENSMUSG00000024072"	"Yipf4"	chr17	+	74800922	74801094	74800922	74801010	74803584	74803662
238	"ENSMUSG00000023995"	"Tspo2"	chr17	-	48756910	48757098	48756994	48757098	48756047	48756189
239	"ENSMUSG00000023993"	"Treml1"	chr17	+	48667162	48667495	48667162	48667266	48671886	48672025
240	"ENSMUSG00000023993"	"Treml1"	chr17	+	48671886	48672040	48671886	48672025	48672535	48672621
241	"ENSMUSG00000023952"	"Gtpbp2"	chr17	+	46471957	46472252	46471957	46472217	46474408	46474435
242	"ENSMUSG00000023942"	"Slc29a1"	chr17	-	45899921	45900000	45899927	45900000	45898487	45898596
243	"ENSMUSG00000023942"	"Slc29a1"	chr17	-	45899921	45900000	45899927	45900000	45899214	45899312
244	"ENSMUSG00000023944"	"Hsp90ab1"	chr17	-	45882338	45882837	45882690	45882837	45881943	45882103
245	"ENSMUSG00000023947"	"Nfkbie"	chr17	+	45869420	45870356	45869420	45869523	45871049	45871138
246	"ENSMUSG00000039153"	"Runx2"	chr17	-	45125343	45125684	45125376	45125684	45125055	45125179
247	"ENSMUSG00000056492"	"Adgrf5"	chr17	+	43714808	43714988	43714808	43714934	43721392	43721447
248	"ENSMUSG00000023918"	"Adgrf4"	chr17	-	43002956	43003175	43003030	43003175	42987545	42987655
249	"ENSMUSG00000023930"	"Crisp2"	chr17	-	41102749	41102799	41102767	41102799	41101477	41101555
250	"ENSMUSG00000063683"	"Glyat"	chr19	+	12617135	12617267	12617135	12617230	12623666	12623774
251	"ENSMUSG00000064121"	"Or11a4"	chr17	+	37531036	37531578	37531036	37531251	37535945	37537564
252	"ENSMUSG00000036315"	"Polr1h"	chr17	-	37268723	37268824	37268792	37268824	37268457	37268567
253	"ENSMUSG00000024306"	"Ccdc178"	chr18	-	22287545	22287675	22287552	22287675	22283467	22283551
254	"ENSMUSG00000073399"	"Trim40"	chr17	-	37194040	37194256	37194142	37194256	37193533	37193556
255	"ENSMUSG00000050747"	"Trim15"	chr17	-	37175757	37176083	37175852	37176083	37175140	37175163
