ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
203	"ENSMUSG00000031379"	"Pir"	chrX	+	163090199	163090317	163083219	163083426	163113010	163113095
204	"ENSMUSG00000031379"	"Pir"	chrX	+	163113010	163113095	163083219	163083426	163141143	163141226
205	"ENSMUSG00000031379"	"Pir"	chrX	+	163125469	163125514	163113010	163113095	163141143	163141226
207	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162722301	162722411	162718438	162719961	162723114	162723170
208	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162723114	162723170	162718438	162719961	162726095	162726309
209	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642294	161642442	161640052	161641004	161646055	161646204
210	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642294	161642442	161640052	161641004	161655510	161655650
211	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642868	161642927	161642294	161642442	161646055	161646204
212	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642868	161642927	161642294	161642442	161655510	161655650
213	"ENSMUSG00000031357"	"Syap1"	chrX	-	161646055	161646204	161640052	161641004	161655510	161655650
214	"ENSMUSG00000031357"	"Syap1"	chrX	-	161646055	161646204	161642294	161642442	161655510	161655650
215	"ENSMUSG00000031357"	"Syap1"	chrX	-	161646055	161646204	161642868	161642927	161655510	161655650
216	"ENSMUSG00000040855"	"Reps2"	chrX	-	161286766	161286903	161254790	161254852	161290602	161290648
217	"ENSMUSG00000040855"	"Reps2"	chrX	-	161290602	161290648	161254790	161254852	161295674	161295728
218	"ENSMUSG00000040855"	"Reps2"	chrX	-	161295674	161295728	161254790	161254852	161297274	161297344
220	"ENSMUSG00000031295"	"Phka2"	chrX	+	159285742	159285900	159285161	159285288	159306267	159306426
221	"ENSMUSG00000031295"	"Phka2"	chrX	+	159285748	159285900	159285167	159285288	159306267	159306426
223	"ENSMUSG00000031295"	"Phka2"	chrX	+	159314103	159314184	159312910	159312993	159315974	159316073
225	"ENSMUSG00000031295"	"Phka2"	chrX	+	159335708	159335816	159332170	159332266	159337296	159337375
227	"ENSMUSG00000031295"	"Phka2"	chrX	+	159371960	159372014	159369774	159369945	159373163	159373364
228	"ENSMUSG00000031295"	"Phka2"	chrX	+	159373161	159373364	159371960	159372014	159373934	159374137
229	"ENSMUSG00000031295"	"Phka2"	chrX	+	159373163	159373364	159371960	159372014	159373934	159374137
230	"ENSMUSG00000087505"	"Gm15241"	chrX	-	159279767	159279799	159277533	159277561	159282196	159282284
231	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158331234	158331311	158315663	158315831	158334746	158334835
232	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158334746	158335370	158331234	158331311	158336239	158336890
233	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158338470	158338646	158336239	158336890	158340438	158340553
234	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158338470	158338646	158336239	158336890	158341330	158341394
235	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158340438	158340553	158336239	158336890	158341330	158341394
236	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158340438	158340553	158338470	158338646	158341330	158341394
238	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158350914	158351010	158342833	158342949	158357940	158358093
239	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158357940	158358093	158350533	158351010	158375066	158375198
243	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156338592	156338687	156337878	156338074	156341880	156342061
244	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156338592	156338687	156337878	156338074	156344378	156344497
245	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156341880	156342061	156337878	156338074	156344378	156344497
246	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156341880	156342061	156338592	156338687	156344378	156344497
247	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156344378	156344497	156338592	156338687	156355854	156355982
248	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156351136	156351812	156344378	156344497	156351929	156352001
249	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156351136	156351812	156344378	156344497	156355854	156355982
250	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156355854	156355982	156344378	156344497	156359079	156359183
251	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156374349	156374551	156359079	156359183	156381491	156381675
254	"ENSMUSG00000071708"	"Sms"	chrX	-	156244956	156245132	156238989	156239104	156274900	156275040
255	"ENSMUSG00000071708"	"Sms"	chrX	-	156248819	156248884	156244956	156245132	156252983	156253104
256	"ENSMUSG00000071708"	"Sms"	chrX	-	156249393	156249487	156248819	156248884	156252983	156253104
257	"ENSMUSG00000071708"	"Sms"	chrX	-	156252983	156253104	156244956	156245132	156274900	156275040
259	"ENSMUSG00000025287"	"Acot9"	chrX	+	154056387	154056425	154055967	154056138	154064606	154064690
260	"ENSMUSG00000025287"	"Acot9"	chrX	+	154076904	154076972	154069284	154069361	154078158	154078270
261	"ENSMUSG00000025287"	"Acot9"	chrX	+	154078417	154078508	154078158	154078270	154078678	154078764
262	"ENSMUSG00000025287"	"Acot9"	chrX	+	154079320	154079408	154078678	154078764	154079576	154079727
263	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996933	153996127	153996663	153997028	153997130
264	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996933	153996127	153996663	153998596	153998680
265	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996954	153996310	153996663	153997028	153997130
266	"ENSMUSG00000025283"	"Sat1"	chrX	-	153997028	153997130	153996127	153996663	153998596	153998680
267	"ENSMUSG00000025283"	"Sat1"	chrX	-	153997028	153997130	153996892	153996933	153998596	153998680
269	"ENSMUSG00000025283"	"Sat1"	chrX	-	153998780	153998832	153998115	153998680	153999098	153999328
271	"ENSMUSG00000086316"	"Nbdy"	chrX	+	152508700	152508837	152506585	152506933	152511857	152511935
272	"ENSMUSG00000086316"	"Nbdy"	chrX	+	152508700	152508837	152506585	152506933	152524035	152524916
274	"ENSMUSG00000086316"	"Nbdy"	chrX	+	152511857	152511935	152506585	152506933	152524035	152524080
277	"ENSMUSG00000041649"	"Klf8"	chrX	+	152091847	152091920	152020743	152021088	152143291	152143479
279	"ENSMUSG00000041649"	"Klf8"	chrX	+	152142837	152142960	152142608	152142705	152143291	152143479
280	"ENSMUSG00000041649"	"Klf8"	chrX	+	152143291	152143479	152020946	152021088	152153840	152153914
281	"ENSMUSG00000041649"	"Klf8"	chrX	+	152143291	152143479	152091847	152091920	152153840	152153914
282	"ENSMUSG00000041649"	"Klf8"	chrX	+	152153840	152153914	152143291	152143479	152165504	152166066
284	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150949929	150949959	150927192	150928175	150963992	150964088
285	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150949929	150949959	150927192	150928175	150985903	150986165
286	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150949929	150949959	150927192	150928175	150991765	150992661
287	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150963992	150964088	150927309	150928175	150985903	150986165
288	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150963992	150964088	150927309	150928175	150991765	150992661
289	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150963992	150964088	150949929	150949959	150976861	150977597
290	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150963992	150964088	150949929	150949959	150985903	150986165
291	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150963992	150964088	150949929	150949959	150991765	150992661
294	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150963992	150964088	150961959	150962086	150991765	150992661
295	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150985903	150986165	150961959	150962086	150986927	150987000
296	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150986927	150987329	150961959	150962086	150991765	150992661
297	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150995017	150995140	150994205	150994367	150996282	150996449
298	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150999336	150999435	150998496	150998636	151001872	151001972
299	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150999336	150999462	150998496	150998636	151001872	151001972
301	"ENSMUSG00000041133"	"Smc1a"	chrX	+	150824322	150824464	150820586	150820693	150829655	150829801
302	"ENSMUSG00000041133"	"Smc1a"	chrX	+	150829655	150829801	150824322	150824464	150829890	150830044
303	"ENSMUSG00000041133"	"Smc1a"	chrX	+	150829890	150830044	150824322	150824464	150830853	150830964
304	"ENSMUSG00000041133"	"Smc1a"	chrX	+	150841774	150841931	150830853	150830964	150842353	150842508
305	"ENSMUSG00000041133"	"Smc1a"	chrX	+	150844288	150844399	150843971	150844041	150844721	150845690
306	"ENSMUSG00000025260"	"Hsd17b10"	chrX	+	150785273	150785438	150784840	150784930	150786356	150786521
307	"ENSMUSG00000025260"	"Hsd17b10"	chrX	+	150786618	150786777	150786356	150786521	150786857	150786966
308	"ENSMUSG00000025260"	"Hsd17b10"	chrX	+	150786648	150786777	150786356	150786521	150786857	150786966
309	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150584149	150584362	150583878	150583942	150586171	150586345
310	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150586171	150586345	150583878	150583942	150589271	150589403
311	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150586171	150586345	150584149	150584362	150587441	150587507
312	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150586171	150586345	150584149	150584362	150589271	150589403
313	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150586464	150586565	150586171	150586345	150589271	150589403
316	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150587441	150587536	150586256	150586565	150589271	150589403
317	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150587441	150587536	150586256	150586565	150589715	150589856
318	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150587441	150587536	150586256	150586565	150618219	150618272
320	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150587441	150587536	150586653	150586798	150589271	150589403
321	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150587441	150587536	150586653	150586798	150589715	150589856
322	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589267	150589403	150583878	150583942	150589715	150589856
323	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589267	150589403	150584309	150584362	150589715	150589856
325	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589267	150589403	150586657	150586798	150589715	150589856
326	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589267	150589403	150587441	150587536	150589715	150589856
327	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589271	150589403	150583878	150583942	150589715	150589856
328	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589271	150589403	150584309	150584362	150589715	150589856
329	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589271	150589403	150586464	150586565	150589715	150589856
330	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589271	150589403	150586657	150586798	150589715	150589856
331	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589271	150589403	150587441	150587536	150589715	150589856
332	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589715	150589856	150584309	150584362	150618219	150618272
333	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589715	150589856	150586238	150586565	150618219	150618272
334	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589715	150589856	150586238	150586565	150623051	150623104
335	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589715	150589856	150587441	150587536	150618219	150618272
336	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150618219	150618288	150586238	150586565	150623051	150623150
337	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150618219	150618288	150589715	150589856	150623051	150623150
339	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150625998	150626151	150589715	150589856	150633712	150633775
340	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150635470	150635548	150633712	150633775	150636394	150636442
341	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150636394	150636442	150635470	150635548	150636519	150636588
342	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150636519	150636588	150636394	150636442	150637137	150637237
344	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150653454	150653512	150647557	150647769	150659808	150659903
345	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150654475	150654652	150653454	150653512	150657528	150657774
346	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150654475	150654652	150653454	150653512	150659808	150659903
347	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150657528	150657774	150653454	150653512	150659808	150659903
348	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150657528	150657774	150654475	150654652	150659808	150659903
349	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150659290	150659424	150657528	150657774	150659808	150659903
350	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150664073	150664196	150663495	150663712	150665487	150665725
351	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150674735	150675094	150674012	150674172	150676818	150677014
352	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150687349	150687498	150686824	150686997	150688351	150688427
353	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150688351	150688427	150687349	150687498	150691723	150691952
354	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150689260	150689359	150688351	150688427	150689946	150690080
355	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150689260	150689359	150688351	150688427	150691723	150691952
356	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150689946	150690080	150688351	150688427	150691723	150691952
357	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150689946	150690080	150688351	150688427	150691726	150691952
358	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150689946	150690080	150689260	150689359	150691723	150691952
359	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150690271	150690440	150689946	150690080	150691723	150691952
360	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150690271	150690440	150689946	150690080	150691726	150691952
361	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150693096	150693251	150692855	150692945	150695204	150695250
362	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150704041	150704157	150702571	150703181	150704257	150704414
363	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150705691	150705894	150705327	150705460	150706474	150706602
364	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150710626	150710785	150707657	150707757	150711148	150711394
366	"ENSMUSG00000041229"	"Phf8"	chrX	+	150381498	150381632	150380895	150380981	150382269	150382580
367	"ENSMUSG00000041229"	"Phf8"	chrX	+	150408187	150408297	150403859	150403955	150413145	150413482
368	"ENSMUSG00000025262"	"Fam120c"	chrX	+	150182670	150182799	150164906	150164989	150211912	150212012
369	"ENSMUSG00000025262"	"Fam120c"	chrX	+	150211912	150212012	150182670	150182799	150212832	150212909
370	"ENSMUSG00000025262"	"Fam120c"	chrX	+	150246964	150247174	150240717	150240832	150248278	150248480
371	"ENSMUSG00000025262"	"Fam120c"	chrX	+	150250794	150250852	150250295	150250434	150252471	150254838
372	"ENSMUSG00000041245"	"Wnk3"	chrX	+	150084561	150084770	150078359	150078970	150092277	150092480
373	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149873591	149873777	149870090	149873410	149874671	149874763
374	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149873591	149873777	149870090	149873410	149879160	149879251
375	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149873591	149873777	149870090	149873410	149879424	149879539
376	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149873600	149873777	149870089	149873410	149874671	149874763
377	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149873600	149873777	149870089	149873410	149879160	149879251
378	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149873600	149873777	149870089	149873410	149879424	149879539
379	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149874671	149874763	149870089	149873410	149879160	149879251
380	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149874671	149874763	149870089	149873410	149879424	149879539
381	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149874671	149874763	149873591	149873777	149879160	149879251
382	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149874671	149874763	149873591	149873777	149879424	149879539
383	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149879160	149879251	149872687	149873410	149879424	149879519
384	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149879160	149879251	149873591	149873777	149879424	149879519
386	"ENSMUSG00000025265"	"Fgd1"	chrX	+	149869515	149869641	149869105	149869211	149869815	149869977
387	"ENSMUSG00000025265"	"Fgd1"	chrX	+	149870963	149871107	149869815	149869977	149871598	149872517
388	"ENSMUSG00000025271"	"Pfkfb1"	chrX	+	149372791	149373080	149371940	149372040	149391581	149391707
389	"ENSMUSG00000025271"	"Pfkfb1"	chrX	+	149372948	149373080	149371940	149372040	149391581	149391707
391	"ENSMUSG00000042225"	"Ammecr1"	chrX	-	141695168	141695279	141661105	141661220	141749203	141749724
393	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141115187	141115379	141111843	141111958	141116665	141116740
394	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141115187	141115379	141111843	141111958	141121879	141122052
395	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141116665	141116740	141111843	141111958	141121879	141122052
396	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141116665	141116740	141115187	141115379	141121879	141122052
397	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141124330	141124402	141122945	141123085	141126069	141126193
398	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141126302	141126453	141126069	141126193	141128423	141128562
399	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141134374	141134611	141133955	141134133	141143382	141143432
400	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141134374	141134614	141133955	141134133	141143382	141143432
401	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141134374	141134904	141133955	141134133	141143382	141143432
402	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141143382	141143432	141126302	141126453	141173300	141173500
403	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141143382	141143432	141134374	141134614	141173300	141173500
404	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141143382	141143432	141134374	141134904	141173300	141173500
405	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141143382	141143480	141126302	141126453	141173300	141173340
406	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141143382	141143480	141134374	141134904	141173300	141173340
407	"ENSMUSG00000042271"	"Nxt2"	chrX	+	141012519	141012606	141011172	141011377	141019779	141019924
408	"ENSMUSG00000000266"	"Mid2"	chrX	+	139593815	139593911	139578776	139579460	139637183	139637291
409	"ENSMUSG00000031433"	"Rbm41"	chrX	-	138855655	138855803	138790259	138791325	138868944	138869348
410	"ENSMUSG00000031433"	"Rbm41"	chrX	-	138868944	138869348	138855655	138855803	138894046	138894251
416	"ENSMUSG00000031428"	"Zcchc18"	chrX	+	135894455	135894510	135893907	135894153	135894679	135894819
420	"ENSMUSG00000087368"	"BC065397"	chrX	+	135661166	135661324	135660604	135660667	135662739	135662837
421	"ENSMUSG00000087368"	"BC065397"	chrX	+	135661166	135661324	135660604	135660667	135689269	135689366
422	"ENSMUSG00000087368"	"BC065397"	chrX	+	135662739	135662837	135660604	135660667	135689269	135689366
423	"ENSMUSG00000087368"	"BC065397"	chrX	+	135662739	135662837	135661166	135661324	135689269	135689366
425	"ENSMUSG00000031422"	"Morf4l2"	chrX	-	135636294	135636371	135633690	135635250	135641958	135642101
426	"ENSMUSG00000031422"	"Morf4l2"	chrX	-	135636294	135636371	135633690	135635250	135643572	135643667
427	"ENSMUSG00000031422"	"Morf4l2"	chrX	-	135640553	135640643	135633701	135635250	135641958	135642098
429	"ENSMUSG00000031422"	"Morf4l2"	chrX	-	135640553	135640643	135636294	135636371	135641958	135642098
430	"ENSMUSG00000031422"	"Morf4l2"	chrX	-	135640553	135640643	135636294	135636371	135643572	135643638
433	"ENSMUSG00000046432"	"Bex3"	chrX	+	135171558	135171631	135171001	135171150	135172011	135172727
434	"ENSMUSG00000046432"	"Bex3"	chrX	+	135171558	135171631	135171001	135171150	135172057	135172713
435	"ENSMUSG00000042712"	"Tceal9"	chrX	+	135146449	135146515	135145827	135145976	135147084	135147888
438	"ENSMUSG00000042750"	"Bex2"	chrX	-	134968348	134968421	134967312	134967956	134968799	134968985
441	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134645247	134645324	134643481	134643727	134649404	134649531
442	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134698301	134698378	134697697	134697786	134698536	134698613
443	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134698301	134698378	134697697	134697786	134698771	134698843
444	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134698536	134698613	134697697	134697786	134698771	134698843
445	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134698536	134698613	134698301	134698378	134698771	134698843
446	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134698771	134698843	134698536	134698613	134699139	134699222
447	"ENSMUSG00000031410"	"Nxf7"	chrX	-	134483832	134484015	134480703	134480764	134484471	134484538
448	"ENSMUSG00000031410"	"Nxf7"	chrX	-	134486029	134486098	134485889	134485945	134486514	134486551
450	"ENSMUSG00000031410"	"Nxf7"	chrX	-	134489324	134489408	134489121	134489226	134489679	134489729
452	"ENSMUSG00000031410"	"Nxf7"	chrX	-	134494561	134494642	134490065	134490219	134499426	134499507
460	"ENSMUSG00000033460"	"Armcx1"	chrX	+	133620143	133620252	133619668	133619741	133620375	133620474
461	"ENSMUSG00000033460"	"Armcx1"	chrX	+	133620143	133620252	133619668	133619857	133620375	133620474
464	"ENSMUSG00000000223"	"Drp2"	chrX	+	133331223	133331380	133329062	133329226	133332279	133332400
465	"ENSMUSG00000000223"	"Drp2"	chrX	+	133340668	133340870	133339567	133339642	133341083	133341169
467	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132961693	132961863	132960082	132960171	132962442	132962579
468	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132962442	132962579	132961693	132961863	132963116	132963236
469	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132962442	132962579	132961693	132961863	132967009	132967133
470	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132963116	132963236	132961693	132961863	132967009	132967133
471	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132963116	132963236	132962442	132962579	132967009	132967133
472	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132963346	132963484	132963116	132963236	132967009	132967133
474	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132973163	132973223	132970593	132970656	132973962	132974026
475	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132973426	132973513	132973163	132973223	132973884	132974026
476	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132973426	132973513	132973163	132973223	132973962	132974026
489	"ENSMUSG00000025592"	"Dach2"	chrX	+	112729645	112729711	112727319	112727466	112745095	112745275
490	"ENSMUSG00000025531"	"Chm"	chrX	-	111981613	111981718	111979275	111979339	111989834	111989912
492	"ENSMUSG00000025531"	"Chm"	chrX	-	112049032	112049157	112025985	112026123	112050410	112050483
493	"ENSMUSG00000025531"	"Chm"	chrX	-	112050410	112050483	112025985	112026123	112069200	112069267
494	"ENSMUSG00000025531"	"Chm"	chrX	-	112069200	112069267	112025712	112026127	112095137	112095206
495	"ENSMUSG00000025531"	"Chm"	chrX	-	112069200	112069267	112050410	112050483	112095137	112095206
497	"ENSMUSG00000025665"	"Rps6ka6"	chrX	-	110309904	110309966	110308277	110308395	110314374	110314536
498	"ENSMUSG00000025665"	"Rps6ka6"	chrX	-	110309904	110309981	110308277	110308395	110314374	110314536
499	"ENSMUSG00000025665"	"Rps6ka6"	chrX	-	110355927	110355987	110348849	110348966	110372546	110372802
501	"ENSMUSG00000025665"	"Rps6ka6"	chrX	-	110372546	110372795	110348953	110348966	110396365	110396497
503	"ENSMUSG00000025665"	"Rps6ka6"	chrX	-	110372546	110372798	110348849	110348966	110396365	110396497
505	"ENSMUSG00000031246"	"Sh3bgrl"	chrX	+	108172906	108173016	108139114	108139243	108193520	108193706
506	"ENSMUSG00000031246"	"Sh3bgrl"	chrX	+	108172906	108173016	108157577	108157609	108193520	108193706
507	"ENSMUSG00000031245"	"Hmgn5"	chrX	-	108054159	108054213	108051767	108051902	108054462	108054492
508	"ENSMUSG00000031245"	"Hmgn5"	chrX	-	108054462	108054492	108054159	108054213	108055027	108055051
509	"ENSMUSG00000063663"	"Brwd3"	chrX	-	107792888	107793047	107780621	107787376	107793836	107793934
510	"ENSMUSG00000063663"	"Brwd3"	chrX	-	107829252	107829387	107827717	107827846	107833338	107833492
520	"ENSMUSG00000031226"	"Pbdc1"	chrX	+	104125543	104125684	104124976	104125036	104126299	104126411
521	"ENSMUSG00000033906"	"Zdhhc15"	chrX	-	103631906	103632027	103617774	103617844	103641697	103641792
