ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
32	"ENSMUSG00000025592"	"Dach2"	chrX	+	112724539	112724718	112724539	112724688	112724813	112724961	32	5,4,8	36,63,16	6,1,4	34,11,26	179	149	0.864333968803	1.0	0.104,0.05,0.294	0.128,0.07,0.114	0.045
35	"ENSMUSG00000097571"	"Jpx"	chrX	+	102546465	102546798	102546465	102546536	102561916	102561963	35	43,55,23	1,0,2	14,30,36	0,0,0	411	149	0.842250487207	1.0	0.94,1.0,0.807	1.0,1.0,1.0	-0.084
37	"ENSMUSG00000031297"	"Slc7a3"	chrX	-	100123706	100124477	100124313	100124477	100123305	100123414	37	888,1123,1037	0,5,0	796,797,876	2,0,0	756	149	1	1.0	1.0,0.978,1.0	0.987,1.0,1.0	-0.003
39	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73351277	73351867	73351277	73351476	73352681	73352781	39	3038,3795,3676	0,0,1	4256,5429,5699	0,0,7	540	149	1	1.0	1.0,1.0,0.999	1.0,1.0,0.996	0.001
40	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	73344929	73344970	73344929	73344964	73345541	73345627	40	1187,1201,911	26,17,47	1173,887,1018	43,27,30	155	149	0.329736992107	0.8404605820879463	0.978,0.985,0.949	0.963,0.969,0.97	0.003
41	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73332056	73332625	73332056	73332119	73332710	73332788	41	604,957,1015	67,64,38	1300,2037,2412	29,52,30	655	149	2.42815323404e-10	4.6726773797557246e-08	0.672,0.773,0.859	0.911,0.899,0.948	-0.151
42	"ENSMUSG00000031387"	"Renbp"	chrX	-	72973792	72973868	72973834	72973868	72973286	72973459	42	96,143,107	0,7,0	145,107,137	1,1,0	191	149	0.54488889831	1.0	1.0,0.941,1.0	0.991,0.988,1.0	-0.013
43	"ENSMUSG00000031387"	"Renbp"	chrX	-	72973792	72973868	72973834	72973868	72973610	72973686	43	501,728,574	49,79,59	646,569,620	32,50,39	191	149	0.00180212649389	0.020177263544317488	0.889,0.878,0.884	0.94,0.899,0.925	-0.038
44	"ENSMUSG00000002014"	"Ssr4"	chrX	+	72833405	72834030	72833405	72833480	72834259	72834432	44	2226,2567,1976	0,12,2	2083,1664,2112	0,0,0	699	149	0.848615079689	1.0	1.0,0.979,0.995	1.0,1.0,1.0	-0.009
45	"ENSMUSG00000019558"	"Slc6a8"	chrX	+	72723524	72723662	72723524	72723653	72723737	72723840	45	231,266,186	0,0,1	242,170,198	1,6,0	158	149	0.927163275441	1.0	1.0,1.0,0.994	0.996,0.964,1.0	0.011
46	"ENSMUSG00000019558"	"Slc6a8"	chrX	+	72723524	72723677	72723524	72723653	72723737	72723840	46	4,7,0	0,0,1	2,0,1	1,6,0	173	149	0.00279385989212	0.028866760428984832	1.0,1.0,0.0	0.633,0.0,1.0	0.122
48	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72257954	72258191	72257954	72258087	72258379	72258462	48	27,16,30	337,412,449	29,26,42	429,555,655	253	149	0.929291127464	1.0	0.045,0.022,0.038	0.038,0.027,0.036	0.001
49	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72258379	72258462	72258379	72258426	72258833	72258961	49	448,537,591	109,115,131	634,701,970	92,163,160	185	149	0.0457210695913	0.2241737602583817	0.768,0.79,0.784	0.847,0.776,0.83	-0.037
50	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72258379	72258462	72258379	72258426	72258846	72258961	50	246,301,341	0,2,12	336,385,576	6,5,8	185	149	0.906722046536	1.0	1.0,0.992,0.958	0.978,0.984,0.983	0.002
51	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72258379	72258462	72258379	72258426	72259646	72259715	51	234,279,330	4,4,4	322,376,567	4,0,9	185	149	0.523244109515	1.0	0.979,0.983,0.985	0.985,1.0,0.981	-0.006
52	"ENSMUSG00000073131"	"Vma21"	chrX	+	70860395	70860673	70860395	70860546	70863673	70863783	52	36,26,36	598,623,639	8,16,8	514,564,652	276	149	4.18896402898e-07	2.3031821866481108e-05	0.031,0.022,0.03	0.008,0.015,0.007	0.018
61	"ENSMUSG00000031066"	"Usp11"	chrX	+	20582985	20584043	20582985	20583192	20584232	20584511	61	656,1188,658	1,0,0	730,685,905	0,0,0	1000	149	1	1.0	0.99,1.0,1.0	1.0,1.0,1.0	-0.003
62	"ENSMUSG00000031060"	"Rbm10"	chrX	+	20511675	20511836	20511675	20511833	20512007	20512105	62	105,99,128	118,159,113	71,81,99	116,55,93	152	149	0.557652852269	1.0	0.466,0.379,0.526	0.375,0.591,0.511	-0.035
63	"ENSMUSG00000031012"	"Cask"	chrX	-	13652157	13652288	13652175	13652288	13580904	13581010	63	39,60,30	347,449,339	24,39,28	257,252,276	167	149	0.933711554429	1.0	0.091,0.107,0.073	0.077,0.121,0.083	-0.003
64	"ENSMUSG00000031169"	"Porcn"	chrX	-	8064444	8065391	8065305	8065391	8064213	8064324	64	30,58,55	20,34,16	30,47,36	28,22,11	1010	149	0.746670496827	1.0	0.181,0.201,0.336	0.136,0.24,0.326	0.005
65	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8009485	8009571	8009489	8009571	8008606	8009194	65	2871,2860,2471	3844,4127,3212	2210,2106,2437	2426,2555,2646	153	149	0.029718737619	0.16281849311192348	0.421,0.403,0.428	0.47,0.445,0.473	-0.045
66	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8010086	8010918	8010811	8010918	8009896	8009990	66	10279,10486,9666	0,0,2	7676,7034,8311	3,0,0	874	149	1	1.0	1.0,1.0,0.999	0.998,1.0,1.0	0.0
67	"ENSMUSG00000031156"	"Slc35a2"	chrX	+	7750571	7750747	7750571	7750672	7751987	7752170	67	0,2,1	846,940,832	2,5,4	771,743,777	224	149	1	1.0	0.0,0.001,0.001	0.002,0.004,0.003	-0.002
68	"ENSMUSG00000031156"	"Slc35a2"	chrX	+	7751987	7752170	7751987	7752131	7755850	7756002	68	625,785,663	1,1,2	508,623,575	0,0,1	188	149	1	1.0	0.998,0.998,0.996	1.0,1.0,0.998	-0.002
69	"ENSMUSG00000031156"	"Slc35a2"	chrX	+	7758378	7759654	7758378	7759106	7760429	7760703	69	596,762,606	49,47,43	686,680,751	60,42,49	697	149	0.989500420712	1.0	0.722,0.776,0.751	0.71,0.776,0.766	-0.001
70	"ENSMUSG00000031154"	"Otud5"	chrX	+	7733905	7734077	7733905	7734062	7734161	7734310	70	6,21,12	581,589,460	4,13,8	535,415,464	164	149	0.236713205947	0.6737771209810638	0.009,0.031,0.023	0.007,0.028,0.015	0.004
72	"ENSMUSG00000031148"	"Gpkow"	chrX	+	7571538	7571671	7571538	7571611	7572249	7572388	72	342,328,244	0,8,0	227,251,294	0,0,0	209	149	0.869185811957	1.0	1.0,0.967,1.0	1.0,1.0,1.0	-0.011
73	"ENSMUSG00000031146"	"Plp2"	chrX	-	7535653	7535997	7535841	7535997	7535165	7535256	73	3811,3900,2969	0,0,0	3582,3581,3923	1,0,0	337	149	1	1.0	1.0,1.0,1.0	0.999,1.0,1.0	0.0
74	"ENSMUSG00000035173"	"Ccdc186"	chr19	-	56796409	56796622	56796492	56796622	56790316	56790421	74	64,135,79	1,0,0	99,83,106	0,0,0	232	149	1	1.0	0.976,1.0,1.0	1.0,1.0,1.0	-0.008
75	"ENSMUSG00000035173"	"Ccdc186"	chr19	-	56796409	56796622	56796492	56796622	56795397	56795517	75	343,424,281	32,27,23	297,345,353	4,28,10	232	149	0.00203032838803	0.02232636109551561	0.873,0.91,0.887	0.979,0.888,0.958	-0.052
79	"ENSMUSG00000025036"	"Sfxn2"	chr19	+	46576373	46578640	46576373	46576449	46578922	46578989	79	218,261,204	0,8,0	240,241,267	0,0,0	2340	149	0.000707216684285	0.009853032447572465	1.0,0.675,1.0	1.0,1.0,1.0	-0.108
80	"ENSMUSG00000025225"	"Nfkb2"	chr19	+	46294721	46294965	46294721	46294803	46295209	46295308	80	249,450,262	0,0,0	231,161,252	0,0,5	311	149	0.913666234924	1.0	1.0,1.0,1.0	1.0,1.0,0.96	0.013
81	"ENSMUSG00000025224"	"Gbf1"	chr19	+	46268976	46269182	46268976	46269170	46271473	46271624	81	256,344,210	451,536,378	201,202,204	396,345,458	161	149	0.160589102005	0.5333739644624795	0.344,0.373,0.34	0.32,0.351,0.292	0.031
82	"ENSMUSG00000038754"	"Elovl3"	chr19	+	46120335	46120706	46120335	46120612	46121562	46121694	82	7,2,4	0,13,3	4,1,0	0,0,0	243	149	1	1.0	1.0,0.086,0.45	1.0,1.0,NA	-0.488
83	"ENSMUSG00000025217"	"Btrc"	chr19	+	45352525	45352713	45352525	45352581	45394983	45395025	83	15,17,13	5,1,0	16,20,15	0,0,3	281	149	0.0266189389524	0.1492890947804	0.614,0.9,1.0	1.0,1.0,0.726	-0.071
84	"ENSMUSG00000025217"	"Btrc"	chr19	+	45352525	45352713	45352525	45352581	45411571	45411679	84	26,37,19	8,4,0	29,27,34	0,2,5	281	149	0.243540284924	0.6840147886259609	0.633,0.831,1.0	1.0,0.877,0.783	-0.065
85	"ENSMUSG00000036097"	"Slf2"	chr19	+	44929897	44931378	44929897	44930865	44931887	44931958	85	272,504,590	69,95,64	363,616,622	102,86,98	662	149	0.795130035972	1.0	0.47,0.544,0.675	0.445,0.617,0.588	0.013
87	"ENSMUSG00000025200"	"Cwf19l1"	chr19	-	44115804	44115923	44115855	44115923	44113246	44113331	87	190,176,176	3,0,0	176,149,168	0,0,0	200	149	1	1.0	0.979,1.0,1.0	1.0,1.0,1.0	-0.007
89	"ENSMUSG00000049164"	"Zfp518a"	chr19	+	40883148	40883234	40883148	40883230	40885527	40885609	89	2,2,6	0,0,0	3,4,8	1,0,0	153	149	1	1.0	1.0,1.0,1.0	0.745,1.0,1.0	0.085
90	"ENSMUSG00000024989"	"Cep55"	chr19	+	38045857	38045990	38045857	38045928	38046236	38046431	90	233,292,271	45,23,19	215,287,320	28,26,44	211	149	0.619913390761	1.0	0.785,0.9,0.91	0.844,0.886,0.837	0.009
91	"ENSMUSG00000024989"	"Cep55"	chr19	+	38045857	38046014	38045857	38045928	38046236	38046431	91	195,286,244	45,23,19	211,255,293	28,26,44	235	149	0.698348942573	1.0	0.733,0.887,0.891	0.827,0.861,0.809	0.005
92	"ENSMUSG00000024989"	"Cep55"	chr19	+	38045857	38046014	38045857	38045990	38046236	38046431	92	63,106,71	101,112,98	82,72,106	86,104,133	173	149	0.726173135226	1.0	0.349,0.449,0.384	0.451,0.374,0.407	-0.017
93	"ENSMUSG00000039652"	"Cpeb3"	chr19	-	37116461	37116621	37116530	37116621	37103731	37103788	93	16,21,5	28,28,22	17,9,16	19,17,25	218	149	0.385227470615	0.9262062339884152	0.281,0.339,0.134	0.379,0.266,0.304	-0.065
95	"ENSMUSG00000024776"	"Stambpl1"	chr19	+	34169628	34170031	34169628	34169995	34197586	34197666	95	205,224,154	133,180,128	160,136,161	161,132,175	185	149	0.0136445211685	0.09335884595069222	0.554,0.501,0.492	0.445,0.453,0.426	0.074
96	"ENSMUSG00000097855"	"A930007I19Rik"	chr19	-	29498173	29498369	29498247	29498369	29487548	29487729	96	1,10,4	0,4,0	11,3,10	0,0,0	223	149	0.276037392603	0.7461976574404187	1.0,0.626,1.0	1.0,1.0,1.0	-0.125
97	"ENSMUSG00000059363"	"Fxn"	chr19	-	24249667	24249831	24249710	24249831	24244665	24244763	97	3,10,4	437,394,354	4,8,2	301,341,325	192	149	1	1.0	0.005,0.019,0.009	0.01,0.018,0.005	0.0
99	"ENSMUSG00000052387"	"Trpm3"	chr19	+	22903259	22903470	22903259	22903434	22955655	22955806	99	3,3,1	19,34,7	0,6,3	16,14,28	185	149	0.721162986456	1.0	0.113,0.066,0.103	0.0,0.257,0.079	-0.018
101	"ENSMUSG00000046230"	"Vps13a"	chr19	-	16722149	16722321	16722187	16722321	16720359	16720422	101	108,113,108	6,0,0	156,149,218	0,1,2	187	149	0.595733116015	1.0	0.935,1.0,1.0	1.0,0.992,0.989	-0.015
108	"ENSMUSG00000048832"	"Vps37c"	chr19	+	10666114	10666347	10666114	10666343	10683573	10683672	108	79,98,80	155,209,118	82,51,51	126,84,126	153	149	0.949587643798	1.0	0.332,0.313,0.398	0.388,0.372,0.283	0.0
109	"ENSMUSG00000034445"	"Cyb561a3"	chr19	+	10554814	10555257	10554814	10554927	10556345	10556438	109	181,213,148	0,0,0	169,181,226	0,2,0	479	149	1	1.0	1.0,1.0,1.0	1.0,0.966,1.0	0.011
110	"ENSMUSG00000035735"	"Dagla"	chr19	-	10248351	10248563	10248374	10248563	10247080	10247182	110	191,290,222	0,6,0	165,145,131	4,0,0	172	149	1	1.0	1.0,0.977,1.0	0.973,1.0,1.0	0.001
111	"ENSMUSG00000024660"	"Incenp"	chr19	-	9855040	9855612	9855491	9855612	9853953	9854180	111	638,958,646	14,18,4	577,518,527	0,3,2	600	149	3.58989518945e-06	0.00016019256939589204	0.919,0.93,0.976	1.0,0.977,0.985	-0.046
112	"ENSMUSG00000071653"	"1810009A15Rik"	chr19	+	8866487	8867091	8866487	8866612	8867366	8867464	112	38,73,55	1128,1087,999	94,83,136	971,882,1047	628	149	9.50176048953e-09	9.437393724923507e-07	0.008,0.016,0.013	0.022,0.022,0.03	-0.012
113	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8713350	8713661	8713350	8713457	8715017	8715093	113	2878,3243,2572	3,10,13	1724,1725,1833	3,5,0	353	149	1	1.0	0.998,0.993,0.988	0.996,0.993,1.0	-0.003
114	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8713350	8713661	8713350	8713457	8715211	8715358	114	141,186,136	0,4,0	86,76,88	0,0,0	353	149	0.675563503344	1.0	1.0,0.952,1.0	1.0,1.0,1.0	-0.016
115	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8715211	8715358	8715211	8715226	8715516	8715618	115	3854,4394,3347	13,32,13	2351,2325,2540	0,2,0	281	149	0.831600391019	1.0	0.994,0.986,0.993	1.0,0.998,1.0	-0.008
116	"ENSMUSG00000010095"	"Slc3a2"	chr19	-	8690093	8690267	8690229	8690267	8689197	8689292	116	22022,24792,19474	0,1,0	16355,13758,16247	0,0,0	285	149	1	1.0	1.0,1.0,1.0	1.0,1.0,1.0	0.0
117	"ENSMUSG00000024764"	"Naa40"	chr19	-	7211468	7212523	7212427	7212523	7207552	7207648	117	561,709,527	3,3,1	448,455,566	1,6,0	1108	149	0.936306409778	1.0	0.962,0.969,0.986	0.984,0.911,1.0	0.007
118	"ENSMUSG00000024960"	"Plcb3"	chr19	-	6942874	6942952	6942876	6942952	6942664	6942765	118	1,5,10	952,1112,1019	3,4,12	1132,1022,1029	151	149	1	1.0	0.001,0.004,0.01	0.003,0.004,0.011	-0.001
119	"ENSMUSG00000118668"	"Rps6ka4"	chr19	-	6817701	6817773	6817747	6817773	6816827	6817046	119	379,375,379	32,21,20	347,254,298	20,26,19	195	149	0.564459201203	1.0	0.9,0.932,0.935	0.93,0.882,0.923	0.011
120	"ENSMUSG00000024949"	"Sf1"	chr19	+	6424039	6424317	6424039	6424313	6424578	6424638	120	180,201,177	1605,1422,1293	144,111,141	1252,1119,1394	153	149	0.0504591345313	0.2390210388028811	0.098,0.121,0.118	0.101,0.088,0.09	0.019
121	"ENSMUSG00000024826"	"Dpf2"	chr19	-	5954174	5954346	5954267	5954346	5953758	5953800	121	40,52,57	497,580,368	67,75,43	378,378,339	242	149	0.000783276534484	0.010671276326001043	0.047,0.052,0.087	0.098,0.109,0.072	-0.031
122	"ENSMUSG00000024668"	"Sdhaf2"	chr19	-	10494532	10494750	10494683	10494750	10494343	10494453	122	781,914,667	155,113,114	677,651,823	91,93,105	300	149	0.122546335268	0.44975356394451904	0.714,0.801,0.744	0.787,0.777,0.796	-0.034
123	"ENSMUSG00000024818"	"Slc25a45"	chr19	+	5930112	5930188	5930112	5930184	5930467	5930653	123	4,0,8	96,128,87	7,0,6	102,86,93	153	149	0.734633461059	1.0	0.039,0.0,0.082	0.063,0.0,0.059	-0.0
125	"ENSMUSG00000092341"	"Malat1"	chr19	-	5850728	5852699	5851860	5852699	5850556	5850604	125	18506,28464,29614	0,0,2	30072,41440,47481	0,0,0	1281	149	1	1.0	1.0,1.0,0.999	1.0,1.0,1.0	-0.0
126	"ENSMUSG00000092341"	"Malat1"	chr19	-	5852265	5852699	5852425	5852699	5851805	5852089	126	2388,3676,3773	4,4,0	3389,5565,6258	1,3,1	309	149	1	1.0	0.997,0.998,1.0	0.999,0.999,1.0	-0.001
127	"ENSMUSG00000092341"	"Malat1"	chr19	-	5852182	5852699	5852390	5852699	5851805	5852099	127	3520,5307,5328	5,5,5	4985,7833,9170	18,25,12	357	149	1	1.0	0.997,0.998,0.998	0.991,0.992,0.997	0.004
129	"ENSMUSG00000024937"	"Ehbp1l1"	chr19	-	5767689	5770435	5769975	5770435	5767066	5767224	129	574,752,656	38,52,51	611,579,747	62,55,82	2435	149	0.00909535701122	0.06921334369459524	0.48,0.469,0.44	0.376,0.392,0.358	0.088
130	"ENSMUSG00000024937"	"Ehbp1l1"	chr19	-	5767689	5770435	5770212	5770435	5767066	5767224	130	667,873,771	4,6,0	744,703,897	0,1,3	2672	149	0.0477018801238	0.23021017069150498	0.903,0.89,1.0	1.0,0.975,0.943	-0.042
131	"ENSMUSG00000024937"	"Ehbp1l1"	chr19	-	5769975	5770435	5770212	5770435	5767066	5767224	131	131,173,166	4,6,0	195,179,232	0,1,3	386	149	0.0166192838308	0.10795522133973248	0.927,0.918,1.0	1.0,0.986,0.968	-0.036
133	"ENSMUSG00000024883"	"Rin1"	chr19	+	5101228	5101496	5101228	5101282	5101585	5101658	133	593,682,522	11,18,3	404,331,397	0,5,7	363	149	0.0640477548496	0.28497548725710753	0.957,0.94,0.986	1.0,0.965,0.959	-0.014
134	"ENSMUSG00000034108"	"Ccs"	chr19	-	4884200	4884338	4884267	4884338	4883368	4883475	134	81,92,72	0,5,0	73,87,74	0,0,0	216	149	0.577106449837	1.0	1.0,0.927,1.0	1.0,1.0,1.0	-0.024
135	"ENSMUSG00000034108"	"Ccs"	chr19	-	4884200	4884338	4884221	4884338	4883368	4883546	135	273,290,250	2,5,7	239,228,245	1,2,3	170	149	0.208842366229	0.6316558404902661	0.992,0.981,0.969	0.995,0.99,0.986	-0.01
136	"ENSMUSG00000034108"	"Ccs"	chr19	-	4884200	4884338	4884267	4884338	4883368	4883546	136	344,367,306	0,2,3	309,294,308	0,0,0	216	149	1	1.0	1.0,0.992,0.986	1.0,1.0,1.0	-0.007
137	"ENSMUSG00000034108"	"Ccs"	chr19	-	4884221	4884338	4884267	4884338	4883368	4883546	137	73,82,63	0,2,3	71,68,66	0,0,0	195	149	0.526682455018	1.0	1.0,0.969,0.941	1.0,1.0,1.0	-0.03
139	"ENSMUSG00000024889"	"Rce1"	chr19	-	4674687	4674791	4674712	4674791	4672618	4673270	139	15,14,9	0,1,0	20,11,16	0,0,0	174	149	1	1.0	1.0,0.923,1.0	1.0,1.0,1.0	-0.026
140	"ENSMUSG00000024889"	"Rce1"	chr19	-	4674687	4674791	4674712	4674791	4674041	4674179	140	15,16,9	16,23,9	21,12,16	4,2,13	174	149	0.00319451146407	0.03183139416786903	0.445,0.373,0.461	0.818,0.837,0.513	-0.296
141	"ENSMUSG00000024889"	"Rce1"	chr19	-	4674687	4674791	4674712	4674791	4674041	4674209	141	136,131,85	839,849,691	111,109,107	614,499,662	174	149	0.0496466402409	0.2366284911791503	0.122,0.117,0.095	0.134,0.158,0.122	-0.027
142	"ENSMUSG00000024858"	"Grk2"	chr19	-	4337585	4338013	4337850	4338013	4337380	4337494	142	1040,1006,771	0,2,0	780,727,757	0,0,0	414	149	1	1.0	1.0,0.995,1.0	1.0,1.0,1.0	-0.002
143	"ENSMUSG00000024858"	"Grk2"	chr19	-	4341266	4341669	4341617	4341669	4340799	4340899	143	1176,1275,950	2,0,1	900,886,989	0,0,0	500	149	1	1.0	0.994,1.0,0.996	1.0,1.0,1.0	-0.003
144	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4314341	4315177	4315130	4315177	4313935	4314136	144	157,160,129	0,0,0	261,246,275	0,0,2	938	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.956	0.015
145	"ENSMUSG00000031310"	"Zmym3"	chrX	-	100453217	100453386	100453238	100453386	100452759	100452911	145	222,262,206	19,20,35	317,344,386	19,36,45	170	149	0.544238409594	1.0	0.911,0.92,0.838	0.936,0.893,0.883	-0.014
147	"ENSMUSG00000031310"	"Zmym3"	chrX	-	100461878	100462558	100462400	100462558	100460892	100460936	147	941,1098,1038	18,19,19	1051,1036,1211	23,24,18	671	149	0.674499043422	1.0	0.921,0.928,0.924	0.91,0.906,0.937	0.007
148	"ENSMUSG00000024824"	"Rad9a"	chr19	-	4247337	4247585	4247475	4247585	4247111	4247249	148	298,379,298	1,10,3	202,186,181	1,0,0	287	149	0.027058187815	0.1512017427992468	0.994,0.952,0.981	0.991,1.0,1.0	-0.021
149	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4177055	4177131	4177055	4177120	4177548	4177638	149	398,610,434	1049,1387,937	366,356,378	829,790,822	160	149	0.566130437035	1.0	0.261,0.291,0.301	0.291,0.296,0.3	-0.011
150	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4177055	4177131	4177055	4177120	4177575	4177638	150	30,36,27	13,30,8	19,29,19	4,8,13	160	149	0.336338272755	0.849862042577566	0.682,0.528,0.759	0.816,0.771,0.576	-0.065
151	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4177548	4177835	4177548	4177638	4181227	4181281	151	646,864,504	9,3,0	598,548,641	6,6,10	346	149	0.0325235569957	0.1749363688524518	0.969,0.992,1.0	0.977,0.975,0.965	0.015
152	"ENSMUSG00000059734"	"Ndufs8"	chr19	-	3962466	3962734	3962469	3962734	3961688	3961746	152	107,156,136	21,29,12	106,116,133	23,12,20	152	149	0.957165597063	1.0	0.833,0.841,0.917	0.819,0.905,0.867	0.0
153	"ENSMUSG00000056153"	"Socs6"	chr18	-	88905332	88905457	88905336	88905457	88905115	88905189	153	50,42,45	5,5,0	28,30,43	5,5,0	153	149	0.529170354116	1.0	0.907,0.891,1.0	0.845,0.854,1.0	0.033
154	"ENSMUSG00000033016"	"Nfatc1"	chr18	-	80678616	80679291	80678905	80679291	80649419	80651240	154	48,72,29	14,22,14	67,44,75	24,14,12	438	149	0.412278318952	0.9602040509196703	0.538,0.527,0.413	0.487,0.517,0.68	-0.069
155	"ENSMUSG00000025420"	"Katnal2"	chr18	-	77085294	77085386	77085307	77085386	77082089	77082200	155	92,109,99	3,0,1	101,103,81	2,1,5	162	149	0.183276293849	0.5775923324064186	0.966,1.0,0.989	0.979,0.99,0.937	0.016
156	"ENSMUSG00000025420"	"Katnal2"	chr18	-	77099679	77099800	77099685	77099800	77098642	77098741	156	120,104,86	54,100,53	120,89,97	48,52,57	155	149	0.243294766199	0.6840147886259609	0.681,0.5,0.609	0.706,0.622,0.621	-0.053
158	"ENSMUSG00000024560"	"Cxxc1"	chr18	+	74352201	74352638	74352201	74352309	74352908	74353116	158	1047,1258,893	2,0,0	772,759,887	0,0,0	478	149	1	1.0	0.994,1.0,1.0	1.0,1.0,1.0	-0.002
159	"ENSMUSG00000024515"	"Smad4"	chr18	-	73782796	73782980	73782933	73782980	73781955	73782124	159	1204,1174,919	2,0,0	1030,909,1013	0,0,0	286	149	1	1.0	0.997,1.0,1.0	1.0,1.0,1.0	-0.001
