ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
17	"ENSMUSG00000025271"	"Pfkfb1"	chrX	+	149372791	149373080	149372948	149373080	149371940	149372040	17	26,18,19	50,79,57	16,20,33	25,31,40	298	149	0.00167925788923	0.017346700207860805	0.206,0.102,0.143	0.242,0.244,0.292	-0.109
20	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141134374	141134614	141134374	141134611	141143382	141143432	20	326,363,416	104,113,111	594,440,795	136,120,144	152	149	0.0131917440195	0.08140193965878967	0.754,0.759,0.786	0.811,0.782,0.844	-0.046
21	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141134374	141134904	141134374	141134611	141143382	141143432	21	1308,1755,1795	104,113,111	2784,2287,3206	136,120,144	298	149	0.00297460925324	0.026365242399227103	0.863,0.886,0.89	0.911,0.905,0.918	-0.032
22	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141134374	141134904	141134374	141134614	141143382	141143432	22	1287,1737,1782	304,341,396	2725,2243,3135	532,395,714	298	149	0.357158451457	0.8407388765613195	0.679,0.718,0.692	0.719,0.74,0.687	-0.019
23	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141134374	141134614	141134374	141134611	141173300	141173500	23	22,22,20	0,0,1	65,45,81	0,0,0	152	149	1	1.0	1.0,1.0,0.951	1.0,1.0,1.0	-0.016
25	"ENSMUSG00000046432"	"Bex3"	chrX	+	135172011	135172727	135172016	135172727	135171558	135171631	25	10494,12443,11612	371,464,437	9131,8772,9645	390,380,461	154	149	0.0371979774572	0.1740878908525659	0.965,0.963,0.963	0.958,0.957,0.953	0.008
27	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132973884	132974026	132973962	132974026	132970593	132970656	27	329,412,465	58,53,59	251,279,280	57,46,80	227	149	0.00226779216375	0.02157879426175774	0.788,0.836,0.838	0.743,0.799,0.697	0.074
28	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132973884	132974026	132973962	132974026	132973163	132973223	28	337,424,454	95,128,123	207,272,224	67,69,73	227	149	0.739306624639	1.0	0.7,0.685,0.708	0.67,0.721,0.668	0.011
29	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132973884	132974026	132973962	132974026	132973426	132973513	29	291,323,381	176,187,192	196,234,240	262,236,263	227	149	1.31914923429e-10	1.6518322363036243e-08	0.52,0.531,0.566	0.329,0.394,0.375	0.173
31	"ENSMUSG00000025665"	"Rps6ka6"	chrX	-	110309904	110309981	110309904	110309966	110314374	110314536	31	101,127,97	45,49,59	53,58,97	60,46,61	164	149	0.00492254204561	0.03840779766285979	0.671,0.702,0.599	0.445,0.534,0.591	0.134
32	"ENSMUSG00000025665"	"Rps6ka6"	chrX	-	110372546	110372798	110372546	110372795	110372967	110373152	32	84,55,78	7,6,16	43,62,84	12,2,4	152	149	0.304626073557	0.7624697371243301	0.922,0.9,0.827	0.778,0.968,0.954	-0.017
33	"ENSMUSG00000025665"	"Rps6ka6"	chrX	-	110372546	110372798	110372546	110372795	110396365	110396497	33	12,10,4	2,0,0	0,7,6	0,0,5	152	149	1	1.0	0.855,1.0,1.0	NA,1.0,0.541	0.181
36	"ENSMUSG00000031314"	"Taf1"	chrX	+	100584365	100584607	100584428	100584607	100582673	100582793	36	219,257,290	88,81,62	203,283,207	82,101,98	212	149	0.0505491207687	0.21644636032235678	0.636,0.69,0.767	0.635,0.663,0.598	0.066
41	"ENSMUSG00000035062"	"Zc4h2"	chrX	-	94685769	94685964	94685769	94685932	94686913	94687086	41	0,0,0	53,54,42	0,0,4	41,57,110	181	149	1	1.0	0.0,0.0,0.0	0.0,0.0,0.029	-0.01
44	"ENSMUSG00000035476"	"Tab3"	chrX	+	84652995	84653190	84652998	84653190	84619155	84619216	44	19,34,43	1,0,0	19,35,40	8,0,5	152	149	4.85707927049e-05	0.0009817419281376244	0.949,1.0,1.0	0.7,1.0,0.887	0.121
45	"ENSMUSG00000035476"	"Tab3"	chrX	+	84652995	84653190	84652998	84653190	84637257	84637360	45	34,24,39	0,0,1	27,27,55	2,0,0	152	149	1	1.0	1.0,1.0,0.975	0.93,1.0,1.0	0.015
50	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73353995	73354140	73354085	73354140	73353568	73353740	50	3354,4321,4558	0,3,0	4832,5685,5968	0,2,0	239	149	1	1.0	1.0,0.999,1.0	1.0,0.999,1.0	0.0
51	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73331783	73332119	73332056	73332119	73331624	73331705	51	687,783,805	0,0,0	1017,1537,1656	0,1,0	298	149	1	1.0	1.0,1.0,1.0	1.0,0.999,1.0	0.0
52	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73332053	73332119	73332056	73332119	73331783	73331825	52	37,45,64	192,297,266	12,28,32	131,158,159	152	149	0.241358507212	0.6528633171898883	0.159,0.129,0.191	0.082,0.148,0.165	0.028
53	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73332534	73332625	73332589	73332625	73332267	73332320	53	53,85,69	0,1,0	109,117,175	5,11,4	204	149	6.50617993244e-05	0.0012371380656721095	1.0,0.984,1.0	0.941,0.886,0.97	0.062
54	"ENSMUSG00000031392"	"Irak1"	chrX	-	73060735	73061117	73060735	73061036	73061506	73061623	54	247,256,266	2,2,0	249,217,213	0,0,0	230	149	1	1.0	0.988,0.988,1.0	1.0,1.0,1.0	-0.008
55	"ENSMUSG00000031392"	"Irak1"	chrX	-	73060735	73061117	73060735	73061036	73061735	73061972	55	590,587,663	32,9,20	462,447,443	5,9,25	230	149	0.475708832094	1.0	0.923,0.977,0.956	0.984,0.97,0.92	-0.006
57	"ENSMUSG00000031392"	"Irak1"	chrX	-	73066078	73066270	73066078	73066267	73066454	73066558	57	163,268,239	57,134,107	180,138,180	69,75,73	152	149	0.970085936986	1.0	0.737,0.662,0.686	0.719,0.643,0.707	0.005
58	"ENSMUSG00000031392"	"Irak1"	chrX	-	73066454	73066671	73066454	73066558	73066971	73067139	58	37,46,59	0,0,5	67,77,121	4,2,6	262	149	0.258013438355	0.6810703951360144	1.0,1.0,0.87	0.905,0.956,0.92	0.03
62	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72258833	72258961	72258846	72258961	72258379	72258426	62	146,170,183	2,19,9	100,185,186	6,5,8	162	149	0.171923161673	0.5226693875172373	0.985,0.892,0.949	0.939,0.971,0.955	-0.013
63	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72258833	72258961	72258846	72258961	72258379	72258462	63	289,338,296	21,24,25	321,351,433	15,13,13	162	149	0.00071540696177	0.00870355294248147	0.927,0.928,0.916	0.952,0.961,0.968	-0.037
64	"ENSMUSG00000015217"	"Hmgb3"	chrX	+	70601658	70601813	70601662	70601813	70599533	70599796	64	293,264,308	2,7,0	190,163,170	0,2,3	153	149	0.973496044345	1.0	0.993,0.973,1.0	1.0,0.988,0.982	-0.001
65	"ENSMUSG00000015217"	"Hmgb3"	chrX	+	70601658	70601813	70601662	70601813	70599595	70599843	65	8,8,21	1,0,0	16,5,3	0,0,0	153	149	1	1.0	0.886,1.0,1.0	1.0,1.0,1.0	-0.038
67	"ENSMUSG00000062070"	"Pgk1"	chrX	+	105243722	105243942	105243762	105243942	105243252	105243367	67	1,0,0	1887,2496,2492	1,1,0	1666,1631,1881	189	149	1	1.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0
68	"ENSMUSG00000054626"	"Xlr"	chrX	-	52798109	52798235	52798109	52798187	52799590	52799673	68	91,95,143	23,8,18	92,131,140	14,17,30	197	149	0.597888001259	1.0	0.75,0.9,0.857	0.833,0.854,0.779	0.014
69	"ENSMUSG00000054626"	"Xlr"	chrX	-	52798109	52798235	52798109	52798187	52799598	52799663	69	305,318,370	238,391,373	296,354,373	256,275,281	197	149	0.0646481964623	0.25889535151127	0.492,0.381,0.429	0.467,0.493,0.501	-0.053
71	"ENSMUSG00000036916"	"Zfp280c"	chrX	-	47667256	47667433	47667256	47667406	47677579	47677626	71	68,76,98	88,88,114	104,141,159	114,110,105	176	149	0.0173806443125	0.09903687891273584	0.395,0.422,0.421	0.436,0.52,0.562	-0.093
72	"ENSMUSG00000036916"	"Zfp280c"	chrX	-	47667256	47667433	47667256	47667406	47680549	47680638	72	11,8,20	2,2,0	17,19,3	0,7,0	176	149	0.184424632708	0.5474566315740809	0.823,0.772,1.0	1.0,0.697,1.0	-0.034
73	"ENSMUSG00000031095"	"Cul4b"	chrX	-	37634372	37634493	37634372	37634477	37635568	37635761	73	5,0,0	187,220,224	0,0,0	224,198,247	165	149	1	1.0	0.024,0.0,0.0	0.0,0.0,0.0	0.008
74	"ENSMUSG00000016308"	"Ube2a"	chrX	+	36146251	36146340	36146260	36146340	36145309	36145399	74	543,681,620	2,2,0	506,422,496	1,0,1	158	149	1	1.0	0.996,0.997,1.0	0.998,1.0,0.998	-0.001
76	"ENSMUSG00000054737"	"Zfp182"	chrX	-	20926741	20926767	20926741	20926762	20928176	20928291	76	0,1,0	0,0,0	2,2,4	1,1,5	154	149	1	1.0	NA,1.0,NA	0.659,0.659,0.436	0.415
77	"ENSMUSG00000054737"	"Zfp182"	chrX	-	20926741	20926796	20926741	20926762	20928176	20928291	77	31,85,37	0,0,0	52,58,42	1,1,5	183	149	0.0537105360921	0.22602450188265688	1.0,1.0,1.0	0.977,0.979,0.872	0.057
78	"ENSMUSG00000054737"	"Zfp182"	chrX	-	20926741	20926796	20926741	20926767	20928176	20928291	78	31,85,37	0,1,0	52,58,42	2,2,4	178	149	0.0119890851114	0.0762725687260565	1.0,0.986,1.0	0.956,0.96,0.898	0.057
79	"ENSMUSG00000001127"	"Araf"	chrX	+	20724980	20725112	20725004	20725112	20724632	20724751	79	307,358,350	16,8,4	324,323,333	8,7,5	173	149	0.304850332347	0.7624697371243301	0.943,0.975,0.987	0.972,0.975,0.983	-0.008
80	"ENSMUSG00000031066"	"Usp11"	chrX	+	20578564	20579221	20579075	20579221	20578268	20578399	80	239,459,372	0,0,1	390,374,496	0,4,0	298	149	1	1.0	1.0,1.0,0.995	1.0,0.979,1.0	0.005
82	"ENSMUSG00000008035"	"Mid1ip1"	chrX	+	10584222	10585929	10584225	10585929	10583628	10583943	82	573,562,608	1943,2266,2183	311,307,315	1515,1471,1658	152	149	0.000998529396708	0.011520112185840162	0.224,0.196,0.214	0.168,0.17,0.157	0.046
83	"ENSMUSG00000031169"	"Porcn"	chrX	-	8070434	8070627	8070434	8070556	8071803	8071972	83	38,42,46	0,7,3	74,59,43	2,4,3	220	149	0.555951962643	1.0	1.0,0.803,0.912	0.962,0.909,0.907	-0.021
84	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8009485	8009571	8009485	8009568	8009896	8009990	84	5307,6690,7113	4625,5668,5478	3770,3686,4167	2918,2745,3058	152	149	0.240220330463	0.6518452307595359	0.529,0.536,0.56	0.559,0.568,0.572	-0.025
85	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8009485	8009571	8009485	8009568	8010811	8010918	85	35,46,41	8,0,4	27,38,31	0,0,0	152	149	7.78017778351e-05	0.0014361795070096444	0.811,1.0,0.909	1.0,1.0,1.0	-0.093
86	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8010086	8010918	8010086	8010186	8011193	8011311	86	6996,7464,7818	1,4,4	3816,3426,3938	4,1,0	298	149	1	1.0	1.0,0.999,0.999	0.998,0.999,1.0	0.0
87	"ENSMUSG00000031166"	"Wdr13"	chrX	-	7997623	7997864	7997623	7997830	7998525	7998605	87	378,471,438	47,33,37	325,340,398	24,43,38	183	149	0.651655593645	1.0	0.868,0.921,0.906	0.917,0.866,0.895	0.006
89	"ENSMUSG00000031156"	"Slc35a2"	chrX	+	7758378	7759106	7758968	7759106	7755850	7756002	89	544,632,649	1,2,0	598,573,687	6,1,1	298	149	1	1.0	0.996,0.994,1.0	0.98,0.997,0.997	0.005
90	"ENSMUSG00000031154"	"Otud5"	chrX	+	7733753	7734062	7733905	7734062	7722542	7722636	90	856,900,1071	5,1,2	865,810,792	1,0,0	298	149	1	1.0	0.988,0.998,0.996	0.998,1.0,1.0	-0.005
91	"ENSMUSG00000097785"	"B230217O12Rik"	chr19	-	57313027	57313229	57313027	57313225	57348445	57349301	91	11,13,26	0,0,0	13,2,10	0,0,3	153	149	0.720143408297	1.0	1.0,1.0,1.0	1.0,1.0,0.764	0.079
93	"ENSMUSG00000024978"	"Gpam"	chr19	-	55063973	55064111	55063973	55064107	55064722	55064800	93	135,158,118	1,2,3	106,93,97	0,0,0	153	149	0.841035683451	1.0	0.992,0.987,0.975	1.0,1.0,1.0	-0.015
94	"ENSMUSG00000025024"	"Smndc1"	chr19	-	53371987	53372166	53371987	53372149	53372884	53373027	94	131,197,155	969,1082,1184	123,90,120	925,825,1135	166	149	0.022880684869	0.12117873080358413	0.108,0.14,0.105	0.107,0.089,0.087	0.023
95	"ENSMUSG00000025231"	"Sufu"	chr19	+	46441597	46441754	46441600	46441754	46439329	46439402	95	98,187,218	200,240,239	86,113,120	189,181,195	152	149	0.132145707165	0.4315751021533778	0.324,0.433,0.472	0.308,0.38,0.376	0.055
96	"ENSMUSG00000025224"	"Gbf1"	chr19	+	46256829	46256955	46256858	46256955	46256431	46256555	96	394,478,579	8,9,10	470,375,412	12,7,9	178	149	0.552531919892	1.0	0.976,0.978,0.98	0.97,0.978,0.975	0.004
97	"ENSMUSG00000025200"	"Cwf19l1"	chr19	-	44120524	44120603	44120524	44120587	44121438	44121523	97	150,190,176	110,87,67	149,120,147	63,58,72	165	149	0.601560206573	1.0	0.552,0.664,0.703	0.681,0.651,0.648	-0.02
98	"ENSMUSG00000025193"	"Cutc"	chr19	+	43751311	43751445	43751341	43751445	43749127	43749163	98	149,185,154	14,8,16	96,114,138	17,14,12	179	149	0.0634038655222	0.2549063786930108	0.899,0.951,0.889	0.825,0.871,0.905	0.046
100	"ENSMUSG00000025159"	"Mms19"	chr19	-	41937893	41938276	41937893	41938020	41938419	41938522	100	224,272,310	0,0,0	324,292,398	0,1,0	298	149	1	1.0	1.0,1.0,1.0	1.0,0.993,1.0	0.002
101	"ENSMUSG00000025159"	"Mms19"	chr19	-	41939190	41939290	41939190	41939285	41940845	41941001	101	301,294,372	2,0,0	381,349,493	3,2,2	154	149	1	1.0	0.993,1.0,1.0	0.992,0.994,0.996	0.004
102	"ENSMUSG00000025159"	"Mms19"	chr19	-	41942355	41942456	41942355	41942453	41942904	41942986	102	140,106,107	99,127,178	97,86,85	178,139,171	152	149	0.0151212328506	0.08985232575807917	0.581,0.45,0.371	0.348,0.378,0.328	0.116
103	"ENSMUSG00000025159"	"Mms19"	chr19	-	41943857	41944035	41943857	41944012	41944261	41944400	103	13,17,21	297,310,318	14,32,34	326,348,384	172	149	0.105444809514	0.3699433207780123	0.037,0.045,0.054	0.036,0.074,0.071	-0.015
104	"ENSMUSG00000025159"	"Mms19"	chr19	-	41944261	41944422	41944261	41944400	41944947	41945025	104	8,18,11	233,199,303	5,8,9	195,254,281	171	149	0.0533037933781	0.22468117832772197	0.029,0.073,0.031	0.022,0.027,0.027	0.019
105	"ENSMUSG00000025159"	"Mms19"	chr19	-	41951388	41951517	41951388	41951473	41951839	41951909	105	664,956,878	12,5,11	937,837,914	8,14,20	193	149	0.182239149471	0.5426422934626876	0.977,0.993,0.984	0.989,0.979,0.972	0.005
106	"ENSMUSG00000025159"	"Mms19"	chr19	-	41951839	41951909	41951839	41951897	41952301	41952376	106	647,723,735	4,8,4	852,727,865	14,9,24	161	149	0.00219055684392	0.021204328515540567	0.993,0.988,0.994	0.983,0.987,0.971	0.011
107	"ENSMUSG00000025157"	"Zdhhc16"	chr19	+	41927158	41927275	41927246	41927275	41926802	41926891	107	57,70,52	316,334,429	68,83,83	209,225,277	237	149	6.25970133172e-07	2.5505798918294033e-05	0.102,0.116,0.071	0.17,0.188,0.159	-0.076
108	"ENSMUSG00000025157"	"Zdhhc16"	chr19	+	41928038	41928172	41928126	41928172	41927246	41927275	108	467,622,680	0,0,0	435,438,514	0,1,0	237	149	1	1.0	1.0,1.0,1.0	1.0,0.996,1.0	0.001
109	"ENSMUSG00000025154"	"Arhgap19"	chr19	-	41769596	41769788	41769596	41769743	41770769	41770835	109	244,342,386	42,42,25	293,214,293	22,28,10	194	149	0.0333297391237	0.16038546967331413	0.817,0.862,0.922	0.911,0.854,0.957	-0.04
116	"ENSMUSG00000024989"	"Cep55"	chr19	+	38061745	38062869	38061748	38062869	38060212	38060338	116	405,459,484	13,6,10	365,434,513	1,6,6	152	149	0.0177093762185	0.10046401934340221	0.968,0.987,0.979	0.997,0.986,0.988	-0.012
118	"ENSMUSG00000041180"	"Hectd2"	chr19	+	36578828	36578928	36578831	36578928	36576995	36577119	118	65,68,75	56,64,42	59,37,41	59,52,37	152	149	0.102293039241	0.3625097354015321	0.532,0.51,0.636	0.495,0.411,0.521	0.084
119	"ENSMUSG00000041180"	"Hectd2"	chr19	+	36578828	36578928	36578869	36578928	36576995	36577119	119	90,106,92	0,0,2	77,63,62	0,0,0	190	149	1	1.0	1.0,1.0,0.973	1.0,1.0,1.0	-0.009
120	"ENSMUSG00000041180"	"Hectd2"	chr19	+	36578831	36578928	36578869	36578928	36576995	36577119	120	81,102,59	0,0,2	77,78,58	0,0,0	187	149	1	1.0	1.0,1.0,0.959	1.0,1.0,1.0	-0.014
121	"ENSMUSG00000041180"	"Hectd2"	chr19	+	36586655	36586823	36586664	36586823	36583785	36583874	121	7,5,8	153,238,202	14,18,8	183,185,241	158	149	0.0131500215492	0.08137157200316386	0.041,0.019,0.036	0.067,0.084,0.03	-0.028
122	"ENSMUSG00000024805"	"Pcgf5"	chr19	+	36414702	36414762	36414705	36414762	36414554	36414610	122	151,246,263	5,9,8	228,216,163	9,19,7	152	149	0.0483005710723	0.21020424366416526	0.967,0.964,0.97	0.961,0.918,0.958	0.021
127	"ENSMUSG00000118038"	"Gm9895"	chr19	+	29046392	29046918	29046521	29046918	29044635	29044982	127	19,26,18	1,0,0	2,14,5	0,0,7	278	149	0.0166222590661	0.09610211491594302	0.911,1.0,1.0	1.0,1.0,0.277	0.211
128	"ENSMUSG00000041360"	"Pum3"	chr19	-	27376281	27376504	27376281	27376500	27377078	27377221	128	623,780,777	3,0,5	577,683,793	1,7,0	153	149	1	1.0	0.995,1.0,0.993	0.998,0.99,1.0	0.0
129	"ENSMUSG00000041360"	"Pum3"	chr19	-	27397417	27397521	27397417	27397517	27398696	27398871	129	788,941,952	0,1,0	780,814,812	1,0,0	153	149	1	1.0	1.0,0.999,1.0	0.999,1.0,1.0	0.0
136	"ENSMUSG00000047368"	"Abhd17b"	chr19	+	21658231	21658411	21658353	21658411	21655716	21656186	136	887,890,1024	10,6,3	889,769,941	3,3,9	271	149	0.814059002982	1.0	0.98,0.988,0.995	0.994,0.993,0.983	-0.002
146	"ENSMUSG00000024735"	"Prpf19"	chr19	+	10876289	10876488	10876346	10876488	10874866	10875016	146	60,71,82	3,5,5	74,69,74	7,4,2	206	149	0.939596187745	1.0	0.935,0.911,0.922	0.884,0.926,0.964	-0.002
147	"ENSMUSG00000024735"	"Prpf19"	chr19	+	10876289	10876488	10876346	10876488	10875180	10875257	147	410,489,563	1941,2276,2356	324,331,362	1244,1151,1357	206	149	0.0319730699404	0.1557397922903355	0.133,0.135,0.147	0.159,0.172,0.162	-0.026
148	"ENSMUSG00000035735"	"Dagla"	chr19	-	10232170	10232426	10232170	10232313	10233024	10233105	148	6,6,1	57,76,53	2,9,13	52,53,78	262	149	0.0552980163605	0.23081302113398944	0.056,0.043,0.011	0.021,0.088,0.087	-0.029
151	"ENSMUSG00000071647"	"Eml3"	chr19	+	8908407	8908668	8908410	8908668	8908162	8908334	151	171,180,227	112,128,147	147,141,142	127,128,133	152	149	0.0179652778124	0.10157900472341586	0.599,0.58,0.602	0.532,0.519,0.511	0.073
152	"ENSMUSG00000071649"	"B3gat3"	chr19	+	8902901	8903262	8903067	8903262	8899169	8899344	152	1081,1173,1376	194,174,197	1046,938,1170	210,167,191	298	149	0.169503130568	0.5186108893540596	0.736,0.771,0.777	0.714,0.737,0.754	0.026
154	"ENSMUSG00000071657"	"Bscl2"	chr19	+	8825030	8825346	8825277	8825346	8824769	8824911	154	537,714,709	4,5,9	753,536,678	1,3,2	298	149	0.162109784567	0.5028831625178115	0.985,0.986,0.975	0.997,0.989,0.994	-0.011
155	"ENSMUSG00000024963"	"Dnajc4"	chr19	-	6966790	6966955	6966790	6966952	6967048	6967233	155	183,249,264	40,51,62	271,214,288	60,54,54	152	149	0.971599906805	1.0	0.818,0.827,0.807	0.816,0.795,0.839	0.001
156	"ENSMUSG00000024963"	"Dnajc4"	chr19	-	6968085	6968199	6968085	6968179	6969526	6969640	156	5,5,5	439,460,478	6,3,13	457,449,459	169	149	0.478775202698	1.0	0.01,0.009,0.009	0.011,0.006,0.024	-0.004
157	"ENSMUSG00000024963"	"Dnajc4"	chr19	-	6968085	6968199	6968085	6968179	6969916	6969940	157	3,1,1	8,48,41	5,2,6	14,17,25	169	149	0.00370015140034	0.031141929982533702	0.248,0.018,0.021	0.239,0.094,0.175	-0.074
158	"ENSMUSG00000024963"	"Dnajc4"	chr19	-	6969526	6969689	6969526	6969640	6969916	6969940	158	68,90,99	138,168,167	50,66,80	178,170,166	198	149	0.0135963475733	0.08276718115597084	0.271,0.287,0.308	0.174,0.226,0.266	0.067
159	"ENSMUSG00000024955"	"Esrra"	chr19	-	6891446	6891660	6891446	6891563	6897430	6897767	159	72,86,56	860,1130,1115	73,76,80	809,763,923	246	149	0.0269507000808	0.13635458644247186	0.048,0.044,0.03	0.052,0.057,0.05	-0.012
160	"ENSMUSG00000024953"	"Prdx5"	chr19	-	6884433	6884495	6884433	6884488	6884609	6884648	160	1687,1903,1916	3,5,0	1627,1674,1786	0,0,1	156	149	1	1.0	0.998,0.997,1.0	1.0,1.0,0.999	-0.001
161	"ENSMUSG00000024949"	"Sf1"	chr19	+	6424039	6424313	6424158	6424313	6423650	6423783	161	3824,4462,5487	0,0,0	3700,3813,4010	0,3,0	268	149	1	1.0	1.0,1.0,1.0	1.0,0.999,1.0	0.0
162	"ENSMUSG00000024949"	"Sf1"	chr19	+	6424554	6424638	6424578	6424638	6424039	6424313	162	3,2,9	1373,1713,1892	7,5,10	1252,1119,1394	173	149	1	1.0	0.002,0.001,0.004	0.005,0.004,0.006	-0.003
163	"ENSMUSG00000024949"	"Sf1"	chr19	+	6424578	6424638	6424583	6424638	6424039	6424317	163	177,177,236	0,0,0	164,128,169	0,0,4	154	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.976	0.008
164	"ENSMUSG00000024949"	"Sf1"	chr19	+	6424748	6424928	6424849	6424928	6424578	6424638	164	2642,3101,3700	9,8,5	2576,2467,2550	7,1,4	250	149	1	1.0	0.994,0.996,0.998	0.995,0.999,0.997	-0.001
166	"ENSMUSG00000024833"	"Pola2"	chr19	-	6011118	6011243	6011118	6011214	6013853	6014197	166	390,448,435	71,61,82	281,288,254	56,36,33	178	149	0.440783348327	0.9637911883776908	0.821,0.86,0.816	0.808,0.87,0.866	-0.016
167	"ENSMUSG00000024826"	"Dpf2"	chr19	-	5952390	5952519	5952390	5952462	5952658	5952796	167	1901,2377,2271	4,15,3	2073,1866,2067	10,4,6	206	149	1	1.0	0.997,0.991,0.998	0.993,0.997,0.996	0.0
168	"ENSMUSG00000024826"	"Dpf2"	chr19	-	5954267	5954346	5954267	5954340	5954481	5954574	168	1541,2098,1933	0,0,0	1722,1457,1631	1,0,7	155	149	1	1.0	1.0,1.0,1.0	0.999,1.0,0.996	0.002
170	"ENSMUSG00000024941"	"Scyl1"	chr19	-	5809298	5809370	5809298	5809367	5809692	5809832	170	260,283,292	15,17,26	256,238,255	29,26,21	152	149	0.0519751550546	0.220128522702432	0.944,0.942,0.917	0.896,0.9,0.922	0.028
