ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
22	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156338592	156338687	156341880	156342061	156337878	156338074	156344378	156344497	22	379,543,371	294,412,345	470,473,517	504,472,564	330	244	0.00989886126683	0.09002708464466846	0.488,0.494,0.443	0.408,0.426,0.404	0.062
23	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156338592	156338687	156344378	156344497	156337878	156338074	156351136	156351812	23	13,6,1	286,410,345	1,8,3	497,466,538	268	244	0.180745405152	0.5196613636190014	0.04,0.013,0.003	0.002,0.015,0.005	0.011
24	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156338592	156338687	156344378	156344497	156337878	156338074	156355854	156355982	24	249,353,319	291,413,341	390,350,468	502,469,538	268	244	0.324431952304	0.6780177715436987	0.438,0.438,0.46	0.414,0.405,0.442	0.025
25	"ENSMUSG00000071708"	"Sms"	chrX	-	156248819	156248884	156249393	156249487	156244956	156245132	156252983	156253104	25	702,829,684	294,398,433	519,493,501	311,326,392	243	214	0.00619716924695	0.06519396675552927	0.678,0.647,0.582	0.595,0.571,0.53	0.07
26	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996933	153997028	153997130	153996127	153996663	153998596	153998680	26	463,551,614	99,158,128	823,618,935	200,150,217	251	190	0.886946721784	1.0	0.78,0.725,0.784	0.757,0.757,0.765	0.003
27	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150963992	150964088	150986927	150987329	150961959	150962086	150991765	150992661	27	150,134,166	212,284,271	128,150,121	323,313,376	245	551	0.0028577475213	0.0381073368709737	0.614,0.515,0.579	0.471,0.519,0.42	0.099
28	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150587441	150587536	150589715	150589856	150586653	150586798	150618219	150618272	28	37,42,63	1254,1507,1582	33,23,24	1063,1004,1166	244	290	0.0801470178966	0.33499432693828984	0.034,0.032,0.045	0.036,0.027,0.024	0.008
29	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589715	150589856	150618219	150618288	150586322	150586565	150623051	150623150	29	1237,1528,1621	494,584,662	1108,1058,1189	466,470,530	290	218	0.295898913882	0.6499784220729207	0.653,0.663,0.648	0.641,0.629,0.628	0.022
30	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150661713	150661905	150664073	150664196	150659808	150659903	150665487	150665725	30	1632,1726,2062	471,559,662	1540,1538,1658	494,470,524	341	272	0.920707198611	1.0	0.734,0.711,0.713	0.713,0.723,0.716	0.002
31	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150704041	150704157	150704257	150704414	150702571	150703181	150705327	150705460	31	564,769,758	1351,1587,1748	610,627,745	1554,1692,1848	265	306	0.134244380823	0.44559773231361066	0.325,0.359,0.334	0.312,0.3,0.318	0.029
32	"ENSMUSG00000025262"	"Fam120c"	chrX	+	150182670	150182799	150211912	150212012	150164906	150164989	150212832	150212909	32	101,153,143	79,100,127	150,155,208	112,78,75	278	249	0.02138856216	0.14839331623497692	0.534,0.578,0.502	0.545,0.64,0.713	-0.095
33	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149873591	149873777	149874671	149874763	149870090	149873410	149879160	149879251	33	740,1043,975	778,880,834	438,378,605	474,327,497	241	335	0.956929870433	1.0	0.569,0.622,0.619	0.562,0.616,0.629	0.001
34	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149873600	149873777	149874671	149874763	149870089	149873410	149879160	149879251	34	740,1043,975	1972,2291,2204	438,378,605	1251,1136,1425	241	326	0.124011799667	0.4261428542218074	0.337,0.381,0.374	0.321,0.31,0.365	0.032
35	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149874671	149874763	149879160	149879251	149873600	149873777	149879424	149879539	35	1178,1524,1453	1423,1472,1529	828,647,851	880,802,901	240	241	0.640631486856	0.9068186781305562	0.454,0.51,0.488	0.486,0.448,0.487	0.01
36	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141134374	141134611	141143382	141143432	141133955	141134133	141173300	141173500	36	470,512,519	2017,2172,2363	699,679,804	3501,3141,4200	199	386	0.160602705867	0.48879911486556893	0.311,0.314,0.299	0.279,0.295,0.271	0.026
37	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141134374	141134614	141143382	141143432	141133955	141134133	141173300	141173500	37	470,512,519	2039,2194,2382	699,679,804	3566,3186,4281	199	389	0.136642764934	0.44855136952783514	0.311,0.313,0.299	0.277,0.294,0.269	0.028
38	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141134374	141134904	141143382	141143480	141133955	141134133	141173300	141173340	38	0,0,0	3141,3596,3829	2,0,0	5706,4935,6682	247	679	1	1.0	0.0,0.0,0.0	0.001,0.0,0.0	-0.0
39	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141134374	141134904	141143382	141143432	141133955	141134133	141173300	141173531	39	470,512,519	3141,3596,3829	699,679,804	5706,4935,6682	199	679	0.188357133241	0.5286550014885303	0.338,0.327,0.316	0.295,0.319,0.291	0.025
40	"ENSMUSG00000087368"	"BC065397"	chrX	+	135661166	135661324	135662739	135662837	135660604	135660667	135689269	135689366	40	42,38,32	44,60,74	40,70,70	38,55,57	307	247	0.00326173017006	0.04128579148753286	0.434,0.338,0.258	0.459,0.506,0.497	-0.144
41	"ENSMUSG00000031422"	"Morf4l2"	chrX	-	135636294	135636371	135640553	135640643	135633701	135635250	135641958	135642101	41	1051,1038,1457	3786,3279,4072	1226,1484,1589	3078,3717,3893	239	226	0.00514402088176	0.057257242140323975	0.208,0.23,0.253	0.274,0.274,0.278	-0.045
42	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134644190	134644271	134644311	134644363	134643481	134643727	134645247	134645324	42	386,423,310	211,248,176	404,385,472	110,120,131	230	201	1.12864351198e-09	2.2304862123392377e-07	0.615,0.598,0.606	0.762,0.737,0.759	-0.146
43	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134698301	134698378	134698536	134698613	134652693	134652766	134698771	134698843	43	2,0,0	139,155,174	7,8,2	211,240,272	226	226	0.0355521111644	0.2067937739375796	0.014,0.0,0.0	0.032,0.032,0.007	-0.019
44	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134698301	134698378	134698536	134698613	134697697	134697786	134698771	134698843	44	18,15,19	139,155,177	12,31,31	211,241,272	226	226	0.785366295445	0.9764404932072803	0.115,0.088,0.097	0.054,0.114,0.102	0.01
45	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134698536	134698613	134698771	134698843	134698301	134698378	134699139	134699222	45	78,64,53	164,133,135	79,59,50	189,256,223	226	221	0.00368066274983	0.04519695548715979	0.317,0.32,0.277	0.29,0.184,0.18	0.087
48	"ENSMUSG00000063663"	"Brwd3"	chrX	-	107868411	107868510	107868950	107869101	107849042	107849203	107876819	107876879	48	118,114,126	33,40,65	100,164,123	42,78,84	300	248	0.0846215920855	0.3465483757377599	0.747,0.702,0.616	0.663,0.635,0.548	0.073
49	"ENSMUSG00000033906"	"Zdhhc15"	chrX	-	103631906	103632027	103641697	103641792	103617774	103617844	103676189	103676216	49	190,258,292	121,120,132	229,276,274	119,140,95	244	270	0.374390953179	0.7218316748028181	0.635,0.704,0.71	0.68,0.686,0.761	-0.026
50	"ENSMUSG00000033906"	"Zdhhc15"	chrX	-	103631906	103632027	103676189	103676216	103617774	103617844	103714269	103714670	50	50,54,68	121,119,130	52,42,42	119,146,94	176	270	0.244910275581	0.5943013282797367	0.388,0.41,0.445	0.401,0.306,0.407	0.043
51	"ENSMUSG00000033906"	"Zdhhc15"	chrX	-	103641697	103641792	103676189	103676216	103631906	103632027	103714269	103714670	51	38,50,70	101,90,94	45,38,40	79,71,89	176	244	0.767330032175	0.9691952375101327	0.343,0.435,0.508	0.441,0.426,0.384	0.012
52	"ENSMUSG00000031320"	"Rps4x"	chrX	-	101229108	101229266	101230001	101230173	101228546	101228737	101230960	101231058	52	51642,59438,61413	13677,17847,18518	64660,61198,76060	20235,18684,23298	321	307	0.421811411203	0.759613216155985	0.783,0.761,0.76	0.753,0.758,0.757	0.012
53	"ENSMUSG00000031314"	"Taf1"	chrX	+	100584365	100584607	100586069	100586288	100582673	100582793	100586656	100586875	53	242,259,299	469,527,632	226,297,228	484,648,551	391	368	0.332224591241	0.6869363813272976	0.327,0.316,0.308	0.305,0.301,0.28	0.022
54	"ENSMUSG00000031314"	"Taf1"	chrX	+	100584428	100584607	100586069	100586288	100582673	100582793	100586656	100586875	54	111,83,71	469,527,632	105,115,119	484,648,551	328	368	0.0958871524681	0.37203780787736196	0.21,0.15,0.112	0.196,0.166,0.195	-0.028
55	"ENSMUSG00000015668"	"Pdzd11"	chrX	-	99667188	99667249	99667467	99667566	99666488	99667033	99668138	99668195	55	516,588,461	115,154,192	325,296,337	116,87,108	248	210	0.46460544786	0.7932427889126471	0.792,0.764,0.67	0.703,0.742,0.725	0.019
56	"ENSMUSG00000025151"	"Maged1"	chrX	-	93583460	93584153	93584856	93584930	93582212	93582887	93585497	93585596	56	8133,8188,10063	22432,22983,29403	9010,7931,9301	26461,23664,26887	223	842	0.650595207321	0.9113090767220209	0.578,0.574,0.564	0.562,0.559,0.566	0.01
57	"ENSMUSG00000035476"	"Tab3"	chrX	+	84619155	84619216	84637257	84637360	84617755	84617771	84652998	84653190	57	15,19,20	1,0,1	14,24,38	2,0,0	210	252	1	1.0	0.947,1.0,0.96	0.894,1.0,1.0	0.004
58	"ENSMUSG00000031197"	"Vbp1"	chrX	+	74560694	74560819	74564968	74565035	74557904	74558034	74566865	74566964	58	5178,6306,6074	1623,1780,2009	7077,7900,8755	2249,2771,2842	274	216	0.402716501045	0.7458924296570433	0.716,0.736,0.704	0.713,0.692,0.708	0.014
59	"ENSMUSG00000031197"	"Vbp1"	chrX	+	74564968	74565035	74566865	74566964	74560694	74560819	74574690	74574829	59	814,977,928	2038,2281,2394	928,972,1275	2899,3172,3894	216	248	0.00571268040675	0.06167888820734313	0.314,0.33,0.308	0.269,0.26,0.273	0.05
60	"ENSMUSG00000031201"	"Brcc3"	chrX	+	74490761	74490893	74491408	74491452	74481541	74481597	74493574	74493751	60	275,343,326	41,31,17	196,220,312	25,26,31	281	193	0.344378477963	0.6968444821639795	0.822,0.884,0.929	0.843,0.853,0.874	0.022
61	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73350450	73350550	73350708	73350843	73350184	73350292	73351277	73351476	61	2112,2407,2139	1932,2365,2273	2235,2526,2654	2328,2803,2910	249	284	0.269521493883	0.6232040301753597	0.555,0.537,0.518	0.523,0.507,0.51	0.023
62	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	73342325	73342388	73343855	73343930	73341228	73341355	73344183	73344377	62	4,7,7	2484,2706,2357	6,4,7	2054,1922,2129	212	224	1	1.0	0.002,0.003,0.003	0.003,0.002,0.003	0.0
63	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	73344183	73344294	73345541	73345627	73341228	73341355	73345967	73346206	63	4,4,7	496,650,581	2,5,18	472,370,397	260	235	0.0629362500676	0.2932884626283135	0.007,0.006,0.011	0.004,0.012,0.039	-0.01
64	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	73344183	73344294	73345566	73345627	73343855	73343930	73345967	73346206	64	1545,1667,1429	302,456,380	1294,1218,1440	319,223,260	260	210	0.0533388347801	0.26522329166418374	0.805,0.747,0.752	0.766,0.815,0.817	-0.031
65	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	73345967	73346206	73346827	73346875	73345541	73345627	73346963	73347192	65	1335,1882,1760	267,326,308	1375,1208,1359	264,220,258	388	197	0.745698756906	0.960437571864645	0.717,0.746,0.744	0.726,0.736,0.728	0.006
66	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73327537	73327623	73331624	73331705	73327253	73327299	73331783	73331825	66	289,405,353	229,337,315	347,437,505	275,456,514	235	230	0.217626336084	0.5669869410066799	0.553,0.54,0.523	0.553,0.484,0.49	0.03
67	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73331624	73331705	73331783	73331825	73327253	73327299	73332056	73332119	67	0,0,0	59,72,58	0,1,0	30,36,17	230	191	1	1.0	0.0,0.0,0.0	0.0,0.023,0.0	-0.008
68	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73332053	73332119	73332710	73332788	73331783	73331825	73332904	73333091	68	17,20,37	282,310,336	3,14,18	308,547,544	215	227	6.95888747737e-08	7.298310764531517e-06	0.06,0.064,0.104	0.01,0.026,0.034	0.053
69	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73332056	73332119	73332710	73332788	73331783	73331825	73332904	73332954	69	63,132,100	282,310,336	51,51,77	308,547,544	212	227	3.00383606877e-09	4.749758017664317e-07	0.193,0.313,0.242	0.151,0.091,0.132	0.125
70	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73332267	73332320	73332589	73332625	73332053	73332119	73332710	73332788	70	231,282,262	19,21,28	170,223,226	76,110,173	202	185	0	0.0	0.918,0.925,0.896	0.672,0.65,0.545	0.291
71	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73332267	73332320	73332534	73332625	73332056	73332119	73332710	73332788	71	231,282,262	32,49,46	170,223,226	140,196,270	202	240	0	0.0	0.896,0.872,0.871	0.591,0.575,0.499	0.325
72	"ENSMUSG00000001964"	"Emd"	chrX	+	73299058	73299136	73299348	73299482	73298813	73298921	73300483	73300530	72	715,916,875	2881,3267,3584	544,441,494	1894,2050,2094	227	283	0.575362960427	0.8660440448468488	0.236,0.259,0.233	0.264,0.211,0.227	0.009
73	"ENSMUSG00000001964"	"Emd"	chrX	+	73299348	73299482	73300483	73300530	73299058	73299136	73300612	73300929	73	1539,2005,2245	610,692,816	1195,1186,1312	489,458,497	283	196	0.496057685976	0.8144131597891513	0.636,0.667,0.656	0.629,0.642,0.646	0.014
74	"ENSMUSG00000031392"	"Irak1"	chrX	-	73061735	73061972	73063505	73063571	73060735	73061117	73063933	73064141	74	226,211,236	555,597,658	152,172,195	406,374,435	215	386	0.204601720963	0.5512179523087062	0.422,0.388,0.392	0.402,0.452,0.446	-0.033
75	"ENSMUSG00000031392"	"Irak1"	chrX	-	73063505	73063571	73063933	73064141	73061735	73061972	73064548	73064667	75	690,867,1003	321,317,340	663,632,811	212,198,207	357	215	0.00774130891339	0.07563229373747378	0.564,0.622,0.64	0.653,0.658,0.702	-0.062
76	"ENSMUSG00000031392"	"Irak1"	chrX	-	73065454	73065569	73065790	73065855	73064548	73064667	73066454	73066558	76	5,1,8	307,347,407	5,5,5	287,267,312	214	264	0.504279017419	0.8223036238350758	0.02,0.004,0.024	0.021,0.023,0.019	-0.005
77	"ENSMUSG00000031392"	"Irak1"	chrX	-	73066078	73066267	73066454	73066671	73065843	73065855	73066971	73067139	77	32,42,52	465,551,636	54,69,91	400,392,533	366	338	1.25217662128e-07	1.1807221388546642e-05	0.06,0.066,0.07	0.111,0.14,0.136	-0.064
78	"ENSMUSG00000031387"	"Renbp"	chrX	-	72969821	72969953	72971418	72971594	72965956	72966044	72971884	72971966	78	387,458,543	100,136,114	530,493,625	128,105,116	325	281	0.136770789391	0.44882828012793685	0.77,0.744,0.805	0.782,0.802,0.823	-0.029
79	"ENSMUSG00000002006"	"Pdzd4"	chrX	-	72840435	72840498	72841799	72841898	72839981	72840083	72842363	72842454	79	109,136,183	158,191,177	124,118,120	142,138,157	248	212	0.832128132621	0.995122296793434	0.371,0.378,0.469	0.427,0.422,0.395	-0.009
80	"ENSMUSG00000002006"	"Pdzd4"	chrX	-	72840435	72840498	72841799	72841898	72839981	72840083	72867887	72868575	80	1,2,0	157,195,170	3,0,1	145,143,154	248	212	1	1.0	0.005,0.009,0.0	0.017,0.0,0.006	-0.003
81	"ENSMUSG00000002006"	"Pdzd4"	chrX	-	72841799	72841898	72842363	72842454	72840435	72840498	72843439	72843693	81	125,149,130	117,85,141	151,157,149	163,89,103	240	248	0.610853565654	0.8894104028223483	0.525,0.644,0.488	0.489,0.646,0.599	-0.026
82	"ENSMUSG00000002006"	"Pdzd4"	chrX	-	72841799	72841898	72843439	72843693	72840435	72840498	72867887	72868575	82	300,360,403	115,83,136	332,351,327	159,84,112	403	248	0.57898169999	0.868847677842119	0.616,0.727,0.646	0.562,0.72,0.642	0.022
83	"ENSMUSG00000002006"	"Pdzd4"	chrX	-	72842363	72842454	72843439	72843693	72841799	72841898	72867887	72868575	83	303,364,406	174,238,294	338,355,327	244,221,270	403	240	0.358340950492	0.7083521603203016	0.509,0.477,0.451	0.452,0.489,0.419	0.026
84	"ENSMUSG00000002014"	"Ssr4"	chrX	+	72832440	72832559	72833405	72833480	72830633	72830912	72833636	72833726	84	3429,3940,3391	1493,1761,1521	2532,2527,2847	1036,1007,1203	268	224	0.362053966501	0.7111008346449986	0.657,0.652,0.651	0.671,0.677,0.664	-0.017
85	"ENSMUSG00000002014"	"Ssr4"	chrX	+	72832443	72832559	72833405	72833480	72830667	72830912	72833636	72833726	85	1327,1423,1304	1493,1761,1521	1074,967,1103	1036,1007,1203	265	224	0.137266147158	0.449735881571541	0.429,0.406,0.42	0.467,0.448,0.437	-0.032
86	"ENSMUSG00000002014"	"Ssr4"	chrX	+	72833405	72833480	72833636	72833726	72830829	72832559	72833964	72834030	86	1735,1874,1593	850,1021,1070	1233,1188,1337	817,680,882	224	239	0.212150593147	0.5599598860721279	0.685,0.662,0.614	0.617,0.651,0.618	0.025
87	"ENSMUSG00000002014"	"Ssr4"	chrX	+	72833636	72833726	72833964	72834030	72833405	72833480	72834259	72834417	87	1512,1442,1525	569,790,773	1128,1018,1312	678,471,571	239	215	0.621017176347	0.8956223264843789	0.705,0.622,0.64	0.599,0.66,0.674	0.011
88	"ENSMUSG00000019558"	"Slc6a8"	chrX	+	72719243	72719375	72720255	72720505	72716755	72717656	72720926	72721059	88	100,127,125	283,255,349	84,124,128	251,254,252	281	399	0.469180045399	0.7956340998438215	0.334,0.414,0.337	0.322,0.409,0.419	-0.022
89	"ENSMUSG00000019558"	"Slc6a8"	chrX	+	72722241	72722376	72722471	72722575	72720664	72721059	72722669	72722794	89	277,287,278	167,197,162	285,248,270	142,132,177	284	253	0.350018759374	0.701069359262682	0.596,0.565,0.605	0.641,0.626,0.576	-0.026
92	"ENSMUSG00000031125"	"3830403N18Rik"	chrX	+	55184104	55184139	55192435	55192553	55183770	55183834	55193247	55193347	92	247,363,345	733,832,799	309,350,323	737,911,881	184	267	0.76550139531	0.9687051638754224	0.328,0.388,0.385	0.378,0.358,0.347	0.006
93	"ENSMUSG00000025626"	"Phf6"	chrX	+	52005429	52005613	52006042	52006144	52001142	52001313	52020449	52020583	93	333,463,439	187,198,224	291,234,338	175,141,225	333	251	0.0357502216241	0.20712557939825244	0.573,0.638,0.596	0.556,0.556,0.531	0.055
94	"ENSMUSG00000025626"	"Phf6"	chrX	+	52006042	52006144	52020449	52020583	52005429	52005613	52020857	52020901	94	128,103,130	166,205,186	95,94,106	132,158,159	251	283	0.922376147323	1.0	0.465,0.362,0.441	0.448,0.401,0.429	-0.003
95	"ENSMUSG00000036916"	"Zfp280c"	chrX	-	47677579	47677626	47680549	47680638	47667256	47667406	47683240	47683329	95	3,9,4	5,26,28	8,21,0	18,18,15	238	196	0.467142351826	0.7945207830659653	0.331,0.222,0.105	0.268,0.49,0.0	-0.033
97	"ENSMUSG00000095698"	"Rhox2d"	chrX	+	36675331	36675743	36677299	36677345	36675080	36675168	36679137	36679276	97	5908,8409,6706	268,399,350	5163,5999,6471	240,249,340	561	195	0.736204606718	0.9538185029220795	0.885,0.88,0.869	0.882,0.893,0.869	-0.003
98	"ENSMUSG00000031093"	"Dock11"	chrX	+	35310706	35310922	35311010	35311068	35308518	35308632	35316133	35316240	98	100,108,109	35,18,32	97,125,150	27,41,55	365	207	0.289195516978	0.6440167765631426	0.618,0.773,0.659	0.671,0.634,0.607	0.046
100	"ENSMUSG00000001127"	"Araf"	chrX	+	20724980	20725112	20725923	20726058	20724632	20724751	20726217	20726736	100	244,298,298	333,390,303	270,261,276	291,296,334	281	284	0.524504221936	0.8357913787687145	0.425,0.436,0.498	0.484,0.471,0.455	-0.017
101	"ENSMUSG00000001127"	"Araf"	chrX	+	20725004	20725112	20725923	20726058	20724632	20724751	20726217	20726447	101	12,11,4	333,390,303	8,3,5	291,296,334	257	284	0.165055685674	0.49516705702200003	0.038,0.03,0.014	0.029,0.011,0.016	0.009
102	"ENSMUSG00000031060"	"Rbm10"	chrX	+	20501969	20502153	20503664	20503895	20486212	20486353	20505671	20505741	102	1241,1336,1563	134,213,181	794,820,827	133,79,164	333	380	0.105065121197	0.39135513206636785	0.914,0.877,0.908	0.872,0.922,0.852	0.018
103	"ENSMUSG00000031012"	"Cask"	chrX	-	13417185	13417221	13418611	13418680	13415403	13415600	13421116	13421185	103	288,360,390	262,320,281	231,214,192	359,268,307	218	185	1.38006550743e-07	1.2894830259423218e-05	0.483,0.488,0.541	0.353,0.404,0.347	0.136
104	"ENSMUSG00000031012"	"Cask"	chrX	-	13453082	13453204	13466595	13466695	13437272	13437350	13474972	13475056	104	352,447,450	552,673,675	246,313,360	467,438,424	249	271	0.717825950295	0.9439725469947858	0.41,0.42,0.42	0.364,0.437,0.48	-0.01
105	"ENSMUSG00000031169"	"Porcn"	chrX	-	8067682	8067808	8067896	8067911	8067414	8067515	8069264	8069282	105	0,2,3	31,30,8	2,0,0	27,22,25	164	275	0.0787990715994	0.330975422108146	0.0,0.101,0.386	0.11,0.0,0.0	0.126
107	"ENSMUSG00000031169"	"Porcn"	chrX	-	8067682	8067808	8069264	8069282	8067414	8067515	8069397	8069528	107	3,3,1	31,30,8	2,1,1	27,22,25	167	275	0.185270568046	0.5247294274250079	0.137,0.141,0.171	0.109,0.07,0.062	0.069
109	"ENSMUSG00000031169"	"Porcn"	chrX	-	8067896	8067911	8069264	8069282	8067682	8067808	8069397	8069528	109	3,1,1	3,8,5	2,1,1	3,1,4	167	164	0.850260080999	1.0	0.495,0.109,0.164	0.396,0.495,0.197	-0.107
111	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8009485	8009568	8009896	8009990	8007022	8007447	8010086	8010186	111	6816,7007,7878	0,0,2	4354,3746,4583	1,0,0	243	232	1	1.0	1.0,1.0,1.0	1.0,1.0,1.0	0.0
