"event_key","event_type","GeneID","geneSymbol","exon_length","size_category","dPSI","FDR","significant"
"chr19:5710341:5710426:5709751:5713631:SE","SE","ENSMUSG00000056917","Sipa1",85,"Regular (>50bp)",-0.038,1,FALSE
"chr19:5710341:5711109:5709751:5713631:SE","SE","ENSMUSG00000056917","Sipa1",768,"Regular (>50bp)",-0.032,1,FALSE
"chr19:5710341:5711139:5709751:5713631:SE","SE","ENSMUSG00000056917","Sipa1",798,"Regular (>50bp)",-0.014,1,FALSE
"chr19:5711623:5711651:5711139:5712615:SE","SE","ENSMUSG00000056917","Sipa1",28,"Microexon (0-30bp)",0.295,6.66291490053471e-05,TRUE
"chr19:5711623:5711651:5711139:5713631:SE","SE","ENSMUSG00000056917","Sipa1",28,"Microexon (0-30bp)",0.033,0.663190363648677,FALSE
"chr19:5711623:5711654:5711139:5712615:SE","SE","ENSMUSG00000056917","Sipa1",31,"Small (30-50bp)",0.214,1,FALSE
"chr19:5711623:5711654:5711139:5713631:SE","SE","ENSMUSG00000056917","Sipa1",31,"Small (30-50bp)",0.09,0.14684701233851,FALSE
"chr19:5711623:5711686:5711139:5712615:SE","SE","ENSMUSG00000056917","Sipa1",63,"Regular (>50bp)",0.266,0.000136639824794856,TRUE
"chr19:5711623:5711686:5711139:5713631:SE","SE","ENSMUSG00000056917","Sipa1",63,"Regular (>50bp)",0.002,1,FALSE
"chr19:5712615:5712869:5711139:5713631:SE","SE","ENSMUSG00000056917","Sipa1",254,"Regular (>50bp)",0.023,0.936941435355459,FALSE
"chr19:5712615:5712869:5711651:5713631:SE","SE","ENSMUSG00000056917","Sipa1",254,"Regular (>50bp)",0.042,1,FALSE
"chr19:5712615:5712869:5711654:5713631:SE","SE","ENSMUSG00000056917","Sipa1",254,"Regular (>50bp)",0.017,1,FALSE
"chr19:5712615:5712869:5711686:5713631:SE","SE","ENSMUSG00000056917","Sipa1",254,"Regular (>50bp)",0.089,0.849341902014564,FALSE
"chr18:32547997:32548090:32547343:32552895:SE","SE","ENSMUSG00000024381","Bin1",93,"Regular (>50bp)",0.011,1,FALSE
"chr18:32552895:32552981:32547343:32553121:SE","SE","ENSMUSG00000024381","Bin1",86,"Regular (>50bp)",0,1,FALSE
"chr18:32554930:32555013:32553197:32557872:SE","SE","ENSMUSG00000024381","Bin1",83,"Regular (>50bp)",-0.001,1,FALSE
"chr18:32559276:32559405:32558020:32562248:SE","SE","ENSMUSG00000024381","Bin1",129,"Regular (>50bp)",-0.001,1,FALSE
"chr18:32559276:32559405:32558020:32562752:SE","SE","ENSMUSG00000024381","Bin1",129,"Regular (>50bp)",-0.001,1,FALSE
"chr18:32559276:32559405:32558020:32565035:SE","SE","ENSMUSG00000024381","Bin1",129,"Regular (>50bp)",0.006,1,FALSE
"chr18:32562248:32562356:32558020:32562752:SE","SE","ENSMUSG00000024381","Bin1",108,"Regular (>50bp)",-0.001,1,FALSE
"chr18:32562248:32562356:32559405:32562752:SE","SE","ENSMUSG00000024381","Bin1",108,"Regular (>50bp)",0.065,1.39864747015665e-05,FALSE
"chr18:32562752:32562776:32559405:32564723:SE","SE","ENSMUSG00000024381","Bin1",24,"Microexon (0-30bp)",0.14,0.0132226098273639,TRUE
"chr18:32562752:32562776:32559405:32565035:SE","SE","ENSMUSG00000024381","Bin1",24,"Microexon (0-30bp)",0.158,0.00216435526037455,TRUE
"chr18:32563802:32563910:32562776:32564723:SE","SE","ENSMUSG00000024381","Bin1",108,"Regular (>50bp)",-0.062,0.0700183553683899,FALSE
"chr18:32563802:32563910:32562776:32565035:SE","SE","ENSMUSG00000024381","Bin1",108,"Regular (>50bp)",-0.011,1,FALSE
"chr18:32564723:32564795:32558020:32565035:SE","SE","ENSMUSG00000024381","Bin1",72,"Regular (>50bp)",0.004,1,FALSE
"chr18:32564723:32564795:32559405:32565035:SE","SE","ENSMUSG00000024381","Bin1",72,"Regular (>50bp)",0.007,1,FALSE
"chr18:32564723:32564795:32562776:32565035:SE","SE","ENSMUSG00000024381","Bin1",72,"Regular (>50bp)",0.007,0.704547077425064,FALSE
"chr18:32564723:32564795:32563910:32565035:SE","SE","ENSMUSG00000024381","Bin1",72,"Regular (>50bp)",0.001,1,FALSE
"chr18:32565035:32565146:32558020:32565376:SE","SE","ENSMUSG00000024381","Bin1",111,"Regular (>50bp)",-0.002,1,FALSE
"chr18:24604118:24604141:24604037:24606006:SE","SE","ENSMUSG00000024273","2700062C07Rik",23,"Microexon (0-30bp)",-0.014,0.482357065842646,FALSE
"chr18:24604118:24604141:24604037:24608581:SE","SE","ENSMUSG00000024273","2700062C07Rik",23,"Microexon (0-30bp)",-0.102,0.0216985677542389,TRUE
"chr18:24604118:24604203:24604037:24606006:SE","SE","ENSMUSG00000024273","2700062C07Rik",85,"Regular (>50bp)",-0.046,1,FALSE
"chr18:24606006:24606206:24604037:24608581:SE","SE","ENSMUSG00000024273","2700062C07Rik",200,"Regular (>50bp)",-0.011,1,FALSE
"chr18:24606006:24606206:24604141:24608581:SE","SE","ENSMUSG00000024273","2700062C07Rik",200,"Regular (>50bp)",0.012,0.590839263847186,FALSE
"chr18:20953934:20954080:20952370:20958023:SE","SE","ENSMUSG00000033382","Trappc8",146,"Regular (>50bp)",-0.002,1,FALSE
"chr18:20958023:20958125:20954080:20961525:SE","SE","ENSMUSG00000033382","Trappc8",102,"Regular (>50bp)",-0.001,1,FALSE
"chr18:20964506:20964565:20961705:20964666:SE","SE","ENSMUSG00000033382","Trappc8",59,"Regular (>50bp)",-0.001,1,FALSE
"chr18:20977180:20977307:20974739:20978634:SE","SE","ENSMUSG00000033382","Trappc8",127,"Regular (>50bp)",-0.009,1,FALSE
"chr18:20978634:20978709:20974739:20979505:SE","SE","ENSMUSG00000033382","Trappc8",75,"Regular (>50bp)",-0.019,1,FALSE
"chr18:20988001:20988133:20985911:20993489:SE","SE","ENSMUSG00000033382","Trappc8",132,"Regular (>50bp)",0.004,1,FALSE
"chr18:20988877:20988895:20988133:20993489:SE","SE","ENSMUSG00000033382","Trappc8",18,"Microexon (0-30bp)",0.11,7.28534664518961e-06,TRUE
"chr18:20993489:20993595:20988133:20995951:SE","SE","ENSMUSG00000033382","Trappc8",106,"Regular (>50bp)",0.002,1,FALSE
"chr18:21018119:21018314:21007761:21028967:SE","SE","ENSMUSG00000033382","Trappc8",195,"Regular (>50bp)",0.002,1,FALSE
"chr17:25119761:25119829:25119620:25119912:SE","SE","ENSMUSG00000024163","Mapk8ip3",68,"Regular (>50bp)",0,1,FALSE
"chr17:25119912:25119993:25119829:25120079:SE","SE","ENSMUSG00000024163","Mapk8ip3",81,"Regular (>50bp)",-0.001,1,FALSE
"chr17:25121251:25121417:25120761:25121977:SE","SE","ENSMUSG00000024163","Mapk8ip3",166,"Regular (>50bp)",-0.002,1,FALSE
"chr17:25122898:25123025:25122358:25123622:SE","SE","ENSMUSG00000024163","Mapk8ip3",127,"Regular (>50bp)",0,1,FALSE
"chr17:25125120:25125202:25124272:25125782:SE","SE","ENSMUSG00000024163","Mapk8ip3",82,"Regular (>50bp)",-0.001,1,FALSE
"chr17:25125147:25125202:25124272:25125782:SE","SE","ENSMUSG00000024163","Mapk8ip3",55,"Regular (>50bp)",-0.005,1,FALSE
"chr17:25127384:25127402:25126360:25128123:SE","SE","ENSMUSG00000024163","Mapk8ip3",18,"Microexon (0-30bp)",0.149,0,TRUE
"chr17:25128123:25128135:25127402:25131721:SE","SE","ENSMUSG00000024163","Mapk8ip3",12,"Microexon (0-30bp)",-0.001,1,FALSE
"chr17:25136968:25137110:25133679:25142789:SE","SE","ENSMUSG00000024163","Mapk8ip3",142,"Regular (>50bp)",-0.01,1,FALSE
"chr17:25136968:25137113:25133679:25142789:SE","SE","ENSMUSG00000024163","Mapk8ip3",145,"Regular (>50bp)",-0.006,1,FALSE
"chr17:25137061:25137110:25133679:25142789:SE","SE","ENSMUSG00000024163","Mapk8ip3",49,"Small (30-50bp)",-0.004,1,FALSE
"chr17:25137061:25137113:25133679:25142789:SE","SE","ENSMUSG00000024163","Mapk8ip3",52,"Regular (>50bp)",-0.003,1,FALSE
"chr17:25139445:25139469:25137113:25142789:SE","SE","ENSMUSG00000024163","Mapk8ip3",24,"Microexon (0-30bp)",-0.023,0.3776722198361,FALSE
"chr17:25139445:25139469:25137113:25143120:SE","SE","ENSMUSG00000024163","Mapk8ip3",24,"Microexon (0-30bp)",0.005,1,FALSE
"chr17:25139445:25139469:25137110:25142789:SE","SE","ENSMUSG00000024163","Mapk8ip3",24,"Microexon (0-30bp)",-0.005,1,FALSE
"chr17:25142789:25142881:25137113:25143120:SE","SE","ENSMUSG00000024163","Mapk8ip3",92,"Regular (>50bp)",0.003,1,FALSE
"chr17:25142789:25142881:25139469:25143120:SE","SE","ENSMUSG00000024163","Mapk8ip3",92,"Regular (>50bp)",-0.001,1,FALSE
"chr17:25146802:25146923:25143191:25155510:SE","SE","ENSMUSG00000024163","Mapk8ip3",121,"Regular (>50bp)",0.001,1,FALSE
"chr16:20492348:20492405:20491626:20492617:SE","SE","ENSMUSG00000045983","Eif4g1",57,"Regular (>50bp)",0.021,0.418986129255444,FALSE
"chr16:20492348:20492405:20491626:20492977:SE","SE","ENSMUSG00000045983","Eif4g1",57,"Regular (>50bp)",-0.003,1,FALSE
"chr16:20492617:20492711:20491626:20492977:SE","SE","ENSMUSG00000045983","Eif4g1",94,"Regular (>50bp)",-0.003,1,FALSE
"chr16:20492617:20492711:20492405:20492977:SE","SE","ENSMUSG00000045983","Eif4g1",94,"Regular (>50bp)",-0.008,0.0563641957045931,FALSE
"chr16:20492977:20493064:20491626:20493535:SE","SE","ENSMUSG00000045983","Eif4g1",87,"Regular (>50bp)",-0.002,1,FALSE
"chr16:20492977:20493064:20491626:20494093:SE","SE","ENSMUSG00000045983","Eif4g1",87,"Regular (>50bp)",0.017,0.697132522405875,FALSE
"chr16:20492977:20493064:20491626:20494479:SE","SE","ENSMUSG00000045983","Eif4g1",87,"Regular (>50bp)",-0.075,1,FALSE
"chr16:20492977:20493064:20491626:20496435:SE","SE","ENSMUSG00000045983","Eif4g1",87,"Regular (>50bp)",0.056,1,FALSE
"chr16:20492977:20493064:20492405:20494093:SE","SE","ENSMUSG00000045983","Eif4g1",87,"Regular (>50bp)",0,1,FALSE
"chr16:20493535:20493556:20491626:20494093:SE","SE","ENSMUSG00000045983","Eif4g1",21,"Microexon (0-30bp)",0.057,0.000139359982191431,FALSE
"chr16:20493535:20493556:20493064:20494093:SE","SE","ENSMUSG00000045983","Eif4g1",21,"Microexon (0-30bp)",0.166,1.83302648422216e-13,TRUE
"chr16:20494093:20494270:20491626:20494479:SE","SE","ENSMUSG00000045983","Eif4g1",177,"Regular (>50bp)",-0.001,1,FALSE
"chr16:20494093:20494270:20493064:20494479:SE","SE","ENSMUSG00000045983","Eif4g1",177,"Regular (>50bp)",0,1,FALSE
"chr16:20494479:20494579:20491626:20496435:SE","SE","ENSMUSG00000045983","Eif4g1",100,"Regular (>50bp)",0,1,FALSE
"chr16:20500169:20500328:20500066:20500483:SE","SE","ENSMUSG00000045983","Eif4g1",159,"Regular (>50bp)",-0.001,1,FALSE
"chr16:20500169:20500328:20500066:20500486:SE","SE","ENSMUSG00000045983","Eif4g1",159,"Regular (>50bp)",0.001,1,FALSE
"chr16:20502167:20502404:20501555:20502561:SE","SE","ENSMUSG00000045983","Eif4g1",237,"Regular (>50bp)",0,1,FALSE
"chr16:20504260:20504363:20503258:20504608:SE","SE","ENSMUSG00000045983","Eif4g1",103,"Regular (>50bp)",-0.001,1,FALSE
"chr16:20505262:20505381:20505127:20505509:SE","SE","ENSMUSG00000045983","Eif4g1",119,"Regular (>50bp)",0,1,FALSE
"chr16:20506130:20506212:20506025:20507288:SE","SE","ENSMUSG00000045983","Eif4g1",82,"Regular (>50bp)",0,1,FALSE
"chr16:20507720:20507802:20507615:20507941:SE","SE","ENSMUSG00000045983","Eif4g1",82,"Regular (>50bp)",0,1,FALSE
"chr16:20507720:20507802:20507615:20510996:SE","SE","ENSMUSG00000045983","Eif4g1",82,"Regular (>50bp)",0,1,FALSE
"chr16:20507941:20508082:20507615:20510996:SE","SE","ENSMUSG00000045983","Eif4g1",141,"Regular (>50bp)",0,1,FALSE
"chr16:20507941:20508082:20507802:20510996:SE","SE","ENSMUSG00000045983","Eif4g1",141,"Regular (>50bp)",0,1,FALSE
"chr15:89173224:89173312:89173146:89173807:SE","SE","ENSMUSG00000036529","Sbf1",88,"Regular (>50bp)",-0.001,1,FALSE
"chr15:89180154:89180232:89179779:89183685:SE","SE","ENSMUSG00000036529","Sbf1",78,"Regular (>50bp)",0.028,1,FALSE
"chr15:89186045:89186173:89185154:89186384:SE","SE","ENSMUSG00000036529","Sbf1",128,"Regular (>50bp)",0.001,1,FALSE
"chr15:89188012:89188162:89187744:89188887:SE","SE","ENSMUSG00000036529","Sbf1",150,"Regular (>50bp)",-0.001,1,FALSE
"chr15:89190382:89190496:89190275:89190571:SE","SE","ENSMUSG00000036529","Sbf1",114,"Regular (>50bp)",-0.001,1,FALSE
"chr15:89191374:89191398:89191138:89191695:SE","SE","ENSMUSG00000036529","Sbf1",24,"Microexon (0-30bp)",0.134,0,TRUE
"chr15:89192687:89192773:89192362:89199264:SE","SE","ENSMUSG00000036529","Sbf1",86,"Regular (>50bp)",0.001,1,FALSE
"chr14:52222761:52222883:52222448:52224388:SE","SE","ENSMUSG00000004562","Arhgef40",122,"Regular (>50bp)",0.176,1,FALSE
"chr14:52222761:52222883:52222448:52224572:SE","SE","ENSMUSG00000004562","Arhgef40",122,"Regular (>50bp)",-0.002,1,FALSE
"chr14:52222761:52222883:52222448:52224859:SE","SE","ENSMUSG00000004562","Arhgef40",122,"Regular (>50bp)",0.004,1,FALSE
"chr14:52224388:52224679:52222448:52224859:SE","SE","ENSMUSG00000004562","Arhgef40",291,"Regular (>50bp)",0.004,1,FALSE
"chr14:52224388:52224679:52222883:52224859:SE","SE","ENSMUSG00000004562","Arhgef40",291,"Regular (>50bp)",0.023,1,FALSE
"chr14:52224572:52224679:52222448:52224859:SE","SE","ENSMUSG00000004562","Arhgef40",107,"Regular (>50bp)",0.008,1,FALSE
"chr14:52224572:52224679:52222883:52224859:SE","SE","ENSMUSG00000004562","Arhgef40",107,"Regular (>50bp)",0.026,1,FALSE
"chr14:52224859:52225057:52222448:52226158:SE","SE","ENSMUSG00000004562","Arhgef40",198,"Regular (>50bp)",-0.002,1,FALSE
"chr14:52228338:52228487:52227672:52229057:SE","SE","ENSMUSG00000004562","Arhgef40",149,"Regular (>50bp)",-0.024,0.685510552470885,FALSE
"chr14:52228360:52228487:52227672:52229057:SE","SE","ENSMUSG00000004562","Arhgef40",127,"Regular (>50bp)",-0.01,0.767169983422153,FALSE
"chr14:52231739:52231855:52231646:52232336:SE","SE","ENSMUSG00000004562","Arhgef40",116,"Regular (>50bp)",0.002,1,FALSE
"chr14:52231739:52231864:52231646:52232336:SE","SE","ENSMUSG00000004562","Arhgef40",125,"Regular (>50bp)",0.004,1,FALSE
"chr14:52235600:52235687:52235304:52237279:SE","SE","ENSMUSG00000004562","Arhgef40",87,"Regular (>50bp)",0.001,1,FALSE
"chr14:52241110:52241215:52239919:52241429:SE","SE","ENSMUSG00000004562","Arhgef40",105,"Regular (>50bp)",-0.017,0.370341259442925,FALSE
"chr14:52241110:52241215:52239919:52242068:SE","SE","ENSMUSG00000004562","Arhgef40",105,"Regular (>50bp)",-0.007,1,FALSE
"chr14:52241429:52241573:52239919:52242068:SE","SE","ENSMUSG00000004562","Arhgef40",144,"Regular (>50bp)",-0.015,1,FALSE
"chr14:52241429:52241573:52241215:52242056:SE","SE","ENSMUSG00000004562","Arhgef40",144,"Regular (>50bp)",0,1,FALSE
"chr14:52241429:52241573:52241215:52242068:SE","SE","ENSMUSG00000004562","Arhgef40",144,"Regular (>50bp)",-0.08,0.107559478857138,FALSE
"chr14:52242335:52242356:52242199:52242445:SE","SE","ENSMUSG00000004562","Arhgef40",21,"Microexon (0-30bp)",-0.176,0.00878694833148361,TRUE
"chr14:45836558:45836642:45833121:45839021:SE","SE","ENSMUSG00000037697","Ddhd1",84,"Regular (>50bp)",0.081,0.103735580282486,FALSE
"chr14:45842509:45842659:45840348:45846394:SE","SE","ENSMUSG00000037697","Ddhd1",150,"Regular (>50bp)",0.011,0.271165447387839,FALSE
"chr14:45853986:45854093:45851726:45856725:SE","SE","ENSMUSG00000037697","Ddhd1",107,"Regular (>50bp)",-0.002,1,FALSE
"chr14:45860297:45860350:45858297:45866310:SE","SE","ENSMUSG00000037697","Ddhd1",53,"Regular (>50bp)",0.07,0.297896829732759,FALSE
"chr14:45860297:45860399:45858297:45866310:SE","SE","ENSMUSG00000037697","Ddhd1",102,"Regular (>50bp)",0.134,0.00534608001040081,TRUE
"chr14:45860297:45860399:45858297:45867036:SE","SE","ENSMUSG00000037697","Ddhd1",102,"Regular (>50bp)",0.208,1.51614692199789e-08,TRUE
"chr14:45866310:45866331:45858297:45867036:SE","SE","ENSMUSG00000037697","Ddhd1",21,"Microexon (0-30bp)",0.202,1.72061376212635e-05,TRUE
"chr14:45866310:45866331:45860399:45867036:SE","SE","ENSMUSG00000037697","Ddhd1",21,"Microexon (0-30bp)",0.083,0.0691086310893666,FALSE
"chr14:45867036:45867210:45858297:45894678:SE","SE","ENSMUSG00000037697","Ddhd1",174,"Regular (>50bp)",-0.01,1,FALSE
"chr13:67644303:67644330:67642848:67648489:SE","SE","ENSMUSG00000071291","Zfp58",27,"Microexon (0-30bp)",0.008,1,FALSE
"chr13:67644303:67644330:67642848:67648529:SE","SE","ENSMUSG00000071291","Zfp58",27,"Microexon (0-30bp)",-0.104,0.0175637429423673,TRUE
"chr13:67648020:67648036:67642848:67648489:SE","SE","ENSMUSG00000071291","Zfp58",16,"Microexon (0-30bp)",0.011,1,FALSE
"chr13:38163718:38163782:38151459:38167070:SE","SE","ENSMUSG00000021427","Ssr1",64,"Regular (>50bp)",-0.002,1,FALSE
"chr13:38167070:38167085:38163782:38167368:SE","SE","ENSMUSG00000021427","Ssr1",15,"Microexon (0-30bp)",0.156,2.10734500767394e-08,TRUE
"chr13:38173479:38173567:38171755:38175972:SE","SE","ENSMUSG00000021427","Ssr1",88,"Regular (>50bp)",-0.001,1,FALSE
"chr12:40671219:40671303:40496393:40681520:SE","SE","ENSMUSG00000035954","Dock4",84,"Regular (>50bp)",-0.003,1,FALSE
"chr12:40673801:40673842:40671303:40676335:SE","SE","ENSMUSG00000035954","Dock4",41,"Small (30-50bp)",-0.004,1,FALSE
"chr12:40673801:40673842:40671303:40681520:SE","SE","ENSMUSG00000035954","Dock4",41,"Small (30-50bp)",-0.012,1,FALSE
"chr12:40676335:40676391:40671303:40681520:SE","SE","ENSMUSG00000035954","Dock4",56,"Regular (>50bp)",-0.01,1,FALSE
"chr12:40676335:40676391:40673842:40681520:SE","SE","ENSMUSG00000035954","Dock4",56,"Regular (>50bp)",-0.001,1,FALSE
"chr12:40686081:40686230:40681617:40690359:SE","SE","ENSMUSG00000035954","Dock4",149,"Regular (>50bp)",-0.001,1,FALSE
"chr12:40699336:40699488:40690444:40718404:SE","SE","ENSMUSG00000035954","Dock4",152,"Regular (>50bp)",-0.001,1,FALSE
"chr12:40797978:40798113:40795785:40805765:SE","SE","ENSMUSG00000035954","Dock4",135,"Regular (>50bp)",-0.003,1,FALSE
"chr12:40805765:40805864:40795785:40816237:SE","SE","ENSMUSG00000035954","Dock4",99,"Regular (>50bp)",-0.044,0.142925341090655,FALSE
"chr12:40816237:40816332:40805864:40827188:SE","SE","ENSMUSG00000035954","Dock4",95,"Regular (>50bp)",0.001,1,FALSE
"chr12:40844595:40844622:40840160:40844766:SE","SE","ENSMUSG00000035954","Dock4",27,"Microexon (0-30bp)",0.164,0,TRUE
"chr12:40849655:40849749:40845696:40856847:SE","SE","ENSMUSG00000035954","Dock4",94,"Regular (>50bp)",-0.001,1,FALSE
"chr12:40870590:40870677:40867754:40878778:SE","SE","ENSMUSG00000035954","Dock4",87,"Regular (>50bp)",0.001,1,FALSE
"chr12:40886628:40886701:40884729:40891235:SE","SE","ENSMUSG00000035954","Dock4",73,"Regular (>50bp)",-0.07,0.00524223302884875,FALSE
"chr12:40888439:40888553:40886701:40891235:SE","SE","ENSMUSG00000035954","Dock4",114,"Regular (>50bp)",0,1,FALSE
"chr11:106059134:106059306:106058742:106061981:SE","SE","ENSMUSG00000069631","Strada",172,"Regular (>50bp)",-0.002,1,FALSE
"chr11:106061779:106061903:106059306:106061981:SE","SE","ENSMUSG00000069631","Strada",124,"Regular (>50bp)",0.025,0.426749707124229,FALSE
"chr11:106071780:106071809:106064607:106075387:SE","SE","ENSMUSG00000069631","Strada",29,"Microexon (0-30bp)",0.026,0.00101272335146388,FALSE
"chr11:106071780:106071809:106064607:106077926:SE","SE","ENSMUSG00000069631","Strada",29,"Microexon (0-30bp)",0.039,0.0484715794016523,FALSE
"chr11:106071780:106071809:106064607:106077950:SE","SE","ENSMUSG00000069631","Strada",29,"Microexon (0-30bp)",0.157,0.000900127417551208,TRUE
"chr11:106075387:106075445:106064607:106077926:SE","SE","ENSMUSG00000069631","Strada",58,"Regular (>50bp)",0.032,0.0395600291505497,FALSE
"chr11:106075387:106075445:106064607:106077950:SE","SE","ENSMUSG00000069631","Strada",58,"Regular (>50bp)",0.103,0.000602301753398828,TRUE
"chr11:106075387:106075445:106071809:106077926:SE","SE","ENSMUSG00000069631","Strada",58,"Regular (>50bp)",-0.001,1,FALSE
"chr11:106075387:106075445:106071809:106077950:SE","SE","ENSMUSG00000069631","Strada",58,"Regular (>50bp)",0.004,1,FALSE
"chr11:106077926:106078006:106064607:106084291:SE","SE","ENSMUSG00000069631","Strada",80,"Regular (>50bp)",0.01,1,FALSE
"chr11:106077950:106078006:106064607:106084291:SE","SE","ENSMUSG00000069631","Strada",56,"Regular (>50bp)",0.02,1,FALSE
"chr11:106078633:106078747:106078006:106084291:SE","SE","ENSMUSG00000069631","Strada",114,"Regular (>50bp)",-0.009,0.523504675363677,FALSE
"chr11:106078633:106078747:106078006:106092836:SE","SE","ENSMUSG00000069631","Strada",114,"Regular (>50bp)",0.111,1,FALSE
"chr11:97337334:97337377:97335171:97338995:SE","SE","ENSMUSG00000049807","Arhgap23",43,"Small (30-50bp)",0.002,1,FALSE
"chr11:97355884:97356015:97355682:97356835:SE","SE","ENSMUSG00000049807","Arhgap23",131,"Regular (>50bp)",-0.002,1,FALSE
"chr11:97361193:97361272:97357413:97365840:SE","SE","ENSMUSG00000049807","Arhgap23",79,"Regular (>50bp)",0.001,1,FALSE
"chr11:97382469:97382492:97382056:97383876:SE","SE","ENSMUSG00000049807","Arhgap23",23,"Microexon (0-30bp)",0.228,8.00498907670246e-13,TRUE
"chr19:55310370:55310429:55304976:55316777:SE","SE","ENSMUSG00000024983","Vti1a",59,"Regular (>50bp)",-0.008,0.846215418812429,FALSE
"chr19:55316777:55316888:55310429:55369373:SE","SE","ENSMUSG00000024983","Vti1a",111,"Regular (>50bp)",0.001,1,FALSE
"chr19:55375620:55375641:55369451:55380215:SE","SE","ENSMUSG00000024983","Vti1a",21,"Microexon (0-30bp)",0.135,0.0167201831173847,TRUE
"chr19:55375620:55375641:55369451:55434609:SE","SE","ENSMUSG00000024983","Vti1a",21,"Microexon (0-30bp)",-0.009,1,FALSE
"chr19:55375620:55375641:55369451:55486942:SE","SE","ENSMUSG00000024983","Vti1a",21,"Microexon (0-30bp)",0.293,0.0119092933064956,TRUE
"chr19:55380215:55380300:55369451:55434609:SE","SE","ENSMUSG00000024983","Vti1a",85,"Regular (>50bp)",-0.005,1,FALSE
"chr19:55380215:55380300:55369451:55486942:SE","SE","ENSMUSG00000024983","Vti1a",85,"Regular (>50bp)",0.062,0.000112089054038101,FALSE
