"event_key","event_type","GeneID","geneSymbol","exon_length","size_category","dPSI","FDR","significant"
"chr19:42159984:42160182:42159107:42165827:SE","SE","ENSMUSG00000018820","Zfyve27",198,"Regular (>50bp)",-0.001,1,FALSE
"chr19:42165827:42165898:42160182:42167727:SE","SE","ENSMUSG00000018820","Zfyve27",71,"Regular (>50bp)",0.01,0.877091112164708,FALSE
"chr19:42167727:42167929:42160182:42169940:SE","SE","ENSMUSG00000018820","Zfyve27",202,"Regular (>50bp)",-0.001,1,FALSE
"chr19:42169940:42170036:42167929:42171097:SE","SE","ENSMUSG00000018820","Zfyve27",96,"Regular (>50bp)",0.002,1,FALSE
"chr19:42174058:42174079:42172628:42174243:SE","SE","ENSMUSG00000018820","Zfyve27",21,"Microexon (0-30bp)",-0.04,1,FALSE
"chr19:42174243:42174388:42172628:42177635:SE","SE","ENSMUSG00000018820","Zfyve27",145,"Regular (>50bp)",-0.001,1,FALSE
"chr19:42177635:42177682:42174388:42177960:SE","SE","ENSMUSG00000018820","Zfyve27",47,"Small (30-50bp)",0,1,FALSE
"chr19:5701663:5701742:5701590:5701933:SE","SE","ENSMUSG00000056917","Sipa1",79,"Regular (>50bp)",0.003,1,FALSE
"chr19:5705715:5705819:5705443:5706181:SE","SE","ENSMUSG00000056917","Sipa1",104,"Regular (>50bp)",0.002,1,FALSE
"chr19:5706181:5706356:5705443:5709361:SE","SE","ENSMUSG00000056917","Sipa1",175,"Regular (>50bp)",-0.02,1,FALSE
"chr19:5709623:5709751:5709538:5713631:SE","SE","ENSMUSG00000056917","Sipa1",128,"Regular (>50bp)",-0.005,1,FALSE
"chr19:5710341:5710426:5709751:5713631:SE","SE","ENSMUSG00000056917","Sipa1",85,"Regular (>50bp)",-0.053,0.205044684348747,FALSE
"chr19:5710341:5711109:5709751:5713631:SE","SE","ENSMUSG00000056917","Sipa1",768,"Regular (>50bp)",-0.038,0.676373907303295,FALSE
"chr19:5710341:5711139:5709751:5713631:SE","SE","ENSMUSG00000056917","Sipa1",798,"Regular (>50bp)",-0.013,1,FALSE
"chr19:5711623:5711651:5711139:5712615:SE","SE","ENSMUSG00000056917","Sipa1",28,"Microexon (0-30bp)",0.056,1,FALSE
"chr19:5711623:5711651:5711139:5713631:SE","SE","ENSMUSG00000056917","Sipa1",28,"Microexon (0-30bp)",-0.005,1,FALSE
"chr19:5711623:5711654:5711139:5712615:SE","SE","ENSMUSG00000056917","Sipa1",31,"Small (30-50bp)",0.074,1,FALSE
"chr19:5711623:5711654:5711139:5713631:SE","SE","ENSMUSG00000056917","Sipa1",31,"Small (30-50bp)",-0.017,1,FALSE
"chr19:5711623:5711686:5711139:5712615:SE","SE","ENSMUSG00000056917","Sipa1",63,"Regular (>50bp)",0.084,1,FALSE
"chr19:5711623:5711686:5711139:5713631:SE","SE","ENSMUSG00000056917","Sipa1",63,"Regular (>50bp)",-0.066,0.00402576770239887,FALSE
"chr19:5712615:5712869:5711139:5713631:SE","SE","ENSMUSG00000056917","Sipa1",254,"Regular (>50bp)",-0.022,0.668029279555007,FALSE
"chr19:5712615:5712869:5711651:5713631:SE","SE","ENSMUSG00000056917","Sipa1",254,"Regular (>50bp)",-0.144,0.357676014032983,FALSE
"chr19:5712615:5712869:5711654:5713631:SE","SE","ENSMUSG00000056917","Sipa1",254,"Regular (>50bp)",-0.023,1,FALSE
"chr19:5712615:5712869:5711686:5713631:SE","SE","ENSMUSG00000056917","Sipa1",254,"Regular (>50bp)",0.093,0.826074676667736,FALSE
"chr18:32547997:32548090:32547343:32552895:SE","SE","ENSMUSG00000024381","Bin1",93,"Regular (>50bp)",-0.01,1,FALSE
"chr18:32552895:32552981:32547343:32553121:SE","SE","ENSMUSG00000024381","Bin1",86,"Regular (>50bp)",0,1,FALSE
"chr18:32559276:32559405:32558020:32564723:SE","SE","ENSMUSG00000024381","Bin1",129,"Regular (>50bp)",-0.026,0.00178226110588308,FALSE
"chr18:32559276:32559405:32558020:32565035:SE","SE","ENSMUSG00000024381","Bin1",129,"Regular (>50bp)",-0.02,0.0322791458371147,FALSE
"chr18:32562248:32562356:32559405:32562752:SE","SE","ENSMUSG00000024381","Bin1",108,"Regular (>50bp)",-0.006,1,FALSE
"chr18:32562752:32562776:32559405:32564723:SE","SE","ENSMUSG00000024381","Bin1",24,"Microexon (0-30bp)",-0.087,0.647162943357799,FALSE
"chr18:32562752:32562776:32559405:32565035:SE","SE","ENSMUSG00000024381","Bin1",24,"Microexon (0-30bp)",-0.025,1,FALSE
"chr18:32563802:32563910:32562776:32564723:SE","SE","ENSMUSG00000024381","Bin1",108,"Regular (>50bp)",-0.093,0.000426019272605119,FALSE
"chr18:32563802:32563910:32562776:32565035:SE","SE","ENSMUSG00000024381","Bin1",108,"Regular (>50bp)",-0.168,5.60443015233383e-05,TRUE
"chr18:32564723:32564795:32558020:32565035:SE","SE","ENSMUSG00000024381","Bin1",72,"Regular (>50bp)",-0.012,0.643649172439473,FALSE
"chr18:32564723:32564795:32559405:32565035:SE","SE","ENSMUSG00000024381","Bin1",72,"Regular (>50bp)",-0.002,1,FALSE
"chr18:32564723:32564795:32562776:32565035:SE","SE","ENSMUSG00000024381","Bin1",72,"Regular (>50bp)",-0.017,0.0379207975781325,FALSE
"chr18:32564723:32564795:32563910:32565035:SE","SE","ENSMUSG00000024381","Bin1",72,"Regular (>50bp)",0.001,1,FALSE
"chr18:32565035:32565146:32558020:32565376:SE","SE","ENSMUSG00000024381","Bin1",111,"Regular (>50bp)",-0.004,1,FALSE
"chr18:24604118:24604141:24604037:24606006:SE","SE","ENSMUSG00000024273","2700062C07Rik",23,"Microexon (0-30bp)",-0.05,1.36249541240055e-05,FALSE
"chr18:24604118:24604141:24604037:24608581:SE","SE","ENSMUSG00000024273","2700062C07Rik",23,"Microexon (0-30bp)",-0.097,0.0135345334226067,FALSE
"chr18:24604118:24604203:24604037:24606006:SE","SE","ENSMUSG00000024273","2700062C07Rik",85,"Regular (>50bp)",-0.208,0.0533639586542,FALSE
"chr18:24606006:24606206:24604037:24608581:SE","SE","ENSMUSG00000024273","2700062C07Rik",200,"Regular (>50bp)",-0.011,1,FALSE
"chr18:24606006:24606206:24604141:24608581:SE","SE","ENSMUSG00000024273","2700062C07Rik",200,"Regular (>50bp)",0.001,1,FALSE
"chr18:20958023:20958125:20954080:20961525:SE","SE","ENSMUSG00000033382","Trappc8",102,"Regular (>50bp)",-0.001,1,FALSE
"chr18:20964506:20964565:20961705:20964666:SE","SE","ENSMUSG00000033382","Trappc8",59,"Regular (>50bp)",-0.002,1,FALSE
"chr18:20974584:20974739:20970246:20978634:SE","SE","ENSMUSG00000033382","Trappc8",155,"Regular (>50bp)",-0.014,1,FALSE
"chr18:20977180:20977307:20974739:20978634:SE","SE","ENSMUSG00000033382","Trappc8",127,"Regular (>50bp)",-0.005,1,FALSE
"chr18:20988001:20988133:20985911:20993489:SE","SE","ENSMUSG00000033382","Trappc8",132,"Regular (>50bp)",-0.005,1,FALSE
"chr18:20988877:20988895:20988133:20993489:SE","SE","ENSMUSG00000033382","Trappc8",18,"Microexon (0-30bp)",0.002,1,FALSE
"chr18:20993489:20993595:20988133:20995951:SE","SE","ENSMUSG00000033382","Trappc8",106,"Regular (>50bp)",0,1,FALSE
"chr18:21018119:21018314:21007761:21028967:SE","SE","ENSMUSG00000033382","Trappc8",195,"Regular (>50bp)",0,1,FALSE
"chr17:25118809:25118923:25118687:25119135:SE","SE","ENSMUSG00000024163","Mapk8ip3",114,"Regular (>50bp)",-0.001,1,FALSE
"chr17:25120578:25120761:25120503:25121251:SE","SE","ENSMUSG00000024163","Mapk8ip3",183,"Regular (>50bp)",0,1,FALSE
"chr17:25121251:25121417:25120761:25121977:SE","SE","ENSMUSG00000024163","Mapk8ip3",166,"Regular (>50bp)",-0.001,1,FALSE
"chr17:25122898:25123025:25122358:25123622:SE","SE","ENSMUSG00000024163","Mapk8ip3",127,"Regular (>50bp)",-0.003,1,FALSE
"chr17:25122898:25123025:25122358:25123880:SE","SE","ENSMUSG00000024163","Mapk8ip3",127,"Regular (>50bp)",-0.001,1,FALSE
"chr17:25123622:25123793:25122358:25123880:SE","SE","ENSMUSG00000024163","Mapk8ip3",171,"Regular (>50bp)",0,1,FALSE
"chr17:25123622:25123793:25123025:25123880:SE","SE","ENSMUSG00000024163","Mapk8ip3",171,"Regular (>50bp)",-0.003,1,FALSE
"chr17:25125120:25125202:25124272:25125782:SE","SE","ENSMUSG00000024163","Mapk8ip3",82,"Regular (>50bp)",-0.002,1,FALSE
"chr17:25125147:25125202:25124272:25125782:SE","SE","ENSMUSG00000024163","Mapk8ip3",55,"Regular (>50bp)",-0.01,1,FALSE
"chr17:25127384:25127402:25126360:25128123:SE","SE","ENSMUSG00000024163","Mapk8ip3",18,"Microexon (0-30bp)",-0.051,0.129076312124603,FALSE
"chr17:25127384:25127402:25126360:25131721:SE","SE","ENSMUSG00000024163","Mapk8ip3",18,"Microexon (0-30bp)",-0.005,1,FALSE
"chr17:25128123:25128135:25126360:25131721:SE","SE","ENSMUSG00000024163","Mapk8ip3",12,"Microexon (0-30bp)",-0.002,1,FALSE
"chr17:25128123:25128135:25127402:25131721:SE","SE","ENSMUSG00000024163","Mapk8ip3",12,"Microexon (0-30bp)",-0.001,1,FALSE
"chr17:25136968:25137110:25133679:25142789:SE","SE","ENSMUSG00000024163","Mapk8ip3",142,"Regular (>50bp)",-0.017,1,FALSE
"chr17:25136968:25137113:25133679:25142789:SE","SE","ENSMUSG00000024163","Mapk8ip3",145,"Regular (>50bp)",-0.008,1,FALSE
"chr17:25137061:25137110:25133679:25142789:SE","SE","ENSMUSG00000024163","Mapk8ip3",49,"Small (30-50bp)",-0.007,1,FALSE
"chr17:25137061:25137113:25133679:25142789:SE","SE","ENSMUSG00000024163","Mapk8ip3",52,"Regular (>50bp)",-0.005,1,FALSE
"chr17:25139445:25139469:25137113:25142789:SE","SE","ENSMUSG00000024163","Mapk8ip3",24,"Microexon (0-30bp)",-0.09,5.19225305857089e-11,FALSE
"chr17:25139445:25139469:25137110:25142789:SE","SE","ENSMUSG00000024163","Mapk8ip3",24,"Microexon (0-30bp)",-0.071,0.000151555081315538,FALSE
"chr17:25142789:25142881:25137113:25143120:SE","SE","ENSMUSG00000024163","Mapk8ip3",92,"Regular (>50bp)",0.002,1,FALSE
"chr17:25146802:25146923:25143191:25155510:SE","SE","ENSMUSG00000024163","Mapk8ip3",121,"Regular (>50bp)",0,1,FALSE
"chr16:20492348:20492405:20491626:20492617:SE","SE","ENSMUSG00000045983","Eif4g1",57,"Regular (>50bp)",-0.022,0.551043159538035,FALSE
"chr16:20492348:20492405:20491626:20492977:SE","SE","ENSMUSG00000045983","Eif4g1",57,"Regular (>50bp)",-0.041,0.0140258239304646,FALSE
"chr16:20492348:20492405:20491626:20494479:SE","SE","ENSMUSG00000045983","Eif4g1",57,"Regular (>50bp)",-0.007,1,FALSE
"chr16:20492617:20492711:20491626:20492977:SE","SE","ENSMUSG00000045983","Eif4g1",94,"Regular (>50bp)",-0.009,0.0139501186005628,FALSE
"chr16:20492617:20492711:20491626:20494093:SE","SE","ENSMUSG00000045983","Eif4g1",94,"Regular (>50bp)",0.004,1,FALSE
"chr16:20492617:20492711:20492405:20492977:SE","SE","ENSMUSG00000045983","Eif4g1",94,"Regular (>50bp)",-0.008,0.0307457201949878,FALSE
"chr16:20492617:20492711:20492405:20494093:SE","SE","ENSMUSG00000045983","Eif4g1",94,"Regular (>50bp)",-0.002,1,FALSE
"chr16:20492917:20493064:20492711:20494093:SE","SE","ENSMUSG00000045983","Eif4g1",147,"Regular (>50bp)",-0.002,1,FALSE
"chr16:20492977:20493064:20491626:20494093:SE","SE","ENSMUSG00000045983","Eif4g1",87,"Regular (>50bp)",-0.005,1,FALSE
"chr16:20492977:20493064:20491626:20494479:SE","SE","ENSMUSG00000045983","Eif4g1",87,"Regular (>50bp)",-0.108,0.0641062398269998,FALSE
"chr16:20492977:20493064:20491626:20496435:SE","SE","ENSMUSG00000045983","Eif4g1",87,"Regular (>50bp)",0.095,1,FALSE
"chr16:20492977:20493064:20492405:20494093:SE","SE","ENSMUSG00000045983","Eif4g1",87,"Regular (>50bp)",-0.008,1,FALSE
"chr16:20492977:20493064:20492405:20494479:SE","SE","ENSMUSG00000045983","Eif4g1",87,"Regular (>50bp)",-0.061,0.0159858341509273,FALSE
"chr16:20492977:20493064:20492711:20494093:SE","SE","ENSMUSG00000045983","Eif4g1",87,"Regular (>50bp)",0,1,FALSE
"chr16:20493535:20493556:20493064:20494093:SE","SE","ENSMUSG00000045983","Eif4g1",21,"Microexon (0-30bp)",-0.007,1,FALSE
"chr16:20494093:20494270:20491626:20494479:SE","SE","ENSMUSG00000045983","Eif4g1",177,"Regular (>50bp)",-0.002,1,FALSE
"chr16:20494093:20494270:20492405:20494479:SE","SE","ENSMUSG00000045983","Eif4g1",177,"Regular (>50bp)",-0.003,1,FALSE
"chr16:20494093:20494270:20493064:20494479:SE","SE","ENSMUSG00000045983","Eif4g1",177,"Regular (>50bp)",-0.001,1,FALSE
"chr16:20494479:20494579:20491626:20496435:SE","SE","ENSMUSG00000045983","Eif4g1",100,"Regular (>50bp)",0.001,1,FALSE
"chr16:20500169:20500328:20500066:20500483:SE","SE","ENSMUSG00000045983","Eif4g1",159,"Regular (>50bp)",-0.002,1,FALSE
"chr16:20500169:20500328:20500066:20500486:SE","SE","ENSMUSG00000045983","Eif4g1",159,"Regular (>50bp)",0.001,1,FALSE
"chr16:20502167:20502404:20501555:20502561:SE","SE","ENSMUSG00000045983","Eif4g1",237,"Regular (>50bp)",0,1,FALSE
"chr16:20502771:20502931:20502666:20503157:SE","SE","ENSMUSG00000045983","Eif4g1",160,"Regular (>50bp)",0,1,FALSE
"chr16:20505509:20505682:20505381:20505899:SE","SE","ENSMUSG00000045983","Eif4g1",173,"Regular (>50bp)",0,1,FALSE
"chr16:20505899:20506025:20505682:20506130:SE","SE","ENSMUSG00000045983","Eif4g1",126,"Regular (>50bp)",-0.001,1,FALSE
"chr16:20506130:20506212:20506025:20507288:SE","SE","ENSMUSG00000045983","Eif4g1",82,"Regular (>50bp)",-0.001,1,FALSE
"chr16:20507720:20507802:20507615:20507941:SE","SE","ENSMUSG00000045983","Eif4g1",82,"Regular (>50bp)",0,1,FALSE
"chr16:20507720:20507802:20507615:20510996:SE","SE","ENSMUSG00000045983","Eif4g1",82,"Regular (>50bp)",-0.002,1,FALSE
"chr16:20507941:20508082:20507615:20510996:SE","SE","ENSMUSG00000045983","Eif4g1",141,"Regular (>50bp)",-0.004,1,FALSE
"chr16:20507941:20508082:20507802:20510996:SE","SE","ENSMUSG00000045983","Eif4g1",141,"Regular (>50bp)",0,1,FALSE
"chr15:89173014:89173146:89172928:89173224:SE","SE","ENSMUSG00000036529","Sbf1",132,"Regular (>50bp)",-0.001,1,FALSE
"chr15:89173224:89173312:89173146:89173807:SE","SE","ENSMUSG00000036529","Sbf1",88,"Regular (>50bp)",-0.001,1,FALSE
"chr15:89180154:89180232:89179779:89183685:SE","SE","ENSMUSG00000036529","Sbf1",78,"Regular (>50bp)",0.071,0.0758896159855725,FALSE
"chr15:89183685:89183823:89179779:89183907:SE","SE","ENSMUSG00000036529","Sbf1",138,"Regular (>50bp)",-0.003,1,FALSE
"chr15:89184423:89184631:89184104:89184730:SE","SE","ENSMUSG00000036529","Sbf1",208,"Regular (>50bp)",-0.002,1,FALSE
"chr15:89186045:89186173:89185154:89186384:SE","SE","ENSMUSG00000036529","Sbf1",128,"Regular (>50bp)",-0.007,1,FALSE
"chr15:89189365:89189464:89189288:89189546:SE","SE","ENSMUSG00000036529","Sbf1",99,"Regular (>50bp)",-0.002,1,FALSE
"chr15:89189546:89189675:89189288:89189746:SE","SE","ENSMUSG00000036529","Sbf1",129,"Regular (>50bp)",-0.004,1,FALSE
"chr15:89191374:89191398:89191138:89191695:SE","SE","ENSMUSG00000036529","Sbf1",24,"Microexon (0-30bp)",0.06,0.000226511019656802,FALSE
"chr15:89192687:89192773:89192362:89199264:SE","SE","ENSMUSG00000036529","Sbf1",86,"Regular (>50bp)",0,1,FALSE
"chr14:52222761:52222883:52222448:52224388:SE","SE","ENSMUSG00000004562","Arhgef40",122,"Regular (>50bp)",-0.003,1,FALSE
"chr14:52222761:52222883:52222448:52224859:SE","SE","ENSMUSG00000004562","Arhgef40",122,"Regular (>50bp)",-0.016,0.435522392248904,FALSE
"chr14:52224388:52224679:52222448:52224859:SE","SE","ENSMUSG00000004562","Arhgef40",291,"Regular (>50bp)",-0.057,0.0568329959046787,FALSE
"chr14:52224388:52224679:52222883:52224859:SE","SE","ENSMUSG00000004562","Arhgef40",291,"Regular (>50bp)",0.038,1,FALSE
"chr14:52224572:52224679:52222448:52224859:SE","SE","ENSMUSG00000004562","Arhgef40",107,"Regular (>50bp)",-0.082,0.0462318730955656,FALSE
"chr14:52224859:52225057:52222448:52226158:SE","SE","ENSMUSG00000004562","Arhgef40",198,"Regular (>50bp)",-0.003,1,FALSE
"chr14:52224859:52225057:52222448:52242068:SE","SE","ENSMUSG00000004562","Arhgef40",198,"Regular (>50bp)",-0.006,1,FALSE
"chr14:52228338:52228487:52227672:52229057:SE","SE","ENSMUSG00000004562","Arhgef40",149,"Regular (>50bp)",-0.003,1,FALSE
"chr14:52228360:52228487:52227672:52229057:SE","SE","ENSMUSG00000004562","Arhgef40",127,"Regular (>50bp)",-0.002,1,FALSE
"chr14:52231739:52231855:52231646:52232336:SE","SE","ENSMUSG00000004562","Arhgef40",116,"Regular (>50bp)",-0.002,1,FALSE
"chr14:52231739:52231864:52231646:52232336:SE","SE","ENSMUSG00000004562","Arhgef40",125,"Regular (>50bp)",-0.005,1,FALSE
"chr14:52234332:52234943:52233864:52235069:SE","SE","ENSMUSG00000004562","Arhgef40",611,"Regular (>50bp)",-0.003,1,FALSE
"chr14:52235600:52235687:52235304:52237279:SE","SE","ENSMUSG00000004562","Arhgef40",87,"Regular (>50bp)",0,1,FALSE
"chr14:52241110:52241215:52222448:52242068:SE","SE","ENSMUSG00000004562","Arhgef40",105,"Regular (>50bp)",-0.021,1,FALSE
"chr14:52241110:52241215:52239919:52241429:SE","SE","ENSMUSG00000004562","Arhgef40",105,"Regular (>50bp)",0.001,1,FALSE
"chr14:52241110:52241215:52239919:52242068:SE","SE","ENSMUSG00000004562","Arhgef40",105,"Regular (>50bp)",0.003,1,FALSE
"chr14:52241429:52241573:52239919:52242068:SE","SE","ENSMUSG00000004562","Arhgef40",144,"Regular (>50bp)",0.005,1,FALSE
"chr14:52241429:52241573:52241215:52242056:SE","SE","ENSMUSG00000004562","Arhgef40",144,"Regular (>50bp)",0.002,1,FALSE
"chr14:52241429:52241573:52241215:52242068:SE","SE","ENSMUSG00000004562","Arhgef40",144,"Regular (>50bp)",-0.065,0.187078287595532,FALSE
"chr14:52242335:52242356:52242199:52242445:SE","SE","ENSMUSG00000004562","Arhgef40",21,"Microexon (0-30bp)",-0.167,0.0190484496052214,TRUE
"chr14:45836558:45836642:45833121:45839021:SE","SE","ENSMUSG00000037697","Ddhd1",84,"Regular (>50bp)",0.048,0.73969695095438,FALSE
"chr14:45842509:45842659:45840348:45846394:SE","SE","ENSMUSG00000037697","Ddhd1",150,"Regular (>50bp)",0.007,1,FALSE
"chr14:45853986:45854093:45851726:45856725:SE","SE","ENSMUSG00000037697","Ddhd1",107,"Regular (>50bp)",-0.004,1,FALSE
"chr14:45860297:45860350:45858297:45866310:SE","SE","ENSMUSG00000037697","Ddhd1",53,"Regular (>50bp)",0.091,0.0132037331818872,FALSE
"chr14:45860297:45860399:45858297:45866310:SE","SE","ENSMUSG00000037697","Ddhd1",102,"Regular (>50bp)",0.202,9.08505595997864e-08,TRUE
"chr14:45860297:45860399:45858297:45867036:SE","SE","ENSMUSG00000037697","Ddhd1",102,"Regular (>50bp)",0.229,1.00094948310059e-07,TRUE
"chr14:45866310:45866331:45858297:45867036:SE","SE","ENSMUSG00000037697","Ddhd1",21,"Microexon (0-30bp)",0.11,0.137302806234321,FALSE
"chr14:45866310:45866331:45860399:45867036:SE","SE","ENSMUSG00000037697","Ddhd1",21,"Microexon (0-30bp)",0.003,1,FALSE
"chr14:45867036:45867210:45858297:45894678:SE","SE","ENSMUSG00000037697","Ddhd1",174,"Regular (>50bp)",-0.016,0.710394971843372,FALSE
"chr13:67644303:67644330:67642848:67648489:SE","SE","ENSMUSG00000071291","Zfp58",27,"Microexon (0-30bp)",0.009,1,FALSE
"chr13:67644303:67644330:67642848:67648529:SE","SE","ENSMUSG00000071291","Zfp58",27,"Microexon (0-30bp)",-0.095,0.0412082050748139,FALSE
"chr13:67648020:67648036:67642848:67648489:SE","SE","ENSMUSG00000071291","Zfp58",16,"Microexon (0-30bp)",0.011,1,FALSE
"chr13:67648020:67648036:67642848:67648529:SE","SE","ENSMUSG00000071291","Zfp58",16,"Microexon (0-30bp)",0.007,1,FALSE
"chr13:38167070:38167085:38163782:38167368:SE","SE","ENSMUSG00000021427","Ssr1",15,"Microexon (0-30bp)",-0.058,0.12841036212358,FALSE
"chr12:40681520:40681617:40676391:40686081:SE","SE","ENSMUSG00000035954","Dock4",97,"Regular (>50bp)",-0.001,1,FALSE
"chr12:40699336:40699488:40690444:40718404:SE","SE","ENSMUSG00000035954","Dock4",152,"Regular (>50bp)",-0.007,1,FALSE
"chr12:40780286:40780387:40780126:40783176:SE","SE","ENSMUSG00000035954","Dock4",101,"Regular (>50bp)",0.008,1,FALSE
"chr12:40781823:40781905:40780387:40783176:SE","SE","ENSMUSG00000035954","Dock4",82,"Regular (>50bp)",-0.002,1,FALSE
"chr12:40797978:40798113:40795785:40805765:SE","SE","ENSMUSG00000035954","Dock4",135,"Regular (>50bp)",-0.005,1,FALSE
"chr12:40816237:40816332:40805864:40827188:SE","SE","ENSMUSG00000035954","Dock4",95,"Regular (>50bp)",0.001,1,FALSE
"chr12:40844595:40844622:40840160:40844766:SE","SE","ENSMUSG00000035954","Dock4",27,"Microexon (0-30bp)",-0.065,0.0520002283717343,FALSE
"chr12:40849655:40849749:40845696:40856847:SE","SE","ENSMUSG00000035954","Dock4",94,"Regular (>50bp)",-0.002,1,FALSE
"chr12:40870590:40870677:40867754:40878778:SE","SE","ENSMUSG00000035954","Dock4",87,"Regular (>50bp)",0.001,1,FALSE
"chr12:40879610:40879694:40878955:40882212:SE","SE","ENSMUSG00000035954","Dock4",84,"Regular (>50bp)",-0.002,1,FALSE
"chr12:40888439:40888553:40886701:40891235:SE","SE","ENSMUSG00000035954","Dock4",114,"Regular (>50bp)",-0.017,0.388114794645418,FALSE
"chr11:106059134:106059306:106058742:106061981:SE","SE","ENSMUSG00000069631","Strada",172,"Regular (>50bp)",-0.003,1,FALSE
"chr11:106061779:106061903:106059306:106061981:SE","SE","ENSMUSG00000069631","Strada",124,"Regular (>50bp)",0.03,0.08654629555657,FALSE
"chr11:106071780:106071809:106064607:106075387:SE","SE","ENSMUSG00000069631","Strada",29,"Microexon (0-30bp)",-0.143,0,TRUE
"chr11:106071780:106071809:106064607:106077926:SE","SE","ENSMUSG00000069631","Strada",29,"Microexon (0-30bp)",-0.172,3.707656846415e-07,TRUE
"chr11:106071780:106071809:106064607:106077950:SE","SE","ENSMUSG00000069631","Strada",29,"Microexon (0-30bp)",-0.063,0.49105205635934,FALSE
"chr11:106075387:106075445:106064607:106077926:SE","SE","ENSMUSG00000069631","Strada",58,"Regular (>50bp)",-0.051,0.014850395629758,FALSE
"chr11:106075387:106075445:106064607:106077950:SE","SE","ENSMUSG00000069631","Strada",58,"Regular (>50bp)",0.01,1,FALSE
"chr11:106075387:106075445:106071809:106077926:SE","SE","ENSMUSG00000069631","Strada",58,"Regular (>50bp)",0.005,1,FALSE
"chr11:106075387:106075445:106071809:106077950:SE","SE","ENSMUSG00000069631","Strada",58,"Regular (>50bp)",0.002,1,FALSE
"chr11:106077926:106078006:106064607:106084291:SE","SE","ENSMUSG00000069631","Strada",80,"Regular (>50bp)",0.008,1,FALSE
"chr11:106077950:106078006:106064607:106084291:SE","SE","ENSMUSG00000069631","Strada",56,"Regular (>50bp)",0.015,1,FALSE
"chr11:106078633:106078747:106078006:106084291:SE","SE","ENSMUSG00000069631","Strada",114,"Regular (>50bp)",-0.007,0.934000406670886,FALSE
"chr11:106078633:106078747:106078006:106092836:SE","SE","ENSMUSG00000069631","Strada",114,"Regular (>50bp)",0.037,1,FALSE
"chr11:97337334:97337377:97335171:97338995:SE","SE","ENSMUSG00000049807","Arhgap23",43,"Small (30-50bp)",-0.001,1,FALSE
"chr11:97344690:97344846:97343370:97345039:SE","SE","ENSMUSG00000049807","Arhgap23",156,"Regular (>50bp)",-0.002,1,FALSE
"chr11:97355884:97356015:97355682:97356835:SE","SE","ENSMUSG00000049807","Arhgap23",131,"Regular (>50bp)",-0.009,1,FALSE
"chr11:97361193:97361272:97357413:97365840:SE","SE","ENSMUSG00000049807","Arhgap23",79,"Regular (>50bp)",0.001,1,FALSE
"chr11:97366149:97366239:97365914:97366873:SE","SE","ENSMUSG00000049807","Arhgap23",90,"Regular (>50bp)",-0.003,1,FALSE
"chr11:97382469:97382492:97382056:97383876:SE","SE","ENSMUSG00000049807","Arhgap23",23,"Microexon (0-30bp)",0.109,0.00137006976834466,TRUE
"chr11:97383876:97383908:97382056:97390934:SE","SE","ENSMUSG00000049807","Arhgap23",32,"Small (30-50bp)",-0.003,1,FALSE
