"event_key","event_type","GeneID","geneSymbol","exon_length","size_category","dPSI","FDR","significant","direction"
"chr19:60208761:60208792:60208571:60214663:SE","SE","ENSMUSG00000057858","Fam204a",31,"Small (30-50bp)",-0.222,3.13897056497055e-14,TRUE,"Exclusion (dPSI < 0)"
"chr19:60208921:60209009:60208792:60214741:SE","SE","ENSMUSG00000057858","Fam204a",88,"Regular (>50bp)",-0.216,2.47614173090926e-06,TRUE,"Exclusion (dPSI < 0)"
"chr19:60209485:60209736:60208571:60214663:SE","SE","ENSMUSG00000057858","Fam204a",251,"Regular (>50bp)",-0.202,0,TRUE,"Exclusion (dPSI < 0)"
"chr19:60209485:60209736:60208571:60214741:SE","SE","ENSMUSG00000057858","Fam204a",251,"Regular (>50bp)",-0.105,5.4355347062181e-06,TRUE,"Exclusion (dPSI < 0)"
"chr19:60209485:60209736:60208792:60214741:SE","SE","ENSMUSG00000057858","Fam204a",251,"Regular (>50bp)",-0.178,2.17768155001628e-08,TRUE,"Exclusion (dPSI < 0)"
"chr15:76078758:76078773:76078630:76078950:SE","SE","ENSMUSG00000022565","Plec",15,"Microexon (0-30bp)",-0.145,2.63934084002508e-08,TRUE,"Exclusion (dPSI < 0)"
"chr3:9008610:9008637:9001540:9009670:SE","SE","ENSMUSG00000027506","Tpd52",27,"Microexon (0-30bp)",0.115,0,TRUE,"Inclusion (dPSI > 0)"
"chr1:36468503:36468536:36467542:36478689:SE","SE","ENSMUSG00000001143","Lman2l",33,"Small (30-50bp)",0.157,0.0317585911897278,TRUE,"Inclusion (dPSI > 0)"
"chr16:90744953:90745001:90743750:90746586:SE","SE","ENSMUSG00000022973","Synj1",48,"Small (30-50bp)",0.422,0.000220853498945123,TRUE,"Inclusion (dPSI > 0)"
"chr16:90744953:90745001:90743941:90747238:SE","SE","ENSMUSG00000022973","Synj1",48,"Small (30-50bp)",0.141,0.00293456769525269,TRUE,"Inclusion (dPSI > 0)"
"chr7:66874123:66874149:66873639:66874773:SE","SE","ENSMUSG00000043831","Lysmd4",26,"Microexon (0-30bp)",-0.241,0.00738641869172005,TRUE,"Exclusion (dPSI < 0)"
"chr2:73509958:73510247:73462174:73605366:SE","SE","ENSMUSG00000056486","Chn1",289,"Regular (>50bp)",-0.2,0.00106075590979512,TRUE,"Exclusion (dPSI < 0)"
"chr2:73537262:73537376:73490101:73546707:SE","SE","ENSMUSG00000056486","Chn1",114,"Regular (>50bp)",-0.115,0.000230654801698775,TRUE,"Exclusion (dPSI < 0)"
"chr1:37422419:37422452:37419141:37426778:SE","SE","ENSMUSG00000026113","Inpp4a",33,"Small (30-50bp)",0.17,0.000369519441417414,TRUE,"Inclusion (dPSI > 0)"
"chr1:37422419:37422452:37419258:37426778:SE","SE","ENSMUSG00000026113","Inpp4a",33,"Small (30-50bp)",0.191,0.000597907691344336,TRUE,"Inclusion (dPSI > 0)"
"chr9:44685479:44685528:44685081:44687653:SE","SE","ENSMUSG00000002031","Ift46",49,"Small (30-50bp)",0.809,6.10355387630414e-14,TRUE,"Inclusion (dPSI > 0)"
"chr9:44685479:44685528:44685081:44687656:SE","SE","ENSMUSG00000002031","Ift46",49,"Small (30-50bp)",0.499,0.00420438101659756,TRUE,"Inclusion (dPSI > 0)"
"chr9:44687653:44687758:44685081:44689890:SE","SE","ENSMUSG00000002031","Ift46",105,"Regular (>50bp)",-0.27,3.68914802048504e-05,TRUE,"Exclusion (dPSI < 0)"
"chr7:24618608:24618776:24616366:24619055:SE","SE","ENSMUSG00000040940","Arhgef1",168,"Regular (>50bp)",0.222,0.00136666181722495,TRUE,"Inclusion (dPSI > 0)"
"chr1:171158801:171158853:171157094:171165819:SE","SE","ENSMUSG00000013973","Dedd",52,"Regular (>50bp)",0.182,1.08672095467285e-06,TRUE,"Inclusion (dPSI > 0)"
"chr1:171158820:171158853:171157094:171165819:SE","SE","ENSMUSG00000013973","Dedd",33,"Small (30-50bp)",0.15,7.9739978061321e-12,TRUE,"Inclusion (dPSI > 0)"
"chr12:88799322:88799340:88762663:88817048:SE","SE","ENSMUSG00000066392","Nrxn3",18,"Microexon (0-30bp)",-0.107,0.00452207672631305,TRUE,"Exclusion (dPSI < 0)"
"chr6:83174300:83174315:83173089:83174472:SE","SE","ENSMUSG00000031865","Dctn1",15,"Microexon (0-30bp)",-0.117,2.54634701482315e-07,TRUE,"Exclusion (dPSI < 0)"
"chr7:4511472:4511582:4510611:4512009:SE","SE","ENSMUSG00000064179","Tnnt1",110,"Regular (>50bp)",-0.101,0.0159130478191829,TRUE,"Exclusion (dPSI < 0)"
"chr7:4511472:4511624:4510611:4512009:SE","SE","ENSMUSG00000064179","Tnnt1",152,"Regular (>50bp)",-0.213,0.000747977373366288,TRUE,"Exclusion (dPSI < 0)"
"chr12:109572647:109572777:109570500:109573847:SE","SE","ENSMUSG00000097451","Rian",130,"Regular (>50bp)",-0.508,1.02092732003227e-07,TRUE,"Exclusion (dPSI < 0)"
"chr12:109583607:109583783:109573930:109586746:SE","SE","ENSMUSG00000097451","Rian",176,"Regular (>50bp)",0.344,0.0108037624816995,TRUE,"Inclusion (dPSI > 0)"
"chr12:70298793:70298817:70298034:70314835:SE","SE","ENSMUSG00000021071","Trim9",24,"Microexon (0-30bp)",0.3,0.0126767727515466,TRUE,"Inclusion (dPSI > 0)"
"chr12:70314007:70314040:70298034:70314835:SE","SE","ENSMUSG00000021071","Trim9",33,"Small (30-50bp)",0.281,0.011806652062461,TRUE,"Inclusion (dPSI > 0)"
"chr3:87602704:87602824:87596157:87604651:SE","SE","ENSMUSG00000041977","Arhgef11",120,"Regular (>50bp)",-0.106,0.00114814519812022,TRUE,"Exclusion (dPSI < 0)"
"chr7:141552656:141552751:141552459:141554578:SE","SE","ENSMUSG00000053046","Brsk2",95,"Regular (>50bp)",-0.145,0.00100616872555047,TRUE,"Exclusion (dPSI < 0)"
"chr7:141554578:141554623:141552459:141556211:SE","SE","ENSMUSG00000053046","Brsk2",45,"Small (30-50bp)",0.107,0.00219104248196706,TRUE,"Inclusion (dPSI > 0)"
"chr7:141554578:141554626:141552751:141555799:SE","SE","ENSMUSG00000053046","Brsk2",48,"Small (30-50bp)",-0.146,0.000964330749843827,TRUE,"Exclusion (dPSI < 0)"
"chr8:48766272:48766299:48763804:48788623:SE","SE","ENSMUSG00000031561","Tenm3",27,"Microexon (0-30bp)",-0.107,0.000820526485570748,TRUE,"Exclusion (dPSI < 0)"
"chr10:69817945:69817991:69816224:69821912:SE","SE","ENSMUSG00000069601","Ank3",46,"Small (30-50bp)",-0.124,0.0266382038889151,TRUE,"Exclusion (dPSI < 0)"
"chr10:69837752:69838061:69835328:69838340:SE","SE","ENSMUSG00000069601","Ank3",309,"Regular (>50bp)",-0.283,0,TRUE,"Exclusion (dPSI < 0)"
"chr9:102465906:102466186:102464211:102471706:SE","SE","ENSMUSG00000032534","Cep63",280,"Regular (>50bp)",-0.103,0.0418883540552921,TRUE,"Exclusion (dPSI < 0)"
"chr9:102498894:102498927:102496959:102500754:SE","SE","ENSMUSG00000032534","Cep63",33,"Small (30-50bp)",-0.306,0.00254057639001563,TRUE,"Exclusion (dPSI < 0)"
"chr9:108673739:108673771:108673595:108674482:SE","SE","ENSMUSG00000032599","Ip6k2",32,"Small (30-50bp)",0.131,0.044401227577591,TRUE,"Inclusion (dPSI > 0)"
"chr5:110543910:110543940:110527459:110580766:SE","SE","ENSMUSG00000043323","Fbrsl1",30,"Microexon (0-30bp)",0.24,0.00120904652686324,TRUE,"Inclusion (dPSI > 0)"
"chr11:93971565:93971580:93970036:93972165:SE","SE","ENSMUSG00000020859","Spag9",15,"Microexon (0-30bp)",0.168,0.0320554566746996,TRUE,"Inclusion (dPSI > 0)"
"chr2:30236070:30236085:30235951:30236364:SE","SE","ENSMUSG00000026860","Sh3glb2",15,"Microexon (0-30bp)",-0.128,0,TRUE,"Exclusion (dPSI < 0)"
"chr2:30238566:30238629:30237116:30240299:SE","SE","ENSMUSG00000026860","Sh3glb2",63,"Regular (>50bp)",0.109,6.62958453222306e-05,TRUE,"Inclusion (dPSI > 0)"
"chr5:115789214:115789323:115787628:115789877:SE","SE","ENSMUSG00000041609","Bicdl1",109,"Regular (>50bp)",0.102,0.00129288026233258,TRUE,"Inclusion (dPSI > 0)"
"chr5:115799433:115799577:115794090:115800758:SE","SE","ENSMUSG00000041609","Bicdl1",144,"Regular (>50bp)",-0.109,0.00612145755105127,TRUE,"Exclusion (dPSI < 0)"
"chrX:47712838:47713083:47712705:47714472:SE","SE","ENSMUSG00000031105","Slc25a14",245,"Regular (>50bp)",-0.167,0.0244373112585981,TRUE,"Exclusion (dPSI < 0)"
"chrX:47717012:47717060:47713083:47718128:SE","SE","ENSMUSG00000031105","Slc25a14",48,"Small (30-50bp)",0.267,0.00541359089233251,TRUE,"Inclusion (dPSI > 0)"
"chr11:77702834:77703545:77700684:77706681:SE","SE","ENSMUSG00000000631","Myo18a",711,"Regular (>50bp)",-0.444,0.0158665579843822,TRUE,"Exclusion (dPSI < 0)"
"chr11:77745503:77745548:77744717:77748548:SE","SE","ENSMUSG00000000631","Myo18a",45,"Small (30-50bp)",-0.12,0.000131915200960212,TRUE,"Exclusion (dPSI < 0)"
"chr19:40287906:40288097:40287906:40287965:40288686:40288746:A3SS","A3SS","ENSMUSG00000025006","Sorbs1",191,"Regular (>50bp)",-0.133,3.51131047581848e-07,TRUE,"Exclusion (dPSI < 0)"
"chr3:148526608:148526690:148526608:148526661:148528590:148528687:A3SS","A3SS","ENSMUSG00000028184","Adgrl2",82,"Regular (>50bp)",-0.177,0.0012567052559445,TRUE,"Exclusion (dPSI < 0)"
"chr3:126770493:126770596:126770493:126770581:126775448:126775593:A3SS","A3SS","ENSMUSG00000032826","Ank2",103,"Regular (>50bp)",-0.118,0.0236707118722263,TRUE,"Exclusion (dPSI < 0)"
"chr7:24617944:24618776:24618608:24618776:24617319:24617425:A3SS","A3SS","ENSMUSG00000040940","Arhgef1",832,"Regular (>50bp)",-0.247,0.00019458006140348,TRUE,"Exclusion (dPSI < 0)"
"chr12:109617274:109617533:109617446:109617533:109616505:109616591:A3SS","A3SS","ENSMUSG00000097451","Rian",259,"Regular (>50bp)",-0.125,0.0473870294987939,TRUE,"Exclusion (dPSI < 0)"
"chr12:70314007:70314040:70314007:70314037:70314835:70314974:A3SS","A3SS","ENSMUSG00000021071","Trim9",33,"Small (30-50bp)",0.267,0.0424746116292359,TRUE,"Inclusion (dPSI > 0)"
"chr10:69837752:69838431:69838340:69838431:69835184:69835328:A3SS","A3SS","ENSMUSG00000069601","Ank3",679,"Regular (>50bp)",-0.261,0,TRUE,"Exclusion (dPSI < 0)"
"chr16:31615683:31615828:31615683:31615783:31624431:31624552:A5SS","A5SS","ENSMUSG00000022770","Dlg1",145,"Regular (>50bp)",0.153,1.82865756724972e-10,TRUE,"Inclusion (dPSI > 0)"
"chr4:155070671:155071473:155071175:155071473:155069822:155069849:A5SS","A5SS","ENSMUSG00000029055","Plch2",802,"Regular (>50bp)",-0.138,0.0341534467438212,TRUE,"Exclusion (dPSI < 0)"
"chr1:37419002:37419258:37419002:37419141:37422419:37422452:A5SS","A5SS","ENSMUSG00000026113","Inpp4a",256,"Regular (>50bp)",-0.137,0.00488567103936146,TRUE,"Exclusion (dPSI < 0)"
"chr2:90988749:90988833:90988761:90988833:90988329:90988488:A5SS","A5SS","ENSMUSG00000040687","Madd",84,"Regular (>50bp)",0.181,1.99055966154638e-09,TRUE,"Inclusion (dPSI > 0)"
"chr2:90988752:90988833:90988761:90988833:90988329:90988488:A5SS","A5SS","ENSMUSG00000040687","Madd",81,"Regular (>50bp)",0.149,0.00122673365236356,TRUE,"Inclusion (dPSI > 0)"
"chr12:109623221:109623274:109623221:109623265:109624491:109624555:A5SS","A5SS","ENSMUSG00000097451","Rian",53,"Regular (>50bp)",0.287,0.000144959439795492,TRUE,"Inclusion (dPSI > 0)"
"chrX:13417185:13417221:13418611:13418680:13415600:13421116:MXE","MXE","ENSMUSG00000031012","Cask",36,"Small (30-50bp)",0.136,1.23089842693126e-05,TRUE,"Inclusion (dPSI > 0)"
"chr19:17189655:17189694:17193689:17193737:17185693:17198147:MXE","MXE","ENSMUSG00000039126","Prune2",39,"Small (30-50bp)",0.104,0.00876492001807575,TRUE,"Inclusion (dPSI > 0)"
"chr14:45860297:45860399:45866310:45866331:45858297:45867036:MXE","MXE","ENSMUSG00000037697","Ddhd1",102,"Regular (>50bp)",-0.127,6.36088685010611e-05,TRUE,"Exclusion (dPSI < 0)"
"chr11:106071780:106071809:106075387:106075445:106064607:106077926:MXE","MXE","ENSMUSG00000069631","Strada",29,"Microexon (0-30bp)",0.173,1.11932780992581e-06,TRUE,"Inclusion (dPSI > 0)"
"chr11:3311020:3311108:3311782:3311825:3310586:3320968:MXE","MXE","ENSMUSG00000020451","Limk2",88,"Regular (>50bp)",0.318,0.0118407241389166,TRUE,"Inclusion (dPSI > 0)"
"chr11:116191091:116191259:116191929:116192152:116186515:116195402:MXE","MXE","ENSMUSG00000020792","Exoc7",168,"Regular (>50bp)",0.126,0,TRUE,"Inclusion (dPSI > 0)"
"chr19:60208761:60208792:60209485:60209736:60208571:60214663:MXE","MXE","ENSMUSG00000057858","Fam204a",31,"Small (30-50bp)",-0.12,0.0121548928235532,TRUE,"Exclusion (dPSI < 0)"
"chr16:90743902:90743941:90744953:90745001:90743750:90746586:MXE","MXE","ENSMUSG00000022973","Synj1",39,"Small (30-50bp)",0.174,0.00238027208711514,TRUE,"Inclusion (dPSI > 0)"
"chr12:109604272:109604360:109606700:109606762:109593587:109608998:MXE","MXE","ENSMUSG00000097451","Rian",88,"Regular (>50bp)",-0.161,0.00139097448453324,TRUE,"Exclusion (dPSI < 0)"
"chr9:86680590:86680752:86680882:86680897:86674294:86686507:MXE","MXE","ENSMUSG00000033419","Snap91",162,"Regular (>50bp)",-0.145,0.0336608213802321,TRUE,"Exclusion (dPSI < 0)"
"chr9:102498894:102498927:102500754:102500792:102496959:102503102:MXE","MXE","ENSMUSG00000032534","Cep63",33,"Small (30-50bp)",0.288,1.2645536315877e-05,TRUE,"Inclusion (dPSI > 0)"
"chr5:110519411:110519489:110522255:110522385:110519235:110524118:MXE","MXE","ENSMUSG00000043323","Fbrsl1",78,"Regular (>50bp)",0.115,0.0250698247328581,TRUE,"Inclusion (dPSI > 0)"
"chr16:18170649:18170701:18207024:18207255:18166320:18214823:MXE","MXE","ENSMUSG00000118669","Arvcf",52,"Regular (>50bp)",0.123,0.006616656726485,TRUE,"Inclusion (dPSI > 0)"
"chr4:155067823:155069849:155069422:155069822:RI","RI","ENSMUSG00000029055","Plch2",2026,"Regular (>50bp)",-0.301,0.00253887186183368,TRUE,"Exclusion (dPSI < 0)"
"chr4:155069822:155071473:155069849:155070671:RI","RI","ENSMUSG00000029055","Plch2",1651,"Regular (>50bp)",-0.241,0.013783735280543,TRUE,"Exclusion (dPSI < 0)"
"chr4:155069822:155071473:155069849:155071175:RI","RI","ENSMUSG00000029055","Plch2",1651,"Regular (>50bp)",-0.205,0.00590078800165802,TRUE,"Exclusion (dPSI < 0)"
"chr4:156252233:156253026:156252266:156253002:RI","RI","ENSMUSG00000041936","Agrn",793,"Regular (>50bp)",-0.154,0.000233047696470748,TRUE,"Exclusion (dPSI < 0)"
"chr6:145083185:145083812:145083333:145083771:RI","RI","ENSMUSG00000030263","Irag2",627,"Regular (>50bp)",-0.189,0.0206889084582517,TRUE,"Exclusion (dPSI < 0)"
"chr12:109616505:109617533:109616591:109617446:RI","RI","ENSMUSG00000097451","Rian",1028,"Regular (>50bp)",-0.104,0.0320006970984676,TRUE,"Exclusion (dPSI < 0)"
"chr2:30235710:30236465:30235951:30236364:RI","RI","ENSMUSG00000026860","Sh3glb2",755,"Regular (>50bp)",-0.404,0,TRUE,"Exclusion (dPSI < 0)"
