"event_id","geneSymbol","chr","strand","exonStart_0base","exonEnd","exon_length","upstreamES","upstreamEE","downstreamES","downstreamEE","FDR","IncLevelDifference"
"chr1:133202530-133202617|up:133201595-133202112|down:133209520-133209549","Plekha6","chr1","+",133202530,133202617,87,133201595,133202112,133209520,133209549,0,0.432
"chr1:133203549-133203603|up:133201595-133202112|down:133208076-133208145","Plekha6","chr1","+",133203549,133203603,54,133201595,133202112,133208076,133208145,4.27870970640642e-05,0.123
"chr1:133203549-133203603|up:133202530-133202617|down:133208076-133208145","Plekha6","chr1","+",133203549,133203603,54,133202530,133202617,133208076,133208145,0.0122934561721616,0.172
"chr1:133207110-133207191|up:133201595-133202112|down:133208076-133208145","Plekha6","chr1","+",133207110,133207191,81,133201595,133202112,133208076,133208145,3.81143746070178e-07,0.156
"chr1:133207110-133207191|up:133202530-133202617|down:133208076-133208145","Plekha6","chr1","+",133207110,133207191,81,133202530,133202617,133208076,133208145,0.0129777797004093,0.201
"chr1:133208076-133208145|up:133201595-133202112|down:133209520-133209549","Plekha6","chr1","+",133208076,133208145,69,133201595,133202112,133209520,133209549,0,0.251
"chr1:133583082-133583136|up:133582057-133582176|down:133588974-133589056","Zc3h11a","chr1","-",133583082,133583136,54,133582057,133582176,133588974,133589056,3.14035198120558e-05,0.13
"chr1:136225021-136225054|up:136221017-136221159|down:136225479-136225563","Camsap2","chr1","-",136225021,136225054,33,136221017,136221159,136225479,136225563,0.00188173296420614,0.169
"chr1:138950842-138950886|up:138893903-138893968|down:138967737-138967787","Dennd1b","chr1","+",138950842,138950886,44,138893903,138893968,138967737,138967787,0.00243685758259785,0.189
"chr1:151288541-151288597|up:151283326-151283386|down:151295850-151295934","Swt1","chr1","-",151288541,151288597,56,151283326,151283386,151295850,151295934,0.000198346347251937,0.316
"chr1:152718980-152719130|up:152717263-152717344|down:152719786-152720158","Smg7","chr1","-",152718980,152719130,150,152717263,152717344,152719786,152720158,0.00587165290635847,-0.115
"chr1:152843667-152843727|up:152831024-152831078|down:152949542-152949631","Nmnat2","chr1","+",152843667,152843727,60,152831024,152831078,152949542,152949631,4.39260381309807e-07,-0.549
"chr1:153352169-153352308|up:153351408-153351455|down:153353786-153353885","Dhx9","chr1","-",153352169,153352308,139,153351408,153351455,153353786,153353885,8.00914175266303e-06,-0.107
"chr1:155916820-155916880|up:155911471-155911666|down:155927039-155927369","Tor1aip2","chr1","+",155916820,155916880,60,155911471,155911666,155927039,155927369,0.00632516012813351,0.151
"chr1:155916820-155916880|up:155911517-155911837|down:155927039-155927369","Tor1aip2","chr1","+",155916820,155916880,60,155911517,155911837,155927039,155927369,3.1010634856554e-06,0.213
"chr1:155916820-155916880|up:155911517-155911837|down:155935156-155935333","Tor1aip2","chr1","+",155916820,155916880,60,155911517,155911837,155935156,155935333,0.0105999843344019,0.174
"chr1:155916820-155916880|up:155916662-155916748|down:155927039-155927369","Tor1aip2","chr1","+",155916820,155916880,60,155916662,155916748,155927039,155927369,1.32454748558169e-11,0.108
"chr1:155916820-155916880|up:155916662-155916748|down:155935156-155935333","Tor1aip2","chr1","+",155916820,155916880,60,155916662,155916748,155935156,155935333,9.42849997625886e-08,0.209
"chr1:156648956-156649034|up:156646465-156647488|down:156651560-156651615","Ralgps2","chr1","-",156648956,156649034,78,156646465,156647488,156651560,156651615,0,-0.151
"chr1:157294735-157294817|up:157293281-157293391|down:157316012-157316198","Cryzl2","chr1","+",157294735,157294817,82,157293281,157293391,157316012,157316198,0.037079933881615,-0.14
"chr1:157334955-157335123|up:157334297-157334430|down:157352354-157352423","Sec16b","chr1","+",157334955,157335123,168,157334297,157334430,157352354,157352423,2.59957342057324e-07,-0.178
"chr1:160537716-160537783|up:160529927-160530030|down:160549702-160549813","Rabgap1l","chr1","-",160537716,160537783,67,160529927,160530030,160549702,160549813,2.35549231268745e-05,0.108
"chr1:160864118-160864149|up:160863321-160863814|down:160864389-160864422","Gas5","chr1","+",160864118,160864149,31,160863321,160863814,160864389,160864422,0,-0.136
"chr1:160978534-160978887|up:160970281-160970410|down:160988236-160988331","Ankrd45","chr1","+",160978534,160978887,353,160970281,160970410,160988236,160988331,0.000589070044436317,-0.533
"chr1:161076928-161077039|up:161071765-161071912|down:161078326-161078736","Prdx6","chr1","-",161076928,161077039,111,161071765,161071912,161078326,161078736,0.046457668665714,0.205
"chr1:162501667-162501720|up:162498293-162501225|down:162504259-162504386","Prrc2c","chr1","-",162501667,162501720,53,162498293,162501225,162504259,162504386,2.48775309361347e-07,-0.214
"chr1:162501671-162501720|up:162499356-162501225|down:162503173-162503410","Prrc2c","chr1","-",162501671,162501720,49,162499356,162501225,162503173,162503410,8.16031415359964e-12,-0.144
"chr1:165198691-165198817|up:165194610-165195074|down:165216226-165216484","Dcaf6","chr1","-",165198691,165198817,126,165194610,165195074,165216226,165216484,0.00650082472271803,-0.147
"chr1:166236566-166236900|up:166235967-166236101|down:166237275-166237432","Pogk","chr1","-",166236566,166236900,334,166235967,166236101,166237275,166237432,0,-0.179
"chr1:169975564-169975612|up:169970965-169971032|down:169976839-169977028","Uap1","chr1","-",169975564,169975612,48,169970965,169971032,169976839,169977028,0,-0.223
"chr1:169975564-169975615|up:169970965-169971032|down:169976839-169977028","Uap1","chr1","-",169975564,169975615,51,169970965,169971032,169976839,169977028,0,-0.129
"chr1:169976839-169977028|up:169970965-169971032|down:170002318-170002515","Uap1","chr1","-",169976839,169977028,189,169970965,169971032,170002318,170002515,0.00245680672212437,0.125
"chr1:171158801-171158853|up:171156966-171157094|down:171165819-171166208","Dedd","chr1","+",171158801,171158853,52,171156966,171157094,171165819,171166208,1.08672095467285e-06,0.182
"chr1:171158820-171158853|up:171156712-171157094|down:171165819-171165907","Dedd","chr1","+",171158820,171158853,33,171156712,171157094,171165819,171165907,7.9739978061321e-12,0.15
"chr1:174904389-174904443|up:174887302-174887360|down:174905754-174905844","Rgs7","chr1","-",174904389,174904443,54,174887302,174887360,174905754,174905844,4.51726584513169e-06,0.155
"chr1:174904389-174904443|up:174894182-174894260|down:174905754-174905844","Rgs7","chr1","-",174904389,174904443,54,174894182,174894260,174905754,174905844,0.00190830839453806,0.257
"chr1:176596798-176597092|up:176585962-176586083|down:176597278-176597436","Cep170","chr1","-",176596798,176597092,294,176585962,176586083,176597278,176597436,0.0154584306814241,-0.116
"chr1:176596798-176597092|up:176588916-176589066|down:176597278-176597436","Cep170","chr1","-",176596798,176597092,294,176588916,176589066,176597278,176597436,6.76645641651693e-12,-0.163
"chr1:177270789-177270907|up:177270031-177270161|down:177271550-177271658","Zbtb18","chr1","+",177270789,177270907,118,177270031,177270161,177271550,177271658,9.47031618563839e-05,-0.297
"chr1:177271550-177271658|up:177270109-177270161|down:177272304-177272388","Zbtb18","chr1","+",177271550,177271658,108,177270109,177270161,177272304,177272388,0.0241584718050419,0.192
"chr1:177272304-177272388|up:177271550-177271658|down:177274654-177274662","Zbtb18","chr1","+",177272304,177272388,84,177271550,177271658,177274654,177274662,3.30970954966116e-13,-0.341
"chr1:179921508-179921751|up:179911936-179912070|down:179921945-179922056","Cdc42bpa","chr1","+",179921508,179921751,243,179911936,179912070,179921945,179922056,0,-0.227
"chr1:183087358-183087412|up:183078592-183079172|down:183094595-183094659","Aida","chr1","+",183087358,183087412,54,183078592,183079172,183094595,183094659,0.000157673920517548,0.37
"chr1:185106314-185106409|up:185103085-185103242|down:185111741-185111934","Eprs","chr1","+",185106314,185106409,95,185103085,185103242,185111741,185111934,0.00271829243321709,0.103
"chr1:191828733-191828836|up:191821195-191821361|down:191829513-191829747","Gm10516","chr1","+",191828733,191828836,103,191821195,191821361,191829513,191829747,0.00420611733427958,-0.577
"chr10:5868183-5868253|up:5812518-5812662|down:5872227-5872366","Rgs17","chr10","-",5868183,5868253,70,5812518,5812662,5872227,5872366,9.00811004318081e-08,0.102
"chr10:7546702-7546883|up:7543765-7543888|down:7550769-7550921","Nup43","chr10","+",7546702,7546883,181,7543765,7543888,7550769,7550921,0.048289247607026,-0.533
"chr10:13879944-13880019|up:13841818-13841964|down:13942326-13942428","Hivep2","chr10","+",13879944,13880019,75,13841818,13841964,13942326,13942428,0.0405585836356155,-0.138
"chr10:13993262-13993344|up:13986408-13986530|down:14002195-14002240","Hivep2","chr10","+",13993262,13993344,82,13986408,13986530,14002195,14002240,0.0228343239875342,-0.594
"chr10:21020867-21021224|up:21018860-21018991|down:21022084-21022339","Myb","chr10","-",21020867,21021224,357,21018860,21018991,21022084,21022339,0.000103745957149079,-0.12
"chr10:25369464-25369527|up:25364848-25364991|down:25377721-25378285","Epb41l2","chr10","+",25369464,25369527,63,25364848,25364991,25377721,25378285,4.64547282556566e-06,0.266
"chr10:25371342-25371489|up:25364848-25364991|down:25377721-25378285","Epb41l2","chr10","+",25371342,25371489,147,25364848,25364991,25377721,25378285,0.000346494463259081,0.206
"chr10:25375673-25375841|up:25364848-25364991|down:25377475-25377529","Epb41l2","chr10","+",25375673,25375841,168,25364848,25364991,25377475,25377529,0.0377899002644413,0.213
"chr10:25377475-25377529|up:25364848-25364991|down:25377721-25377809","Epb41l2","chr10","+",25377475,25377529,54,25364848,25364991,25377721,25377809,4.58506109105964e-09,0.26
"chr10:25377721-25378036|up:25364848-25364991|down:25382072-25382171","Epb41l2","chr10","+",25377721,25378036,315,25364848,25364991,25382072,25382171,0.0377899002644413,-0.103
"chr10:29237280-29237341|up:29230287-29230443|down:29237959-29238022","Rnf146","chr10","-",29237280,29237341,61,29230287,29230443,29237959,29238022,1.17645427431397e-07,0.173
"chr10:30463434-30463591|up:30441194-30442502|down:30466020-30466105","Trmt11","chr10","-",30463434,30463591,157,30441194,30442502,30466020,30466105,0.00227636346012586,-0.112
"chr10:31214180-31214241|up:31208371-31208965|down:31219007-31219022","Tpd52l1","chr10","-",31214180,31214241,61,31208371,31208965,31219007,31219022,0.00014979744909032,-0.561
"chr10:31214180-31214241|up:31208371-31208965|down:31222606-31222708","Tpd52l1","chr10","-",31214180,31214241,61,31208371,31208965,31222606,31222708,0.000113527244093131,-0.592
"chr10:39498898-39499087|up:39497407-39498723|down:39508945-39509012","E130307A14Rik","chr10","-",39498898,39499087,189,39497407,39498723,39508945,39509012,0.000823706906721409,-0.257
"chr10:39508945-39509012|up:39498898-39499087|down:39557468-39557545","E130307A14Rik","chr10","-",39508945,39509012,67,39498898,39499087,39557468,39557545,0.00042539375783409,-0.26
"chr10:39521551-39521804|up:39516271-39516507|down:39557468-39557545","E130307A14Rik","chr10","-",39521551,39521804,253,39516271,39516507,39557468,39557545,0.00262673231533932,-0.203
"chr10:39521551-39521804|up:39516271-39516507|down:39607733-39607844","E130307A14Rik","chr10","-",39521551,39521804,253,39516271,39516507,39607733,39607844,0.0481296226893661,-0.246
"chr10:39530517-39530684|up:39516271-39516507|down:39557468-39557545","E130307A14Rik","chr10","-",39530517,39530684,167,39516271,39516507,39557468,39557545,0.0459728656436306,-0.118
"chr10:39530517-39530684|up:39521551-39521804|down:39557468-39557545","E130307A14Rik","chr10","-",39530517,39530684,167,39521551,39521804,39557468,39557545,0.000159046178629461,-0.421
"chr10:40605982-40606081|up:40559277-40559660|down:40613670-40613810","Mettl24","chr10","+",40605982,40606081,99,40559277,40559660,40613670,40613810,0.0434804285075908,-0.149
"chr10:41354423-41354631|up:41354005-41354310|down:41354958-41355063","Mical1","chr10","+",41354423,41354631,208,41354005,41354310,41354958,41355063,5.77724965612637e-08,-0.12
"chr10:41685568-41685659|up:41606994-41607111|down:41685783-41685864","Cep57l1","chr10","-",41685568,41685659,91,41606994,41607111,41685783,41685864,0.0100429389376904,0.131
"chr10:43271556-43271688|up:43248130-43248205|down:43289510-43289543","Pdss2","chr10","+",43271556,43271688,132,43248130,43248205,43289510,43289543,0.0261295206872683,0.184
"chr10:57385156-57385210|up:57382292-57382398|down:57387539-57387624","Hsf2","chr10","+",57385156,57385210,54,57382292,57382398,57387539,57387624,1.55494827807468e-05,0.135
"chr10:58108154-58108227|up:58105083-58107528|down:58110557-58110658","Gcc2","chr10","+",58108154,58108227,73,58105083,58107528,58110557,58110658,0.029985427231585,0.112
"chr10:59190161-59190232|up:59187904-59188081|down:59191171-59191242","P4ha1","chr10","+",59190161,59190232,71,59187904,59188081,59191171,59191242,3.07246695129838e-13,0.116
"chr10:59191171-59191242|up:59190161-59190232|down:59197682-59197782","P4ha1","chr10","+",59191171,59191242,71,59190161,59190232,59197682,59197782,8.28280277609755e-05,-0.164
"chr10:60133316-60133325|up:60131725-60131782|down:60134876-60135008","Psap","chr10","+",60133316,60133325,9,60131725,60131782,60134876,60135008,6.82779603057641e-11,-0.129
"chr10:61318114-61318261|up:61311579-61311668|down:61362838-61362988","Lrrc20","chr10","+",61318114,61318261,147,61311579,61311668,61362838,61362988,5.83337387088028e-10,0.137
"chr10:62305679-62305836|up:62300410-62300517|down:62316336-62316486","Vps26a","chr10","-",62305679,62305836,157,62300410,62300517,62316336,62316486,0.0425619405381936,-0.211
"chr10:62889642-62889731|up:62888207-62888237|down:62890105-62890284","Pbld2","chr10","+",62889642,62889731,89,62888207,62888237,62890105,62890284,0.0389427118370901,-0.167
"chr10:69097016-69097075|up:69085454-69085558|down:69102016-69102202","Rhobtb1","chr10","+",69097016,69097075,59,69085454,69085558,69102016,69102202,4.1329237693675e-08,0.116
"chr10:69817945-69817991|up:69816101-69816224|down:69821912-69824462","Ank3","chr10","+",69817945,69817991,46,69816101,69816224,69821912,69824462,0.0266382038889151,-0.124
"chr10:69837752-69838061|up:69835184-69835328|down:69838340-69838431","Ank3","chr10","+",69837752,69838061,309,69835184,69835328,69838340,69838431,0,-0.283
"chr10:75260326-75260421|up:75250823-75250911|down:75264014-75264176","Upb1","chr10","+",75260326,75260421,95,75250823,75250911,75264014,75264176,0.00332122151450055,0.14
"chr10:75445032-75445226|up:75444584-75444721|down:75445678-75445785","Ggt5","chr10","+",75445032,75445226,194,75444584,75444721,75445678,75445785,0.000251059822237387,-0.165
"chr10:75478296-75478504|up:75477958-75478110|down:75479707-75479825","Susd2","chr10","-",75478296,75478504,208,75477958,75478110,75479707,75479825,0.000225144159132019,-0.103
"chr10:76685210-76685444|up:76683569-76683646|down:76686055-76686182","Pcbp3","chr10","-",76685210,76685444,234,76683569,76683646,76686055,76686182,2.8727302488982e-06,-0.12
"chr10:76686055-76686182|up:76683569-76683646|down:76728390-76728490","Pcbp3","chr10","-",76686055,76686182,127,76683569,76683646,76728390,76728490,7.57467863377302e-09,0.163
"chr10:79749390-79749515|up:79748545-79748603|down:79752656-79752753","R3hdm4","chr10","-",79749390,79749515,125,79748545,79748603,79752656,79752753,0.0175118452693092,0.116
"chr10:79972496-79972577|up:79972183-79972328|down:79972707-79972772","Cbarp","chr10","-",79972496,79972577,81,79972183,79972328,79972707,79972772,8.94819663314711e-14,-0.195
"chr10:79972523-79972577|up:79972183-79972328|down:79972707-79972772","Cbarp","chr10","-",79972523,79972577,54,79972183,79972328,79972707,79972772,0,-0.154
"chr10:79972538-79972577|up:79972183-79972328|down:79972707-79972772","Cbarp","chr10","-",79972538,79972577,39,79972183,79972328,79972707,79972772,0,-0.34
"chr10:80159506-80159610|up:80159316-80159434|down:80159687-80159788","Pcsk4","chr10","-",80159506,80159610,104,80159316,80159434,80159687,80159788,0.000318661703243936,0.157
"chr10:80357844-80357983|up:80357603-80357731|down:80360162-80360246","Atp8b3","chr10","-",80357844,80357983,139,80357603,80357731,80360162,80360246,2.23933541925972e-09,-0.335
"chr10:80359485-80359725|up:80357603-80357731|down:80360162-80360246","Atp8b3","chr10","-",80359485,80359725,240,80357603,80357731,80360162,80360246,0.00404021948619805,-0.166
"chr10:80445163-80445258|up:80438725-80438783|down:80446861-80446947","Scamp4","chr10","+",80445163,80445258,95,80438725,80438783,80446861,80446947,0.0277006253515735,0.21
"chr10:80545922-80546126|up:80545600-80545790|down:80546253-80546301","Ap3d1","chr10","-",80545922,80546126,204,80545600,80545790,80546253,80546301,0,-0.264
"chr10:80870751-80870843|up:80869445-80869767|down:80873037-80873142","Slc39a3","chr10","-",80870751,80870843,92,80869445,80869767,80873037,80873142,2.49402715466312e-10,0.132
"chr10:80872821-80872945|up:80869690-80869767|down:80873037-80873116","Slc39a3","chr10","-",80872821,80872945,124,80869690,80869767,80873037,80873116,0.0241806942551153,0.196
"chr10:81069448-81069595|up:81069009-81069076|down:81075263-81075348","Zfr2","chr10","+",81069448,81069595,147,81069009,81069076,81075263,81075348,0.0155913367752878,0.22
"chr10:82236587-82236820|up:82204731-82204792|down:82257833-82258042","Gm4924","chr10","+",82236587,82236820,233,82204731,82204792,82257833,82258042,7.51877716939103e-05,0.426
"chr10:84845315-84845491|up:84844579-84844657|down:84850939-84854201","Ric8b","chr10","+",84845315,84845491,176,84844579,84844657,84850939,84854201,0.000194791423108541,-0.376
"chr10:86560061-86560276|up:86548628-86549603|down:86565645-86565806","Ttc41","chr10","+",86560061,86560276,215,86548628,86549603,86565645,86565806,0.0111428978615912,0.198
"chr10:86580289-86580468|up:86572664-86572863|down:86586110-86586250","Ttc41","chr10","+",86580289,86580468,179,86572664,86572863,86586110,86586250,0.0430455543973315,-0.358
"chr10:86586110-86586250|up:86572749-86572863|down:86596629-86596782","Ttc41","chr10","+",86586110,86586250,140,86572749,86572863,86596629,86596782,2.90695863609589e-05,0.552
"chr10:88049040-88049153|up:88040407-88040605|down:88049508-88049574","Washc3","chr10","+",88049040,88049153,113,88040407,88040605,88049508,88049574,0.0498461998436605,-0.317
"chr10:88316676-88316808|up:88312871-88313030|down:88318092-88318177","Chpt1","chr10","-",88316676,88316808,132,88312871,88313030,88318092,88318177,0.0444072581279937,0.143
"chr10:88317214-88317241|up:88316676-88316808|down:88318092-88318177","Chpt1","chr10","-",88317214,88317241,27,88316676,88316808,88318092,88318177,0.000679456720161651,-0.272
"chr10:90957969-90958193|up:90955388-90955568|down:90959419-90959568","Slc25a3","chr10","-",90957969,90958193,224,90955388,90955568,90959419,90959568,0.0465149128204989,-0.168
"chr10:93399066-93399147|up:93391380-93391445|down:93403525-93403618","Ccdc38","chr10","+",93399066,93399147,81,93391380,93391445,93403525,93403618,0.0230912600130668,-0.175
"chr10:93688571-93688680|up:93681472-93682976|down:93693590-93693950","Usp44","chr10","+",93688571,93688680,109,93681472,93682976,93693590,93693950,0.0190862308571342,-0.247
"chr10:93691975-93692181|up:93681472-93682976|down:93693590-93693950","Usp44","chr10","+",93691975,93692181,206,93681472,93682976,93693590,93693950,4.25355180725677e-07,-0.123
"chr10:105671987-105672081|up:105668711-105668876|down:105676936-105677232","Mettl25","chr10","-",105671987,105672081,94,105668711,105668876,105676936,105677232,9.35901377040606e-07,0.246
"chr10:116013622-116013733|up:115998359-115998515|down:116024104-116024373","Ptprr","chr10","+",116013622,116013733,111,115998359,115998515,116024104,116024373,0.00384514887114189,0.379
"chr10:116363731-116363854|up:116337096-116337222|down:116417357-116417390","Cnot2","chr10","-",116363731,116363854,123,116337096,116337222,116417357,116417390,0.0174925678192676,-0.144
"chr10:117992738-117992768|up:117988079-117988179|down:117993099-117993275","Mdm1","chr10","+",117992738,117992768,30,117988079,117988179,117993099,117993275,0,-0.124
