"event_id","geneSymbol","chr","strand","exonStart_0base","exonEnd","exon_length","upstreamES","upstreamEE","downstreamES","downstreamEE","FDR","IncLevelDifference"
"chr10:39530517-39530684|up:39521551-39521804|down:39557468-39557545","E130307A14Rik","chr10","-",39530517,39530684,167,39521551,39521804,39557468,39557545,0.00101533784036005,-0.307
"chr10:42950588-42950684|up:42896977-42898914|down:43033903-43034089","Sobp","chr10","-",42950588,42950684,96,42896977,42898914,43033903,43034089,0.0169963531755925,0.104
"chr10:43771429-43771528|up:43764964-43765132|down:43777609-43777662","Qrsl1","chr10","-",43771429,43771528,99,43764964,43765132,43777609,43777662,0.0262621607648526,-0.417
"chr10:57385156-57385210|up:57382292-57382398|down:57387539-57387624","Hsf2","chr10","+",57385156,57385210,54,57382292,57382398,57387539,57387624,9.1032286808624e-05,0.142
"chr10:60133316-60133325|up:60131725-60131782|down:60134876-60135008","Psap","chr10","+",60133316,60133325,9,60131725,60131782,60134876,60135008,0,-0.169
"chr10:60566348-60566454|up:60559542-60559769|down:60586164-60586463","Slc29a3","chr10","-",60566348,60566454,106,60559542,60559769,60586164,60586463,0.00130407424473845,0.184
"chr10:60773611-60773741|up:60767769-60768064|down:60774999-60776721","Gm26947","chr10","+",60773611,60773741,130,60767769,60768064,60774999,60776721,0.0497410964651012,-0.174
"chr10:61318114-61318261|up:61311579-61311668|down:61362838-61362988","Lrrc20","chr10","+",61318114,61318261,147,61311579,61311668,61362838,61362988,2.05600070302397e-11,0.153
"chr10:62185265-62185409|up:62176431-62176562|down:62199079-62200272","Hk1os","chr10","+",62185265,62185409,144,62176431,62176562,62199079,62200272,0.0486106445928072,-0.109
"chr10:62854538-62854677|up:62853819-62854004|down:62855171-62855306","Hnrnph3","chr10","-",62854538,62854677,139,62853819,62854004,62855171,62855306,2.9189746448848e-07,-0.131
"chr10:67052761-67052886|up:67051048-67051154|down:67053816-67053960","Jmjd1c","chr10","+",67052761,67052886,125,67051048,67051154,67053816,67053960,0.0419673981597077,0.105
"chr10:69097016-69097075|up:69085454-69085558|down:69102016-69102202","Rhobtb1","chr10","+",69097016,69097075,59,69085454,69085558,69102016,69102202,2.91192174539669e-09,0.108
"chr10:69816653-69816680|up:69816101-69816224|down:69817945-69818027","Ank3","chr10","+",69816653,69816680,27,69816101,69816224,69817945,69818027,0.00320802029789536,-0.129
"chr10:74006280-74006441|up:73887429-73887495|down:74021105-74021261","Pcdh15","chr10","+",74006280,74006441,161,73887429,73887495,74021105,74021261,0.00878683206636312,-0.127
"chr10:75260326-75260421|up:75250823-75250911|down:75264014-75264176","Upb1","chr10","+",75260326,75260421,95,75250823,75250911,75264014,75264176,0.0057711694026665,0.14
"chr10:76107209-76107239|up:76106229-76106291|down:76108366-76108537","Dip2a","chr10","-",76107209,76107239,30,76106229,76106291,76108366,76108537,0.00172773960048172,-0.125
"chr10:76625571-76625703|up:76606794-76606873|down:76661693-76661703","Pcbp3","chr10","-",76625571,76625703,132,76606794,76606873,76661693,76661703,0.0031674684499219,0.247
"chr10:77161452-77161525|up:77157482-77158417|down:77161699-77161774","Adarb1","chr10","-",77161452,77161525,73,77157482,77158417,77161699,77161774,0.0139213459735924,-0.107
"chr10:79972538-79972577|up:79972183-79972328|down:79972707-79972772","Cbarp","chr10","-",79972538,79972577,39,79972183,79972328,79972707,79972772,0.00288614933888376,-0.134
"chr10:80157914-80158043|up:80157116-80157785|down:80158557-80158682","Pcsk4","chr10","-",80157914,80158043,129,80157116,80157785,80158557,80158682,0.0479411271145908,-0.109
"chr10:80159506-80159610|up:80159316-80159434|down:80159687-80159788","Pcsk4","chr10","-",80159506,80159610,104,80159316,80159434,80159687,80159788,0.000414572096430208,0.157
"chr10:80246231-80246458|up:80245347-80246108|down:80248660-80248896","Tcf3","chr10","-",80246231,80246458,227,80245347,80246108,80248660,80248896,0.00109996440603661,0.138
"chr10:80359485-80359725|up:80357603-80357731|down:80360162-80360246","Atp8b3","chr10","-",80359485,80359725,240,80357603,80357731,80360162,80360246,0.0276815315254037,-0.161
"chr10:80444636-80444684|up:80438705-80438783|down:80446861-80446947","Scamp4","chr10","+",80444636,80444684,48,80438705,80438783,80446861,80446947,0.0478384878621741,0.396
"chr10:80445163-80445292|up:80438705-80438783|down:80446861-80446963","Scamp4","chr10","+",80445163,80445292,129,80438705,80438783,80446861,80446963,0.0482819263474727,0.362
"chr10:80545922-80546126|up:80545600-80545790|down:80546253-80546301","Ap3d1","chr10","-",80545922,80546126,204,80545600,80545790,80546253,80546301,0,-0.186
"chr10:80870751-80870843|up:80869445-80869767|down:80873037-80873142","Slc39a3","chr10","-",80870751,80870843,92,80869445,80869767,80873037,80873142,7.17127952507686e-05,0.104
"chr10:81069444-81069595|up:81068988-81069076|down:81073190-81073387","Zfr2","chr10","+",81069444,81069595,151,81068988,81069076,81073190,81073387,0.0263427686695213,0.127
"chr10:81069448-81069595|up:81069009-81069076|down:81073190-81073411","Zfr2","chr10","+",81069448,81069595,147,81069009,81069076,81073190,81073411,0.00177990771697951,0.147
"chr10:81069448-81069595|up:81069009-81069076|down:81075263-81075348","Zfr2","chr10","+",81069448,81069595,147,81069009,81069076,81075263,81075348,0.0020771240332951,0.423
"chr10:81073190-81073425|up:81068988-81069076|down:81077828-81078008","Zfr2","chr10","+",81073190,81073425,235,81068988,81069076,81077828,81078008,0.00816881586002113,-0.116
"chr10:81153159-81153237|up:81150825-81150952|down:81153599-81153854","Pip5k1c","chr10","+",81153159,81153237,78,81150825,81150952,81153599,81153854,0.01051641083672,-0.105
"chr10:81464573-81464759|up:81464412-81464474|down:81465382-81465581","Ankrd24","chr10","+",81464573,81464759,186,81464412,81464474,81465382,81465581,7.6375212421447e-07,-0.663
"chr10:82236587-82236820|up:82204731-82204792|down:82257833-82258042","Gm4924","chr10","+",82236587,82236820,233,82204731,82204792,82257833,82258042,0.00015254027349045,0.426
"chr10:86586110-86586250|up:86572749-86572863|down:86596629-86596782","Ttc41","chr10","+",86586110,86586250,140,86572749,86572863,86596629,86596782,6.40470908681468e-05,0.552
"chr10:88317214-88317241|up:88316676-88316808|down:88318092-88318177","Chpt1","chr10","-",88317214,88317241,27,88316676,88316808,88318092,88318177,0.0171960729853986,-0.182
"chr10:92871280-92871415|up:92870532-92870683|down:92873675-92873758","Cfap54","chr10","-",92871280,92871415,135,92870532,92870683,92873675,92873758,0.00872205135258836,-0.312
"chr10:105671987-105672081|up:105668711-105668876|down:105676936-105677232","Mettl25","chr10","-",105671987,105672081,94,105668711,105668876,105676936,105677232,0.000562704149635734,0.158
"chr10:116013622-116013733|up:115998359-115998515|down:116024104-116024373","Ptprr","chr10","+",116013622,116013733,111,115998359,115998515,116024104,116024373,0.027266897431278,0.383
"chr10:117545558-117545689|up:117541059-117541134|down:117545850-117545933","Mdm2","chr10","-",117545558,117545689,131,117541059,117541134,117545850,117545933,0.00767767659558068,-0.106
"chr10:120038006-120038100|up:120037516-120037754|down:120051445-120051554","Tmbim4","chr10","+",120038006,120038100,94,120037516,120037754,120051445,120051554,0.0025904555169029,-0.391
"chr10:122858990-122858993|up:122858738-122858849|down:122859814-122859916","Mon2","chr10","-",122858990,122858993,3,122858738,122858849,122859814,122859916,0.00305786624407419,-0.123
"chr10:127132585-127132609|up:127132409-127132502|down:127132741-127132813","Mars1","chr10","-",127132585,127132609,24,127132409,127132502,127132741,127132813,6.08886163483443e-09,-0.141
"chr10:127307636-127307869|up:127295335-127295444|down:127319844-127320022","R3hdm2","chr10","+",127307636,127307869,233,127295335,127295444,127319844,127320022,5.4841577599348e-05,-0.23
"chr10:128327154-128327216|up:128326842-128326902|down:128327927-128328005","Myl6","chr10","-",128327154,128327216,62,128326842,128326902,128327927,128328005,4.25982822251754e-05,-0.164
"chr10:128327158-128327216|up:128326731-128326902|down:128327927-128328005","Myl6","chr10","-",128327158,128327216,58,128326731,128326902,128327927,128328005,7.97908251539013e-06,-0.173
"chr10:128535844-128535988|up:128535340-128535544|down:128537211-128537313","Cdk2","chr10","-",128535844,128535988,144,128535340,128535544,128537211,128537313,0.000789984149410358,-0.143
"chr10:128586151-128586206|up:128583757-128583867|down:128601478-128602433","Pym1","chr10","+",128586151,128586206,55,128583757,128583867,128601478,128602433,0.00663594974851036,-0.213
"chr11:4099930-4100102|up:4098438-4099084|down:4110158-4110218","Ccdc157","chr11","-",4099930,4100102,172,4098438,4099084,4110158,4110218,0.00482697263951788,0.104
"chr11:5732184-5732357|up:5730205-5730653|down:5733891-5734709","Ube2d-ps","chr11","+",5732184,5732357,173,5730205,5730653,5733891,5734709,0.000211127945443482,0.357
"chr11:5937056-5937131|up:5932720-5932761|down:5938100-5938143","Camk2b","chr11","-",5937056,5937131,75,5932720,5932761,5938100,5938143,0.00212635123720064,0.127
"chr11:16903141-16903253|up:16901409-16902464|down:16903348-16903681","Fbxo48","chr11","+",16903141,16903253,112,16901409,16902464,16903348,16903681,0.00946246229089354,-0.147
"chr11:20030661-20030798|up:20027187-20027333|down:20044229-20044445","Actr2","chr11","-",20030661,20030798,137,20027187,20027333,20044229,20044445,1.77226711437171e-05,-0.464
"chr11:20646750-20646831|up:20642464-20642588|down:20648312-20648373","Aftph","chr11","-",20646750,20646831,81,20642464,20642588,20648312,20648373,0.000826406239766225,-0.107
"chr11:21598069-21598123|up:21522234-21522370|down:21602225-21602310","Wdpcp","chr11","+",21598069,21598123,54,21522234,21522370,21602225,21602310,4.6856503962571e-08,0.148
"chr11:31868800-31868824|up:31858824-31858875|down:31870408-31870582","Cpeb4","chr11","+",31868800,31868824,24,31858824,31858875,31870408,31870582,0.0124957994528287,0.122
"chr11:43607856-43607976|up:43595360-43596304|down:43611047-43611238","Pwwp2a","chr11","+",43607856,43607976,120,43595360,43596304,43611047,43611238,2.5564132744212e-07,-0.135
"chr11:49094822-49094995|up:49094311-49094365|down:49095277-49095302","Zfp62","chr11","+",49094822,49094995,173,49094311,49094365,49095277,49095302,4.02231637073725e-05,0.419
"chr11:49105049-49105481|up:49104418-49104469|down:49105890-49106150","Zfp62","chr11","+",49105049,49105481,432,49104418,49104469,49105890,49106150,2.90231606863926e-13,0.114
"chr11:51163904-51163995|up:51162626-51162849|down:51164386-51164453","Clk4","chr11","+",51163904,51163995,91,51162626,51162849,51164386,51164453,0.000373836872285787,-0.119
"chr11:54831536-54831708|up:54830423-54830561|down:54853658-54853738","Tnip1","chr11","-",54831536,54831708,172,54830423,54830561,54853658,54853738,1.59797106774809e-08,-0.169
"chr11:54846846-54847004|up:54831536-54831708|down:54853658-54853743","Tnip1","chr11","-",54846846,54847004,158,54831536,54831708,54853658,54853743,1.15344158661638e-05,-0.318
"chr11:58952249-58952513|up:58951669-58951933|down:58952856-58953120","Obscn","chr11","-",58952249,58952513,264,58951669,58951933,58952856,58953120,0.0485918687881569,0.303
"chr11:60129835-60129898|up:60121926-60121963|down:60132643-60132719","Tom1l2","chr11","-",60129835,60129898,63,60121926,60121963,60132643,60132719,0.0358086513924347,-0.152
"chr11:60129835-60129898|up:60123723-60123783|down:60132643-60132719","Tom1l2","chr11","-",60129835,60129898,63,60123723,60123783,60132643,60132719,1.59746546269186e-06,-0.169
"chr11:60300411-60300456|up:60298119-60298217|down:60307811-60307861","Atpaf2","chr11","-",60300411,60300456,45,60298119,60298217,60307811,60307861,0.0133325354606688,-0.132
"chr11:61344253-61344322|up:61343453-61343739|down:61344444-61344485","Rnf112","chr11","-",61344253,61344322,69,61343453,61343739,61344444,61344485,0.000467656536837754,-0.171
"chr11:62750665-62750866|up:62748511-62748621|down:62753455-62753577","Fbxw10","chr11","+",62750665,62750866,201,62748511,62748621,62753455,62753577,0.00894227084239788,0.187
"chr11:63023953-63024070|up:63022337-63022480|down:63041944-63042085","Pmp22","chr11","+",63023953,63024070,117,63022337,63022480,63041944,63042085,0.00176010029871468,-0.108
"chr11:68716995-68717030|up:68712935-68713491|down:68720740-68720892","Ndel1","chr11","-",68716995,68717030,35,68712935,68713491,68720740,68720892,0,0.111
"chr11:69548761-69548882|up:69548550-69548669|down:69549391-69549524","Mpdu1","chr11","-",69548761,69548882,121,69548550,69548669,69549391,69549524,0.0219666056807949,-0.121
"chr11:69811166-69811248|up:69809976-69810162|down:69811626-69811745","Eif5a","chr11","-",69811166,69811248,82,69809976,69810162,69811626,69811745,4.87057720163042e-06,-0.176
"chr11:69811166-69811260|up:69809976-69810162|down:69811626-69811766","Eif5a","chr11","-",69811166,69811260,94,69809976,69810162,69811626,69811766,4.75661602355021e-06,-0.159
"chr11:69934483-69934593|up:69933396-69933569|down:69935101-69935193","Dlg4","chr11","+",69934483,69934593,110,69933396,69933569,69935101,69935193,3.27858978903823e-11,-0.113
"chr11:70127702-70127804|up:70126849-70127037|down:70128356-70128451","0610010K14Rik","chr11","-",70127702,70127804,102,70126849,70127037,70128356,70128451,1.12053770842233e-10,-0.11
"chr11:70127713-70127804|up:70126849-70127037|down:70128356-70128451","0610010K14Rik","chr11","-",70127713,70127804,91,70126849,70127037,70128356,70128451,3.06102830770282e-11,-0.159
"chr11:70499414-70499525|up:70499166-70499252|down:70499665-70499784","Mink1","chr11","+",70499414,70499525,111,70499166,70499252,70499665,70499784,1.48376640068475e-08,-0.15
"chr11:70775590-70775794|up:70735800-70735834|down:70784394-70784514","Rabep1","chr11","+",70775590,70775794,204,70735800,70735834,70784394,70784514,0.0305726502340829,0.168
"chr11:74686577-74686643|up:74683028-74683144|down:74686807-74686950","Mettl16","chr11","+",74686577,74686643,66,74683028,74683144,74686807,74686950,0.000425264506028457,-0.168
"chr11:74691151-74691281|up:74686807-74686950|down:74693718-74693838","Mettl16","chr11","+",74691151,74691281,130,74686807,74686950,74693718,74693838,0.00133925009311344,0.642
"chr11:77063130-77063287|up:77042643-77042799|down:77079541-77079794","Efcab5","chr11","-",77063130,77063287,157,77042643,77042799,77079541,77079794,7.19223687118008e-05,0.508
"chr11:77362839-77363005|up:77361312-77362704|down:77363127-77363204","Ankrd13b","chr11","-",77362839,77363005,166,77361312,77362704,77363127,77363204,1.6255326309285e-06,-0.206
"chr11:79134225-79134401|up:79132809-79132982|down:79135288-79135389","Wsb1","chr11","-",79134225,79134401,176,79132809,79132982,79135288,79135389,0,-0.322
"chr11:79358939-79358980|up:79354058-79354121|down:79359542-79359701","Nf1","chr11","+",79358939,79358980,41,79354058,79354121,79359542,79359701,6.46992872883141e-05,-0.199
"chr11:80283909-80284002|up:80282660-80282818|down:80285111-80285357","Zfp207","chr11","+",80283909,80284002,93,80282660,80282818,80285111,80285357,5.56687500957937e-09,-0.163
"chr11:82724906-82725105|up:82709241-82709429|down:82736577-82736918","Rffl","chr11","-",82724906,82725105,199,82709241,82709429,82736577,82736918,0.00146250777933538,-0.316
"chr11:83084868-83085035|up:83082158-83082234|down:83103369-83104439","Slfn3","chr11","+",83084868,83085035,167,83082158,83082234,83103369,83104439,0.0137099304565292,-0.157
"chr11:84788184-84788289|up:84787946-84788037|down:84788374-84788546","Myo19","chr11","+",84788184,84788289,105,84787946,84788037,84788374,84788546,0.000380206308406138,-0.142
"chr11:85712847-85712938|up:85692646-85692778|down:85716027-85716216","Bcas3","chr11","+",85712847,85712938,91,85692646,85692778,85716027,85716216,0.00193874677953962,0.22
"chr11:86148029-86148241|up:86146848-86147155|down:86148330-86148380","Ints2","chr11","-",86148029,86148241,212,86146848,86147155,86148330,86148380,0.0154272953783243,-0.107
"chr11:86148029-86148241|up:86147268-86147323|down:86148330-86148380","Ints2","chr11","-",86148029,86148241,212,86147268,86147323,86148330,86148380,0.00418110097041515,-0.101
"chr11:93777847-93777899|up:93776931-93776947|down:93782164-93782214","Mbtd1","chr11","+",93777847,93777899,52,93776931,93776947,93782164,93782214,0.0169963531755925,0.222
"chr11:93777847-93777899|up:93777033-93777242|down:93782164-93782214","Mbtd1","chr11","+",93777847,93777899,52,93777033,93777242,93782164,93782214,0.00136600166238989,-0.214
"chr11:93782164-93782214|up:93777032-93777242|down:93795984-93796169","Mbtd1","chr11","+",93782164,93782214,50,93777032,93777242,93795984,93796169,0.00165103499742698,-0.288
"chr11:94183219-94183298|up:94182154-94182404|down:94183752-94183858","Luc7l3","chr11","-",94183219,94183298,79,94182154,94182404,94183752,94183858,0,-0.376
"chr11:94183232-94183298|up:94181886-94182404|down:94183752-94183858","Luc7l3","chr11","-",94183232,94183298,66,94181886,94182404,94183752,94183858,0,-0.345
"chr11:94557924-94558120|up:94557023-94557357|down:94558409-94558672","Xylt2","chr11","-",94557924,94558120,196,94557023,94557357,94558409,94558672,0.000380206308406138,0.107
"chr11:95949141-95949253|up:95942559-95942650|down:95953820-95953893","Ube2z","chr11","-",95949141,95949253,112,95942559,95942650,95953820,95953893,0.01916769959281,-0.211
"chr11:97234922-97235032|up:97234434-97234673|down:97236533-97236602","Gpr179","chr11","-",97234922,97235032,110,97234434,97234673,97236533,97236602,0.0254133368527242,0.135
"chr11:97901452-97901472|up:97900683-97900742|down:97902168-97902323","Cacnb1","chr11","-",97901452,97901472,20,97900683,97900742,97902168,97902323,0.0495735485107121,-0.341
"chr11:98608534-98608591|up:98607239-98607351|down:98608735-98608968","Med24","chr11","-",98608534,98608591,57,98607239,98607351,98608735,98608968,5.39453251717858e-11,-0.168
"chr11:100594726-100594895|up:100594319-100594521|down:100594996-100595097","Dhx58","chr11","-",100594726,100594895,169,100594319,100594521,100594996,100595097,0.0465993647497221,-0.119
"chr11:101936892-101937024|up:101933797-101934130|down:101937679-101938013","Cd300lg","chr11","+",101936892,101937024,132,101933797,101934130,101937679,101938013,4.77378260498165e-06,-0.653
"chr11:102176489-102176544|up:102175756-102175914|down:102178133-102178697","Tmub2","chr11","+",102176489,102176544,55,102175756,102175914,102178133,102178697,0.00217352630580569,0.11
"chr11:102422138-102422156|up:102418919-102418992|down:102429107-102429182","Gpatch8","chr11","-",102422138,102422156,18,102418919,102418992,102429107,102429182,5.81428934292745e-05,-0.133
"chr11:102427937-102427972|up:102422138-102422156|down:102429107-102429182","Gpatch8","chr11","-",102427937,102427972,35,102422138,102422156,102429107,102429182,0.00381937879741669,0.161
"chr11:102994060-102994195|up:102993864-102993971|down:102994351-102994470","Acbd4","chr11","+",102994060,102994195,135,102993864,102993971,102994351,102994470,0.00955008995008447,-0.1
