"event_id","geneSymbol","chr","strand","exonStart_0base","exonEnd","exon_length","upstreamES","upstreamEE","downstreamES","downstreamEE","FDR","IncLevelDifference"
"chr1:155916820-155916880|up:155911471-155911666|down:155927039-155927369","Tor1aip2","chr1","+",155916820,155916880,60,155911471,155911666,155927039,155927369,0.00488188199476449,0.159
"chr1:155916820-155916880|up:155911517-155911837|down:155927039-155927369","Tor1aip2","chr1","+",155916820,155916880,60,155911517,155911837,155927039,155927369,3.69639618774493e-08,0.23
"chr1:155916820-155916880|up:155911517-155911837|down:155935156-155935333","Tor1aip2","chr1","+",155916820,155916880,60,155911517,155911837,155935156,155935333,0.0340293557953583,0.165
"chr1:155916820-155916880|up:155916662-155916748|down:155927039-155927369","Tor1aip2","chr1","+",155916820,155916880,60,155916662,155916748,155927039,155927369,0,0.132
"chr1:155916820-155916880|up:155916662-155916748|down:155935156-155935333","Tor1aip2","chr1","+",155916820,155916880,60,155916662,155916748,155935156,155935333,0,0.298
"chr1:159147317-159147410|up:159136452-159136534|down:159152486-159152597","Cop1","chr1","+",159147317,159147410,93,159136452,159136534,159152486,159152597,0.00640323077445409,-0.103
"chr1:160840454-160840591|up:160836363-160837061|down:160847053-160847976","Zbtb37","chr1","-",160840454,160840591,137,160836363,160837061,160847053,160847976,0.0437139308098771,-0.128
"chr1:160978534-160978887|up:160970281-160970410|down:160988236-160988331","Ankrd45","chr1","+",160978534,160978887,353,160970281,160970410,160988236,160988331,1.00228474147005e-05,-0.583
"chr1:162501667-162501720|up:162498293-162501225|down:162504259-162504386","Prrc2c","chr1","-",162501667,162501720,53,162498293,162501225,162504259,162504386,0.000651537906469661,-0.185
"chr1:162501671-162501720|up:162499356-162501225|down:162503173-162503410","Prrc2c","chr1","-",162501671,162501720,49,162499356,162501225,162503173,162503410,3.14841122952943e-07,-0.121
"chr1:171158801-171158853|up:171156966-171157094|down:171165819-171166208","Dedd","chr1","+",171158801,171158853,52,171156966,171157094,171165819,171166208,8.27328736591769e-09,0.223
"chr1:171158820-171158853|up:171156712-171157094|down:171165819-171165907","Dedd","chr1","+",171158820,171158853,33,171156712,171157094,171165819,171165907,0,0.174
"chr1:171158820-171158853|up:171157136-171157260|down:171165819-171165907","Dedd","chr1","+",171158820,171158853,33,171157136,171157260,171165819,171165907,9.41268011599817e-09,0.109
"chr1:174903582-174903663|up:174894182-174894260|down:174904389-174904443","Rgs7","chr1","-",174903582,174903663,81,174894182,174894260,174904389,174904443,0.00596161908602796,-0.187
"chr1:174904389-174904443|up:174887302-174887360|down:174905754-174905844","Rgs7","chr1","-",174904389,174904443,54,174887302,174887360,174905754,174905844,0.000686295973082051,0.194
"chr1:174904389-174904443|up:174894182-174894260|down:174905754-174905844","Rgs7","chr1","-",174904389,174904443,54,174894182,174894260,174905754,174905844,0.0436764758913934,0.247
"chr1:176588916-176589066|up:176585962-176586083|down:176596798-176597092","Cep170","chr1","-",176588916,176589066,150,176585962,176586083,176596798,176597092,3.9257019947339e-05,0.103
"chr1:176596798-176597092|up:176588916-176589066|down:176597278-176597436","Cep170","chr1","-",176596798,176597092,294,176588916,176589066,176597278,176597436,0.00125952627493081,-0.106
"chr1:177272304-177272388|up:177270781-177270907|down:177274654-177274662","Zbtb18","chr1","+",177272304,177272388,84,177270781,177270907,177274654,177274662,0.0245228580546791,-0.164
"chr1:177272304-177272388|up:177271550-177271658|down:177274654-177274662","Zbtb18","chr1","+",177272304,177272388,84,177271550,177271658,177274654,177274662,0.000214420445889129,-0.198
"chr1:179946300-179946348|up:179945231-179945308|down:179951488-179951527","Cdc42bpa","chr1","+",179946300,179946348,48,179945231,179945308,179951488,179951527,1.18301469469446e-06,0.18
"chr1:180479426-180479531|up:180475865-180475898|down:180486627-180486761","Lin9","chr1","+",180479426,180479531,105,180475865,180475898,180486627,180486761,4.06398523686481e-05,-0.125
"chr1:183087358-183087412|up:183078592-183079172|down:183094595-183094659","Aida","chr1","+",183087358,183087412,54,183078592,183079172,183094595,183094659,0.0141677476614873,0.259
"chr1:192581158-192581215|up:192579517-192579928|down:192584059-192584249","Syt14","chr1","-",192581158,192581215,57,192579517,192579928,192584059,192584249,4.68941849784433e-05,0.138
"chr10:10302342-10302477|up:10298409-10298504|down:10306814-10306944","Adgb","chr10","-",10302342,10302477,135,10298409,10298504,10306814,10306944,0.0391094494335883,-0.259
"chr10:10325710-10325855|up:10319137-10319209|down:10347984-10348058","Adgb","chr10","-",10325710,10325855,145,10319137,10319209,10347984,10348058,0.00964892187147328,0.269
"chr10:13879944-13880019|up:13841818-13841964|down:13942326-13942428","Hivep2","chr10","+",13879944,13880019,75,13841818,13841964,13942326,13942428,1.69695378827837e-05,-0.278
"chr10:20161515-20161640|up:20153950-20154164|down:20162320-20162393","Gm48249","chr10","-",20161515,20161640,125,20153950,20154164,20162320,20162393,7.85526742502879e-05,0.357
"chr10:29237280-29237341|up:29230287-29230443|down:29237959-29238022","Rnf146","chr10","-",29237280,29237341,61,29230287,29230443,29237959,29238022,0.010811363765485,0.111
"chr10:33826478-33826613|up:33825743-33825860|down:33827198-33827221","Zup1","chr10","-",33826478,33826613,135,33825743,33825860,33827198,33827221,0.00262552205647321,0.434
"chr10:39498898-39499087|up:39497407-39498723|down:39508945-39509012","E130307A14Rik","chr10","-",39498898,39499087,189,39497407,39498723,39508945,39509012,0.00396721263333828,-0.235
"chr10:39508945-39509012|up:39498898-39499087|down:39557468-39557545","E130307A14Rik","chr10","-",39508945,39509012,67,39498898,39499087,39557468,39557545,0.0404283960928313,-0.183
"chr10:39516271-39516507|up:39497407-39498723|down:39607733-39607990","E130307A14Rik","chr10","-",39516271,39516507,236,39497407,39498723,39607733,39607990,0.0159843432782325,-0.128
"chr10:39521551-39521804|up:39516271-39516507|down:39530517-39530684","E130307A14Rik","chr10","-",39521551,39521804,253,39516271,39516507,39530517,39530684,0.000392061214348815,-0.324
"chr10:39521551-39521804|up:39516271-39516507|down:39557468-39557545","E130307A14Rik","chr10","-",39521551,39521804,253,39516271,39516507,39557468,39557545,0.00240590744543024,-0.226
"chr10:39530517-39530684|up:39521551-39521804|down:39557468-39557545","E130307A14Rik","chr10","-",39530517,39530684,167,39521551,39521804,39557468,39557545,0.00875105263647079,-0.217
"chr10:61318114-61318261|up:61311579-61311668|down:61362838-61362988","Lrrc20","chr10","+",61318114,61318261,147,61311579,61311668,61362838,61362988,3.18745522513594e-10,0.141
"chr10:62305679-62305836|up:62300410-62300517|down:62316336-62316486","Vps26a","chr10","-",62305679,62305836,157,62300410,62300517,62316336,62316486,3.14349710969308e-05,-0.216
"chr10:69765276-69765288|up:69763524-69763648|down:69768223-69768326","Ank3","chr10","+",69765276,69765288,12,69763524,69763648,69768223,69768326,0.00548380560396285,0.251
"chr10:69789269-69789302|up:69786781-69786888|down:69791755-69791980","Ank3","chr10","+",69789269,69789302,33,69786781,69786888,69791755,69791980,0.0151230474700185,0.185
"chr10:69816653-69816680|up:69816101-69816224|down:69817945-69818027","Ank3","chr10","+",69816653,69816680,27,69816101,69816224,69817945,69818027,0.000174189054449646,0.187
"chr10:69837752-69838061|up:69835184-69835328|down:69838340-69838431","Ank3","chr10","+",69837752,69838061,309,69835184,69835328,69838340,69838431,0.00232754871876646,-0.131
"chr10:76107209-76107239|up:76106229-76106291|down:76108366-76108537","Dip2a","chr10","-",76107209,76107239,30,76106229,76106291,76108366,76108537,0.000735208041510314,0.168
"chr10:76686055-76686182|up:76683569-76683646|down:76728390-76728490","Pcbp3","chr10","-",76686055,76686182,127,76683569,76683646,76728390,76728490,3.76564719817768e-08,0.179
"chr10:77815586-77815885|up:77814526-77814615|down:77816334-77816356","Cfap410","chr10","+",77815586,77815885,299,77814526,77814615,77816334,77816356,6.65862699679625e-05,-0.317
"chr10:79756848-79757081|up:79756528-79756664|down:79757385-79758107","Kiss1r","chr10","+",79756848,79757081,233,79756528,79756664,79757385,79758107,0.0126045761172172,0.121
"chr10:79972496-79972577|up:79972183-79972328|down:79972707-79972772","Cbarp","chr10","-",79972496,79972577,81,79972183,79972328,79972707,79972772,2.75166287953894e-05,-0.106
"chr10:79972538-79972577|up:79972183-79972328|down:79972707-79972772","Cbarp","chr10","-",79972538,79972577,39,79972183,79972328,79972707,79972772,6.82236601168504e-07,-0.193
"chr10:80159316-80159434|up:80158823-80159009|down:80159506-80159610","Pcsk4","chr10","-",80159316,80159434,118,80158823,80159009,80159506,80159610,0.0054059057236589,-0.313
"chr10:80159506-80159610|up:80159316-80159434|down:80159687-80159788","Pcsk4","chr10","-",80159506,80159610,104,80159316,80159434,80159687,80159788,0.000305532660300201,0.157
"chr10:80357844-80357983|up:80357603-80357731|down:80360162-80360246","Atp8b3","chr10","-",80357844,80357983,139,80357603,80357731,80360162,80360246,0.0187672394803098,-0.173
"chr10:80545922-80546126|up:80545600-80545790|down:80546253-80546301","Ap3d1","chr10","-",80545922,80546126,204,80545600,80545790,80546253,80546301,0,-0.228
"chr10:80870751-80870843|up:80869445-80869767|down:80873037-80873142","Slc39a3","chr10","-",80870751,80870843,92,80869445,80869767,80873037,80873142,1.39934540556634e-05,0.104
"chr10:81470500-81470587|up:81465382-81465582|down:81470698-81470819","Ankrd24","chr10","+",81470500,81470587,87,81465382,81465582,81470698,81470819,0.00399090106339603,-0.251
"chr10:81470903-81470992|up:81469532-81469589|down:81472202-81472255","Ankrd24","chr10","+",81470903,81470992,89,81469532,81469589,81472202,81472255,0.025603171106318,-0.248
"chr10:82219596-82219678|up:82204731-82204792|down:82257833-82258042","Gm4924","chr10","+",82219596,82219678,82,82204731,82204792,82257833,82258042,0.000756859983151857,0.123
"chr10:82236587-82236820|up:82204731-82204792|down:82257833-82258042","Gm4924","chr10","+",82236587,82236820,233,82204731,82204792,82257833,82258042,0.000129827181205971,0.426
"chr10:82708771-82709109|up:82669784-82669865|down:82710446-82710569","Txnrd1","chr10","+",82708771,82709109,338,82669784,82669865,82710446,82710569,0.0166968571772713,-0.218
"chr10:93701268-93701365|up:93694350-93697464|down:93705978-93706160","Metap2","chr10","-",93701268,93701365,97,93694350,93697464,93705978,93706160,0.000890275479179945,0.207
"chr10:99062176-99062300|up:99058146-99058298|down:99062566-99062654","Gm34574","chr10","-",99062176,99062300,124,99058146,99058298,99062566,99062654,0.000209484174573899,-0.54
"chr10:105671987-105672081|up:105668711-105668876|down:105676936-105677232","Mettl25","chr10","-",105671987,105672081,94,105668711,105668876,105676936,105677232,0.00340828093232473,0.144
"chr10:116013622-116013733|up:115998359-115998515|down:116024104-116024373","Ptprr","chr10","+",116013622,116013733,111,115998359,115998515,116024104,116024373,0.00195157682816876,0.427
"chr10:116342945-116343093|up:116339939-116340019|down:116363731-116363854","Cnot2","chr10","-",116342945,116343093,148,116339939,116340019,116363731,116363854,0.00404923577228385,-0.146
"chr10:116342945-116343093|up:116339939-116340019|down:116384937-116385080","Cnot2","chr10","-",116342945,116343093,148,116339939,116340019,116384937,116385080,5.07816002564625e-05,-0.176
"chr10:116353221-116353288|up:116337096-116337222|down:116417357-116417370","Cnot2","chr10","-",116353221,116353288,67,116337096,116337222,116417357,116417370,5.00565407746177e-05,-0.219
"chr10:116363731-116363854|up:116337096-116337222|down:116417357-116417390","Cnot2","chr10","-",116363731,116363854,123,116337096,116337222,116417357,116417390,1.09345910391415e-05,-0.465
"chr10:116363731-116363854|up:116342945-116343093|down:116417357-116417390","Cnot2","chr10","-",116363731,116363854,123,116342945,116343093,116417357,116417390,0.0100692978462117,-0.112
"chr10:122858990-122858993|up:122858738-122858849|down:122859814-122859916","Mon2","chr10","-",122858990,122858993,3,122858738,122858849,122859814,122859916,0.00513475016025838,0.104
"chr10:127132585-127132609|up:127132409-127132502|down:127132741-127132813","Mars1","chr10","-",127132585,127132609,24,127132409,127132502,127132741,127132813,8.84120397101463e-07,-0.123
"chr10:127317561-127317624|up:127312388-127312567|down:127319844-127320087","R3hdm2","chr10","+",127317561,127317624,63,127312388,127312567,127319844,127320087,0,0.107
"chr10:127317561-127317663|up:127307636-127307869|down:127319844-127320087","R3hdm2","chr10","+",127317561,127317663,102,127307636,127307869,127319844,127320087,0.0118247305038172,0.148
"chr10:127317561-127317663|up:127312388-127312567|down:127319844-127320087","R3hdm2","chr10","+",127317561,127317663,102,127312388,127312567,127319844,127320087,0,0.177
"chr10:128479562-128479634|up:128478497-128478662|down:128479743-128479837","Ikzf4","chr10","-",128479562,128479634,72,128478497,128478662,128479743,128479837,8.07339610468759e-06,0.669
"chr10:128586151-128586206|up:128584396-128584435|down:128601015-128601109","Pym1","chr10","+",128586151,128586206,55,128584396,128584435,128601015,128601109,5.65454028343824e-05,0.113
"chr11:3183987-3184059|up:3179868-3180101|down:3184461-3184645","Eif4enif1","chr11","+",3183987,3184059,72,3179868,3180101,3184461,3184645,0.00398410740864226,0.102
"chr11:3311782-3311825|up:3311020-3311108|down:3342916-3343016","Limk2","chr11","-",3311782,3311825,43,3311020,3311108,3342916,3343016,0.00295924060295074,-0.127
"chr11:3403373-3403423|up:3402505-3402740|down:3421331-3421586","8430429K09Rik","chr11","+",3403373,3403423,50,3402505,3402740,3421331,3421586,2.48631469116515e-07,0.579
"chr11:4730577-4730622|up:4717664-4718273|down:4732186-4732352","Nf2","chr11","-",4730577,4730622,45,4717664,4718273,4732186,4732352,1.62465065210454e-10,0.174
"chr11:4861434-4861470|up:4860626-4860759|down:4862780-4862858","Thoc5","chr11","+",4861434,4861470,36,4860626,4860759,4862780,4862858,0,0.174
"chr11:5041459-5041477|up:5037959-5038146|down:5041858-5041982","Ewsr1","chr11","-",5041459,5041477,18,5037959,5038146,5041858,5041982,0,0.222
"chr11:5926764-5926893|up:5922812-5922888|down:5929672-5929721","Camk2b","chr11","-",5926764,5926893,129,5922812,5922888,5929672,5929721,0.0379841142078612,0.178
"chr11:22971493-22971661|up:22969999-22971133|down:22978855-22979010","Fam161a","chr11","+",22971493,22971661,168,22969999,22971133,22978855,22979010,0.000264057140798722,0.129
"chr11:29656409-29658770|up:29655534-29655591|down:29683632-29683840","Rtn4","chr11","+",29656409,29658770,2361,29655534,29655591,29683632,29683840,1.92788115568587e-11,-0.197
"chr11:31752829-31752981|up:31752331-31752448|down:31774292-31774524","D630024D03Rik","chr11","-",31752829,31752981,152,31752331,31752448,31774292,31774524,0.0237717146836175,-0.294
"chr11:31868800-31868824|up:31839857-31839939|down:31870408-31870582","Cpeb4","chr11","+",31868800,31868824,24,31839857,31839939,31870408,31870582,1.13081564246697e-05,0.103
"chr11:31868800-31868824|up:31858824-31858875|down:31870408-31870582","Cpeb4","chr11","+",31868800,31868824,24,31858824,31858875,31870408,31870582,3.91008884983753e-05,0.164
"chr11:32358967-32359051|up:32357561-32357666|down:32361456-32361574","Sh3pxd2b","chr11","+",32358967,32359051,84,32357561,32357666,32361456,32361574,6.17558934727634e-05,0.172
"chr11:43327180-43327259|up:43324570-43324646|down:43328171-43328357","Slu7","chr11","+",43327180,43327259,79,43324570,43324646,43328171,43328357,2.58850074362996e-06,0.139
"chr11:49094822-49094995|up:49094311-49094365|down:49095277-49095302","Zfp62","chr11","+",49094822,49094995,173,49094311,49094365,49095277,49095302,0.0122772876275872,0.285
"chr11:50054988-50055039|up:50054651-50054723|down:50059522-50059629","Tbc1d9b","chr11","+",50054988,50055039,51,50054651,50054723,50059522,50059629,1.62944918111763e-07,0.261
"chr11:50058995-50059052|up:50054651-50054723|down:50059522-50059629","Tbc1d9b","chr11","+",50058995,50059052,57,50054651,50054723,50059522,50059629,2.08276753500005e-06,0.132
"chr11:51158991-51159058|up:51153976-51154096|down:51161363-51161422","Clk4","chr11","+",51158991,51159058,67,51153976,51154096,51161363,51161422,0.00486314751970413,-0.322
"chr11:51158991-51159058|up:51157997-51158158|down:51161363-51161422","Clk4","chr11","+",51158991,51159058,67,51157997,51158158,51161363,51161422,0.0252500935304721,-0.113
"chr11:51161363-51161422|up:51157997-51158158|down:51162626-51162846","Clk4","chr11","+",51161363,51161422,59,51157997,51158158,51162626,51162846,1.96680001714449e-06,0.138
"chr11:51540975-51541181|up:51538834-51538989|down:51541504-51541664","N4bp3","chr11","-",51540975,51541181,206,51538834,51538989,51541504,51541664,0.0167201831173847,0.176
"chr11:54452150-54452220|up:54437198-54437255|down:54459178-54459322","Rapgef6","chr11","+",54452150,54452220,70,54437198,54437255,54459178,54459322,0.000368485976317547,-0.183
"chr11:54542574-54542589|up:54540007-54540165|down:54548071-54548312","Rapgef6","chr11","+",54542574,54542589,15,54540007,54540165,54548071,54548312,0.000564883834454027,0.211
"chr11:54831536-54831708|up:54830423-54830561|down:54846846-54846930","Tnip1","chr11","-",54831536,54831708,172,54830423,54830561,54846846,54846930,9.86385485281311e-05,-0.105
"chr11:57687137-57687223|up:57686320-57686620|down:57692059-57692294","2010001A14Rik","chr11","-",57687137,57687223,86,57686320,57686620,57692059,57692294,0.0428140432341417,0.105
"chr11:58952249-58952513|up:58951669-58951933|down:58952856-58953120","Obscn","chr11","-",58952249,58952513,264,58951669,58951933,58952856,58953120,0.00758220917511042,0.356
"chr11:60129835-60129898|up:60123723-60123783|down:60132643-60132719","Tom1l2","chr11","-",60129835,60129898,63,60123723,60123783,60132643,60132719,6.10806624409645e-06,-0.151
"chr11:61344253-61344322|up:61343453-61343739|down:61344444-61344485","Rnf112","chr11","-",61344253,61344322,69,61343453,61343739,61344444,61344485,0.000491642700895875,-0.188
"chr11:61344253-61344322|up:61343453-61343773|down:61344444-61344485","Rnf112","chr11","-",61344253,61344322,69,61343453,61343773,61344444,61344485,0.000243901099516242,-0.368
"chr11:61425403-61425439|up:61424396-61424507|down:61426096-61426209","Epn2","chr11","-",61425403,61425439,36,61424396,61424507,61426096,61426209,7.70019309919651e-05,0.122
"chr11:61444335-61444405|up:61438833-61438868|down:61456647-61456720","Epn2","chr11","-",61444335,61444405,70,61438833,61438868,61456647,61456720,0.00167767497948593,-0.119
"chr11:62540272-62540374|up:62539489-62539642|down:62555495-62555755","Mmgt2","chr11","+",62540272,62540374,102,62539489,62539642,62555495,62555755,0.00463868739477756,0.124
"chr11:62750665-62750866|up:62748511-62748621|down:62753455-62753577","Fbxw10","chr11","+",62750665,62750866,201,62748511,62748621,62753455,62753577,0.0086626989299094,0.187
"chr11:74458041-74458077|up:74375712-74375797|down:74487707-74487824","Rap1gap2","chr11","-",74458041,74458077,36,74375712,74375797,74487707,74487824,0.0299974855054127,0.148
"chr11:74686577-74686643|up:74683028-74683144|down:74686807-74686950","Mettl16","chr11","+",74686577,74686643,66,74683028,74683144,74686807,74686950,0.0429487944930022,-0.133
"chr11:74872677-74872739|up:74836832-74837045|down:74880895-74881041","Smg6","chr11","+",74872677,74872739,62,74836832,74837045,74880895,74881041,0.0106177511211038,0.119
"chr11:77063130-77063287|up:77042643-77042799|down:77079541-77079794","Efcab5","chr11","-",77063130,77063287,157,77042643,77042799,77079541,77079794,3.71457112083881e-06,0.541
"chr11:77579112-77579157|up:77578284-77578637|down:77582367-77582746","Nufip2","chr11","+",77579112,77579157,45,77578284,77578637,77582367,77582746,0.0120976829385297,0.315
"chr11:77706681-77706717|up:77668118-77669140|down:77708444-77708532","Myo18a","chr11","+",77706681,77706717,36,77668118,77669140,77708444,77708532,0.000733043013247745,0.169
