"event_id","geneSymbol","chr","strand","exonStart_0base","exonEnd","exon_length","upstreamES","upstreamEE","downstreamES","downstreamEE","FDR","IncLevelDifference"
"chr18:61938707-61938715|up:61938136-61938217|down:61939457-61939518","Ablim3","chr18","-",61938707,61938715,8,61938136,61938217,61939457,61939518,0.00680940737724422,-0.145
"chr19:4225003-4225030|up:4222861-4223219|down:4225392-4225453","Carns1","chr19","-",4225003,4225030,27,4222861,4223219,4225392,4225453,0.0411710677011618,0.185
"chr19:6498284-6498314|up:6493660-6493678|down:6500560-6500629","Nrxn2","chr19","+",6498284,6498314,30,6493660,6493678,6500560,6500629,0.0202547735468706,-0.159
"chr19:6498284-6498314|up:6496327-6496451|down:6500557-6500629","Nrxn2","chr19","+",6498284,6498314,30,6496327,6496451,6500557,6500629,0.00552988573066778,0.247
"chr19:47030560-47030578|up:47028482-47028581|down:47031204-47031232","Pcgf6","chr19","-",47030560,47030578,18,47028482,47028581,47031204,47031232,6.80291273311075e-05,-0.192
"chr19:55375620-55375641|up:55369373-55369451|down:55380215-55380300","Vti1a","chr19","+",55375620,55375641,21,55369373,55369451,55380215,55380300,0.000231369095081125,0.171
"chr19:55916161-55916186|up:55914408-55914481|down:55919865-55921661","Tcf7l2","chr19","+",55916161,55916186,25,55914408,55914481,55919865,55921661,0.00635973075347412,-0.197
"chr2:27174850-27174865|up:27173320-27173430|down:27175644-27175777","Vav2","chr2","-",27174850,27174865,15,27173320,27173430,27175644,27175777,3.07864615168397e-05,-0.111
"chr2:27190441-27190456|up:27189385-27189484|down:27192019-27192122","Vav2","chr2","-",27190441,27190456,15,27189385,27189484,27192019,27192122,0,-0.197
"chr2:29904169-29904184|up:29903687-29903850|down:29905600-29905732","Sptan1","chr2","+",29904169,29904184,15,29903687,29903850,29905600,29905732,0,-0.216
"chr2:30236070-30236085|up:30235710-30235951|down:30236364-30236465","Sh3glb2","chr2","-",30236070,30236085,15,30235710,30235951,30236364,30236465,0,-0.128
"chr2:68936086-68936110|up:68935346-68935503|down:68938785-68938988","Cers6","chr2","+",68936086,68936110,24,68935346,68935503,68938785,68938988,0.00015261431686225,-0.146
"chr2:80401556-80401574|up:80400462-80400573|down:80411201-80411724","Nckap1","chr2","-",80401556,80401574,18,80400462,80400573,80411201,80411724,0,-0.142
"chr2:124929596-124929623|up:124928487-124928636|down:124930782-124930957","Myef2","chr2","-",124929596,124929623,27,124928487,124928636,124930782,124930957,0.000395948924569673,-0.133
"chr2:164838783-164838798|up:164838241-164838438|down:164839029-164839163","Slc12a5","chr2","+",164838783,164838798,15,164838241,164838438,164839029,164839163,0.00103894471213766,-0.12
"chr2:165694787-165694799|up:165693919-165694068|down:165717624-165717695","Zmynd8","chr2","-",165694787,165694799,12,165693919,165694068,165717624,165717695,1.42618348871355e-05,0.134
"chr2:180620204-180620234|up:180619112-180619145|down:180620963-180621020","Arfgap1","chr2","+",180620204,180620234,30,180619112,180619145,180620963,180621020,0,-0.169
"chr2:180745434-180745464|up:180742342-180742411|down:180746679-180746774","Kcnq2","chr2","-",180745434,180745464,30,180742342,180742411,180746679,180746774,1.44977024033862e-06,0.126
"chr3:9008610-9008637|up:9001498-9001540|down:9009670-9009772","Tpd52","chr3","-",9008610,9008637,27,9001498,9001540,9009670,9009772,0,0.115
"chr3:28679347-28679371|up:28677159-28677257|down:28684579-28684764","Tnik","chr3","+",28679347,28679371,24,28677159,28677257,28684579,28684764,0.00674559213125424,0.111
"chr3:142012044-142012059|up:142010465-142010483|down:142017883-142017975","Pdlim5","chr3","-",142012044,142012059,15,142010465,142010483,142017883,142017975,0.00250359733477747,-0.337
"chr3:144405614-144405638|up:144403138-144403228|down:144411273-144411366","Sh3glb1","chr3","-",144405614,144405638,24,144403138,144403228,144411273,144411366,0,-0.208
"chr3:148566062-148566074|up:148564368-148565169|down:148571235-148571345","Adgrl2","chr3","-",148566062,148566074,12,148564368,148565169,148571235,148571345,0.00343523606591965,-0.116
"chr4:56922386-56922410|up:56916701-56916806|down:56923338-56923508","Tmem245","chr4","-",56922386,56922410,24,56916701,56916806,56923338,56923508,0.0214078981053374,-0.112
"chr4:70165184-70165211|up:70163617-70163734|down:70168589-70168709","Cdk5rap2","chr4","-",70165184,70165211,27,70163617,70163734,70168589,70168709,9.75081230277943e-05,-0.2
"chr4:118085015-118085042|up:118083650-118083768|down:118087891-118088085","Ptprf","chr4","-",118085015,118085042,27,118083650,118083768,118087891,118088085,0,-0.109
"chr4:123257849-123257867|up:123254702-123254820|down:123259065-123259140","Macf1","chr4","-",123257849,123257867,18,123254702,123254820,123259065,123259140,0,-0.137
"chr4:149349801-149349819|up:149348071-149348147|down:149350708-149350774","Kif1b","chr4","-",149349801,149349819,18,149348071,149348147,149350708,149350774,0,-0.122
"chr4:155069822-155069849|up:155067823-155069422|down:155071175-155071473","Plch2","chr4","-",155069822,155069849,27,155067823,155069422,155071175,155071473,0.0149652781689585,0.151
"chr5:73182113-73182131|up:73181230-73181341|down:73184658-73184727","Fryl","chr5","-",73182113,73182131,18,73181230,73181341,73184658,73184727,1.1914221436475e-06,-0.103
"chr5:76688593-76688614|up:76685544-76685704|down:76689897-76690085","Exoc1","chr5","+",76688593,76688614,21,76685544,76685704,76689897,76690085,0.00143974915000025,0.186
"chr5:110543910-110543940|up:110527134-110527459|down:110580766-110580967","Fbrsl1","chr5","-",110543910,110543940,30,110527134,110527459,110580766,110580967,0.00120904652686324,0.24
"chr5:114891208-114891214|up:114890339-114890388|down:114891339-114891385","Git2","chr5","-",114891208,114891214,6,114890339,114890388,114891339,114891385,0,-0.133
"chr5:114891208-114891214|up:114890339-114890391|down:114891339-114891385","Git2","chr5","-",114891208,114891214,6,114890339,114890391,114891339,114891385,1.10335478096785e-08,-0.165
"chr6:51441407-51441431|up:51441068-51441191|down:51442158-51442221","Hnrnpa2b1","chr6","-",51441407,51441431,24,51441068,51441191,51442158,51442221,9.85658267333971e-06,-0.115
"chr6:83029678-83029707|up:83029453-83029523|down:83030018-83030051","Htra2","chr6","-",83029678,83029707,29,83029453,83029523,83030018,83030051,1.28323871904668e-11,-0.175
"chr6:83174300-83174315|up:83172922-83173089|down:83174472-83174606","Dctn1","chr6","+",83174300,83174315,15,83172922,83173089,83174472,83174606,2.54634701482315e-07,-0.117
"chr7:25472523-25472550|up:25470057-25470190|down:25473939-25474150","Axl","chr7","-",25472523,25472550,27,25470057,25470190,25473939,25474150,0.0443500842041435,0.307
"chr7:28816632-28816653|up:28815537-28815612|down:28816758-28816863","Ryr1","chr7","-",28816632,28816653,21,28815537,28815612,28816758,28816863,0.00891484093789967,-0.288
"chr7:44247013-44247043|up:44244584-44245692|down:44247804-44247999","Kcnc3","chr7","+",44247013,44247043,30,44244584,44245692,44247804,44247999,1.82748512603246e-06,0.178
"chr7:44247013-44247043|up:44244584-44245692|down:44247807-44247999","Kcnc3","chr7","+",44247013,44247043,30,44244584,44245692,44247807,44247999,0.00103894471213766,0.236
"chr7:66874123-66874149|up:66873356-66873639|down:66874773-66878216","Lysmd4","chr7","+",66874123,66874149,26,66873356,66873639,66874773,66878216,0.00738641869172005,-0.241
"chr7:66894268-66894292|up:66890061-66890188|down:66901404-66901490","Mef2a","chr7","-",66894268,66894292,24,66890061,66890188,66901404,66901490,3.82827506342898e-06,-0.188
"chr7:89843480-89843504|up:89840861-89840961|down:89844862-89844922","Picalm","chr7","+",89843480,89843504,24,89840861,89840961,89844862,89844922,1.78979631253235e-11,-0.188
"chr7:100467942-100467969|up:100462126-100462207|down:100473338-100473464","Fam168a","chr7","+",100467942,100467969,27,100462126,100462207,100473338,100473464,3.86870988106723e-10,-0.253
"chr7:105215152-105215158|up:105214739-105214854|down:105215257-105215385","Apbb1","chr7","-",105215152,105215158,6,105214739,105214854,105215257,105215385,0,-0.102
"chr7:144042427-144042454|up:144038769-144038948|down:144042933-144042996","Ppfia1","chr7","-",144042427,144042454,27,144038769,144038948,144042933,144042996,3.10346821548892e-05,-0.245
"chr7:144056603-144056633|up:144053988-144054140|down:144058639-144058871","Ppfia1","chr7","-",144056603,144056633,30,144053988,144054140,144058639,144058871,8.62476499492149e-05,0.171
"chr8:11254535-11254552|up:11252893-11253008|down:11256225-11256403","Col4a1","chr8","-",11254535,11254552,17,11252893,11253008,11256225,11256403,6.10355387630414e-14,-0.264
"chr8:48766272-48766299|up:48763657-48763804|down:48788623-48788809","Tenm3","chr8","-",48766272,48766299,27,48763657,48763804,48788623,48788809,0.000820526485570748,-0.107
"chr8:84299656-84299674|up:84299469-84299575|down:84299848-84299881","Tecr","chr8","-",84299656,84299674,18,84299469,84299575,84299848,84299881,0,-0.111
"chr8:84652890-84652905|up:84650779-84650984|down:84656092-84656893","Adgrl1","chr8","+",84652890,84652905,15,84650779,84650984,84656092,84656893,0.0141959276367446,-0.126
"chr9:7045348-7045369|up:7044329-7044428|down:7049082-7049192","Dync2h1","chr9","-",7045348,7045369,21,7044329,7044428,7049082,7049192,0.00202032281237565,-0.253
"chr9:49453187-49453202|up:49448289-49448337|down:49454310-49454330","Ncam1","chr9","-",49453187,49453202,15,49448289,49448337,49454310,49454330,0.00238916533905825,-0.232
"chr9:88282775-88282802|up:88280291-88280424|down:88283972-88284031","Snx14","chr9","-",88282775,88282802,27,88280291,88280424,88283972,88284031,2.53532237938914e-13,-0.115
"chr9:108794117-108794144|up:108793654-108793732|down:108794225-108794279","Col7a1","chr9","+",108794117,108794144,27,108793654,108793732,108794225,108794279,3.47158990782136e-10,-0.16
"chr9:113707817-113707841|up:113705311-113705418|down:113709009-113709254","Clasp2","chr9","+",113707817,113707841,24,113705311,113705418,113709009,113709254,5.85942704572475e-07,-0.131
"chr9:121559062-121559090|up:121558463-121558746|down:121560543-121560631","Nktr","chr9","+",121559062,121559090,28,121558463,121558746,121560543,121560631,2.01290237575617e-09,-0.2
"chrX:72899257-72899269|up:72897560-72898872|down:72899364-72899437","L1cam","chrX","-",72899257,72899269,12,72897560,72898872,72899364,72899437,0,-0.179
