"event_id","geneSymbol","dPSI_1","FDR_1","dPSI_2","FDR_2","sig_1","sig_2","category"
"ENSMUSG00000000127_chr17_64203012_64203278","Fer",-0.024,0.0636500072257193,0.009,0.669297335091541,FALSE,FALSE,"Neither"
"ENSMUSG00000000127_chr17_64203012_64203278","Fer",-0.012,1,0.003,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000127_chr17_64203012_64203278","Fer",-0.012,1,0.009,0.669297335091541,FALSE,FALSE,"Neither"
"ENSMUSG00000000127_chr17_64203012_64203278","Fer",0.001,1,0.003,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000127_chr17_64203012_64203278","Fer",0.001,1,0.009,0.669297335091541,FALSE,FALSE,"Neither"
"ENSMUSG00000000127_chr17_64214275_64214449","Fer",-0.015,1,-0.004,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000127_chr17_64218459_64218559","Fer",-0.007,1,-0.007,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000127_chr17_64228607_64228791","Fer",-0.009,1,0.008,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000127_chr17_64248285_64248475","Fer",-0.001,1,0,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000127_chr17_64248577_64248752","Fer",-0.014,0.0353589059747735,-0.006,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000127_chr17_64248577_64248752","Fer",-0.014,0.0353589059747735,-0.016,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000127_chr17_64248577_64248752","Fer",-0.241,0.592736889084354,-0.006,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000127_chr17_64248577_64248752","Fer",-0.241,0.592736889084354,-0.016,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000127_chr17_64264119_64264312","Fer",0.267,0.096618477681041,0.054,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000127_chr17_64264119_64264312","Fer",0.267,0.096618477681041,0,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000127_chr17_64264119_64264312","Fer",0.008,1,0.054,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000127_chr17_64264119_64264312","Fer",0.008,1,0,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000127_chr17_64298588_64298711","Fer",0.01,1,-0.003,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000127_chr17_64298588_64298711","Fer",0.01,1,0.006,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000127_chr17_64336284_64336341","Fer",0.005,1,0.005,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000127_chr17_64336284_64336341","Fer",0.005,1,-0.009,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125702250_125702362","Xpo6",-0.052,0.00113637771259268,-0.039,0.0591974855379949,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125702794_125702887","Xpo6",0.148,0.0300447947991917,0.057,0.811500067416801,TRUE,FALSE,"Pos_vs_Parental"
"ENSMUSG00000000131_chr7_125719528_125719621","Xpo6",-0.001,1,-0.005,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125727398_125727468","Xpo6",-0.002,1,-0.009,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125739736_125739846","Xpo6",0.001,1,0.004,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125748675_125748709","Xpo6",-0.044,0.868908832094936,-0.014,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125748675_125748709","Xpo6",-0.044,0.868908832094936,-0.043,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125748675_125748709","Xpo6",-0.044,0.868908832094936,0.052,0.762152149705408,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125748675_125748709","Xpo6",-0.044,0.868908832094936,-0.037,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125748675_125748709","Xpo6",0.013,1,-0.014,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125748675_125748709","Xpo6",0.013,1,-0.043,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125748675_125748709","Xpo6",0.013,1,0.052,0.762152149705408,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125748675_125748709","Xpo6",0.013,1,-0.037,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125748675_125748709","Xpo6",-0.054,1,-0.014,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125748675_125748709","Xpo6",-0.054,1,-0.043,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125748675_125748709","Xpo6",-0.054,1,0.052,0.762152149705408,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125748675_125748709","Xpo6",-0.054,1,-0.037,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125750395_125752451","Xpo6",-0.003,1,-0.01,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125750395_125752451","Xpo6",-0.003,1,0.002,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125750395_125752451","Xpo6",-0.012,1,-0.01,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125750395_125752451","Xpo6",-0.012,1,0.002,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125751645_125751709","Xpo6",0.106,1,0.001,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125751645_125751709","Xpo6",0.106,1,0.077,0.275645709423737,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125751997_125752451","Xpo6",-0.006,1,0.002,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125751997_125752451","Xpo6",-0.006,1,-0.006,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125751997_125752451","Xpo6",-0.007,1,0.002,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125751997_125752451","Xpo6",-0.007,1,-0.006,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125751997_125752451","Xpo6",-0.003,1,0.002,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125751997_125752451","Xpo6",-0.003,1,-0.006,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125751997_125752451","Xpo6",0.004,1,0.002,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125751997_125752451","Xpo6",0.004,1,-0.006,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125755895_125755973","Xpo6",0.001,1,-0.005,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125755895_125755973","Xpo6",-0.005,1,-0.005,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125768300_125768498","Xpo6",-0.005,1,-0.006,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125768300_125768498","Xpo6",-0.005,1,-0.002,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125768300_125768498","Xpo6",-0.005,1,0.003,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125768300_125768498","Xpo6",-0.001,1,-0.006,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125768300_125768498","Xpo6",-0.001,1,-0.002,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125768300_125768498","Xpo6",-0.001,1,0.003,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125770201_125770314","Xpo6",0.005,1,0.005,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125770201_125770314","Xpo6",0.005,1,0.001,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125770201_125770314","Xpo6",0.005,1,-0.006,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125770201_125770314","Xpo6",0.004,1,0.005,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125770201_125770314","Xpo6",0.004,1,0.001,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125770201_125770314","Xpo6",0.004,1,-0.006,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125773329_125773420","Xpo6",0.005,1,0.003,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125773329_125773420","Xpo6",0.005,1,0,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125773329_125773420","Xpo6",0.005,1,0.005,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125773329_125773420","Xpo6",0.005,1,0.003,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125773329_125773420","Xpo6",0.005,1,0,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125773329_125773420","Xpo6",0.005,1,0.005,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125773329_125773420","Xpo6",-0.001,1,0.003,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125773329_125773420","Xpo6",-0.001,1,0,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000131_chr7_125773329_125773420","Xpo6",-0.001,1,0.005,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000134_chrX_7634131_7634236","Tfe3",0.006,1,-0.007,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000142_chr11_108833760_108833955","Axin2",-0.049,0.0490154190451444,-0.047,0.869700101922944,FALSE,FALSE,"Neither"
"ENSMUSG00000000148_chr5_140691707_140691851","Brat1",-0.001,1,0.001,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000148_chr5_140691707_140691851","Brat1",0.003,1,0.001,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000148_chr5_140697260_140697408","Brat1",-0.005,1,0.001,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000148_chr5_140698807_140698927","Brat1",0.003,1,0.005,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000148_chr5_140700047_140700139","Brat1",-0.029,0.213311290576081,-0.039,0.449975155443788,FALSE,FALSE,"Neither"
"ENSMUSG00000000148_chr5_140702683_140702782","Brat1",0,1,-0.002,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000148_chr5_140702898_140703074","Brat1",-0.011,1,-0.012,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000149_chr5_140748344_140748395","Gna12",0,1,0,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000149_chr5_140771151_140771367","Gna12",-0.002,1,0,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000167_chr9_50531054_50531178","Pih1d2",-0.076,1,-0.216,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000168_chr9_50562050_50562238","Dlat",-0.002,1,-0.001,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000168_chr9_50564921_50565048","Dlat",-0.001,1,-0.002,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000168_chr9_50569144_50569298","Dlat",-0.006,1,-0.004,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000171_chr9_50511847_50511964","Sdhd",-0.003,1,0,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000194_chr2_31057032_31057155","Gpr107",0,1,0,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000194_chr2_31067796_31067907","Gpr107",0.001,1,-0.002,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000194_chr2_31074809_31074883","Gpr107",0.003,1,0.004,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000194_chr2_31078694_31078825","Gpr107",0.001,1,0,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000194_chr2_31078694_31078825","Gpr107",0.001,1,-0.003,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000194_chr2_31081858_31081902","Gpr107",0.005,1,0.004,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000194_chr2_31081858_31081902","Gpr107",0.005,1,-0.01,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000214_chr7_142449259_142449405","Th",0.035,1,0.018,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000223_chrX_133331223_133331380","Drp2",-0.038,1,-0.138,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000247_chr2_38244460_38244864","Lhx2",0.002,1,0.002,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000253_chr13_45667870_45667990","Gmpr",0.001,1,0,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000266_chrX_139593815_139593911","Mid2",0.005,1,0.005,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000275_chr11_88895554_88895650","Trim25",-0.003,1,-0.004,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000275_chr11_88904301_88904364","Trim25",-0.006,1,-0.001,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000275_chr11_88906358_88906457","Trim25",-0.055,9.37381362901285e-09,-0.071,2.94032258857952e-12,FALSE,FALSE,"Neither"
"ENSMUSG00000000276_chr11_88946183_88946343","Dgke",0.004,1,0.004,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000278_chr11_88824273_88824387","Scpep1",0,1,0,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000278_chr11_88835200_88835356","Scpep1",-0.002,1,0,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000278_chr11_88837970_88838060","Scpep1",0,1,0,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000278_chr11_88837970_88838060","Scpep1",0,1,0,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000278_chr11_88837970_88838060","Scpep1",0,1,0,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000278_chr11_88837970_88838060","Scpep1",0,1,0,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000278_chr11_88843231_88843380","Scpep1",-0.002,1,0,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000278_chr11_88843231_88843380","Scpep1",-0.002,1,0,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000278_chr11_88843231_88843380","Scpep1",0,1,0,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000278_chr11_88843231_88843380","Scpep1",0,1,0,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000282_chr11_74728256_74728298","Mnt",-0.051,0.00994785925976255,-0.024,0.716148049272136,FALSE,FALSE,"Neither"
"ENSMUSG00000000295_chr10_31190510_31190632","Hddc2",0.002,1,0.002,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000295_chr10_31192288_31192391","Hddc2",0.007,1,0.007,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000295_chr10_31201201_31201271","Hddc2",-0.006,1,0,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000296_chr10_31214180_31214241","Tpd52l1",-0.592,0.000113527244093131,-0.012,1,TRUE,FALSE,"Pos_vs_Parental"
"ENSMUSG00000000296_chr10_31214180_31214241","Tpd52l1",-0.592,0.000113527244093131,-0.145,1,TRUE,FALSE,"Pos_vs_Parental"
"ENSMUSG00000000296_chr10_31214180_31214241","Tpd52l1",-0.592,0.000113527244093131,-0.348,0.275069270338895,TRUE,FALSE,"Pos_vs_Parental"
"ENSMUSG00000000296_chr10_31214180_31214241","Tpd52l1",-0.561,0.00014979744909032,-0.012,1,TRUE,FALSE,"Pos_vs_Parental"
"ENSMUSG00000000296_chr10_31214180_31214241","Tpd52l1",-0.561,0.00014979744909032,-0.145,1,TRUE,FALSE,"Pos_vs_Parental"
"ENSMUSG00000000296_chr10_31214180_31214241","Tpd52l1",-0.561,0.00014979744909032,-0.348,0.275069270338895,TRUE,FALSE,"Pos_vs_Parental"
"ENSMUSG00000000296_chr10_31214180_31214241","Tpd52l1",0.038,1,-0.012,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000296_chr10_31214180_31214241","Tpd52l1",0.038,1,-0.145,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000296_chr10_31214180_31214241","Tpd52l1",0.038,1,-0.348,0.275069270338895,FALSE,FALSE,"Neither"
"ENSMUSG00000000296_chr10_31217135_31217174","Tpd52l1",0.037,1,-0.053,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000296_chr10_31217135_31217174","Tpd52l1",0.037,1,0.019,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000296_chr10_31217135_31217174","Tpd52l1",0.037,1,0.037,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000296_chr10_31217135_31217174","Tpd52l1",-0.086,0.484276423523101,-0.053,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000296_chr10_31217135_31217174","Tpd52l1",-0.086,0.484276423523101,0.019,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000296_chr10_31217135_31217174","Tpd52l1",-0.086,0.484276423523101,0.037,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000296_chr10_31217135_31217174","Tpd52l1",-0.23,1,-0.053,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000296_chr10_31217135_31217174","Tpd52l1",-0.23,1,0.019,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000296_chr10_31217135_31217174","Tpd52l1",-0.23,1,0.037,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000296_chr10_31219007_31219022","Tpd52l1",-0.285,0.61831020183092,-0.209,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000301_chr11_59864893_59865005","Pemt",0.006,1,0.006,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000301_chr11_59864893_59865005","Pemt",0.006,1,-0.004,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000301_chr11_59864893_59865005","Pemt",0.011,1,0.006,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000301_chr11_59864893_59865005","Pemt",0.011,1,-0.004,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000301_chr11_59867664_59867810","Pemt",0.007,1,0.002,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000301_chr11_59867664_59867810","Pemt",0.007,1,-0.004,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000301_chr11_59867664_59867810","Pemt",-0.019,1,0.002,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000301_chr11_59867664_59867810","Pemt",-0.019,1,-0.004,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000301_chr11_59867664_59867810","Pemt",-0.009,1,0.002,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000301_chr11_59867664_59867810","Pemt",-0.009,1,-0.004,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000301_chr11_59874268_59874384","Pemt",-0.021,1,-0.016,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000301_chr11_59874268_59874384","Pemt",-0.002,1,-0.016,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000301_chr11_59922538_59922646","Pemt",-0.033,1,0.052,0.230277893401053,FALSE,FALSE,"Neither"
"ENSMUSG00000000308_chr2_121189796_121190258","Ckmt1",-0.041,0.000150897708708256,-0.008,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000308_chr2_121189966_121190258","Ckmt1",-0.041,0.000150897708708256,-0.008,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000308_chr2_121190059_121190258","Ckmt1",-0.027,0.000119189781744812,-0.004,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000308_chr2_121190425_121190521","Ckmt1",-0.002,1,-0.006,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000308_chr2_121193155_121193290","Ckmt1",0.001,1,0.001,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000326_chr16_18229432_18229564","Comt",-0.002,1,-0.003,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000326_chr16_18229432_18229564","Comt",-0.003,1,-0.003,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000326_chr16_18229876_18230070","Comt",-0.007,1,-0.003,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000326_chr16_18229876_18230070","Comt",-0.007,1,-0.018,0.01916769959281,FALSE,FALSE,"Neither"
"ENSMUSG00000000326_chr16_18229876_18230070","Comt",-0.012,0.0981648371597042,-0.003,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000326_chr16_18229876_18230070","Comt",-0.012,0.0981648371597042,-0.018,0.01916769959281,FALSE,FALSE,"Neither"
"ENSMUSG00000000326_chr16_18230439_18230707","Comt",-0.007,1,-0.002,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000326_chr16_18230439_18230707","Comt",-0.007,1,0.001,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000326_chr16_18230439_18230707","Comt",-0.004,1,-0.002,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000326_chr16_18230439_18230707","Comt",-0.004,1,0.001,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000326_chr16_18230439_18230707","Comt",-0.009,1,-0.002,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000326_chr16_18230439_18230707","Comt",-0.009,1,0.001,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000326_chr16_18243053_18243110","Comt",-0.006,1,0.037,0.277117582756428,FALSE,FALSE,"Neither"
"ENSMUSG00000000326_chr16_18243053_18243110","Comt",0.084,1.10166251540952e-06,0.037,0.277117582756428,FALSE,FALSE,"Neither"
"ENSMUSG00000000326_chr16_18243053_18243110","Comt",-0.007,1,0.037,0.277117582756428,FALSE,FALSE,"Neither"
"ENSMUSG00000000339_chr3_116297993_116298095","Rtca",0,1,-0.01,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000339_chr3_116297993_116298095","Rtca",0,1,-0.002,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000339_chr3_116297993_116298095","Rtca",-0.011,1,-0.01,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000339_chr3_116297993_116298095","Rtca",-0.011,1,-0.002,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000339_chr3_116297993_116298117","Rtca",-0.001,1,-0.001,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000339_chr3_116297993_116298117","Rtca",-0.001,1,-0.001,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000339_chr3_116297993_116298117","Rtca",0,1,-0.001,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000339_chr3_116297993_116298117","Rtca",0,1,-0.001,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000339_chr3_116300483_116300627","Rtca",0.028,1,0.028,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000339_chr3_116300483_116300642","Rtca",0.029,1,0.029,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000339_chr3_116301399_116301500","Rtca",0,1,-0.002,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000339_chr3_116301399_116301500","Rtca",0,1,-0.002,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000340_chr3_116313885_116314009","Dbt",0.008,1,0.019,0.606107844430217,FALSE,FALSE,"Neither"
"ENSMUSG00000000340_chr3_116313885_116314009","Dbt",0.008,1,0.015,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000340_chr3_116313885_116314009","Dbt",0.015,1,0.019,0.606107844430217,FALSE,FALSE,"Neither"
"ENSMUSG00000000340_chr3_116313885_116314009","Dbt",0.015,1,0.015,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000340_chr3_116317000_116317076","Dbt",0,1,0.025,0.414376306012131,FALSE,FALSE,"Neither"
"ENSMUSG00000000340_chr3_116317000_116317076","Dbt",0,1,-0.007,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000340_chr3_116317000_116317076","Dbt",0.015,1,0.025,0.414376306012131,FALSE,FALSE,"Neither"
"ENSMUSG00000000340_chr3_116317000_116317076","Dbt",0.015,1,-0.007,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000340_chr3_116339942_116340014","Dbt",-0.005,1,-0.003,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000346_chr15_100514793_100514912","Dazap2",0.001,1,0.001,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000346_chr15_100514793_100514912","Dazap2",0.001,1,-0.001,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000346_chr15_100514793_100514912","Dazap2",0,1,0.001,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000346_chr15_100514793_100514912","Dazap2",0,1,-0.001,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000355_chrX_37690805_37690958","Mcts1",0.015,0.158874721073972,0.007,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000355_chrX_37690805_37690958","Mcts1",0.015,0.158874721073972,0.028,4.83484938938504e-06,FALSE,FALSE,"Neither"
"ENSMUSG00000000355_chrX_37690805_37690958","Mcts1",-0.003,1,0.007,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000355_chrX_37690805_37690958","Mcts1",-0.003,1,0.028,4.83484938938504e-06,FALSE,FALSE,"Neither"
"ENSMUSG00000000355_chrX_37690805_37690958","Mcts1",-0.006,1,0.007,1,FALSE,FALSE,"Neither"
"ENSMUSG00000000355_chrX_37690805_37690958","Mcts1",-0.006,1,0.028,4.83484938938504e-06,FALSE,FALSE,"Neither"
"ENSMUSG00000000355_chrX_37690805_37690958","Mcts1",0.007,1,0.007,1,FALSE,FALSE,"Neither"
