"event_key","event_type","GeneID","geneSymbol","exon_length","size_category","dPSI","FDR"
"chr18:24604118:24604141:24604037:24608581:SE","SE","ENSMUSG00000024273","2700062C07Rik",23,"Microexon (0-30bp)",-0.102,0.0216985677542389
"chr18:20988877:20988895:20988133:20993489:SE","SE","ENSMUSG00000033382","Trappc8",18,"Microexon (0-30bp)",0.11,7.28534664518961e-06
"chr18:6111684:6112439:6070091:6135803:SE","SE","ENSMUSG00000041225","Arhgap12",755,"Regular (>50bp)",0.105,0.0196174305361452
"chr19:3827461:3827512:3818340:3832219:SE","SE","ENSMUSG00000045098","Kmt5b",51,"Regular (>50bp)",0.138,1.01109542961299e-07
"chr17:28542544:28542639:28539830:28545125:SE","SE","ENSMUSG00000007570","Fance",95,"Regular (>50bp)",-0.124,0.0327006117687034
"chr17:27140780:27140834:27140093:27141878:SE","SE","ENSMUSG00000024301","Kifc5b",54,"Regular (>50bp)",0.121,0.000577802774270436
"chr17:25127384:25127402:25126360:25128123:SE","SE","ENSMUSG00000024163","Mapk8ip3",18,"Microexon (0-30bp)",0.149,0
"chr17:13789019:13789145:13774354:13889020:SE","SE","ENSMUSG00000117042","2700054A10Rik",126,"Regular (>50bp)",0.143,0.0275616163753129
"chr17:6168570:6168641:6157271:6227103:SE","SE","ENSMUSG00000034377","Tulp4",71,"Regular (>50bp)",0.184,0.0204387930651285
"chr17:6119573:6119663:6117935:6122108:SE","SE","ENSMUSG00000015659","Serac1",90,"Regular (>50bp)",0.163,0.0054059057236589
"chr17:5851473:5851616:5849137:5852987:SE","SE","ENSMUSG00000096965","3300005D01Rik",143,"Regular (>50bp)",-0.121,0.0333068860500535
"chr16:93387143:93388191:93386973:93393185:SE","SE","ENSMUSG00000022948","Setd4",1048,"Regular (>50bp)",-0.186,0.0173250062120832
"chr16:93387761:93388191:93384788:93393185:SE","SE","ENSMUSG00000022948","Setd4",430,"Regular (>50bp)",0.209,0.000896301480330683
"chr16:91505665:91505778:91486168:91510939:SE","SE","ENSMUSG00000085169","Gm10785",113,"Regular (>50bp)",-0.242,0.00148250010273968
"chr16:84630707:84630762:84628395:84630881:SE","SE","ENSMUSG00000022890","Atp5j",55,"Regular (>50bp)",-0.108,0.00379255662986247
"chr16:55742433:55742600:55739930:55745331:SE","SE","ENSMUSG00000022604","Cep97",167,"Regular (>50bp)",0.111,0.000564267718258756
"chr16:43712515:43712554:43710401:43718452:SE","SE","ENSMUSG00000022701","Ccdc191",39,"Small (30-50bp)",0.186,7.85526742502879e-05
"chr16:43013827:43013901:42967306:43053121:SE","SE","ENSMUSG00000022708","Zbtb20",74,"Regular (>50bp)",0.351,0.0249316195848359
"chr16:43397392:43397556:43392154:43397923:SE","SE","ENSMUSG00000022708","Zbtb20",164,"Regular (>50bp)",0.153,0.046650471185008
"chr16:38405980:38406042:38405880:38406582:SE","SE","ENSMUSG00000002845","Tmem39a",62,"Regular (>50bp)",0.13,0.0333520637181057
"chr16:36649365:36649435:36648854:36655877:SE","SE","ENSMUSG00000022837","Iqcb1",70,"Regular (>50bp)",-0.139,3.15878867673424e-05
"chr16:35802094:35802165:35787890:35803421:SE","SE","ENSMUSG00000086324","Gm15564",71,"Regular (>50bp)",0.429,0.000134731150745085
"chr16:32829558:32829806:32826111:32832710:SE","SE","ENSMUSG00000022801","Lrch3",248,"Regular (>50bp)",0.182,4.92003807411608e-07
"chr16:20493535:20493556:20493064:20494093:SE","SE","ENSMUSG00000045983","Eif4g1",21,"Microexon (0-30bp)",0.166,1.83302648422216e-13
"chr15:93318164:93318371:93296342:93321894:SE","SE","ENSMUSG00000036167","Pphln1",207,"Regular (>50bp)",-0.129,0.0429116380875512
"chr15:89191374:89191398:89191138:89191695:SE","SE","ENSMUSG00000036529","Sbf1",24,"Microexon (0-30bp)",0.134,0
"chr15:78321100:78321163:78319910:78321783:SE","SE","ENSMUSG00000033287","Kctd17",63,"Regular (>50bp)",-0.118,4.19312815696982e-08
"chr15:78321100:78321194:78319910:78321783:SE","SE","ENSMUSG00000033287","Kctd17",94,"Regular (>50bp)",-0.105,1.22512633473975e-07
"chr15:78321100:78321299:78319910:78321783:SE","SE","ENSMUSG00000033287","Kctd17",199,"Regular (>50bp)",-0.104,2.01811057122995e-08
"chr15:76573527:76573694:76555962:76574371:SE","SE","ENSMUSG00000033819","Ppp1r16a",167,"Regular (>50bp)",0.114,0.0280678457845143
"chr15:73236889:73237044:73202864:73263607:SE","SE","ENSMUSG00000022607","Ptk2",155,"Regular (>50bp)",-0.277,1.82144288951477e-05
"chr15:73236889:73237044:73202864:73266496:SE","SE","ENSMUSG00000022607","Ptk2",155,"Regular (>50bp)",-0.161,0.0209261309066298
"chr15:66469513:66469603:66469296:66475875:SE","SE","ENSMUSG00000072501","Phf20l1",90,"Regular (>50bp)",0.114,0.0374634334301523
"chr15:62021087:62021201:61910050:62047315:SE","SE","ENSMUSG00000097039","Pvt1",114,"Regular (>50bp)",0.143,0.0249316195848359
"chr15:62021087:62021201:61910050:62114022:SE","SE","ENSMUSG00000097039","Pvt1",114,"Regular (>50bp)",-0.103,0.0018368691764503
"chr15:62031845:62031977:61910050:62114022:SE","SE","ENSMUSG00000097039","Pvt1",132,"Regular (>50bp)",-0.211,0.000992881216836525
"chr15:5075126:5075265:5052181:5076345:SE","SE","ENSMUSG00000079105","C7",139,"Regular (>50bp)",-0.252,4.97860633454228e-05
"chr14:120640747:120640783:120634016:120642049:SE","SE","ENSMUSG00000022139","Mbnl2",36,"Small (30-50bp)",0.145,2.06151569147105e-05
"chr14:120640747:120640783:120634016:120666346:SE","SE","ENSMUSG00000022139","Mbnl2",36,"Small (30-50bp)",0.113,0.00276681893539065
"chr14:119343557:119343726:119338576:119347030:SE","SE","ENSMUSG00000087479","Gm16835",169,"Regular (>50bp)",-0.382,9.29700907370769e-05
"chr14:65062747:65062819:65054585:65063049:SE","SE","ENSMUSG00000021972","Hmbox1",72,"Regular (>50bp)",-0.127,0.00797309893298637
"chr14:58087601:58087637:58084519:58094066:SE","SE","ENSMUSG00000021969","Zdhhc20",36,"Small (30-50bp)",0.196,6.6172500227135e-08
"chr14:57048196:57048316:57042320:57049048:SE","SE","ENSMUSG00000040123","Zmym5",120,"Regular (>50bp)",0.114,0.000377227763422474
"chrX:158600237:158600294:158599702:158607470:SE","SE","ENSMUSG00000040990","Sh3kbp1",57,"Regular (>50bp)",-0.529,0.000846972086302339
"chr14:47290306:47290570:47254252:47301676:SE","SE","ENSMUSG00000021838","Samd4",264,"Regular (>50bp)",-0.15,0.0145516858827349
"chr14:45866310:45866331:45858297:45867036:SE","SE","ENSMUSG00000037697","Ddhd1",21,"Microexon (0-30bp)",0.202,1.72061376212635e-05
"chr14:45567822:45567978:45567560:45568286:SE","SE","ENSMUSG00000021832","Psmc6",156,"Regular (>50bp)",-0.2,0.0355883330525339
"chr14:44798155:44798244:44797471:44799238:SE","SE","ENSMUSG00000092165","Gm5624",89,"Regular (>50bp)",0.106,0.000785242525902698
"chr14:44798155:44798287:44797471:44799238:SE","SE","ENSMUSG00000092165","Gm5624",132,"Regular (>50bp)",0.124,0.000327339854512147
"chr15:103338603:103338684:103336811:103338782:SE","SE","ENSMUSG00000022487","Gtsf1",81,"Regular (>50bp)",-0.166,0.0171446500513668
"chr14:30735385:30735522:30735212:30736009:SE","SE","ENSMUSG00000042354","Gnl3",137,"Regular (>50bp)",-0.446,3.06560648323351e-06
"chr14:26865949:26866087:26836880:26874918:SE","SE","ENSMUSG00000021895","Arhgef3",138,"Regular (>50bp)",-0.238,1.00228474147005e-05
"chr14:25980743:25980945:25980098:25983911:SE","SE","ENSMUSG00000048502","Duxbl1",202,"Regular (>50bp)",-0.284,0.00170286026563699
"chr19:44531704:44531828:44524692:44532139:SE","SE","ENSMUSG00000051984","Sec31b",124,"Regular (>50bp)",0.165,0.00362022944500785
"chr13:97619456:97619540:97571600:97629663:SE","SE","ENSMUSG00000078952","Lncenc1",84,"Regular (>50bp)",0.195,6.98373217994322e-05
"chr13:94680491:94680530:94679384:94684262:SE","SE","ENSMUSG00000021686","Ap3b1",39,"Small (30-50bp)",0.15,0
"chr13:85345469:85345680:85338995:85350559:SE","SE","ENSMUSG00000021548","Ccnh",211,"Regular (>50bp)",-0.285,4.13441358054042e-05
"chr13:74731765:74731992:74730367:74739390:SE","SE","ENSMUSG00000113204","Gm46430",227,"Regular (>50bp)",-0.433,0.00187609735255649
"chr13:67644303:67644330:67642848:67648529:SE","SE","ENSMUSG00000071291","Zfp58",27,"Microexon (0-30bp)",-0.104,0.0175637429423673
"chr19:18667593:18667734:18656631:18668780:SE","SE","ENSMUSG00000024726","Carnmt1",141,"Regular (>50bp)",0.219,0.00683387935973327
"chr19:18671012:18671126:18656631:18681383:SE","SE","ENSMUSG00000024726","Carnmt1",114,"Regular (>50bp)",-0.187,0.000450270231708783
"chr13:64353084:64353231:64349262:64356920:SE","SE","ENSMUSG00000033102","Cdc14b",147,"Regular (>50bp)",0.31,0.0309096415828087
"chr13:64373385:64373462:64364113:64391447:SE","SE","ENSMUSG00000033102","Cdc14b",77,"Regular (>50bp)",-0.179,0.000169215324324696
"chr13:63508009:63508074:63495398:63545896:SE","SE","ENSMUSG00000021461","Fancc",65,"Regular (>50bp)",-0.193,0.00334844557462196
"chr13:38167070:38167085:38163782:38167368:SE","SE","ENSMUSG00000021427","Ssr1",15,"Microexon (0-30bp)",0.156,2.10734500767394e-08
"chr13:21706393:21706485:21706079:21709307:SE","SE","ENSMUSG00000063894","Zkscan8",92,"Regular (>50bp)",-0.165,8.21525010499406e-07
"chr12:109515913:109515987:109512425:109516087:SE","SE","ENSMUSG00000021268","Meg3",74,"Regular (>50bp)",0.267,5.49785788679113e-07
"chr12:109515913:109516014:109512425:109516087:SE","SE","ENSMUSG00000021268","Meg3",101,"Regular (>50bp)",0.553,4.13673457622211e-08
"chr12:73217367:73217441:73170700:73228557:SE","SE","ENSMUSG00000021103","Mnat1",74,"Regular (>50bp)",0.657,2.35822195569196e-06
"chr12:73225978:73226082:73170700:73234913:SE","SE","ENSMUSG00000021103","Mnat1",104,"Regular (>50bp)",-0.315,1.90574496674557e-05
"chr12:65090316:65090385:65090131:65090541:SE","SE","ENSMUSG00000035597","Prpf39",69,"Regular (>50bp)",-0.126,0.000428683462664967
"chr12:40844595:40844622:40840160:40844766:SE","SE","ENSMUSG00000035954","Dock4",27,"Microexon (0-30bp)",0.164,0
"chr12:24974197:24974293:24932793:24984565:SE","SE","ENSMUSG00000020646","Mboat2",96,"Regular (>50bp)",-0.22,0.0205790201384674
"chr12:17043453:17043574:17042320:17045614:SE","SE","ENSMUSG00000045679","Pqlc3",121,"Regular (>50bp)",-0.136,0.000946648483951806
"chr11:113452831:113452950:113414450:113540767:SE","SE","ENSMUSG00000041654","Slc39a11",119,"Regular (>50bp)",0.224,0.0131015827208678
"chr11:106071780:106071809:106064607:106077950:SE","SE","ENSMUSG00000069631","Strada",29,"Microexon (0-30bp)",0.157,0.000900127417551208
"chr11:106075387:106075445:106064607:106077950:SE","SE","ENSMUSG00000069631","Strada",58,"Regular (>50bp)",0.103,0.000602301753398828
"chr11:104196037:104196235:104193236:104197451:SE","SE","ENSMUSG00000018411","Mapt",198,"Regular (>50bp)",0.109,0
"chr11:102112593:102112677:102097992:102115559:SE","SE","ENSMUSG00000008855","Hdac5",84,"Regular (>50bp)",0.131,7.3015169289544e-05
"chr11:98608534:98608591:98607351:98608735:SE","SE","ENSMUSG00000017210","Med24",57,"Regular (>50bp)",0.179,0
"chr11:98140535:98140926:98136495:98154295:SE","SE","ENSMUSG00000003119","Cdk12",391,"Regular (>50bp)",0.185,0.0218351815697566
"chr12:52562889:52566750:52550831:52589271:SE","SE","ENSMUSG00000035133","Arhgap5",3861,"Regular (>50bp)",-0.101,0.00383304362850267
"chr12:52562889:52566750:52550831:52589274:SE","SE","ENSMUSG00000035133","Arhgap5",3861,"Regular (>50bp)",-0.171,0.0294509356085971
"chr11:97590031:97590126:97588886:97590361:SE","SE","ENSMUSG00000018537","Pcgf2",95,"Regular (>50bp)",-0.328,0.000699996299511696
"chr15:75763811:75763896:75763713:75764190:SE","SE","ENSMUSG00000022574","Naprt",85,"Regular (>50bp)",-0.293,0.000828688010449298
"chr11:85434753:85434798:85422769:85445015:SE","SE","ENSMUSG00000059439","Bcas3",45,"Small (30-50bp)",0.293,0.00387829859243398
"chr11:83379750:83379871:83364032:83388719:SE","SE","ENSMUSG00000020680","Taf15",121,"Regular (>50bp)",-0.286,0.0183158647410083
"chr6:42253803:42253864:42250979:42256710:SE","SE","ENSMUSG00000029863","Casp2",61,"Regular (>50bp)",0.378,4.31696620727891e-05
"chr6:17850355:17850424:17848078:17852256:SE","SE","ENSMUSG00000029534","St7",69,"Regular (>50bp)",0.107,0.00997582977773716
"chr19:55375620:55375641:55369451:55486942:SE","SE","ENSMUSG00000024983","Vti1a",21,"Microexon (0-30bp)",0.293,0.0119092933064956
"chr6:4711307:4711380:4694184:4746979:SE","SE","ENSMUSG00000004631","Sgce",73,"Regular (>50bp)",-0.315,0.00242929849777765
"chr15:98429203:98429318:98427334:98429600:SE","SE","ENSMUSG00000022992","Kansl2",115,"Regular (>50bp)",-0.107,0.000307856986827618
"chr5:144830889:144830967:144830117:144831283:SE","SE","ENSMUSG00000038780","Smurf1",78,"Regular (>50bp)",0.11,4.43877997109333e-08
"chr5:23968331:23968349:23967472:23973765:SE","SE","ENSMUSG00000057541","Pus7",18,"Microexon (0-30bp)",0.11,0.00249790685408837
"chr2:51862599:51862639:51850672:51862920:SE","SE","ENSMUSG00000026946","Nmi",40,"Small (30-50bp)",0.198,0.0123671811189928
"chr9:118898950:118899136:118897524:118899345:SE","SE","ENSMUSG00000038775","Vill",186,"Regular (>50bp)",0.141,0.0392330035078151
"chr5:135895980:135896000:135886069:135897026:SE","SE","ENSMUSG00000039860","Srrm3",20,"Microexon (0-30bp)",0.114,0.00026876094254613
"chr6:119595806:119595873:119571934:119597271:SE","SE","ENSMUSG00000030172","Erc1",67,"Regular (>50bp)",0.128,2.15437648629046e-05
"chr6:119711041:119711053:119699269:119720248:SE","SE","ENSMUSG00000030172","Erc1",12,"Microexon (0-30bp)",0.163,2.75166287953894e-05
"chr15:92258919:92259046:92242464:92264059:SE","SE","ENSMUSG00000097068","Gm26760",127,"Regular (>50bp)",-0.166,0.001511930362008
"chr5:123884834:123884933:123883652:123887351:SE","SE","ENSMUSG00000029422","Rsrc2",99,"Regular (>50bp)",-0.133,8.59740106300302e-05
"chr5:38380477:38380571:38377979:38382061:SE","SE","ENSMUSG00000067367","Lyar",94,"Regular (>50bp)",-0.171,3.84837220484821e-10
"chr5:38380477:38380575:38377979:38382061:SE","SE","ENSMUSG00000067367","Lyar",98,"Regular (>50bp)",-0.171,7.45315473720614e-10
"chr5:115466405:115466763:115465757:115468556:SE","SE","ENSMUSG00000029538","Srsf9",358,"Regular (>50bp)",0.109,0.0321221891972023
"chr2:29609604:29609862:29600320:29610654:SE","SE","ENSMUSG00000039844","Rapgef1",258,"Regular (>50bp)",0.162,0.000387121321798303
"chr2:29609604:29609862:29600320:29612235:SE","SE","ENSMUSG00000039844","Rapgef1",258,"Regular (>50bp)",0.128,0.0424017922163595
"chr9:67773461:67773524:67768167:67778457:SE","SE","ENSMUSG00000035284","Vps13c",63,"Regular (>50bp)",0.127,0.0227523019080206
"chr9:67778134:67778200:67768167:67778457:SE","SE","ENSMUSG00000035284","Vps13c",66,"Regular (>50bp)",0.263,1.1670452762237e-05
"chr4:147413438:147413565:147409334:147415724:SE","SE","ENSMUSG00000078498","Zfp988",127,"Regular (>50bp)",0.29,0.000135770989700572
"chr6:120930594:120930645:120929446:120934659:SE","SE","ENSMUSG00000051586","Mical3",51,"Regular (>50bp)",0.203,0.000632137158367534
"chr11:3311782:3311825:3311108:3342916:SE","SE","ENSMUSG00000020451","Limk2",43,"Small (30-50bp)",-0.127,0.00295924060295074
"chr5:67491848:67492011:67487294:67501872:SE","SE","ENSMUSG00000029221","Slc30a9",163,"Regular (>50bp)",0.167,0.0153099151197837
"chr1:133203549:133203603:133202112:133207110:SE","SE","ENSMUSG00000041757","Plekha6",54,"Regular (>50bp)",0.337,0.0392796815597014
"chr1:133213984:133214134:133213124:133215207:SE","SE","ENSMUSG00000041757","Plekha6",150,"Regular (>50bp)",0.117,0.000154721148876484
"chr13:39128475:39128630:39127142:39139624:SE","SE","ENSMUSG00000021432","Slc35b3",155,"Regular (>50bp)",-0.124,0.00343920122050433
"chr5:36000511:36000610:35998745:36006147:SE","SE","ENSMUSG00000029095","Ablim2",99,"Regular (>50bp)",0.287,8.45108528612711e-10
"chr5:36024048:36024110:36015308:36031976:SE","SE","ENSMUSG00000029095","Ablim2",62,"Regular (>50bp)",0.117,0.000240272135459985
"chr7:96378555:96378732:96353368:96384891:SE","SE","ENSMUSG00000048078","Tenm4",177,"Regular (>50bp)",0.193,0.0109442627828499
"chr7:96454311:96454338:96446712:96461039:SE","SE","ENSMUSG00000048078","Tenm4",27,"Microexon (0-30bp)",0.102,6.02621193284705e-06
"chr5:33021353:33021656:33021087:33021920:SE","SE","ENSMUSG00000037426","Depdc5",303,"Regular (>50bp)",0.13,7.71814477123387e-06
"chr5:33021501:33021656:33021087:33021920:SE","SE","ENSMUSG00000037426","Depdc5",155,"Regular (>50bp)",0.134,1.13455362352412e-05
"chr6:113451513:113451558:113451233:113453359:SE","SE","ENSMUSG00000030281","Il17rc",45,"Small (30-50bp)",0.114,0.000203557484841374
"chr5:23829050:23829124:23821388:23834329:SE","SE","ENSMUSG00000062604","Srpk2",74,"Regular (>50bp)",0.122,0.000564037152780279
"chr5:23834329:23834475:23753561:23880717:SE","SE","ENSMUSG00000062604","Srpk2",146,"Regular (>50bp)",-0.221,0.0395638626112205
"chr9:89096464:89096534:89093364:89097261:SE","SE","ENSMUSG00000066442","Mthfs",70,"Regular (>50bp)",0.101,0.00391174895594848
"chr7:99962412:99962572:99960058:99966248:SE","SE","ENSMUSG00000051048","P4ha3",160,"Regular (>50bp)",0.213,0.0115301299660962
"chr7:99963814:99963877:99960058:99966248:SE","SE","ENSMUSG00000051048","P4ha3",63,"Regular (>50bp)",0.26,0.0160547083805192
"chr4:137980922:137981000:137977819:137981583:SE","SE","ENSMUSG00000045349","Sh2d5",78,"Regular (>50bp)",0.258,0.0165568200991455
"chr4:137981141:137981269:137977819:137981583:SE","SE","ENSMUSG00000045349","Sh2d5",128,"Regular (>50bp)",0.142,6.17558934727634e-05
"chr4:135775122:135775164:135756016:135778481:SE","SE","ENSMUSG00000059291","Rpl11",42,"Small (30-50bp)",0.139,0.00346619934067699
"chr18:10593745:10595875:10588550:10596338:SE","SE","ENSMUSG00000024293","Esco1",2130,"Regular (>50bp)",-0.102,5.36401155092723e-06
"chr18:10595675:10595875:10588550:10596338:SE","SE","ENSMUSG00000024293","Esco1",200,"Regular (>50bp)",-0.129,6.10806624409645e-06
"chr4:132384888:132384927:132384099:132389205:SE","SE","ENSMUSG00000028886","Eya3",39,"Small (30-50bp)",0.204,1.83302648422216e-13
"chr1:174903582:174903663:174894260:174904389:SE","SE","ENSMUSG00000026527","Rgs7",81,"Regular (>50bp)",-0.187,0.00596161908602796
"chr5:77052055:77052227:77050032:77053269:SE","SE","ENSMUSG00000055923","Aasdh",172,"Regular (>50bp)",0.126,0.000104640322013653
"chr5:77052805:77052859:77050032:77053269:SE","SE","ENSMUSG00000055923","Aasdh",54,"Regular (>50bp)",0.268,0.0430143432113624
"chr4:125815665:125815761:125812599:125815869:SE","SE","ENSMUSG00000085562","2610028E06Rik",96,"Regular (>50bp)",-0.124,0.0024434731451566
"chr19:40329128:40329194:40328590:40332799:SE","SE","ENSMUSG00000025006","Sorbs1",66,"Regular (>50bp)",0.184,0.00212376547718423
"chr19:40332799:40332883:40329194:40338342:SE","SE","ENSMUSG00000025006","Sorbs1",84,"Regular (>50bp)",-0.201,0.0250455332194039
"chr19:40365088:40365247:40362061:40365427:SE","SE","ENSMUSG00000025006","Sorbs1",159,"Regular (>50bp)",0.126,0.000149434302068747
"chr19:40371199:40371226:40371077:40381831:SE","SE","ENSMUSG00000025006","Sorbs1",27,"Microexon (0-30bp)",0.149,0.0343502534780225
"chr7:127019181:127019277:127018813:127020794:SE","SE","ENSMUSG00000045251","Zfp688",96,"Regular (>50bp)",-0.101,0.000156625548282831
"chr4:116190609:116190630:116187666:116194618:SE","SE","ENSMUSG00000003810","Mast2",21,"Microexon (0-30bp)",0.248,0
"chr9:96448068:96448175:96442834:96451072:SE","SE","ENSMUSG00000032413","Rasa2",107,"Regular (>50bp)",-0.198,4.69237267447185e-08
"chr9:96450416:96450540:96442834:96451072:SE","SE","ENSMUSG00000032413","Rasa2",124,"Regular (>50bp)",-0.137,8.3645898467828e-08
"chr4:107667959:107668143:107666034:107680130:SE","SE","ENSMUSG00000073779","Lrp8os2",184,"Regular (>50bp)",0.463,0.0054495911586332
"chr4:107673123:107673264:107666034:107680130:SE","SE","ENSMUSG00000073779","Lrp8os2",141,"Regular (>50bp)",0.637,0.00489419159100366
"chr4:106884413:106884494:106866965:106885389:SE","SE","ENSMUSG00000061887","Ssbp3",81,"Regular (>50bp)",0.101,1.90927258199199e-05
"chr2:120274618:120274720:120272081:120276779:SE","SE","ENSMUSG00000062646","Ganc",102,"Regular (>50bp)",-0.13,0.00167682594581168
"chr4:102757722:102757734:102727921:102766004:SE","SE","ENSMUSG00000028524","Sgip1",12,"Microexon (0-30bp)",0.461,0.00482199685480026
"chr4:102762761:102762773:102727921:102766004:SE","SE","ENSMUSG00000028524","Sgip1",12,"Microexon (0-30bp)",0.167,0.012020875500013
"chr4:97969961:97970053:97953683:97999454:SE","SE","ENSMUSG00000028565","Nfia",92,"Regular (>50bp)",0.238,0.000552253548699556
"chr18:60678428:60678449:60677218:60678819:SE","SE","ENSMUSG00000024603","Dctn4",21,"Microexon (0-30bp)",0.164,2.36488905850054e-07
"chr6:127448510:127448631:127447793:127451198:SE","SE","ENSMUSG00000037997","Parp11",121,"Regular (>50bp)",0.298,0.00106953072186993
"chr17:32581766:32581937:32578468:32586797:SE","SE","ENSMUSG00000024050","Wiz",171,"Regular (>50bp)",-0.17,0.00333909935749162
"chr7:107327922:107327955:107326992:107328345:SE","SE","ENSMUSG00000036528","Ppfibp2",33,"Small (30-50bp)",0.114,0.000795244334296005
"chr11:120520811:120520842:120520707:120524187:SE","SE","ENSMUSG00000051510","Mafg",31,"Small (30-50bp)",0.157,0.00124751535681706
"chr4:83539061:83539200:83522419:83553876:SE","SE","ENSMUSG00000052407","Ccdc171",139,"Regular (>50bp)",0.201,0.000559375073688631
"chr11:119999292:119999316:119997436:120000257:SE","SE","ENSMUSG00000061306","Slc38a10",24,"Microexon (0-30bp)",0.174,0
"chr11:119999292:119999379:119997436:120000257:SE","SE","ENSMUSG00000061306","Slc38a10",87,"Regular (>50bp)",0.327,0
"chr3:22143576:22143686:22131591:22203105:SE","SE","ENSMUSG00000027630","Tbl1xr1",110,"Regular (>50bp)",-0.127,0.000766952299439338
"chr4:43681045:43681314:43680792:43681958:SE","SE","ENSMUSG00000078716","Tmem8b",269,"Regular (>50bp)",0.15,0.00215412087797802
"chr10:116342945:116343093:116340019:116363731:SE","SE","ENSMUSG00000020166","Cnot2",148,"Regular (>50bp)",-0.146,0.00404923577228385
"chr10:116342945:116343093:116340019:116384937:SE","SE","ENSMUSG00000020166","Cnot2",148,"Regular (>50bp)",-0.176,5.07816002564625e-05
"chr10:116353221:116353288:116337222:116417357:SE","SE","ENSMUSG00000020166","Cnot2",67,"Regular (>50bp)",-0.219,5.00565407746177e-05
"chr10:116363731:116363854:116343093:116417357:SE","SE","ENSMUSG00000020166","Cnot2",123,"Regular (>50bp)",-0.112,0.0100692978462117
