"VastDB.ID","gene","length","chrom","start","end","strand","neural.trend","ASD.trend","Ptbp1.dPSI","Ptbp1.signif","Srrm4.dPSI","Srrm4.signif","Srrm3.Srrm4.dPSI","Srrm3.Srrm4.signif","Srsf11.dPSI","Srsf11.signif","Rbfox2.dPSI","Rbfox2.signif","Srrm3.dPSI","Srrm3.signif","Rnps1.dPSI","Rnps1.signif","srrm3_srrm4_dPSI","srrm3_dPSI","srrm4_dPSI","srrm3_srrm4_signif","srrm3_signif","srrm4_signif","match_type","n_rmats_candidates","rmats_id","rmats_gene","rmats_chr","rmats_start","rmats_end","rmats_exon_size","rmats_dPSI","rmats_FDR","rmats_PValue"
"MmuEX0000022","0610007P08Rik",425,"chr13",63917119,63926116,"+",NA,NA,0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,0,0,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000023","0610007P08Rik",120,"chr13",63921364,63935903,"+",NA,NA,-4,"n.s.",10.5,"higher",-3,"n.s.",-5,"n.s.",-10,"n.s.",2,"n.s.",11,"n.s.",-0.03,0.02,0.105,"n.s.","n.s.","higher","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000024","0610007P08Rik",194,"chr13",63926237,63942731,"+",NA,NA,0,"n.s.",1.7,"n.s.",0,"n.s.",-1,"n.s.",-2,"n.s.",-2,"n.s.",-3,"n.s.",0,-0.02,0.017,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000025","0610007P08Rik",147,"chr13",63936098,63942731,"+",NA,NA,8,"n.s.",3.6,"n.s.",4,"n.s.",-3,"n.s.",7,"n.s.",2,"n.s.",7,"n.s.",0.04,0.02,0.036,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000026","0610007P14Rik",136,"chr12",87163199,87165420,"-",NA,NA,NA,"n.s.",-1,"n.s.",0,"n.s.",NA,"n.s.",1,"n.s.",NA,"n.s.",NA,"n.s.",0,NA,-0.01,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000027","0610007P14Rik",157,"chr12",87160520,87165420,"-",NA,NA,0,"n.s.",0.2,"n.s.",-1,"n.s.",-1,"n.s.",-1,"n.s.",0,"n.s.",0,"n.s.",-0.01,0,0.002,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000029","0610007P22Rik",174,"chr17",25378203,25379103,"+",NA,NA,0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",-1,"n.s.",0,0,0,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000030","0610007P22Rik",64,"chr17",25378807,25379398,"+",NA,"n.s.",0,"n.s.",-3,"n.s.",-1,"n.s.",-1,"n.s.",-5,"n.s.",2,"n.s.",-7,"n.s.",-0.01,0.02,-0.03,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000032","0610009D07Rik",119,"chr12",4824626,4833563,"+",NA,NA,0,"n.s.",0.1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,0,0.001,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000033","0610009O20Rik",164,"chr18",38417055,38417681,"+",NA,NA,1,"n.s.",-0.4,"n.s.",0,"n.s.",0,"n.s.",-1,"n.s.",0,"n.s.",1,"n.s.",0,0,-0.004,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000034","0610009O20Rik",159,"chr18",38417055,38417923,"+",NA,NA,0,"n.s.",0.1,"n.s.",-3,"n.s.",-2,"n.s.",-2,"n.s.",1,"n.s.",1,"n.s.",-0.03,0.01,0.001,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000036","0610009O20Rik",118,"chr18",38410855,38412474,"+",NA,NA,0,"n.s.",-0.5,"n.s.",0,"n.s.",1,"n.s.",1,"n.s.",0,"n.s.",0,"n.s.",0,0,-0.005,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000037","0610009O20Rik",89,"chr18",38413724,38414123,"+",NA,NA,0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,0,0,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000040","0610010F05Rik",33,"chr11",23488735,23493425,"-",NA,NA,2,"n.s.",1.5,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",-4,"n.s.",-1,"n.s.",0,-0.04,0.015,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000041","0610010F05Rik",90,"chr11",23520468,23524935,"-",NA,"n.s.",-2,"n.s.",-0.8,"n.s.",1,"n.s.",-9,"n.s.",1,"n.s.",2,"n.s.",0,"n.s.",0.01,0.02,-0.008,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000043","0610010F05Rik",59,"chr11",23515257,23520228,"-",NA,NA,1,"n.s.",-0.1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",1,"n.s.",0,"n.s.",0,0.01,-0.001,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000044","0610010F05Rik",161,"chr11",23512049,23517137,"-",NA,NA,0,"n.s.",-0.1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,0,-0.001,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000045","0610010F05Rik",87,"chr11",23511858,23515095,"-",NA,NA,-1,"n.s.",-0.1,"n.s.",-1,"n.s.",-1,"n.s.",0,"n.s.",1,"n.s.",1,"n.s.",-0.01,0.01,-0.001,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000046","0610010F05Rik",99,"chr11",23531335,23533480,"-",NA,NA,NA,"n.s.",1.6,"n.s.",-1,"n.s.",1,"n.s.",0,"n.s.",0,"n.s.",6,"n.s.",-0.01,0,0.016,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000047","0610010F05Rik",38,"chr11",23531335,23533480,"-",NA,NA,NA,"n.s.",7,"n.s.",-2,"n.s.",5,"n.s.",3,"n.s.",4,"n.s.",17,"higher",-0.02,0.04,0.07,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000048","0610010F05Rik",130,"chr11",23529120,23533480,"-",NA,NA,-2,"n.s.",0.1,"n.s.",1,"n.s.",-1,"n.s.",1,"n.s.",-1,"n.s.",-2,"n.s.",0.01,-0.01,0.001,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000049","0610010K14Rik",95,"chr11",70050481,70051285,"-",NA,NA,0,"n.s.",-0.4,"n.s.",0,"n.s.",0,"n.s.",-1,"n.s.",0,"n.s.",0,"n.s.",0,0,-0.004,"n.s.","n.s.","n.s.","gene_size_contained",3,62173,"0610010K14Rik","chr11",70128357,70128451,95,0,1,1
"MmuEX0000050","0610010K14Rik",65,"chr11",70048971,70049498,"-",NA,"n.s.",2,"n.s.",0.2,"n.s.",-2,"n.s.",-1,"n.s.",-13,"lower",-3,"n.s.",-17,"lower",-0.02,-0.03,0.002,"n.s.","n.s.","n.s.","gene_size",1,62167,"0610010K14Rik","chr11",70126522,70126586,65,-0.029,1,0.449225860681
"MmuEX0000051","0610010K14Rik",102,"chr11",70049714,70050761,"-",NA,"n.s.",-7,"n.s.",2.8,"n.s.",-3,"n.s.",-13,"lower",-17,"lower",-6,"n.s.",-3,"n.s.",-0.03,-0.06,0.028,"n.s.","n.s.","n.s.","gene_size_contained",3,62170,"0610010K14Rik","chr11",70127703,70127804,102,-0.11,1.12053770842233e-10,2.44138043115e-13
"MmuEX0000054","0610011F06Rik",163,"chr17",26012672,26013164,"+",NA,"ASD-low",-5,"n.s.",-5.9,"n.s.",-13,"n.s.",7,"n.s.",-15,"n.s.",2,"n.s.",-18,"n.s.",-0.13,0.02,-0.059,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000055","0610011L14Rik",106,"chr2",156373620,156376384,"+",NA,NA,6,"n.s.",7.5,"n.s.",3,"n.s.",0,"n.s.",3,"n.s.",1,"n.s.",-7,"n.s.",0.03,0.01,0.075,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000056","0610011L14Rik",230,"chr2",156377186,156392600,"+",NA,NA,1,"n.s.",-0.1,"n.s.",-2,"n.s.",2,"n.s.",-1,"n.s.",1,"n.s.",0,"n.s.",-0.02,0.01,-0.001,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000058","0610030E20Rik",152,"chr6",72297706,72298990,"+",NA,NA,0,"n.s.",2.8,"n.s.",0,"n.s.",0,"n.s.",-2,"n.s.",0,"n.s.",-1,"n.s.",0,0,0.028,"n.s.","n.s.","n.s.","gene_size",1,26732,"0610030E20Rik","chr6",72325512,72325663,152,0.003,1,1
"MmuEX0000059","0610037L13Rik",84,"chr4",107562502,107564069,"+",NA,NA,1,"n.s.",0.2,"n.s.",-1,"n.s.",0,"n.s.",-3,"n.s.",0,"n.s.",-14,"lower",-0.01,0,0.002,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000062","0610037P05Rik",146,"chr16",14314107,14317386,"-",NA,NA,NA,"n.s.",NA,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",NA,"n.s.",NA,"n.s.",0,NA,NA,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000065","0610037P05Rik",134,"chr16",14300303,14311139,"-",NA,"inconsistent",0,"n.s.",-0.7,"n.s.",-3,"n.s.",-7,"n.s.",-10,"lower",-3,"n.s.",1,"n.s.",-0.03,-0.03,-0.007,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000072","0910001L09Rik",196,"chr5",138697562,138699882,"+",NA,NA,0,"n.s.",-0.1,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,NA,-0.001,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000073","1110002L01Rik",85,"chr12",3407925,3426500,"-",NA,NA,NA,"n.s.",-2,"n.s.",1,"n.s.",NA,"n.s.",NA,"n.s.",-1,"n.s.",1,"n.s.",0.01,-0.01,-0.02,"n.s.","n.s.","n.s.","gene_size",1,13274,"1110002L01Rik","chr12",3473100,3473184,85,0.035,3.44106505546524e-05,3.47963868164e-07
"MmuEX0000074","1110002N22Rik",150,"chr11",79950782,79953367,"-",NA,NA,-1,"n.s.",0.2,"n.s.",0,"n.s.",-1,"n.s.",-1,"n.s.",-1,"n.s.",0,"n.s.",0,-0.01,0.002,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000075","1110002N22Rik",454,"chr11",79951584,79955573,"-",NA,NA,0,"n.s.",0.2,"n.s.",1,"n.s.",-1,"n.s.",-3,"n.s.",0,"n.s.",-1,"n.s.",0.01,0,0.002,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000076","1110003E01Rik",143,"chr5",65841677,65851762,"-",NA,"n.s.",1,"n.s.",1.6,"n.s.",-1,"n.s.",-4,"n.s.",-1,"n.s.",0,"n.s.",-1,"n.s.",-0.01,0,0.016,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000077","1110003E01Rik",46,"chr5",65841677,65844424,"-",NA,NA,0,"n.s.",-0.1,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",0,"n.s.",1,"n.s.",NA,0,-0.001,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000078","1110003E01Rik",109,"chr5",65851812,65883974,"-",NA,NA,0,"n.s.",0.7,"n.s.",0,"n.s.",0,"n.s.",-1,"n.s.",1,"n.s.",-2,"n.s.",0,0.01,0.007,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000080","1110003E01Rik",49,"chr5",65844568,65859631,"-",NA,"n.s.",0,"n.s.",0.5,"n.s.",0,"n.s.",1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,0,0.005,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000081","1110004E09Rik",68,"chr16",90927754,90931238,"-",NA,"inconsistent",0,"n.s.",0.3,"n.s.",0,"n.s.",-1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,0,0.003,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000082","1110004F10Rik",192,"chr7",123237040,123242953,"+",NA,NA,0,"n.s.",NA,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",NA,"n.s.",0,"n.s.",0,NA,NA,"n.s.","n.s.","n.s.","gene_size",2,59632,"1110004F10Rik","chr7",115696997,115697188,192,0.037,0.732391299424739,0.0984098278291
"MmuEX0000084","1110007C09Rik",15,"chr13",49305573,49311305,"-",NA,NA,NA,"n.s.",1.6,"n.s.",-1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",NA,"n.s.",-0.01,0,0.016,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000085","1110007C09Rik",115,"chr13",49303516,49311122,"-",NA,NA,1,"n.s.",1.6,"n.s.",0,"n.s.",-1,"n.s.",0,"n.s.",1,"n.s.",-1,"n.s.",0,0.01,0.016,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000086","1110007C09Rik",154,"chr13",49299358,49303372,"-",NA,NA,1,"n.s.",0.2,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",-1,"n.s.",-6,"n.s.",NA,-0.01,0.002,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000087","1110007C09Rik",42,"chr13",49299159,49300560,"-",NA,"n.s.",-1,"n.s.",0.6,"n.s.",2,"n.s.",-1,"n.s.",2,"n.s.",-1,"n.s.",0,"n.s.",0.02,-0.01,0.006,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000089","1110008F13Rik",85,"chr2",156691097,156698073,"+",NA,NA,NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",0,"n.s.",NA,"n.s.",NA,0,NA,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000090","1110008F13Rik",104,"chr2",156689154,156698073,"+",NA,NA,0,"n.s.",0.5,"n.s.",0,"n.s.",0,"n.s.",1,"n.s.",0,"n.s.",0,"n.s.",0,0,0.005,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000091","1110008F13Rik",130,"chr2",156691097,156698778,"+",NA,"n.s.",0,"n.s.",0.3,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",-2,"n.s.",0,0,0.003,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000093","1110008J03Rik",95,"chr5",121061739,121062282,"-",NA,NA,3,"n.s.",-5.3,"n.s.",-3,"n.s.",-3,"n.s.",NA,"n.s.",-5,"n.s.",6,"n.s.",-0.03,-0.05,-0.053,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000097","1110012J17Rik",159,"chr17",66735260,66787506,"-",NA,NA,0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,0,0,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000098","1110012J17Rik",134,"chr17",66695726,66697582,"-",NA,NA,NA,"n.s.",1.2,"n.s.",NA,"n.s.",-2,"n.s.",NA,"n.s.",-1,"n.s.",-1,"n.s.",NA,-0.01,0.012,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000099","1110012J17Rik",57,"chr17",66687495,66692165,"-","Neural-high","n.s.",NA,"n.s.",-0.1,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,NA,-0.001,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000100","1110012J17Rik",75,"chr17",66729777,66735199,"-",NA,NA,NA,"n.s.",NA,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",NA,"n.s.",NA,"n.s.",0,NA,NA,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000101","1110012J17Rik",123,"chr17",66717801,66727192,"-","Neural-high","inconsistent",8,"n.s.",5,"n.s.",-2,"n.s.",-7,"n.s.",-3,"n.s.",2,"n.s.",5,"n.s.",-0.02,0.02,0.05,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000102","1110014N23Rik",122,"chr19",6068943,6069464,"-",NA,NA,0,"n.s.",0.3,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",-2,"n.s.",0,0,0.003,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000103","1110014N23Rik",220,"chr19",6071157,6071561,"-",NA,NA,1,"n.s.",0,"n.s.",1,"n.s.",-4,"n.s.",-2,"n.s.",2,"n.s.",-5,"n.s.",0.01,0.02,0,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000105","1110014N23Rik",130,"chr19",6071709,6076950,"-",NA,"n.s.",0,"n.s.",0.5,"n.s.",1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0.01,0,0.005,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000108","1110018G07Rik",140,"chr12",86292332,86311578,"-",NA,NA,-3,"n.s.",1.7,"n.s.",1,"n.s.",0,"n.s.",0,"n.s.",-3,"n.s.",-2,"n.s.",0.01,-0.03,0.017,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000109","1110018G07Rik",181,"chr12",86275350,86275903,"-",NA,NA,0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,0,0,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000110","1110018G07Rik",78,"chr12",86271441,86275101,"-",NA,NA,0,"n.s.",-0.1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",-1,"n.s.",0,0,-0.001,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000111","1110018G07Rik",76,"chr12",86268361,86271067,"-",NA,NA,0,"n.s.",-0.2,"n.s.",-1,"n.s.",-1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",-0.01,0,-0.002,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000112","1110018G07Rik",176,"chr12",86261531,86262207,"-",NA,NA,1,"n.s.",0.5,"n.s.",2,"n.s.",2,"n.s.",2,"n.s.",0,"n.s.",-1,"n.s.",0.02,0,0.005,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000113","1110018G07Rik",110,"chr12",86267364,86268818,"-",NA,"inconsistent",-3,"n.s.",0.6,"n.s.",0,"n.s.",0,"n.s.",-3,"n.s.",0,"n.s.",0,"n.s.",0,0,0.006,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000114","1110018G07Rik",226,"chr12",86292332,86311578,"-",NA,NA,1,"n.s.",NA,"n.s.",1,"n.s.",0,"n.s.",NA,"n.s.",-1,"n.s.",NA,"n.s.",0.01,-0.01,NA,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000115","1110018G07Rik",329,"chr12",86284343,86311578,"-",NA,NA,-3,"n.s.",0.7,"n.s.",3,"n.s.",2,"n.s.",1,"n.s.",0,"n.s.",0,"n.s.",0.03,0,0.007,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000116","1110018G07Rik",170,"chr12",86275701,86281109,"-",NA,NA,1,"n.s.",-1.2,"n.s.",0,"n.s.",0,"n.s.",-1,"n.s.",0,"n.s.",0,"n.s.",0,0,-0.012,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000117","1110018J18Rik",132,"chr13",64393537,64410129,"-",NA,NA,0,"n.s.",1.8,"n.s.",-1,"n.s.",-1,"n.s.",-16,"lower",-3,"n.s.",-1,"n.s.",-0.01,-0.03,0.018,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000118","1110018J18Rik",54,"chr13",64410236,64413574,"-",NA,NA,3,"n.s.",2.8,"n.s.",9,"n.s.",-5,"n.s.",8,"n.s.",-4,"n.s.",-2,"n.s.",0.09,-0.04,0.028,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000121","1110020G09Rik",79,"chr15",9022609,9028566,"+",NA,NA,-2,"n.s.",-1.7,"n.s.",NA,"n.s.",NA,"n.s.",3,"n.s.",0,"n.s.",NA,"n.s.",NA,0,-0.017,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MmuEX0000123","1110020G09Rik",56,"chr15",9029960,9033082,"+",NA,NA,1,"n.s.",0.3,"n.s.",0,"n.s.",0,"n.s.",-1,"n.s.",0,"n.s.",0,"n.s.",0,0,0.003,"n.s.","n.s.","n.s.","unmatched",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
