"event_key","event_type","GeneID","geneSymbol","exon_length","size_category","dPSI","FDR","significant","direction"
"chr1:162501671:162501720:162501225:162503173:SE","SE","ENSMUSG00000040225","Prrc2c",49,"Small (30-50bp)",-0.144,8.16031415359964e-12,TRUE,"Exclusion (dPSI < 0)"
"chr19:55375620:55375641:55369451:55380215:SE","SE","ENSMUSG00000024983","Vti1a",21,"Microexon (0-30bp)",0.171,0.000231369095081125,TRUE,"Inclusion (dPSI > 0)"
"chr9:121824132:121824179:121824016:121824941:SE","SE","ENSMUSG00000066235","Pomgnt2",47,"Small (30-50bp)",0.313,0.0164503412197845,TRUE,"Inclusion (dPSI > 0)"
"chr9:121824132:121824183:121824016:121824941:SE","SE","ENSMUSG00000066235","Pomgnt2",51,"Regular (>50bp)",0.152,0.00426637764968789,TRUE,"Inclusion (dPSI > 0)"
"chr13:46934101:46934140:46932469:46938721:SE","SE","ENSMUSG00000021375","Kif13a",39,"Small (30-50bp)",-0.212,1.86174173624504e-07,TRUE,"Exclusion (dPSI < 0)"
"chr13:47018294:47018307:47001862:47082691:SE","SE","ENSMUSG00000021375","Kif13a",13,"Microexon (0-30bp)",0.138,0.0103601446742514,TRUE,"Inclusion (dPSI > 0)"
"chr11:3311020:3311108:3310586:3311782:SE","SE","ENSMUSG00000020451","Limk2",88,"Regular (>50bp)",-0.166,0.0136183589898682,TRUE,"Exclusion (dPSI < 0)"
"chr11:3311782:3311825:3310586:3359045:SE","SE","ENSMUSG00000020451","Limk2",43,"Small (30-50bp)",0.334,0.000270364223648166,TRUE,"Inclusion (dPSI > 0)"
"chr5:38367961:38368008:38363306:38370651:SE","SE","ENSMUSG00000029127","Zbtb49",47,"Small (30-50bp)",0.177,0.00435737120175889,TRUE,"Inclusion (dPSI > 0)"
"chr4:135775122:135775164:135756016:135778924:SE","SE","ENSMUSG00000059291","Rpl11",42,"Small (30-50bp)",0.169,0.04888873059737,TRUE,"Inclusion (dPSI > 0)"
"chr19:40288686:40288746:40287965:40300112:SE","SE","ENSMUSG00000025006","Sorbs1",60,"Regular (>50bp)",0.274,6.43740968170826e-08,TRUE,"Inclusion (dPSI > 0)"
"chr19:40332799:40332883:40325479:40338342:SE","SE","ENSMUSG00000025006","Sorbs1",84,"Regular (>50bp)",0.132,0.00316715543302736,TRUE,"Inclusion (dPSI > 0)"
"chr19:40365088:40365460:40362061:40370964:SE","SE","ENSMUSG00000025006","Sorbs1",372,"Regular (>50bp)",-0.134,0.0214939684031398,TRUE,"Exclusion (dPSI < 0)"
"chr4:102791742:102791802:102786109:102813295:SE","SE","ENSMUSG00000028524","Sgip1",60,"Regular (>50bp)",0.128,0.00202226264674503,TRUE,"Inclusion (dPSI > 0)"
"chr11:120520811:120520842:120520707:120521313:SE","SE","ENSMUSG00000051510","Mafg",31,"Small (30-50bp)",0.103,0.0154402121604477,TRUE,"Inclusion (dPSI > 0)"
"chr12:76986203:76986288:76985529:76986740:SE","SE","ENSMUSG00000059436","Max",85,"Regular (>50bp)",-0.111,4.27001663896905e-13,TRUE,"Exclusion (dPSI < 0)"
"chr12:77008036:77008063:77000050:77008763:SE","SE","ENSMUSG00000059436","Max",27,"Microexon (0-30bp)",0.18,6.74755089948493e-13,TRUE,"Inclusion (dPSI > 0)"
"chr4:9598268:9598301:9583856:9601306:SE","SE","ENSMUSG00000028207","Asph",33,"Small (30-50bp)",0.118,0.00100790716349227,TRUE,"Inclusion (dPSI > 0)"
"chr4:9598732:9598780:9598301:9601306:SE","SE","ENSMUSG00000028207","Asph",48,"Small (30-50bp)",-0.124,0.0453075295863651,TRUE,"Exclusion (dPSI < 0)"
"chr3:148526915:148527044:148526690:148528590:SE","SE","ENSMUSG00000028184","Adgrl2",129,"Regular (>50bp)",0.112,0.00585728829704227,TRUE,"Inclusion (dPSI > 0)"
"chr3:148566062:148566074:148565169:148571235:SE","SE","ENSMUSG00000028184","Adgrl2",12,"Microexon (0-30bp)",-0.116,0.00343523606591965,TRUE,"Exclusion (dPSI < 0)"
"chr4:135182183:135182215:135179883:135191096:SE","SE","ENSMUSG00000028803","Nipal3",32,"Small (30-50bp)",0.153,2.03845803510113e-05,TRUE,"Inclusion (dPSI > 0)"
"chr13:59665466:59665504:59662109:59672959:SE","SE","ENSMUSG00000021557","Agtpbp1",38,"Small (30-50bp)",0.124,4.38670691185662e-07,TRUE,"Inclusion (dPSI > 0)"
"chr11:61444335:61444405:61438868:61456647:SE","SE","ENSMUSG00000001036","Epn2",70,"Regular (>50bp)",-0.11,0.00419423930225094,TRUE,"Exclusion (dPSI < 0)"
"chr11:116187555:116187624:116186515:116191091:SE","SE","ENSMUSG00000020792","Exoc7",69,"Regular (>50bp)",0.183,0,TRUE,"Inclusion (dPSI > 0)"
"chr11:116188396:116188489:116186515:116191091:SE","SE","ENSMUSG00000020792","Exoc7",93,"Regular (>50bp)",0.286,0,TRUE,"Inclusion (dPSI > 0)"
"chr2:165694787:165694799:165694068:165717624:SE","SE","ENSMUSG00000039671","Zmynd8",12,"Microexon (0-30bp)",0.134,1.42618348871355e-05,TRUE,"Inclusion (dPSI > 0)"
"chr9:113707817:113707841:113705418:113709009:SE","SE","ENSMUSG00000033392","Clasp2",24,"Microexon (0-30bp)",-0.131,5.85942704572475e-07,TRUE,"Exclusion (dPSI < 0)"
"chr4:139159792:139159825:139159072:139160930:SE","SE","ENSMUSG00000066036","Ubr4",33,"Small (30-50bp)",0.108,0.000722902349978473,TRUE,"Inclusion (dPSI > 0)"
"chr4:139163259:139163343:139162495:139163432:SE","SE","ENSMUSG00000066036","Ubr4",84,"Regular (>50bp)",-0.186,3.12276035875552e-11,TRUE,"Exclusion (dPSI < 0)"
"chr1:179921508:179921751:179912070:179921945:SE","SE","ENSMUSG00000026490","Cdc42bpa",243,"Regular (>50bp)",-0.227,0,TRUE,"Exclusion (dPSI < 0)"
"chr19:60208761:60208792:60208571:60214663:SE","SE","ENSMUSG00000057858","Fam204a",31,"Small (30-50bp)",-0.222,3.13897056497055e-14,TRUE,"Exclusion (dPSI < 0)"
"chr19:60208921:60209009:60208792:60214741:SE","SE","ENSMUSG00000057858","Fam204a",88,"Regular (>50bp)",-0.216,2.47614173090926e-06,TRUE,"Exclusion (dPSI < 0)"
"chr19:60209485:60209736:60208571:60214663:SE","SE","ENSMUSG00000057858","Fam204a",251,"Regular (>50bp)",-0.202,0,TRUE,"Exclusion (dPSI < 0)"
"chr19:60209485:60209736:60208571:60214741:SE","SE","ENSMUSG00000057858","Fam204a",251,"Regular (>50bp)",-0.105,5.4355347062181e-06,TRUE,"Exclusion (dPSI < 0)"
"chr19:60209485:60209736:60208792:60214741:SE","SE","ENSMUSG00000057858","Fam204a",251,"Regular (>50bp)",-0.178,2.17768155001628e-08,TRUE,"Exclusion (dPSI < 0)"
"chr1:9634047:9634096:9632003:9689774:SE","SE","ENSMUSG00000079671","2610203C22Rik",49,"Small (30-50bp)",0.11,0.000241444484792389,TRUE,"Inclusion (dPSI > 0)"
"chr15:83267823:83267829:83266084:83269187:SE","SE","ENSMUSG00000016664","Pacsin2",6,"Microexon (0-30bp)",-0.13,4.78678250710644e-06,TRUE,"Exclusion (dPSI < 0)"
"chr1:136225021:136225054:136221159:136225479:SE","SE","ENSMUSG00000041570","Camsap2",33,"Small (30-50bp)",0.169,0.00188173296420614,TRUE,"Inclusion (dPSI > 0)"
"chr15:76078758:76078773:76078630:76078950:SE","SE","ENSMUSG00000022565","Plec",15,"Microexon (0-30bp)",-0.145,2.63934084002508e-08,TRUE,"Exclusion (dPSI < 0)"
"chr14:121797336:121797372:121796545:121798001:SE","SE","ENSMUSG00000025558","Dock9",36,"Small (30-50bp)",0.128,0.0236630531751169,TRUE,"Inclusion (dPSI > 0)"
"chr17:72002691:72002738:71998631:72004827:SE","SE","ENSMUSG00000045761","Togaram2",47,"Small (30-50bp)",0.188,1.42790946565984e-06,TRUE,"Inclusion (dPSI > 0)"
"chr12:103016153:103016182:103013957:103025577:SE","SE","ENSMUSG00000021198","Unc79",29,"Microexon (0-30bp)",0.211,0.0177010912773212,TRUE,"Inclusion (dPSI > 0)"
"chr3:9008610:9008637:9001540:9009670:SE","SE","ENSMUSG00000027506","Tpd52",27,"Microexon (0-30bp)",0.115,0,TRUE,"Inclusion (dPSI > 0)"
"chr1:36468503:36468536:36467542:36478689:SE","SE","ENSMUSG00000001143","Lman2l",33,"Small (30-50bp)",0.157,0.0317585911897278,TRUE,"Inclusion (dPSI > 0)"
"chr16:90744953:90745001:90743750:90746586:SE","SE","ENSMUSG00000022973","Synj1",48,"Small (30-50bp)",0.422,0.000220853498945123,TRUE,"Inclusion (dPSI > 0)"
"chr16:90744953:90745001:90743941:90747238:SE","SE","ENSMUSG00000022973","Synj1",48,"Small (30-50bp)",0.141,0.00293456769525269,TRUE,"Inclusion (dPSI > 0)"
"chr7:66874123:66874149:66873639:66874773:SE","SE","ENSMUSG00000043831","Lysmd4",26,"Microexon (0-30bp)",-0.241,0.00738641869172005,TRUE,"Exclusion (dPSI < 0)"
"chr6:51438899:51439035:51438413:51440390:SE","SE","ENSMUSG00000004980","Hnrnpa2b1",136,"Regular (>50bp)",-0.165,2.02694668392243e-09,TRUE,"Exclusion (dPSI < 0)"
"chr6:51441407:51441431:51441191:51442158:SE","SE","ENSMUSG00000004980","Hnrnpa2b1",24,"Microexon (0-30bp)",-0.115,9.85658267333971e-06,TRUE,"Exclusion (dPSI < 0)"
"chr2:73509958:73510247:73462174:73605366:SE","SE","ENSMUSG00000056486","Chn1",289,"Regular (>50bp)",-0.2,0.00106075590979512,TRUE,"Exclusion (dPSI < 0)"
"chr2:73537262:73537376:73490101:73546707:SE","SE","ENSMUSG00000056486","Chn1",114,"Regular (>50bp)",-0.115,0.000230654801698775,TRUE,"Exclusion (dPSI < 0)"
"chr2:180745434:180745464:180742411:180746679:SE","SE","ENSMUSG00000016346","Kcnq2",30,"Microexon (0-30bp)",0.126,1.44977024033862e-06,TRUE,"Inclusion (dPSI > 0)"
"chr1:37422419:37422452:37419141:37426778:SE","SE","ENSMUSG00000026113","Inpp4a",33,"Small (30-50bp)",0.17,0.000369519441417414,TRUE,"Inclusion (dPSI > 0)"
"chr1:37422419:37422452:37419258:37426778:SE","SE","ENSMUSG00000026113","Inpp4a",33,"Small (30-50bp)",0.191,0.000597907691344336,TRUE,"Inclusion (dPSI > 0)"
"chr7:44247013:44247043:44245692:44247804:SE","SE","ENSMUSG00000062785","Kcnc3",30,"Microexon (0-30bp)",0.178,1.82748512603246e-06,TRUE,"Inclusion (dPSI > 0)"
"chr7:44247013:44247043:44245692:44247807:SE","SE","ENSMUSG00000062785","Kcnc3",30,"Microexon (0-30bp)",0.236,0.00103894471213766,TRUE,"Inclusion (dPSI > 0)"
"chr10:79972496:79972577:79972328:79972707:SE","SE","ENSMUSG00000035640","Cbarp",81,"Regular (>50bp)",-0.195,8.94819663314711e-14,TRUE,"Exclusion (dPSI < 0)"
"chr10:79972523:79972577:79972328:79972707:SE","SE","ENSMUSG00000035640","Cbarp",54,"Regular (>50bp)",-0.154,0,TRUE,"Exclusion (dPSI < 0)"
"chr10:79972538:79972577:79972328:79972707:SE","SE","ENSMUSG00000035640","Cbarp",39,"Small (30-50bp)",-0.34,0,TRUE,"Exclusion (dPSI < 0)"
"chr9:44685479:44685528:44685081:44687653:SE","SE","ENSMUSG00000002031","Ift46",49,"Small (30-50bp)",0.809,6.10355387630414e-14,TRUE,"Inclusion (dPSI > 0)"
"chr9:44685479:44685528:44685081:44687656:SE","SE","ENSMUSG00000002031","Ift46",49,"Small (30-50bp)",0.499,0.00420438101659756,TRUE,"Inclusion (dPSI > 0)"
"chr9:44687653:44687758:44685081:44689890:SE","SE","ENSMUSG00000002031","Ift46",105,"Regular (>50bp)",-0.27,3.68914802048504e-05,TRUE,"Exclusion (dPSI < 0)"
"chr2:120560779:120560983:120560580:120561182:SE","SE","ENSMUSG00000027284","Cdan1",204,"Regular (>50bp)",-0.11,0.00194657457092043,TRUE,"Exclusion (dPSI < 0)"
"chr2:120560779:120560986:120560580:120561182:SE","SE","ENSMUSG00000027284","Cdan1",207,"Regular (>50bp)",-0.103,0.00270940237807841,TRUE,"Exclusion (dPSI < 0)"
"chr2:120560949:120560983:120560580:120561182:SE","SE","ENSMUSG00000027284","Cdan1",34,"Small (30-50bp)",-0.234,0.000164315004129418,TRUE,"Exclusion (dPSI < 0)"
"chr1:138950842:138950886:138893968:138967737:SE","SE","ENSMUSG00000056268","Dennd1b",44,"Small (30-50bp)",0.189,0.00243685758259785,TRUE,"Inclusion (dPSI > 0)"
"chr8:25669286:25669322:25668010:25671838:SE","SE","ENSMUSG00000065954","Tacc1",36,"Small (30-50bp)",0.11,3.22019355951387e-05,TRUE,"Inclusion (dPSI > 0)"
"chr8:25690106:25690222:25668010:25691137:SE","SE","ENSMUSG00000065954","Tacc1",116,"Regular (>50bp)",0.144,7.79253957751958e-06,TRUE,"Inclusion (dPSI > 0)"
"chr6:90764099:90764144:90671832:90786749:SE","SE","ENSMUSG00000034312","Iqsec1",45,"Small (30-50bp)",0.226,0.0273180913932062,TRUE,"Inclusion (dPSI > 0)"
"chr5:76688593:76688614:76685704:76689897:SE","SE","ENSMUSG00000036435","Exoc1",21,"Microexon (0-30bp)",0.186,0.00143974915000025,TRUE,"Inclusion (dPSI > 0)"
"chr7:24618608:24618776:24616366:24619055:SE","SE","ENSMUSG00000040940","Arhgef1",168,"Regular (>50bp)",0.222,0.00136666181722495,TRUE,"Inclusion (dPSI > 0)"
"chr2:164911736:164911768:164908484:164912641:SE","SE","ENSMUSG00000017652","Cd40",32,"Small (30-50bp)",-0.108,0.000206461651473083,TRUE,"Exclusion (dPSI < 0)"
"chr3:28679347:28679371:28677257:28684579:SE","SE","ENSMUSG00000027692","Tnik",24,"Microexon (0-30bp)",0.111,0.00674559213125424,TRUE,"Inclusion (dPSI > 0)"
"chr1:171158801:171158853:171157094:171165819:SE","SE","ENSMUSG00000013973","Dedd",52,"Regular (>50bp)",0.182,1.08672095467285e-06,TRUE,"Inclusion (dPSI > 0)"
"chr1:171158820:171158853:171157094:171165819:SE","SE","ENSMUSG00000013973","Dedd",33,"Small (30-50bp)",0.15,7.9739978061321e-12,TRUE,"Inclusion (dPSI > 0)"
"chr1:82723244:82723277:82713228:82724803:SE","SE","ENSMUSG00000026150","Mff",33,"Small (30-50bp)",0.128,0.00516888395528102,TRUE,"Inclusion (dPSI > 0)"
"chr12:88799322:88799340:88762663:88817048:SE","SE","ENSMUSG00000066392","Nrxn3",18,"Microexon (0-30bp)",-0.107,0.00452207672631305,TRUE,"Exclusion (dPSI < 0)"
"chr6:83174300:83174315:83173089:83174472:SE","SE","ENSMUSG00000031865","Dctn1",15,"Microexon (0-30bp)",-0.117,2.54634701482315e-07,TRUE,"Exclusion (dPSI < 0)"
"chr17:35261073:35261156:35260491:35263000:SE","SE","ENSMUSG00000007035","Msh5",83,"Regular (>50bp)",-0.322,9.86006679279446e-05,TRUE,"Exclusion (dPSI < 0)"
"chr17:35262704:35262740:35260491:35263000:SE","SE","ENSMUSG00000007035","Msh5",36,"Small (30-50bp)",-0.211,0.00117725420666822,TRUE,"Exclusion (dPSI < 0)"
"chr7:4511472:4511582:4510611:4512009:SE","SE","ENSMUSG00000064179","Tnnt1",110,"Regular (>50bp)",-0.101,0.0159130478191829,TRUE,"Exclusion (dPSI < 0)"
"chr7:4511472:4511624:4510611:4512009:SE","SE","ENSMUSG00000064179","Tnnt1",152,"Regular (>50bp)",-0.213,0.000747977373366288,TRUE,"Exclusion (dPSI < 0)"
"chr12:109572647:109572777:109570500:109573847:SE","SE","ENSMUSG00000097451","Rian",130,"Regular (>50bp)",-0.508,1.02092732003227e-07,TRUE,"Exclusion (dPSI < 0)"
"chr12:109583607:109583783:109573930:109586746:SE","SE","ENSMUSG00000097451","Rian",176,"Regular (>50bp)",0.344,0.0108037624816995,TRUE,"Inclusion (dPSI > 0)"
"chr12:70298793:70298817:70298034:70314835:SE","SE","ENSMUSG00000021071","Trim9",24,"Microexon (0-30bp)",0.3,0.0126767727515466,TRUE,"Inclusion (dPSI > 0)"
"chr12:70314007:70314040:70298034:70314835:SE","SE","ENSMUSG00000021071","Trim9",33,"Small (30-50bp)",0.281,0.011806652062461,TRUE,"Inclusion (dPSI > 0)"
"chr7:28467056:28467103:28466292:28471235:SE","SE","ENSMUSG00000015149","Sirt2",47,"Small (30-50bp)",0.119,1.55769933639511e-10,TRUE,"Inclusion (dPSI > 0)"
"chr7:89843480:89843504:89840961:89844862:SE","SE","ENSMUSG00000039361","Picalm",24,"Microexon (0-30bp)",-0.188,1.78979631253235e-11,TRUE,"Exclusion (dPSI < 0)"
"chr7:100467942:100467969:100462207:100473338:SE","SE","ENSMUSG00000029461","Fam168a",27,"Microexon (0-30bp)",-0.253,3.86870988106723e-10,TRUE,"Exclusion (dPSI < 0)"
"chr3:87602704:87602824:87596157:87604651:SE","SE","ENSMUSG00000041977","Arhgef11",120,"Regular (>50bp)",-0.106,0.00114814519812022,TRUE,"Exclusion (dPSI < 0)"
"chr11:116231163:116231204:116229656:116235020:SE","SE","ENSMUSG00000052949","Rnf157",41,"Small (30-50bp)",0.231,1.79336774189163e-12,TRUE,"Inclusion (dPSI > 0)"
"chr7:141552656:141552751:141552459:141554578:SE","SE","ENSMUSG00000053046","Brsk2",95,"Regular (>50bp)",-0.145,0.00100616872555047,TRUE,"Exclusion (dPSI < 0)"
"chr7:141554578:141554623:141552459:141556211:SE","SE","ENSMUSG00000053046","Brsk2",45,"Small (30-50bp)",0.107,0.00219104248196706,TRUE,"Inclusion (dPSI > 0)"
"chr7:141554578:141554626:141552751:141555799:SE","SE","ENSMUSG00000053046","Brsk2",48,"Small (30-50bp)",-0.146,0.000964330749843827,TRUE,"Exclusion (dPSI < 0)"
"chr7:144042427:144042454:144038948:144042933:SE","SE","ENSMUSG00000037519","Ppfia1",27,"Microexon (0-30bp)",-0.245,3.10346821548892e-05,TRUE,"Exclusion (dPSI < 0)"
"chr7:144056603:144056633:144054140:144058639:SE","SE","ENSMUSG00000037519","Ppfia1",30,"Microexon (0-30bp)",0.171,8.62476499492149e-05,TRUE,"Inclusion (dPSI > 0)"
"chr8:11254535:11254552:11253008:11256225:SE","SE","ENSMUSG00000031502","Col4a1",17,"Microexon (0-30bp)",-0.264,6.10355387630414e-14,TRUE,"Exclusion (dPSI < 0)"
"chr8:48766272:48766299:48763804:48788623:SE","SE","ENSMUSG00000031561","Tenm3",27,"Microexon (0-30bp)",-0.107,0.000820526485570748,TRUE,"Exclusion (dPSI < 0)"
"chr8:57771440:57771482:57767649:57773723:SE","SE","ENSMUSG00000100510","Hand2os1",42,"Small (30-50bp)",0.252,0.00192175018177571,TRUE,"Inclusion (dPSI > 0)"
"chr10:69817945:69817991:69816224:69821912:SE","SE","ENSMUSG00000069601","Ank3",46,"Small (30-50bp)",-0.124,0.0266382038889151,TRUE,"Exclusion (dPSI < 0)"
"chr10:69837752:69838061:69835328:69838340:SE","SE","ENSMUSG00000069601","Ank3",309,"Regular (>50bp)",-0.283,0,TRUE,"Exclusion (dPSI < 0)"
"chr9:70470095:70470143:70466383:70479430:SE","SE","ENSMUSG00000032212","Sltm",48,"Small (30-50bp)",-0.102,8.2819968448554e-08,TRUE,"Exclusion (dPSI < 0)"
"chr9:102465906:102466186:102464211:102471706:SE","SE","ENSMUSG00000032534","Cep63",280,"Regular (>50bp)",-0.103,0.0418883540552921,TRUE,"Exclusion (dPSI < 0)"
"chr9:102498894:102498927:102496959:102500754:SE","SE","ENSMUSG00000032534","Cep63",33,"Small (30-50bp)",-0.306,0.00254057639001563,TRUE,"Exclusion (dPSI < 0)"
"chr9:108673739:108673771:108673595:108674482:SE","SE","ENSMUSG00000032599","Ip6k2",32,"Small (30-50bp)",0.131,0.044401227577591,TRUE,"Inclusion (dPSI > 0)"
"chr9:119274352:119274387:119274216:119276014:SE","SE","ENSMUSG00000042787","Exog",35,"Small (30-50bp)",-0.211,1.14977331671125e-05,TRUE,"Exclusion (dPSI < 0)"
"chr9:119274753:119274867:119274216:119276014:SE","SE","ENSMUSG00000042787","Exog",114,"Regular (>50bp)",-0.196,0.000177637201726518,TRUE,"Exclusion (dPSI < 0)"
"chr5:110543910:110543940:110527459:110580766:SE","SE","ENSMUSG00000043323","Fbrsl1",30,"Microexon (0-30bp)",0.24,0.00120904652686324,TRUE,"Inclusion (dPSI > 0)"
"chr10:122858990:122858993:122858849:122859814:SE","SE","ENSMUSG00000034602","Mon2",3,"Microexon (0-30bp)",-0.106,0.0142090723300144,TRUE,"Exclusion (dPSI < 0)"
"chr10:127132585:127132609:127132502:127132741:SE","SE","ENSMUSG00000040354","Mars1",24,"Microexon (0-30bp)",-0.22,0,TRUE,"Exclusion (dPSI < 0)"
"chr11:93971565:93971580:93970036:93972165:SE","SE","ENSMUSG00000020859","Spag9",15,"Microexon (0-30bp)",0.168,0.0320554566746996,TRUE,"Inclusion (dPSI > 0)"
"chr11:4861434:4861470:4860759:4862780:SE","SE","ENSMUSG00000034274","Thoc5",36,"Small (30-50bp)",0.162,0,TRUE,"Inclusion (dPSI > 0)"
"chr2:30236070:30236085:30235951:30236364:SE","SE","ENSMUSG00000026860","Sh3glb2",15,"Microexon (0-30bp)",-0.128,0,TRUE,"Exclusion (dPSI < 0)"
"chr2:30238566:30238629:30237116:30240299:SE","SE","ENSMUSG00000026860","Sh3glb2",63,"Regular (>50bp)",0.109,6.62958453222306e-05,TRUE,"Inclusion (dPSI > 0)"
"chr5:115789214:115789323:115787628:115789877:SE","SE","ENSMUSG00000041609","Bicdl1",109,"Regular (>50bp)",0.102,0.00129288026233258,TRUE,"Inclusion (dPSI > 0)"
"chr5:115799433:115799577:115794090:115800758:SE","SE","ENSMUSG00000041609","Bicdl1",144,"Regular (>50bp)",-0.109,0.00612145755105127,TRUE,"Exclusion (dPSI < 0)"
"chrX:47712838:47713083:47712705:47714472:SE","SE","ENSMUSG00000031105","Slc25a14",245,"Regular (>50bp)",-0.167,0.0244373112585981,TRUE,"Exclusion (dPSI < 0)"
"chrX:47717012:47717060:47713083:47718128:SE","SE","ENSMUSG00000031105","Slc25a14",48,"Small (30-50bp)",0.267,0.00541359089233251,TRUE,"Inclusion (dPSI > 0)"
"chr11:74458041:74458077:74375797:74487707:SE","SE","ENSMUSG00000038807","Rap1gap2",36,"Small (30-50bp)",0.148,0.0236630531751169,TRUE,"Inclusion (dPSI > 0)"
"chrX:103539341:103539384:103526955:103543009:SE","SE","ENSMUSG00000073016","Uprt",43,"Small (30-50bp)",-0.11,0.002143238424795,TRUE,"Exclusion (dPSI < 0)"
"chrX:103541880:103541950:103526955:103543009:SE","SE","ENSMUSG00000073016","Uprt",70,"Regular (>50bp)",-0.181,0.00043168820308956,TRUE,"Exclusion (dPSI < 0)"
"chr11:77702834:77703545:77700684:77706681:SE","SE","ENSMUSG00000000631","Myo18a",711,"Regular (>50bp)",-0.444,0.0158665579843822,TRUE,"Exclusion (dPSI < 0)"
"chr11:77745503:77745548:77744717:77748548:SE","SE","ENSMUSG00000000631","Myo18a",45,"Small (30-50bp)",-0.12,0.000131915200960212,TRUE,"Exclusion (dPSI < 0)"
