ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
439	"ENSMUSG00000002833"	"Hdgfl2"	chr17	+	56405483	56406075	56405483	56405557	56405973	56406075
466	"ENSMUSG00000041168"	"Lonp1"	chr17	-	56925317	56927069	56925317	56925456	56926985	56927069
475	"ENSMUSG00000022489"	"Pde1b"	chr15	+	103435410	103436771	103435410	103435519	103436648	103436771
499	"ENSMUSG00000023015"	"Racgap1"	chr15	-	99532122	99535655	99532122	99532176	99535518	99535655
500	"ENSMUSG00000023011"	"Faim2"	chr15	-	99410661	99418236	99410661	99410749	99418182	99418236
502	"ENSMUSG00000022999"	"Lmbr1l"	chr15	-	98806400	98806802	98806400	98806477	98806729	98806802
505	"ENSMUSG00000003355"	"Fkbp11"	chr15	-	98624364	98625179	98624364	98624435	98625091	98625179
515	"ENSMUSG00000022617"	"Chkb"	chr15	-	89312336	89313030	89312336	89312432	89312916	89313030
522	"ENSMUSG00000022614"	"Lmf2"	chr15	-	89236561	89237158	89236561	89236730	89237061	89237158
529	"ENSMUSG00000062906"	"Hdac10"	chr15	-	89010580	89011198	89010580	89010640	89011071	89011198
555	"ENSMUSG00000042524"	"Sun2"	chr15	-	79612063	79613277	79612063	79612285	79613233	79613277
567	"ENSMUSG00000115987"	"Vps28"	chr15	-	76507370	76508375	76507370	76507472	76508285	76508375
574	"ENSMUSG00000034022"	"Cpsf1"	chr15	-	76481630	76481930	76481630	76481787	76481845	76481930
583	"ENSMUSG00000022552"	"Sharpin"	chr15	-	76231458	76232017	76231458	76231587	76231863	76232017
585	"ENSMUSG00000022552"	"Sharpin"	chr15	-	76231681	76232204	76231681	76231794	76232095	76232204
592	"ENSMUSG00000022562"	"Oplah"	chr15	-	76181818	76182240	76181818	76181907	76182105	76182240
616	"ENSMUSG00000024645"	"Timm21"	chr18	-	84965958	84967416	84965958	84966064	84967318	84967416
617	"ENSMUSG00000024645"	"Timm21"	chr18	-	84966147	84967577	84966147	84966221	84967514	84967577
631	"ENSMUSG00000022255"	"Mtdh"	chr15	+	34114169	34118256	34114169	34114254	34118025	34118256
638	"ENSMUSG00000022111"	"Uchl3"	chr14	+	101903196	101906012	101903196	101903325	101905964	101906012
661	"ENSMUSG00000031389"	"Arhgap4"	chrX	-	72943450	72944075	72943450	72943478	72943883	72944075
685	"ENSMUSG00000006289"	"Osgep"	chr14	-	51154256	51154960	51154256	51154322	51154839	51154960
686	"ENSMUSG00000006289"	"Osgep"	chr14	-	51154256	51154960	51154256	51154322	51154910	51154960
702	"ENSMUSG00000053205"	"Styx"	chr14	+	45605138	45605928	45605138	45605175	45605877	45605928
730	"ENSMUSG00000034190"	"Chmp7"	chr14	-	69956577	69957316	69956577	69956638	69957196	69957316
740	"ENSMUSG00000021692"	"Dimt1"	chr13	+	107085208	107086293	107085208	107085295	107086199	107086293
741	"ENSMUSG00000046169"	"Adamts6"	chr13	+	104581322	104582212	104581322	104581461	104582123	104582212
751	"ENSMUSG00000033991"	"Skic3"	chr13	+	76282793	76283424	76282793	76282970	76283345	76283424
823	"ENSMUSG00000041319"	"Thoc6"	chr17	-	23889166	23889526	23889166	23889215	23889422	23889526
826	"ENSMUSG00000012017"	"Scarf2"	chr16	+	17622169	17622788	17622169	17622273	17622672	17622788
834	"ENSMUSG00000022216"	"Psme1"	chr14	+	55817051	55817498	55817051	55817084	55817387	55817498
857	"ENSMUSG00000040856"	"Dlk1"	chr12	+	109425532	109429262	109425532	109425758	109425971	109429262
875	"ENSMUSG00000021240"	"Abcd4"	chr12	-	84659098	84659670	84659098	84659219	84659553	84659670
923	"ENSMUSG00000039307"	"Hexdc"	chr11	+	121111689	121112416	121111689	121111987	121112326	121112416
925	"ENSMUSG00000025158"	"Rfng"	chr11	-	120673208	120673986	120673208	120673374	120673832	120673986
953	"ENSMUSG00000056962"	"Jmjd6"	chr11	-	116730663	116731371	116730663	116730757	116731273	116731371
979	"ENSMUSG00000008855"	"Hdac5"	chr11	-	102087364	102088262	102087364	102087498	102088164	102088262
988	"ENSMUSG00000020918"	"Kat2a"	chr11	-	100596784	100597319	100596784	100596821	100597175	100597319
1000	"ENSMUSG00000002372"	"Ranbp3"	chr17	+	57008022	57009890	57008022	57008088	57009762	57009890
1057	"ENSMUSG00000031796"	"Cfap20"	chr8	-	96146876	96148874	96146876	96147297	96148685	96148874
1080	"ENSMUSG00000036452"	"Arhgap26"	chr18	+	39490605	39490881	39490605	39490716	39490790	39490881
1096	"ENSMUSG00000022550"	"Adck5"	chr15	+	76478137	76478647	76478137	76478251	76478563	76478647
1142	"ENSMUSG00000029599"	"Ddx54"	chr5	+	120758322	120758823	120758322	120758444	120758691	120758823
1173	"ENSMUSG00000031939"	"Taf1d"	chr9	+	15222822	15225328	15222822	15222991	15225285	15225328
1175	"ENSMUSG00000031939"	"Taf1d"	chr9	+	15225285	15226427	15225285	15225328	15226397	15226427
1188	"ENSMUSG00000074578"	"Zfas1"	chr2	+	166907078	166907782	166907078	166907137	166907606	166907782
1196	"ENSMUSG00000000632"	"Sez6"	chr11	+	77864608	77865462	77864608	77864803	77865265	77865462
1207	"ENSMUSG00000037318"	"Traf3ip3"	chr1	-	192877132	192877730	192877132	192877157	192877582	192877730
1218	"ENSMUSG00000028467"	"Gba2"	chr4	-	43569180	43569955	43569180	43569285	43569829	43569955
1230	"ENSMUSG00000047215"	"Rpl9"	chr5	-	65545706	65546494	65545706	65545784	65546413	65546494
1231	"ENSMUSG00000047215"	"Rpl9"	chr5	-	65545706	65547826	65545706	65545784	65547730	65547826
1232	"ENSMUSG00000047215"	"Rpl9"	chr5	-	65545706	65547826	65545706	65546494	65547730	65547826
1255	"ENSMUSG00000029103"	"Lrpap1"	chr5	-	35254874	35255617	35254874	35254950	35255496	35255617
1266	"ENSMUSG00000066900"	"Suds3"	chr5	-	117232974	117237603	117232974	117233059	117237541	117237603
1268	"ENSMUSG00000030281"	"Il17rc"	chr6	+	113455824	113456262	113455824	113455879	113456211	113456262
1278	"ENSMUSG00000035851"	"Ythdc1"	chr5	+	86975813	86979559	86975813	86975980	86979522	86979559
1359	"ENSMUSG00000028991"	"Mtor"	chr4	+	148536713	148538447	148536713	148536889	148538214	148538447
1363	"ENSMUSG00000042558"	"Adprs"	chr4	-	126211095	126211984	126211095	126211196	126211776	126211984
1383	"ENSMUSG00000021483"	"Cdk20"	chr13	+	64584579	64585846	64584579	64584642	64585690	64585846
1393	"ENSMUSG00000029703"	"Lrwd1"	chr5	-	136161159	136162904	136161159	136161282	136162787	136162904
1428	"ENSMUSG00000021868"	"Ppif"	chr14	+	25696427	25698765	25696427	25696516	25698689	25698765
1454	"ENSMUSG00000028716"	"Pdzk1ip1"	chr4	+	114945904	114946409	114945904	114945973	114946235	114946409
1457	"ENSMUSG00000028716"	"Pdzk1ip1"	chr4	+	114945919	114946409	114945919	114946003	114946276	114946409
1488	"ENSMUSG00000028245"	"Nsmaf"	chr4	-	6418471	6421136	6418471	6418523	6420049	6421136
1489	"ENSMUSG00000028245"	"Nsmaf"	chr4	-	6418471	6421136	6418471	6418523	6421056	6421136
1499	"ENSMUSG00000039382"	"Wdr45"	chrX	+	7589553	7589992	7589553	7589596	7589803	7589992
1526	"ENSMUSG00000020329"	"Polrmt"	chr10	-	79573097	79573547	79573097	79573196	79573433	79573547
1527	"ENSMUSG00000020329"	"Polrmt"	chr10	-	79573097	79573720	79573097	79573196	79573633	79573720
1574	"ENSMUSG00000024940"	"Ltbp3"	chr19	+	5798602	5798996	5798602	5798619	5798897	5798996
1576	"ENSMUSG00000029047"	"Pex10"	chr4	+	155153119	155155233	155153119	155153526	155155097	155155233
1586	"ENSMUSG00000028034"	"Fubp1"	chr3	+	151938031	151942463	151938031	151940207	151942243	151942463
1589	"ENSMUSG00000035086"	"Becn1"	chr11	-	101184826	101185990	101184826	101185054	101185791	101185990
1591	"ENSMUSG00000035086"	"Becn1"	chr11	-	101184826	101185990	101184826	101185054	101185795	101185990
1592	"ENSMUSG00000035086"	"Becn1"	chr11	-	101184826	101185990	101184826	101184973	101185860	101185990
1612	"ENSMUSG00000024104"	"Washc2"	chr6	+	116231050	116232129	116231050	116231179	116232009	116232129
1649	"ENSMUSG00000009108"	"Gnat2"	chr3	+	108002754	108003823	108002754	108002896	108003555	108003823
1652	"ENSMUSG00000009108"	"Gnat2"	chr3	+	108002754	108003823	108002754	108002978	108003665	108003823
1662	"ENSMUSG00000028621"	"Cyb5rl"	chr4	+	106925808	106927744	106925808	106926020	106927312	106927744
1683	"ENSMUSG00000017756"	"Slc12a7"	chr13	+	73936683	73938899	73936683	73936830	73938768	73938899
1686	"ENSMUSG00000074923"	"Pak6"	chr2	+	118524347	118525121	118524347	118524481	118524995	118525121
1701	"ENSMUSG00000005625"	"Psmd4"	chr3	-	94942252	94943235	94942252	94942321	94943120	94943235
1735	"ENSMUSG00000039205"	"Ciz1"	chr2	+	32253209	32253668	32253209	32253310	32253634	32253668
1800	"ENSMUSG00000029054"	"Gabrd"	chr4	-	155470391	155471748	155470391	155470603	155471610	155471748
1825	"ENSMUSG00000096655"	"1700065D16Rik"	chr9	-	95738524	95739924	95738524	95738622	95739559	95739924
1829	"ENSMUSG00000073433"	"Arhgdig"	chr17	-	26418725	26419344	26418725	26418802	26419164	26419344
1833	"ENSMUSG00000006215"	"Zbtb17"	chr4	+	141192834	141193418	141192834	141192951	141193287	141193418
1837	"ENSMUSG00000027569"	"Mrgbp"	chr2	+	180225193	180226664	180225193	180225315	180226486	180226664
1839	"ENSMUSG00000027569"	"Mrgbp"	chr2	+	180225193	180226664	180225193	180225315	180226589	180226664
1870	"ENSMUSG00000068039"	"Tcp1"	chr17	+	13136929	13138812	13136929	13137058	13138701	13138812
1876	"ENSMUSG00000062729"	"Ppox"	chr1	-	171107003	171107575	171107003	171107167	171107442	171107575
1877	"ENSMUSG00000062729"	"Ppox"	chr1	-	171107003	171108096	171107003	171107148	171107961	171108096
1878	"ENSMUSG00000062729"	"Ppox"	chr1	-	171107003	171108096	171107003	171107575	171107961	171108096
1930	"ENSMUSG00000026848"	"Tor1b"	chr2	+	30843763	30845965	30843763	30844020	30845789	30845965
1949	"ENSMUSG00000041774"	"Ydjc"	chr16	+	16965461	16966710	16965461	16965561	16966019	16966710
2012	"ENSMUSG00000015790"	"Surf1"	chr2	-	26805607	26806018	26805607	26805796	26805966	26806018
2059	"ENSMUSG00000000915"	"Hip1r"	chr5	+	124138774	124139374	124138774	124138837	124139268	124139374
2077	"ENSMUSG00000029860"	"Zyx"	chr6	+	42333095	42334367	42333095	42333265	42334246	42334367
2124	"ENSMUSG00000024287"	"Thoc1"	chr18	+	9986288	9986761	9986288	9986355	9986690	9986761
2161	"ENSMUSG00000033379"	"Atp6v0b"	chr4	-	117742825	117743342	117742825	117742877	117743264	117743342
2163	"ENSMUSG00000053158"	"Fes"	chr7	-	80029565	80030640	80029565	80029660	80030586	80030640
2192	"ENSMUSG00000053332"	"Gas5"	chr1	+	160862735	160863584	160862735	160862846	160863552	160863584
2219	"ENSMUSG00000053332"	"Gas5"	chr1	+	160863321	160866109	160863321	160863814	160866026	160866109
2225	"ENSMUSG00000027893"	"Ahcyl1"	chr3	-	107580751	107582470	107580751	107580854	107582326	107582470
2230	"ENSMUSG00000036067"	"Slc2a6"	chr2	-	26913546	26914805	26913546	26913655	26914596	26914805
2232	"ENSMUSG00000046295"	"Ankle1"	chr8	+	71859322	71860393	71859322	71859428	71859856	71860393
2241	"ENSMUSG00000031878"	"Nae1"	chr8	-	105254009	105256748	105254009	105254081	105256687	105256748
2252	"ENSMUSG00000026199"	"Ankzf1"	chr1	+	75171484	75172356	75171484	75171587	75172212	75172356
2305	"ENSMUSG00000047446"	"Arl4a"	chr12	-	40056698	40059819	40056698	40056792	40059700	40059819
2311	"ENSMUSG00000086290"	"Snhg12"	chr4	+	132035986	132037526	132035986	132036218	132037461	132037526
2321	"ENSMUSG00000028959"	"Fastk"	chr5	-	24648892	24649393	24648892	24649303	24649372	24649393
2328	"ENSMUSG00000027298"	"Tyro3"	chr2	+	119642540	119643780	119642540	119642662	119643643	119643780
2356	"ENSMUSG00000085385"	"Snhg17"	chr2	-	158199117	158202519	158199117	158199183	158202378	158202519
2359	"ENSMUSG00000085385"	"Snhg17"	chr2	-	158199117	158202519	158199117	158199183	158202383	158202519
2362	"ENSMUSG00000085385"	"Snhg17"	chr2	-	158201101	158202519	158201101	158201251	158202393	158202519
2381	"ENSMUSG00000027944"	"Hax1"	chr3	-	89904693	89905310	89904693	89904872	89905108	89905310
2382	"ENSMUSG00000027944"	"Hax1"	chr3	-	89904693	89905310	89904693	89904881	89905108	89905310
2383	"ENSMUSG00000026754"	"Golga1"	chr2	-	38937034	38937778	38937034	38937146	38937597	38937778
2395	"ENSMUSG00000036023"	"Parp2"	chr14	+	51052326	51053756	51052326	51052423	51053653	51053756
2440	"ENSMUSG00000006299"	"Aamp"	chr1	-	74320894	74321709	74320894	74320978	74321569	74321709
2443	"ENSMUSG00000003352"	"Cacnb3"	chr15	+	98539280	98539971	98539280	98539339	98539819	98539971
2468	"ENSMUSG00000006301"	"Tmbim1"	chr1	-	74330853	74332047	74330853	74330893	74331993	74332047
2479	"ENSMUSG00000030815"	"Phkg2"	chr7	+	127176706	127177201	127176706	127176860	127177146	127177201
2486	"ENSMUSG00000049123"	"Catsperg2"	chr7	-	29404229	29405070	29404229	29404310	29405007	29405070
2583	"ENSMUSG00000026349"	"Ccnt2"	chr1	+	127719341	127723537	127719341	127719470	127722991	127723537
2628	"ENSMUSG00000037552"	"Plekhg2"	chr7	-	28069662	28070467	28069662	28069919	28070302	28070467
2645	"ENSMUSG00000037376"	"Trmt6"	chr2	-	132646126	132648919	132646126	132647532	132648816	132648919
2666	"ENSMUSG00000038900"	"Rpl12"	chr2	+	32852996	32853865	32852996	32853078	32853752	32853865
2681	"ENSMUSG00000035215"	"Lsm7"	chr10	-	80690451	80691027	80690451	80690545	80690847	80691027
2686	"ENSMUSG00000068329"	"Htra2"	chr6	-	83029678	83030051	83029678	83029707	83029981	83030051
2687	"ENSMUSG00000068329"	"Htra2"	chr6	-	83029678	83030051	83029678	83029784	83029981	83030051
2747	"ENSMUSG00000026520"	"Pycr2"	chr1	+	180732308	180733949	180732308	180732379	180733727	180733949
2758	"ENSMUSG00000016346"	"Kcnq2"	chr2	-	180754855	180756522	180754855	180755031	180756431	180756522
2806	"ENSMUSG00000021392"	"Nol8"	chr13	+	49828861	49830310	49828861	49828988	49830230	49830310
2824	"ENSMUSG00000018507"	"Trpv2"	chr11	+	62480476	62481831	62480476	62480650	62481732	62481831
2826	"ENSMUSG00000031171"	"Ftsj1"	chrX	-	8112574	8113019	8112574	8112658	8112965	8113019
2851	"ENSMUSG00000032604"	"Qars"	chr9	+	108385581	108386423	108385581	108385729	108386347	108386423
2873	"ENSMUSG00000028041"	"Adam15"	chr3	-	89251424	89252161	89251424	89251517	89252012	89252161
2883	"ENSMUSG00000040260"	"Daam2"	chr17	-	49780313	49783583	49780313	49780420	49783475	49783583
2898	"ENSMUSG00000039048"	"Foxred1"	chr9	-	35120333	35121461	35120333	35120452	35121240	35121461
2918	"ENSMUSG00000027291"	"Vps39"	chr2	-	120153513	120154770	120153513	120153642	120154671	120154770
2925	"ENSMUSG00000027238"	"Frmd5"	chr2	-	121376009	121378504	121376009	121378129	121378452	121378504
2951	"ENSMUSG00000020898"	"Ctc1"	chr11	+	68911855	68913440	68911855	68911941	68913218	68913440
2966	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89069564	89070250	89069564	89069667	89070196	89070250
2971	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89070565	89071446	89070565	89070630	89071158	89071446
2972	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89070565	89071446	89070565	89070630	89071350	89071446
3015	"ENSMUSG00000061689"	"Dlgap4"	chr2	+	156589942	156590340	156589942	156590022	156590251	156590340
3024	"ENSMUSG00000023367"	"Tmem176a"	chr6	+	48819137	48820775	48819137	48819335	48820718	48820775
3032	"ENSMUSG00000062753"	"Smim29"	chr17	-	27782742	27783384	27782742	27782990	27783358	27783384
3040	"ENSMUSG00000022996"	"Wnt10b"	chr15	-	98672004	98672378	98672004	98672065	98672292	98672378
3047	"ENSMUSG00000001034"	"Mapk7"	chr11	-	61383729	61385092	61383729	61384011	61384331	61385092
3052	"ENSMUSG00000001034"	"Mapk7"	chr11	-	61383729	61385092	61383729	61384011	61384472	61385092
3061	"ENSMUSG00000029071"	"Dvl1"	chr4	+	155939022	155939637	155939022	155939116	155939560	155939637
3062	"ENSMUSG00000029071"	"Dvl1"	chr4	+	155939022	155939637	155939022	155939257	155939560	155939637
3084	"ENSMUSG00000056941"	"Commd7"	chr2	-	153460753	153463739	153460753	153461432	153463689	153463739
3085	"ENSMUSG00000049676"	"Catsperg1"	chr7	-	28884103	28884515	28884103	28884193	28884388	28884515
3090	"ENSMUSG00000049676"	"Catsperg1"	chr7	-	28889371	28890214	28889371	28889452	28890151	28890214
3091	"ENSMUSG00000049676"	"Catsperg1"	chr7	-	28889637	28890214	28889637	28889756	28890151	28890214
3098	"ENSMUSG00000009566"	"Fpgs"	chr2	-	32577424	32577849	32577424	32577527	32577771	32577849
3107	"ENSMUSG00000036570"	"Fxyd1"	chr7	-	30751104	30751602	30751104	30751240	30751552	30751602
3128	"ENSMUSG00000038990"	"Cables2"	chr2	-	179902869	179904948	179902869	179902973	179904870	179904948
3198	"ENSMUSG00000084845"	"Tmem240"	chr4	+	155819854	155825021	155819854	155819961	155824302	155825021
3215	"ENSMUSG00000053819"	"Camk2d"	chr3	+	126564433	126565495	126564433	126564506	126565422	126565495
3228	"ENSMUSG00000108414"	"Snhg1"	chr19	+	8701504	8702085	8701504	8701553	8702035	8702085
3232	"ENSMUSG00000108414"	"Snhg1"	chr19	+	8701766	8702887	8701766	8701847	8702848	8702887
3233	"ENSMUSG00000108414"	"Snhg1"	chr19	+	8701766	8702887	8701766	8702085	8702848	8702887
3234	"ENSMUSG00000108414"	"Snhg1"	chr19	+	8702377	8702887	8702377	8702410	8702848	8702887
3236	"ENSMUSG00000108414"	"Snhg1"	chr19	+	8701504	8703466	8701504	8701553	8702848	8703466
3238	"ENSMUSG00000108414"	"Snhg1"	chr19	+	8702848	8703466	8702848	8702887	8703430	8703466
3243	"ENSMUSG00000014782"	"Plekhg4"	chr8	+	106104170	106105114	106104170	106104309	106104931	106105114
3256	"ENSMUSG00000049482"	"Ctu2"	chr8	+	123203253	123203975	123203253	123203328	123203915	123203975
3266	"ENSMUSG00000006471"	"Ndor1"	chr2	-	25137971	25138497	25137971	25138066	25138347	25138497
3270	"ENSMUSG00000031711"	"Zfp330"	chr8	-	83491483	83493402	83491483	83491601	83493297	83493402
3280	"ENSMUSG00000001416"	"Cct3"	chr3	+	88206648	88208298	88206648	88206710	88208235	88208298
3295	"ENSMUSG00000027936"	"Crtc2"	chr3	+	90165771	90166799	90165771	90165833	90166692	90166799
3298	"ENSMUSG00000019470"	"Xab2"	chr8	-	3663158	3663950	3663158	3663290	3663798	3663950
3310	"ENSMUSG00000091625"	"Lsm5"	chr6	-	56679990	56680394	56679990	56680018	56680302	56680394
3360	"ENSMUSG00000056167"	"Cnot10"	chr9	-	114426546	114427903	114426546	114426674	114427772	114427903
3364	"ENSMUSG00000005917"	"Otx1"	chr11	-	21948369	21951189	21948369	21948521	21951121	21951189
3375	"ENSMUSG00000030057"	"Cnbp"	chr6	-	87822103	87822775	87822103	87822302	87822637	87822775
3379	"ENSMUSG00000037266"	"Rsrp1"	chr4	+	134652603	134654129	134652603	134652743	134653336	134654129
3396	"ENSMUSG00000022199"	"Slc22a17"	chr14	-	55144975	55145823	55144975	55145087	55145717	55145823
3483	"ENSMUSG00000032409"	"Atr"	chr9	+	95747020	95749738	95747020	95747898	95749546	95749738
3536	"ENSMUSG00000027932"	"Slc27a3"	chr3	-	90294054	90294756	90294054	90294253	90294561	90294756
3596	"ENSMUSG00000025410"	"Dctn2"	chr10	+	127113563	127114091	127113563	127113641	127113988	127114091
3603	"ENSMUSG00000003549"	"Ercc1"	chr7	+	19089025	19089286	19089025	19089104	19089217	19089286
3614	"ENSMUSG00000022211"	"Carmil3"	chr14	+	55738915	55739890	55738915	55739050	55739681	55739890
3647	"ENSMUSG00000057836"	"Xlr3a"	chrX	-	72134464	72136910	72134464	72134564	72136875	72136910
3668	"ENSMUSG00000078765"	"U2af1l4"	chr7	+	30263627	30264032	30263627	30263819	30263898	30264032
3718	"ENSMUSG00000030590"	"Fam98c"	chr7	-	28854576	28855455	28854576	28854782	28855309	28855455
3762	"ENSMUSG00000038930"	"Rccd1"	chr7	-	79969839	79970929	79969839	79969961	79970609	79970929
3770	"ENSMUSG00000003360"	"Ddx23"	chr15	-	98549798	98550862	98549798	98549937	98550768	98550862
3778	"ENSMUSG00000005575"	"Ube2m"	chr7	-	12769164	12770242	12769164	12769681	12770138	12770242
3804	"ENSMUSG00000023707"	"Ogfod2"	chr5	+	124250851	124251591	124250851	124250908	124251491	124251591
3807	"ENSMUSG00000070424"	"Art5"	chr7	-	101746987	101747717	101746987	101747141	101747422	101747717
3833	"ENSMUSG00000022558"	"Mroh1"	chr15	+	76311711	76312585	76311711	76311856	76312443	76312585
3859	"ENSMUSG00000036948"	"Trappc14"	chr5	-	138260431	138261006	138260431	138260579	138260919	138261006
3878	"ENSMUSG00000030741"	"Spns1"	chr7	-	125972941	125974375	125972941	125973008	125974238	125974375
3920	"ENSMUSG00000046711"	"Hmga1"	chr17	+	27775641	27776040	27775641	27775723	27775925	27776040
3923	"ENSMUSG00000121503"	"H2-K2"	chr17	-	34196844	34197497	34196844	34197020	34197096	34197497
3940	"ENSMUSG00000004933"	"Matk"	chr10	+	81097464	81097990	81097464	81097549	81097794	81097990
3943	"ENSMUSG00000025487"	"Psmd13"	chr7	+	140466300	140466758	140466300	140466335	140466714	140466758
3962	"ENSMUSG00000008206"	"Cers4"	chr8	+	4569462	4570682	4569462	4569513	4570553	4570682
3968	"ENSMUSG00000018076"	"Med13l"	chr5	+	118897166	118901981	118897166	118897328	118900765	118901981
4016	"ENSMUSG00000027297"	"Ltk"	chr2	-	119582546	119583079	119582546	119582637	119582977	119583079
4032	"ENSMUSG00000040272"	"Accs"	chr2	-	93669492	93671731	93669492	93669582	93671653	93671731
4033	"ENSMUSG00000031578"	"Mak16"	chr8	-	31656401	31656787	31656401	31656466	31656737	31656787
4044	"ENSMUSG00000030890"	"Ilk"	chr7	+	105389719	105390250	105389719	105389815	105390166	105390250
4046	"ENSMUSG00000030890"	"Ilk"	chr7	+	105390354	105390914	105390354	105390440	105390786	105390914
4070	"ENSMUSG00000031862"	"Atp13a1"	chr8	+	70250356	70251371	70250356	70250486	70251036	70251371
4077	"ENSMUSG00000002342"	"Tmem161a"	chr8	+	70633355	70633699	70633355	70633518	70633585	70633699
4091	"ENSMUSG00000019261"	"Map1s"	chr8	+	71363588	71365297	71363588	71363693	71365156	71365297
4095	"ENSMUSG00000031708"	"Tecr"	chr8	-	84299469	84299952	84299469	84299575	84299848	84299952
4101	"ENSMUSG00000041064"	"Pif1"	chr9	+	65496286	65496886	65496286	65496419	65496732	65496886
4118	"ENSMUSG00000028582"	"Cc2d1b"	chr4	+	108483177	108483787	108483177	108483350	108483676	108483787
4120	"ENSMUSG00000005150"	"Wdr83"	chr8	-	85802652	85802913	85802652	85802736	85802845	85802913
4123	"ENSMUSG00000005150"	"Wdr83"	chr8	-	85806209	85806854	85806209	85806320	85806682	85806854
4126	"ENSMUSG00000005150"	"Wdr83"	chr8	-	85806209	85806854	85806209	85806336	85806689	85806854
4127	"ENSMUSG00000005150"	"Wdr83"	chr8	-	85806417	85806854	85806417	85806466	85806689	85806854
4128	"ENSMUSG00000005150"	"Wdr83"	chr8	-	85806209	85806854	85806209	85806320	85806748	85806854
4129	"ENSMUSG00000005150"	"Wdr83"	chr8	-	85806209	85806854	85806209	85806336	85806748	85806854
4132	"ENSMUSG00000037321"	"Tap1"	chr17	+	34408151	34409742	34408151	34408266	34409536	34409742
4148	"ENSMUSG00000027582"	"Zgpat"	chr2	+	181021566	181024107	181021566	181021972	181023986	181024107
4235	"ENSMUSG00000017007"	"Rbpjl"	chr2	+	164249904	164252317	164249904	164250020	164252179	164252317
4288	"ENSMUSG00000030330"	"Ing4"	chr6	+	125024444	125025200	125024444	125024550	125025138	125025200
4350	"ENSMUSG00000068206"	"Pick1"	chr15	+	79129489	79130700	79129489	79129552	79130607	79130700
4355	"ENSMUSG00000039637"	"Coro7"	chr16	-	4452162	4452771	4452162	4452294	4452625	4452771
4391	"ENSMUSG00000021235"	"Coq6"	chr12	+	84417029	84418332	84417029	84417805	84418224	84418332
4393	"ENSMUSG00000062270"	"Morf4l1"	chr9	-	89979424	89982576	89979424	89979513	89982495	89982576
4395	"ENSMUSG00000026269"	"Rnpepl1"	chr1	+	92844432	92845468	92844432	92844668	92845355	92845468
4439	"ENSMUSG00000019039"	"Dalrd3"	chr9	+	108448243	108448873	108448243	108448372	108448811	108448873
4440	"ENSMUSG00000019039"	"Dalrd3"	chr9	+	108448980	108449496	108448980	108449063	108449385	108449496
4444	"ENSMUSG00000025650"	"Col7a1"	chr9	+	108804790	108805149	108804790	108804826	108805104	108805149
