ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
24	"ENSMUSG00000099416"	"Gm28540"	chrY	+	77656984	77657168	77656069	77656255	77657694	77658183
25	"ENSMUSG00000101960"	"Gm29311"	chrY	+	77270102	77270286	77268514	77269373	77270812	77271301
26	"ENSMUSG00000100544"	"Gm28606"	chrY	+	75666534	75666718	75665619	75665805	75667245	75667734
27	"ENSMUSG00000100537"	"Gm28485"	chrY	+	71643272	71643456	71642357	71642543	71643982	71644471
28	"ENSMUSG00000099704"	"Gm28842"	chrY	+	70904007	70904191	70903091	70903277	70904717	70905206
29	"ENSMUSG00000101627"	"Gm28432"	chrY	+	70608766	70608950	70607851	70608037	70609476	70609965
30	"ENSMUSG00000101440"	"Gm29425"	chrY	+	70393070	70393254	70392156	70392342	70393781	70394270
31	"ENSMUSG00000099555"	"Gm28081"	chrY	+	69815151	69815335	69814236	69814422	69815861	69816350
32	"ENSMUSG00000102005"	"Gm29409"	chrY	-	69213217	69213401	69212202	69212691	69214130	69214358
33	"ENSMUSG00000101861"	"Gm29450"	chrY	-	68366132	68366316	68365117	68365606	68367045	68367231
34	"ENSMUSG00000099501"	"Gm29662"	chrY	-	68143906	68144090	68142891	68143380	68144819	68145005
35	"ENSMUSG00000101794"	"Gm29217"	chrY	-	67691055	67691239	67690040	67690529	67691968	67692154
36	"ENSMUSG00000101313"	"Gm29219"	chrY	-	67481894	67482078	67480879	67481368	67482807	67482993
37	"ENSMUSG00000121330"	"ENSMUSG00000121330"	chrY	-	66779483	66779667	66773670	66773804	66783075	66783154
38	"ENSMUSG00000121330"	"ENSMUSG00000121330"	chrY	-	66779483	66779667	66778898	66778968	66783075	66783154
39	"ENSMUSG00000121330"	"ENSMUSG00000121330"	chrY	-	66780362	66780580	66779483	66779667	66783075	66783111
40	"ENSMUSG00000121330"	"ENSMUSG00000121330"	chrY	-	66781064	66781194	66780362	66780580	66783075	66783129
41	"ENSMUSG00000121330"	"ENSMUSG00000121330"	chrY	-	66781504	66781741	66779483	66779667	66783075	66783155
42	"ENSMUSG00000101278"	"Gm29381"	chrY	+	66568354	66568538	66567439	66567625	66569064	66569553
43	"ENSMUSG00000121329"	"ENSMUSG00000121329"	chrY	+	66386626	66386863	66385250	66385302	66388701	66388885
44	"ENSMUSG00000121329"	"ENSMUSG00000121329"	chrY	+	66387173	66387304	66385166	66385302	66389400	66389470
45	"ENSMUSG00000121329"	"ENSMUSG00000121329"	chrY	+	66387788	66388006	66387173	66387304	66388701	66388885
46	"ENSMUSG00000121329"	"ENSMUSG00000121329"	chrY	+	66387963	66388006	66387206	66387304	66388701	66388789
47	"ENSMUSG00000121329"	"ENSMUSG00000121329"	chrY	+	66388701	66388885	66385254	66385302	66389400	66389445
48	"ENSMUSG00000121329"	"ENSMUSG00000121329"	chrY	+	66388701	66388885	66387206	66387304	66389400	66389445
49	"ENSMUSG00000101256"	"Gm28133"	chrY	+	66136562	66136746	66135647	66135833	66137273	66137765
50	"ENSMUSG00000101125"	"Gm29625"	chrY	+	63912455	63912639	63911540	63911726	63913165	63913654
51	"ENSMUSG00000101614"	"Gm29547"	chrY	+	62658864	62659048	62657948	62658134	62659574	62660063
52	"ENSMUSG00000101285"	"Gm28600"	chrY	+	62139317	62139501	62138407	62138589	62140028	62140517
53	"ENSMUSG00000099355"	"Gm29342"	chrY	+	61819023	61819207	61818108	61818294	61819733	61820223
54	"ENSMUSG00000100012"	"Gm29207"	chrY	+	61206638	61206819	61205727	61205910	61207346	61207836
55	"ENSMUSG00000100609"	"Gm28687"	chrY	-	60631865	60632050	60630852	60631340	60632778	60632960
56	"ENSMUSG00000101910"	"Gm28691"	chrY	+	60345677	60345858	60344765	60344948	60346385	60346875
57	"ENSMUSG00000101891"	"Gm29132"	chrY	-	59780761	59780946	59780164	59780233	59781674	59781856
58	"ENSMUSG00000101300"	"Gm29130"	chrY	-	59719046	59719231	59718449	59718518	59719958	59720136
59	"ENSMUSG00000100425"	"Gm29131"	chrY	+	59528251	59528435	59527338	59527524	59528963	59529453
60	"ENSMUSG00000101531"	"Gm29672"	chrY	+	59499363	59499544	59498454	59498633	59500071	59500563
61	"ENSMUSG00000099551"	"Gm28072"	chrY	-	59094231	59094416	59093635	59093704	59095144	59095326
62	"ENSMUSG00000101424"	"Gm28073"	chrY	-	58965405	58965590	58964808	58964877	58966318	58966500
63	"ENSMUSG00000101244"	"Gm29368"	chrY	-	58727084	58727265	58726067	58726557	58727994	58728173
64	"ENSMUSG00000100083"	"Gm29467"	chrY	-	58089545	58089730	58088527	58089018	58090457	58090639
65	"ENSMUSG00000101245"	"Gm28965"	chrY	+	57358053	57358237	57357138	57357324	57358763	57359255
66	"ENSMUSG00000101782"	"Gm28964"	chrY	+	57135613	57135797	57134698	57134884	57136324	57136816
67	"ENSMUSG00000099456"	"Gm28293"	chrY	+	54330191	54330375	54329276	54329462	54330901	54330970
68	"ENSMUSG00000100227"	"Gm28291"	chrY	+	54289132	54289316	54288217	54288403	54289843	54289912
69	"ENSMUSG00000099654"	"Gm28236"	chrY	+	53232629	53232812	53231714	53231900	53233339	53233408
70	"ENSMUSG00000099494"	"Gm28197"	chrY	+	52495624	52495808	52494709	52494895	52496334	52496403
71	"ENSMUSG00000100232"	"Gm28947"	chrY	+	51788624	51788808	51787709	51787895	51789335	51789404
72	"ENSMUSG00000100787"	"Gm28316"	chrY	+	51494051	51494235	51493136	51493322	51494761	51494826
73	"ENSMUSG00000099916"	"Gm28318"	chrY	+	51279213	51279397	51278298	51278484	51279923	51279992
74	"ENSMUSG00000100388"	"Gm29116"	chrY	+	50768662	50768846	50767747	50767933	50769372	50769862
75	"ENSMUSG00000100118"	"Gm29117"	chrY	+	50543134	50543318	50542219	50542405	50543845	50544334
76	"ENSMUSG00000100914"	"Gm28679"	chrY	+	50027180	50027364	50026264	50026450	50027890	50028379
77	"ENSMUSG00000100765"	"Gm28684"	chrY	+	49731058	49731242	49730143	49730329	49731768	49732257
78	"ENSMUSG00000100938"	"Gm28726"	chrY	+	49024902	49025086	49023987	49024173	49025612	49026102
79	"ENSMUSG00000099674"	"Gm29166"	chrY	+	48191842	48192027	48190933	48191115	48192554	48192623
80	"ENSMUSG00000102054"	"Gm29373"	chrY	-	47837553	47837738	47836540	47837028	47838466	47838648
81	"ENSMUSG00000101109"	"Gm28697"	chrY	+	47320753	47320938	47319843	47320025	47321466	47321535
82	"ENSMUSG00000100499"	"Gm28460"	chrY	+	45768607	45768792	45767697	45767879	45769320	45769385
83	"ENSMUSG00000100011"	"Gm28458"	chrY	+	45406338	45406522	45405426	45405612	45407049	45407537
84	"ENSMUSG00000101802"	"Gm29445"	chrY	+	45001380	45001564	45000468	45000654	45002091	45002579
85	"ENSMUSG00000101649"	"Gm29444"	chrY	+	44778039	44778223	44777129	44777315	44778750	44779241
86	"ENSMUSG00000102031"	"Gm29426"	chrY	-	44341853	44342038	44341257	44341325	44342766	44342948
87	"ENSMUSG00000099638"	"Gm28279"	chrY	-	44124485	44124666	44123468	44123958	44125395	44125578
88	"ENSMUSG00000100693"	"Gm28278"	chrY	-	44110967	44111151	44109951	44110441	44111878	44112064
89	"ENSMUSG00000099977"	"Gm29286"	chrY	+	43759942	43760127	43759032	43759214	43760655	43760724
90	"ENSMUSG00000100051"	"Gm28568"	chrY	-	43407494	43407678	43406478	43406967	43408404	43408590
91	"ENSMUSG00000101207"	"Gm28310"	chrY	-	43032760	43032941	43031743	43032233	43033670	43033853
92	"ENSMUSG00000099408"	"Gm28311"	chrY	-	43003871	43004055	43002854	43003343	43004782	43004968
93	"ENSMUSG00000099780"	"Gm29537"	chrY	+	42098931	42099115	42098021	42098207	42099642	42100131
94	"ENSMUSG00000101536"	"Gm28834"	chrY	-	41722775	41722960	41722178	41722247	41723687	41723869
95	"ENSMUSG00000099897"	"Gm28426"	chrY	+	41374363	41374546	41373452	41373634	41375073	41375141
96	"ENSMUSG00000121333"	"ENSMUSG00000121333"	chrY	-	67378625	67378809	67378042	67378110	67380206	67380304
97	"ENSMUSG00000121333"	"ENSMUSG00000121333"	chrY	-	67379504	67379722	67378625	67378809	67380206	67380337
98	"ENSMUSG00000121333"	"ENSMUSG00000121333"	chrY	-	67380206	67380337	67378065	67378110	67382216	67382295
99	"ENSMUSG00000121333"	"ENSMUSG00000121333"	chrY	-	67380647	67380884	67378625	67378809	67382216	67382296
100	"ENSMUSG00000100900"	"Gm28850"	chrY	-	40387859	40388044	40387262	40387331	40388772	40388954
101	"ENSMUSG00000099786"	"Gm29215"	chrY	-	40323658	40323843	40323061	40323130	40324572	40324754
102	"ENSMUSG00000101040"	"Gm29498"	chrY	+	39368663	39368848	39367753	39367935	39369376	39369445
103	"ENSMUSG00000101771"	"Gm28176"	chrY	-	38828576	38828761	38827979	38828048	38829488	38829670
104	"ENSMUSG00000101050"	"Gm28774"	chrY	-	38517422	38517606	38516407	38516896	38518335	38518521
105	"ENSMUSG00000100952"	"Gm28545"	chrY	-	38023401	38023585	38022386	38022875	38024314	38024500
106	"ENSMUSG00000101879"	"Gm28820"	chrY	-	37503687	37503871	37502672	37503161	37504600	37504786
107	"ENSMUSG00000100647"	"Gm29027"	chrY	-	36750470	36750654	36749454	36749943	36751383	36751565
108	"ENSMUSG00000099963"	"Gm28463"	chrY	-	35718145	35718329	35717130	35717619	35719057	35719239
109	"ENSMUSG00000101626"	"Gm29386"	chrY	-	35147106	35147290	35146090	35146579	35148019	35148201
110	"ENSMUSG00000099737"	"Gm29655"	chrY	+	34166296	34166481	34165387	34165569	34167009	34167078
111	"ENSMUSG00000101407"	"Gm29532"	chrY	+	34043308	34043493	34042398	34042580	34044021	34044090
112	"ENSMUSG00000101728"	"Gm28765"	chrY	-	32772961	32773146	32772365	32772434	32773874	32774056
113	"ENSMUSG00000099426"	"Gm28761"	chrY	-	32710527	32710712	32709930	32709999	32711440	32711622
114	"ENSMUSG00000101779"	"Gm28170"	chrY	+	32261972	32262157	32261063	32261245	32262685	32262754
115	"ENSMUSG00000100739"	"Gm28296"	chrY	+	32138560	32138745	32137651	32137833	32139273	32139342
116	"ENSMUSG00000101423"	"Gm28298"	chrY	-	31733479	31733664	31732882	31732951	31734392	31734574
117	"ENSMUSG00000100399"	"Gm28491"	chrY	-	31494699	31494880	31493682	31494172	31495609	31495788
118	"ENSMUSG00000099855"	"Gm28486"	chrY	+	31247306	31247490	31246398	31246580	31248018	31248087
119	"ENSMUSG00000100311"	"Gm29581"	chrY	-	30837243	30837428	30836646	30836715	30838156	30838338
120	"ENSMUSG00000101775"	"Gm28088"	chrY	-	30598448	30598629	30597431	30597921	30599358	30599537
121	"ENSMUSG00000100415"	"Gm28089"	chrY	-	30569515	30569699	30568497	30568987	30570426	30570608
122	"ENSMUSG00000101642"	"Gm29315"	chrY	+	30112165	30112350	30111255	30111437	30112874	30112943
123	"ENSMUSG00000121343"	"Gm21679"	chrY	-	29611661	29611779	29610808	29610908	29616943	29616974
124	"ENSMUSG00000121343"	"Gm21679"	chrY	-	29611661	29611779	29610808	29610908	29626600	29626635
125	"ENSMUSG00000121343"	"Gm21679"	chrY	-	29619514	29619581	29618918	29618953	29626600	29626635
126	"ENSMUSG00000121343"	"Gm21679"	chrY	-	29625491	29625602	29619514	29619581	29626600	29626635
127	"ENSMUSG00000121343"	"Gm21679"	chrY	-	29627183	29627250	29626600	29626635	29638606	29638738
128	"ENSMUSG00000121343"	"Gm21679"	chrY	-	29627183	29627250	29626600	29626635	29639922	29639954
129	"ENSMUSG00000121343"	"Gm21679"	chrY	-	29628980	29629048	29627183	29627250	29639922	29639954
130	"ENSMUSG00000121343"	"Gm21679"	chrY	-	29628980	29629048	29627183	29627250	29640100	29640159
131	"ENSMUSG00000121343"	"Gm21679"	chrY	-	29638606	29638738	29626600	29626635	29639922	29639954
132	"ENSMUSG00000121343"	"Gm21679"	chrY	-	29638606	29638738	29627183	29627250	29639922	29639954
133	"ENSMUSG00000121343"	"Gm21679"	chrY	-	29638606	29638741	29626600	29626635	29639922	29639954
134	"ENSMUSG00000121343"	"Gm21679"	chrY	-	29638969	29639084	29638606	29638741	29639922	29639954
135	"ENSMUSG00000099380"	"Gm28130"	chrY	-	29515022	29515206	29514004	29514494	29515933	29516115
136	"ENSMUSG00000101560"	"Gm28127"	chrY	+	29176619	29176804	29175709	29175891	29177332	29177401
137	"ENSMUSG00000099650"	"Gm28129"	chrY	+	29113638	29113823	29112728	29112910	29114351	29114420
138	"ENSMUSG00000100859"	"Gm28725"	chrY	-	28802305	28802490	28801708	28801777	28803217	28803399
139	"ENSMUSG00000101192"	"Gm29122"	chrY	-	28581074	28581258	28580059	28580548	28581987	28582169
140	"ENSMUSG00000101920"	"Gm28454"	chrY	-	27537110	27537294	27536094	27536583	27538023	27538205
141	"ENSMUSG00000101198"	"Gm29021"	chrY	-	27311903	27312087	27310888	27311377	27312816	27312998
142	"ENSMUSG00000102576"	"Gm37875"	chrY	-	25546777	25546961	25545762	25546251	25547690	25547872
143	"ENSMUSG00000103660"	"Gm30705"	chrY	-	25256107	25256291	25255091	25255580	25257020	25257202
144	"ENSMUSG00000103615"	"Gm30045"	chrY	-	24742978	24743162	24741962	24742451	24743891	24744073
145	"ENSMUSG00000104500"	"Gm36345"	chrY	-	24229867	24230051	24228852	24229341	24230780	24230962
146	"ENSMUSG00000103589"	"Gm37840"	chrY	-	23713994	23714177	23712978	23713467	23714906	23715088
147	"ENSMUSG00000104289"	"Gm37454"	chrY	-	23495553	23495737	23494538	23495027	23496469	23496651
148	"ENSMUSG00000103812"	"Gm33954"	chrY	-	22916615	22916799	22915599	22916088	22917528	22917710
149	"ENSMUSG00000103954"	"Gm37721"	chrY	-	22692936	22693120	22691921	22692410	22693849	22694031
150	"ENSMUSG00000104131"	"Gm36950"	chrY	-	21053497	21053681	21052481	21052970	21054410	21054592
151	"ENSMUSG00000103829"	"Gm38174"	chrY	+	20793380	20793561	20792468	20792651	20794088	20794154
152	"ENSMUSG00000102195"	"Gm38168"	chrY	+	19956052	19956233	19955140	19955323	19956759	19956825
153	"ENSMUSG00000103190"	"Gm34716"	chrY	+	18996344	18996529	18995434	18995616	18997057	18997125
154	"ENSMUSG00000102586"	"Gm38003"	chrY	-	17226467	17226651	17225446	17225940	17227367	17227549
155	"ENSMUSG00000103943"	"Gm37344"	chrY	+	15272087	15272271	15271174	15271360	15272798	15272867
156	"ENSMUSG00000102835"	"Gm37572"	chrY	+	15243495	15243676	15242583	15242766	15244202	15244268
157	"ENSMUSG00000103431"	"Gm30686"	chrY	+	14349133	14349318	14348223	14348405	14349846	14349915
158	"ENSMUSG00000102787"	"Gm30174"	chrY	+	14222400	14222585	14221491	14221673	14223114	14223183
159	"ENSMUSG00000103872"	"Gm38363"	chrY	+	14072979	14073164	14072069	14072251	14073691	14073759
160	"ENSMUSG00000104409"	"Gm37467"	chrY	+	13982615	13982799	13981702	13981888	13983325	13983394
161	"ENSMUSG00000102346"	"Gm37378"	chrY	-	13452881	13453065	13452287	13452355	13453795	13453977
162	"ENSMUSG00000102177"	"Gm37870"	chrY	-	13424468	13424652	13423452	13423942	13425379	13425561
163	"ENSMUSG00000104345"	"Gm37690"	chrY	-	21888053	21888237	21887038	21887527	21888965	21889146
164	"ENSMUSG00000095948"	"Gm21708"	chrY	-	3407565	3407716	3406958	3407071	3410095	3410148
165	"ENSMUSG00000069049"	"Eif2s3y"	chrY	+	1013378	1013473	1012047	1012169	1014633	1014792
166	"ENSMUSG00000055357"	"Capza1b"	chrX	-	168561089	168561180	168559373	168560394	168562513	168562553
167	"ENSMUSG00000035299"	"Mid1"	chrX	+	168758922	168758989	168758254	168758302	168759917	168760025
168	"ENSMUSG00000035299"	"Mid1"	chrX	+	168765472	168765537	168764880	168765029	168766951	168766971
169	"ENSMUSG00000031358"	"Msl3"	chrX	-	167449938	167450097	167447038	167447301	167451626	167451787
170	"ENSMUSG00000031358"	"Msl3"	chrX	-	167452485	167452611	167451626	167451787	167453215	167453307
171	"ENSMUSG00000031358"	"Msl3"	chrX	-	167453215	167453307	167452485	167452611	167454138	167454239
172	"ENSMUSG00000031358"	"Msl3"	chrX	-	167455258	167455341	167454790	167454886	167456723	167456894
173	"ENSMUSG00000049176"	"Frmpd4"	chrX	-	166680537	166680634	166512014	166512131	167230943	167231137
174	"ENSMUSG00000025742"	"Prps2"	chrX	-	166133510	166133670	166129317	166131994	166135131	166135305
175	"ENSMUSG00000025742"	"Prps2"	chrX	-	166146540	166146665	166135131	166135305	166148114	166148213
176	"ENSMUSG00000044583"	"Tlr7"	chrX	-	166091784	166091852	166087924	166091481	166092276	166092357
177	"ENSMUSG00000044583"	"Tlr7"	chrX	-	166091784	166091852	166087924	166091481	166112996	166113095
178	"ENSMUSG00000044583"	"Tlr7"	chrX	-	166092276	166092357	166091351	166091481	166112996	166113095
179	"ENSMUSG00000044583"	"Tlr7"	chrX	-	166092276	166092357	166091784	166091852	166112996	166113095
180	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165136560	165136680	165127687	165128077	165150023	165150170
181	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165136560	165136680	165127687	165128077	165155633	165155820
182	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165150023	165150170	165127687	165128077	165155633	165155820
183	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165150023	165150170	165136560	165136680	165155633	165155820
184	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165168386	165168477	165166930	165166996	165169947	165171984
185	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164959840	164960075	164953449	164953546	164961529	164961638
186	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164959840	164960075	164953449	164953546	164961787	164961826
187	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164961529	164961638	164953490	164953546	164961787	164961826
188	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164961529	164961638	164959840	164960075	164961787	164961826
189	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164963348	164963805	164961418	164961826	164972239	164972338
190	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164963441	164963805	164961787	164961826	164972239	164972816
191	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163205660	163202802	163202836	163210927	163211060
192	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163205699	163202782	163202836	163210927	163211060
193	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163205982	163202782	163202836	163210927	163211060
194	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206359	163202782	163202836	163210927	163211060
195	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206668	163202782	163202836	163210927	163211060
196	"ENSMUSG00000031381"	"Piga"	chrX	+	163210927	163211060	163205579	163205982	163211535	163211668
197	"ENSMUSG00000031380"	"Vegfd"	chrX	+	163174597	163174788	163168799	163169025	163177428	163177577
198	"ENSMUSG00000031379"	"Pir"	chrX	+	163054598	163054727	163052426	163052673	163063124	163063217
199	"ENSMUSG00000031379"	"Pir"	chrX	+	163063124	163063217	163054598	163054727	163078910	163078994
200	"ENSMUSG00000031379"	"Pir"	chrX	+	163078910	163078994	163063124	163063217	163083219	163083426
201	"ENSMUSG00000031379"	"Pir"	chrX	+	163083219	163083426	163063124	163063217	163113010	163113095
202	"ENSMUSG00000031379"	"Pir"	chrX	+	163113010	163113095	163083219	163083426	163141143	163141226
203	"ENSMUSG00000031379"	"Pir"	chrX	+	163125469	163125514	163113010	163113095	163141143	163141226
204	"ENSMUSG00000015401"	"Cltrn"	chrX	+	162891320	162891515	162888971	162889085	162901191	162901855
205	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162722301	162722411	162718438	162719961	162723114	162723170
206	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162723114	162723170	162718438	162719961	162726095	162726309
207	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162739467	162739549	162737369	162737478	162740911	162740991
208	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642294	161642442	161640052	161641004	161642868	161642927
209	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642294	161642442	161640052	161641004	161646055	161646204
210	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642294	161642442	161640052	161641004	161655510	161655650
211	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642868	161642927	161640052	161641004	161646055	161646204
212	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642868	161642927	161640052	161641004	161655510	161655650
213	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642868	161642927	161642294	161642442	161646055	161646204
214	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642868	161642927	161642294	161642442	161655510	161655650
215	"ENSMUSG00000031357"	"Syap1"	chrX	-	161646055	161646204	161640052	161641004	161655510	161655650
216	"ENSMUSG00000031357"	"Syap1"	chrX	-	161646055	161646204	161642294	161642442	161655510	161655650
217	"ENSMUSG00000031357"	"Syap1"	chrX	-	161646055	161646204	161642868	161642927	161655510	161655650
218	"ENSMUSG00000031357"	"Syap1"	chrX	-	161665675	161665742	161661326	161661400	161665963	161666082
219	"ENSMUSG00000031357"	"Syap1"	chrX	-	161665963	161666082	161661326	161661400	161671064	161671443
220	"ENSMUSG00000040855"	"Reps2"	chrX	-	161295674	161295728	161254790	161254852	161297274	161297344
221	"ENSMUSG00000108981"	"Bend2"	chrX	+	160108813	160108870	160107235	160107482	160109457	160109571
222	"ENSMUSG00000031295"	"Phka2"	chrX	+	159285742	159285900	159285161	159285288	159306267	159306426
223	"ENSMUSG00000031295"	"Phka2"	chrX	+	159285748	159285900	159285167	159285288	159306267	159306426
224	"ENSMUSG00000031295"	"Phka2"	chrX	+	159306267	159306426	159285429	159285900	159310725	159310772
225	"ENSMUSG00000031295"	"Phka2"	chrX	+	159311842	159312011	159310725	159310773	159312910	159312993
226	"ENSMUSG00000031295"	"Phka2"	chrX	+	159314103	159314184	159312910	159312993	159315974	159316073
227	"ENSMUSG00000031295"	"Phka2"	chrX	+	159315974	159316073	159313889	159314184	159324364	159324479
228	"ENSMUSG00000031295"	"Phka2"	chrX	+	159326629	159326683	159324364	159324511	159327207	159327330
229	"ENSMUSG00000031295"	"Phka2"	chrX	+	159335708	159335816	159332170	159332266	159337296	159337375
230	"ENSMUSG00000031295"	"Phka2"	chrX	+	159342726	159342871	159341462	159341572	159343095	159343174
231	"ENSMUSG00000031295"	"Phka2"	chrX	+	159365962	159365992	159364156	159364275	159367459	159367513
232	"ENSMUSG00000031295"	"Phka2"	chrX	+	159369774	159369945	159367459	159367513	159371960	159372014
233	"ENSMUSG00000031295"	"Phka2"	chrX	+	159369774	159369950	159367459	159367513	159371960	159372014
234	"ENSMUSG00000031295"	"Phka2"	chrX	+	159371960	159372014	159369774	159369945	159373163	159373364
235	"ENSMUSG00000031295"	"Phka2"	chrX	+	159373161	159373364	159371960	159372014	159373934	159374137
236	"ENSMUSG00000031295"	"Phka2"	chrX	+	159373163	159373364	159371960	159372014	159373934	159374137
237	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158331234	158331311	158315663	158315831	158334746	158334835
238	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158331234	158331311	158315663	158315831	158336239	158336890
239	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158334746	158335370	158315663	158315831	158336239	158336890
240	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158334746	158335370	158331234	158331311	158336239	158336890
241	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158338470	158338646	158336239	158336890	158340438	158340553
242	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158338470	158338646	158336239	158336890	158341330	158341394
243	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158340438	158340553	158336239	158336890	158341330	158341394
244	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158340438	158340553	158338470	158338646	158341330	158341394
245	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158349423	158349538	158342833	158342949	158350914	158351010
246	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158350914	158351010	158342833	158342949	158357940	158358093
247	"ENSMUSG00000041476"	"Smpx"	chrX	+	156485447	156485571	156481905	156482309	156485951	156486008
248	"ENSMUSG00000041476"	"Smpx"	chrX	+	156489929	156489969	156485951	156486008	156497582	156497669
249	"ENSMUSG00000041476"	"Smpx"	chrX	+	156534590	156534625	156503926	156504075	156535167	156535210
250	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156337878	156338074	156335911	156335987	156338592	156338687
251	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156341880	156342061	156338592	156338687	156344378	156344497
252	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156344378	156344497	156338592	156338687	156351136	156351812
253	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156344378	156344497	156338592	156338687	156355854	156355982
254	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156351136	156351812	156338592	156338687	156355854	156355982
