ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
21	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996933	153997028	153997130	153996127	153996663	153998596	153998680
22	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150963992	150964088	150986927	150987329	150961959	150962086	150991765	150992661
23	"ENSMUSG00000041133"	"Smc1a"	chrX	+	150824322	150824464	150829655	150829801	150820586	150820693	150829890	150830044
24	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589715	150589856	150618219	150618288	150586322	150586565	150623051	150623150
25	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150635470	150635548	150636394	150636442	150633712	150633775	150636519	150636588
26	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150636394	150636442	150636519	150636588	150635470	150635548	150637137	150637237
27	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150661713	150661905	150664073	150664196	150659808	150659903	150665487	150665725
28	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150664073	150664196	150665487	150665725	150663495	150663712	150666074	150666305
29	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150704041	150704157	150704257	150704414	150702571	150703181	150705327	150705460
30	"ENSMUSG00000025262"	"Fam120c"	chrX	+	150182670	150182799	150211912	150212012	150164906	150164989	150212832	150212909
31	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149873591	149873777	149874671	149874763	149870090	149873410	149879160	149879251
32	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149873600	149873777	149874671	149874763	149870089	149873410	149879160	149879251
33	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149873600	149873777	149874671	149874763	149872476	149873410	149879424	149879539
34	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149874671	149874763	149879160	149879251	149873600	149873777	149879424	149879539
35	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141115187	141115379	141116665	141116740	141111843	141111958	141121879	141122052
36	"ENSMUSG00000031433"	"Rbm41"	chrX	-	138855655	138855803	138868944	138869348	138790259	138791325	138894046	138894251
37	"ENSMUSG00000087368"	"BC065397"	chrX	+	135661166	135661324	135662739	135662837	135660604	135660667	135689269	135689366
38	"ENSMUSG00000031422"	"Morf4l2"	chrX	-	135636294	135636371	135640553	135640643	135633701	135635250	135641958	135642101
39	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134644190	134644271	134644311	134644363	134643481	134643727	134645247	134645324
40	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134698301	134698378	134698536	134698613	134652693	134652766	134698771	134698843
41	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134698301	134698378	134698536	134698613	134697697	134697786	134698771	134698843
42	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134698536	134698613	134698771	134698843	134698301	134698378	134699139	134699222
43	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132961693	132961863	132962442	132962579	132960082	132960171	132963116	132963236
44	"ENSMUSG00000034755"	"Pcdh11x"	chrX	+	119720836	119720860	119809251	119809397	119636197	119636396	119815394	119816041
45	"ENSMUSG00000025531"	"Chm"	chrX	-	112050410	112050483	112069200	112069267	112025985	112026123	112095137	112095206
46	"ENSMUSG00000031245"	"Hmgn5"	chrX	-	108054159	108054213	108054462	108054492	108051767	108051902	108055027	108055051
47	"ENSMUSG00000031245"	"Hmgn5"	chrX	-	108054462	108054492	108055027	108055051	108054159	108054213	108056857	108057010
48	"ENSMUSG00000063663"	"Brwd3"	chrX	-	107868411	107868510	107868950	107869101	107849042	107849203	107876819	107876879
49	"ENSMUSG00000033906"	"Zdhhc15"	chrX	-	103631906	103632027	103641697	103641792	103617774	103617844	103676189	103676216
50	"ENSMUSG00000033906"	"Zdhhc15"	chrX	-	103641697	103641792	103676189	103676216	103631906	103632027	103714269	103714670
51	"ENSMUSG00000031320"	"Rps4x"	chrX	-	101229108	101229266	101230001	101230173	101228546	101228737	101230960	101231058
52	"ENSMUSG00000031314"	"Taf1"	chrX	+	100584365	100584607	100586069	100586288	100582673	100582793	100586656	100586875
53	"ENSMUSG00000031314"	"Taf1"	chrX	+	100584428	100584607	100586069	100586288	100582673	100582793	100586656	100586875
54	"ENSMUSG00000015668"	"Pdzd11"	chrX	-	99667188	99667249	99667467	99667566	99666488	99667033	99668138	99668195
55	"ENSMUSG00000025151"	"Maged1"	chrX	-	93583460	93584153	93584856	93584930	93582212	93582887	93585497	93585596
56	"ENSMUSG00000035476"	"Tab3"	chrX	+	84619155	84619216	84652995	84653190	84617627	84617771	84657576	84659035
57	"ENSMUSG00000035476"	"Tab3"	chrX	+	84619155	84619216	84637257	84637360	84617755	84617771	84652998	84653190
58	"ENSMUSG00000035476"	"Tab3"	chrX	+	84619155	84619216	84652998	84653190	84617755	84617771	84657576	84657589
59	"ENSMUSG00000031201"	"Brcc3"	chrX	+	74490761	74490893	74491408	74491452	74481541	74481597	74493574	74493751
60	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73350450	73350550	73351277	73351476	73350184	73350292	73351735	73351867
61	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73350450	73350550	73351277	73351867	73350184	73350292	73352681	73352781
62	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	73342325	73342388	73343855	73343930	73341228	73341355	73344183	73344377
63	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	73344183	73344294	73345541	73345627	73341228	73341355	73345967	73346206
64	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	73344183	73344294	73345566	73345627	73343855	73343930	73345967	73346206
65	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	73344929	73344970	73345541	73345627	73344183	73344377	73345967	73346120
66	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	73345541	73345627	73345967	73346206	73344929	73344970	73346827	73346875
67	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	73345967	73346206	73346827	73346875	73345541	73345627	73346963	73347192
68	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73327537	73327623	73331624	73331705	73327253	73327299	73331783	73331825
69	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73331624	73331705	73331783	73331825	73327253	73327299	73332056	73332119
70	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73332053	73332119	73332710	73332788	73331783	73331825	73332904	73333091
71	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73332056	73332119	73332710	73332788	73331783	73331825	73332904	73332954
72	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73332267	73332320	73332589	73332625	73332053	73332119	73332710	73332788
73	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73332267	73332320	73332534	73332625	73332056	73332119	73332710	73332788
74	"ENSMUSG00000001964"	"Emd"	chrX	+	73299058	73299136	73299348	73299482	73298813	73298921	73300483	73300530
75	"ENSMUSG00000001964"	"Emd"	chrX	+	73299348	73299482	73300483	73300530	73299058	73299136	73300612	73300929
76	"ENSMUSG00000031392"	"Irak1"	chrX	-	73061735	73061972	73063505	73063571	73060735	73061117	73063933	73064141
77	"ENSMUSG00000031392"	"Irak1"	chrX	-	73063505	73063571	73063933	73064141	73061735	73061972	73064548	73064667
78	"ENSMUSG00000031392"	"Irak1"	chrX	-	73065454	73065569	73065790	73065855	73064548	73064667	73066078	73066270
79	"ENSMUSG00000031392"	"Irak1"	chrX	-	73065454	73065569	73065790	73065855	73064548	73064667	73066454	73066558
80	"ENSMUSG00000031392"	"Irak1"	chrX	-	73065790	73065855	73066078	73066267	73065454	73065569	73066454	73066558
81	"ENSMUSG00000031392"	"Irak1"	chrX	-	73065790	73065855	73066078	73066270	73065454	73065569	73066454	73066558
82	"ENSMUSG00000031387"	"Renbp"	chrX	-	72969821	72969953	72971418	72971594	72965956	72966044	72971884	72971966
83	"ENSMUSG00000002006"	"Pdzd4"	chrX	-	72841799	72841898	72842363	72842454	72840435	72840498	72843439	72843693
84	"ENSMUSG00000002006"	"Pdzd4"	chrX	-	72841799	72841898	72843439	72843693	72840435	72840498	72867887	72868575
85	"ENSMUSG00000002006"	"Pdzd4"	chrX	-	72842363	72842454	72843439	72843693	72841799	72841898	72867887	72868575
86	"ENSMUSG00000002014"	"Ssr4"	chrX	+	72832440	72832559	72833405	72833480	72830633	72830912	72833636	72833726
87	"ENSMUSG00000002014"	"Ssr4"	chrX	+	72832443	72832559	72833405	72833480	72830667	72830912	72833636	72833726
88	"ENSMUSG00000002014"	"Ssr4"	chrX	+	72833405	72833480	72833636	72833726	72830829	72832559	72833964	72834030
89	"ENSMUSG00000002014"	"Ssr4"	chrX	+	72833636	72833726	72833964	72834030	72833405	72833480	72834259	72834417
90	"ENSMUSG00000019558"	"Slc6a8"	chrX	+	72719243	72719375	72720255	72720505	72716755	72717656	72720926	72721059
91	"ENSMUSG00000019558"	"Slc6a8"	chrX	+	72722241	72722376	72722471	72722575	72720664	72721059	72722669	72722794
92	"ENSMUSG00000015214"	"Mtmr1"	chrX	+	70420492	70420516	70422619	70422670	70413404	70413510	70426805	70426881
93	"ENSMUSG00000015214"	"Mtmr1"	chrX	+	70421209	70421236	70422619	70422670	70420492	70420516	70426805	70426881
94	"ENSMUSG00000062070"	"Pgk1"	chrX	+	105246044	105246222	105246442	105246541	105243722	105243942	105246844	105247267
95	"ENSMUSG00000031125"	"3830403N18Rik"	chrX	+	55184104	55184139	55192435	55192553	55183770	55183834	55193247	55193347
96	"ENSMUSG00000025626"	"Phf6"	chrX	+	52006042	52006144	52020449	52020583	52005429	52005613	52020857	52020901
97	"ENSMUSG00000025626"	"Phf6"	chrX	+	52034760	52034894	52042328	52042455	52031440	52031545	52042782	52044842
98	"ENSMUSG00000036916"	"Zfp280c"	chrX	-	47677579	47677626	47680549	47680638	47667256	47667406	47683240	47683329
99	"ENSMUSG00000001173"	"Ocrl"	chrX	+	47005351	47005431	47009037	47009076	47001845	47001925	47019247	47019358
100	"ENSMUSG00000001986"	"Gria3"	chrX	+	40743686	40743801	40758377	40758492	40742882	40743130	40761095	40761343
101	"ENSMUSG00000095698"	"Rhox2d"	chrX	+	36675331	36675743	36677299	36677345	36675080	36675168	36679137	36679276
102	"ENSMUSG00000031093"	"Dock11"	chrX	+	35310706	35310922	35311010	35311068	35308518	35308632	35316133	35316240
103	"ENSMUSG00000085489"	"Gm3669"	chrX	-	29632852	29633016	29633212	29633245	29632181	29632294	29633755	29633842
104	"ENSMUSG00000001127"	"Araf"	chrX	+	20724980	20725112	20725923	20726058	20724632	20724751	20726217	20726736
105	"ENSMUSG00000001127"	"Araf"	chrX	+	20725004	20725112	20725923	20726058	20724632	20724751	20726217	20726447
106	"ENSMUSG00000031012"	"Cask"	chrX	-	13417185	13417221	13418611	13418680	13415403	13415600	13421116	13421185
107	"ENSMUSG00000064127"	"Med14"	chrX	-	12585829	12585989	12594252	12594378	12583100	12583295	12610955	12611067
108	"ENSMUSG00000031174"	"Rpgr"	chrX	-	10065149	10065274	10068248	10068404	10062210	10062393	10072361	10072520
109	"ENSMUSG00000031174"	"Rpgr"	chrX	-	10078963	10079056	10079767	10079893	10078036	10078099	10082790	10082972
110	"ENSMUSG00000031169"	"Porcn"	chrX	-	8067682	8067808	8067896	8067911	8067414	8067515	8069264	8069282
111	"ENSMUSG00000031169"	"Porcn"	chrX	-	8067682	8067808	8067896	8067911	8067414	8067515	8069397	8069528
112	"ENSMUSG00000031169"	"Porcn"	chrX	-	8067682	8067808	8069264	8069282	8067414	8067515	8069397	8069528
113	"ENSMUSG00000031169"	"Porcn"	chrX	-	8067896	8067911	8069264	8069282	8067414	8067515	8069397	8069528
114	"ENSMUSG00000031169"	"Porcn"	chrX	-	8067896	8067911	8069264	8069282	8067682	8067808	8069397	8069528
115	"ENSMUSG00000031169"	"Porcn"	chrX	-	8067896	8067911	8070030	8070074	8067682	8067808	8071803	8071972
116	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8009485	8009568	8009896	8009990	8007022	8007447	8010086	8010186
117	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8009485	8009568	8009896	8009990	8008599	8009194	8010086	8010186
118	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8009489	8009568	8009896	8009990	8008597	8009194	8010086	8010186
119	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8009896	8009990	8010413	8010684	8009266	8009571	8010811	8010918
120	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8009896	8009990	8010086	8010186	8009485	8009568	8010811	8010918
121	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8010086	8010186	8010811	8010918	8009896	8009990	8011193	8011311
122	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8010413	8010684	8010811	8010918	8010086	8010186	8011193	8011311
123	"ENSMUSG00000031166"	"Wdr13"	chrX	-	7994272	7994453	7995207	7995515	7994049	7994191	7996241	7996372
124	"ENSMUSG00000031166"	"Wdr13"	chrX	-	7994272	7994453	7996241	7996372	7994049	7994191	7996494	7996604
125	"ENSMUSG00000031158"	"Timm17b"	chrX	+	7772309	7772438	7772519	7772630	7769911	7769975	7772726	7776168
126	"ENSMUSG00000031153"	"Gripap1"	chrX	+	7660498	7660525	7661230	7661338	7658514	7658576	7665528	7665667
127	"ENSMUSG00000031144"	"Syp"	chrX	+	7506096	7506162	7507335	7507460	7504709	7504967	7510339	7510538
128	"ENSMUSG00000031144"	"Syp"	chrX	+	7507335	7507460	7510339	7510538	7506096	7506162	7511246	7511438
129	"ENSMUSG00000031144"	"Syp"	chrX	+	7510339	7510538	7511246	7511438	7507335	7507460	7514795	7515126
130	"ENSMUSG00000031144"	"Syp"	chrX	+	7511246	7511438	7514795	7515126	7510339	7510538	7518075	7519495
131	"ENSMUSG00000033417"	"Cacul1"	chr19	-	60522573	60522712	60525851	60525941	60517902	60517946	60531447	60531550
132	"ENSMUSG00000041362"	"Shtn1"	chr19	-	59039265	59039326	59049062	59049115	59030293	59030388	59063886	59064501
133	"ENSMUSG00000035173"	"Ccdc186"	chr19	-	56798670	56798797	56801426	56802121	56797624	56797753	56810419	56810622
134	"ENSMUSG00000025076"	"Casp7"	chr19	+	56421673	56421810	56424658	56424834	56392847	56392957	56425150	56425280
135	"ENSMUSG00000024981"	"Acsl5"	chr19	+	55280204	55280321	55282018	55282162	55279849	55279938	55282633	55282735
136	"ENSMUSG00000024975"	"Pdcd4"	chr19	+	53895879	53895986	53897542	53897845	53891729	53891919	53899358	53899453
137	"ENSMUSG00000025024"	"Smndc1"	chr19	-	53371987	53372166	53372884	53373027	53369671	53369825	53377733	53377853
138	"ENSMUSG00000025024"	"Smndc1"	chr19	-	53372884	53373027	53377733	53377853	53371987	53372166	53378846	53379005
139	"ENSMUSG00000025026"	"Add3"	chr19	+	53230934	53231058	53232740	53232836	53227837	53227924	53233428	53235830
140	"ENSMUSG00000006435"	"Neurl1a"	chr19	+	47241557	47242247	47245150	47245297	47228788	47229110	47245855	47247874
141	"ENSMUSG00000025036"	"Sfxn2"	chr19	+	46578579	46578640	46578922	46578989	46576373	46576449	46579559	46579609
142	"ENSMUSG00000025220"	"Oga"	chr19	-	45743045	45743205	45746343	45746536	45738697	45740719	45746787	45746873
143	"ENSMUSG00000025220"	"Oga"	chr19	-	45746343	45746536	45746787	45746873	45743045	45743205	45749542	45749647
144	"ENSMUSG00000025220"	"Oga"	chr19	-	45758489	45758648	45767025	45767123	45755832	45756446	45767470	45767522
145	"ENSMUSG00000025220"	"Oga"	chr19	-	45760120	45760405	45764486	45764658	45758489	45758648	45765325	45765456
146	"ENSMUSG00000025220"	"Oga"	chr19	-	45760120	45760405	45767470	45767522	45758489	45758648	45771370	45771990
147	"ENSMUSG00000025220"	"Oga"	chr19	-	45762100	45762199	45765325	45765456	45760120	45760405	45767025	45767123
148	"ENSMUSG00000025217"	"Btrc"	chr19	+	45394983	45395025	45459453	45459543	45352190	45352325	45491370	45491602
149	"ENSMUSG00000025217"	"Btrc"	chr19	+	45411571	45411679	45459453	45459543	45352189	45352325	45491370	45491602
150	"ENSMUSG00000025217"	"Btrc"	chr19	+	45411571	45411679	45444971	45445049	45394983	45395025	45459453	45459543
151	"ENSMUSG00000025217"	"Btrc"	chr19	+	45411571	45411679	45459453	45459543	45394983	45395025	45491370	45491602
152	"ENSMUSG00000025217"	"Btrc"	chr19	+	45444971	45445049	45459453	45459543	45352271	45352325	45491370	45491602
153	"ENSMUSG00000025217"	"Btrc"	chr19	+	45444971	45445049	45459453	45459543	45411571	45411679	45491370	45491602
154	"ENSMUSG00000025217"	"Btrc"	chr19	+	45444971	45445049	45491370	45491602	45411571	45411679	45496122	45496309
155	"ENSMUSG00000025217"	"Btrc"	chr19	+	45459453	45459543	45491370	45491602	45444971	45445049	45496122	45496309
156	"ENSMUSG00000035342"	"Lzts2"	chr19	+	45009825	45010275	45013157	45013418	45003638	45003752	45014240	45015550
157	"ENSMUSG00000035342"	"Lzts2"	chr19	+	45009825	45010275	45013157	45013418	45006650	45006669	45014240	45015541
158	"ENSMUSG00000036097"	"Slf2"	chr19	+	44940507	44940610	44947443	44947519	44937410	44937578	44949172	44949314
159	"ENSMUSG00000036097"	"Slf2"	chr19	+	44947443	44947519	44949172	44949314	44940507	44940610	44955405	44955508
160	"ENSMUSG00000036097"	"Slf2"	chr19	+	44949172	44949314	44955405	44955508	44947443	44947519	44955941	44956118
161	"ENSMUSG00000025198"	"Erlin1"	chr19	-	44047489	44047615	44050281	44050343	44044560	44044634	44051457	44051504
162	"ENSMUSG00000018820"	"Zfyve27"	chr19	+	42159984	42160182	42165827	42165898	42159005	42159224	42167727	42167929
163	"ENSMUSG00000018820"	"Zfyve27"	chr19	+	42159984	42160182	42165827	42165898	42159032	42159107	42167727	42167929
164	"ENSMUSG00000018820"	"Zfyve27"	chr19	+	42174243	42174388	42177635	42177682	42172556	42172628	42177960	42178042
165	"ENSMUSG00000025154"	"Arhgap19"	chr19	-	41776744	41776825	41780185	41780451	41774996	41775206	41790410	41790486
166	"ENSMUSG00000025019"	"Lcor"	chr19	+	41516459	41516525	41516999	41517079	41471965	41472039	41534313	41534446
167	"ENSMUSG00000025019"	"Lcor"	chr19	+	41516459	41516525	41534313	41534446	41471965	41472039	41540887	41541175
168	"ENSMUSG00000025019"	"Lcor"	chr19	+	41516459	41516525	41544046	41544140	41471965	41472039	41570216	41574975
169	"ENSMUSG00000025019"	"Lcor"	chr19	+	41516999	41517079	41534313	41534446	41516459	41516525	41540887	41541175
170	"ENSMUSG00000025019"	"Lcor"	chr19	+	41516999	41517079	41540887	41541175	41516459	41516525	41544046	41544140
171	"ENSMUSG00000025019"	"Lcor"	chr19	+	41534313	41534446	41540887	41541175	41516999	41517079	41544046	41544140
172	"ENSMUSG00000025019"	"Lcor"	chr19	+	41534313	41534446	41544046	41544140	41516999	41517079	41546749	41547607
173	"ENSMUSG00000025019"	"Lcor"	chr19	+	41534313	41534446	41544046	41544140	41516999	41517079	41570216	41574975
174	"ENSMUSG00000025013"	"Tll2"	chr19	-	41108609	41108734	41109774	41109848	41105673	41105789	41116899	41117005
175	"ENSMUSG00000048720"	"Tbc1d12"	chr19	+	38854059	38854183	38871102	38871218	38825022	38825890	38884430	38884513
176	"ENSMUSG00000048720"	"Tbc1d12"	chr19	+	38871102	38871218	38884430	38884513	38854059	38854183	38896215	38896296
177	"ENSMUSG00000048720"	"Tbc1d12"	chr19	+	38887312	38887430	38889752	38889859	38884430	38884513	38896215	38896296
178	"ENSMUSG00000054237"	"Fra10ac1"	chr19	-	38189994	38190037	38195710	38195756	38188007	38188126	38201808	38201893
179	"ENSMUSG00000054237"	"Fra10ac1"	chr19	-	38195710	38195756	38201808	38201893	38192990	38193257	38202821	38202905
180	"ENSMUSG00000054237"	"Fra10ac1"	chr19	-	38208079	38208175	38210284	38210361	38207905	38207951	38212409	38212586
181	"ENSMUSG00000054237"	"Fra10ac1"	chr19	-	38208079	38208175	38210284	38210398	38207905	38207951	38212409	38212604
182	"ENSMUSG00000040565"	"Btaf1"	chr19	+	36947313	36947438	36950297	36950418	36946455	36946596	36955714	36955819
183	"ENSMUSG00000040565"	"Btaf1"	chr19	+	36950297	36950418	36955714	36955819	36947313	36947438	36957976	36958126
184	"ENSMUSG00000024811"	"Tnks2"	chr19	+	36852663	36852773	36853584	36853773	36851196	36851416	36856634	36856887
185	"ENSMUSG00000041180"	"Hectd2"	chr19	+	36572608	36572654	36574476	36574586	36564765	36564830	36576286	36576435
186	"ENSMUSG00000013662"	"Atad1"	chr19	-	32684234	32684409	32714627	32714674	32679939	32680038	32717041	32717183
187	"ENSMUSG00000040451"	"Sgms1"	chr19	-	32120145	32120263	32136923	32137763	32106940	32107094	32200908	32200990
188	"ENSMUSG00000040451"	"Sgms1"	chr19	-	32134722	32134779	32134865	32135077	32133969	32134047	32136923	32137763
189	"ENSMUSG00000040451"	"Sgms1"	chr19	-	32136923	32137763	32200908	32200990	32120145	32120263	32225393	32225436
190	"ENSMUSG00000040451"	"Sgms1"	chr19	-	32200908	32200990	32225393	32225436	32135655	32137763	32266940	32267031
191	"ENSMUSG00000040451"	"Sgms1"	chr19	-	32200908	32200990	32266940	32267031	32135655	32137763	32329344	32329423
192	"ENSMUSG00000040451"	"Sgms1"	chr19	-	32200908	32200990	32225393	32225436	32136923	32137763	32237375	32237497
193	"ENSMUSG00000040451"	"Sgms1"	chr19	-	32200908	32200990	32237375	32237497	32136923	32137763	32266940	32267031
194	"ENSMUSG00000040451"	"Sgms1"	chr19	-	32225393	32225436	32237375	32237497	32136923	32137763	32266940	32267031
195	"ENSMUSG00000040451"	"Sgms1"	chr19	-	32225393	32225436	32237375	32237497	32200908	32200990	32266940	32267031
196	"ENSMUSG00000040451"	"Sgms1"	chr19	-	32225393	32225436	32266940	32267031	32200908	32200990	32329344	32329423
197	"ENSMUSG00000040451"	"Sgms1"	chr19	-	32266940	32267031	32329344	32329423	32225393	32225436	32365619	32365912
198	"ENSMUSG00000038658"	"Ric1"	chr19	+	29561574	29561613	29561866	29561977	29557164	29557368	29563180	29563270
199	"ENSMUSG00000024789"	"Jak2"	chr19	+	29268566	29268701	29272255	29272343	29266073	29266201	29273041	29273091
200	"ENSMUSG00000024785"	"Rcl1"	chr19	+	29108049	29108206	29111799	29111903	29105398	29105524	29120541	29121243
201	"ENSMUSG00000024780"	"Cdc37l1"	chr19	+	28972440	28972722	28976660	28976751	28967751	28968069	28984371	28984487
202	"ENSMUSG00000024780"	"Cdc37l1"	chr19	+	28972440	28972722	28984371	28984487	28967751	28968069	28984972	28985095
203	"ENSMUSG00000100417"	"Gm28578"	chr19	-	45291305	45291389	45298355	45298442	45289581	45289799	45299410	45299529
204	"ENSMUSG00000024878"	"Cbwd1"	chr19	-	24909027	24909084	24915759	24915804	24905690	24905739	24918112	24918199
205	"ENSMUSG00000024878"	"Cbwd1"	chr19	-	24930623	24930715	24932699	24932796	24926565	24926625	24935267	24935354
206	"ENSMUSG00000024878"	"Cbwd1"	chr19	-	24932699	24932796	24935267	24935354	24930623	24930715	24938747	24938965
207	"ENSMUSG00000035171"	"1110059E24Rik"	chr19	-	21587969	21588026	21592766	21592809	21576189	21576232	21596472	21596579
208	"ENSMUSG00000039126"	"Prune2"	chr19	+	16977302	16977407	16980985	16981188	16933481	16933656	16983985	16984149
209	"ENSMUSG00000039126"	"Prune2"	chr19	+	16980985	16981188	16983985	16984149	16977302	16977407	16993571	16993721
210	"ENSMUSG00000039126"	"Prune2"	chr19	+	17170619	17170793	17176476	17176579	17156153	17156354	17177144	17177276
211	"ENSMUSG00000039126"	"Prune2"	chr19	+	17179005	17179092	17185594	17185693	17177144	17177276	17198147	17198558
212	"ENSMUSG00000039126"	"Prune2"	chr19	+	17189041	17189077	17189655	17189694	17185594	17185693	17193689	17193737
213	"ENSMUSG00000039126"	"Prune2"	chr19	+	17189041	17189077	17193689	17193737	17185594	17185693	17198147	17201296
214	"ENSMUSG00000039126"	"Prune2"	chr19	+	17189655	17189694	17193689	17193737	17185594	17185693	17198147	17199173
215	"ENSMUSG00000039126"	"Prune2"	chr19	+	17189655	17189694	17193689	17193737	17189041	17189077	17198147	17201296
216	"ENSMUSG00000041488"	"Stx3"	chr19	-	11767411	11767457	11769109	11769209	11766920	11766995	11780857	11780941
217	"ENSMUSG00000024729"	"Ms4a20"	chr19	-	11087671	11087725	11089679	11089823	11083040	11083160	11093770	11093880
218	"ENSMUSG00000024729"	"Ms4a20"	chr19	-	11087671	11087725	11093487	11093580	11083040	11083160	11093770	11093880
219	"ENSMUSG00000024729"	"Ms4a20"	chr19	-	11089679	11089823	11093487	11093580	11083040	11083160	11093770	11093880
220	"ENSMUSG00000024735"	"Prpf19"	chr19	+	10878053	10878129	10879707	10879863	10877687	10877762	10880065	10880135
221	"ENSMUSG00000024735"	"Prpf19"	chr19	+	10878053	10878129	10880065	10880135	10877687	10877762	10880331	10880417
222	"ENSMUSG00000024736"	"Tmem132a"	chr19	-	10841318	10841468	10842619	10842951	10840828	10841024	10843832	10844051
