ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
44	"ENSMUSG00000036932"	"Aifm1"	chrX	-	47572031	47573512	47572031	47572139	47573403	47573512	44	26,37,41	524,485,525	28,37,20	500,375,361	298	149	0.969108646895	1.0	0.024,0.037,0.038	0.027,0.047,0.027	-0.001
46	"ENSMUSG00000031066"	"Usp11"	chrX	+	20578564	20579221	20578564	20578682	20579075	20579221	46	17,13,1	227,373,303	9,0,8	410,422,304	298	149	0.0710689677538	0.2511150068864623	0.036,0.017,0.002	0.011,0.0,0.013	0.01
47	"ENSMUSG00000031066"	"Usp11"	chrX	+	20582985	20584043	20582985	20583192	20583993	20584043	47	64,59,65	348,533,453	72,108,108	540,818,434	298	149	0.270356825886	0.5984452324381182	0.084,0.052,0.067	0.062,0.062,0.111	-0.011
48	"ENSMUSG00000064127"	"Med14"	chrX	-	12572537	12572931	12572537	12572684	12572770	12572931	48	6,8,16	298,232,375	7,2,10	283,280,256	235	149	0.210423714741	0.5067046783417047	0.013,0.021,0.026	0.015,0.005,0.024	0.005
49	"ENSMUSG00000039201"	"Tbc1d25"	chrX	-	8022554	8023017	8022554	8022743	8022889	8023017	49	51,37,68	105,175,146	51,46,35	142,130,100	295	149	0.827914831282	1.0	0.197,0.096,0.19	0.154,0.152,0.15	0.009
51	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8010086	8010918	8010086	8010186	8010811	8010918	51	393,355,444	8081,7825,7930	257,329,285	6203,6014,5616	298	149	0.834682198052	1.0	0.024,0.022,0.027	0.02,0.027,0.025	0.0
52	"ENSMUSG00000039231"	"Suv39h1"	chrX	-	7929934	7930296	7929934	7930064	7930149	7930296	52	68,124,121	584,602,768	45,83,69	574,608,467	234	149	0.0214143354662	0.10758011825687346	0.069,0.116,0.091	0.048,0.08,0.086	0.021
53	"ENSMUSG00000031154"	"Otud5"	chrX	+	7733753	7734062	7733753	7733818	7733905	7734062	53	1,1,4	1016,1074,1212	2,0,0	1101,1198,806	236	149	1	1.0	0.001,0.001,0.002	0.001,0.0,0.0	0.001
55	"ENSMUSG00000031146"	"Plp2"	chrX	-	7535653	7535997	7535653	7535749	7535841	7535997	55	51,74,37	3402,3603,4118	36,35,49	4157,4695,3262	241	149	0.757037029605	1.0	0.009,0.013,0.006	0.005,0.005,0.009	0.003
57	"ENSMUSG00000025036"	"Sfxn2"	chr19	+	46576373	46578640	46576373	46576449	46578579	46578640	57	39,29,30	9,6,4	15,41,37	1,7,0	298	149	0.0340879507879	0.15044706623813042	0.684,0.707,0.789	0.882,0.745,1.0	-0.149
58	"ENSMUSG00000025225"	"Nfkb2"	chr19	+	46294721	46294965	46294721	46294803	46294924	46294965	58	8,6,7	147,212,166	11,13,18	189,323,237	270	149	0.165505444013	0.4358148478146127	0.029,0.015,0.023	0.031,0.022,0.04	-0.009
59	"ENSMUSG00000025225"	"Nfkb2"	chr19	+	46297303	46297735	46297303	46297513	46297593	46297735	59	5,5,1	340,434,432	3,5,6	392,655,355	229	149	1	1.0	0.009,0.007,0.002	0.005,0.005,0.011	-0.001
60	"ENSMUSG00000118087"	"4833438C02Rik"	chr19	-	46292019	46294075	46292019	46293289	46293546	46294075	60	60,109,71	33,47,33	54,89,66	38,89,54	298	149	0.000592000540467	0.008035569600225657	0.476,0.537,0.518	0.415,0.333,0.379	0.135
61	"ENSMUSG00000118087"	"4833438C02Rik"	chr19	-	46293546	46294075	46293546	46293630	46293800	46294075	61	98,137,111	3,0,0	77,171,132	2,4,2	298	149	0.0730101831355	0.2549685715906733	0.942,1.0,1.0	0.951,0.955,0.971	0.022
62	"ENSMUSG00000025220"	"Oga"	chr19	-	45765325	45767123	45765325	45765456	45767025	45767123	62	72,125,71	1370,1692,1670	66,85,64	1493,1841,1332	298	149	0.118752540712	0.35554947554726957	0.026,0.036,0.021	0.022,0.023,0.023	0.005
64	"ENSMUSG00000025159"	"Mms19"	chr19	-	41934171	41935542	41934171	41934254	41935355	41935542	64	75,80,85	241,300,341	94,82,78	366,309,271	298	149	0.916805932425	1.0	0.135,0.118,0.111	0.114,0.117,0.126	0.002
65	"ENSMUSG00000025159"	"Mms19"	chr19	-	41937893	41938276	41937893	41938020	41938207	41938276	65	49,88,26	220,257,322	32,63,48	334,342,257	298	149	0.0927934094759	0.29974846350065815	0.1,0.146,0.039	0.046,0.084,0.085	0.023
77	"ENSMUSG00000024695"	"Zfp91"	chr19	-	12753358	12753826	12753358	12753437	12753775	12753826	77	3,6,5	909,1152,1133	5,6,23	813,1057,725	298	149	0.816297112962	1.0	0.002,0.003,0.002	0.003,0.003,0.016	-0.005
83	"ENSMUSG00000024740"	"Ddb1"	chr19	+	10604489	10605228	10604489	10604599	10605125	10605228	83	66,106,73	2,1,10	89,79,59	1,0,1	298	149	0.000308100546461	0.004992061556847825	0.943,0.981,0.785	0.978,1.0,0.967	-0.079
85	"ENSMUSG00000036372"	"Tmem258"	chr19	+	10183787	10184664	10183787	10183897	10184527	10184664	85	122,93,113	2911,2941,2708	69,86,86	1916,2477,1922	298	149	1	1.0	0.021,0.016,0.02	0.018,0.017,0.022	0.0
86	"ENSMUSG00000024660"	"Incenp"	chr19	-	9855040	9855612	9855040	9855160	9855491	9855612	86	100,100,108	714,825,781	43,136,73	599,671,588	298	149	0.918747171105	1.0	0.065,0.057,0.065	0.035,0.092,0.058	0.001
87	"ENSMUSG00000071646"	"Mta2"	chr19	+	8923630	8924114	8923630	8923748	8924011	8924114	87	74,121,80	534,804,834	80,118,55	692,717,597	298	149	0.888015332106	1.0	0.065,0.07,0.046	0.055,0.076,0.044	0.002
88	"ENSMUSG00000071647"	"Eml3"	chr19	+	8916391	8916649	8916391	8916480	8916551	8916649	88	97,136,115	501,631,658	51,55,65	674,670,525	220	149	3.16702164493e-09	4.2191766136345225e-07	0.116,0.127,0.106	0.049,0.053,0.077	0.057
89	"ENSMUSG00000071653"	"1810009A15Rik"	chr19	+	8866487	8867091	8866487	8866612	8867000	8867091	89	16,14,14	11,26,18	13,15,15	12,21,12	298	149	0.649742364383	0.9869857559046625	0.421,0.212,0.28	0.351,0.263,0.385	-0.029
90	"ENSMUSG00000071655"	"Ubxn1"	chr19	+	8849371	8849651	8849371	8849478	8849581	8849651	90	35,46,23	1937,1997,2155	27,29,28	1838,2109,1846	252	149	0.62899600138	0.973536410053296	0.011,0.013,0.006	0.009,0.008,0.009	0.001
91	"ENSMUSG00000071657"	"Bscl2"	chr19	+	8817898	8820454	8817898	8818788	8820372	8820454	91	18,9,14	981,1155,1194	12,20,13	1415,1362,1085	298	149	1	1.0	0.009,0.004,0.006	0.004,0.007,0.006	0.001
92	"ENSMUSG00000071657"	"Bscl2"	chr19	+	8822534	8823688	8822534	8822678	8823553	8823688	92	24,31,48	997,1285,1207	43,39,41	1428,1433,1184	298	149	0.842625752462	1.0	0.012,0.012,0.019	0.015,0.013,0.017	-0.001
94	"ENSMUSG00000071657"	"Bscl2"	chr19	+	8825030	8825346	8825030	8825097	8825277	8825346	94	28,46,66	559,701,693	68,66,66	650,795,635	298	149	0.0281521080983	0.13156733555737288	0.024,0.032,0.045	0.05,0.04,0.049	-0.013
95	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8713350	8713661	8713350	8713457	8713539	8713661	95	198,218,207	1768,2107,1999	156,205,157	1706,2112,1597	231	149	0.310374629482	0.6522308371346741	0.067,0.063,0.063	0.056,0.059,0.06	0.006
96	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8715017	8715618	8715017	8715093	8715516	8715618	96	73,53,32	0,0,0	23,61,48	0,0,2	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.923	0.026
97	"ENSMUSG00000024759"	"Atl3"	chr19	+	7507884	7509812	7507884	7507956	7509380	7509812	97	27,30,43	176,190,236	23,22,27	195,249,160	298	149	0.0732114315041	0.25542339390906665	0.071,0.073,0.083	0.056,0.042,0.078	0.017
99	"ENSMUSG00000024764"	"Naa40"	chr19	-	7207086	7207648	7207086	7207170	7207552	7207648	99	91,114,167	2,13,17	95,91,92	1,2,7	298	149	0.00993522976312	0.06358900615292284	0.958,0.814,0.831	0.979,0.958,0.868	-0.067
100	"ENSMUSG00000024764"	"Naa40"	chr19	-	7211468	7212523	7211468	7211521	7212427	7212523	100	46,62,55	380,466,459	59,82,62	378,435,339	298	149	0.0134337430131	0.07882736316169772	0.057,0.062,0.057	0.072,0.086,0.084	-0.022
101	"ENSMUSG00000024960"	"Plcb3"	chr19	-	6931748	6932130	6931748	6931835	6932072	6932130	101	57,116,102	732,754,838	103,97,87	844,1004,777	298	149	0.599980963635	0.9457193366323816	0.037,0.071,0.057	0.058,0.046,0.053	0.003
102	"ENSMUSG00000024960"	"Plcb3"	chr19	-	6932574	6933274	6932574	6932725	6933081	6933274	102	18,12,27	270,293,292	28,40,24	324,347,266	298	149	0.0376795781657	0.16192764953646704	0.032,0.02,0.044	0.041,0.054,0.043	-0.014
103	"ENSMUSG00000038812"	"Trmt112"	chr19	+	6887951	6888396	6887951	6888041	6888119	6888396	103	197,173,195	4014,4397,4387	117,146,110	3602,4442,3524	227	149	0.0031203314127	0.02737520022312659	0.031,0.025,0.028	0.021,0.021,0.02	0.007
104	"ENSMUSG00000024953"	"Prdx5"	chr19	-	6884609	6885484	6884609	6884648	6885349	6885484	104	28,43,25	2,3,5	12,30,17	0,5,1	298	149	0.638398507359	0.9780388495892505	0.875,0.878,0.714	1.0,0.75,0.895	-0.059
105	"ENSMUSG00000024787"	"Snx15"	chr19	-	6173859	6174218	6173859	6173980	6174182	6174218	105	39,34,43	391,462,426	41,40,28	289,381,333	298	149	0.279117460589	0.6121862839869714	0.048,0.035,0.048	0.066,0.05,0.04	-0.008
106	"ENSMUSG00000024807"	"Syvn1"	chr19	+	6098304	6098637	6098304	6098397	6098484	6098637	106	12,17,40	353,384,427	8,28,16	349,414,374	236	149	0.203251743819	0.4970064734989415	0.021,0.027,0.056	0.014,0.041,0.026	0.008
107	"ENSMUSG00000024807"	"Syvn1"	chr19	+	6098484	6098773	6098484	6098637	6098724	6098773	107	20,12,9	314,369,416	20,20,9	311,420,302	236	149	0.306242698032	0.6464524558809296	0.039,0.02,0.013	0.039,0.029,0.018	-0.005
108	"ENSMUSG00000024807"	"Syvn1"	chr19	+	6099179	6099927	6099179	6099283	6099800	6099927	108	23,26,44	178,201,213	47,52,48	210,257,198	298	149	0.0304217229473	0.13939737253686382	0.061,0.061,0.094	0.101,0.092,0.108	-0.028
109	"ENSMUSG00000024807"	"Syvn1"	chr19	+	6099179	6100121	6099179	6099927	6100021	6100121	109	13,16,25	224,273,302	13,14,12	318,324,271	243	149	0.0444886951811	0.1806160683593868	0.034,0.035,0.048	0.024,0.026,0.026	0.014
110	"ENSMUSG00000024807"	"Syvn1"	chr19	+	6100551	6101099	6100551	6100715	6100970	6101099	110	23,37,42	221,247,290	30,39,22	209,214,187	298	149	0.577706295352	0.9252433255282599	0.049,0.07,0.068	0.067,0.084,0.056	-0.007
111	"ENSMUSG00000024807"	"Syvn1"	chr19	+	6100551	6101340	6100551	6101099	6101184	6101340	111	0,8,18	166,218,205	10,11,7	175,204,176	234	149	0.689489860234	1.0	0.0,0.023,0.053	0.035,0.033,0.025	-0.006
112	"ENSMUSG00000024668"	"Sdhaf2"	chr19	-	10494343	10494750	10494343	10494453	10494532	10494750	112	12,19,44	292,381,341	26,15,27	396,524,347	228	149	0.116001994357	0.350637961094226	0.026,0.032,0.078	0.041,0.018,0.048	0.01
113	"ENSMUSG00000024668"	"Sdhaf2"	chr19	-	10494343	10494750	10494343	10494453	10494683	10494750	113	271,412,378	162,160,181	395,402,347	155,113,114	298	149	0.00429057463759	0.0337706717098714	0.455,0.563,0.511	0.56,0.64,0.603	-0.091
114	"ENSMUSG00000024818"	"Slc25a45"	chr19	+	5934372	5935794	5934372	5934631	5934750	5935794	114	23,21,41	36,76,47	9,12,15	35,32,50	268	149	0.0324965107076	0.1452049056089903	0.262,0.133,0.327	0.125,0.173,0.143	0.094
115	"ENSMUSG00000024941"	"Scyl1"	chr19	-	5808827	5809174	5808827	5808888	5808967	5809174	115	39,37,38	208,325,283	21,32,36	270,267,252	228	149	0.186492969997	0.4688914447607442	0.109,0.069,0.081	0.048,0.073,0.085	0.018
117	"ENSMUSG00000024944"	"Arl2"	chr19	-	6186008	6187670	6186008	6186089	6187507	6187670	117	312,292,333	1643,1967,1922	284,397,270	2235,2618,1938	298	149	0.0403651851408	0.16961865765357198	0.087,0.069,0.08	0.06,0.07,0.065	0.014
118	"ENSMUSG00000024926"	"Kat5"	chr19	-	5653041	5653743	5653041	5653580	5653661	5653743	118	49,70,55	430,396,402	40,58,41	463,401,419	230	149	0.0645618901672	0.23644919415075547	0.069,0.103,0.081	0.053,0.086,0.06	0.018
119	"ENSMUSG00000024906"	"Mus81"	chr19	-	5533482	5533693	5533482	5533586	5533662	5533693	119	57,63,74	169,163,218	21,38,35	206,234,221	225	149	5.44772738031e-09	6.321121092572604e-07	0.183,0.204,0.184	0.063,0.097,0.095	0.105
120	"ENSMUSG00000024906"	"Mus81"	chr19	-	5535515	5536142	5535515	5535653	5536056	5536142	120	24,8,16	164,184,205	16,41,21	191,179,161	298	149	0.0102857128138	0.06502233566122777	0.068,0.021,0.038	0.04,0.103,0.061	-0.026
121	"ENSMUSG00000024910"	"Ctsw"	chr19	-	5516047	5516339	5516047	5516173	5516258	5516339	121	4,0,0	0,0,1	0,5,0	0,2,0	234	149	1	1.0	1.0,NA,0.0	NA,0.614,NA	-0.114
122	"ENSMUSG00000024910"	"Ctsw"	chr19	-	5516258	5516513	5516258	5516339	5516416	5516513	122	2,0,0	0,2,2	6,5,0	0,0,0	226	149	1	1.0	1.0,0.0,0.0	1.0,1.0,NA	-0.667
123	"ENSMUSG00000024910"	"Ctsw"	chr19	-	5516608	5517164	5516608	5516763	5517050	5517164	123	2,0,0	0,0,0	1,5,1	0,4,1	298	149	1	1.0	1.0,NA,NA	1.0,0.385,0.333	0.427
124	"ENSMUSG00000024914"	"Drap1"	chr19	-	5473358	5473681	5473358	5473447	5473587	5473681	124	40,86,106	1876,2230,2004	66,49,77	1679,2253,1681	289	149	0.544623913032	0.900990988606977	0.011,0.019,0.027	0.02,0.011,0.023	0.001
125	"ENSMUSG00000024914"	"Drap1"	chr19	-	5474209	5474461	5474209	5474303	5474388	5474461	125	77,89,84	1876,2167,1885	37,86,79	1715,2444,1618	234	149	0.132158099951	0.3796906433895743	0.025,0.025,0.028	0.014,0.022,0.03	0.004
126	"ENSMUSG00000024855"	"Pacs1"	chr19	-	5192271	5192698	5192271	5192382	5192543	5192698	126	0,0,0	159,188,206	3,2,0	201,210,146	298	149	1	1.0	0.0,0.0,0.0	0.007,0.005,0.0	-0.004
127	"ENSMUSG00000024883"	"Rin1"	chr19	+	5101228	5101496	5101228	5101282	5101381	5101496	127	31,37,43	428,452,453	36,35,36	573,654,489	248	149	0.0838690534763	0.27881421936622097	0.042,0.047,0.054	0.036,0.031,0.042	0.011
128	"ENSMUSG00000080268"	"Brms1"	chr19	+	5096677	5096939	5096677	5096757	5096842	5096939	128	13,1,23	213,261,324	4,0,4	223,180,176	234	149	0.000504527411029	0.00711680430380907	0.037,0.002,0.043	0.011,0.0,0.014	0.019
130	"ENSMUSG00000083282"	"Ctsf"	chr19	+	4906097	4906336	4906097	4906182	4906274	4906336	130	2,0,0	16,25,27	0,0,1	13,40,21	241	149	1	1.0	0.072,0.0,0.0	0.0,0.0,0.029	0.014
131	"ENSMUSG00000083282"	"Ctsf"	chr19	+	4908619	4909550	4908619	4908700	4909430	4909550	131	0,2,7	9,21,22	3,2,0	19,18,16	298	149	0.282164359031	0.615491327734692	0.0,0.045,0.137	0.073,0.053,0.0	0.019
132	"ENSMUSG00000024858"	"Grk2"	chr19	-	4337585	4338013	4337585	4337722	4337850	4338013	132	9,5,10	687,626,833	5,2,12	760,802,643	277	149	1	1.0	0.007,0.004,0.006	0.004,0.001,0.01	0.001
133	"ENSMUSG00000024858"	"Grk2"	chr19	-	4341266	4341669	4341266	4341358	4341617	4341669	133	45,44,55	774,957,1112	41,41,43	1099,1094,927	298	149	0.120266124168	0.3584069996953571	0.028,0.022,0.024	0.018,0.018,0.023	0.005
134	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4314341	4315177	4314341	4314488	4315130	4315177	134	32,17,17	30,33,22	25,16,21	25,31,29	298	149	0.83957557998	1.0	0.348,0.205,0.279	0.333,0.205,0.266	0.009
135	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4316402	4316665	4316402	4316474	4316549	4316665	135	5,1,2	55,60,46	0,4,0	45,74,63	224	149	0.152411880481	0.415322374310725	0.057,0.011,0.028	0.0,0.035,0.0	0.02
136	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4317774	4318610	4317774	4318006	4318572	4318610	136	29,52,52	49,37,26	27,56,65	37,25,28	298	149	0.420809645413	0.7786277235342393	0.228,0.413,0.5	0.267,0.528,0.537	-0.064
137	"ENSMUSG00000031310"	"Zmym3"	chrX	-	100459366	100460067	100459366	100459544	100459772	100460067	137	12,20,20	253,326,317	9,21,16	267,348,325	298	149	0.444778415807	0.8043579495514224	0.023,0.03,0.031	0.017,0.029,0.024	0.005
138	"ENSMUSG00000040663"	"Clcf1"	chr19	+	4270231	4273544	4270231	4270398	4272127	4273544	138	6,3,0	0,0,2	4,5,3	0,2,0	298	149	0.314307675446	0.6588372427618078	1.0,1.0,0.0	1.0,0.556,1.0	-0.185
139	"ENSMUSG00000024824"	"Rad9a"	chr19	-	4247337	4247585	4247337	4247402	4247475	4247585	139	46,33,48	160,198,218	17,33,46	181,196,177	222	149	0.138212034659	0.39083011831891207	0.162,0.101,0.129	0.059,0.102,0.149	0.027
140	"ENSMUSG00000024824"	"Rad9a"	chr19	-	4247337	4247779	4247337	4247585	4247669	4247779	140	25,28,39	154,217,221	16,23,34	169,236,114	233	149	0.677437709732	1.0	0.094,0.076,0.101	0.057,0.059,0.16	-0.002
141	"ENSMUSG00000075289"	"Carns1"	chr19	-	4220994	4221898	4220994	4221169	4221410	4221898	141	12,19,27	1,12,12	46,26,12	2,19,5	298	149	0.609017151445	0.9553574765580746	0.857,0.442,0.529	0.92,0.406,0.545	-0.014
142	"ENSMUSG00000024842"	"Cabp4"	chr19	-	4187105	4188691	4187105	4187215	4188547	4188691	142	2,0,0	0,0,0	6,0,1	0,1,0	298	149	1	1.0	1.0,NA,NA	1.0,0.0,1.0	0.333
143	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4177548	4177835	4177548	4177638	4177758	4177835	143	96,121,103	727,1002,959	171,252,139	902,1328,905	269	149	0.000300509629972	0.00493576775803326	0.068,0.063,0.056	0.095,0.095,0.078	-0.027
144	"ENSMUSG00000060803"	"Gstp1"	chr19	-	4087103	4087396	4087103	4087191	4087289	4087396	144	14,25,29	2372,2846,2704	19,17,30	2399,2814,2413	247	149	1	1.0	0.004,0.005,0.006	0.005,0.004,0.007	-0.0
