ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
170	"ENSMUSG00000031358"	"Msl3"	chrX	-	167452485	167452611	167451626	167451787	167453215	167453307	170	1684,2043,2191	0,0,0	1959,1998,1456	1,0,0	275	149	1	1.0	1.0,1.0,1.0	0.999,1.0,1.0	0.0
171	"ENSMUSG00000031358"	"Msl3"	chrX	-	167453215	167453307	167452485	167452611	167454138	167454239	171	1635,1920,2085	0,0,0	1793,1741,1346	1,5,4	241	149	1	1.0	1.0,1.0,1.0	0.999,0.995,0.995	0.004
172	"ENSMUSG00000031358"	"Msl3"	chrX	-	167455258	167455341	167454790	167454886	167456723	167456894	172	330,308,360	564,732,714	290,277,267	601,558,469	232	149	0.76628045588	1.0	0.273,0.213,0.245	0.237,0.242,0.268	-0.005
174	"ENSMUSG00000025742"	"Prps2"	chrX	-	166133510	166133670	166129317	166131994	166135131	166135305	174	624,748,793	0,1,2	638,656,458	0,2,0	309	149	1	1.0	1.0,0.997,0.995	1.0,0.994,1.0	-0.001
175	"ENSMUSG00000025742"	"Prps2"	chrX	-	166146540	166146665	166135131	166135305	166148114	166148213	175	667,730,918	0,1,0	744,632,533	3,0,0	274	149	1	1.0	1.0,0.997,1.0	0.993,1.0,1.0	0.001
180	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165136560	165136680	165127687	165128077	165150023	165150170	180	248,266,234	2,10,6	202,292,212	0,12,7	269	149	0.763481469993	1.0	0.986,0.936,0.956	1.0,0.931,0.944	0.001
181	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165136560	165136680	165127687	165128077	165155633	165155820	181	399,440,408	681,808,779	334,454,368	653,700,610	269	149	0.519873645017	1.0	0.245,0.232,0.225	0.221,0.264,0.25	-0.011
182	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165150023	165150170	165127687	165128077	165155633	165155820	182	4,12,13	681,808,779	0,23,7	653,700,610	296	149	0.79594118698	1.0	0.003,0.007,0.008	0.0,0.016,0.006	-0.001
183	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165150023	165150170	165136560	165136680	165155633	165155820	183	2,2,10	152,175,178	0,13,0	132,164,156	296	149	0.907556022746	1.0	0.007,0.006,0.028	0.0,0.038,0.0	0.001
184	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165168386	165168477	165166930	165166996	165169947	165171984	184	31,76,58	388,441,440	32,47,32	368,448,323	240	149	0.063087094626	0.5605618193021111	0.047,0.097,0.076	0.051,0.061,0.058	0.017
185	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164959840	164960075	164953449	164953546	164961529	164961638	185	450,505,490	0,0,0	517,590,495	0,8,5	384	149	0.199192662605	1.0	1.0,1.0,1.0	1.0,0.966,0.975	0.02
186	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164959840	164960075	164953449	164953546	164961787	164961826	186	504,532,520	7,13,9	568,638,515	20,37,12	384	149	0.0006036456567	0.01785413153394553	0.965,0.941,0.957	0.917,0.87,0.943	0.044
187	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164961529	164961638	164953490	164953546	164961787	164961826	187	67,60,76	7,13,9	55,73,78	20,37,12	258	149	0.00935777644683	0.14498403055291847	0.847,0.727,0.83	0.614,0.533,0.79	0.156
188	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164961529	164961638	164959840	164960075	164961787	164961826	188	161,197,200	257,235,267	158,184,194	254,311,217	258	149	0.599524724312	1.0	0.266,0.326,0.302	0.264,0.255,0.341	0.011
189	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164963348	164963805	164961418	164961826	164972239	164972338	189	1267,1473,1465	5,0,0	1400,1774,1348	0,0,1	606	149	1	1.0	0.984,1.0,1.0	1.0,1.0,0.997	-0.004
190	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164963441	164963805	164961787	164961826	164972239	164972816	190	671,921,884	5,0,0	760,954,765	0,0,1	513	149	1	1.0	0.975,1.0,1.0	1.0,1.0,0.996	-0.007
197	"ENSMUSG00000031380"	"Vegfd"	chrX	+	163174597	163174788	163168799	163169025	163177428	163177577	197	68,27,76	1,0,0	45,44,35	0,0,0	340	149	1	1.0	0.968,1.0,1.0	1.0,1.0,1.0	-0.011
198	"ENSMUSG00000031379"	"Pir"	chrX	+	163054598	163054727	163052426	163052673	163063124	163063217	198	1483,1558,1606	13,23,28	1255,1263,1241	25,34,19	278	149	0.029631503057	0.33046368934096354	0.984,0.973,0.968	0.964,0.952,0.972	0.012
199	"ENSMUSG00000031379"	"Pir"	chrX	+	163063124	163063217	163054598	163054727	163078910	163078994	199	1212,1351,1492	0,0,2	1224,1154,1067	0,0,0	242	149	1	1.0	1.0,1.0,0.998	1.0,1.0,1.0	-0.001
200	"ENSMUSG00000031379"	"Pir"	chrX	+	163078910	163078994	163063124	163063217	163083219	163083426	200	1262,1431,1607	3,5,2	1340,1273,1134	1,6,0	233	149	1	1.0	0.996,0.995,0.998	0.999,0.993,1.0	-0.001
201	"ENSMUSG00000031379"	"Pir"	chrX	+	163083219	163083426	163063124	163063217	163113010	163113095	201	752,787,925	0,0,0	756,690,651	1,0,2	356	149	1	1.0	1.0,1.0,1.0	0.997,1.0,0.993	0.003
202	"ENSMUSG00000031379"	"Pir"	chrX	+	163113010	163113095	163083219	163083426	163141143	163141226	202	534,552,646	0,0,0	522,487,434	0,4,0	234	149	1	1.0	1.0,1.0,1.0	1.0,0.987,1.0	0.004
203	"ENSMUSG00000031379"	"Pir"	chrX	+	163125469	163125514	163113010	163113095	163141143	163141226	203	505,494,538	15,17,38	575,419,499	22,10,9	194	149	0.0147106210888	0.20148747365201836	0.963,0.957,0.916	0.953,0.97,0.977	-0.021
205	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162722301	162722411	162718438	162719961	162723114	162723170	205	240,270,246	0,2,1	244,301,228	5,0,2	259	149	0.677948788388	1.0	1.0,0.987,0.993	0.966,1.0,0.985	0.01
206	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162723114	162723170	162718438	162719961	162726095	162726309	206	106,106,121	0,5,0	101,153,88	0,0,2	205	149	0.540943013256	1.0	1.0,0.939,1.0	1.0,1.0,0.97	-0.01
207	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162739467	162739549	162737369	162737478	162740911	162740991	207	1735,1939,2058	0,0,4	1726,1790,1529	0,0,0	231	149	1	1.0	1.0,1.0,0.997	1.0,1.0,1.0	-0.001
208	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642294	161642442	161640052	161641004	161642868	161642927	208	676,825,829	0,0,3	617,750,571	0,0,0	297	149	1	1.0	1.0,1.0,0.993	1.0,1.0,1.0	-0.002
209	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642294	161642442	161640052	161641004	161646055	161646204	209	376,443,459	5,0,3	344,437,336	1,0,0	297	149	0.921534758556	1.0	0.974,1.0,0.987	0.994,1.0,1.0	-0.011
210	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642294	161642442	161640052	161641004	161655510	161655650	210	376,443,459	1,0,0	344,436,335	0,1,0	297	149	1	1.0	0.995,1.0,1.0	1.0,0.995,1.0	0.0
211	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642868	161642927	161640052	161641004	161646055	161646204	211	157,191,173	5,0,3	120,148,139	1,0,0	208	149	0.691582971126	1.0	0.957,1.0,0.976	0.989,1.0,1.0	-0.019
212	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642868	161642927	161640052	161641004	161655510	161655650	212	1,0,0	1,0,0	0,0,1	0,1,0	208	149	1	1.0	0.417,NA,NA	NA,0.0,1.0	-0.083
213	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642868	161642927	161642294	161642442	161646055	161646204	213	449,565,538	0,0,0	382,456,372	0,2,1	208	149	1	1.0	1.0,1.0,1.0	1.0,0.994,0.996	0.003
214	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642868	161642927	161642294	161642442	161655510	161655650	214	116,185,140	0,0,0	106,156,118	0,1,0	208	149	1	1.0	1.0,1.0,1.0	1.0,0.991,1.0	0.003
215	"ENSMUSG00000031357"	"Syap1"	chrX	-	161646055	161646204	161640052	161641004	161655510	161655650	215	364,396,348	1,0,0	223,267,249	0,1,0	298	149	1	1.0	0.995,1.0,1.0	1.0,0.993,1.0	0.001
216	"ENSMUSG00000031357"	"Syap1"	chrX	-	161646055	161646204	161642294	161642442	161655510	161655650	216	359,396,345	0,0,0	222,269,250	0,1,0	298	149	1	1.0	1.0,1.0,1.0	1.0,0.993,1.0	0.002
217	"ENSMUSG00000031357"	"Syap1"	chrX	-	161646055	161646204	161642868	161642927	161655510	161655650	217	693,780,743	1,4,0	500,567,506	1,0,3	298	149	1	1.0	0.997,0.99,1.0	0.996,1.0,0.988	0.001
218	"ENSMUSG00000031357"	"Syap1"	chrX	-	161665675	161665742	161661326	161661400	161665963	161666082	218	683,731,836	0,1,0	622,678,666	0,0,0	216	149	1	1.0	1.0,0.998,1.0	1.0,1.0,1.0	-0.001
219	"ENSMUSG00000031357"	"Syap1"	chrX	-	161665963	161666082	161661326	161661400	161671064	161671443	219	586,617,640	8,0,0	477,578,552	0,0,0	268	149	0.900745571603	1.0	0.976,1.0,1.0	1.0,1.0,1.0	-0.008
220	"ENSMUSG00000040855"	"Reps2"	chrX	-	161295674	161295728	161254790	161254852	161297274	161297344	220	4,6,1	6,0,0	0,0,0	0,0,2	203	149	1	1.0	0.329,1.0,1.0	NA,NA,0.0	0.776
222	"ENSMUSG00000031295"	"Phka2"	chrX	+	159285742	159285900	159285161	159285288	159306267	159306426	222	125,122,147	12,15,6	98,127,127	9,14,2	307	149	0.524097137144	1.0	0.835,0.798,0.922	0.841,0.815,0.969	-0.023
223	"ENSMUSG00000031295"	"Phka2"	chrX	+	159285748	159285900	159285167	159285288	159306267	159306426	223	116,139,172	12,15,6	102,140,151	9,14,2	301	149	0.463916061878	1.0	0.827,0.821,0.934	0.849,0.832,0.974	-0.024
224	"ENSMUSG00000031295"	"Phka2"	chrX	+	159306267	159306426	159285429	159285900	159310725	159310772	224	210,253,285	11,0,0	171,238,239	0,0,0	308	149	0.0535121433108	0.5029698123949183	0.902,1.0,1.0	1.0,1.0,1.0	-0.033
225	"ENSMUSG00000031295"	"Phka2"	chrX	+	159311842	159312011	159310725	159310773	159312910	159312993	225	274,233,278	0,0,0	176,221,177	1,0,0	318	149	1	1.0	1.0,1.0,1.0	0.988,1.0,1.0	0.004
226	"ENSMUSG00000031295"	"Phka2"	chrX	+	159314103	159314184	159312910	159312993	159315974	159316073	226	186,175,214	0,1,0	118,159,94	2,0,0	230	149	1	1.0	1.0,0.991,1.0	0.975,1.0,1.0	0.005
228	"ENSMUSG00000031295"	"Phka2"	chrX	+	159326629	159326683	159324364	159324511	159327207	159327330	228	107,175,203	0,0,1	125,167,147	0,0,0	203	149	1	1.0	1.0,1.0,0.993	1.0,1.0,1.0	-0.002
229	"ENSMUSG00000031295"	"Phka2"	chrX	+	159335708	159335816	159332170	159332266	159337296	159337375	229	108,123,109	1,0,0	105,156,133	0,0,2	257	149	1	1.0	0.984,1.0,1.0	1.0,1.0,0.975	0.003
231	"ENSMUSG00000031295"	"Phka2"	chrX	+	159365962	159365992	159364156	159364275	159367459	159367513	231	108,128,168	0,2,0	114,134,110	0,0,0	179	149	1	1.0	1.0,0.982,1.0	1.0,1.0,1.0	-0.006
232	"ENSMUSG00000031295"	"Phka2"	chrX	+	159369774	159369945	159367459	159367513	159371960	159372014	232	195,265,279	0,0,4	205,310,215	0,0,0	320	149	1	1.0	1.0,1.0,0.97	1.0,1.0,1.0	-0.01
233	"ENSMUSG00000031295"	"Phka2"	chrX	+	159369774	159369950	159367459	159367513	159371960	159372014	233	97,131,136	0,0,4	111,126,99	0,0,0	325	149	0.502957188676	1.0	1.0,1.0,0.94	1.0,1.0,1.0	-0.02
234	"ENSMUSG00000031295"	"Phka2"	chrX	+	159371960	159372014	159369774	159369945	159373163	159373364	234	128,178,173	0,7,0	132,250,160	1,0,2	203	149	0.649403202957	1.0	1.0,0.949,1.0	0.99,1.0,0.983	-0.008
235	"ENSMUSG00000031295"	"Phka2"	chrX	+	159373161	159373364	159371960	159372014	159373934	159374137	235	81,92,121	0,7,0	95,146,101	6,0,2	352	149	0.721711570171	1.0	1.0,0.848,1.0	0.87,1.0,0.955	0.008
236	"ENSMUSG00000031295"	"Phka2"	chrX	+	159373163	159373364	159371960	159372014	159373934	159374137	236	196,228,279	0,7,0	203,359,227	6,0,2	350	149	0.865018367847	1.0	1.0,0.933,1.0	0.935,1.0,0.98	0.006
237	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158331234	158331311	158315663	158315831	158334746	158334835	237	1546,1963,1773	8,2,11	1414,2098,1706	5,1,3	226	149	1	1.0	0.992,0.998,0.991	0.995,0.999,0.997	-0.003
238	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158331234	158331311	158315663	158315831	158336239	158336890	238	555,730,624	2,0,0	483,694,636	0,0,0	226	149	1	1.0	0.995,1.0,1.0	1.0,1.0,1.0	-0.002
239	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158334746	158335370	158315663	158315831	158336239	158336890	239	1924,2338,2115	2,0,0	1595,2432,2194	0,0,0	773	149	1	1.0	0.995,1.0,1.0	1.0,1.0,1.0	-0.002
240	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158334746	158335370	158331234	158331311	158336239	158336890	240	2912,3576,3263	3,0,0	2521,3844,3272	0,0,7	773	149	1	1.0	0.995,1.0,1.0	1.0,1.0,0.989	0.002
241	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158338470	158338646	158336239	158336890	158340438	158340553	241	264,334,343	0,0,0	263,349,507	1,0,6	325	149	0.888049721421	1.0	1.0,1.0,1.0	0.992,1.0,0.975	0.011
242	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158338470	158338646	158336239	158336890	158341330	158341394	242	157,142,192	0,0,0	156,192,286	1,6,2	325	149	0.128349124191	0.9204548402686847	1.0,1.0,1.0	0.986,0.936,0.985	0.031
243	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158340438	158340553	158336239	158336890	158341330	158341394	243	114,193,112	0,0,0	106,142,145	1,6,2	264	149	0.041455626711	0.42048227462550075	1.0,1.0,1.0	0.984,0.93,0.976	0.037
244	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158340438	158340553	158338470	158338646	158341330	158341394	244	221,385,263	0,0,0	212,299,361	0,0,1	264	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.995	0.002
245	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158349423	158349538	158342833	158342949	158350914	158351010	245	289,353,289	0,1,0	230,394,399	0,0,0	264	149	1	1.0	1.0,0.995,1.0	1.0,1.0,1.0	-0.002
246	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158350914	158351010	158342833	158342949	158357940	158358093	246	115,173,171	0,1,0	136,152,156	0,3,0	245	149	1	1.0	1.0,0.991,1.0	1.0,0.969,1.0	0.007
250	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156337878	156338074	156335911	156335987	156338592	156338687	250	990,1216,1102	0,0,2	1089,1307,1041	0,0,0	345	149	1	1.0	1.0,1.0,0.996	1.0,1.0,1.0	-0.001
251	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156341880	156342061	156338592	156338687	156344378	156344497	251	806,1049,876	8,2,5	922,1224,874	3,4,0	330	149	0.973978579833	1.0	0.978,0.996,0.988	0.993,0.993,1.0	-0.008
252	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156344378	156344497	156338592	156338687	156351136	156351812	252	21,8,5	0,0,5	11,7,0	0,0,0	268	149	1	1.0	1.0,1.0,0.357	1.0,1.0,NA	-0.214
253	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156344378	156344497	156338592	156338687	156355854	156355982	253	257,355,324	5,3,1	317,360,261	5,6,5	268	149	0.120431599597	0.8804399287330875	0.966,0.985,0.994	0.972,0.971,0.967	0.012
254	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156351136	156351812	156338592	156338687	156355854	156355982	254	488,491,575	5,3,1	403,414,370	5,6,5	825	149	0.0301463403075	0.3349143169054726	0.946,0.967,0.99	0.936,0.926,0.93	0.037
255	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156351136	156351812	156344378	156344497	156351929	156352001	255	634,581,692	0,0,0	508,517,445	0,4,1	825	149	0.596874449252	1.0	1.0,1.0,1.0	1.0,0.959,0.988	0.018
256	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156351136	156351812	156344378	156344497	156355854	156355982	256	501,500,571	328,493,390	416,420,370	392,502,332	825	149	0.00521256687493	0.09298325221095004	0.216,0.155,0.209	0.161,0.131,0.168	0.04
257	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156355854	156355982	156344378	156344497	156359079	156359183	257	922,1064,1015	0,0,0	1042,1176,845	0,0,7	277	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.985	0.005
258	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156374349	156374551	156359079	156359183	156381491	156381675	258	1575,1563,1777	1,5,1	1702,1833,1427	3,0,0	351	149	1	1.0	0.999,0.993,0.999	0.996,1.0,1.0	-0.002
259	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156376720	156376869	156374052	156374551	156381491	156381639	259	1040,1239,1041	496,522,665	1118,1617,919	543,599,454	298	149	0.240163722922	1.0	0.512,0.543,0.439	0.507,0.574,0.503	-0.03
261	"ENSMUSG00000071708"	"Sms"	chrX	-	156248819	156248884	156244956	156245132	156249393	156249487	261	2516,2831,2980	1,0,0	2778,2895,2394	0,0,0	214	149	1	1.0	0.999,1.0,1.0	1.0,1.0,1.0	-0.0
262	"ENSMUSG00000071708"	"Sms"	chrX	-	156248819	156248884	156244956	156245132	156252983	156253104	262	294,398,433	8,0,2	432,432,324	4,3,5	214	149	0.788052560192	1.0	0.962,1.0,0.993	0.987,0.99,0.978	0.0
263	"ENSMUSG00000071708"	"Sms"	chrX	-	156249393	156249487	156244956	156245132	156252983	156253104	263	702,829,684	8,0,2	480,721,584	4,3,5	243	149	1	1.0	0.982,1.0,0.995	0.987,0.993,0.986	0.004
264	"ENSMUSG00000071708"	"Sms"	chrX	-	156249393	156249487	156248819	156248884	156252983	156253104	264	2922,3267,3231	0,5,3	2830,3187,2656	3,3,3	243	149	1	1.0	1.0,0.998,0.998	0.998,0.998,0.998	0.001
265	"ENSMUSG00000071708"	"Sms"	chrX	-	156252983	156253104	156244956	156245132	156274900	156275040	265	1589,1775,1817	4,0,0	1409,1567,1480	1,0,0	270	149	1	1.0	0.995,1.0,1.0	0.999,1.0,1.0	-0.001
266	"ENSMUSG00000025287"	"Acot9"	chrX	+	154047031	154047089	154045500	154045670	154052654	154052749	266	1,14,1	961,1199,1092	1,23,5	978,1260,1041	207	149	0.903121872022	1.0	0.001,0.008,0.001	0.001,0.013,0.003	-0.002
267	"ENSMUSG00000025287"	"Acot9"	chrX	+	154056387	154056425	154055967	154056138	154064606	154064690	267	1044,1364,1359	2,0,0	1345,1625,1165	0,0,0	187	149	1	1.0	0.998,1.0,1.0	1.0,1.0,1.0	-0.001
268	"ENSMUSG00000025287"	"Acot9"	chrX	+	154076904	154076972	154069284	154069361	154078158	154078270	268	927,1312,1141	2,0,0	1110,1276,1021	0,0,2	217	149	1	1.0	0.997,1.0,1.0	1.0,1.0,0.997	0.0
269	"ENSMUSG00000025287"	"Acot9"	chrX	+	154078417	154078508	154078158	154078270	154078678	154078764	269	824,1126,997	1,3,0	923,1014,877	0,0,2	240	149	1	1.0	0.998,0.996,1.0	1.0,1.0,0.996	-0.001
270	"ENSMUSG00000025287"	"Acot9"	chrX	+	154078678	154078764	154078417	154078508	154079576	154079727	270	188,203,195	7,0,0	237,212,179	0,0,0	235	149	0.638664047148	1.0	0.945,1.0,1.0	1.0,1.0,1.0	-0.018
271	"ENSMUSG00000025287"	"Acot9"	chrX	+	154079320	154079408	154078678	154078764	154079576	154079727	271	639,773,761	0,0,0	676,763,717	2,0,0	237	149	1	1.0	1.0,1.0,1.0	0.995,1.0,1.0	0.002
272	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996933	153996127	153996663	153997028	153997130	272	419,695,653	0,2,0	636,653,572	0,0,2	190	149	1	1.0	1.0,0.996,1.0	1.0,1.0,0.996	0.0
273	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996933	153996127	153996663	153998596	153998680	273	99,158,128	2,0,0	119,162,119	0,0,0	190	149	1	1.0	0.975,1.0,1.0	1.0,1.0,1.0	-0.008
274	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996954	153996310	153996663	153997028	153997130	274	103,166,130	0,2,0	130,165,131	0,0,2	211	149	1	1.0	1.0,0.983,1.0	1.0,1.0,0.979	0.001
275	"ENSMUSG00000025283"	"Sat1"	chrX	-	153997028	153997130	153996127	153996663	153998596	153998680	275	463,551,614	2,0,0	678,649,677	0,0,0	251	149	1	1.0	0.993,1.0,1.0	1.0,1.0,1.0	-0.002
276	"ENSMUSG00000025283"	"Sat1"	chrX	-	153997028	153997130	153996892	153996933	153998596	153998680	276	760,1034,1103	0,0,2	1180,1110,1088	0,2,0	251	149	1	1.0	1.0,1.0,0.997	1.0,0.997,1.0	0.0
277	"ENSMUSG00000025283"	"Sat1"	chrX	-	153998116	153998226	153997028	153997130	153998596	153998680	277	124,201,118	597,739,825	185,206,149	897,839,861	259	149	0.870526477033	1.0	0.107,0.135,0.076	0.106,0.124,0.091	-0.001
278	"ENSMUSG00000025283"	"Sat1"	chrX	-	153998780	153998832	153998115	153998680	153999098	153999328	278	1013,1209,1246	0,0,0	1311,1559,1232	0,1,0	201	149	1	1.0	1.0,1.0,1.0	1.0,0.999,1.0	0.0
280	"ENSMUSG00000086316"	"Nbdy"	chrX	+	152508700	152508837	152506585	152506933	152511857	152511935	280	2067,2316,2320	0,3,0	2031,2448,1869	0,1,0	286	149	1	1.0	1.0,0.998,1.0	1.0,0.999,1.0	-0.0
281	"ENSMUSG00000086316"	"Nbdy"	chrX	+	152508700	152508837	152506585	152506933	152524035	152524916	281	1005,1067,1093	3,3,0	1025,1256,916	7,7,0	286	149	1	1.0	0.994,0.995,1.0	0.987,0.989,1.0	0.004
282	"ENSMUSG00000086316"	"Nbdy"	chrX	+	152509938	152510028	152508700	152508837	152511857	152511935	282	2,0,1	1110,1363,1296	3,4,0	1073,1291,1034	239	149	1	1.0	0.001,0.0,0.0	0.002,0.002,0.0	-0.001
283	"ENSMUSG00000086316"	"Nbdy"	chrX	+	152511857	152511935	152506585	152506933	152524035	152524080	283	108,173,122	3,3,0	164,158,121	7,7,0	227	149	0.059190219494	0.5391841849341088	0.959,0.974,1.0	0.939,0.937,1.0	0.019
284	"ENSMUSG00000086316"	"Nbdy"	chrX	+	152511857	152511935	152508700	152508837	152524035	152524080	284	1204,1526,1401	47,112,69	1218,1447,1149	67,99,81	227	149	0.165085102398	1.0	0.944,0.899,0.93	0.923,0.906,0.903	0.014
286	"ENSMUSG00000041649"	"Klf8"	chrX	+	152091847	152091920	152020743	152021088	152143291	152143479	286	5,13,3	3,6,0	5,8,6	0,0,5	222	149	0.184926330417	1.0	0.528,0.593,1.0	1.0,1.0,0.446	-0.108
287	"ENSMUSG00000041649"	"Klf8"	chrX	+	152091847	152091920	152020743	152021088	152153840	152153914	287	20,22,29	8,13,19	14,7,17	6,10,12	222	149	0.446055465068	1.0	0.627,0.532,0.506	0.61,0.32,0.487	0.083
288	"ENSMUSG00000041649"	"Klf8"	chrX	+	152142837	152142960	152142608	152142705	152143291	152143479	288	10,4,7	1,2,2	2,5,8	0,2,0	272	149	0.0174632652164	0.22627940578750222	0.846,0.523,0.657	1.0,0.578,1.0	-0.184
289	"ENSMUSG00000041649"	"Klf8"	chrX	+	152143291	152143479	152020946	152021088	152153840	152153914	289	70,87,77	8,13,19	83,92,73	6,10,12	337	149	0.158546533876	1.0	0.795,0.747,0.642	0.859,0.803,0.729	-0.069
290	"ENSMUSG00000041649"	"Klf8"	chrX	+	152143291	152143479	152091847	152091920	152153840	152153914	290	67,81,77	15,9,26	83,95,68	9,2,11	337	149	0.00957727177136	0.14745152792253266	0.664,0.799,0.567	0.803,0.955,0.732	-0.153
