"GeneID_clean","GeneSymbol","n_events","event_types","max_abs_dPSI"
"ENSMUSG00000028886","Eya3",2,"SE,MXE",0.207
"ENSMUSG00000028901","Gmeb1",1,"MXE",0.113
"ENSMUSG00000028919","Arhgef19",1,"SE",0.18
"ENSMUSG00000028995","Hycc1",1,"SE",0.161
"ENSMUSG00000029001","Fbxo44",1,"SE",0.149
"ENSMUSG00000029022","Miip",1,"SE",0.108
"ENSMUSG00000029055","Plch2",3,"SE,RI",0.381
"ENSMUSG00000029127","Zbtb49",2,"SE,MXE",0.149
"ENSMUSG00000029141","Slc4a1ap",1,"A3SS",0.235
"ENSMUSG00000029152","Ociad1",1,"SE",0.116
"ENSMUSG00000029165","Agbl5",2,"SE,RI",0.186
"ENSMUSG00000029203","Ube2k",1,"SE",0.157
"ENSMUSG00000029290","Zfp326",1,"RI",0.127
"ENSMUSG00000029405","G3bp2",1,"SE",0.121
"ENSMUSG00000029461","Fam168a",1,"SE",0.191
"ENSMUSG00000029462","Vps29",2,"SE",0.163
"ENSMUSG00000029478","Ncor2",1,"SE",0.145
"ENSMUSG00000029505","Ep400",1,"SE",0.188
"ENSMUSG00000029538","Srsf9",1,"SE",0.109
"ENSMUSG00000029676","Pot1a",1,"SE",0.18
"ENSMUSG00000029863","Casp2",1,"SE",0.378
"ENSMUSG00000029916","Agk",1,"SE",0.371
"ENSMUSG00000029924","Slc37a3",1,"SE",0.136
"ENSMUSG00000030166","Rad52",1,"A3SS",0.104
"ENSMUSG00000030172","Erc1",2,"SE",0.163
"ENSMUSG00000030206","Gsg1",1,"A5SS",0.204
"ENSMUSG00000030232","Aebp2",1,"MXE",0.121
"ENSMUSG00000030281","Il17rc",1,"SE",0.114
"ENSMUSG00000030314","Atg7",1,"SE",0.246
"ENSMUSG00000030329","Pianp",1,"RI",0.257
"ENSMUSG00000030498","Gas2",1,"SE",0.143
"ENSMUSG00000030509","Asb7",1,"SE",0.118
"ENSMUSG00000030512","Snrpa1",1,"RI",0.315
"ENSMUSG00000030688","Stard10",1,"SE",0.239
"ENSMUSG00000030741","Spns1",2,"SE,RI",0.465
"ENSMUSG00000030852","Tacc2",1,"SE",0.125
"ENSMUSG00000030922","Lyrm1",1,"SE",0.351
"ENSMUSG00000030929","Eri2",1,"A3SS",0.167
"ENSMUSG00000030987","Stim1",1,"SE",0.188
"ENSMUSG00000030990","Pgap2",2,"SE",0.257
"ENSMUSG00000031105","Slc25a14",1,"SE",0.299
"ENSMUSG00000031150","Ccdc120",1,"SE",0.103
"ENSMUSG00000031256","Cstf2",4,"SE,RI",0.19
"ENSMUSG00000031403","Dkc1",1,"SE",0.443
"ENSMUSG00000031485","Plpbp",1,"SE",0.104
"ENSMUSG00000031488","Rab11fip1",1,"SE",0.102
"ENSMUSG00000031561","Tenm3",2,"SE",0.204
"ENSMUSG00000031671","Setd6",2,"SE",0.278
"ENSMUSG00000031711","Zfp330",1,"RI",0.412
"ENSMUSG00000031736","Crnde",6,"A3SS,A5SS,MXE",0.187
"ENSMUSG00000031842","Pde4c",3,"SE,A3SS",0.428
"ENSMUSG00000031860","Pbx4",1,"SE",0.176
"ENSMUSG00000031982","Arv1",1,"A3SS",0.112
"ENSMUSG00000032126","Hmbs",1,"SE",0.245
"ENSMUSG00000032182","Yipf2",1,"SE",0.216
"ENSMUSG00000032212","Sltm",1,"SE",0.132
"ENSMUSG00000032217","Rnf111",1,"A3SS",0.112
"ENSMUSG00000032254","Kif23",1,"SE",0.186
"ENSMUSG00000032292","Nr2e3",1,"SE",0.111
"ENSMUSG00000032311","Nrg4",2,"SE,A3SS",0.46
"ENSMUSG00000032366","Tpm1",2,"SE,A3SS",0.12
"ENSMUSG00000032387","Rbpms2",1,"A3SS",0.13
"ENSMUSG00000032463","Faim",1,"SE",0.182
"ENSMUSG00000032479","Map4",1,"SE",0.134
"ENSMUSG00000032497","Lrrfip2",2,"SE,MXE",0.142
"ENSMUSG00000032534","Cep63",2,"SE",0.548
"ENSMUSG00000032577","Mapkapk3",2,"SE,A5SS",0.326
"ENSMUSG00000032599","Ip6k2",4,"SE,MXE",0.216
"ENSMUSG00000032633","Flcn",1,"A3SS",0.169
"ENSMUSG00000032637","Atxn2l",3,"SE,A5SS",0.23
"ENSMUSG00000032648","Pygm",1,"SE",0.667
"ENSMUSG00000032657","Entrep3",1,"SE",0.616
"ENSMUSG00000032735","Ablim3",1,"SE",0.285
"ENSMUSG00000032826","Ank2",2,"SE",0.192
"ENSMUSG00000033014","Trim33",1,"SE",0.121
"ENSMUSG00000033213","AA467197",1,"SE",0.217
"ENSMUSG00000033249","Hsf4",1,"MXE",0.123
"ENSMUSG00000033419","Snap91",3,"SE,MXE",0.209
"ENSMUSG00000033486","Catsper2",4,"SE",0.619
"ENSMUSG00000033540","Idua",2,"RI",0.226
"ENSMUSG00000033543","Gtf2a2",1,"SE",0.147
"ENSMUSG00000033768","Nrxn2",1,"A3SS",0.118
"ENSMUSG00000033819","Ppp1r16a",1,"SE",0.114
"ENSMUSG00000033902","Mapkbp1",1,"SE",0.12
"ENSMUSG00000034032","Rpap1",1,"SE",0.138
"ENSMUSG00000034071","Zfp551",1,"SE",0.184
"ENSMUSG00000034165","Ccnd3",1,"SE",0.225
"ENSMUSG00000034211","Mrps17",4,"SE,RI",0.151
"ENSMUSG00000034334","Fam151b",1,"SE",0.369
"ENSMUSG00000034377","Tulp4",1,"SE",0.184
"ENSMUSG00000034401","Spata6",1,"SE",0.11
"ENSMUSG00000034462","Pkd2",1,"SE",0.212
"ENSMUSG00000034473","Sec22a",1,"SE",0.144
"ENSMUSG00000034587","8430429K09Rik",1,"SE",0.579
"ENSMUSG00000034602","Mon2",1,"SE",0.104
"ENSMUSG00000034675","Dbn1",1,"RI",0.171
"ENSMUSG00000034729","Mrps10",1,"A3SS",0.117
"ENSMUSG00000034757","Tmub2",1,"SE",0.101
"ENSMUSG00000034842","Art3",2,"SE",0.136
"ENSMUSG00000034908","Sidt2",2,"SE",0.156
"ENSMUSG00000035215","Lsm7",1,"RI",0.169
"ENSMUSG00000035227","Spcs2",2,"SE",0.291
"ENSMUSG00000035392","Dennd1a",1,"SE",0.37
"ENSMUSG00000035469","Rcbtb1",3,"SE",0.606
"ENSMUSG00000035757","Selenoo",1,"A5SS",0.115
"ENSMUSG00000035770","Dync1li2",1,"SE",0.276
"ENSMUSG00000035773","Kiss1r",2,"SE,RI",0.231
"ENSMUSG00000035851","Ythdc1",1,"A5SS",0.13
"ENSMUSG00000035929","H2-Q4",1,"RI",0.459
"ENSMUSG00000035967","Ints6l",1,"RI",0.125
"ENSMUSG00000036009","Mettl25",1,"SE",0.144
"ENSMUSG00000036091","Hyal3",1,"SE",0.359
"ENSMUSG00000036112","Metap2",1,"SE",0.207
"ENSMUSG00000036120","Rfxank",1,"A5SS",0.196
"ENSMUSG00000036281","Snapc4",2,"SE,RI",0.164
"ENSMUSG00000036304","Zdhhc23",2,"A3SS",0.212
"ENSMUSG00000036529","Sbf1",1,"SE",0.134
"ENSMUSG00000036591","Arhgap21",1,"SE",0.21
"ENSMUSG00000036644","Tbc1d9b",2,"SE",0.261
"ENSMUSG00000036775","Decr2",1,"SE",0.473
"ENSMUSG00000036817","Sun1",3,"SE",0.156
"ENSMUSG00000036882","Arhgap33",1,"SE",0.106
"ENSMUSG00000036977","Anapc10",2,"A3SS",0.152
"ENSMUSG00000037017","Zscan21",1,"A5SS",0.12
"ENSMUSG00000037103","Dcaf15",1,"A5SS",0.116
"ENSMUSG00000037126","Psd",1,"SE",0.107
"ENSMUSG00000037426","Depdc5",2,"SE",0.134
"ENSMUSG00000037541","Shank2",1,"SE",0.216
"ENSMUSG00000037552","Plekhg2",1,"RI",0.12
"ENSMUSG00000037716","Ccdc33",1,"A5SS",0.305
"ENSMUSG00000037805","Rpl10a",1,"RI",0.127
"ENSMUSG00000037816","Fbxw17",2,"A5SS",0.128
"ENSMUSG00000037822","Smim14",1,"SE",0.122
"ENSMUSG00000037971","Cfap68",1,"A3SS",0.282
"ENSMUSG00000037997","Parp11",1,"SE",0.298
"ENSMUSG00000038005","Hpf1",1,"SE",0.128
"ENSMUSG00000038143","Stox2",1,"SE",0.109
"ENSMUSG00000038292","Kash5",1,"SE",0.173
"ENSMUSG00000038495","Otud7b",3,"SE,MXE",0.199
"ENSMUSG00000038526","Car14",1,"SE",0.423
"ENSMUSG00000038569","Rad9b",1,"A5SS",0.22
"ENSMUSG00000038618","Rassf7",2,"SE",0.12
"ENSMUSG00000038637","Lrrc56",1,"RI",0.178
"ENSMUSG00000038781","Stap2",1,"RI",0.227
"ENSMUSG00000038807","Rap1gap2",1,"SE",0.148
"ENSMUSG00000038876","Rnf146",1,"SE",0.111
"ENSMUSG00000038930","Rccd1",1,"RI",0.149
"ENSMUSG00000039099","Wdr93",1,"SE",0.377
"ENSMUSG00000039110","Mycbpap",1,"RI",0.182
"ENSMUSG00000039159","Ube2h",1,"SE",0.13
"ENSMUSG00000039205","Ciz1",2,"RI",0.127
"ENSMUSG00000039262","Prrc2b",1,"SE",0.157
"ENSMUSG00000039275","Foxk2",1,"SE",0.253
"ENSMUSG00000039296","Spdye4a",1,"SE",0.296
"ENSMUSG00000039298","Cdk5rap2",1,"SE",0.412
"ENSMUSG00000039458","Mtmr12",1,"A5SS",0.132
"ENSMUSG00000039477","Tnrc18",1,"SE",0.125
"ENSMUSG00000039480","Nt5dc1",1,"A3SS",0.126
"ENSMUSG00000039501","Znfx1",1,"MXE",0.125
"ENSMUSG00000039542","Ncam1",1,"SE",0.382
"ENSMUSG00000039599","Fam149b",1,"SE",0.29
"ENSMUSG00000039623","Ap5z1",1,"RI",0.152
"ENSMUSG00000039742","Garin1b",1,"A3SS",0.526
"ENSMUSG00000039952","Dag1",1,"SE",0.104
"ENSMUSG00000039958","Etfbkmt",1,"SE",0.132
"ENSMUSG00000039988","Ankrd13c",1,"A3SS",0.52
"ENSMUSG00000040139","9430038I01Rik",1,"SE",0.186
"ENSMUSG00000040247","Tbc1d10c",1,"MXE",0.537
"ENSMUSG00000040356","Skic2",1,"RI",0.141
"ENSMUSG00000040428","Plekha4",1,"SE",0.177
"ENSMUSG00000040451","Sgms1",2,"SE",0.319
"ENSMUSG00000040455","Usp45",1,"SE",0.102
"ENSMUSG00000040548","Tex2",1,"A3SS",0.101
"ENSMUSG00000040687","Madd",1,"SE",0.143
"ENSMUSG00000040711","Sh3pxd2b",1,"SE",0.172
"ENSMUSG00000040782","Cop1",1,"SE",0.103
"ENSMUSG00000040990","Sh3kbp1",2,"SE,MXE",0.529
"ENSMUSG00000041258","Zfp236",1,"SE",0.124
"ENSMUSG00000041328","Pcf11",1,"A5SS",0.222
"ENSMUSG00000041420","Meis3",1,"RI",0.101
"ENSMUSG00000041477","Dcp1b",1,"RI",0.123
"ENSMUSG00000041488","Stx3",1,"SE",0.219
"ENSMUSG00000041530","Ago1",1,"A3SS",0.114
"ENSMUSG00000041607","Mbp",1,"SE",0.267
"ENSMUSG00000041609","Bicdl1",2,"SE",0.199
"ENSMUSG00000041617","Ccdc74a",1,"MXE",0.284
"ENSMUSG00000041679","Fbxl9",1,"A3SS",0.372
"ENSMUSG00000041720","Pi4ka",1,"SE",0.344
"ENSMUSG00000041740","Rnf10",2,"SE",0.623
"ENSMUSG00000041757","Plekha6",9,"SE,MXE",0.337
"ENSMUSG00000041890","Git2",1,"SE",0.106
"ENSMUSG00000041921","Metap1d",1,"SE",0.233
"ENSMUSG00000042210","Abhd14a",1,"SE",0.163
"ENSMUSG00000042350","Arel1",1,"SE",0.352
"ENSMUSG00000042354","Gnl3",1,"SE",0.446
"ENSMUSG00000042439","Zfp532",2,"SE",0.418
"ENSMUSG00000042564","Fam227a",1,"SE",0.506
"ENSMUSG00000042675","Ypel3",1,"SE",0.36
"ENSMUSG00000042751","Nmnat2",1,"SE",0.407
"ENSMUSG00000042870","Tom1",3,"SE,MXE",0.213
"ENSMUSG00000042997","Nhlrc3",1,"SE",0.174
"ENSMUSG00000043019","Edem3",2,"SE",0.115
"ENSMUSG00000043067","Dpy19l1",2,"SE",0.413
"ENSMUSG00000043085","Tmem82",1,"A3SS",0.215
"ENSMUSG00000043323","Fbrsl1",2,"SE",0.145
"ENSMUSG00000043795","Prr33",1,"SE",0.313
"ENSMUSG00000043831","Lysmd4",1,"SE",0.106
"ENSMUSG00000043923","Ccdc84",1,"A5SS",0.158
"ENSMUSG00000044164","Rnf182",1,"SE",0.115
"ENSMUSG00000044835","Ankrd45",1,"SE",0.583
"ENSMUSG00000044966","Fbxo48",1,"RI",0.156
"ENSMUSG00000045031","Cetn4",2,"SE",0.341
"ENSMUSG00000045095","Magi1",2,"SE",0.171
"ENSMUSG00000045100","Slc25a26",1,"SE",0.173
"ENSMUSG00000045251","Zfp688",1,"SE",0.101
"ENSMUSG00000045252","Zfp574",1,"SE",0.227
"ENSMUSG00000045438","Cox19",1,"SE",0.201
"ENSMUSG00000045761","Togaram2",1,"SE",0.161
"ENSMUSG00000045983","Eif4g1",1,"SE",0.166
"ENSMUSG00000046295","Ankle1",2,"RI",0.105
"ENSMUSG00000046311","Zfp62",1,"SE",0.285
"ENSMUSG00000046774","8030474K03Rik",1,"A5SS",0.198
"ENSMUSG00000046822","Slc39a3",2,"SE,A3SS",0.195
"ENSMUSG00000046844","Vat1l",1,"SE",0.892
"ENSMUSG00000047045","Tmem164",1,"SE",0.137
"ENSMUSG00000047248","C2cd3",1,"SE",0.104
"ENSMUSG00000048029","Eno4",6,"SE,A3SS",0.805
"ENSMUSG00000048440","Cyp4f16",1,"SE",0.108
"ENSMUSG00000048502","Duxbl1",2,"SE,A3SS",0.284
"ENSMUSG00000049411","Tmem241",1,"MXE",0.234
"ENSMUSG00000049550","Clip1",1,"SE",0.128
"ENSMUSG00000049807","Arhgap23",1,"SE",0.228
"ENSMUSG00000050549","Fam241a",1,"SE",0.154
"ENSMUSG00000050565","Tor1aip2",5,"SE",0.298
"ENSMUSG00000050944","Efcab5",1,"SE",0.541
"ENSMUSG00000050994","Adgb",3,"SE,A3SS",0.519
"ENSMUSG00000051331","Cacna1c",4,"SE",0.194
"ENSMUSG00000051343","Rab11fip5",1,"SE",0.117
"ENSMUSG00000051510","Mafg",2,"SE",0.201
"ENSMUSG00000051517","Arhgef39",1,"RI",0.105
"ENSMUSG00000051527","Usp29",1,"SE",0.2
"ENSMUSG00000052373","Mpp3",1,"A3SS",0.232
"ENSMUSG00000052446","Zfp961",2,"SE,A5SS",0.563
"ENSMUSG00000052525","Spdya",3,"SE",0.318
"ENSMUSG00000052760","A630001G21Rik",1,"A3SS",0.126
"ENSMUSG00000053841","Txlna",1,"RI",0.123
"ENSMUSG00000054874","Pcnx3",2,"A3SS",0.342
"ENSMUSG00000054966","Lmntd1",1,"SE",0.327
"ENSMUSG00000055681","Cope",1,"RI",0.238
"ENSMUSG00000055720","Ubl7",1,"A3SS",0.462
"ENSMUSG00000055762","Eef1d",2,"SE",0.157
"ENSMUSG00000055850","Rnf181",1,"A3SS",0.178
"ENSMUSG00000056204","Pgpep1",1,"SE",0.623
"ENSMUSG00000056917","Sipa1",3,"SE,A3SS",0.455
"ENSMUSG00000056938","Acbd4",1,"RI",0.163
"ENSMUSG00000057054","Inca1",2,"A3SS,A5SS",0.212
"ENSMUSG00000057176","Ccdc189",1,"SE",0.158
"ENSMUSG00000057541","Pus7",1,"SE",0.11
"ENSMUSG00000057738","Sptan1",1,"SE",0.114
"ENSMUSG00000057858","Fam204a",6,"SE",0.194
"ENSMUSG00000058420","Syt17",1,"A3SS",0.831
"ENSMUSG00000058486","Wdr91",2,"SE",0.594
"ENSMUSG00000058729","Lin9",1,"SE",0.125
"ENSMUSG00000058740","Kcnt1",1,"A3SS",0.558
"ENSMUSG00000058966","Tlcd3b",1,"SE",0.153
"ENSMUSG00000059022","Kcp",1,"A3SS",0.2
"ENSMUSG00000059291","Rpl11",1,"SE",0.139
