"VastDB.ID","gene","length","chrom","start","end","strand","neural.trend","ASD.trend","Ptbp1.dPSI","Ptbp1.signif","Srrm4.dPSI","Srrm4.signif","Srrm3.Srrm4.dPSI","Srrm3.Srrm4.signif","Srsf11.dPSI","Srsf11.signif","Rbfox2.dPSI","Rbfox2.signif","Srrm3.dPSI","Srrm3.signif","Rnps1.dPSI","Rnps1.signif","srrm3_srrm4_dPSI","srrm3_dPSI","srrm4_dPSI","srrm3_srrm4_signif","srrm3_signif","srrm4_signif","match_type","n_rmats_candidates","rmats_id","rmats_gene","rmats_chr","rmats_start","rmats_end","rmats_exon_size","rmats_dPSI","rmats_FDR","rmats_PValue"
"MmuEX0000308","1600020E01Rik",198,"chr6",86482302,86513425,"+",NA,NA,NA,"n.s.",-1.5,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",-1,"n.s.",-3,"n.s.",NA,-0.01,-0.015,"n.s.","n.s.","n.s.","gene_size",3,15583,"1600020E01Rik","chr6",86527899,86528096,198,0.445,0.00355774422498217,9.87481543459e-05
"MmuEX0000310","1600020E01Rik",106,"chr6",86482302,86514269,"+",NA,NA,-1,"n.s.",-0.1,"n.s.",0,"n.s.",0,"n.s.",-3,"n.s.",-1,"n.s.",-2,"n.s.",0,-0.01,-0.001,"n.s.","n.s.","n.s.","gene_size",1,15585,"1600020E01Rik","chr6",86540414,86540519,106,0.004,1,1
"MmuEX0000475","1700025G04Rik",223,"chr1",153827651,153937061,"-",NA,NA,0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",-1,"n.s.",0,"n.s.",0,"n.s.",0,0,0,"n.s.","n.s.","n.s.","gene_size",1,28928,"1700025G04Rik","chr1",151882296,151882518,223,0,1,1
"MmuEX0000476","1700025G04Rik",137,"chr1",153768254,153827555,"-",NA,NA,NA,"n.s.",0,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",0,"n.s.",NA,"n.s.",NA,0,0,"n.s.","n.s.","n.s.","gene_size",1,28926,"1700025G04Rik","chr1",151850103,151850239,137,0.001,1,1
"MmuEX0000546","1700037H04Rik",138,"chr2",130979447,130985688,"-",NA,NA,3,"n.s.",-1.6,"n.s.",0,"n.s.",-3,"n.s.",-1,"n.s.",0,"n.s.",0,"n.s.",0,0,-0.016,"n.s.","n.s.","n.s.","gene_size_contained",5,29157,"1700037H04Rik","chr2",130997562,130997699,138,0.002,1,0.585909519502
"MmuEX0000547","1700037H04Rik",117,"chr2",130977497,130985688,"-",NA,NA,0,"n.s.",-0.8,"n.s.",1,"n.s.",0,"n.s.",-2,"n.s.",0,"n.s.",-1,"n.s.",0.01,0,-0.008,"n.s.","n.s.","n.s.","gene_size",3,29154,"1700037H04Rik","chr2",130995514,130995630,117,0.012,1,0.878846881509
"MmuEX0000548","1700037H04Rik",139,"chr2",130974031,130979320,"-",NA,NA,0,"n.s.",0.5,"n.s.",0,"n.s.",-1,"n.s.",-1,"n.s.",0,"n.s.",-1,"n.s.",0,0,0.005,"n.s.","n.s.","n.s.","gene_size_contained",5,29150,"1700037H04Rik","chr2",130993538,130993676,139,0.006,1,1
"MmuEX0000549","1700037H04Rik",102,"chr2",130974031,130977353,"-",NA,NA,0,"n.s.",0.8,"n.s.",0,"n.s.",1,"n.s.",1,"n.s.",1,"n.s.",2,"n.s.",0,0.01,0.008,"n.s.","n.s.","n.s.","gene_size",1,29148,"1700037H04Rik","chr2",130991361,130991462,102,0.004,1,0.803781476561
"MmuEX0000599","1700086O06Rik",179,"chr18",38398844,38409367,"-",NA,NA,NA,"n.s.",NA,NA,8,"n.s.",NA,"n.s.",-6,"n.s.",NA,"n.s.",NA,"n.s.",0.08,NA,NA,"n.s.","n.s.",NA,"gene_size",5,51135,"1700086O06Rik","chr18",38372626,38372804,179,0.731,1.78365023538485e-10,3.97681887421e-13
"MmuEX0000600","1700088E04Rik",101,"chr15",78965653,78966066,"-",NA,NA,2,"n.s.",1.2,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",0,"n.s.",NA,"n.s.",NA,0,0.012,"n.s.","n.s.","n.s.","gene_size",1,24363,"1700088E04Rik","chr15",79019553,79019653,101,0.01,1,1
"MmuEX0000602","1700088E04Rik",63,"chr15",78966196,78971198,"-",NA,NA,1,"n.s.",2.4,"n.s.",-5,"n.s.",-14,"n.s.",-9,"n.s.",17,"higher",15,"n.s.",-0.05,0.17,0.024,"n.s.","higher","n.s.","gene_size",5,24371,"1700088E04Rik","chr15",79023438,79023500,63,-0.107,1,1
"MmuEX0000604","1700088E04Rik",183,"chr15",78966196,78969667,"-",NA,NA,-8,"n.s.",8.1,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",-1,"n.s.",-12,"n.s.",NA,-0.01,0.081,"n.s.","n.s.","n.s.","gene_size",3,24366,"1700088E04Rik","chr15",79020507,79020689,183,-0.084,1,0.291415642381
"MmuEX0000639","1810009A15Rik",91,"chr19",8963809,8964492,"+",NA,NA,-1,"n.s.",1.4,"n.s.",0,"n.s.",-2,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,0,0.014,"n.s.","n.s.","n.s.","gene_size",1,1676,"1810009A15Rik","chr19",8867001,8867091,91,0.002,1,0.514871816914
"MmuEX0000668","1810030O07Rik",120,"chrX",12241776,12250151,"-",NA,NA,1,"n.s.",0,"n.s.",NA,"n.s.",0,"n.s.",NA,"n.s.",0,"n.s.",-2,"n.s.",NA,0,0,"n.s.","n.s.","n.s.","gene_size",1,8656,"1810030O07Rik","chrX",12535766,12535885,120,-0.004,1,1
"MmuEX0000670","1810030O07Rik",180,"chrX",12235151,12241625,"-",NA,NA,4,"n.s.",0.7,"n.s.",3,"n.s.",2,"n.s.",-3,"n.s.",0,"n.s.",-2,"n.s.",0.03,0,0.007,"n.s.","n.s.","n.s.","gene_size",2,8653,"1810030O07Rik","chrX",12528889,12529068,180,-0.025,0.215124945167561,0.019366947891
"MmuEX0000688","1810055G02Rik",219,"chr19",3708509,3715637,"+",NA,NA,-1,"n.s.",-1.3,"n.s.",0,"n.s.",-18,"lower",-20,"lower",-1,"n.s.",-6,"n.s.",0,-0.01,-0.013,"n.s.","n.s.","n.s.","gene_size",2,4368,"1810055G02Rik","chr19",3764407,3764625,219,-0.017,0.660724476344996,0.0908596201473
"MmuEX0000701","2010001A14Rik",148,"chr11",57609297,57609813,"-",NA,NA,6,"n.s.",4.6,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,NA,0.046,"n.s.","n.s.","n.s.","gene_size",2,25910,"2010001A14Rik","chr11",57686852,57686999,148,0.061,0.0249316195848359,0.00113023883163
"MmuEX0000748","2010204K13Rik",140,"chrX",6989659,7006632,"-",NA,NA,2,"n.s.",-3.8,"n.s.",NA,"n.s.",-2,"n.s.",-5,"n.s.",3,"n.s.",2,"n.s.",NA,0.03,-0.038,"n.s.","n.s.","n.s.","gene_size",1,40687,"2010204K13Rik","chrX",7290384,7290523,140,-0.002,1,1
"MmuEX0000797","2210408F21Rik",254,"chr6",31170520,31227847,"+",NA,NA,-2,"n.s.",-6.9,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",6,"n.s.",-6,"n.s.",NA,0.06,-0.069,"n.s.","n.s.","n.s.","gene_size",6,46120,"2210408F21Rik","chr6",31221040,31221293,254,-0.032,0.0234894845183569,0.00104728599393
"MmuEX0000798","2210408F21Rik",108,"chr6",31170520,31235002,"+",NA,NA,-2,"n.s.",-1.9,"n.s.",3,"n.s.",-7,"n.s.",-2,"n.s.",9,"n.s.",0,"n.s.",0.03,0.09,-0.019,"n.s.","n.s.","n.s.","gene_size_contained",8,46134,"2210408F21Rik","chr6",31254783,31254890,108,-0.024,1,0.444730379689
"MmuEX0000799","2210408F21Rik",118,"chr6",31227956,31285990,"+",NA,NA,NA,"n.s.",2.3,"n.s.",NA,"n.s.",NA,NA,NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,NA,0.023,"n.s.","n.s.","n.s.","gene_size",7,46144,"2210408F21Rik","chr6",31261938,31262055,118,0.057,0.00996964894822994,0.000355302529185
"MmuEX0000800","2210408F21Rik",29,"chr6",31235121,31285990,"+",NA,NA,3,"n.s.",9.6,"n.s.",4,"n.s.",5,"n.s.",5,"n.s.",-6,"n.s.",-7,"n.s.",0.04,-0.06,0.096,"n.s.","n.s.","n.s.","gene_size",2,46167,"2210408F21Rik","chr6",31305267,31305295,29,0.173,0.380694405482486,0.0420186746593
"MmuEX0000890","2310022A10Rik",121,"chr7",28338373,28345570,"+",NA,NA,0,"n.s.",0,"n.s.",0,"n.s.",-1,"n.s.",0,"n.s.",1,"n.s.",1,"n.s.",0,0.01,0,"n.s.","n.s.","n.s.","gene_size",1,21411,"2310022A10Rik","chr7",27255839,27255959,121,0.001,1,1
"MmuEX0000902","2310033P09Rik",46,"chr11",59022176,59022470,"+",NA,NA,-1,"n.s.",0.3,"n.s.",-1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",-1,"n.s.",-0.01,0,0.003,"n.s.","n.s.","n.s.","gene_size",2,48778,"2310033P09Rik","chr11",59099646,59099691,46,-0.002,1,1
"MmuEX0000903","2310033P09Rik",83,"chr11",59022368,59022629,"+",NA,NA,0,"n.s.",1.4,"n.s.",-1,"n.s.",0,"n.s.",-2,"n.s.",0,"n.s.",-2,"n.s.",-0.01,0,0.014,"n.s.","n.s.","n.s.","gene_size",3,48780,"2310033P09Rik","chr11",59099795,59099877,83,1,1,1
"MmuEX0000904","2310033P09Rik",73,"chr11",59022554,59022809,"+",NA,NA,0,"n.s.",0.3,"n.s.",-1,"n.s.",0,"n.s.",-2,"n.s.",-1,"n.s.",0,"n.s.",-0.01,-0.01,0.003,"n.s.","n.s.","n.s.","gene_size",2,48782,"2310033P09Rik","chr11",59099954,59100026,73,0.002,1,1
"MmuEX0000956","2310057M21Rik",207,"chr7",138494617,138504402,"-",NA,NA,0,"n.s.",-0.1,"n.s.",0,"n.s.",-1,"n.s.",-1,"n.s.",0,"n.s.",0,"n.s.",0,0,-0.001,"n.s.","n.s.","n.s.","gene_size",2,27801,"2310057M21Rik","chr7",130959189,130959395,207,0.013,1,1
"MmuEX0000959","2310057M21Rik",73,"chr7",138501181,138505246,"-",NA,NA,0,"n.s.",-0.3,"n.s.",1,"n.s.",1,"n.s.",0,"n.s.",4,"n.s.",6,"n.s.",0.01,0.04,-0.003,"n.s.","n.s.","n.s.","gene_size",2,27803,"2310057M21Rik","chr7",130962618,130962690,73,0.021,0.0330682285304188,0.00163654669383
"MmuEX0000986","2410002F23Rik",166,"chr7",51502194,51503621,"+","Neural-low",NA,-13,"lower",-3.3,"n.s.",-4,"n.s.",-8,"n.s.",-16,"lower",-4,"n.s.",7,"n.s.",-0.04,-0.04,-0.033,"n.s.","n.s.","n.s.","gene_size",4,52958,"2410002F23Rik","chr7",43896675,43896840,166,0.211,0,0
"MmuEX0000987","2410002F23Rik",150,"chr7",51502194,51503621,"+",NA,NA,-5,"n.s.",NA,"n.s.",-1,"n.s.",NA,"n.s.",-2,"n.s.",0,"n.s.",-4,"n.s.",-0.01,0,NA,"n.s.","n.s.","n.s.","gene_size",3,52961,"2410002F23Rik","chr7",43897334,43897483,150,-0.21,2.452743615685e-11,4.60742555219e-14
"MmuEX0000997","2410004B18Rik",92,"chr3",145602061,145606725,"+",NA,NA,NA,"n.s.",0.1,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,NA,0.001,"n.s.","n.s.","n.s.","gene_size",2,17573,"2410004B18Rik","chr3",145646950,145647041,92,0.012,0.410915461114526,0.0468331520436
"MmuEX0000998","2410004B18Rik",127,"chr3",145601293,145601861,"+",NA,"n.s.",10,"n.s.",3.5,"n.s.",-4,"n.s.",1,"n.s.",0,"n.s.",-5,"n.s.",-9,"n.s.",-0.04,-0.05,0.035,"n.s.","n.s.","n.s.","gene_size",1,17572,"2410004B18Rik","chr3",145644298,145644424,127,-0.055,0.141344665514939,0.011015062415
"MmuEX0001002","2410006H16Rik",50,"chr11",62416785,62417904,"+",NA,NA,0,"n.s.",-0.1,"n.s.",0,"n.s.",0,"n.s.",-1,"n.s.",0,"n.s.",0,"n.s.",0,0,-0.001,"n.s.","n.s.","n.s.","gene_size_contained",4,66413,"2410006H16Rik","chr11",62494423,62494472,50,0,1,1
"MmuEX0001070","2610008E11Rik",95,"chr10",78530797,78551031,"-",NA,NA,NA,"n.s.",NA,"n.s.",1,"n.s.",0,"n.s.",1,"n.s.",NA,"n.s.",NA,NA,0.01,NA,NA,"n.s.","n.s.","n.s.","gene_size",1,36409,"2610008E11Rik","chr10",78928246,78928338,93,0.006,1,1
"MmuEX0001071","2610008E11Rik",93,"chr10",78551125,78557175,"-",NA,NA,0,"n.s.",NA,"n.s.",1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0.01,0,NA,"n.s.","n.s.","n.s.","gene_size",1,36409,"2610008E11Rik","chr10",78928246,78928338,93,0.006,1,1
"MmuEX0001151","2610318N02Rik",143,"chr16",17121645,17125082,"-","Neural-low",NA,1,"n.s.",-0.1,"n.s.",1,"n.s.",3,"n.s.",-1,"n.s.",0,"n.s.",2,"n.s.",0.01,0,-0.001,"n.s.","n.s.","n.s.","gene_size",1,50585,"2610318N02Rik","chr16",16941376,16941518,143,0.01,0.409720773531189,0.0466538322207
"MmuEX0001178","2700049A03Rik",73,"chr12",72261396,72263562,"+",NA,NA,1,"n.s.",0.1,"n.s.",1,"n.s.",0,"n.s.",1,"n.s.",0,"n.s.",1,"n.s.",0.01,0,0.001,"n.s.","n.s.","n.s.","gene_size",2,11922,"2700049A03Rik","chr12",71188824,71188893,70,0.008,1,1
"MmuEX0001179","2700049A03Rik",175,"chr12",72263788,72268052,"+",NA,NA,1,"n.s.",-0.4,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",-1,"n.s.",0,0,-0.004,"n.s.","n.s.","n.s.","gene_size_contained",3,11927,"2700049A03Rik","chr12",71211158,71211332,175,-0.009,1,1
"MmuEX0001183","2700049A03Rik",175,"chr12",72243107,72251229,"+",NA,NA,0,"n.s.",-0.7,"n.s.",1,"n.s.",-4,"n.s.",-1,"n.s.",-2,"n.s.",-3,"n.s.",0.01,-0.02,-0.007,"n.s.","n.s.","n.s.","gene_size_contained",3,11923,"2700049A03Rik","chr12",71195018,71195192,175,0.005,1,1
"MmuEX0001185","2700049A03Rik",70,"chr12",72241922,72249230,"+",NA,NA,2,"n.s.",-0.1,"n.s.",-2,"n.s.",-6,"n.s.",-3,"n.s.",1,"n.s.",-1,"n.s.",-0.02,0.01,-0.001,"n.s.","n.s.","n.s.","gene_size",2,11922,"2700049A03Rik","chr12",71188824,71188893,70,0.008,1,1
"MmuEX0001187","2700049A03Rik",162,"chr12",72253785,72258033,"+",NA,NA,1,"n.s.",1.7,"n.s.",1,"n.s.",5,"n.s.",-3,"n.s.",1,"n.s.",-4,"n.s.",0.01,0.01,0.017,"n.s.","n.s.","n.s.","gene_size",1,11926,"2700049A03Rik","chr12",71201536,71201697,162,-0.01,1,0.509653252397
"MmuEX0001188","2700049A03Rik",119,"chr12",72279010,72285409,"+",NA,NA,1,"n.s.",0.4,"n.s.",0,"n.s.",-2,"n.s.",-1,"n.s.",-1,"n.s.",-3,"n.s.",0,-0.01,0.004,"n.s.","n.s.","n.s.","gene_size",1,11925,"2700049A03Rik","chr12",71198159,71198274,116,-0.006,1,1
"MmuEX0001195","2700062C07Rik",23,"chr18",24629482,24631450,"+",NA,NA,NA,"n.s.",NA,"n.s.",0,"n.s.",-3,"n.s.",-6,"n.s.",NA,"n.s.",NA,"n.s.",0,NA,NA,"n.s.","n.s.","n.s.","gene_size",2,2741,"2700062C07Rik","chr18",24604119,24604141,23,-0.102,0.0216985677542389,0.00094623340343
"MmuEX0001207","2700097O09Rik",122,"chr12",56162181,56180967,"-",NA,NA,-3,"n.s.",-2.2,"n.s.",0,"n.s.",-10,"n.s.",-4,"n.s.",2,"n.s.",2,"n.s.",0,0.02,-0.022,"n.s.","n.s.","n.s.","gene_size",1,12144,"2700097O09Rik","chr12",55109773,55109894,122,-0.027,1,1
"MmuEX0001208","2700097O09Rik",91,"chr12",56146931,56154287,"-",NA,NA,4,"n.s.",2.1,"n.s.",8,"n.s.",NA,"n.s.",4,"n.s.",1,"n.s.",-14,"n.s.",0.08,0.01,0.021,"n.s.","n.s.","n.s.","gene_size",1,12140,"2700097O09Rik","chr12",55095672,55095762,91,-0.047,0.397976647974568,0.0446785220218
"MmuEX0001210","2700097O09Rik",122,"chr12",56158340,56162041,"-",NA,NA,-3,"n.s.",6.5,"n.s.",2,"n.s.",-14,"n.s.",4,"n.s.",-3,"n.s.",-3,"n.s.",0.02,-0.03,0.065,"n.s.","n.s.","n.s.","gene_size",1,12144,"2700097O09Rik","chr12",55109773,55109894,122,-0.027,1,1
"MmuEX0001211","2700097O09Rik",111,"chr12",56154395,56160443,"-",NA,NA,-5,"n.s.",0.8,"n.s.",NA,"n.s.",-23,"lower",4,"n.s.",-1,"n.s.",-1,"n.s.",NA,-0.01,0.008,"n.s.","n.s.","n.s.","gene_size_contained",3,12143,"2700097O09Rik","chr12",55104027,55104137,111,0.009,1,1
"MmuEX0001212","2700097O09Rik",107,"chr12",56149965,56158228,"-",NA,NA,-5,"n.s.",-5.1,"n.s.",NA,"n.s.",NA,"n.s.",-13,"n.s.",6,"n.s.",5,"n.s.",NA,0.06,-0.051,"n.s.","n.s.","n.s.","gene_size_contained",3,12141,"2700097O09Rik","chr12",55100086,55100192,107,0.03,1,0.435014307172
"MmuEX0001242","2810408A11Rik",246,"chr11",69711913,69712684,"-",NA,NA,0,"n.s.",-0.9,"n.s.",NA,"n.s.",NA,"n.s.",NA,NA,-3,"n.s.",NA,"n.s.",NA,-0.03,-0.009,"n.s.","n.s.","n.s.","gene_size",1,63343,"2810408A11Rik","chr11",69789673,69789918,246,-0.004,1,1
"MmuEX0001244","2810408I11Rik",72,"chr1",64726960,64737037,"-",NA,NA,NA,"n.s.",NA,"n.s.",2,"n.s.",NA,"n.s.",NA,"n.s.",-1,"n.s.",2,"n.s.",0.02,-0.01,NA,"n.s.","n.s.","n.s.","gene_size",1,30068,"2810408I11Rik","chr1",64724991,64725062,72,-0.01,1,0.658467534373
"MmuEX0001249","2810429I04Rik",53,"chr13",3477599,3479154,"+",NA,NA,NA,"n.s.",NA,"n.s.",5,"n.s.",-15,"lower",4,"n.s.",-5,"n.s.",-14,"lower",0.05,-0.05,NA,"n.s.","n.s.","n.s.","gene_size",2,48445,"2810429I04Rik","chr13",3529522,3529574,53,0.068,0.00201543792608836,4.78728869577e-05
"MmuEX0001288","3110009E18Rik",51,"chr1",122047325,122062711,"+",NA,NA,2,"n.s.",-0.1,"n.s.",0,"n.s.",-2,"n.s.",0,"n.s.",0,"n.s.",1,"n.s.",0,0,-0.001,"n.s.","n.s.","n.s.","gene_size",1,63869,"3110009E18Rik","chr1",120088336,120088386,51,-0.004,1,1
"MmuEX0001290","3110009E18Rik",145,"chr1",122017795,122057182,"+",NA,NA,1,"n.s.",1,"n.s.",4,"n.s.",-4,"n.s.",-5,"n.s.",-1,"n.s.",-1,"n.s.",0.04,-0.01,0.01,"n.s.","n.s.","n.s.","gene_size",1,63868,"3110009E18Rik","chr1",120078333,120078477,145,0.011,1,1
"MmuEX0001291","3110009E18Rik",118,"chr1",122057234,122062711,"+",NA,NA,-1,"n.s.",NA,"n.s.",0,"n.s.",NA,"n.s.",NA,"n.s.",0,"n.s.",-3,"n.s.",0,0,NA,"n.s.","n.s.","n.s.","gene_size",1,63870,"3110009E18Rik","chr1",120092495,120092612,118,-0.105,0.0185740824326234,0.000775419176689
"MmuEX0001293","3110009E18Rik",78,"chr1",122062750,122084617,"+",NA,NA,0,"n.s.",4.6,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",10,"n.s.",3,"n.s.",NA,0.1,0.046,"n.s.","n.s.","n.s.","gene_size",2,63874,"3110009E18Rik","chr1",120099131,120099212,82,0.065,0.500029836589038,0.0613956547447
"MmuEX0001321","3300002I08Rik",82,"chr2",150170443,150188323,"-",NA,NA,-1,"n.s.",-2.3,"n.s.",-1,"n.s.",-2,"n.s.",1,"n.s.",-2,"n.s.",0,"n.s.",-0.01,-0.02,-0.023,"n.s.","n.s.","n.s.","gene_size",1,50173,"3300002I08Rik","chr2",150202031,150202112,82,-0.004,1,0.621432978314
"MmuEX0001323","3830406C13Rik",126,"chr14",13119908,13130095,"+",NA,NA,10,"n.s.",-2,"n.s.",NA,"n.s.",NA,NA,NA,"n.s.",1,"n.s.",19,"higher",NA,0.01,-0.02,"n.s.","n.s.","n.s.","gene_size",1,9159,"3830406C13Rik","chr14",10173016,10173141,126,-0.026,1,0.276986180135
"MmuEX0001374","4833420G17Rik",126,"chr13",120251927,120254817,"+",NA,NA,-1,"n.s.",2.3,"n.s.",5,"n.s.",-9,"n.s.",-6,"n.s.",-2,"n.s.",-6,"n.s.",0.05,-0.02,0.023,"n.s.","n.s.","n.s.","gene_size",3,9226,"4833420G17Rik","chr13",119601101,119601226,126,-0.07,0.00167682594581168,3.82484318862e-05
"MmuEX0001375","4833420G17Rik",294,"chr13",120251927,120255673,"+",NA,"n.s.",0,"n.s.",0.9,"n.s.",2,"n.s.",-1,"n.s.",1,"n.s.",-1,"n.s.",-46,"lower",0.02,-0.01,0.009,"n.s.","n.s.","n.s.","gene_size",3,9232,"4833420G17Rik","chr13",119602547,119602840,294,-0.018,0.198650750732909,0.0174130229176
"MmuEX0001378","4833420G17Rik",95,"chr13",120266662,120269741,"+",NA,NA,1,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",0,"n.s.",-1,"n.s.",0,0,0,"n.s.","n.s.","n.s.","gene_size_contained",4,9242,"4833420G17Rik","chr13",119615964,119616058,95,-0.009,1,1
"MmuEX0001379","4833420G17Rik",96,"chr13",120268330,120273259,"+",NA,NA,0,"n.s.",0.7,"n.s.",-5,"n.s.",NA,"n.s.",NA,"n.s.",1,"n.s.",2,"n.s.",-0.05,0.01,0.007,"n.s.","n.s.","n.s.","gene_size_contained",2,9243,"4833420G17Rik","chr13",119617471,119617566,96,-0.003,1,1
"MmuEX0001380","4833420G17Rik",90,"chr13",120255112,120258321,"+",NA,NA,1,"n.s.",-0.6,"n.s.",-1,"n.s.",-2,"n.s.",0,"n.s.",0,"n.s.",-1,"n.s.",-0.01,0,-0.006,"n.s.","n.s.","n.s.","gene_size_contained",3,9239,"4833420G17Rik","chr13",119603403,119603492,90,0.003,1,1
"MmuEX0001385","4833439L19Rik",107,"chr13",54665634,54666542,"-",NA,"ASD-high",-1,"n.s.",4.1,"n.s.",0,"n.s.",-12,"lower",-8,"n.s.",0,"n.s.",-7,"n.s.",0,0,0.041,"n.s.","n.s.","n.s.","gene_size_contained",7,10362,"4833439L19Rik","chr13",54712328,54712434,107,0.01,1,0.190841950092
"MmuEX0001387","4833439L19Rik",179,"chr13",54660686,54665870,"-",NA,NA,NA,"n.s.",7.9,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",NA,"n.s.",-17,"lower",NA,NA,0.079,"n.s.","n.s.","n.s.","gene_size",6,10348,"4833439L19Rik","chr13",54709506,54709684,179,-0.079,1,0.274648166085
