"GeneID","geneSymbol","n_selection_events","event_types","size_categories","event_coords","mean_dPSI"
"ENSMUSG00000024381","Bin1",2,"SE","Microexon (0-30bp)","chr18:32562752-32562776; chr18:32562752-32562776",0.149
"ENSMUSG00000024983","Vti1a",2,"SE","Microexon (0-30bp)","chr19:55375620-55375641; chr19:55375620-55375641",0.214
"ENSMUSG00000025217","Btrc",2,"SE","Small (30-50bp)","chr19:45394983-45395025; chr19:45394983-45395025",-0.062
"ENSMUSG00000026113","Inpp4a",2,"SE","Microexon (0-30bp); Small (30-50bp)","chr1:37413355-37413370; chr1:37422419-37422452",0.206
"ENSMUSG00000026490","Cdc42bpa",2,"MXE; SE","Small (30-50bp)","chr1:179946300-179946348; chr1:179946300-179946348",0.144
"ENSMUSG00000028184","Adgrl2",2,"SE","Microexon (0-30bp)","chr3:148532847-148532874; chr3:148566062-148566074",0.172
"ENSMUSG00000028524","Sgip1",2,"SE","Microexon (0-30bp)","chr4:102757722-102757734; chr4:102762761-102762773",0.314
"ENSMUSG00000028886","Eya3",2,"MXE; SE","Small (30-50bp)","chr4:132384888-132384927; chr4:132384888-132384927",0.206
"ENSMUSG00000029462","Vps29",2,"SE","Microexon (0-30bp)","chr5:122494856-122494868; chr5:122494856-122494868",0.138
"ENSMUSG00000031561","Tenm3",2,"SE","Microexon (0-30bp)","chr8:48740167-48740188; chr8:48766272-48766299",0.198
"ENSMUSG00000032076","Cadm1",2,"SE","Small (30-50bp)","chr9:47740674-47740707; chr9:47740674-47740707",0.124
"ENSMUSG00000032534","Cep63",2,"SE","Small (30-50bp)","chr9:102498894-102498927; chr9:102500754-102500792",0.092
"ENSMUSG00000034842","Art3",2,"SE","Small (30-50bp)","chr5:92553801-92553838; chr5:92553802-92553838",-0.124
"ENSMUSG00000041936","Agrn",2,"SE","Microexon (0-30bp); Small (30-50bp)","chr4:156252233-156252266; chr4:156253002-156253026",0.226
"ENSMUSG00000043019","Edem3",2,"SE","Microexon (0-30bp); Small (30-50bp)","chr1:151688504-151688519; chr1:151688504-151688552",0.11
"ENSMUSG00000051510","Mafg",2,"SE","Small (30-50bp)","chr11:120520811-120520842; chr11:120520811-120520842",0.179
"ENSMUSG00000057858","Fam204a",2,"SE","Small (30-50bp)","chr19:60208761-60208792; chr19:60208761-60208792",-0.166
"ENSMUSG00000061306","Slc38a10",2,"MXE; SE","Microexon (0-30bp)","chr11:119999292-119999316; chr11:119999292-119999316",0.033
"ENSMUSG00000062785","Kcnc3",2,"SE","Microexon (0-30bp)","chr7:44247013-44247043; chr7:44247013-44247043",0.238
"ENSMUSG00000097589","Dleu2",2,"MXE; SE","Small (30-50bp)","chr14:61861881-61861931; chr14:61861881-61861931",-0.14
"ENSMUSG00000000440","Pparg",1,"MXE","Small (30-50bp)","chr6:115362557-115362594",0.362
"ENSMUSG00000000631","Myo18a",1,"SE","Small (30-50bp)","chr11:77706681-77706717",0.169
"ENSMUSG00000000827","Tpd52l2",1,"SE","Microexon (0-30bp)","chr2:181152296-181152323",0.106
"ENSMUSG00000000881","Dlg3",1,"MXE","Small (30-50bp)","chrX:99855107-99855149",0.101
"ENSMUSG00000001036","Epn2",1,"SE","Small (30-50bp)","chr11:61425403-61425439",0.122
"ENSMUSG00000001248","Gramd1a",1,"SE","Microexon (0-30bp)","chr7:30832644-30832656",0.183
"ENSMUSG00000002031","Ift46",1,"SE","Small (30-50bp)","chr9:44685479-44685528",0.103
"ENSMUSG00000003810","Mast2",1,"SE","Microexon (0-30bp)","chr4:116190609-116190630",0.248
"ENSMUSG00000003863","Ppfia3",1,"SE","Microexon (0-30bp)","chr7:44992976-44993003",0.239
"ENSMUSG00000004562","Arhgef40",1,"SE","Microexon (0-30bp)","chr14:52242335-52242356",-0.176
"ENSMUSG00000004980","Hnrnpa2b1",1,"SE","Microexon (0-30bp)","chr6:51441407-51441431",-0.167
"ENSMUSG00000005881","Ergic3",1,"SE","Microexon (0-30bp)","chr2:155857296-155857311",0.169
"ENSMUSG00000006476","Nsmf",1,"MXE","Microexon (0-30bp)","chr2:24947976-24947982",0.141
"ENSMUSG00000007035","Msh5",1,"SE","Small (30-50bp)","chr17:35262704-35262740",-0.162
"ENSMUSG00000008892","Vdac3",1,"MXE","Small (30-50bp)","chr8:23077568-23077618",0.118
"ENSMUSG00000009073","Nf2",1,"SE","Small (30-50bp)","chr11:4730577-4730622",0.174
"ENSMUSG00000009079","Ewsr1",1,"SE","Microexon (0-30bp)","chr11:5041459-5041477",0.222
"ENSMUSG00000013523","Bcas1",1,"SE","Small (30-50bp)","chr2:170212369-170212411",0.139
"ENSMUSG00000015149","Sirt2",1,"SE","Small (30-50bp)","chr7:28467056-28467103",0.106
"ENSMUSG00000016346","Kcnq2",1,"SE","Microexon (0-30bp)","chr2:180745434-180745464",0.153
"ENSMUSG00000016664","Pacsin2",1,"SE","Microexon (0-30bp)","chr15:83267823-83267829",0.132
"ENSMUSG00000017652","Cd40",1,"SE","Small (30-50bp)","chr2:164911736-164911768",-0.152
"ENSMUSG00000018334","Ksr1",1,"SE","Small (30-50bp)","chr11:78921906-78921948",0.203
"ENSMUSG00000018820","Zfyve27",1,"SE","Microexon (0-30bp)","chr19:42174058-42174079",0.131
"ENSMUSG00000020231","Dip2a",1,"SE","Microexon (0-30bp)","chr10:76107209-76107239",0.168
"ENSMUSG00000020451","Limk2",1,"SE","Small (30-50bp)","chr11:3311782-3311825",-0.127
"ENSMUSG00000020792","Exoc7",1,"SE","Small (30-50bp)","chr11:116184100-116184139",0.169
"ENSMUSG00000020859","Spag9",1,"SE","Microexon (0-30bp)","chr11:93970024-93970036",0.196
"ENSMUSG00000021071","Trim9",1,"SE","Small (30-50bp)","chr12:70314007-70314040",0.201
"ENSMUSG00000021198","Unc79",1,"SE","Microexon (0-30bp)","chr12:103016153-103016182",0.285
"ENSMUSG00000021375","Kif13a",1,"SE","Microexon (0-30bp)","chr13:47018294-47018307",0.115
"ENSMUSG00000021427","Ssr1",1,"SE","Microexon (0-30bp)","chr13:38167070-38167085",0.156
"ENSMUSG00000021557","Agtpbp1",1,"SE","Small (30-50bp)","chr13:59665466-59665504",0.119
"ENSMUSG00000021686","Ap3b1",1,"SE","Small (30-50bp)","chr13:94680491-94680530",0.15
"ENSMUSG00000021820","Camk2g",1,"MXE","Small (30-50bp)","chr14:20794671-20794716",-0.107
"ENSMUSG00000021969","Zdhhc20",1,"SE","Small (30-50bp)","chr14:58087601-58087637",0.196
"ENSMUSG00000022329","Stk3",1,"SE","Microexon (0-30bp)","chr15:35115083-35115104",0.135
"ENSMUSG00000022517","Mgrn1",1,"SE","Small (30-50bp)","chr16:4752058-4752103",0.14
"ENSMUSG00000022565","Plec",1,"SE","Small (30-50bp)","chr15:76078165-76078201",0.101
"ENSMUSG00000022623","Shank3",1,"SE","Microexon (0-30bp)","chr15:89422217-89422241",0.129
"ENSMUSG00000022635","Zcrb1",1,"SE","Microexon (0-30bp)","chr15:93293467-93293496",-0.163
"ENSMUSG00000022701","Ccdc191",1,"SE","Small (30-50bp)","chr16:43712515-43712554",0.186
"ENSMUSG00000022708","Zbtb20",1,"MXE","Small (30-50bp)","chr16:42967259-42967306",0.234
"ENSMUSG00000024273","2700062C07Rik",1,"SE","Microexon (0-30bp)","chr18:24604118-24604141",-0.102
"ENSMUSG00000024480","Ap3s1",1,"SE","Small (30-50bp)","chr18:46916825-46916866",-0.757
"ENSMUSG00000024485","Slc4a9",1,"SE","Small (30-50bp)","chr18:36662739-36662789",0.264
"ENSMUSG00000024603","Dctn4",1,"SE","Microexon (0-30bp)","chr18:60678428-60678449",0.164
"ENSMUSG00000024908","Ppp6r3",1,"SE","Microexon (0-30bp)","chr19:3509746-3509764",0.211
"ENSMUSG00000025006","Sorbs1",1,"SE","Microexon (0-30bp)","chr19:40371199-40371226",0.149
"ENSMUSG00000025558","Dock9",1,"SE","Small (30-50bp)","chr14:121797336-121797372",0.19
"ENSMUSG00000026005","Rpe",1,"A5SS","Small (30-50bp)","chr1:66740775-66740807",0.126
"ENSMUSG00000026150","Mff",1,"SE","Small (30-50bp)","chr1:82723244-82723277",0.146
"ENSMUSG00000026388","3110009E18Rik",1,"MXE","Small (30-50bp)","chr1:120093864-120093902",-0.198
"ENSMUSG00000026737","Pip4k2a",1,"SE","Small (30-50bp)","chr2:18870922-18870961",-0.154
"ENSMUSG00000026781","Acbd5",1,"SE","Small (30-50bp)","chr2:22970679-22970712",0.171
"ENSMUSG00000026825","Dnm1",1,"SE","Small (30-50bp)","chr2:32200462-32200499",-0.104
"ENSMUSG00000026860","Sh3glb2",1,"SE","Microexon (0-30bp)","chr2:30239237-30239249",0.228
"ENSMUSG00000026946","Nmi",1,"SE","Small (30-50bp)","chr2:51862599-51862639",0.198
"ENSMUSG00000026977","Marchf7",1,"SE","Microexon (0-30bp)","chr2:60077831-60077856",0.187
"ENSMUSG00000026999","Nup35",1,"SE","Small (30-50bp)","chr2:80454669-80454704",-0.356
"ENSMUSG00000027130","Slc12a6",1,"SE","Small (30-50bp)","chr2:112146585-112146630",0.131
"ENSMUSG00000027284","Cdan1",1,"SE","Small (30-50bp)","chr2:120560949-120560983",-0.264
"ENSMUSG00000027506","Tpd52",1,"SE","Microexon (0-30bp)","chr3:9008610-9008637",0.314
"ENSMUSG00000027523","Gnas",1,"SE","Microexon (0-30bp)","chr2:174169900-174169924",0.15
"ENSMUSG00000027634","Ndrg3",1,"SE","Small (30-50bp)","chr2:156771851-156771890",0.113
"ENSMUSG00000027646","Src",1,"SE","Microexon (0-30bp)","chr2:157300762-157300780",0.119
"ENSMUSG00000027692","Tnik",1,"SE","Microexon (0-30bp)","chr3:28679347-28679371",0.176
"ENSMUSG00000027799","Nbea",1,"SE","Microexon (0-30bp)","chr3:55901468-55901477",0.201
"ENSMUSG00000028033","Kcnq5",1,"SE","Microexon (0-30bp)","chr1:21536606-21536633",0.353
"ENSMUSG00000028207","Asph",1,"SE","Small (30-50bp)","chr4:9637658-9637703",0.119
"ENSMUSG00000028433","Ubap2",1,"SE","Small (30-50bp)","chr4:41245455-41245492",0.109
"ENSMUSG00000028803","Nipal3",1,"SE","Small (30-50bp)","chr4:135182183-135182215",0.158
"ENSMUSG00000028931","Kcnab2",1,"SE","Small (30-50bp)","chr4:152519238-152519280",0.133
"ENSMUSG00000029055","Plch2",1,"SE","Microexon (0-30bp)","chr4:155069822-155069849",0.144
"ENSMUSG00000029127","Zbtb49",1,"SE","Small (30-50bp)","chr5:38367961-38368008",0.149
"ENSMUSG00000029148","Nrbp1",1,"SE","Microexon (0-30bp)","chr5:31403665-31403689",0.114
"ENSMUSG00000029152","Ociad1",1,"SE","Small (30-50bp)","chr5:73451308-73451353",-0.116
"ENSMUSG00000029461","Fam168a",1,"SE","Microexon (0-30bp)","chr7:100467942-100467969",-0.191
"ENSMUSG00000029676","Pot1a",1,"SE","Small (30-50bp)","chr6:25798007-25798054",-0.18
"ENSMUSG00000029780","Nt5c3",1,"SE","Small (30-50bp)","chr6:56900051-56900097",0.166
"ENSMUSG00000030172","Erc1",1,"SE","Microexon (0-30bp)","chr6:119711041-119711053",0.163
"ENSMUSG00000030263","Irag2",1,"SE","Small (30-50bp)","chr6:145083771-145083812",0.4
"ENSMUSG00000030279","C2cd5",1,"SE","Small (30-50bp)","chr6:143011911-143011944",0.132
"ENSMUSG00000030281","Il17rc",1,"SE","Small (30-50bp)","chr6:113451513-113451558",0.114
"ENSMUSG00000030987","Stim1",1,"SE","Small (30-50bp)","chr7:102082403-102082440",0.188
"ENSMUSG00000031012","Cask",1,"SE","Microexon (0-30bp)","chrX:13462924-13462942",0.169
"ENSMUSG00000031105","Slc25a14",1,"SE","Small (30-50bp)","chrX:47717012-47717060",0.299
"ENSMUSG00000031314","Taf1",1,"SE","Microexon (0-30bp)","chrX:100634339-100634345",0.201
"ENSMUSG00000031502","Col4a1",1,"SE","Microexon (0-30bp)","chr8:11254535-11254552",0.116
"ENSMUSG00000032212","Sltm",1,"SE","Small (30-50bp)","chr9:70470095-70470143",-0.132
"ENSMUSG00000032297","Celf6",1,"MXE","Small (30-50bp)","chr9:59497917-59497966",0.103
"ENSMUSG00000032497","Lrrfip2",1,"MXE","Small (30-50bp)","chr9:110996267-110996312",0.142
"ENSMUSG00000032570","Atp2c1",1,"SE","Microexon (0-30bp)","chr9:105370741-105370753",0.168
"ENSMUSG00000032586","Traip",1,"SE","Small (30-50bp)","chr9:107833592-107833628",-0.128
"ENSMUSG00000032826","Ank2",1,"SE","Microexon (0-30bp)","chr3:126772904-126772916",0.138
"ENSMUSG00000033335","Dnm2",1,"SE","Microexon (0-30bp)","chr9:21401953-21401965",0.118
"ENSMUSG00000033382","Trappc8",1,"SE","Microexon (0-30bp)","chr18:20988877-20988895",0.11
"ENSMUSG00000033392","Clasp2",1,"SE","Microexon (0-30bp)","chr9:113687648-113687672",0.252
"ENSMUSG00000033419","Snap91",1,"SE","Microexon (0-30bp)","chr9:86680882-86680897",0.195
"ENSMUSG00000033902","Mapkbp1",1,"SE","Microexon (0-30bp)","chr2:119843781-119843799",0.12
"ENSMUSG00000034274","Thoc5",1,"SE","Small (30-50bp)","chr11:4861434-4861470",0.174
"ENSMUSG00000034312","Iqsec1",1,"SE","Small (30-50bp)","chr6:90764099-90764144",0.213
"ENSMUSG00000034602","Mon2",1,"SE","Microexon (0-30bp)","chr10:122858990-122858993",0.104
"ENSMUSG00000034908","Sidt2",1,"SE","Microexon (0-30bp)","chr9:45858838-45858850",0.156
"ENSMUSG00000034973","Dop1a",1,"SE","Microexon (0-30bp)","chr9:86388923-86388953",0.195
"ENSMUSG00000035629","Rubcn",1,"SE","Small (30-50bp)","chr16:32661906-32661951",0.329
"ENSMUSG00000035640","Cbarp",1,"SE","Small (30-50bp)","chr10:79972538-79972577",-0.193
"ENSMUSG00000035954","Dock4",1,"SE","Microexon (0-30bp)","chr12:40844595-40844622",0.164
"ENSMUSG00000036104","Rab3gap1",1,"SE","Microexon (0-30bp)","chr1:127869330-127869351",0.191
"ENSMUSG00000036435","Exoc1",1,"SE","Microexon (0-30bp)","chr5:76688593-76688614",0.252
"ENSMUSG00000036528","Ppfibp2",1,"SE","Small (30-50bp)","chr7:107327922-107327955",0.114
"ENSMUSG00000036529","Sbf1",1,"SE","Microexon (0-30bp)","chr15:89191374-89191398",0.134
"ENSMUSG00000036578","Fxyd7",1,"SE","Microexon (0-30bp)","chr7:30746797-30746827",0.198
"ENSMUSG00000036591","Arhgap21",1,"SE","Microexon (0-30bp)","chr2:20888010-20888040",0.21
"ENSMUSG00000037519","Ppfia1",1,"SE","Microexon (0-30bp)","chr7:144056603-144056633",0.265
"ENSMUSG00000037533","Rapgef6",1,"SE","Microexon (0-30bp)","chr11:54542574-54542589",0.211
"ENSMUSG00000037541","Shank2",1,"SE","Microexon (0-30bp)","chr7:143961792-143961813",0.216
"ENSMUSG00000037697","Ddhd1",1,"SE","Microexon (0-30bp)","chr14:45866310-45866331",0.202
"ENSMUSG00000037736","Limch1",1,"SE","Small (30-50bp)","chr5:67150485-67150521",-0.131
"ENSMUSG00000037857","Nufip2",1,"SE","Small (30-50bp)","chr11:77579112-77579157",0.315
"ENSMUSG00000038807","Rap1gap2",1,"SE","Small (30-50bp)","chr11:74458041-74458077",0.148
"ENSMUSG00000039159","Ube2h",1,"SE","Small (30-50bp)","chr6:30242536-30242576",0.13
"ENSMUSG00000039361","Picalm",1,"SE","Microexon (0-30bp)","chr7:89843480-89843504",0.118
"ENSMUSG00000039671","Zmynd8",1,"SE","Microexon (0-30bp)","chr2:165694787-165694799",0.206
"ENSMUSG00000039860","Srrm3",1,"SE","Microexon (0-30bp)","chr5:135895980-135896000",0.114
"ENSMUSG00000039943","Plcb4",1,"SE","Small (30-50bp)","chr2:135806971-135807007",0.112
"ENSMUSG00000040111","Gramd1b",1,"SE","Microexon (0-30bp)","chr9:40211735-40211747",0.133
"ENSMUSG00000040225","Prrc2c",1,"SE","Small (30-50bp)","chr1:162501671-162501720",-0.121
"ENSMUSG00000040354","Mars1",1,"SE","Microexon (0-30bp)","chr10:127132585-127132609",-0.123
"ENSMUSG00000040537","Adam22",1,"SE","Microexon (0-30bp)","chr5:8136593-8136623",0.13
"ENSMUSG00000040687","Madd",1,"SE","Microexon (0-30bp)","chr2:90971153-90971162",0.143
"ENSMUSG00000040940","Arhgef1",1,"SE","Microexon (0-30bp)","chr7:24617944-24617956",0.131
"ENSMUSG00000041570","Camsap2",1,"SE","Small (30-50bp)","chr1:136225021-136225054",0.246
"ENSMUSG00000041609","Bicdl1",1,"SE","Microexon (0-30bp)","chr5:115810202-115810214",0.126
"ENSMUSG00000041977","Arhgef11",1,"SE","Microexon (0-30bp)","chr3:87625535-87625565",0.146
"ENSMUSG00000042787","Exog",1,"SE","Small (30-50bp)","chr9:119274352-119274387",-0.15
"ENSMUSG00000043323","Fbrsl1",1,"SE","Small (30-50bp)","chr5:110563895-110563931",-0.145
"ENSMUSG00000043831","Lysmd4",1,"SE","Microexon (0-30bp)","chr7:66874123-66874149",0.106
"ENSMUSG00000045482","Trrap",1,"SE","Microexon (0-30bp)","chr5:144747141-144747162",0.291
"ENSMUSG00000045761","Togaram2",1,"SE","Small (30-50bp)","chr17:72002691-72002738",0.161
"ENSMUSG00000045983","Eif4g1",1,"SE","Microexon (0-30bp)","chr16:20493535-20493556",0.166
"ENSMUSG00000048078","Tenm4",1,"SE","Microexon (0-30bp)","chr7:96454311-96454338",0.102
"ENSMUSG00000048537","Phldb1",1,"SE","Small (30-50bp)","chr9:44610123-44610168",0.15
"ENSMUSG00000049807","Arhgap23",1,"SE","Microexon (0-30bp)","chr11:97382469-97382492",0.228
"ENSMUSG00000050270","Tmem220",1,"MXE","Microexon (0-30bp)","chr11:66916734-66916764",-0.111
"ENSMUSG00000050549","Fam241a",1,"SE","Small (30-50bp)","chr3:127681603-127681634",0.154
"ENSMUSG00000052949","Rnf157",1,"SE","Small (30-50bp)","chr11:116231163-116231204",0.238
"ENSMUSG00000053617","Sh3pxd2a",1,"SE","Small (30-50bp)","chr19:47308714-47308759",0.181
"ENSMUSG00000056268","Dennd1b",1,"SE","Small (30-50bp)","chr1:138950842-138950886",0.187
"ENSMUSG00000056486","Chn1",1,"SE","Microexon (0-30bp)","chr2:73540798-73540826",-0.173
"ENSMUSG00000056917","Sipa1",1,"SE","Microexon (0-30bp)","chr19:5711623-5711651",0.295
"ENSMUSG00000057541","Pus7",1,"SE","Microexon (0-30bp)","chr5:23968331-23968349",0.11
"ENSMUSG00000059291","Rpl11",1,"SE","Small (30-50bp)","chr4:135775122-135775164",0.139
"ENSMUSG00000059436","Max",1,"SE","Microexon (0-30bp)","chr12:77008036-77008063",0.148
"ENSMUSG00000059439","Bcas3",1,"SE","Small (30-50bp)","chr11:85434753-85434798",0.293
"ENSMUSG00000062991","Nrg1",1,"MXE","Microexon (0-30bp)","chr8:32321232-32321256",-0.149
"ENSMUSG00000063919","Srrm4",1,"SE","Microexon (0-30bp)","chr5:116592731-116592747",0.128
"ENSMUSG00000064179","Tnnt1",1,"SE","Small (30-50bp)","chr7:4516579-4516612",0.147
"ENSMUSG00000065954","Tacc1",1,"SE","Small (30-50bp)","chr8:25669286-25669322",0.109
"ENSMUSG00000066036","Ubr4",1,"SE","Small (30-50bp)","chr4:139159792-139159825",0.263
"ENSMUSG00000066235","Pomgnt2",1,"SE","Small (30-50bp)","chr9:121824132-121824179",0.398
"ENSMUSG00000066392","Nrxn3",1,"SE","Microexon (0-30bp)","chr12:88817048-88817078",-0.277
"ENSMUSG00000066551","Hmgb1",1,"SE","Small (30-50bp)","chr5:149118808-149118845",-0.178
"ENSMUSG00000068036","Afdn",1,"SE","Small (30-50bp)","chr17:14111224-14111260",0.179
"ENSMUSG00000069631","Strada",1,"SE","Microexon (0-30bp)","chr11:106071780-106071809",0.157
"ENSMUSG00000071291","Zfp58",1,"SE","Microexon (0-30bp)","chr13:67644303-67644330",-0.104
"ENSMUSG00000071454","Dtnb",1,"SE","Small (30-50bp)","chr12:3824569-3824610",-0.187
"ENSMUSG00000073016","Uprt",1,"SE","Small (30-50bp)","chrX:103539341-103539384",-0.101
"ENSMUSG00000074282","Zfp94",1,"SE","Small (30-50bp)","chr7:24010889-24010928",0.178
"ENSMUSG00000079671","2610203C22Rik",1,"SE","Small (30-50bp)","chr1:9634047-9634096",0.117
"ENSMUSG00000097451","Rian",1,"SE","Small (30-50bp)","chr12:109609847-109609895",0.123
"ENSMUSG00000100510","Hand2os1",1,"SE","Small (30-50bp)","chr8:57771440-57771482",0.308
"ENSMUSG00000117284","Gm7072",1,"MXE","Small (30-50bp)","chr17:22511388-22511436",0.141
"ENSMUSG00000118669","Arvcf",1,"SE","Microexon (0-30bp)","chr16:18219530-18219548",0.166
